,num_dol,num_dma,num_tfsi,num_ps,num_li,atoms_dol,atoms_dma,atoms_tfsi,atoms_ps,atoms_li,count,%
346,0,4,1,1,2,,1O:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
347,1,7,0,1,1,,::::1O:1O:1O,,,1L,2,0.06000600060006
348,3,1,0,2,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
349,0,4,1,1,2,,:1O:1O:1O,1O,,1L:1L,2,0.06000600060006
350,4,3,0,1,2,:1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
351,4,3,1,1,1,:::1O,:1O:1O,,,1L,1,0.03000300030003
352,6,1,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
353,3,2,0,1,2,1O:1O:1O,:1O,,,1L:1L,1,0.03000300030003
354,4,3,0,1,0,:::,::,,,,1,0.03000300030003
355,3,2,0,1,2,:1O:1O,1N1O:1O,,,1L:1L,1,0.03000300030003
356,4,3,0,2,2,::1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
357,3,1,1,1,1,::1O,,,,1L,1,0.03000300030003
358,6,1,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
359,3,1,1,1,1,::,1O,2O,,1L,1,0.03000300030003
360,6,1,0,1,1,::::1O:1O,1O,,,1L,1,0.03000300030003
361,3,1,1,1,1,::,1O,1O,,1L,1,0.03000300030003
362,4,3,0,1,2,:1O:1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
363,4,3,0,1,2,::1O:1O,:1O:1O,,,1L:1L,1,0.03000300030003
364,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,1,0.03000300030003
365,4,3,0,1,1,::1O:1O,::,,,1L,1,0.03000300030003
366,3,2,0,2,1,:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
367,6,2,0,1,1,:::1O:1O:1O,:1O,,,1L,1,0.03000300030003
368,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
369,3,2,0,2,1,::,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
370,3,1,1,1,1,:1O:1O,1O,,,1L,1,0.03000300030003
371,4,3,0,1,2,::1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
372,6,2,0,1,1,::::1O:1O,:1O,,,1L,1,0.03000300030003
373,4,3,0,1,1,:::1O,1O:1O:1O,,,1L,1,0.03000300030003
374,3,1,1,1,2,1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
375,4,4,0,1,1,:::,:::1O,,,1L,1,0.03000300030003
376,4,3,1,1,1,:::1O,::1O,1O,,1L,1,0.03000300030003
377,5,1,0,1,1,::::,1O,,,1L,1,0.03000300030003
378,3,1,1,1,1,::1O,1O,3O,,1L,1,0.03000300030003
379,3,1,1,1,2,::1O,1O,1O,,1L:1L,1,0.03000300030003
380,5,1,1,1,1,::::1O,1O,1O,,1L,1,0.03000300030003
381,5,2,0,1,1,:::1O:1O,:,,,1L,1,0.03000300030003
382,5,1,1,1,1,::::1O,1O,,,1L,1,0.03000300030003
383,3,1,2,1,1,:1O:1O,,:1O,,1L,1,0.03000300030003
384,3,2,0,1,1,1O:1O:1O,:1O,,,1L,1,0.03000300030003
385,5,1,0,2,1,:::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
386,5,2,0,2,1,::::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
387,4,2,1,1,2,:1O:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
388,5,1,0,1,2,:1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
389,5,2,1,1,1,::::,:1O,1O,,1L,1,0.03000300030003
390,5,1,0,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
391,4,4,0,1,1,::1O:1O,::1O:1O,,,1L,1,0.03000300030003
392,5,3,0,1,1,::::1O,:1O:1O,,,1L,1,0.03000300030003
393,6,0,0,1,1,::::1O:1O,,,,1L,1,0.03000300030003
394,3,2,0,1,1,::1O,1N1O:1O,,,1L,1,0.03000300030003
395,3,1,1,1,1,::1O,1O,,,1L,1,0.03000300030003
396,5,0,0,2,1,:::1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
397,5,0,0,1,1,::::1O,,,,1L,1,0.03000300030003
398,3,1,1,1,1,::1O,,2O,,1L,1,0.03000300030003
399,4,4,0,1,2,::1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
400,4,4,0,1,2,::1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
401,4,4,0,1,2,:1O:1O:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
402,4,4,0,1,1,:::1O,::1O:1O,,,1L,1,0.03000300030003
403,6,0,0,1,1,:::::1O,,,,1L,1,0.03000300030003
404,4,2,1,1,2,::1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
405,3,4,0,1,0,::,:::,,,,1,0.03000300030003
406,4,2,1,1,2,1O:1O:1O:1O,1O:1O,1O,,1L:1L,1,0.03000300030003
407,4,1,0,1,1,:::2O,1O,,,1L,1,0.03000300030003
408,4,0,1,1,1,:::1O,,1O,,1L,1,0.03000300030003
409,4,0,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
410,3,3,0,1,2,::,1O:1O:1O,,,1L:1L,1,0.03000300030003
411,4,0,2,1,1,:1O:1O:1O,,:,,1L,1,0.03000300030003
412,4,1,0,1,0,:::1O,,,,,1,0.03000300030003
413,3,3,0,1,2,1O:1O:1O,::1O,,,1L:1L,1,0.03000300030003
414,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
415,4,1,0,1,2,1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
416,3,3,0,2,1,::,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
417,4,1,0,1,2,::1O:1O,1O,,,1L:1L,1,0.03000300030003
418,4,1,0,2,1,::1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
419,4,1,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
420,4,1,0,2,1,::1O:1O,,,::::1S:1S:1S:1S,1L,1,0.03000300030003
421,4,1,0,2,1,:::,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
422,4,1,0,2,1,:::,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
423,4,1,0,2,1,:::1O,,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
424,3,3,0,2,1,:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
425,4,0,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
426,3,3,0,1,1,::1O,:1N:1O,,,1L,1,0.03000300030003
427,3,3,1,1,1,::1O,::1O,,,1L,1,0.03000300030003
428,3,3,1,1,2,::1O,:1O:1O,1O,,1L:1L,1,0.03000300030003
429,3,4,0,1,1,::1O,:1O:1O:1O,,,1L,1,0.03000300030003
430,3,3,1,1,2,::,::1O,1O,,1L:1L,1,0.03000300030003
431,3,3,1,1,2,::,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
432,3,4,0,1,2,::1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
433,3,3,1,1,1,::1O,::1O,2O,,1L,1,0.03000300030003
434,3,4,1,1,1,::1O,::1O:1O,,,1L,1,0.03000300030003
435,3,4,1,1,2,::1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
436,4,0,0,2,2,1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
437,3,3,1,1,1,::1O,::,,,1L,1,0.03000300030003
438,3,5,0,1,2,:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
439,3,3,0,2,2,:1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
440,4,0,0,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
441,4,0,0,2,1,::1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
442,4,0,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
443,3,3,0,2,1,::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
444,4,1,0,2,1,:::1O,,,:::1S:1S:1S:1S:1S,1L,1,0.03000300030003
445,4,1,0,2,1,:::1O,,,::::1S:1S:1S:1S,1L,1,0.03000300030003
446,4,2,1,1,1,:::1O,:1O,,,1L,1,0.03000300030003
447,3,2,0,2,2,:1O:1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
448,3,2,1,1,1,::,:1O,,,1L,1,0.03000300030003
449,3,2,1,1,1,::,:,1O,,1L,1,0.03000300030003
450,3,2,1,1,1,:1O:1O,:1O,1O,,1L,1,0.03000300030003
451,4,2,0,1,1,::1O:2O,:1O,,,1L,1,0.03000300030003
452,4,2,0,1,2,1O:1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
453,4,2,0,2,1,:::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
454,3,2,1,1,1,1O:1O:1O,:,1O,,1L,1,0.03000300030003
455,3,2,0,2,2,:1O:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
456,4,2,0,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
457,3,2,0,2,2,:1O:1O,1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
458,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
459,4,2,0,2,1,:::1O,:1O,,::::1S:1S:1S:1S,1L,1,0.03000300030003
460,4,2,0,2,2,:::1O,1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
461,4,2,1,1,1,:1O:1O:1O,:,1O,,1L,1,0.03000300030003
462,3,2,0,2,1,::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
463,4,2,1,1,1,:::1O,:,1O,,1L,1,0.03000300030003
464,4,2,0,1,1,::1O:1O,1N:1O,,,1L,1,0.03000300030003
465,4,2,0,1,0,:::,:1O,,,,1,0.03000300030003
466,3,3,0,1,1,::1O,1N1O:1O:1O,,,1L,1,0.03000300030003
467,3,2,1,1,2,::,1O:1O,1O,,1L:1L,1,0.03000300030003
468,4,1,0,2,1,:::2O,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
469,4,1,0,2,2,1O:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
470,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
471,4,1,0,2,2,:1O:1O:1O,1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
472,4,1,0,2,2,::1O:1O,1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
473,4,1,0,2,2,::1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
474,4,1,1,1,1,::1O:1O,1N,1O,,1L,1,0.03000300030003
475,3,2,1,1,2,:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
476,3,2,1,1,1,::1O,1N:1O,1O,,1L,1,0.03000300030003
477,3,2,1,1,2,:1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
478,4,1,1,1,1,:::1O,1O,,,1L,1,0.03000300030003
479,3,2,1,1,2,1O:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
480,3,2,1,1,2,1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
481,4,1,1,1,2,:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
482,4,1,1,1,2,::1O:1O,1O,1O,,1L:1L,1,0.03000300030003
483,3,2,1,1,1,::1O,:,,,1L,1,0.03000300030003
484,3,1,1,1,1,1O:1O:1O,,1O,,1L,1,0.03000300030003
485,0,1,1,1,1,,1N,1O,,1L,1,0.03000300030003
486,3,1,0,2,2,:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
487,1,3,1,1,2,,:1O:1O,1O,,1L:1L,1,0.03000300030003
488,1,4,0,2,2,,::1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
489,1,4,0,2,2,,1O:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
490,1,4,0,2,1,1O,:::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
491,1,4,0,2,1,,:::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
492,1,4,0,1,2,1O,:::1O,,,1L:1L,1,0.03000300030003
493,1,4,0,1,2,1O,::1O:1O,,,1L:1L,1,0.03000300030003
494,1,4,0,1,2,,::1O:1O,,,1L:1L,1,0.03000300030003
495,1,4,0,1,1,1O,::1N:1O,,,1L,1,0.03000300030003
496,1,4,0,1,1,1O,::1N1O:1O,,,1L,1,0.03000300030003
497,1,4,0,1,1,1O,:1O:1O:1O,,,1L,1,0.03000300030003
498,1,3,2,1,2,1O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
499,1,3,1,2,2,1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
500,1,3,1,2,2,,:1O:1O,1O,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
501,1,3,1,1,2,,::1O,,,1L:1L,1,0.03000300030003
502,1,3,1,1,1,1O,::1O,,,1L,1,0.03000300030003
503,2,0,1,1,1,:1O,,1O,,1L,1,0.03000300030003
504,1,3,1,1,1,1O,::1N,1O,,1L,1,0.03000300030003
505,1,3,1,1,1,1O,::,,,1L,1,0.03000300030003
506,1,3,1,1,1,1O,:1N:1O,1O,,1L,1,0.03000300030003
507,1,3,1,1,1,,:1N:1O,1O,,1L,1,0.03000300030003
508,1,3,1,1,1,,1N:1O:1O,,,1L,1,0.03000300030003
509,1,3,0,2,2,1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
510,1,3,0,2,2,1O,:1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
511,1,3,0,2,2,1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
512,1,3,0,2,2,1O,:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
513,1,3,0,2,2,1O,1O:1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
514,1,3,0,2,1,1O,::1O,,::::1S:1S:1S:1S,1L,1,0.03000300030003
515,1,3,0,2,1,1O,::1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
516,1,3,0,2,1,1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
517,1,3,0,2,1,1O,::,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
518,1,4,0,2,2,1O,1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
519,1,4,0,2,2,1O,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
520,1,4,0,2,2,1O,:1O:1O:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
521,1,4,0,2,2,1O,::1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
522,2,0,0,1,2,1O:1O,,,,1L:1L,1,0.03000300030003
523,2,0,0,1,1,:1O,,,,1L,1,0.03000300030003
524,2,0,0,1,1,:,,,,1L,1,0.03000300030003
525,1,6,1,1,1,,::::1O:1O,1O,,1L,1,0.03000300030003
526,1,6,0,2,2,,::1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
527,1,6,0,1,2,1O,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
528,1,6,0,1,2,,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
529,1,6,0,1,1,,:::::1O,,,1L,1,0.03000300030003
530,1,6,0,1,1,,::::1O:1O,,,1L,1,0.03000300030003
531,1,5,1,1,2,,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
532,1,5,1,1,1,1O,::::1O,1O,,1L,1,0.03000300030003
533,1,5,1,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
534,1,5,0,2,2,1O,:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
535,1,5,0,2,2,,:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
536,1,5,0,2,1,,::::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
537,1,5,0,1,2,1O,:::1O:1O,,,1L:1L,1,0.03000300030003
538,1,5,0,1,2,,:::1O:1O,,,1L:1L,1,0.03000300030003
539,1,5,0,1,1,1O,::::,,,1L,1,0.03000300030003
540,1,5,0,1,1,,::::,,,1L,1,0.03000300030003
541,1,5,0,1,1,,:1N:1O:1O:1O,,,1L,1,0.03000300030003
542,1,4,1,1,2,1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
543,1,4,1,1,2,1O,1N:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
544,1,4,1,1,1,1O,:::1O,2O,,1L,1,0.03000300030003
545,1,4,1,1,1,1O,:::1O,,,1L,1,0.03000300030003
546,1,4,1,1,1,1O,:::,1O,,1L,1,0.03000300030003
547,1,4,1,1,1,1O,::1O:1O,,,1L,1,0.03000300030003
548,1,4,1,1,1,,:::,1O,,1L,1,0.03000300030003
549,1,4,1,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
550,1,4,0,2,2,1O,::1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
551,1,3,0,2,1,,::1O,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
552,1,3,0,2,1,,::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
553,1,3,0,2,1,,::,,::::1S:1S:1S:1S,1L,1,0.03000300030003
554,0,7,0,1,2,,::::1O:1O:1O,,,1L:1L,1,0.03000300030003
555,0,6,1,1,2,,::1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
556,0,6,1,1,2,,::1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
557,0,6,0,1,2,,:::1O:1O:1O,,,1L:1L,1,0.03000300030003
558,0,6,0,1,2,,:1N1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
559,0,6,0,1,1,,:::::1O,,,1L,1,0.03000300030003
560,0,5,1,1,1,,::::1O,1O,,1L,1,0.03000300030003
561,0,5,1,1,1,,:::1O:1O,1O,,1L,1,0.03000300030003
562,0,5,0,1,1,,::::,,,1L,1,0.03000300030003
563,0,5,0,1,1,,::1N:1O:1O,,,1L,1,0.03000300030003
564,0,4,1,2,1,,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
565,0,4,1,2,1,,::1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
566,0,4,1,1,2,,::1O:1O,1O,,1L:1L,1,0.03000300030003
567,0,4,1,1,2,,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
568,0,4,1,1,1,,::1O:1O,1O,,1L,1,0.03000300030003
569,0,4,1,1,1,,::1O:1O,,,1L,1,0.03000300030003
570,0,4,1,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
571,0,4,0,2,2,,::1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
572,0,4,0,2,2,,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
573,0,4,0,2,2,,:1O:1O:1O,,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
574,0,4,0,2,2,,1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
575,0,4,0,2,1,,:::1O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
576,0,4,0,1,2,,:::1O,,,1L:1L,1,0.03000300030003
577,0,4,0,1,1,,:::,,,1L,1,0.03000300030003
578,0,4,0,1,1,,::1N:1O,,,1L,1,0.03000300030003
579,0,3,1,1,2,,:1O:1O,1O,,1L:1L,1,0.03000300030003
580,0,3,1,1,2,,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
581,0,3,1,1,1,,::1O,1O,,1L,1,0.03000300030003
582,0,3,0,2,2,,1O:1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
583,0,3,0,1,1,,1O:1O:1O,,,1L,1,0.03000300030003
584,0,7,0,1,1,,::::1O:1O:1O,,,1L,1,0.03000300030003
585,1,1,0,1,1,1O,1O,,,1L,1,0.03000300030003
586,1,3,0,2,1,,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
587,1,1,0,2,1,,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
588,1,3,0,1,2,1O,::,,,1L:1L,1,0.03000300030003
589,1,3,0,1,2,,:1O:1O,,,1L:1L,1,0.03000300030003
590,1,3,0,1,1,1O,:1N:1O,,,1L,1,0.03000300030003
591,1,3,0,1,1,1O,:1N1O:1O,,,1L,1,0.03000300030003
592,1,3,0,1,1,1O,1N:1O:1O,,,1L,1,0.03000300030003
593,1,3,0,1,1,,::1N1O,,,1L,1,0.03000300030003
594,1,3,0,1,1,,:1N1O:1O,,,1L,1,0.03000300030003
595,1,3,0,1,1,,1N:1O:1O,,,1L,1,0.03000300030003
596,1,3,0,1,0,,::1N,,,,1,0.03000300030003
597,1,2,1,2,2,1O,:1O,1O,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
598,1,2,1,2,2,1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
599,1,2,1,2,2,1O,1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
600,1,2,1,2,2,,1O:1O,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
601,1,2,1,1,2,1O,:1O,2O,,1L:1L,1,0.03000300030003
602,1,2,1,1,2,,1O:1O,1O,,1L:1L,1,0.03000300030003
603,1,2,1,1,2,,1O:1O,,,1L:1L,1,0.03000300030003
604,1,2,0,2,2,1O,:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
605,1,2,0,2,2,,1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
606,1,2,0,2,1,1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
607,1,2,0,2,1,1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
608,1,2,0,2,1,,:1O,,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
609,1,2,0,1,1,1O,1O:1O,,,1L,1,0.03000300030003
610,1,2,0,1,1,1O,1N:1O,,,1L,1,0.03000300030003
611,1,2,0,1,1,,:,,,1L,1,0.03000300030003
612,1,2,0,1,0,,:,,,,1,0.03000300030003
613,1,1,1,1,2,1O,,1O,,1L:1L,1,0.03000300030003
614,1,1,1,1,2,,1O,1O,,1L:1L,1,0.03000300030003
615,1,1,1,1,1,1O,1O,1O,,1L,1,0.03000300030003
616,1,1,1,1,1,,1O,1O,,1L,1,0.03000300030003
617,2,0,1,1,1,1O:1O,,1O,,1L,1,0.03000300030003
618,2,0,1,1,1,:1O,,2O,,1L,1,0.03000300030003
619,3,1,0,2,2,:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
620,2,3,1,1,2,:,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
621,2,4,1,1,1,1O:1O,:::1O,1O,,1L,1,0.03000300030003
622,2,4,0,2,2,:,1O:1O:1O:1O,,::::1S:1S:1S:1S,1L:1L,1,0.03000300030003
623,2,4,0,2,2,1O:1O,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
624,2,4,0,2,2,1O:1O,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
625,2,4,0,1,2,1O:1O,::1O:1O,,,1L:1L,1,0.03000300030003
626,2,4,0,1,1,:,1N:1O:1O:1O,,,1L,1,0.03000300030003
627,2,4,0,1,0,:,:::,,,,1,0.03000300030003
628,2,3,2,1,2,:1O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
629,2,3,2,1,2,1O:1O,:1O:1O,:1O,,1L:1L,1,0.03000300030003
630,2,3,2,1,2,1O:1O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
631,2,3,2,1,2,1O:1O,1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
632,2,3,2,1,1,:,:1O:1O,:1O,,1L,1,0.03000300030003
633,2,3,1,2,2,:1O,::1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
634,2,3,1,2,2,:1O,:1O:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
635,2,3,1,1,2,1O:1O,:1O:1O,2O,,1L:1L,1,0.03000300030003
636,2,1,0,1,1,1O:1O,,,,1L,1,0.03000300030003
637,2,3,1,1,2,1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
638,2,3,1,1,1,:1O,::,,,1L,1,0.03000300030003
639,2,3,1,1,1,:1O,:1O:1O,1O,,1L,1,0.03000300030003
640,2,3,1,1,1,:1O,:1O:1O,,,1L,1,0.03000300030003
641,2,3,1,1,1,:1O,:1N:1O,1O,,1L,1,0.03000300030003
642,0,2,0,1,2,,1O:1O,,,1L:1L,1,0.03000300030003
643,2,3,1,1,1,:,::1O,,,1L,1,0.03000300030003
644,2,3,1,1,1,1O:1O,::,1O,,1L,1,0.03000300030003
645,2,3,0,2,2,:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
646,2,3,0,2,2,:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
647,2,3,0,2,2,:1O,:1O:1O,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
648,2,3,0,2,2,:,:1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
649,2,3,0,2,2,:,1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
650,2,3,0,2,2,1O:1O,:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
651,2,4,1,1,1,:,::1O:1O,1O,,1L,1,0.03000300030003
652,2,4,1,1,2,1O:1O,1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
653,2,4,1,1,2,1O:2O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
654,2,4,1,1,2,:1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
655,3,1,0,2,2,1O:1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
656,3,1,0,2,1,::1O,1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
657,3,1,0,2,1,::1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
