,num_dol,num_ttfp,num_tfsi,num_ps,num_li,atoms_dol,atoms_ttfp,atoms_tfsi,atoms_ps,atoms_li,count,%
834,4,0,3,1,2,:1O:1O:1O,,2O:2O1S:2O1S,,1L:1L,1,0.03000300030003
835,1,2,2,1,2,1O,:3O,1O:2O,,1L:1L,1,0.03000300030003
836,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
837,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
838,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
839,4,1,0,1,1,:::2O,3O,,,1L,1,0.03000300030003
840,1,2,2,1,2,1O,2O:3O,1N4O2S:1O,,1L:1L,1,0.03000300030003
841,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
842,1,2,2,1,2,1O,2O:3O,1N1O1S:1O,,1L:1L,1,0.03000300030003
843,4,1,0,2,1,:::1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
844,4,1,0,2,1,:::1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
845,4,1,0,2,1,:::1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
846,4,1,0,2,1,::1O:2O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
847,4,1,0,2,1,::1O:2O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
848,4,1,0,2,1,::1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
849,1,2,2,1,2,1O,2O:2O,1O:1O,,1L:1L,1,0.03000300030003
850,1,2,2,1,2,1O,2O:2O,1O:1O1S,,1L:1L,1,0.03000300030003
851,4,1,0,2,1,:1O:2O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
852,4,1,0,2,1,:1O:1O:2O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
853,4,1,0,2,1,:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
854,4,1,0,2,1,:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
855,4,1,0,2,1,:1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
856,4,1,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
857,4,1,0,2,1,:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
858,1,2,2,1,2,1O,2O:2O,2O1S:3O1S,,1L:1L,1,0.03000300030003
859,4,1,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
860,4,1,0,1,2,:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
861,4,1,0,1,2,:1O:1O:1O,,,,1L:1L,1,0.03000300030003
862,4,0,3,1,2,:1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
863,4,0,3,1,2,1O:1O:2O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
864,4,0,3,1,2,1O:1O:1O:1O,,:2O:4O2S,,1L:1L,1,0.03000300030003
865,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
866,1,2,2,2,2,1O,1O:1O,:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
867,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O1S,,1L:1L,1,0.03000300030003
868,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
869,4,0,2,1,1,:::1O,,2O1S:2O1S,,1L,1,0.03000300030003
870,4,0,2,1,1,:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
871,1,2,2,2,2,1O,1O:2O,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
872,4,0,1,3,2,:1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
873,4,0,1,3,2,1O:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
874,4,0,1,3,2,1O:1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
875,4,0,1,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
876,4,0,1,2,2,::1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
877,4,0,1,2,2,::1O:1O,,2O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
878,4,0,1,2,2,::1O:1O,,2O,1S:2S:2S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
879,1,2,2,2,2,1O,:2O,1N2O1S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
880,4,0,1,2,2,::1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
881,4,0,1,2,2,::1O:1O,,1N4O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
882,4,0,1,2,2,:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
883,1,2,2,2,2,1O,:2O,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
884,1,2,3,1,2,,2O:2O,::1N2O2S,,1L:1L,1,0.03000300030003
885,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
886,1,2,2,2,2,1O,1O:1O,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
887,1,2,2,1,3,,1O:2O,1N4O2S:2O1S,,1L:1L:1L,1,0.03000300030003
888,4,0,2,1,2,1O:1O:2O:2O,,1O:1O,,1L:1L,1,0.03000300030003
889,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:2O,,1L:1L,1,0.03000300030003
890,4,0,3,1,2,1O:1O:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
891,4,0,2,3,2,1O:1O:1O:1O,,:1O,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
892,1,2,2,1,2,2O,1O:3O,1N1O1S:2O,,1L:1L,1,0.03000300030003
893,4,0,2,2,2,::1O:1O,,1O1S:1O1S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
894,4,0,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
895,4,0,2,1,2,:1O:1O:1O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
896,4,0,2,1,2,:1O:1O:1O,,1N2O2S:2O,,1L:1L,1,0.03000300030003
897,4,0,2,1,2,1O:1O:1O:2O,,2O:2O,,1L:1L,1,0.03000300030003
898,4,0,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
899,4,0,2,1,2,1O:1O:1O:2O,,1O:3O1S,,1L:1L,1,0.03000300030003
900,4,0,2,1,2,1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
901,4,0,2,1,2,1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
902,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1N2O1S,,1L:1L,1,0.03000300030003
903,4,0,2,1,2,1O:1O:1O:1O,,:3O2S,,1L:1L,1,0.03000300030003
904,4,0,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
905,4,0,2,1,2,1O:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
906,1,2,2,1,2,2O,2O:3O,:2O1S,,1L:1L,1,0.03000300030003
907,4,1,3,1,2,1O:1O:1O:2O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
908,1,2,1,1,2,1O,2O:2O,1N4O2S,,1L:1L,1,0.03000300030003
909,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
910,5,1,1,1,2,:1O:1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
911,5,1,1,1,2,::1O:1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
912,0,2,3,1,2,,2O:3O,:1N:2O,,1L:1L,1,0.03000300030003
913,5,1,1,1,2,::1O:1O:1O,2O,1O,,1L:1L,1,0.03000300030003
914,5,1,1,1,2,:1O:1O:1O:2O,3O,1O,,1L:1L,1,0.03000300030003
915,5,1,1,1,2,:1O:1O:1O:2O,2O,1O,,1L:1L,1,0.03000300030003
916,0,2,3,1,2,,2O:3O,::2O1S,,1L:1L,1,0.03000300030003
917,5,1,1,1,2,:1O:1O:1O:1O,2O,2O1S,,1L:1L,1,0.03000300030003
918,0,2,3,1,2,,3O:3O,:1O:1O,,1L:1L,1,0.03000300030003
919,5,1,1,1,2,:1O:1O:1O:1O,2O,,,1L:1L,1,0.03000300030003
920,5,1,1,1,2,:1O:1O:1O:1O,1O,2O,,1L:1L,1,0.03000300030003
921,5,1,1,1,2,::1O:1O:2O,2O,1O,,1L:1L,1,0.03000300030003
922,5,1,1,1,2,:1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
923,5,1,1,1,2,:1O:1O:1O:1O,1O,1N3O1S,,1L:1L,1,0.03000300030003
924,5,1,1,1,2,1O:1O:1O:1O:2O,,3O,,1L:1L,1,0.03000300030003
925,5,1,1,1,2,1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
926,0,3,0,2,1,,:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
927,5,1,1,1,1,::::2O,3O,2O,,1L,1,0.03000300030003
928,5,1,1,1,1,::::2O,2O,2O,,1L,1,0.03000300030003
929,5,1,1,1,1,::::1O,3O,2O,,1L,1,0.03000300030003
930,5,1,1,1,1,::::1O,3O,1O,,1L,1,0.03000300030003
931,5,1,1,1,2,::1O:1O:1O,3O,2O,,1L:1L,1,0.03000300030003
932,5,1,1,1,2,::1O:1O:2O,2O,1O1S,,1L:1L,1,0.03000300030003
933,5,2,0,1,1,::::1O,1O:2O,,,1L,1,0.03000300030003
934,5,1,2,1,2,::1O:1O:1O,2O,:1N2O1S,,1L:1L,1,0.03000300030003
935,5,2,0,1,1,:::1O:1O,:3O,,,1L,1,0.03000300030003
936,0,2,2,1,2,,3O:3O,1N2O1S:2O,,1L:1L,1,0.03000300030003
937,5,2,0,1,1,::1O:1O:1O,:3O,,,1L,1,0.03000300030003
938,0,2,2,1,2,,3O:3O,1O:1O1S,,1L:1L,1,0.03000300030003
939,0,2,2,1,2,,3O:3O,2O1S:2O1S,,1L:1L,1,0.03000300030003
940,5,2,0,1,0,::::,:,,,,1,0.03000300030003
941,5,1,3,1,2,::1O:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
942,5,1,2,1,2,:::1O:1O,3O,1O:1O,,1L:1L,1,0.03000300030003
943,5,1,2,1,2,:::1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
944,5,1,2,1,2,::1O:1O:1O,2O,1N3O2S:1O,,1L:1L,1,0.03000300030003
945,5,1,1,1,2,::1O:1O:2O,2O,2O,,1L:1L,1,0.03000300030003
946,0,2,2,1,2,,3O:3O,:1O1S,,1L:1L,1,0.03000300030003
947,5,1,2,1,1,::1O:1O:1O,,:1O,,1L,1,0.03000300030003
948,5,1,1,3,2,1O:1O:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
949,5,1,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
950,5,1,1,2,2,::1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
951,5,1,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
952,5,1,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
953,5,1,1,2,2,:1O:1O:1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
954,5,1,1,1,2,::1O:1O:2O,3O,,,1L:1L,1,0.03000300030003
955,0,3,1,1,1,,1O:1O:3O,1O,,1L,1,0.03000300030003
956,0,3,1,1,1,,:1O:2O,1O,,1L,1,0.03000300030003
957,5,1,1,1,1,::::,3O,2O1S,,1L,1,0.03000300030003
958,0,3,2,1,2,,:2O:2O,1N2O2S:1O,,1L:1L,1,0.03000300030003
959,5,1,0,3,2,1O:1O:1O:1O:1O,,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
960,5,1,0,2,2,::1O:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
961,5,1,0,2,2,::1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
962,5,1,0,2,2,::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
963,5,1,0,2,2,:1O:1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
964,5,1,0,2,1,::::1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
965,5,1,0,2,1,:::1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
966,5,1,0,2,1,:::1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
967,5,1,0,2,1,:::1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
968,0,3,2,1,2,,:2O:2O,1N3O2S:1O,,1L:1L,1,0.03000300030003
969,5,1,1,1,1,::::,3O,1O,,1L,1,0.03000300030003
970,5,1,0,2,1,::1O:1O:2O,1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
971,5,1,0,2,1,::1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
972,5,1,0,2,1,::1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
973,5,1,0,2,1,::1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
974,5,1,0,2,1,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
975,5,1,0,1,2,::1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
976,5,1,0,1,2,:1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
977,0,3,2,1,2,,:2O:2O,1O:2O,,1L:1L,1,0.03000300030003
978,5,1,0,1,2,1O:1O:1O:1O:2O,3O,,,1L:1L,1,0.03000300030003
979,5,1,0,3,2,::1O:1O:1O,,,::::1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
980,5,1,0,3,2,::1O:1O:2O,,,::1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
981,5,1,1,1,1,1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
982,5,1,1,1,1,:1O:1O:1O:1O,,2O1S,,1L,1,0.03000300030003
983,5,1,1,1,1,::::,2O,1O1S,,1L,1,0.03000300030003
984,5,1,1,1,1,::::,2O,1O,,1L,1,0.03000300030003
985,5,1,1,1,1,:::1O:1O,3O,1O,,1L,1,0.03000300030003
986,5,1,1,1,1,:::1O:1O,2O,2O1S,,1L,1,0.03000300030003
987,0,3,1,1,2,,:2O:3O,1N2O1S,,1L:1L,1,0.03000300030003
988,0,3,1,1,2,,:3O:3O,1O,,1L:1L,1,0.03000300030003
989,5,1,1,1,1,:::1O:1O,1O,1N1O,,1L,1,0.03000300030003
990,0,3,1,1,2,,:3O:3O,2O1S,,1L:1L,1,0.03000300030003
991,0,3,1,2,2,,:2O:3O,1N1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
992,0,3,1,2,2,,:3O:3O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
993,0,3,2,1,2,,:1O:3O,2O:2O1S,,1L:1L,1,0.03000300030003
994,5,1,1,1,1,:::1O:1O,,1N2O1S,,1L,1,0.03000300030003
995,0,3,2,1,2,,:2O:2O,1N1O1S:2O2S,,1L:1L,1,0.03000300030003
996,5,1,1,1,1,::1O:1O:2O,,1O,,1L,1,0.03000300030003
997,5,1,1,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
998,5,1,1,1,1,::1O:1O:1O,2O,,,1L,1,0.03000300030003
999,5,1,1,1,1,::1O:1O:1O,1O,1O,,1L,1,0.03000300030003
1000,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,1,0.03000300030003
1001,0,3,2,1,2,,:2O:2O,1N1O:2O1S,,1L:1L,1,0.03000300030003
1002,0,2,2,1,2,,3O:3O,1N2O1S:1O,,1L:1L,1,0.03000300030003
1003,0,2,2,1,2,,2O:3O,:2O2S,,1L:1L,1,0.03000300030003
1004,0,3,2,1,2,,:2O:2O,2O:3O1S,,1L:1L,1,0.03000300030003
1005,6,1,0,1,2,:1O:1O:1O:1O:2O,2O,,,1L:1L,1,0.03000300030003
1006,6,1,1,1,1,:::1O:1O:2O,,1O1S,,1L,1,0.03000300030003
1007,6,1,1,1,1,:::1O:1O:1O,1O,1O1S,,1L,1,0.03000300030003
1008,0,2,1,2,2,,3O:3O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1009,6,1,0,2,1,::::1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1010,0,2,1,2,2,,3O:3O,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1011,6,1,0,2,1,::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1012,0,2,2,1,2,,1O:3O,2O:2O,,1L:1L,1,0.03000300030003
1013,6,1,0,2,1,::1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1014,6,1,0,2,1,:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1015,0,2,2,1,2,,2O:2O,1N1O1S:1O,,1L:1L,1,0.03000300030003
1016,6,1,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
1017,6,1,0,1,1,::::1O:2O,3O,,,1L,1,0.03000300030003
1018,0,2,2,1,2,,2O:2O,1N1O1S:3O2S,,1L:1L,1,0.03000300030003
1019,6,1,0,1,1,:::1O:1O:1O,2O,,,1L,1,0.03000300030003
1020,0,2,2,1,2,,2O:2O,1O1S:2O,,1L:1L,1,0.03000300030003
1021,0,2,2,1,2,,2O:2O,1O:2O,,1L:1L,1,0.03000300030003
1022,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1023,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1024,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1025,0,2,2,1,2,,2O:2O,:2O2S,,1L:1L,1,0.03000300030003
1026,0,2,1,2,2,,2O:3O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1027,6,1,1,1,1,::::1O:1O,2O,,,1L,1,0.03000300030003
1028,5,2,0,1,2,:1O:1O:1O:2O,:2O,,,1L:1L,1,0.03000300030003
1029,7,0,1,1,1,:::::1O:1O,,1N1O,,1L,1,0.03000300030003
1030,8,0,0,2,1,:::::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1031,7,1,1,1,1,::::::1O,2O,,,1L,1,0.03000300030003
1032,7,1,0,1,1,::::1O:1O:1O,3O,,,1L,1,0.03000300030003
1033,7,0,1,2,2,:::1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1034,7,0,1,2,2,::1O:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1035,7,0,1,1,2,::1O:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
1036,7,0,1,1,2,::1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1037,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1038,7,0,1,1,2,:1O:1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
1039,7,0,0,2,1,:::1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1040,0,2,1,2,2,,2O:3O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1041,6,2,0,2,1,::::1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1042,6,2,0,2,1,:::1O:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1043,6,2,0,1,1,:::::1O,:2O,,,1L,1,0.03000300030003
1044,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,1,0.03000300030003
1045,6,1,2,1,2,:::1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1046,6,1,1,1,2,:::1O:1O:1O,3O,1O,,1L:1L,1,0.03000300030003
1047,6,1,1,1,2,::1O:1O:1O:2O,,3O2S,,1L:1L,1,0.03000300030003
1048,6,1,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
1049,0,2,1,2,2,,2O:3O,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1050,6,0,2,1,2,:1O:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1051,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1052,6,0,1,2,2,::1O:1O:1O:1O,,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1053,5,2,1,1,1,::::,:2O,1O,,1L,1,0.03000300030003
1054,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
1055,5,3,0,2,1,:::1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1056,5,3,0,1,1,::::1O,:1O:2O,,,1L,1,0.03000300030003
1057,5,3,0,1,1,:::1O:1O,::2O,,,1L,1,0.03000300030003
1058,5,2,2,1,2,:1O:1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
1059,5,2,2,1,1,:1O:1O:1O:1O,:,:1O,,1L,1,0.03000300030003
1060,5,2,1,1,2,:1O:1O:1O:1O,:2O,1O,,1L:1L,1,0.03000300030003
1061,5,2,1,1,1,::::1O,:2O,1O,,1L,1,0.03000300030003
1062,5,2,1,1,1,::::1O,:2O,,,1L,1,0.03000300030003
1063,5,2,1,1,1,:::1O:1O,:2O,,,1L,1,0.03000300030003
1064,6,0,1,2,2,::1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1065,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,1,0.03000300030003
1066,5,2,0,2,2,:::1O:1O,1O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1067,5,2,0,2,1,::::,:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1068,5,2,0,2,1,:::1O:2O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1069,5,2,0,2,1,:::1O:1O,:,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1070,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1071,5,2,0,2,1,::1O:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1072,0,2,2,1,2,,2O:3O,2O1S:2O1S,,1L:1L,1,0.03000300030003
1073,0,2,2,1,2,,2O:3O,:1N2O2S,,1L:1L,1,0.03000300030003
1074,6,0,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
1075,6,0,0,2,1,:::1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1076,6,0,0,2,1,::::1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1077,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
1078,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1079,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1080,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1081,6,0,1,2,2,:1O:1O:1O:1O:1O,,1N2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1082,6,0,1,1,2,::1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
1083,6,0,1,1,2,::1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1084,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
1085,6,0,1,1,2,:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
1086,6,0,1,1,2,:1O:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
1087,0,2,2,1,2,,2O:3O,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1088,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1089,0,2,2,1,2,,2O:3O,1N1O1S:3O1S,,1L:1L,1,0.03000300030003
1090,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
1091,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1092,0,2,2,1,2,,2O:3O,1N2O1S:2O2S,,1L:1L,1,0.03000300030003
1093,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1094,0,2,2,1,2,,2O:3O,1O1S:2O1S,,1L:1L,1,0.03000300030003
1095,6,0,1,1,1,:::1O:1O:1O,,1O,,1L,1,0.03000300030003
1096,6,0,1,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
1097,0,3,2,1,2,,:2O:2O,2O1S:2O1S,,1L:1L,1,0.03000300030003
1098,5,1,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1099,4,1,3,1,2,:1O:1O:1O,2O,1O:1O:1O,,1L:1L,1,0.03000300030003
1100,1,2,0,2,1,,:2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1101,4,2,1,1,1,:::1O,:2O,,,1L,1,0.03000300030003
