,num_dol,num_fde,num_tfsi,num_ps,num_li,atoms_dol,atoms_fde,atoms_tfsi,atoms_ps,atoms_li,count,%
221,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
222,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
223,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
224,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
225,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
226,5,0,0,4,3,:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
227,5,0,2,2,2,::1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
228,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
229,4,0,1,2,2,1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
230,4,0,1,2,2,1O:1O:1O:1O,,2O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
231,5,0,2,2,3,1O:1O:1O:1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
232,4,1,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
233,4,0,1,2,2,1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
234,4,0,1,2,2,1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
235,5,0,0,3,3,:1O:1O:2O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
236,4,0,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
237,5,0,0,3,2,::1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
238,5,0,0,3,2,::1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
239,4,1,1,2,2,:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
240,5,0,0,3,2,:1O:1O:2O:2O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
241,5,0,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
242,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
243,5,0,0,3,2,:1O:1O:1O:2O,,,::::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
244,5,0,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
245,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
246,5,1,0,1,1,::1O:1O:1O,1O,,,1L,2,0.06000600060006
247,6,0,0,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
248,5,1,2,2,2,:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
249,3,2,1,1,1,:1O:1O,:,1O,,1L,2,0.06000600060006
250,4,2,0,1,1,1O:1O:1O:1O,:,,,1L,2,0.06000600060006
251,5,1,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
252,4,2,0,1,1,::1O:1O,:,,,1L,2,0.06000600060006
253,5,2,0,1,1,:::1O:1O,:,,,1L,2,0.06000600060006
254,3,1,4,1,2,1O:1O:1O,,:1O:1O:1O,,1L:1L,2,0.06000600060006
255,5,2,0,2,2,1O:1O:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
256,3,1,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
257,5,0,0,2,2,:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
258,5,3,0,1,1,::1O:1O:1O,::,,,1L,2,0.06000600060006
259,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
260,5,1,0,1,1,::1O:1O:2O,,,,1L,2,0.06000600060006
261,5,0,0,2,2,:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
262,4,2,1,1,2,1O:1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
263,5,0,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
264,6,0,0,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
265,6,0,0,1,2,1O:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
266,6,0,0,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
267,5,0,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
268,5,0,0,1,2,1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
269,4,3,0,1,1,1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
270,6,0,0,2,2,1O:1O:1O:1O:2O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
271,3,1,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
272,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
273,3,2,1,3,2,1O:1O:1O,:,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
274,5,0,0,2,2,::1O:1O:1O,,,1S:1S:1S:1S:2S:2S:3S:4S,1L:1L,2,0.06000600060006
275,5,1,1,3,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
276,4,1,2,2,2,1O:1O:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
277,4,1,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
278,4,0,0,3,2,:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
279,4,0,0,3,2,:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
280,5,0,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
281,4,0,0,3,2,:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
282,4,1,2,2,2,:1O:1O:1O,,1N1O1S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
283,4,1,2,2,2,:1O:1O:1O,,1N1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
284,4,1,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
285,4,0,0,3,2,1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
286,5,0,0,3,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
287,5,1,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
288,4,1,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
289,5,1,1,1,1,::1O:1O:1O,,1O1S,,1L,2,0.06000600060006
290,5,0,0,3,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
291,5,1,1,1,1,::1O:1O:1O,,2O1S,,1L,2,0.06000600060006
292,5,0,0,3,2,1O:1O:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
293,5,1,1,1,2,1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
294,5,1,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
295,5,1,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
296,4,0,0,2,2,1O:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
297,5,1,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
298,5,1,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
299,5,0,2,2,2,:1O:1O:1O:1O,,:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
300,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
301,5,0,1,1,1,::1O:1O:2O,,,,1L,2,0.06000600060006
302,5,0,1,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
303,4,0,2,2,2,::1O:1O,,1O:1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
304,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
305,4,0,2,1,2,:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
306,4,0,2,1,2,:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
307,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
308,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
309,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
310,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
311,5,0,1,3,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
312,4,0,2,1,2,1O:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
313,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,2,0.06000600060006
314,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
315,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
316,4,0,2,1,2,1O:1O:1O:1O,,:3O1S,,1L:1L,2,0.06000600060006
317,5,0,1,3,2,::1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
318,4,0,2,1,2,1O:1O:1O:1O,,:1N3O2S,,1L:1L,2,0.06000600060006
319,5,0,1,3,2,:::1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
320,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,2,0.06000600060006
321,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
322,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L,2,0.06000600060006
323,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:1O1S,,1L:1L,2,0.06000600060006
324,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O1S,,1L:1L,2,0.06000600060006
325,5,0,2,1,2,1O:1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
326,5,0,1,3,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
327,5,0,1,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
328,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
329,4,0,2,2,2,::1O:1O,,1O1S:2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
330,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
331,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
332,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
333,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
334,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
335,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
336,4,0,2,2,2,:1O:1O:1O,,:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
337,5,0,1,2,2,::1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
338,4,0,2,2,2,:1O:1O:1O,,1N3O2S:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
339,4,0,2,2,2,:1O:1O:1O,,1N1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
340,5,0,1,2,2,:1O:1O:1O:2O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
341,4,0,2,2,2,:1O:1O:1O,,1N1O1S:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
342,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
343,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
344,4,0,2,2,2,:1O:1O:2O,,1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
345,4,0,2,2,2,1O:1O:1O:2O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
346,5,0,1,2,3,1O:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L:1L,2,0.06000600060006
347,4,0,2,2,2,1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
348,4,0,2,2,2,:1O:1O:2O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
349,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
350,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
351,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
352,4,0,2,2,2,::1O:1O,,1N3O2S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
353,5,0,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
354,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
355,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
356,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
357,4,1,0,1,1,:1O:1O:1O,1O,,,1L,2,0.06000600060006
358,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
359,5,0,2,1,2,:1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
360,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
361,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
362,4,0,1,2,2,:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
363,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
364,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
365,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
366,5,0,1,1,2,:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
367,5,0,1,1,2,:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
368,4,0,1,2,2,:1O:1O:1O,,2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
369,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
370,4,1,0,3,2,:1O:1O:2O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
371,4,1,1,1,1,1O:1O:1O:1O,,,,1L,2,0.06000600060006
372,5,0,1,1,2,1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
373,5,0,1,1,2,1O:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
374,5,0,1,2,2,::1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
375,5,0,2,1,2,::1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
376,5,0,1,1,2,1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
377,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
378,5,0,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,2,0.06000600060006
379,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
380,4,1,0,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
381,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
382,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
383,4,0,1,2,2,::1O:2O,,1O,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
384,5,0,2,1,2,1O:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
385,4,0,1,3,2,:1O:1O:1O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
386,4,0,1,3,2,:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
387,5,0,2,1,2,1O:1O:1O:1O:2O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
388,4,0,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
389,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
390,4,0,1,3,2,1O:1O:1O:2O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
391,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
392,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
393,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
394,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
395,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
396,4,0,1,3,2,1O:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
397,4,0,1,3,2,1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
398,5,0,1,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
399,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
400,4,0,1,3,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
401,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
402,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
403,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
404,4,0,4,2,2,:1O:1O:1O,,:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
405,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
406,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:3O1S,,1L:1L,2,0.06000600060006
407,3,1,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
408,4,1,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
409,3,1,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
410,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
411,3,0,2,2,2,:1O:1O,,1N1O1S:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
412,2,1,1,2,2,1O:2O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
413,3,0,1,3,2,1O:1O:1O,,,1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,2,0.06000600060006
414,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
415,3,0,1,3,2,1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
416,7,0,0,3,2,::1O:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
417,3,1,1,2,2,1O:1O:1O,,1O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
418,3,1,1,2,2,1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
419,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O2S,,1L:1L,2,0.06000600060006
420,3,1,1,2,2,1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
421,3,1,1,2,2,1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
422,3,1,1,2,2,1O:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,2,0.06000600060006
423,3,0,2,2,2,:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
424,2,1,4,2,2,1O:1O,,:1O:2O1S:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
425,3,1,1,2,2,1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
426,7,0,0,3,2,:::1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
427,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
428,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
429,6,0,0,3,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
430,6,0,2,1,2,1O:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
431,6,0,0,3,2,:1O:1O:1O:1O:2O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
432,6,0,2,1,2,1O:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
