,num_dol,num_dps,num_tfsi,num_ps,num_li,atoms_dol,atoms_dps,atoms_tfsi,atoms_ps,atoms_li,count,%
1540,2,5,0,1,1,1O:1O,::1O:1O1S:1O1S,,,1L,1,0.03000300030003
1541,2,4,2,1,1,:,::1O:1O,:1O,,1L,1,0.03000300030003
1542,2,4,1,2,1,:1O,:::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1543,2,4,1,2,1,:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1544,2,4,1,1,3,:1O,1O:1O:2O1S:2O1S,1O,,1L:1L:1L,1,0.03000300030003
1545,2,4,1,1,3,:1O,1O:1O:1O1S:2O1S,2O1S,,1L:1L:1L,1,0.03000300030003
1546,2,4,1,1,3,:1O,1O:1O:1O1S:2O1S,2O,,1L:1L:1L,1,0.03000300030003
1547,2,4,1,1,3,:1O,1O:1O1S:1O1S:2O1S,2O,,1L:1L:1L,1,0.03000300030003
1548,2,4,1,1,2,:2O,1O:1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
1549,2,4,1,1,2,:2O,1O:1O:1O:1O1S,1O,,1L:1L,1,0.03000300030003
1550,2,4,1,1,2,:2O,1O:1O:1O1S:1O1S,1O,,1L:1L,1,0.03000300030003
1551,2,4,1,1,2,:1O,:1O:1O:2O1S,1O1S,,1L:1L,1,0.03000300030003
1552,2,4,1,1,2,:1O,:1O:1O:2O1S,1O,,1L:1L,1,0.03000300030003
1553,2,4,1,1,2,:1O,1O:1O:1O:2O1S,2O,,1L:1L,1,0.03000300030003
1554,2,4,1,1,2,:1O,1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1555,2,4,1,1,2,:1O,1O:1O:1O1S:2O1S,2O,,1L:1L,1,0.03000300030003
1556,2,5,0,1,1,1O:2O,:::1O:2O1S,,,1L,1,0.03000300030003
1557,2,5,0,1,1,:,:1O:1O:1O1S:2O1S,,,1L,1,0.03000300030003
1558,2,5,0,1,1,:,:1O:1O:1O:1O,,,1L,1,0.03000300030003
1559,2,5,0,1,2,1O:1O,1O:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1560,2,5,0,1,2,:1O,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1561,2,5,0,1,2,:1O,1O:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1562,2,5,0,1,2,:,::1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1563,2,5,0,1,2,:,:1O:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1564,2,5,0,1,2,:,:1O:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1565,2,5,0,1,2,2O:2O,:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1566,2,5,0,1,2,1O:1O,1O:1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1567,2,5,0,1,2,1O:1O,1O:1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1568,2,5,0,1,1,:2O,:::1O:1O,,,1L,1,0.03000300030003
1569,2,5,0,1,1,:,:1O:1O:1O:1O1S,,,1L,1,0.03000300030003
1570,2,5,0,1,1,:2O,::1O:1O:1O1S,,,1L,1,0.03000300030003
1571,2,5,0,1,1,:2O,::1O:1O:1O,,,1L,1,0.03000300030003
1572,2,5,0,1,1,:1O,:::1O:2O1S,,,1L,1,0.03000300030003
1573,2,5,0,1,1,:1O,:::1O:1O1S,,,1L,1,0.03000300030003
1574,2,5,0,1,1,:1O,:::1O1S:1O1S,,,1L,1,0.03000300030003
1575,2,5,0,1,1,:1O,:1O1S:1O1S:1O1S:2O,,,1L,1,0.03000300030003
1576,2,5,0,1,1,:,:::1O:1O,,,1L,1,0.03000300030003
1577,2,5,0,1,1,:,::1O:2O1S:2O1S,,,1L,1,0.03000300030003
1578,2,4,0,1,2,:1O,1O:1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1579,2,4,0,1,2,:,:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1580,2,2,1,1,2,:2O,1O:1O,1N3O1S,,1L:1L,1,0.03000300030003
1581,2,3,0,2,2,:1O,:1O:1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1582,2,3,0,2,2,:1O,1O:1O:1O1S,,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1583,2,3,0,2,2,:1O,1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1584,2,3,0,2,2,:1O,1O:1O:1O,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1585,2,3,0,2,2,:1O,1O:1O1S:2O1S,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1586,2,3,0,2,2,:1O,1O:1O1S:2O1S,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1587,2,3,0,2,2,:1O,1O1S:2O1S:2O1S,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1588,2,3,0,2,2,:1O,1O1S:1O1S:2O1S,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1589,2,3,0,2,2,:,:1O:1O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1590,2,3,0,2,2,1O:2O,1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1591,2,3,0,2,2,1O:1O,::1O1S,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1592,2,3,0,2,2,1O:1O,:1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1593,2,3,0,2,2,1O:1O,1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1594,2,3,0,2,2,1O:1O,1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1595,2,3,0,2,2,1O:1O,1O:1O1S:2O,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1596,2,3,0,2,2,1O:1O,1O:1O1S:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1597,2,3,0,2,2,1O:1O,1O1S:1O1S:2O,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1598,2,3,0,2,1,:1O,::1O1S,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
1599,2,3,0,2,1,:1O,::1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
1600,2,3,0,2,1,:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1601,2,3,0,2,2,:1O,1O:1O:2O1S,,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1602,2,3,0,2,2,:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1603,2,3,0,2,1,:,::2O1S,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1604,2,3,0,2,2,:2O,1O:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1605,2,3,1,1,1,1O:2O,:1S:2O1S,1O,,1L,1,0.03000300030003
1606,2,3,1,1,1,1O:2O,:1O:1O1S,1O,,1L,1,0.03000300030003
1607,2,3,1,1,1,1O:2O,:1O:1O,1O,,1L,1,0.03000300030003
1608,2,3,1,1,1,1O:2O,1O:1O:2O1S,1O,,1L,1,0.03000300030003
1609,2,3,1,1,1,1O:1O,::2O1S,1O,,1L,1,0.03000300030003
1610,2,3,1,1,1,1O:1O,::1O1S,1O,,1L,1,0.03000300030003
1611,2,3,1,1,1,1O:1O,::1O1S,,,1L,1,0.03000300030003
1612,2,3,1,1,1,1O:1O,::1O,,,1L,1,0.03000300030003
1613,2,3,1,1,1,1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
1614,2,3,1,1,1,1O:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
1615,2,3,0,3,3,1O:1O,1O:1O:2O1S,,2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1616,2,3,0,3,2,:1O,1O:1O:1O1S,,1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1617,2,3,0,3,2,1O:1O,::2O1S,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1618,2,3,0,3,2,1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1619,2,3,0,2,3,:1O,1O:2O1S:2O1S,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1620,2,3,0,2,3,:1O,1O:2O1S:2O1S,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1621,2,3,0,2,3,1O:1O,1O:2O1S:2O1S,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1622,2,3,0,2,3,1O:1O,1O:1O:2O1S,,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1623,2,3,0,2,2,:2O,:1O:1O,,1S:1S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1624,2,3,0,2,1,:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1625,2,3,0,2,1,:,::1O1S,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1626,2,4,0,1,2,:,1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1627,2,3,0,1,1,:,:1O:2O1S,,,1L,1,0.03000300030003
1628,2,3,0,1,1,:,1O:1O:2O1S,,,1L,1,0.03000300030003
1629,2,3,0,1,1,:,1O:1O1S:2O,,,1L,1,0.03000300030003
1630,2,3,0,1,1,1O:2O,::1O1S,,,1L,1,0.03000300030003
1631,2,3,0,1,1,1O:2O,:1O1S:2O1S,,,1L,1,0.03000300030003
1632,2,3,0,1,1,1O:2O,1O:1O:1O1S,,,1L,1,0.03000300030003
1633,2,3,0,1,1,1O:1O,::2O1S,,,1L,1,0.03000300030003
1634,2,3,0,1,1,1O:1O,:1O1S:2O1S,,,1L,1,0.03000300030003
1635,2,3,0,1,1,1O:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
1636,2,3,0,1,1,1O:1O,1S:2O1S:2O1S,,,1L,1,0.03000300030003
1637,2,3,0,1,1,1O:1O,1O:1O1S:1S,,,1L,1,0.03000300030003
1638,2,2,2,1,2,:1O,1O:2O1S,1O:2O,,1L:1L,1,0.03000300030003
1639,2,2,2,1,1,:1O,1O1S:1O1S,:,,1L,1,0.03000300030003
1640,2,2,1,2,2,:1O,1O:1O1S,2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1641,2,2,1,2,2,:1O,1O:1O1S,1O,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1642,2,2,1,2,1,:2O,1O1S:1S,1O,1S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1643,2,2,1,2,1,:1O,:1O,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
1644,2,2,1,2,1,:1O,:,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1645,2,2,1,2,1,:1O,:,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1646,2,2,1,2,1,1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1647,2,3,0,1,1,:,1O:2O1S:2O1S,,,1L,1,0.03000300030003
1648,2,3,0,1,1,:1O,1O:1O1S:1O1S,,,1L,1,0.03000300030003
1649,2,3,0,2,1,:,::1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1650,2,3,0,1,1,:1O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
1651,2,3,0,2,1,:,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1652,2,3,0,2,1,:,:1O:1O1S,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
1653,2,3,0,2,1,1O:2O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1654,2,3,0,2,1,1O:2O,::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1655,2,3,0,2,1,1O:1O,::1O1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1656,2,3,0,2,1,1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1657,2,3,0,2,1,1O:1O,::,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1658,2,3,0,2,1,1O:1O,:1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1659,2,3,0,1,2,:1O,2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1660,2,3,0,1,2,:1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1661,2,3,0,1,2,:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1662,2,3,0,1,2,1O:2O,:1O:2O1S,,,1L:1L,1,0.03000300030003
1663,2,3,0,1,2,1O:1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1664,2,3,0,1,2,1O:1O,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1665,2,3,0,1,2,1O:1O,1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1666,2,3,0,1,1,:2O,:1O:2O1S,,,1L,1,0.03000300030003
1667,2,3,0,1,1,:2O,:1O1S:2O1S,,,1L,1,0.03000300030003
1668,2,3,0,1,1,:2O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
1669,2,3,0,1,1,:2O,1O:1O1S:1S,,,1L,1,0.03000300030003
1670,2,3,1,1,1,1O:2O,::1O,1N2O1S,,1L,1,0.03000300030003
1671,2,3,1,1,1,1O:2O,::1O,1O,,1L,1,0.03000300030003
1672,2,3,1,1,1,1O:2O,::1O,3O2S,,1L,1,0.03000300030003
1673,2,4,0,1,1,:1O,:1O1S:1O1S:2O1S,,,1L,1,0.03000300030003
1674,2,4,0,1,1,:1O,1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
1675,2,4,0,1,1,:,::1O:1O,,,1L,1,0.03000300030003
1676,2,4,0,1,1,:,:1O:2O1S:2O1S,,,1L,1,0.03000300030003
1677,2,4,0,1,1,:,1O:1O:1O:1S,,,1L,1,0.03000300030003
1678,2,4,0,1,1,:,1O:1O1S:2O1S:2O1S,,,1L,1,0.03000300030003
1679,2,4,0,1,1,1O:2O,::1O:2O1S,,,1L,1,0.03000300030003
1680,2,4,0,1,1,1O:2O,::1O:1O1S,,,1L,1,0.03000300030003
1681,2,4,0,1,1,1O:2O,:1O:1O:1O1S,,,1L,1,0.03000300030003
1682,2,4,0,1,1,1O:2O,:1O:1O:1O,,,1L,1,0.03000300030003
1683,2,4,0,1,1,1O:1O,:::1O,,,1L,1,0.03000300030003
1684,2,4,0,1,1,1O:1O,::1O1S:1O1S,,,1L,1,0.03000300030003
1685,2,4,0,1,1,1O:1O,:1O:1O:2O1S,,,1L,1,0.03000300030003
1686,2,4,0,1,1,1O:1O,:1O:1O:1O,,,1L,1,0.03000300030003
1687,2,4,0,1,1,1O:1O,1O:1O:1O:1O1S,,,1L,1,0.03000300030003
1688,2,4,0,1,1,1O:1O,1O:1O:1O1S:1O1S,,,1L,1,0.03000300030003
1689,2,3,2,1,1,:1O,::1O1S,1O:1O,,1L,1,0.03000300030003
1690,2,3,2,1,1,:1O,::1O,:1O,,1L,1,0.03000300030003
1691,2,3,1,2,2,:1O,1O:1O:1O1S,1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1692,2,3,1,2,2,:1O,1O:1O:1O1S,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1693,2,4,0,1,1,:1O,:1O1S:1O1S:1O1S,,,1L,1,0.03000300030003
1694,2,4,0,1,1,:1O,:1O:1O1S:2O1S,,,1L,1,0.03000300030003
1695,2,3,1,1,1,1O:2O,::1O1S,1O,,1L,1,0.03000300030003
1696,2,4,0,1,1,:1O,::1O1S:2O1S,,,1L,1,0.03000300030003
1697,2,4,0,1,2,:,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1698,2,4,0,1,2,:,1O1S:1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
1699,2,4,0,1,2,2O:2O,1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1700,2,4,0,1,2,1O:2O,1O:1O:2O:2O1S,,,1L:1L,1,0.03000300030003
1701,2,4,0,1,2,1O:2O,1O:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1702,2,4,0,1,2,1O:2O,1O:1O:1O:2O1S,,,1L:1L,1,0.03000300030003
1703,2,4,0,1,2,1O:2O,1O:1O:1O1S:1O1S,,,1L:1L,1,0.03000300030003
1704,2,4,0,1,2,1O:1O,:1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1705,2,4,0,1,2,1O:1O,:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
1706,2,4,0,1,2,1O:1O,1O:2O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1707,2,4,0,1,2,1O:1O,1O:2O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1708,2,4,0,1,2,1O:1O,1O:1O:1O1S:2O,,,1L:1L,1,0.03000300030003
1709,2,4,0,1,2,1O:1O,1O:1O1S:2O:2O1S,,,1L:1L,1,0.03000300030003
1710,2,4,0,1,2,1O:1O,1O:1O1S:1O1S:1O1S,,,1L:1L,1,0.03000300030003
1711,2,4,0,1,2,1O:1O,1O1S:2O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1712,2,4,0,1,1,:2O,::1O:2O1S,,,1L,1,0.03000300030003
1713,2,4,0,1,1,:2O,::1O:1O1S,,,1L,1,0.03000300030003
1714,2,4,0,1,1,:2O,::1O:1O,,,1L,1,0.03000300030003
1715,2,4,0,1,1,:2O,:1O:1O:1O1S,,,1L,1,0.03000300030003
1716,2,3,1,2,2,:1O,1O:1O:1O1S,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1717,2,3,1,2,2,:1O,1O:1O:1O,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1718,2,3,1,2,2,:1O,1O:1O:1O,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1719,2,3,1,2,2,:1O,1O:1O:1O,2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1720,2,3,1,1,1,:1O,::2O1S,1O,,1L,1,0.03000300030003
1721,2,3,1,1,1,:1O,::1O,3O1S,,1L,1,0.03000300030003
1722,2,3,1,1,1,:1O,::1O,2O,,1L,1,0.03000300030003
1723,2,3,1,1,1,:1O,::1O,1O,,1L,1,0.03000300030003
1724,2,3,1,1,1,:1O,::1O,1N3O1S,,1L,1,0.03000300030003
1725,2,3,1,1,1,:1O,:1O:2O1S,,,1L,1,0.03000300030003
1726,2,3,1,1,1,:1O,:1O:1O1S,2O,,1L,1,0.03000300030003
1727,2,3,1,1,1,:1O,:1O:1O1S,1O,,1L,1,0.03000300030003
1728,2,3,1,1,1,:1O,:1O:1O,1O,,1L,1,0.03000300030003
1729,2,3,1,1,1,:1O,:1O:1O,,,1L,1,0.03000300030003
1730,2,3,1,1,1,:1O,:1O1S:1O1S,,,1L,1,0.03000300030003
1731,2,3,1,1,1,:1O,1O:1O:2O1S,,,1L,1,0.03000300030003
1732,2,3,1,1,1,:1O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
1733,2,3,1,1,1,:1O,1O:1O1S:1S,1O,,1L,1,0.03000300030003
1734,2,3,1,1,1,:,:1O:1O1S,1O,,1L,1,0.03000300030003
1735,2,3,1,1,1,:,:1O:1O,1O,,1L,1,0.03000300030003
1736,2,3,1,1,1,:,1O:1O:1O1S,,,1L,1,0.03000300030003
1737,2,3,1,1,1,:,1O:1O1S:2O1S,1O,,1L,1,0.03000300030003
1738,2,3,1,1,1,:,1O1S:1O1S:2O1S,1O,,1L,1,0.03000300030003
1739,2,3,1,1,1,:2O,:1O1S:2O1S,2O1S,,1L,1,0.03000300030003
1740,2,3,1,1,1,:2O,:1O:1O,,,1L,1,0.03000300030003
1741,2,3,1,1,1,:2O,:1O:1O1S,,,1L,1,0.03000300030003
1742,2,3,1,1,2,:1O,1O:1O:1O1S,1N3O2S,,1L:1L,1,0.03000300030003
1743,2,3,1,2,2,:1O,1O:1O:1O,1O1S,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1744,2,3,1,2,2,:1O,1O:1O:1O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1745,2,3,1,2,2,:1O,1O:1O:1O,1N3O2S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1746,2,3,1,1,3,:1O,1O:1O1S:2O1S,2O1S,,1L:1L:1L,1,0.03000300030003
1747,2,3,1,1,2,:2O,1O:1O:1O1S,2O1S,,1L:1L,1,0.03000300030003
1748,2,3,1,1,2,:1O,:1O:2O1S,3O1S,,1L:1L,1,0.03000300030003
1749,2,3,1,1,2,:1O,:1O:2O1S,1O,,1L:1L,1,0.03000300030003
1750,2,3,1,1,2,:1O,1O:1O:1O1S,2O,,1L:1L,1,0.03000300030003
1751,2,3,1,1,2,:1O,1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
1752,2,3,1,1,1,:2O,:2O1S:2O1S,,,1L,1,0.03000300030003
1753,2,3,1,1,2,:1O,1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1754,2,3,1,1,2,:1O,1O:1O1S:2O1S,1O1S,,1L:1L,1,0.03000300030003
1755,2,3,1,1,2,:1O,1O1S:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1756,2,3,1,1,2,1O:1O,:2O1S:2O1S,,,1L:1L,1,0.03000300030003
1757,2,3,1,1,2,1O:1O,1O:1O:1O1S,1O1S,,1L:1L,1,0.03000300030003
1758,2,3,1,1,2,1O:1O,1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1759,2,3,1,1,2,1O:1O,1O1S:1O1S:2O,1O,,1L:1L,1,0.03000300030003
1760,2,3,1,1,1,:2O,::1O,1O,,1L,1,0.03000300030003
1761,8,2,0,1,1,:::::::1O,1O:1O,,,1L,1,0.03000300030003
