,num_dol,num_eee,num_tfsi,num_ps,num_li,atoms_dol,atoms_eee,atoms_tfsi,atoms_ps,atoms_li,count,%
951,3,2,0,1,2,:1O:2O,2O:3O,,,1L:1L,1,0.03000300030003
952,3,2,0,1,2,::1O,1O:3O,,,1L:1L,1,0.03000300030003
953,3,2,0,2,1,1O:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
954,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
955,3,2,0,2,1,:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
956,3,2,0,2,1,:1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
957,3,2,0,2,1,:1O:1O,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
958,3,2,0,2,1,:1O:2O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
959,3,2,0,2,1,::,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
960,3,2,0,2,1,::1O,:,,1S:2S:2S:2S:3S:3S:3S:4S,1L,1,0.03000300030003
961,3,2,0,2,1,::1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
962,3,2,0,2,1,::1O,:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
963,3,2,0,2,1,::2O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
964,3,2,0,2,2,1O:1O:1O,:2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
965,3,2,0,2,2,1O:1O:2O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
966,0,2,1,1,1,,:3O,1O,,1L,1,0.03000300030003
967,3,2,0,2,2,:1O:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
968,3,2,0,2,2,:1O:1O,:3O,,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
969,3,2,1,1,1,1O:1O:1O,:,1O1S,,1L,1,0.03000300030003
970,3,2,1,1,1,1O:1O:1O,:1O,1O,,1L,1,0.03000300030003
971,3,2,1,1,2,:1O:2O,:3O,3O2S,,1L:1L,1,0.03000300030003
972,3,2,1,2,1,:1O:1O,:,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
973,3,2,0,1,2,1O:1O:1O,2O:2O,,,1L:1L,1,0.03000300030003
974,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
975,3,3,0,2,1,:1O:1O,::,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
976,3,3,0,2,1,:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
977,3,3,0,2,1,:1O:1O,::1O,,2S:2S:2S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
978,3,3,0,2,1,:1O:2O,::,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
979,3,3,0,2,1,::,:1O:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
980,3,3,0,2,1,::1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
981,3,3,0,2,1,::1O,::,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
982,3,3,0,2,1,::1O,::,,2S:2S:2S:3S:3S:3S:4S:5S,1L,1,0.03000300030003
983,3,3,0,2,1,::1O,::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
984,3,3,0,2,1,::1O,::2O,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
985,3,3,0,2,1,::1O,::2O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
986,3,3,0,2,2,:1O:1O,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
987,3,3,1,1,0,::1O,::,,,,1,0.03000300030003
988,3,3,1,1,1,1O:1O:1O,::,,,1L,1,0.03000300030003
989,3,3,1,1,1,1O:1O:1O,::1O,2O1S,,1L,1,0.03000300030003
990,3,3,1,1,1,1O:1O:2O,::,1O,,1L,1,0.03000300030003
991,3,3,1,1,1,:1O:1O,::,,,1L,1,0.03000300030003
992,3,3,1,1,1,:1O:1O,::,1N1O1S,,1L,1,0.03000300030003
993,3,3,1,1,1,:1O:1O,::,2O1S,,1L,1,0.03000300030003
994,3,3,1,1,1,:1O:1O,::1O,1O1S,,1L,1,0.03000300030003
995,3,3,1,1,1,:1O:1O,::1O,2O1S,,1L,1,0.03000300030003
996,3,3,1,1,1,:1O:2O,::,1O,,1L,1,0.03000300030003
997,3,3,1,1,1,:1O:2O,::1O,,,1L,1,0.03000300030003
998,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
999,3,3,0,2,1,1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1000,3,2,1,2,1,:1O:1O,:,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1001,3,3,0,1,2,:1O:1O,:2O:3O,,,1L:1L,1,0.03000300030003
1002,3,2,1,2,1,:1O:1O,:,1O1S,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
1003,3,2,1,2,1,:1O:2O,:,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1004,3,2,1,2,1,::,:,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1005,3,2,1,2,1,::1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1006,3,2,1,2,1,::1O,:,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1007,3,2,1,2,1,::1O,:,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1008,3,2,1,2,1,::1O,:,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1009,3,2,1,2,1,::1O,:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1010,3,2,1,2,2,1O:1O:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1011,3,2,1,2,2,:1O:1O,:2O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1012,3,2,1,2,2,:1O:1O,:3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1013,3,2,2,1,1,1O:1O:1O,:,:1O,,1L,1,0.03000300030003
1014,3,2,2,1,1,1O:1O:2O,:,:1O,,1L,1,0.03000300030003
1015,3,2,2,1,1,:1O:1O,:2O,:1O,,1L,1,0.03000300030003
1016,3,2,2,1,2,1O:1O:1O,:3O,1O:2O,,1L:1L,1,0.03000300030003
1017,3,3,0,1,0,::,::,,,,1,0.03000300030003
1018,3,3,0,1,0,::1O,:1O:1O,,,,1,0.03000300030003
1019,3,3,0,1,0,::1O,::,,,,1,0.03000300030003
1020,3,3,0,1,1,1O:1O:1O,::2O,,,1L,1,0.03000300030003
1021,3,3,0,1,1,1O:1O:2O,::2O,,,1L,1,0.03000300030003
1022,3,3,0,1,1,1O:2O:2O,::,,,1L,1,0.03000300030003
1023,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,1,0.03000300030003
1024,3,3,0,1,1,:1O:2O,::,,,1L,1,0.03000300030003
1025,3,2,0,1,2,1O:1O:1O,3O:3O,,,1L:1L,1,0.03000300030003
1026,3,2,0,1,2,1O:1O:1O,1O:3O,,,1L:1L,1,0.03000300030003
1027,2,3,1,1,2,:1O,:2O:3O,1O,,1L:1L,1,0.03000300030003
1028,2,5,0,1,1,:1O,:::1O:3O,,,1L,1,0.03000300030003
1029,2,5,0,2,1,:,:::1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1030,2,5,0,2,1,:1O,::::2O,,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1031,2,5,1,1,1,:1O,::::,1O,,1L,1,0.03000300030003
1032,2,5,1,1,1,:1O,::::2O,,,1L,1,0.03000300030003
1033,2,6,0,1,1,:1O,:::::2O,,,1L,1,0.03000300030003
1034,3,1,0,1,1,1O:1O:1O,3O,,,1L,1,0.03000300030003
1035,3,1,0,1,1,1O:1O:2O,3O,,,1L,1,0.03000300030003
1036,3,1,0,1,1,:1O:1O,2O,,,1L,1,0.03000300030003
1037,3,1,0,1,1,::,2O,,,1L,1,0.03000300030003
1038,3,1,0,1,1,::1O,1O,,,1L,1,0.03000300030003
1039,3,1,0,1,1,::2O,2O,,,1L,1,0.03000300030003
1040,3,1,0,2,1,:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
1041,3,1,0,2,1,:1O:1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1042,3,1,0,2,1,:1O:1O,3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1043,3,1,0,2,1,::1O,,,2S:2S:2S:2S:2S:2S:3S:4S,1L,1,0.03000300030003
1044,3,1,0,2,1,::1O,2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1045,3,1,0,2,2,1O:1O:1O,1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1046,3,1,0,2,2,1O:1O:1O,2O,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1047,3,1,0,2,2,1O:1O:1O,2O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1048,3,1,0,2,2,1O:1O:1O,2O,,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1049,3,1,0,2,2,1O:1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1050,3,1,0,2,2,1O:1O:1O,3O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1051,3,1,0,2,2,1O:1O:2O,2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1052,2,5,0,1,1,:1O,::::,,,1L,1,0.03000300030003
1053,2,5,0,1,0,:,::::,,,,1,0.03000300030003
1054,3,1,0,2,2,1O:1O:2O,3O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1055,2,4,1,1,1,:,:::3O,1O,,1L,1,0.03000300030003
1056,2,3,1,2,1,:1O,::,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1057,2,3,1,2,1,:1O,::,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1058,2,3,2,1,1,1O:1O,::,:1O,,1L,1,0.03000300030003
1059,2,3,2,1,1,:,::3O,:,,1L,1,0.03000300030003
1060,2,3,2,1,1,:1O,::,:2O1S,,1L,1,0.03000300030003
1061,2,4,0,1,1,1O:1O,::1O:2O,,,1L,1,0.03000300030003
1062,2,4,0,1,1,1O:1O,:::1O,,,1L,1,0.03000300030003
1063,2,4,0,1,1,2O:2O,:::2O,,,1L,1,0.03000300030003
1064,2,4,0,1,1,:,:::2O,,,1L,1,0.03000300030003
1065,2,4,0,1,1,:1O,:1O:2O:2O,,,1L,1,0.03000300030003
1066,2,4,0,1,1,:1O,:::1O,,,1L,1,0.03000300030003
1067,2,4,0,1,1,:2O,:::1O,,,1L,1,0.03000300030003
1068,2,4,0,1,2,:1O,:::1O,,,1L:1L,1,0.03000300030003
1069,2,4,0,2,1,:,::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1070,2,4,0,2,1,:,:::2O,,3S:3S:3S:3S:4S:4S:5S:5S,1L,1,0.03000300030003
1071,2,4,0,2,1,:,:::3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1072,2,4,0,2,1,:1O,::1O:2O,,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
1073,2,4,0,2,1,:1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1074,2,4,0,2,1,:1O,:::1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1075,2,4,0,2,1,:1O,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1076,2,4,0,2,2,:1O,:::,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1077,2,4,1,1,1,:,:::2O,1O,,1L,1,0.03000300030003
1078,2,4,1,1,1,:,:::3O,,,1L,1,0.03000300030003
1079,3,1,0,2,2,1O:1O:2O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1080,3,1,0,2,2,:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1081,3,2,0,1,1,::2O,:1O,,,1L,1,0.03000300030003
1082,3,1,1,2,1,1O:1O:1O,,1N3O1S,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1083,3,1,1,2,1,::1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1084,3,1,1,2,2,1O:1O:1O,2O,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1085,3,1,1,2,2,1O:1O:1O,2O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1086,3,1,1,2,2,1O:1O:1O,3O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1087,3,1,1,2,2,1O:1O:1O,3O,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1088,3,1,1,2,2,1O:1O:2O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1089,3,1,1,2,2,:1O:1O,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1090,3,1,1,2,2,:1O:1O,2O,1N3O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1091,3,1,1,2,2,:1O:1O,2O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1092,3,1,1,2,2,:1O:1O,2O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1093,3,1,1,2,2,:1O:1O,3O,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1094,3,1,1,2,2,::1O,2O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1095,3,1,1,2,2,::1O,3O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1096,3,1,2,1,1,:1O:1O,,:1O,,1L,1,0.03000300030003
1097,3,1,2,1,2,1O:1O:1O,2O,1O:1O,,1L:1L,1,0.03000300030003
1098,3,1,2,1,2,1O:1O:1O,3O,1O:1O,,1L:1L,1,0.03000300030003
1099,3,1,2,1,2,1O:1O:1O,3O,:1O,,1L:1L,1,0.03000300030003
1100,3,1,2,1,2,:1O:1O,3O,:2O1S,,1L:1L,1,0.03000300030003
1101,3,2,0,1,1,1O:1O:1O,:3O,,,1L,1,0.03000300030003
1102,3,2,0,1,1,1O:1O:2O,:,,,1L,1,0.03000300030003
1103,3,2,0,1,1,::,1O:3O,,,1L,1,0.03000300030003
1104,3,2,0,1,1,::,2O:3O,,,1L,1,0.03000300030003
1105,3,2,0,1,1,::2O,:,,,1L,1,0.03000300030003
1106,3,1,1,2,1,:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1107,3,1,1,1,2,:1O:2O,3O,1O,,1L:1L,1,0.03000300030003
1108,3,1,0,2,2,:1O:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1109,3,1,1,1,2,:1O:1O,3O,3O1S,,1L:1L,1,0.03000300030003
1110,3,1,0,2,2,:1O:1O,3O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1111,3,1,1,1,1,1O:1O:1O,,1O,,1L,1,0.03000300030003
1112,3,1,1,1,1,1O:1O:1O,2O,,,1L,1,0.03000300030003
1113,3,1,1,1,1,1O:1O:2O,2O,,,1L,1,0.03000300030003
1114,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
1115,3,1,1,1,1,:1O:1O,,1N1O1S,,1L,1,0.03000300030003
1116,3,1,1,1,1,:1O:1O,,2O,,1L,1,0.03000300030003
1117,3,1,1,1,1,:1O:1O,,2O1S,,1L,1,0.03000300030003
1118,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
1119,3,1,1,1,1,::1O,,2O1S,,1L,1,0.03000300030003
1120,3,1,1,1,1,::1O,2O,1O,,1L,1,0.03000300030003
1121,3,1,1,1,1,::1O,3O,1O,,1L,1,0.03000300030003
1122,3,1,1,1,1,::2O,,2O1S,,1L,1,0.03000300030003
1123,3,1,1,1,2,1O:1O:1O,2O,2O,,1L:1L,1,0.03000300030003
1124,3,1,1,1,2,1O:1O:2O,2O,1N1O1S,,1L:1L,1,0.03000300030003
1125,3,1,1,1,2,1O:1O:2O,2O,1O,,1L:1L,1,0.03000300030003
1126,3,1,1,1,2,1O:1O:2O,3O,2O,,1L:1L,1,0.03000300030003
1127,3,1,1,1,2,1O:1O:2O,3O,3O1S,,1L:1L,1,0.03000300030003
1128,3,1,1,1,2,:1O:1O,3O,1N1O1S,,1L:1L,1,0.03000300030003
1129,3,1,1,1,2,:1O:1O,3O,1O1S,,1L:1L,1,0.03000300030003
1130,3,1,1,1,2,:1O:1O,3O,2O,,1L:1L,1,0.03000300030003
1131,3,1,1,1,2,:1O:1O,3O,2O1S,,1L:1L,1,0.03000300030003
1132,3,1,1,1,2,:1O:1O,3O,3O,,1L:1L,1,0.03000300030003
1133,8,1,0,1,1,:::::1O:1O:1O,,,,1L,1,0.03000300030003
