,num_dol,num_tpe,num_tfsi,num_ps,num_li,atoms_dol,atoms_tpe,atoms_tfsi,atoms_ps,atoms_li,count,%
571,4,1,2,1,2,:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
572,4,1,2,1,2,:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
573,5,0,1,2,2,:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
574,5,0,1,2,1,:::1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
575,5,0,1,2,2,:1O:1O:1O:2O,,1O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
576,5,0,1,2,2,:1O:1O:1O:2O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
577,5,0,1,2,1,::1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
578,4,1,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
579,5,0,1,2,1,:::1O:1O,,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
580,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
581,5,0,1,2,1,:::1O:1O,,1O,::1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
582,5,0,1,2,1,:::1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
583,4,1,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,1,0.03000300030003
584,4,1,3,1,2,1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
585,4,1,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
586,5,0,1,2,2,:1O:1O:1O:2O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
587,5,0,1,2,1,:::1O:1O,,2O,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
588,5,0,1,2,2,1O:1O:1O:1O:1O,,1N1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
589,5,0,1,2,2,:1O:1O:1O:2O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
590,5,0,1,2,2,1O:1O:1O:1O:1O,,1N1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
591,5,0,1,2,1,:::1O:1O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
592,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
593,4,1,2,2,2,1O:1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
594,5,0,1,2,2,:1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
595,4,1,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
596,5,0,1,2,2,:1O:1O:1O:1O,,2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
597,5,0,1,2,1,::1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
598,5,0,0,2,2,1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
599,5,0,1,1,2,:1O:1O:1O:1O,,1N1O,,1L:1L,1,0.03000300030003
600,5,0,1,2,2,1O:1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
601,5,0,1,2,2,1O:1O:1O:1O:2O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
602,5,0,1,2,2,1O:1O:1O:1O:2O,,2O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
603,5,0,1,2,2,1O:1O:1O:1O:2O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
604,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
605,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
606,5,0,1,2,2,:1O:1O:1O:1O,,1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
607,5,0,1,1,2,:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
608,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
609,5,0,1,1,2,:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
610,5,0,1,2,2,:1O:1O:1O:1O,,1O,3S:3S:3S:4S:4S:4S:5S:6S,1L:1L,1,0.03000300030003
611,5,0,1,2,2,:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
612,5,0,1,1,2,1O:1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
613,5,0,1,2,2,:1O:1O:1O:1O,,1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
614,5,0,1,2,2,:1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
615,5,0,1,1,2,1O:1O:1O:2O:2O,,1N1O1S,,1L:1L,1,0.03000300030003
616,5,0,1,1,2,1O:1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
617,5,0,1,2,2,:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
618,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
619,5,0,1,1,2,::1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
620,5,0,1,2,2,1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
621,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
622,5,0,1,2,2,1O:1O:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
623,5,0,1,2,2,:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
624,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
625,5,0,1,2,2,:1O:1O:1O:1O,,1N2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
626,5,0,1,1,2,::1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
627,5,0,1,1,2,::1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
628,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
629,5,0,1,1,2,:1O:1O:2O:2O,,1O1S,,1L:1L,1,0.03000300030003
630,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
631,5,0,1,1,2,:1O:1O:1O:2O,,3O1S,,1L:1L,1,0.03000300030003
632,5,0,1,2,2,:1O:1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
633,5,0,1,1,2,:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
634,5,0,1,2,2,:1O:1O:1O:1O,,1N2O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
635,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
636,5,0,1,1,2,:1O:1O:1O:2O,,1O1S,,1L:1L,1,0.03000300030003
637,5,0,1,2,2,:1O:1O:1O:1O,,1N1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
638,5,0,1,2,2,:1O:1O:1O:1O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
639,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
640,5,0,1,1,2,:1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
641,5,0,1,1,2,::1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
642,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
643,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
644,5,0,1,2,2,:1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
645,5,0,1,1,2,::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
646,5,0,1,2,2,:1O:1O:1O:1O,,1N1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
647,5,0,1,2,2,:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
648,5,0,1,1,2,:::1O:1O,,2O,,1L:1L,1,0.03000300030003
649,5,0,1,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
650,5,0,1,1,3,:1O:1O:1O:1O,,2O,,1L:1L:1L,1,0.03000300030003
651,5,0,0,2,2,:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
652,5,0,1,2,1,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
653,5,0,1,2,1,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
654,5,0,1,1,1,1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
655,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
656,5,0,0,3,2,1O:1O:1O:1O:2O,,,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
657,5,0,0,3,2,1O:1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
658,5,0,0,2,2,:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
659,5,0,0,2,2,:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
660,5,0,0,2,2,:1O:1O:1O:2O,,,3S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
661,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
662,5,0,0,2,2,:1O:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
663,5,0,1,2,2,1O:1O:1O:1O:2O,,1N3O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
664,5,0,0,2,2,1O:1O:1O:2O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
665,5,0,1,2,2,:1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
666,5,0,0,2,2,1O:1O:1O:2O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
667,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
668,5,0,0,2,2,1O:1O:1O:1O:2O,,,3S:4S:5S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
669,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
670,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
671,5,0,1,2,1,::1O:1O:1O,,1O,1S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
672,5,0,1,2,2,1O:1O:1O:1O:1O,,2O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
673,5,0,0,2,2,1O:1O:1O:1O:2O,,,2S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
674,5,0,1,1,1,::1O:1O:2O,,2O,,1L,1,0.03000300030003
675,5,0,1,1,1,::1O:1O:2O,,2O1S,,1L,1,0.03000300030003
676,5,0,1,2,1,:1O:1O:1O:1O,,1O,2S:2S:2S:2S:3S:3S:4S:4S,1L,1,0.03000300030003
677,5,0,1,2,1,:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
678,5,0,1,1,2,1O:1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
679,5,0,1,2,1,1O:1O:1O:1O:1O,,2O1S,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
680,5,0,1,1,2,1O:1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
681,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
682,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,1,0.03000300030003
683,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
684,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
685,5,0,1,1,2,1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
686,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
687,5,0,1,2,2,1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
688,5,0,1,1,1,::::1O,,2O1S,,1L,1,0.03000300030003
689,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
690,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
691,5,0,1,1,1,:::1O:2O,,2O1S,,1L,1,0.03000300030003
692,5,0,1,2,2,1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
693,5,0,1,2,2,1O:1O:1O:1O:1O,,3O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
694,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
695,5,0,1,1,1,:::1O:2O,,1O,,1L,1,0.03000300030003
696,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
697,5,0,1,1,1,:::1O:1O,,2O,,1L,1,0.03000300030003
698,5,0,1,2,2,1O:1O:1O:1O:1O,,2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
699,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
700,1,0,3,1,2,1O,,2O:2O:2O,,1L:1L,1,0.03000300030003
701,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
702,6,0,1,2,1,::::1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
703,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
704,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
705,6,0,1,2,2,:1O:1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
706,6,0,1,2,2,:1O:1O:1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
707,6,0,1,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
708,6,0,1,2,1,:::::2O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
709,6,0,1,2,1,:::::1O,,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
710,6,0,1,2,1,:::::1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
711,6,0,1,2,1,::::1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
712,6,0,1,2,1,::::1O:1O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L,1,0.03000300030003
713,6,0,1,1,2,::1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
714,6,0,1,2,1,:::1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
715,6,0,1,1,3,:1O:1O:1O:1O:2O,,1O,,1L:1L:1L,1,0.03000300030003
716,6,0,1,1,3,:1O:1O:1O:1O:1O,,2O,,1L:1L:1L,1,0.03000300030003
717,6,0,1,1,3,1O:1O:1O:1O:1O:1O,,2O,,1L:1L:1L,1,0.03000300030003
718,6,0,1,1,2,:::1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
719,6,0,1,1,2,:::1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
720,6,0,1,1,2,:::1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
721,6,0,1,1,2,::1O:1O:1O:1O,,3O,,1L:1L,1,0.03000300030003
722,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
723,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
724,6,0,1,2,2,:1O:1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
725,6,0,1,2,2,:1O:1O:1O:1O:1O,,3O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
726,6,0,1,2,2,:1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
727,6,0,1,2,2,:::1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
728,6,0,1,2,2,:::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
729,6,0,1,2,2,::1O:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
730,6,0,1,2,2,::1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
731,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
732,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
733,6,0,1,2,2,::1O:1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
734,6,0,1,2,2,::1O:1O:1O:1O,,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
735,6,0,1,2,2,::1O:1O:1O:1O,,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
736,6,0,1,2,2,::1O:1O:1O:1O,,1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
737,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
738,6,0,1,2,2,::1O:1O:1O:1O,,1N1O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
739,6,0,1,2,2,::1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
740,6,0,1,2,2,::1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
741,6,0,1,2,2,:1O:1O:1O:2O:2O,,1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
742,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
743,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
744,6,0,1,2,2,:1O:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
745,6,0,1,2,2,:1O:1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
746,6,0,1,1,2,::1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
747,6,0,1,1,2,:1O:1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
748,5,1,1,2,2,:1O:1O:1O:1O,,1O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
749,5,1,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
750,6,0,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
751,5,1,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
752,5,1,3,1,2,:1O:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
753,5,1,2,2,2,::1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
754,5,1,2,2,2,::1O:1O:1O,,1O1S:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
755,5,1,2,2,2,:1O:1O:1O:2O,,:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
756,5,1,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
757,5,1,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
758,5,1,2,1,2,::1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
759,5,1,2,1,2,:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
760,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
761,5,1,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
762,5,1,2,1,2,:1O:1O:1O:1O,,1N2O1S:2O,,1L:1L,1,0.03000300030003
763,5,1,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
764,5,1,2,1,2,1O:1O:1O:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
765,5,1,2,1,1,:::1O:1O,,:1O,,1L,1,0.03000300030003
766,5,1,2,1,1,::1O:1O:1O,,:,,1L,1,0.03000300030003
767,5,1,1,2,2,::1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
768,5,1,1,2,2,:1O:1O:1O:1O,,3O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
769,5,1,1,2,2,:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
770,6,0,0,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
771,6,0,0,1,2,1O:1O:1O:1O:2O:2O,,,,1L:1L,1,0.03000300030003
772,6,0,0,2,1,:1O:1O:1O:1O:2O,,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
773,6,0,0,2,1,::1O:1O:1O:2O,,,:1S:1S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
774,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N1O,,1L:1L,1,0.03000300030003
775,6,0,1,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
776,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,2O,,1L:1L,1,0.03000300030003
777,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,3O,,1L:1L,1,0.03000300030003
778,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
779,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
780,6,0,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
781,6,0,1,1,1,::::1O:1O,,1N1O1S,,1L,1,0.03000300030003
782,6,0,1,1,1,:::1O:1O:2O,,1O,,1L,1,0.03000300030003
783,6,0,1,1,1,:1O:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
784,6,0,0,3,2,:1O:1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
785,6,0,0,2,2,::1O:1O:1O:2O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
786,6,0,0,2,2,:1O:1O:1O:2O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
787,6,0,0,2,2,:1O:1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
788,6,0,0,2,2,:1O:1O:1O:1O:1O,,,:::1S:1S:2S:3S:3S,1L:1L,1,0.03000300030003
789,6,0,0,2,2,:1O:1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
790,6,0,0,2,2,1O:1O:1O:1O:1O:2O,,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
791,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
792,6,0,0,2,2,1O:1O:1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
793,6,0,1,2,2,:::1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
794,6,0,1,2,2,:::1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
795,6,0,1,2,2,:::1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
796,7,0,1,1,2,::1O:1O:1O:1O:1O,,1O,,1L:1L,1,0.03000300030003
797,7,0,1,2,2,:::1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
