,num_dol,num_eips,num_tfsi,num_ps,num_li,atoms_dol,atoms_eips,atoms_tfsi,atoms_ps,atoms_li,count,%
331,5,2,1,1,1,::::1O,1O:1O,,,1L,2,0.06000600060006
332,0,5,0,2,2,,1O:1O:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
333,5,3,0,1,1,::::1O,1O:1O:1O,,,1L,2,0.06000600060006
334,0,5,1,1,2,,1O:1O:1O:1O:1O,1N1O,,1L:1L,2,0.06000600060006
335,0,5,1,1,2,,1O:1O:1O:1O:1O,1N1O1S,,1L:1L,2,0.06000600060006
336,3,2,0,1,1,::2O,1O:1O,,,1L,2,0.06000600060006
337,0,5,0,2,2,,1O:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
338,0,5,1,1,2,,1O:1O:1O:1O:1O,1N3O2S,,1L:1L,2,0.06000600060006
339,0,5,1,1,2,,1O:1O:1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
340,0,5,0,1,1,,::1O:1O1S:2O1S,,,1L,2,0.06000600060006
341,2,5,0,1,1,:1O,::1O:1O:1O1S,,,1L,2,0.06000600060006
342,2,4,1,1,1,:2O,::1O:1O,,,1L,2,0.06000600060006
343,0,5,1,1,2,,1O:1O:1O:1O:1O1S,2O1S,,1L:1L,2,0.06000600060006
344,0,4,1,2,2,,1O:1O:1O:2O1S,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
345,0,5,0,2,2,,::1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
346,0,5,0,2,3,,1O:1O:1O1S:2O:2O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,2,0.06000600060006
347,1,3,1,1,1,,:1O:2O,1O,,1L,2,0.06000600060006
348,4,2,0,1,0,:::,:,,,,2,0.06000600060006
349,4,2,1,1,1,:1O:1O:1O,:1O,1O,,1L,2,0.06000600060006
350,1,4,0,2,2,,1O:1O:1O:2O1S,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
351,4,2,0,1,1,::1O:2O,1O:1O,,,1L,2,0.06000600060006
352,4,2,0,1,1,:1O:1O:1O,:1O1S,,,1L,2,0.06000600060006
353,1,4,1,1,1,,:1O:1O:1O,1O,,1L,2,0.06000600060006
354,1,4,1,1,1,,:1O:1O:1O1S,2O1S,,1L,2,0.06000600060006
355,1,4,1,1,1,,::1O:1O1S,1O,,1L,2,0.06000600060006
356,4,2,0,1,1,:1O:1O:1O,1O:1O1S,,,1L,2,0.06000600060006
357,2,4,0,2,1,:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
358,3,3,0,1,1,:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
359,1,4,0,1,2,1O,:1O1S:2O1S:2O1S,,,1L:1L,2,0.06000600060006
360,7,1,0,1,1,:::::1O:1O,1O,,,1L,2,0.06000600060006
361,2,6,0,1,1,1O:1O,:::::1O,,,1L,2,0.06000600060006
362,3,5,0,1,1,::,::1O:1O:1O1S,,,1L,2,0.06000600060006
363,2,4,0,1,1,:2O,::1O:1O1S,,,1L,2,0.06000600060006
364,3,5,0,1,1,:1O:1O,:::1O:1O,,,1L,2,0.06000600060006
365,3,5,0,1,0,::,::::,,,,2,0.06000600060006
366,2,6,0,1,1,:,:::1O:1O:1O,,,1L,2,0.06000600060006
367,3,4,1,1,1,::1O,:::1O,1O,,1L,2,0.06000600060006
368,1,4,2,1,1,,::1O:1O,:1O,,1L,2,0.06000600060006
369,1,4,0,2,1,,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
370,1,4,0,2,2,,1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
371,4,2,1,1,1,::1O:1O,1O:1O,,,1L,2,0.06000600060006
372,4,3,0,1,0,:::,::,,,,2,0.06000600060006
373,1,4,0,1,1,,1O:1O:1O:1O1S,,,1L,2,0.06000600060006
374,2,4,0,2,2,:1O,:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
375,2,5,1,1,1,1O:1O,::::1O,1O,,1L,2,0.06000600060006
376,1,4,0,1,1,1O,::1O1S:2O1S,,,1L,2,0.06000600060006
377,0,4,1,1,1,,:1O:1O:1O1S,,,1L,2,0.06000600060006
378,0,4,1,1,1,,:1O:1O:1O,,,1L,2,0.06000600060006
379,4,3,0,1,1,1O:1O:1O:1O,::1O,,,1L,2,0.06000600060006
380,6,1,0,1,1,:::1O:1O:1O,1O,,,1L,2,0.06000600060006
381,1,3,1,2,1,,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
382,1,4,0,1,1,1O,:::1O,,,1L,2,0.06000600060006
383,4,2,1,1,1,::1O:1O,:1O,,,1L,2,0.06000600060006
384,3,3,0,1,2,1O:1O:1O,1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
385,3,2,0,1,1,1O:1O:1O,1O:2O1S,,,1L,1,0.03000300030003
386,3,2,0,1,1,1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
387,3,3,0,1,2,1O:1O:1O,1O:2O:2O1S,,,1L:1L,1,0.03000300030003
388,3,1,0,1,1,:1O:1O,1O,,,1L,1,0.03000300030003
389,3,3,0,1,2,1O:1O:1O,1O1S:1O1S:2O1S,,,1L:1L,1,0.03000300030003
390,3,1,1,1,1,:1O:1O,1O,1O,,1L,1,0.03000300030003
391,3,2,0,1,0,:1O:1O,:,,,,1,0.03000300030003
392,3,2,0,1,1,1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
393,3,2,0,1,0,::,1O1S:1S,,,,1,0.03000300030003
394,3,2,0,1,1,1O:1O:1O,1O:1O1S,,,1L,1,0.03000300030003
395,3,2,0,1,0,::2O,:,,,,1,0.03000300030003
396,3,2,0,1,1,:1O:1O,1O1S:1O1S,,,1L,1,0.03000300030003
397,3,3,0,1,2,::1O,1O1S:1O1S:2O,,,1L:1L,1,0.03000300030003
398,3,3,0,1,2,::,1O:1O:2O1S,,,1L:1L,1,0.03000300030003
399,3,3,0,1,2,:1O:1O,:2O1S:2O1S,,,1L:1L,1,0.03000300030003
400,3,3,0,1,2,:1O:1O,:2O:2O1S,,,1L:1L,1,0.03000300030003
401,3,2,0,1,0,::,:,,,,1,0.03000300030003
402,3,3,0,1,2,1O:1O:1O,1O:1O:1O1S,,,1L:1L,1,0.03000300030003
403,3,2,0,1,0,::,:2O1S,,,,1,0.03000300030003
404,3,2,0,1,0,::1O,1O:2O1S,,,,1,0.03000300030003
405,3,3,0,1,2,1O:1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
406,3,3,0,1,1,::1O,:1O1S:1O1S,,,1L,1,0.03000300030003
407,3,2,0,1,1,:1O:2O,:1O1S,,,1L,1,0.03000300030003
408,3,3,0,1,0,::1O,::,,,,1,0.03000300030003
409,3,2,1,1,2,:1O:1O,1O:2O1S,1O,,1L:1L,1,0.03000300030003
410,3,3,0,1,1,::1O,1O:1O1S:1O1S,,,1L,1,0.03000300030003
411,3,2,1,1,2,::1O,1O:2O1S,2O1S,,1L:1L,1,0.03000300030003
412,3,2,2,1,1,::,1O:1O,:1O,,1L,1,0.03000300030003
413,3,2,2,1,2,::1O,:1O1S,1O:2O1S,,1L:1L,1,0.03000300030003
414,3,3,0,1,0,1O:1O:1O,::,,,,1,0.03000300030003
415,3,3,0,1,0,:1O:1O,::,,,,1,0.03000300030003
416,3,3,0,1,0,::,::,,,,1,0.03000300030003
417,3,3,0,1,1,::,1O:2O1S:2O1S,,,1L,1,0.03000300030003
418,3,2,1,1,1,::1O,:1O,2O,,1L,1,0.03000300030003
419,3,3,0,1,1,1O:1O:1O,:1O1S:2O1S,,,1L,1,0.03000300030003
420,3,3,0,1,1,1O:1O:2O,::1O,,,1L,1,0.03000300030003
421,3,3,0,1,1,::,1O:1O1S:2O1S,,,1L,1,0.03000300030003
422,3,3,0,1,1,:1O:2O,::1O1S,,,1L,1,0.03000300030003
423,3,3,0,1,1,:1O:1O,::1O1S,,,1L,1,0.03000300030003
424,3,3,0,1,1,:1O:2O,1O:1O:1O,,,1L,1,0.03000300030003
425,3,3,0,1,1,:1O:2O,:1O:1O1S,,,1L,1,0.03000300030003
426,3,3,0,1,1,:1O:2O,::1O,,,1L,1,0.03000300030003
427,3,2,1,1,1,::1O,:1O1S,1O,,1L,1,0.03000300030003
428,3,2,1,1,1,::1O,:1O,1N1O,,1L,1,0.03000300030003
429,3,2,0,1,1,::,1O1S:2O1S,,,1L,1,0.03000300030003
430,3,2,1,1,1,1O:1O:1O,:2O1S,,,1L,1,0.03000300030003
431,3,2,0,1,1,::,1O:1O,,,1L,1,0.03000300030003
432,3,2,0,1,1,::,1O:1O1S,,,1L,1,0.03000300030003
433,3,2,0,1,1,::1O,1O:2O,,,1L,1,0.03000300030003
434,3,3,0,1,1,::1O,:2O1S:2O1S,,,1L,1,0.03000300030003
435,3,2,0,2,1,::,1O:1O1S,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
436,3,2,0,2,1,::1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
437,3,2,0,2,1,::1O,1O:1O1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
438,3,2,0,2,1,::1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
439,3,2,1,1,1,:1O:1O,1O:1O,,,1L,1,0.03000300030003
440,3,2,1,1,1,::1O,1O:2O1S,1O,,1L,1,0.03000300030003
441,3,2,1,1,1,:1O:2O,:1O,,,1L,1,0.03000300030003
442,3,2,1,1,1,::,1O:1O,1N1O,,1L,1,0.03000300030003
443,3,3,0,1,1,::1O,1O:1O:2O,,,1L,1,0.03000300030003
444,3,2,1,1,1,::,1O:1O,1O1S,,1L,1,0.03000300030003
445,3,2,1,1,1,::,1O:1O1S,1O1S,,1L,1,0.03000300030003
446,3,2,1,1,1,::,:1O,2O1S,,1L,1,0.03000300030003
447,3,2,1,1,1,::1O,1O:1O1S,,,1L,1,0.03000300030003
448,3,2,1,1,1,::1O,1O:1O1S,1O,,1L,1,0.03000300030003
449,0,3,0,2,2,,:1O1S:2O1S,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
450,3,4,0,2,1,::,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
451,3,3,0,1,3,1O:1O:1O,1O:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
452,4,3,0,1,1,:::,:1O:1O,,,1L,1,0.03000300030003
453,4,3,0,1,1,:::1O,1O:1O:2O1S,,,1L,1,0.03000300030003
454,4,3,0,1,1,:::1O,::1O,,,1L,1,0.03000300030003
455,4,3,0,1,1,:::2O,::1O,,,1L,1,0.03000300030003
456,4,3,0,1,2,::1O:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
457,4,3,0,1,2,:::1O,1O:2O1S:2O1S,,,1L:1L,1,0.03000300030003
458,4,3,0,2,1,:::,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
459,4,3,0,2,1,:::1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
460,4,3,0,2,2,::1O:1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
461,4,3,1,1,1,:1O:1O:1O,::1O,1O,,1L,1,0.03000300030003
462,4,3,1,1,1,:::,:1O:1O,2O,,1L,1,0.03000300030003
463,4,3,1,1,1,:::,:1O:1O1S,1O,,1L,1,0.03000300030003
464,4,3,1,1,1,:::1O,:1O:1O,1O,,1L,1,0.03000300030003
465,4,3,1,1,1,:::1O,::1O,1O,,1L,1,0.03000300030003
466,4,4,0,1,0,:::,:::,,,,1,0.03000300030003
467,4,4,0,1,1,:1O:1O:1O,:::1O,,,1L,1,0.03000300030003
468,4,4,0,1,1,::1O:1O,:::2O1S,,,1L,1,0.03000300030003
469,4,4,0,1,1,::1O:2O,::1O:1O,,,1L,1,0.03000300030003
470,4,4,0,1,1,:::,:1O:1O:1O1S,,,1L,1,0.03000300030003
471,4,4,0,1,1,:::1O,:1O:1O:1O,,,1L,1,0.03000300030003
472,4,3,0,1,1,:::1O,1O:1O1S:2O1S,,,1L,1,0.03000300030003
473,4,3,0,1,1,:::,1O:1O:1O1S,,,1L,1,0.03000300030003
474,4,4,0,2,1,:::1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
475,4,3,0,1,1,:::,1O:1O1S:1O1S,,,1L,1,0.03000300030003
476,4,2,0,2,2,::1O:1O,1O:2O1S,,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
477,4,2,1,1,1,:1O:1O:1O,:1O,,,1L,1,0.03000300030003
478,4,2,1,1,1,::1O:1O,1O:1O,1O,,1L,1,0.03000300030003
479,4,2,1,1,1,::1O:1O,:1O,2O1S,,1L,1,0.03000300030003
480,4,2,1,1,1,::1O:1O,:1O1S,,,1L,1,0.03000300030003
481,4,2,1,1,1,::1O:2O,1O:1O1S,,,1L,1,0.03000300030003
482,4,2,1,1,1,:::1O,1O:1O,2O,,1L,1,0.03000300030003
483,4,2,1,1,1,:::1O,1O:1O1S,1O,,1L,1,0.03000300030003
484,4,2,1,1,1,:::1O,:1O,,,1L,1,0.03000300030003
485,4,2,1,1,1,:::1O,:1O,2O,,1L,1,0.03000300030003
486,4,3,0,1,0,:::1O,::,,,,1,0.03000300030003
487,4,3,0,1,1,:1O:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
488,4,3,0,1,1,:1O:1O:1O,::1O1S,,,1L,1,0.03000300030003
489,4,3,0,1,1,:1O:1O:1O,::2O1S,,,1L,1,0.03000300030003
490,4,3,0,1,1,::1O:1O,:1O1S:2O1S,,,1L,1,0.03000300030003
491,4,3,0,1,1,::1O:1O,:1O:2O1S,,,1L,1,0.03000300030003
492,4,3,0,1,1,::1O:1O,::2O,,,1L,1,0.03000300030003
493,4,3,0,1,1,::1O:2O,:1O:1O,,,1L,1,0.03000300030003
494,4,3,0,1,1,::1O:2O,::1O,,,1L,1,0.03000300030003
495,4,4,0,1,2,::1O:1O,:1O:1O1S:2O1S,,,1L:1L,1,0.03000300030003
496,4,4,1,1,1,:::,::1O:1O,1O,,1L,1,0.03000300030003
497,4,2,0,1,1,:::2O,1O:1O,,,1L,1,0.03000300030003
498,5,3,0,1,1,::::,:1O:1O,,,1L,1,0.03000300030003
499,5,4,0,1,1,::::1O,::1O:1O,,,1L,1,0.03000300030003
500,6,0,0,1,0,:::::1O,,,,,1,0.03000300030003
501,6,1,0,1,0,:::::,1O,,,,1,0.03000300030003
502,6,1,0,1,0,:::::1O,,,,,1,0.03000300030003
503,6,1,0,1,1,::1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
504,6,1,0,1,1,:::1O:1O:1O,1O1S,,,1L,1,0.03000300030003
505,6,1,0,1,1,::::1O:1O,1O,,,1L,1,0.03000300030003
506,6,1,0,1,1,::::1O:1O,2O1S,,,1L,1,0.03000300030003
507,6,1,0,1,1,:::::2O,1O,,,1L,1,0.03000300030003
508,6,2,0,1,0,:::::,:,,,,1,0.03000300030003
509,6,2,0,1,0,:::::1O,:,,,,1,0.03000300030003
510,6,2,0,1,1,::::1O:1O,1O1S:2O1S,,,1L,1,0.03000300030003
511,6,2,0,1,1,::::1O:1O,1O:2O1S,,,1L,1,0.03000300030003
512,6,2,0,1,1,:::::1O,1O:2O1S,,,1L,1,0.03000300030003
513,6,2,0,1,1,:::::2O,1O:1O,,,1L,1,0.03000300030003
514,6,3,0,1,1,:::::1O,:1O:1O,,,1L,1,0.03000300030003
515,7,1,0,1,1,::::::1O,1O,,,1L,1,0.03000300030003
516,7,2,0,1,1,::::1O:1O:1O,:1O,,,1L,1,0.03000300030003
517,7,2,0,1,1,:::::1O:1O,1O:1O,,,1L,1,0.03000300030003
518,5,3,0,1,1,::::1O,:1O:2O1S,,,1L,1,0.03000300030003
519,5,3,0,1,1,::::,1O:1O:2O1S,,,1L,1,0.03000300030003
520,4,5,0,1,1,:::,::1O:1O:1O1S,,,1L,1,0.03000300030003
521,5,3,0,1,1,:::1O:1O,::1O,,,1L,1,0.03000300030003
522,4,5,0,1,1,:::2O,:::1O:2O,,,1L,1,0.03000300030003
523,5,1,0,1,1,:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
524,5,1,0,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
525,5,1,0,1,1,::::1O,1O1S,,,1L,1,0.03000300030003
526,5,1,0,1,1,::::1O,2O1S,,,1L,1,0.03000300030003
527,5,1,1,1,1,:::1O:1O,1O,,,1L,1,0.03000300030003
528,5,2,0,1,0,::::,:,,,,1,0.03000300030003
529,5,2,0,1,1,::1O:1O:1O,1O1S:2O1S,,,1L,1,0.03000300030003
530,5,2,0,1,1,::1O:1O:2O,1O:1O,,,1L,1,0.03000300030003
531,5,2,0,1,1,::1O:1O:2O,1O:1O1S,,,1L,1,0.03000300030003
532,5,2,0,1,1,:::1O:1O,1O:2O1S,,,1L,1,0.03000300030003
533,5,2,0,1,1,:::1O:1O,:1O1S,,,1L,1,0.03000300030003
534,5,2,0,1,1,::::1O,2O1S:2O1S,,,1L,1,0.03000300030003
535,5,2,0,1,1,::::2O,1O:1O,,,1L,1,0.03000300030003
536,5,2,1,1,1,:::1O:1O,1O:1O,,,1L,1,0.03000300030003
537,5,2,1,1,1,::::,1O:1O,1O,,1L,1,0.03000300030003
538,5,3,0,1,0,::::,::,,,,1,0.03000300030003
539,5,3,0,1,0,::::,::1O,,,,1,0.03000300030003
540,5,3,0,1,1,:1O:1O:1O:1O,::1O,,,1L,1,0.03000300030003
541,4,2,0,2,1,:::,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
542,4,2,0,1,1,:::1O,1O1S:1O1S,,,1L,1,0.03000300030003
543,3,3,0,1,3,:1O:1O,1O:2O1S:2O1S,,,1L:1L:1L,1,0.03000300030003
544,3,3,1,1,1,::,::1O,2O1S,,1L,1,0.03000300030003
545,3,3,1,1,1,::1O,1O:1O:2O1S,1O,,1L,1,0.03000300030003
546,3,3,1,1,1,::1O,:1O1S:2O1S,,,1L,1,0.03000300030003
547,3,3,1,1,1,::1O,:1O:2O,2O1S,,1L,1,0.03000300030003
548,3,3,1,1,1,::1O,:1O:2O1S,,,1L,1,0.03000300030003
549,3,3,1,1,1,::1O,::1O,,,1L,1,0.03000300030003
550,3,3,1,1,1,::2O,:1O:1O,,,1L,1,0.03000300030003
551,3,3,1,1,1,::2O,:1O:1O1S,,,1L,1,0.03000300030003
552,3,3,1,1,1,::2O,::1O,1O,,1L,1,0.03000300030003
553,3,3,1,1,2,:1O:1O,:1O:2O1S,2O1S,,1L:1L,1,0.03000300030003
554,3,4,0,1,0,::1O,:::1O1S,,,,1,0.03000300030003
555,3,4,0,1,1,1O:1O:1O,:::1O,,,1L,1,0.03000300030003
556,3,4,0,1,1,1O:1O:2O,:::1O,,,1L,1,0.03000300030003
557,3,4,0,1,1,:1O:1O,:1O:1O:2O1S,,,1L,1,0.03000300030003
