,num_dol,num_ettfpe,num_tfsi,num_ps,num_li,atoms_dol,atoms_ettfpe,atoms_tfsi,atoms_ps,atoms_li,count,%
1219,4,0,2,2,2,1O:1O:1O:1O,,2O:2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1220,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1221,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1222,4,0,2,1,2,:1O:1O:1O,,:3O,,1L:1L,1,0.03000300030003
1223,4,0,2,1,2,:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
1224,4,0,2,1,2,:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
1225,4,0,2,1,2,:1O:1O:1O,,1O:3O2S,,1L:1L,1,0.03000300030003
1226,4,0,2,1,2,:1O:1O:1O,,1O:2O2S,,1L:1L,1,0.03000300030003
1227,4,0,2,1,2,:1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
1228,4,0,2,1,2,:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
1229,4,0,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1230,4,0,2,1,2,:1O:1O:1O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
1231,4,0,2,1,2,:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
1232,4,0,2,1,2,1O:1O:1O:2O,,:2O1S,,1L:1L,1,0.03000300030003
1233,4,0,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
1234,4,0,2,1,2,1O:1O:1O:2O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
1235,4,0,2,1,2,1O:1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
1236,4,0,2,1,2,1O:1O:1O:1O,,:2O2S,,1L:1L,1,0.03000300030003
1237,4,0,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
1238,4,0,2,1,2,:1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
1239,4,0,2,1,2,:1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
1240,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1241,4,0,2,1,2,:1O:1O:2O,,1O:2O,,1L:1L,1,0.03000300030003
1242,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1243,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1244,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1245,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1246,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1247,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1248,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1249,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1250,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1251,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1252,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1253,4,0,2,1,3,1O:1O:1O:1O,,1N3O2S:2O1S,,1L:1L:1L,1,0.03000300030003
1254,4,0,2,1,2,::1O:1O,,:2O,,1L:1L,1,0.03000300030003
1255,4,0,2,1,2,::1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1256,4,0,2,1,2,:1O:1O:2O,,2O:2O1S,,1L:1L,1,0.03000300030003
1257,4,0,2,3,2,:1O:1O:1O,,1N3O:1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1258,4,0,2,3,2,:1O:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1259,3,1,2,2,3,1O:1O:2O,1O,1O:1O,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1260,4,1,0,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1261,4,1,0,2,1,:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1262,4,1,0,1,2,:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1263,4,1,0,1,2,:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
1264,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1265,4,1,0,1,1,:::1O,,,,1L,1,0.03000300030003
1266,4,1,0,1,1,::1O:1O,1O,,,1L,1,0.03000300030003
1267,4,1,0,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
1268,4,0,4,1,2,::1O:1O,,::1O:1O,,1L:1L,1,0.03000300030003
1269,4,0,2,3,2,::1O:1O,,1O:2O,::1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1270,4,0,4,1,2,::1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1271,4,0,4,1,2,:1O:1O:2O,,:1O:1O:2O,,1L:1L,1,0.03000300030003
1272,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1273,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1274,4,0,4,1,2,1O:1O:1O:1O,,1N2O:1O:1O:1O,,1L:1L,1,0.03000300030003
1275,4,0,3,2,2,:1O:1O:1O,,::2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1276,4,0,3,2,2,:1O:1O:1O,,:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1277,4,1,0,2,1,:1O:1O:1O,,,2S:3S:3S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
1278,4,1,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1279,4,1,0,2,2,1O:1O:1O:1O,,,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1280,4,1,0,2,2,1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1281,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1282,4,1,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1283,4,1,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1284,4,1,1,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1285,4,1,1,1,1,:::1O,1O,2O,,1L,1,0.03000300030003
1286,4,1,1,1,1,:::1O,1O,1O,,1L,1,0.03000300030003
1287,4,1,1,1,1,:::1O,,2O,,1L,1,0.03000300030003
1288,4,1,1,1,1,::1O:1O,1O,1O,,1L,1,0.03000300030003
1289,4,1,1,1,1,::1O:1O,,2O1S,,1L,1,0.03000300030003
1290,4,1,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
1291,4,1,0,3,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1292,4,1,0,2,2,:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1293,4,1,0,2,2,:1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1294,4,1,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1295,4,1,0,2,2,1O:1O:1O:1O,1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1296,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1297,4,0,3,1,2,::1O:2O,,1N2O1S:1O:2O,,1L:1L,1,0.03000300030003
1298,4,0,3,1,2,::1O:1O,,2O:2O:2O,,1L:1L,1,0.03000300030003
1299,4,0,3,1,2,:1O:1O:1O,,1N2O1S:1O:1O,,1L:1L,1,0.03000300030003
1300,4,0,3,1,2,:1O:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
1301,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
1302,4,0,3,1,2,1O:1O:1O:2O,,:1N1O:1O,,1L:1L,1,0.03000300030003
1303,4,0,3,1,2,1O:1O:1O:1O,,::1O,,1L:1L,1,0.03000300030003
1304,4,0,3,1,2,1O:1O:1O:1O,,:2O:2O1S,,1L:1L,1,0.03000300030003
1305,4,0,3,1,2,1O:1O:1O:1O,,:1N2O:2O1S,,1L:1L,1,0.03000300030003
1306,4,0,3,1,2,1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
1307,4,0,3,1,2,1O:1O:1O:1O,,1N2O:1O:1O,,1L:1L,1,0.03000300030003
1308,4,0,3,1,2,1O:1O:1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
1309,4,0,3,1,1,:::2O,,1O:1O:1O,,1L,1,0.03000300030003
1310,4,0,3,1,1,:::1O,,:1O:1O1S,,1L,1,0.03000300030003
1311,4,0,3,1,1,:::1O,,:1N2O:1O,,1L,1,0.03000300030003
1312,4,0,3,1,1,:::1O,,:1N2O1S:1O,,1L,1,0.03000300030003
1313,4,0,2,3,3,1O:1O:1O:1O,,1O:2O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1314,4,0,2,3,2,::1O:1O,,1O:2O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1315,4,0,3,1,2,:1O:1O:1O,,1N1O:1O:2O1S,,1L:1L,1,0.03000300030003
1316,4,0,3,1,2,:1O:1O:1O,,1N2O1S:1O:2O,,1L:1L,1,0.03000300030003
1317,4,0,3,1,2,::1O:1O,,1O:2O:3O1S,,1L:1L,1,0.03000300030003
1318,4,0,3,1,2,:1O:1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
1319,4,0,3,1,2,::1O:1O,,1O:2O:3O,,1L:1L,1,0.03000300030003
1320,4,0,3,1,2,::1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1321,4,0,3,1,2,::1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1322,4,0,3,1,2,::1O:1O,,1N1O:1O:2O,,1L:1L,1,0.03000300030003
1323,4,0,3,1,2,:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
1324,4,0,3,1,2,:1O:1O:2O,,1O:2O:2O,,1L:1L,1,0.03000300030003
1325,4,0,3,1,2,:1O:1O:2O,,1N2O2S:1O:2O,,1L:1L,1,0.03000300030003
1326,4,0,3,1,2,:1O:1O:2O,,1N1O:2O:2O,,1L:1L,1,0.03000300030003
1327,4,0,3,1,2,:1O:1O:1O,,::1O,,1L:1L,1,0.03000300030003
1328,4,0,3,1,2,:1O:1O:1O,,:2O:2O,,1L:1L,1,0.03000300030003
1329,4,0,3,1,2,:1O:1O:1O,,:1N2O1S:1O,,1L:1L,1,0.03000300030003
1330,4,0,3,1,2,:1O:1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
1331,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:2O1S,,1L:1L,1,0.03000300030003
1332,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
1333,4,0,3,1,2,:1O:1O:1O,,1N2O2S:1O:2O,,1L:1L,1,0.03000300030003
1334,4,0,2,1,2,1O:1O:1O:1O,,2O:3O2S,,1L:1L,1,0.03000300030003
1335,4,0,2,1,2,1O:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
1336,4,0,2,1,2,1O:1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
1337,4,0,1,1,1,:::1O,,2O,,1L,1,0.03000300030003
1338,4,0,1,1,2,1O:1O:1O:2O,,,,1L:1L,1,0.03000300030003
1339,4,0,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1340,4,0,1,1,2,1O:1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
1341,4,0,1,1,2,1O:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1342,4,0,1,1,2,1O:1O:1O:1O,,1N4O2S,,1L:1L,1,0.03000300030003
1343,4,0,1,1,2,1O:1O:1O:1O,,1N2O,,1L:1L,1,0.03000300030003
1344,4,0,1,1,2,1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
1345,4,0,1,1,1,:::1O,,1N2O1S,,1L,1,0.03000300030003
1346,4,0,2,1,2,1O:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
1347,4,0,1,1,1,:::1O,,,,1L,1,0.03000300030003
1348,4,0,1,1,1,::1O:1O,,1N1O2S,,1L,1,0.03000300030003
1349,4,0,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
1350,4,0,1,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1351,4,0,0,3,2,:1O:1O:2O,,,::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1352,4,0,0,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1353,4,0,0,3,2,1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1354,4,0,1,1,2,1O:1O:1O:2O,,1N2O2S,,1L:1L,1,0.03000300030003
1355,4,0,1,1,2,1O:1O:1O:2O,,1N4O2S,,1L:1L,1,0.03000300030003
1356,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
1357,4,0,1,1,2,:1O:1O:1O,,,,1L:1L,1,0.03000300030003
1358,4,0,1,2,2,1O:1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1359,4,0,1,2,2,1O:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1360,4,0,1,2,2,1O:1O:1O:1O,,1N1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1361,4,0,1,2,2,1O:1O:1O:1O,,,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1362,4,0,1,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1363,4,0,1,2,1,::1O:1O,,1N2O1S,2S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
1364,4,0,1,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1365,4,0,1,1,3,:1O:1O:1O,,3O1S,,1L:1L:1L,1,0.03000300030003
1366,4,0,1,1,3,1O:1O:1O:1O,,3O1S,,1L:1L:1L,1,0.03000300030003
1367,4,0,1,1,2,::1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1368,4,0,1,1,2,:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
1369,4,0,1,1,2,:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1370,4,0,1,1,2,:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1371,4,0,1,1,2,:1O:1O:1O,,1O1S,,1L:1L,1,0.03000300030003
1372,4,0,1,1,2,:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
1373,4,0,0,2,2,:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1374,4,0,0,2,2,1O:1O:2O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1375,4,0,0,2,2,1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1376,3,2,1,1,1,:1O:1O,:,,,1L,1,0.03000300030003
1377,3,2,0,1,1,:1O:2O,:,,,1L,1,0.03000300030003
1378,3,2,0,1,1,1O:1O:2O,:,,,1L,1,0.03000300030003
1379,3,1,4,1,2,:1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1380,3,1,4,1,2,1O:1O:1O,1O,:1O:1O:1O,,1L:1L,1,0.03000300030003
1381,3,1,3,1,2,::1O,1O,1O:1O:2O,,1L:1L,1,0.03000300030003
1382,3,1,3,1,2,::1O,1O,1O:1O:1O,,1L:1L,1,0.03000300030003
1383,3,1,3,1,2,::1O,1O,1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
1384,3,1,3,1,2,:1O:2O,1O,1O:1O:1O,,1L:1L,1,0.03000300030003
1385,3,1,3,1,2,:1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
1386,3,1,3,1,2,:1O:1O,,1O:1O:1O,,1L:1L,1,0.03000300030003
1387,3,1,3,1,2,:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
1388,3,1,3,1,2,:1O:1O,,1N1O:1N2O1S:1O,,1L:1L,1,0.03000300030003
1389,3,1,3,1,2,1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
1390,3,1,3,1,2,1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
1391,3,1,3,1,1,:1O:1O,,:1O:1O,,1L,1,0.03000300030003
1392,3,2,1,1,1,1O:1O:1O,:,1O,,1L,1,0.03000300030003
1393,3,2,1,1,1,:1O:1O,:1O,2O1S,,1L,1,0.03000300030003
1394,4,0,0,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1395,3,2,1,1,1,::1O,:,1O,,1L,1,0.03000300030003
1396,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1397,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1398,4,0,0,2,2,1O:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1399,4,0,0,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1400,4,0,0,2,1,:1O:1O:1O,,,1S:1S:1S:1S:2S:3S:3S:3S,1L,1,0.03000300030003
1401,4,0,0,1,1,:::1O,,,,1L,1,0.03000300030003
1402,3,2,3,1,2,:1O:1O,:,1O:1O:1O,,1L:1L,1,0.03000300030003
1403,3,2,3,1,1,::1O,:,:1O:1O,,1L,1,0.03000300030003
1404,3,2,2,1,2,1O:1O:1O,:,2O:2O,,1L:1L,1,0.03000300030003
1405,3,2,2,1,2,1O:1O:1O,:,1O:1O,,1L:1L,1,0.03000300030003
1406,3,2,2,1,1,::1O,:1O,1O:1O,,1L,1,0.03000300030003
1407,3,2,1,2,2,1O:1O:1O,:,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1408,3,2,1,1,2,:1O:1O,:1O,2O,,1L:1L,1,0.03000300030003
1409,3,2,1,1,2,:1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
1410,3,2,1,1,2,1O:1O:1O,:,2O1S,,1L:1L,1,0.03000300030003
1411,4,0,1,2,2,1O:1O:1O:1O,,1N4O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1412,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1413,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1414,4,0,2,1,1,:1O:1O:1O,,1O:1O,,1L,1,0.03000300030003
1415,4,0,1,3,3,1O:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1416,4,0,1,3,2,::1O:1O,,1O,:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1417,4,0,1,3,2,::1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1418,4,0,1,3,2,::1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1419,4,0,1,3,2,:1O:1O:1O,,2O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1420,4,0,1,3,2,:1O:1O:1O,,2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1421,4,0,1,3,2,:1O:1O:1O,,1O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1422,4,0,1,3,2,:1O:1O:1O,,1O,::::::1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1423,4,0,1,3,2,:1O:1O:1O,,1O,:::::1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1424,4,0,1,3,2,:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1425,4,0,1,3,2,:1O:1O:1O,,1O,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1426,4,0,1,3,2,:1O:1O:1O,,1O,::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1427,4,0,1,3,2,:1O:1O:1O,,1O,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1428,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1429,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1430,4,0,1,3,3,:1O:1O:1O,,1O,::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1431,4,0,2,1,1,:1O:1O:1O,,1O:2O,,1L,1,0.03000300030003
1432,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1433,4,0,2,1,1,:1O:1O:1O,,1O:2O1S,,1L,1,0.03000300030003
1434,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1O1S,,1L:1L,1,0.03000300030003
1435,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1N2O2S,,1L:1L,1,0.03000300030003
1436,4,0,2,1,2,1O:1O:1O:1O,,1N1O:1N1O,,1L:1L,1,0.03000300030003
1437,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,1,0.03000300030003
1438,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O1S,,1L:1L,1,0.03000300030003
1439,4,0,2,1,1,:::2O,,1O:1O,,1L,1,0.03000300030003
1440,4,0,2,1,1,:::1O,,:1O,,1L,1,0.03000300030003
1441,4,0,2,1,1,:::1O,,1O:2O1S,,1L,1,0.03000300030003
1442,4,0,2,1,1,:::1O,,1O:2O,,1L,1,0.03000300030003
1443,4,0,2,1,1,:::1O,,1N1O:2O1S,,1L,1,0.03000300030003
1444,4,0,2,1,1,::1O:2O,,1O:1O,,1L,1,0.03000300030003
1445,4,0,2,1,1,::1O:1O,,1O:3O1S,,1L,1,0.03000300030003
1446,4,0,2,1,1,::1O:1O,,1N1O:1O,,1L,1,0.03000300030003
1447,4,0,2,1,1,::1O:1O,,1N1O1S:2O,,1L,1,0.03000300030003
1448,4,0,2,1,1,:1O:1O:1O,,:,,1L,1,0.03000300030003
1449,4,0,1,3,2,:1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1450,4,0,1,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1451,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1452,4,0,1,2,2,:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1453,4,0,1,2,2,:1O:1O:1O,,2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1454,4,0,1,2,2,:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1455,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1456,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1457,4,0,1,2,2,:1O:1O:1O,,1N3O2S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1458,4,0,1,2,2,:1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1459,4,0,1,2,2,:1O:1O:1O,,1N2O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1460,4,0,1,2,2,:1O:1O:1O,,1N2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1461,4,0,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1462,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1463,4,0,1,2,2,1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
