,num_dol,num_ofe,num_tfsi,num_ps,num_li,atoms_dol,atoms_ofe,atoms_tfsi,atoms_ps,atoms_li,count,%
256,2,0,2,2,2,:1O,,1O:1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
257,6,0,1,2,2,::1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
258,3,0,4,1,2,1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
259,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
260,5,0,1,1,2,:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
261,4,1,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
262,4,0,1,2,2,1O:1O:1O:2O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
263,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
264,3,0,4,1,2,1O:1O:1O,,:1O:1O:2O1S,,1L:1L,2,0.06000600060006
265,6,0,1,2,2,1O:1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
266,2,0,2,1,2,1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
267,6,0,1,1,2,::1O:1O:1O:1O,,1N2O1S,,1L:1L,2,0.06000600060006
268,4,0,3,1,2,1O:1O:1O:1O,,:1N2O2S:1O,,1L:1L,2,0.06000600060006
269,3,0,3,2,2,1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
270,3,0,3,2,2,1O:1O:1O,,:1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
271,2,0,3,3,2,:,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
272,2,0,3,3,2,:,,1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
273,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
274,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
275,3,0,3,1,2,:1O:1O,,1N2O2S:1O:1O,,1L:1L,2,0.06000600060006
276,3,0,3,1,2,:1O:1O,,1N4O2S:1O:1O,,1L:1L,2,0.06000600060006
277,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
278,3,0,3,1,2,:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
279,3,0,3,1,2,:1O:1O,,1O:2O:2O,,1L:1L,2,0.06000600060006
280,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
281,3,0,3,1,2,:1O:1O,,2O:2O:2O1S,,1L:1L,2,0.06000600060006
282,2,0,3,1,2,1O:1O,,1N1O1S:1O:1O1S,,1L:1L,2,0.06000600060006
283,5,0,1,2,2,1O:1O:1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
284,3,0,3,2,2,1O:1O:1O,,1O:1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
285,5,0,1,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
286,4,0,1,2,2,:1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
287,4,1,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
288,3,0,3,2,2,1O:1O:1O,,1O:1O:2O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
289,3,0,3,2,2,1O:1O:1O,,1O:1O:2O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
290,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
291,4,0,3,1,2,1O:1O:1O:1O,,:1N2O1S:1O,,1L:1L,2,0.06000600060006
292,5,0,1,1,2,:1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
293,4,1,1,1,2,1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
294,4,0,1,2,2,1O:1O:1O:2O,,1O,:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
295,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
296,3,0,4,1,2,:1O:1O,,1O:1O:1O:3O,,1L:1L,2,0.06000600060006
297,4,1,2,2,2,:1O:1O:1O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
298,3,1,3,1,2,1O:1O:1O,1O,1O:1O:1O,,1L:1L,2,0.06000600060006
299,3,1,3,1,2,:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
300,1,0,3,3,2,,,:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
301,3,1,4,1,2,1O:1O:1O,,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
302,4,0,1,2,2,1O:1O:1O:1O,,1N1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
303,4,0,2,2,2,::1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
304,4,0,1,1,2,::1O:1O,,1O,,1L:1L,2,0.06000600060006
305,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
306,1,0,3,3,2,,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
307,3,1,4,1,2,:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
308,7,0,1,1,2,::1O:1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
309,4,0,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
310,4,0,2,2,2,:1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
311,4,0,0,2,2,1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
312,6,0,2,1,1,::::1O:1O,,:1O,,1L,2,0.06000600060006
313,4,1,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
314,4,0,1,1,2,1O:1O:1O:1O,,1N2O1S,,1L:1L,2,0.06000600060006
315,4,0,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
316,4,0,2,2,2,:1O:1O:1O,,:1O,:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
317,1,0,3,3,2,,,1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
318,4,1,2,1,2,:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
319,4,0,2,2,2,:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
320,4,0,2,2,2,::1O:1O,,1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
321,4,1,2,1,2,:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
322,1,0,2,3,3,1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
323,4,0,2,2,2,::1O:1O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
324,4,1,2,1,2,:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
325,4,0,2,2,2,::1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
326,3,1,3,1,2,1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
327,3,1,3,1,2,1O:1O:1O,,1O:2O:2O,,1L:1L,2,0.06000600060006
328,3,1,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
329,1,0,3,3,2,1O,,1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
330,4,0,3,1,2,1O:1O:1O:1O,,1N2O:1O:1O,,1L:1L,2,0.06000600060006
331,3,0,4,1,2,:1O:1O,,1O:1O:2O:2O1S,,1L:1L,2,0.06000600060006
332,2,0,3,3,2,:,,1O:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
333,3,0,4,1,2,:1O:1O,,:1O:1O:1O,,1L:1L,2,0.06000600060006
334,1,0,5,1,2,1O,,1O:1O:1O:2O:2O1S,,1L:1L,2,0.06000600060006
335,3,0,4,2,2,1O:1O:1O,,::1O:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
336,4,0,2,2,2,:1O:1O:1O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
337,1,0,4,3,2,,,:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
338,5,0,1,1,2,1O:1O:1O:1O:1O,,1N3O1S,,1L:1L,2,0.06000600060006
339,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
340,5,0,1,1,2,1O:1O:1O:1O:1O,,1N2O1S,,1L:1L,2,0.06000600060006
341,5,0,1,1,2,1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
342,6,0,2,1,2,:::1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
343,4,0,1,2,2,1O:1O:1O:1O,,3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
344,6,0,2,2,2,::::1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
345,3,1,1,2,2,1O:1O:1O,,3O2S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
346,5,0,1,1,1,::1O:1O:1O,,,,1L,2,0.06000600060006
347,7,0,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
348,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
349,4,1,1,2,2,:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
350,1,0,3,3,3,1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
351,1,0,3,3,3,1O,,1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,2,0.06000600060006
352,5,0,0,2,2,1O:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
353,4,0,2,2,2,:::1O,,1O:1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
354,4,0,2,2,2,:1O:1O:1O,,1O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
355,5,0,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
356,1,0,3,3,2,1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
357,3,0,4,1,2,:1O:1O,,1O:2O:2O:2O1S,,1L:1L,2,0.06000600060006
358,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
359,4,0,3,1,2,:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
360,4,0,2,1,1,::1O:1O,,:1O,,1L,2,0.06000600060006
361,3,0,2,1,2,:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
362,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
363,4,0,2,1,2,:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
364,4,0,2,1,2,1O:1O:1O:1O,,1N2O:1O,,1L:1L,2,0.06000600060006
365,5,0,2,1,2,:1O:1O:1O:1O,,1N1O1S:2O,,1L:1L,2,0.06000600060006
366,4,0,2,1,2,:1O:1O:1O,,1N2O2S:2O,,1L:1L,2,0.06000600060006
367,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
368,5,0,3,1,2,:1O:1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
369,4,0,2,1,2,1O:1O:1O:1O,,1N2O2S:1O,,1L:1L,2,0.06000600060006
370,4,0,3,1,2,:1O:1O:1O,,:1N3O2S:1O,,1L:1L,2,0.06000600060006
371,5,0,2,1,2,1O:1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
372,2,0,3,3,2,:,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
373,4,0,2,1,2,:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
374,5,0,3,1,2,::1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
375,4,0,2,1,2,1O:1O:1O:1O,,1N2O1S:2O,,1L:1L,2,0.06000600060006
376,5,0,3,1,2,::1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
377,2,1,4,1,2,1O:1O,,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
378,2,1,3,1,2,1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
379,2,0,5,1,2,:1O,,:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
380,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:2O1S,,1L:1L,2,0.06000600060006
381,4,0,2,1,2,:1O:1O:1O,,:2O,,1L:1L,2,0.06000600060006
382,3,0,2,2,2,1O:1O:1O,,1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
383,2,0,5,1,2,:1O,,1O:1O:1O:1O:2O,,1L:1L,2,0.06000600060006
384,4,0,2,1,2,1O:1O:1O:1O,,1N1O1S:1O,,1L:1L,2,0.06000600060006
385,4,0,2,1,2,:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
386,5,0,2,1,2,:1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,2,0.06000600060006
387,4,0,2,1,2,1O:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
388,3,0,2,1,2,:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
389,5,0,2,2,2,:::1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
390,5,0,2,1,2,::1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
391,4,0,3,1,2,:1O:1O:2O,,:1O:2O,,1L:1L,2,0.06000600060006
392,5,0,2,1,2,::1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
393,5,0,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
394,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
395,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O,,1L:1L,2,0.06000600060006
396,3,0,1,2,2,1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
397,3,0,2,1,2,1O:1O:1O,,1N2O2S:2O,,1L:1L,2,0.06000600060006
398,3,0,1,2,2,1O:1O:1O,,2O1S,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L,2,0.06000600060006
399,3,0,1,2,2,1O:1O:1O,,2O1S,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
400,5,0,2,1,2,:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
401,3,0,1,2,2,1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
402,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
403,5,0,2,2,2,:::1O:1O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
404,4,0,2,1,2,1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
405,3,0,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
406,3,0,1,2,2,1O:1O:1O,,1O,2S:2S:2S:2S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
407,3,0,1,2,2,1O:1O:1O,,1O,1S:2S:2S:2S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
408,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
409,5,0,2,1,2,:1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
410,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
411,3,0,2,1,2,1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
412,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
413,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
414,3,0,2,2,2,1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
415,3,0,2,1,2,1O:1O:2O,,1O:1O1S,,1L:1L,2,0.06000600060006
416,4,0,4,1,2,1O:1O:1O:1O,,:1O:1O:1O,,1L:1L,2,0.06000600060006
417,3,0,2,2,2,::1O,,1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
418,3,0,2,2,2,:1O:1O,,1O:1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
419,2,0,4,1,2,:1O,,1O:2O:2O:2O1S,,1L:1L,2,0.06000600060006
420,4,0,1,2,2,:1O:1O:2O,,1O,:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
421,4,0,2,1,2,:1O:1O:2O,,1O:3O1S,,1L:1L,2,0.06000600060006
422,4,0,4,1,2,:1O:1O:1O,,:1O:1O:1O1S,,1L:1L,2,0.06000600060006
423,4,0,1,2,2,::1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
424,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
425,3,0,2,2,2,:1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
426,5,1,2,1,2,1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
427,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
428,3,0,3,1,2,1O:1O:1O,,1O:2O1S:2O2S,,1L:1L,2,0.06000600060006
429,5,0,1,2,2,:1O:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
430,2,0,4,1,2,1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
431,3,0,3,1,2,1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,2,0.06000600060006
432,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
433,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O,,1L:1L,2,0.06000600060006
434,3,0,2,2,2,::1O,,1O:1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
435,3,0,2,2,2,:1O:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
436,4,0,1,2,2,::1O:1O,,1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
437,5,1,1,1,2,1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
438,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
439,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
440,3,0,3,1,2,1O:1O:1O,,1N3O2S:1O:1O,,1L:1L,2,0.06000600060006
441,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:1O,,1L:1L,2,0.06000600060006
442,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,2,0.06000600060006
443,2,0,4,1,2,1O:1O,,:1O:2O:2O1S,,1L:1L,2,0.06000600060006
444,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:2O1S,,1L:1L,2,0.06000600060006
445,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
446,5,0,1,2,2,:1O:1O:1O:2O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
447,3,0,3,1,2,1O:1O:1O,,1N1O:1N2O:1O,,1L:1L,2,0.06000600060006
448,4,0,3,1,2,::1O:2O,,1O:1O:2O,,1L:1L,1,0.03000300030003
449,4,1,2,1,2,1O:1O:1O:1O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
450,4,0,3,1,2,:1O:1O:1O,,:1O:2O1S,,1L:1L,1,0.03000300030003
451,4,1,2,1,2,1O:1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
452,4,0,4,1,2,::1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
453,4,1,2,1,2,1O:1O:1O:1O,,1N1O:1O,,1L:1L,1,0.03000300030003
454,4,1,1,1,2,1O:1O:1O:1O,,1N1O1S,,1L:1L,1,0.03000300030003
455,4,1,1,1,1,::1O:1O,,2O,,1L,1,0.03000300030003
456,4,0,3,1,2,:1O:1O:1O,,:1O:3O1S,,1L:1L,1,0.03000300030003
457,4,1,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
458,4,0,3,1,2,::1O:1O,,1O:2O:2O1S,,1L:1L,1,0.03000300030003
459,4,0,2,2,2,::1O:1O,,1O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
460,4,0,3,1,2,::1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
461,4,0,3,1,2,::1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
462,4,0,3,1,2,::1O:1O,,1N2O1S:1O:2O,,1L:1L,1,0.03000300030003
463,4,0,3,1,2,1O:1O:1O:1O,,:1O:3O1S,,1L:1L,1,0.03000300030003
464,4,0,3,1,2,::1O:1O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
465,4,1,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
466,4,0,3,1,2,::1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
467,4,1,0,1,2,1O:1O:1O:1O,,,,1L:1L,1,0.03000300030003
468,4,0,3,1,2,:1O:1O:2O,,1O:2O:2O,,1L:1L,1,0.03000300030003
469,4,0,4,1,2,::1O:1O,,:1O:1O:1O,,1L:1L,1,0.03000300030003
470,4,0,3,1,2,:1O:1O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
471,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:2O1S,,1L:1L,1,0.03000300030003
472,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,1,0.03000300030003
473,4,1,2,1,2,1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
474,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
475,4,0,3,1,2,::1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
476,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
477,4,0,2,2,2,::1O:1O,,1O:2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
478,4,0,3,1,2,:1O:1O:1O,,1N1O:1O:2O,,1L:1L,1,0.03000300030003
479,4,1,1,1,2,1O:1O:1O:1O,,1N2O,,1L:1L,1,0.03000300030003
480,4,0,2,3,3,:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
481,4,0,3,2,2,:1O:1O:1O,,:1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
482,4,0,3,1,1,::1O:1O,,:1O:1O,,1L,1,0.03000300030003
483,4,0,3,1,1,::1O:1O,,:1O:1O1S,,1L,1,0.03000300030003
484,4,0,3,1,2,1O:1O:1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
485,4,0,3,1,2,1O:1O:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
486,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
487,4,0,3,1,2,1O:1O:1O:1O,,1N2O2S:1O:1O,,1L:1L,1,0.03000300030003
488,4,1,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
489,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
490,4,0,3,1,2,1O:1O:1O:1O,,1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
491,4,0,4,1,2,:1O:1O:1O,,1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
492,4,0,3,2,2,:1O:1O:1O,,:2O1S:2O2S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
493,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
494,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:3O2S,,1L:1L,1,0.03000300030003
495,4,0,3,2,2,:1O:1O:1O,,::1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
496,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
497,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
498,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
499,4,1,1,2,2,1O:1O:1O:1O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
500,4,0,3,1,2,:1O:1O:1O,,:1O:1O1S,,1L:1L,1,0.03000300030003
501,4,0,3,1,2,:1O:1O:1O,,1N3O2S:1O:2O,,1L:1L,1,0.03000300030003
502,4,0,2,2,2,::1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
