,num_dol,num_ofe,num_tfsi,num_ps,num_li,atoms_dol,atoms_ofe,atoms_tfsi,atoms_ps,atoms_li,count,%
752,3,0,1,3,2,1O:1O:1O,,2O,1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
753,3,0,1,2,2,1O:1O:2O,,1O,2S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
754,3,0,1,2,2,1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
755,3,0,1,2,2,1O:1O:2O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
756,3,0,1,2,2,1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
757,3,0,1,2,2,1O:1O:2O,,3O1S,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
758,3,0,1,2,2,:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
759,3,0,1,2,2,:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
760,3,0,1,2,2,:1O:1O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
761,3,0,1,2,2,:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
762,3,0,1,2,2,:1O:1O,,1O1S,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
763,3,0,1,2,2,:1O:2O,,1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
764,3,0,1,2,2,::1O,,1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
765,3,0,1,3,2,1O:1O:1O,,1O,1S:1S:1S:1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
766,3,0,1,3,2,1O:1O:1O,,2O1S,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
767,3,0,2,1,2,1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
768,3,0,1,3,2,1O:1O:1O,,2O1S,1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
769,3,0,2,1,1,::1O,,:1N1O1S,,1L,1,0.03000300030003
770,3,0,2,1,2,1O:1O:1O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
771,3,0,2,1,2,1O:1O:1O,,1N1O:1N2O1S,,1L:1L,1,0.03000300030003
772,3,0,2,1,2,1O:1O:1O,,1N1O:1O1S,,1L:1L,1,0.03000300030003
773,3,0,2,1,2,1O:1O:1O,,1N2O2S:1O,,1L:1L,1,0.03000300030003
774,3,0,2,1,2,1O:1O:1O,,1N2O:1O,,1L:1L,1,0.03000300030003
775,3,0,2,1,2,1O:1O:1O,,1N2O:2O,,1L:1L,1,0.03000300030003
776,3,0,2,1,2,1O:1O:1O,,1N2O:3O1S,,1L:1L,1,0.03000300030003
777,3,0,2,1,2,1O:1O:1O,,1N2O:3O2S,,1L:1L,1,0.03000300030003
778,3,0,2,1,2,1O:1O:1O,,1N3O1S:2O,,1L:1L,1,0.03000300030003
779,3,0,2,1,2,1O:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
780,3,0,2,1,2,1O:1O:1O,,1N4O2S:1O,,1L:1L,1,0.03000300030003
781,3,0,1,2,2,1O:1O:2O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
782,3,0,1,2,2,1O:1O:1O,,2O2S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
783,3,0,1,2,2,1O:1O:1O,,2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
784,3,0,1,2,2,1O:1O:1O,,2O1S,:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
785,2,1,4,1,2,1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
786,2,1,4,1,2,1O:1O,,:1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
787,2,1,4,1,2,1O:1O,,:1O:1O:1O,,1L:1L,1,0.03000300030003
788,2,2,3,1,2,1O:1O,:,1O:1O:1O,,1L:1L,1,0.03000300030003
789,3,0,1,1,2,1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
790,3,0,1,1,2,1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
791,3,0,1,1,2,1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
792,3,0,1,1,2,1O:1O:1O,,2O1S,,1L:1L,1,0.03000300030003
793,3,0,1,1,2,1O:1O:1O,,2O2S,,1L:1L,1,0.03000300030003
794,3,0,1,1,2,1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
795,3,0,1,1,2,1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
796,3,0,1,1,2,:1O:1O,,1O,,1L:1L,1,0.03000300030003
797,3,0,1,2,2,1O:1O:1O,,1N2O2S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
798,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
799,3,0,1,2,2,1O:1O:1O,,1O,1S:1S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
800,3,0,1,2,2,1O:1O:1O,,1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
801,3,0,1,2,2,1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
802,3,0,1,2,2,1O:1O:1O,,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
803,3,0,1,2,2,1O:1O:1O,,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
804,3,0,1,2,2,1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
805,3,0,1,2,2,1O:1O:1O,,2O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
806,3,0,1,2,2,1O:1O:1O,,2O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
807,3,0,1,2,2,1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
808,3,0,1,2,2,1O:1O:1O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
809,3,0,1,2,2,1O:1O:1O,,2O1S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
810,3,0,1,2,2,1O:1O:1O,,2O1S,1S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
811,3,0,1,2,2,1O:1O:1O,,2O1S,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
812,3,0,2,1,2,1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
813,3,0,2,1,2,1O:1O:1O,,2O1S:2O1S,,1L:1L,1,0.03000300030003
814,4,0,2,2,2,:1O:1O:2O,,1O:1O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
815,3,0,2,2,2,1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
816,3,0,2,2,2,1O:1O:1O,,1O:2O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
817,3,0,2,2,2,1O:1O:1O,,1O:2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
818,3,0,2,2,2,1O:1O:1O,,1O:2O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
819,3,0,2,2,2,1O:1O:1O,,2O:2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
820,3,0,2,2,2,1O:1O:1O,,2O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
821,3,0,2,2,2,1O:1O:1O,,2O:3O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
822,3,0,2,2,2,1O:1O:1O,,:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
823,3,0,2,2,2,1O:1O:1O,,:2O,:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
824,3,0,2,2,2,1O:1O:1O,,:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
825,3,0,2,2,2,1O:1O:1O,,:2O1S,:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
826,3,0,2,2,2,1O:1O:1O,,:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
827,3,0,2,2,2,1O:1O:2O,,1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
828,3,0,2,2,2,1O:1O:2O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
829,3,0,2,2,2,1O:2O:2O,,2O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
830,3,0,2,1,2,1O:1O:1O,,2O1S:3O2S,,1L:1L,1,0.03000300030003
831,3,0,2,2,2,:1O:1O,,1N1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
832,3,0,2,2,2,:1O:1O,,1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
833,3,0,2,2,2,:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
834,3,0,2,2,2,:1O:1O,,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
835,3,0,2,2,2,:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
836,3,0,2,2,2,:1O:1O,,1O:2O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
837,3,0,2,2,2,:1O:1O,,1O:2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
838,3,0,2,2,2,:1O:1O,,1O:3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
839,3,0,2,2,2,:1O:1O,,2O:3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
840,3,0,2,2,2,::1O,,1N1O1S:1O,1S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
841,3,0,2,2,2,::1O,,1O:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
842,3,0,2,2,2,::1O,,1O:2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
843,3,0,3,1,1,:1O:1O,,1O:1O:2O1S,,1L,1,0.03000300030003
844,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
845,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
846,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
847,3,0,2,2,2,1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
848,3,0,2,1,2,1O:1O:1O,,2O:3O,,1L:1L,1,0.03000300030003
849,3,0,2,1,2,1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
850,3,0,2,1,2,1O:1O:1O,,:1N3O2S,,1L:1L,1,0.03000300030003
851,3,0,2,1,2,1O:1O:1O,,:2O,,1L:1L,1,0.03000300030003
852,3,0,2,1,2,1O:1O:1O,,:2O1S,,1L:1L,1,0.03000300030003
853,3,0,2,1,2,1O:1O:2O,,1N2O1S:1O,,1L:1L,1,0.03000300030003
854,3,0,2,1,2,1O:1O:2O,,1O1S:2O,,1L:1L,1,0.03000300030003
855,3,0,2,1,2,:1O:1O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
856,3,0,2,1,2,:1O:1O,,1N3O2S:1O,,1L:1L,1,0.03000300030003
857,3,0,2,1,2,:1O:1O,,1O1S:2O,,1L:1L,1,0.03000300030003
858,3,0,2,1,2,:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
859,3,0,2,1,2,:1O:1O,,1O:3O,,1L:1L,1,0.03000300030003
860,3,0,2,1,2,::1O,,1O:1O,,1L:1L,1,0.03000300030003
861,3,0,2,2,2,1O:1O:1O,,1N1O1S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
862,3,0,2,2,2,1O:1O:1O,,1N2O1S:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
863,3,0,2,2,2,1O:1O:1O,,1N2O2S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
864,3,0,2,2,2,1O:1O:1O,,1N3O1S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
865,3,0,2,2,2,1O:1O:1O,,1N3O2S:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
866,3,0,2,2,2,1O:1O:1O,,1N3O2S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
867,3,0,2,2,2,1O:1O:1O,,1O1S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
868,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
869,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
870,3,0,2,2,2,1O:1O:1O,,1O:1O,1S:1S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
871,3,0,2,2,2,1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
872,3,0,2,2,2,1O:1O:1O,,1O:1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
873,3,0,2,2,2,1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
874,3,0,2,2,2,1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
875,2,1,4,1,2,1O:1O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
876,2,1,3,1,2,1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
877,2,1,3,1,2,1O:1O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
878,2,0,1,2,2,:1O,,1O,2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
879,1,0,5,1,2,1O,,1O:1O:1O:2O:3O1S,,1L:1L,1,0.03000300030003
880,1,0,5,1,2,1O,,:1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
881,1,0,5,2,2,1O,,::1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
882,1,0,5,2,2,1O,,::1O:1O:1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
883,1,1,3,3,2,,,1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
884,1,1,3,3,2,,,1O:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
885,1,1,4,2,2,1O,,:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
886,2,0,1,2,2,1O:1O,,1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
887,2,0,1,2,2,1O:1O,,1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
888,2,0,1,2,2,1O:1O,,1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
889,2,0,1,2,2,1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
890,2,0,1,2,2,1O:1O,,1O,2S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
891,2,0,1,2,2,1O:1O,,2O1S,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
892,2,0,2,1,2,1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
893,2,1,3,1,2,1O:1O,,1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
894,2,0,2,1,2,1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
895,2,0,2,2,2,1O:1O,,1N2O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
896,2,0,2,2,2,1O:1O,,1O1S:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
897,2,0,2,2,2,1O:1O,,1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
898,2,0,2,2,2,1O:1O,,1O:1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
899,2,0,2,2,2,1O:1O,,1O:3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
900,2,0,2,2,2,1O:2O,,1O:2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
901,2,0,2,2,2,:,,1O:2O,1S:1S:1S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
902,2,0,2,2,2,:1O,,1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
903,2,0,2,2,2,:1O,,1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
904,2,0,2,2,2,:1O,,1O:1O,1S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
905,2,0,2,2,2,:1O,,1O:1O1S,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
906,2,0,2,2,2,:1O,,1O:2O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
907,1,0,5,1,2,1O,,1O:1O:1O:2O:2O,,1L:1L,1,0.03000300030003
908,1,0,5,1,2,1O,,1N1O1S:1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
909,1,0,4,3,3,1O,,:1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
910,1,0,4,2,2,1O,,:1N1O:1O:1O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
911,1,0,2,1,2,1O,,1O:1O,,1L:1L,1,0.03000300030003
912,1,0,2,3,2,,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
913,1,0,2,3,3,1O,,1O:2O,2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
914,1,0,3,2,2,1O,,1N1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
915,1,0,3,3,2,,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
916,1,0,3,3,2,,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
917,1,0,3,3,2,,,1O:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
918,1,0,3,3,2,,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
919,1,0,3,3,2,,,1O:1O:2O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
920,1,0,3,3,2,,,:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:4S:5S:5S,1L:1L,1,0.03000300030003
921,1,0,3,3,2,1O,,1O:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
922,1,0,3,3,2,1O,,1O:1O:2O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
923,1,0,3,3,2,1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
924,1,0,3,3,3,,,1O:1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
925,1,0,3,3,3,,,1O:1O:2O,1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L:1L,1,0.03000300030003
926,1,0,3,3,3,1O,,1N1O:1O:1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
927,1,0,3,3,3,1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
928,1,0,3,3,3,1O,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
929,1,0,3,3,3,1O,,1O:2O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
930,1,0,3,3,3,1O,,1O:2O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
931,1,0,3,3,3,1O,,:1O:1O,1S:1S:1S:1S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
932,1,0,4,1,2,1O,,1N2O1S:1O:1O:2O,,1L:1L,1,0.03000300030003
933,1,0,4,1,2,1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
934,1,0,4,1,2,1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
935,1,0,4,1,2,1O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
936,1,0,4,1,3,1O,,1O:2O:2O1S:2O1S,,1L:1L:1L,1,0.03000300030003
937,1,0,4,2,2,1O,,:1N1O1S:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
938,2,0,2,2,2,:1O,,1O:2O,1S:2S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
939,2,0,2,2,2,:1O,,1O:2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
940,2,0,2,2,2,:1O,,1O:2O,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
941,2,0,3,3,3,:,,1N2O:1O:1O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
942,2,0,4,1,2,1O:1O,,1O:1O:1O1S:2O,,1L:1L,1,0.03000300030003
943,2,0,4,1,2,1O:1O,,1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
944,2,0,4,1,2,1O:1O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
945,2,0,4,1,2,1O:1O,,1O:1O:2O:2O2S,,1L:1L,1,0.03000300030003
946,2,0,4,1,2,1O:1O,,1O:2O:2O1S:3O,,1L:1L,1,0.03000300030003
947,2,0,4,1,2,1O:1O,,1O:2O:2O:2O1S,,1L:1L,1,0.03000300030003
948,2,0,4,1,2,1O:1O,,:1O:1O:2O,,1L:1L,1,0.03000300030003
949,2,0,4,1,2,1O:1O,,:1O:2O:2O,,1L:1L,1,0.03000300030003
950,2,0,4,1,2,1O:2O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
951,2,0,4,1,2,:1O,,1N3O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
952,2,0,4,1,2,:1O,,1N3O2S:1O:1O:1O,,1L:1L,1,0.03000300030003
953,2,0,4,1,2,:1O,,1O:1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
954,2,0,4,1,2,:1O,,1O:1O:2O:2O,,1L:1L,1,0.03000300030003
955,2,0,4,1,2,:1O,,1O:1O:2O:2O1S,,1L:1L,1,0.03000300030003
956,2,0,4,1,2,:1O,,1O:1O:2O:3O1S,,1L:1L,1,0.03000300030003
957,2,0,4,1,3,1O:1O,,1O:1O:1O:2O1S,,1L:1L:1L,1,0.03000300030003
958,2,0,4,2,2,:1O,,:1O:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
959,2,0,4,3,2,:1O,,:1O:1O:1O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
960,2,0,5,1,2,:1O,,1N1O1S:1N2O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
961,2,0,5,1,2,:1O,,1O:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
962,2,0,5,1,2,:1O,,1O:1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
963,2,0,5,1,2,:1O,,1O:1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
964,2,0,5,1,2,:1O,,:1N1O:1O:1O:1O1S,,1L:1L,1,0.03000300030003
965,2,0,5,1,2,:1O,,:1O:1O:1O:1O,,1L:1L,1,0.03000300030003
966,2,0,5,1,2,:1O,,:1O:1O:1O:3O1S,,1L:1L,1,0.03000300030003
967,2,1,2,2,2,1O:1O,,1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
968,2,1,3,1,2,1O:1O,,1N1O1S:1O:1O,,1L:1L,1,0.03000300030003
969,2,0,3,3,3,:1O,,1O:1O:3O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
970,2,0,3,3,2,:1O,,1O:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
971,2,0,2,2,2,:1O,,1O:2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
972,2,0,3,3,2,:1O,,1O:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
973,2,0,2,2,2,:1O,,1O:2O1S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
974,2,0,2,3,2,:,,1O:1O,1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
975,2,0,2,3,2,:,,1O:1O,:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
976,2,0,2,3,2,:,,1O:2O,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
