,num_dol,num_tep,num_tfsi,num_ps,num_li,atoms_dol,atoms_tep,atoms_tfsi,atoms_ps,atoms_li,count,%
752,2,2,2,1,2,1O:1O,1O:1O,:1O,,1L:1L,1,0.03000300030003
753,2,0,1,1,2,1O:1O,,3O,,1L:1L,1,0.03000300030003
754,2,2,0,1,1,:2O,1O:1O,,,1L,1,0.03000300030003
755,2,1,1,1,2,1O:1O,1O,1N2O1S,,1L:1L,1,0.03000300030003
756,2,1,1,1,2,1O:1O,1O,1N2O2S,,1L:1L,1,0.03000300030003
757,2,1,1,1,2,1O:1O,2O,3O1S,,1L:1L,1,0.03000300030003
758,2,1,1,1,2,:,1O,2O1S,,1L:1L,1,0.03000300030003
759,2,1,2,1,1,:1O,,1O:1O,,1L,1,0.03000300030003
760,2,1,2,1,1,:1O,,:1O,,1L,1,0.03000300030003
761,2,1,2,1,2,1O:1O,1O,:2O,,1L:1L,1,0.03000300030003
762,2,2,0,1,2,1O:1O,:,,,1L:1L,1,0.03000300030003
763,2,2,2,1,1,:1O,:,:1O,,1L,1,0.03000300030003
764,2,2,0,1,2,1O:2O,:1O,,,1L:1L,1,0.03000300030003
765,2,2,0,1,2,:1O,1O:2O,,,1L:1L,1,0.03000300030003
766,2,2,0,1,2,:2O,:,,,1L:1L,1,0.03000300030003
767,2,2,0,2,1,:,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
768,2,2,0,2,1,:,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
769,2,2,0,2,1,:1O,:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
770,2,2,0,2,2,1O:1O,1O:1O,,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
771,2,1,1,1,2,1O:1O,,2O,,1L:1L,1,0.03000300030003
772,2,1,1,1,1,:2O,,1O,,1L,1,0.03000300030003
773,2,1,1,1,1,:1O,1O,1O,,1L,1,0.03000300030003
774,2,1,1,1,1,:1O,1O,,,1L,1,0.03000300030003
775,2,0,2,1,1,:,,1O:1O,,1L,1,0.03000300030003
776,2,0,2,1,2,1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
777,2,0,2,1,2,1O:1O,,:1O,,1L:1L,1,0.03000300030003
778,2,1,0,1,1,:1O,2O,,,1L,1,0.03000300030003
779,2,1,0,1,2,1O:1O,,,,1L:1L,1,0.03000300030003
780,2,1,0,1,2,1O:2O,1O,,,1L:1L,1,0.03000300030003
781,2,1,0,2,1,:1O,,,1S:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
782,2,1,0,2,1,:1O,1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
783,2,1,0,2,2,1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
784,2,1,0,2,2,1O:1O,1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
785,2,1,0,2,2,:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
786,2,1,1,1,1,1O:1O,,2O,,1L,1,0.03000300030003
787,2,1,1,1,1,:,,1O,,1L,1,0.03000300030003
788,2,1,1,1,1,:,1O,1O,,1L,1,0.03000300030003
789,2,1,1,1,1,:1O,,,,1L,1,0.03000300030003
790,2,2,0,2,2,1O:1O,1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
791,2,2,0,2,2,1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
792,2,2,0,2,2,1O:1O,:,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
793,2,2,1,1,2,1O:1O,:,2O,,1L:1L,1,0.03000300030003
794,2,2,1,1,2,1O:2O,1O:1O,,,1L:1L,1,0.03000300030003
795,2,2,1,1,2,1O:2O,1O:1O,1O,,1L:1L,1,0.03000300030003
796,2,2,1,1,2,1O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
797,2,2,1,1,2,:,:1O,2O,,1L:1L,1,0.03000300030003
798,2,2,1,1,2,:1O,1O:1O,,,1L:1L,1,0.03000300030003
799,2,2,1,1,2,:1O,1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
800,2,2,1,1,2,:1O,1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
801,2,2,1,1,2,:1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
802,2,2,1,1,2,:1O,1O:1O,4O2S,,1L:1L,1,0.03000300030003
803,2,2,1,1,2,:1O,1O:2O,1O,,1L:1L,1,0.03000300030003
804,2,2,1,1,2,:1O,1O:2O,3O1S,,1L:1L,1,0.03000300030003
805,2,2,1,1,2,:1O,:,,,1L:1L,1,0.03000300030003
806,2,2,1,1,2,:1O,:1O,2O1S,,1L:1L,1,0.03000300030003
807,2,2,1,2,2,:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
808,2,2,2,1,1,:,1O:1O,:,,1L,1,0.03000300030003
809,2,2,1,1,2,1O:1O,:1O,3O1S,,1L:1L,1,0.03000300030003
810,2,2,1,1,2,1O:1O,1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
811,2,2,0,2,2,1O:1O,:1O,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
812,2,2,1,1,2,1O:1O,1O:1O,1N2O,,1L:1L,1,0.03000300030003
813,2,2,0,2,2,:,1O:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
814,2,2,0,2,2,:1O,1O:1O,,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
815,2,2,0,2,2,:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
816,2,2,0,2,2,:1O,1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
817,2,2,0,2,2,:1O,:1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
818,2,2,0,2,2,:1O,:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
819,2,2,1,1,1,1O:1O,:,,,1L,1,0.03000300030003
820,2,2,1,1,1,1O:1O,:1O,,,1L,1,0.03000300030003
821,2,2,1,1,1,1O:1O,:1O,1O,,1L,1,0.03000300030003
822,2,2,1,1,1,:,1O:1O,,,1L,1,0.03000300030003
823,2,2,1,1,1,:,:,1O,,1L,1,0.03000300030003
824,2,2,1,1,1,:,:1O,,,1L,1,0.03000300030003
825,2,2,1,1,1,:1O,:,,,1L,1,0.03000300030003
826,2,2,1,1,1,:1O,:,2O,,1L,1,0.03000300030003
827,2,2,1,1,1,:1O,:1O,2O,,1L,1,0.03000300030003
828,8,1,0,1,1,:::::1O:1O:1O,,,,1L,1,0.03000300030003
