,num_dol,num_thf,num_tfsi,num_ps,num_li,atoms_dol,atoms_thf,atoms_tfsi,atoms_ps,atoms_li,count,%
1345,2,4,1,1,2,2O:2O,::1O:1O,1O,,1L:1L,1,0.03000300030003
1346,2,4,1,1,2,1O:2O,::1O:1O,2O,,1L:1L,1,0.03000300030003
1347,2,4,1,1,2,1O:2O,::1O:1O,1O1S,,1L:1L,1,0.03000300030003
1348,2,4,1,1,2,1O:2O,:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1349,2,4,1,1,2,1O:2O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1350,2,2,3,1,2,1O:1O,1O:1O,:2O:2O,,1L:1L,1,0.03000300030003
1351,2,2,2,2,2,:1O,:1O,1O1S:2O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1352,3,1,0,3,2,:1O:1O,1O,,2S:2S:2S:3S:3S:4S:4S:4S:4S:4S:4S:5S:5S:6S:6S:6S,1L:1L,1,0.03000300030003
1353,1,4,1,1,1,2O,::1O:1O,2O2S,,1L,1,0.03000300030003
1354,1,4,1,2,1,,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1355,1,4,1,2,1,,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1356,1,4,1,1,2,2O,:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1357,1,4,1,1,2,2O,:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1358,1,4,1,1,2,1O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1359,1,4,1,1,2,1O,:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1360,1,4,1,1,2,1O,1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1361,1,4,1,1,2,1O,1O:1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1362,1,4,1,1,2,,1O:1O:1O:1O,1N4O2S,,1L:1L,1,0.03000300030003
1363,1,4,1,1,2,,1O:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1364,1,4,1,1,1,2O,:::1O,1O,,1L,1,0.03000300030003
1365,1,4,1,1,1,1O,:::,2O,,1L,1,0.03000300030003
1366,1,5,1,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
1367,1,4,1,1,1,1O,::1O:1O,2O,,1L,1,0.03000300030003
1368,1,4,1,1,1,1O,::1O:1O,1O1S,,1L,1,0.03000300030003
1369,1,4,1,1,1,,::1O:1O,2O1S,,1L,1,0.03000300030003
1370,1,4,1,1,1,,::1O:1O,1O,,1L,1,0.03000300030003
1371,1,4,0,2,2,2O,:1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1372,1,4,0,2,1,1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1373,1,4,0,1,1,2O,::1O:1O,,,1L,1,0.03000300030003
1374,1,4,0,1,1,,:1O:1O:1O,,,1L,1,0.03000300030003
1375,1,3,3,1,2,1O,1O:1O:1O,:1O:1O,,1L:1L,1,0.03000300030003
1376,1,3,2,2,2,1O,1O:1O:1O,:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1377,1,3,2,2,2,1O,1O:1O:1O,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1378,1,4,1,2,2,,1O:1O:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1379,1,4,1,2,2,,1O:1O:1O:1O,2O1S,1S:1S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1380,1,4,1,2,2,,:1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1381,1,4,1,2,2,1O,::1O:1O,1O,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1382,1,5,0,2,2,1O,:1O:1O:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1383,1,5,0,2,1,,::::1O,,2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1384,1,5,0,1,2,2O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
1385,1,5,0,1,2,2O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1386,1,5,0,1,1,2O,:::1O:1O,,,1L,1,0.03000300030003
1387,1,5,0,1,1,1O,::1O:1O:1O,,,1L,1,0.03000300030003
1388,1,5,0,1,1,,:::1O:1O,,,1L,1,0.03000300030003
1389,1,4,3,1,2,1O,:1O:1O:1O,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1390,1,4,2,1,2,2O,:1O:1O:1O,:2O2S,,1L:1L,1,0.03000300030003
1391,1,4,2,1,2,2O,1O:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1392,1,4,2,1,2,1O,::1O:1O,2O:2O2S,,1L:1L,1,0.03000300030003
1393,1,4,2,1,2,1O,::1O:1O,1N3O2S:1O,,1L:1L,1,0.03000300030003
1394,1,4,2,1,2,1O,:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1395,1,4,2,1,2,1O,:1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1396,1,4,2,1,2,1O,:1O:1O:1O,1N2O2S:1O,,1L:1L,1,0.03000300030003
1397,1,4,2,1,2,1O,1O:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1398,1,4,2,1,2,1O,1O:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1399,1,4,2,1,2,,:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1400,1,4,2,1,2,,1O:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1401,1,4,2,1,2,,1O:1O:1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1402,1,4,2,1,1,,::1O:1O,1N1O1S:1O,,1L,1,0.03000300030003
1403,1,4,2,1,1,,:1O:1O:1O,1O:1O1S,,1L,1,0.03000300030003
1404,1,4,1,2,2,1O,::1O:1O,2O1S,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1405,1,3,2,1,2,2O,1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1406,1,3,2,1,2,1O,:1O:1O,1N3O2S:1O1S,,1L:1L,1,0.03000300030003
1407,1,3,2,1,2,1O,1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
1408,1,2,2,2,2,1O,1O:1O,:1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1409,1,2,1,3,2,1O,:1O,2O2S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1410,1,1,1,3,2,1O,1O,2O1S,2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1411,0,7,1,1,2,,:::1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1412,0,7,1,1,2,,::1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1413,0,7,0,1,1,,:::::1O:1O,,,1L,1,0.03000300030003
1414,0,6,1,1,2,,::1O:1O:1O:1O,2O2S,,1L:1L,1,0.03000300030003
1415,0,6,1,1,2,,:1O:1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1416,0,6,1,1,2,,:1O:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1417,0,6,1,1,2,,:1O:1O:1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1418,0,6,1,1,2,,:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1419,0,6,1,1,2,,1O:1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
1420,0,6,0,1,1,,:::1O:1O:1O,,,1L,1,0.03000300030003
1421,0,5,2,1,2,,:1O:1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1422,0,5,1,1,2,,:1O:1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1423,0,5,1,1,2,,:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1424,0,5,1,1,2,,:1O:1O:1O:1O,1N4O2S,,1L:1L,1,0.03000300030003
1425,0,5,1,1,2,,:1O:1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1426,0,5,1,1,1,,::1O:1O:1O,2O1S,,1L,1,0.03000300030003
1427,0,5,0,2,1,,::::1O,,2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1428,0,5,0,2,1,,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
1429,0,5,0,1,1,,::1O:1O:1O,,,1L,1,0.03000300030003
1430,0,4,1,1,2,,1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1431,0,4,1,1,2,,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1432,1,2,2,1,2,1O,:1O,:2O,,1L:1L,1,0.03000300030003
1433,1,3,0,1,0,,::,,,,1,0.03000300030003
1434,1,3,2,1,2,1O,1O:1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1435,1,3,0,1,1,1O,1O:1O:1O,,,1L,1,0.03000300030003
1436,1,3,2,1,2,1O,1O:1O:1O,1O1S:2O2S,,1L:1L,1,0.03000300030003
1437,1,3,2,1,1,1O,::1O,:2O1S,,1L,1,0.03000300030003
1438,1,3,1,3,2,1O,::1O,2O1S,2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1439,1,3,1,2,2,1O,:1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1440,1,3,1,2,2,1O,:1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1441,1,3,1,2,2,1O,1O:1O:1O,2O1S,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1442,1,3,1,2,2,1O,1O:1O:1O,1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1443,1,3,1,2,2,1O,1O:1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1444,1,3,1,2,2,,1O:1O:1O,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1445,1,3,1,1,2,2O,1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1446,1,3,1,1,2,1O,1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1447,1,3,1,1,2,1O,1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
1448,1,3,1,1,2,1O,1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1449,1,3,1,1,2,1O,1O:1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1450,1,3,1,1,2,1O,1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1451,1,3,1,1,2,1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
1452,1,3,1,1,1,1O,::1O,1O1S,,1L,1,0.03000300030003
1453,1,3,1,1,1,1O,::1O,1O,,1L,1,0.03000300030003
1454,1,3,1,1,1,1O,::,2O1S,,1L,1,0.03000300030003
1455,1,3,1,1,1,1O,:1O:1O,1O,,1L,1,0.03000300030003
1456,1,3,0,2,2,2O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1457,1,3,0,2,2,1O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:3S:4S,1L:1L,1,0.03000300030003
1458,1,3,0,2,1,1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1459,1,5,0,2,2,1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1460,1,5,1,1,1,,::1O:1O:1O,1N2O2S,,1L,1,0.03000300030003
1461,2,2,2,2,2,1O:1O,:1O,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1462,2,2,1,2,2,1O:1O,1O:1O,2O1S,:1S:1S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1463,2,2,1,2,2,:1O,1O:1O,1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1464,2,2,1,2,2,:1O,1O:1O,,3S:3S:3S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1465,2,2,1,2,2,1O:2O,:,1N3O2S,1S:2S:2S:2S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1466,2,2,1,2,2,1O:2O,1O:1O,2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1467,2,2,1,2,2,1O:2O,1O:1O,2O,1S:1S:2S:2S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1468,2,2,1,2,2,1O:2O,1O:1O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1469,2,2,1,2,2,1O:1O,:1O,2O1S,3S:3S:4S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1470,2,2,1,2,2,1O:1O,:1O,2O,2S:2S:3S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1471,2,2,1,2,2,1O:1O,:1O,1O,3S:3S:4S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1472,2,2,1,2,2,1O:1O,:1O,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1473,2,2,1,2,2,1O:1O,1O:1O,3O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1474,2,2,1,2,2,1O:1O,1O:1O,2O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1475,1,5,1,1,1,,::1O:1O:1O,1O,,1L,1,0.03000300030003
1476,2,2,1,2,2,1O:1O,1O:1O,2O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1477,2,2,1,2,2,1O:1O,1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1478,2,2,1,2,2,1O:1O,1O:1O,1O1S,2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1479,2,2,1,2,2,1O:1O,1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1480,2,2,1,2,2,1O:1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1481,2,2,1,2,2,1O:1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1482,2,2,1,2,2,1O:1O,1O:1O,1N1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1483,2,2,1,2,2,1O:1O,1O:1O,,3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1484,2,2,1,2,2,1O:1O,1O:1O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1485,2,2,1,1,2,1O:2O,1O:1O,2O2S,,1L:1L,1,0.03000300030003
1486,2,2,1,1,2,1O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
1487,2,2,1,2,3,1O:1O,1O:1O,2O1S,1S:2S:3S:3S:4S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1488,2,2,1,2,3,1O:2O,1O:1O,1O,2S:3S:3S:3S:3S:3S:3S:4S,1L:1L:1L,1,0.03000300030003
1489,2,2,1,2,3,1O:2O,1O:1O,1O,2S:3S:4S:4S:4S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
1490,2,2,1,2,3,1O:2O,:1O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1491,2,2,2,2,2,1O:1O,1O:1O,:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1492,2,2,2,1,3,1O:1O,1O:1O,1O:1O,,1L:1L:1L,1,0.03000300030003
1493,2,2,2,1,2,:2O,:1O,1N1O1S:2O1S,,1L:1L,1,0.03000300030003
1494,2,2,2,1,2,2O:2O,1O:1O,1O:3O2S,,1L:1L,1,0.03000300030003
1495,2,2,2,1,2,1O:2O,:1O,1N4O2S:1O,,1L:1L,1,0.03000300030003
1496,2,2,2,1,2,1O:2O,1O:1O,1O1S:2O1S,,1L:1L,1,0.03000300030003
1497,2,2,2,1,2,1O:1O,:1O,:1O,,1L:1L,1,0.03000300030003
1498,2,2,2,1,2,1O:1O,:1O,1O:2O2S,,1L:1L,1,0.03000300030003
1499,2,2,2,1,2,1O:1O,:1O,1O:1O1S,,1L:1L,1,0.03000300030003
1500,2,2,2,1,2,1O:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
1501,2,2,2,1,2,1O:1O,1O:1O,:1O1S,,1L:1L,1,0.03000300030003
1502,2,2,2,1,2,1O:1O,1O:1O,2O1S:2O2S,,1L:1L,1,0.03000300030003
1503,2,2,2,1,2,1O:1O,1O:1O,2O1S:2O1S,,1L:1L,1,0.03000300030003
1504,2,2,2,1,2,1O:1O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
1505,2,2,2,1,2,1O:1O,1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1506,2,2,2,1,2,1O:1O,1O:1O,1O1S:1O1S,,1L:1L,1,0.03000300030003
1507,2,2,2,1,1,:1O,:,1O:2O,,1L,1,0.03000300030003
1508,2,2,2,1,1,:1O,:,1O:1O1S,,1L,1,0.03000300030003
1509,2,2,2,1,1,:1O,:,1O:1O,,1L,1,0.03000300030003
1510,2,2,2,1,1,:1O,:,1O1S:1O1S,,1L,1,0.03000300030003
1511,2,2,1,4,2,1O:1O,:1O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1512,2,2,1,3,2,1O:1O,:1O,2O1S,1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1513,2,2,1,3,2,1O:1O,1O:1O,1O,2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1514,2,2,1,1,2,1O:2O,1O:1O,1N1O2S,,1L:1L,1,0.03000300030003
1515,2,2,1,1,2,1O:1O,:1O,1O,,1L:1L,1,0.03000300030003
1516,2,2,1,1,2,1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
1517,1,6,1,1,1,1O,:::::1O,1O,,1L,1,0.03000300030003
1518,1,6,1,1,1,,:::1O:1O:1O,1O,,1L,1,0.03000300030003
1519,1,6,1,1,1,,:::1O:1O:1O,,,1L,1,0.03000300030003
1520,1,6,0,1,1,1O,:::1O:1O:1O,,,1L,1,0.03000300030003
1521,1,6,0,1,1,,::::1O:1O,,,1L,1,0.03000300030003
1522,1,5,2,1,2,1O,::1O:1O:1O,:1O,,1L:1L,1,0.03000300030003
1523,1,5,1,2,3,2O,:1O:1O:1O:1O,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1524,1,5,1,2,2,1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1525,1,5,1,1,2,2O,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1526,1,5,1,1,2,1O,::1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1527,1,5,1,1,2,1O,:1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1528,1,5,1,1,2,1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1529,1,5,1,1,2,,:1O:1O:1O:1O,3O1S,,1L:1L,1,0.03000300030003
1530,1,5,1,1,2,,1O:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1531,1,5,1,1,2,,1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1532,1,5,1,1,1,2O,:::1O:1O,1O,,1L,1,0.03000300030003
1533,1,5,1,1,1,1O,::::1O,2O1S,,1L,1,0.03000300030003
1534,1,5,1,1,1,1O,::::1O,1O,,1L,1,0.03000300030003
1535,1,5,1,1,1,1O,::::1O,1N2O1S,,1L,1,0.03000300030003
1536,1,5,1,1,1,1O,:::1O:1O,2O1S,,1L,1,0.03000300030003
1537,1,5,1,1,1,1O,:::1O:1O,1O,,1L,1,0.03000300030003
1538,1,5,1,1,1,1O,::1O:1O:1O,1O,,1L,1,0.03000300030003
1539,1,5,1,1,1,,:::1O:1O,1O1S,,1L,1,0.03000300030003
1540,1,5,1,1,1,,:::1O:1O,1N2O1S,,1L,1,0.03000300030003
1541,1,6,1,1,1,1O,:::1O:1O:1O,1O,,1L,1,0.03000300030003
1542,1,6,1,1,2,,1O:1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1543,2,2,1,1,2,1O:1O,1O:1O,2O,,1L:1L,1,0.03000300030003
1544,1,6,1,1,2,,:1O:1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
1545,2,2,1,1,2,1O:1O,1O:1O,1N3O2S,,1L:1L,1,0.03000300030003
1546,2,2,1,1,1,:1O,:,1N2O1S,,1L,1,0.03000300030003
1547,2,2,0,3,2,1O:2O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1548,2,2,0,2,2,1O:2O,:,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1549,2,2,0,2,2,1O:2O,1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1550,2,2,0,2,2,1O:1O,:1O,,3S:3S:4S:4S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1551,2,2,0,2,2,1O:1O,1O:1O,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1552,2,2,0,2,2,1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1553,2,2,0,2,1,:1O,:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
1554,2,2,0,2,1,:1O,:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1555,2,2,0,2,1,1O:1O,:1O,,3S:4S:4S:4S:4S:4S:5S:5S,1L,1,0.03000300030003
1556,2,2,0,1,1,1O:2O,1O:1O,,,1L,1,0.03000300030003
1557,2,1,2,2,2,1O:2O,1O,1O:2O,2S:3S:3S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1558,2,1,2,2,2,1O:1O,1O,1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1559,2,1,1,3,3,1O:1O,1O,2O1S,2S:2S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L:1L,1,0.03000300030003
1560,2,1,1,2,2,1O:1O,1O,1O,3S:4S:4S:4S:4S:5S:5S:6S,1L:1L,1,0.03000300030003
1561,2,1,1,2,2,1O:1O,1O,1O,3S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1562,2,1,1,2,2,1O:1O,,1O,3S:4S:4S:5S:5S:5S:5S:5S,1L:1L,1,0.03000300030003
1563,2,1,1,2,2,1O:1O,,1N3O2S,2S:3S:4S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1564,2,1,0,3,2,2O:2O,1O,,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1565,1,6,1,1,2,1O,:1O:1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1566,1,6,1,1,2,,::1O:1O:1O:1O,1O1S,,1L:1L,1,0.03000300030003
1567,1,6,1,1,2,,::1O:1O:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
1568,3,1,0,2,2,:1O:2O,1O,,3S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1569,3,1,0,3,2,:1O:2O,1O,,1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1570,3,5,0,1,1,::,:::1O:1O,,,1L,1,0.03000300030003
1571,3,3,1,1,1,1O:1O:1O,::,3O2S,,1L,1,0.03000300030003
1572,3,3,1,1,1,::1O,:1O:1O,1O1S,,1L,1,0.03000300030003
1573,3,3,1,1,1,::1O,:1O:1O,,,1L,1,0.03000300030003
1574,3,3,1,1,1,::,:1O:1O,2O,,1L,1,0.03000300030003
1575,3,3,1,1,1,::,:1O:1O,1O,,1L,1,0.03000300030003
1576,3,3,1,1,1,:1O:2O,::1O,1O,,1L,1,0.03000300030003
1577,3,3,1,1,1,:1O:1O,::1O,2O,,1L,1,0.03000300030003
1578,3,3,1,1,1,:1O:1O,::,2O,,1L,1,0.03000300030003
1579,3,3,1,1,1,:1O:1O,::,1O1S,,1L,1,0.03000300030003
1580,3,3,1,1,1,:1O:1O,::,1N3O2S,,1L,1,0.03000300030003
1581,3,3,1,1,1,1O:1O:2O,::1O,1O,,1L,1,0.03000300030003
1582,3,3,1,1,1,1O:1O:1O,::1O,,,1L,1,0.03000300030003
1583,3,3,1,1,1,1O:1O:1O,::,2O,,1L,1,0.03000300030003
1584,3,3,1,2,2,1O:1O:1O,:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1585,3,3,1,1,1,1O:1O:1O,:1O:1O,2O1S,,1L,1,0.03000300030003
1586,3,3,1,1,1,1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
1587,3,3,0,3,2,1O:1O:2O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1588,3,3,0,3,2,1O:1O:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1589,3,3,0,3,2,1O:1O:1O,:1O:1O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1590,3,3,0,2,2,:1O:2O,:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1591,3,3,0,2,2,:1O:2O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1592,3,3,0,2,2,:1O:2O,1O:1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1593,3,3,0,2,2,:1O:2O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1594,3,3,0,2,2,:1O:1O,:1O:1O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1595,3,3,0,2,2,:1O:1O,:1O:1O,,2S:2S:2S:3S:4S:4S:4S:5S,1L:1L,1,0.03000300030003
1596,3,3,1,1,1,::1O,:1O:1O,2O1S,,1L,1,0.03000300030003
1597,3,3,1,1,1,::1O,::1O,2O1S,,1L,1,0.03000300030003
1598,3,3,1,1,1,::1O,::1O,3O1S,,1L,1,0.03000300030003
1599,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
1600,3,3,1,2,2,1O:1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
