,num_dol,num_tmp,num_tfsi,num_ps,num_li,atoms_dol,atoms_tmp,atoms_tfsi,atoms_ps,atoms_li,count,%
599,8,5,0,1,1,:::::1O:1O:2O,:::1O:1O,,,1L,1,0.03000300030003
600,8,5,0,1,1,::::::1O:1O,:::1O:2O,,,1L,1,0.03000300030003
601,8,5,0,1,1,::::::1O:1O,:::2O:2O,,,1L,1,0.03000300030003
602,8,5,0,1,1,::::::1O:2O,:::1O:2O,,,1L,1,0.03000300030003
603,8,6,0,1,1,:::::1O:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
604,8,5,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
605,8,5,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
606,7,3,0,1,1,::1O:1O:1O:1O:2O,2O:2O:2O,,,1L,1,0.03000300030003
607,8,5,0,1,2,::1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:3O,,,1L:1L,1,0.03000300030003
608,7,3,0,1,1,::1O:1O:1O:1O:2O,1O:2O:3O,,,1L,1,0.03000300030003
609,7,3,0,1,1,::1O:1O:1O:1O:2O,1O:1O:3O,,,1L,1,0.03000300030003
610,7,3,0,1,1,::1O:1O:1O:1O:2O,1O:1O:1O,,,1L,1,0.03000300030003
611,8,5,0,1,2,::1O:1O:1O:1O:2O:2O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
612,8,5,0,1,2,:::1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
613,8,5,0,1,2,::::1O:1O:1O:1O,::1O:1O:2O,,,1L:1L,1,0.03000300030003
614,8,5,0,2,1,:::::1O:1O:1O,:1O:1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
615,7,3,0,1,1,::1O:1O:1O:1O:1O,1O:1O:2O,,,1L,1,0.03000300030003
616,8,5,0,2,1,:::::1O:1O:1O,:::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
617,7,3,0,1,1,:1O:1O:1O:1O:1O:2O,:1O:3O,,,1L,1,0.03000300030003
618,8,5,0,1,1,:::::1O:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
619,8,5,0,1,1,::::1O:1O:1O:2O,::1O:3O:3O,,,1L,1,0.03000300030003
620,7,3,0,1,1,::::1O:2O:2O,1O:2O:2O,,,1L,1,0.03000300030003
621,8,5,0,1,1,::::1O:1O:1O:1O,::::2O,,,1L,1,0.03000300030003
622,7,3,0,1,1,::::1O:1O:2O,::3O,,,1L,1,0.03000300030003
623,8,4,1,1,1,:::::1O:1O:2O,:::,1O,,1L,1,0.03000300030003
624,8,4,1,1,1,::::::1O:1O,::1O:1O,,,1L,1,0.03000300030003
625,8,4,1,1,1,::::::1O:1O,::1O:1O,1O,,1L,1,0.03000300030003
626,7,3,0,1,1,::::1O:1O:2O,:1O:1O,,,1L,1,0.03000300030003
627,7,3,0,1,1,::::1O:1O:1O,::2O,,,1L,1,0.03000300030003
628,8,4,1,1,1,::::::1O:1O,::1O:2O,1O1S,,1L,1,0.03000300030003
629,7,3,0,1,1,::::1O:1O:1O,::,,,1L,1,0.03000300030003
630,8,4,1,1,1,::::::1O:1O,:::1O,2O,,1L,1,0.03000300030003
631,7,3,0,1,1,::::1O:1O:1O,:1O:3O,,,1L,1,0.03000300030003
632,8,4,1,1,2,::1O:1O:1O:1O:1O:1O,1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
633,8,5,0,1,0,::::::1O:1O,:::1O:1O,,,,1,0.03000300030003
634,7,3,0,1,1,::::1O:1O:1O,1O:1O:1O,,,1L,1,0.03000300030003
635,7,3,0,1,1,:::1O:2O:2O:2O,:2O:3O,,,1L,1,0.03000300030003
636,8,5,0,1,1,:::1O:1O:1O:1O:1O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
637,7,3,0,1,1,:::1O:1O:2O:2O,::1O,,,1L,1,0.03000300030003
638,8,5,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:2O,,,1L,1,0.03000300030003
639,7,3,0,1,1,:::1O:1O:2O:2O,:1O:1O,,,1L,1,0.03000300030003
640,8,5,0,1,1,:::1O:1O:1O:1O:1O,::1O:1O:3O,,,1L,1,0.03000300030003
641,8,5,0,1,1,:::1O:1O:1O:2O:2O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
642,8,5,0,1,1,::::1O:1O:1O:1O,:1O:1O:2O:2O,,,1L,1,0.03000300030003
643,7,3,0,1,1,:::1O:1O:1O:2O,:2O:2O,,,1L,1,0.03000300030003
644,8,5,0,1,1,::::1O:1O:1O:1O,::::1O,,,1L,1,0.03000300030003
645,8,5,0,1,2,:1O:1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
646,7,2,0,1,1,::1O:1O:1O:1O:2O,1O:3O,,,1L,1,0.03000300030003
647,8,6,0,1,1,:::::1O:1O:2O,::1O:1O:1O:1O,,,1L,1,0.03000300030003
648,6,5,0,1,2,::1O:1O:1O:2O,::1O:1O:2O,,,1L:1L,1,0.03000300030003
649,9,4,0,1,1,::::::1O:1O:2O,:::1O,,,1L,1,0.03000300030003
650,6,5,0,2,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
651,9,4,0,1,1,::::::1O:2O:2O,::1O:2O,,,1L,1,0.03000300030003
652,6,5,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
653,6,5,0,2,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
654,6,5,0,2,1,:::::1O,::::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
655,6,5,0,2,1,::::1O:2O,:::1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
656,6,5,0,2,1,::::1O:1O,::::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
657,9,4,0,1,1,::::::1O:2O:2O,:::2O,,,1L,1,0.03000300030003
658,9,4,0,1,1,:::::::1O:1O,:::1O,,,1L,1,0.03000300030003
659,6,5,0,2,1,::::1O:1O,::::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
660,9,4,0,2,1,:::::1O:1O:1O:1O,:::1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
661,9,4,0,2,1,:::::::1O:1O,:::1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
662,9,4,1,1,1,:::::::1O:1O,::1O:1O,2O1S,,1L,1,0.03000300030003
663,6,5,0,2,1,::::1O:1O,:::1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
664,6,5,0,2,1,::::1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
665,6,5,0,2,1,:::1O:1O:2O,::1O:1O:3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
666,6,5,0,2,1,:::1O:1O:1O,:::1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
667,9,5,0,1,1,::::1O:1O:1O:1O:2O,:::1O:2O,,,1L,1,0.03000300030003
668,6,5,0,2,1,::1O:1O:1O:1O,:1O:1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
669,9,5,0,1,1,:::::1O:1O:1O:1O,:1O:1O:1O:1O,,,1L,1,0.03000300030003
670,9,5,0,1,1,:::::1O:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
671,6,5,0,1,2,:::1O:2O:2O,::2O:2O:3O,,,1L:1L,1,0.03000300030003
672,9,5,0,1,1,:::::1O:1O:1O:1O,:::1O:2O,,,1L,1,0.03000300030003
673,9,5,0,1,1,:::::1O:1O:1O:2O,:::1O:2O,,,1L,1,0.03000300030003
674,6,5,0,2,2,:1O:1O:1O:1O:2O,:1O:1O:1O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
675,6,5,0,2,2,:1O:1O:1O:1O:2O,:1O:1O:1O:3O,,1S:1S:2S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
676,6,5,0,2,2,:1O:1O:1O:2O:2O,:1O:1O:1O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
677,6,5,1,1,1,:::1O:1O:1O,::1O:2O:2O,1O,,1L,1,0.03000300030003
678,6,5,1,1,1,:::1O:2O:2O,::1O:2O:3O,,,1L,1,0.03000300030003
679,6,5,1,1,1,:::1O:1O:2O,:::2O:3O,2O,,1L,1,0.03000300030003
680,9,4,0,1,1,:::::1O:1O:1O:1O,:1O:1O:2O,,,1L,1,0.03000300030003
681,6,5,1,1,1,:::1O:1O:2O,:::1O:3O,,,1L,1,0.03000300030003
682,6,5,1,1,1,:::1O:1O:2O,::1O:2O:3O,,,1L,1,0.03000300030003
683,6,5,1,1,1,:::1O:1O:1O,:::2O:2O,1O,,1L,1,0.03000300030003
684,6,5,1,1,1,:::1O:1O:1O,:::1O:1O,2O1S,,1L,1,0.03000300030003
685,6,5,1,1,1,:::1O:1O:1O,:::1O:1O,1O,,1L,1,0.03000300030003
686,6,5,1,1,1,:::1O:1O:1O,:::1O:1O,1N1O2S,,1L,1,0.03000300030003
687,9,4,0,1,1,:::::1O:1O:1O:2O,:1O:1O:2O,,,1L,1,0.03000300030003
688,6,5,1,1,1,:::1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
689,6,5,1,1,1,::1O:1O:1O:2O,::1O:1O:2O,,,1L,1,0.03000300030003
690,6,5,0,2,2,::1O:1O:1O:1O,1O:1O:1O:1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
691,6,5,1,1,1,::1O:1O:1O:2O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
692,9,4,0,1,1,:::::1O:1O:1O:2O,::1O:1O,,,1L,1,0.03000300030003
693,6,5,1,1,1,::1O:1O:1O:1O,::1O:1O:1O,1O,,1L,1,0.03000300030003
694,6,5,0,2,3,::1O:1O:1O:2O,:1O:1O:1O:3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L:1L,1,0.03000300030003
695,9,4,0,1,1,:::::1O:1O:2O:2O,:::2O,,,1L,1,0.03000300030003
696,6,5,0,2,2,::1O:1O:1O:2O,::1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
697,6,5,0,2,2,::1O:1O:1O:2O,:1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
698,9,4,0,1,1,::::::1O:1O:2O,:1O:1O:2O,,,1L,1,0.03000300030003
699,6,5,0,2,2,::1O:1O:1O:1O,::1O:2O:2O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
700,6,5,0,2,2,::1O:1O:1O:1O,::1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
701,6,5,0,2,2,::1O:1O:1O:1O,1O:1O:1O:2O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
702,9,5,0,1,1,::::::1O:1O:1O,:::1O:3O,,,1L,1,0.03000300030003
703,6,5,0,1,2,::1O:1O:1O:1O,::1O:1O:2O,,,1L:1L,1,0.03000300030003
704,6,5,1,1,1,::::1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
705,6,5,0,1,2,:1O:1O:2O:2O:2O,:1O:1O:2O:3O,,,1L:1L,1,0.03000300030003
706,6,5,0,1,1,:::1O:1O:2O,:::2O:2O,,,1L,1,0.03000300030003
707,6,5,0,1,1,:::1O:1O:2O,:::1O:3O,,,1L,1,0.03000300030003
708,9,7,0,1,1,:::::1O:1O:1O:1O,:::1O:1O:1O:1O,,,1L,1,0.03000300030003
709,6,5,0,1,1,:::1O:1O:2O,::1O:1O:2O,,,1L,1,0.03000300030003
710,6,5,0,1,1,:::1O:1O:1O,:::1O:3O,,,1L,1,0.03000300030003
711,9,7,0,1,1,:::::1O:1O:1O:1O,::::1O:1O:1O,,,1L,1,0.03000300030003
712,6,5,0,1,1,:::1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
713,10,4,0,1,1,::::::1O:1O:1O:2O,:::1O,,,1L,1,0.03000300030003
714,10,5,0,1,1,::::1O:1O:1O:1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
715,6,5,0,1,1,:::1O:1O:1O,:1O:1O:1O:3O,,,1L,1,0.03000300030003
716,6,5,0,1,1,:::1O:1O:1O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
717,10,5,0,1,1,:::::::1O:1O:1O,:::1O:2O,,,1L,1,0.03000300030003
718,6,5,0,1,1,::1O:1O:2O:2O,::2O:2O:2O,,,1L,1,0.03000300030003
719,6,5,0,1,1,::1O:1O:1O:2O,::1O:2O:2O,,,1L,1,0.03000300030003
720,6,5,0,1,1,::1O:1O:1O:2O,::1O:1O:3O,,,1L,1,0.03000300030003
721,10,6,0,1,0,:::::::::,:::::1O,,,,1,0.03000300030003
722,6,5,0,1,1,::1O:1O:1O:2O,::1O:1O:2O,,,1L,1,0.03000300030003
723,6,5,0,1,1,::1O:1O:1O:2O,::1O:1O:1O,,,1L,1,0.03000300030003
724,6,5,0,1,1,::1O:1O:1O:2O,:1O:2O:2O:2O,,,1L,1,0.03000300030003
725,6,5,0,1,1,::1O:1O:1O:2O,:1O:1O:2O:2O,,,1L,1,0.03000300030003
726,6,5,0,1,1,::1O:1O:1O:1O,::1O:2O:2O,,,1L,1,0.03000300030003
727,6,5,0,1,1,::1O:1O:1O:1O,::1O:1O:2O,,,1L,1,0.03000300030003
728,6,5,0,1,1,::1O:1O:1O:1O,::1O:1O:1O,,,1L,1,0.03000300030003
729,6,5,0,1,1,:1O:1O:1O:1O:1O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
730,6,4,3,1,1,:::1O:1O:1O,:::1O,:1O:1O,,1L,1,0.03000300030003
731,6,5,0,1,1,:::1O:2O:2O,::1O:2O:3O,,,1L,1,0.03000300030003
732,6,5,0,1,1,:::1O:2O:2O,::2O:2O:2O,,,1L,1,0.03000300030003
733,9,6,0,2,1,:::::::1O:1O,:::::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
734,9,6,0,1,1,::::::1O:1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
735,6,5,0,1,2,:1O:1O:1O:2O:2O,:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
736,6,5,0,1,2,:1O:1O:1O:2O:2O,1O:1O:2O:2O:2O,,,1L:1L,1,0.03000300030003
737,6,5,0,1,2,:1O:1O:1O:2O:2O,1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
738,9,5,0,1,1,::::::1O:1O:2O,:::1O:2O,,,1L,1,0.03000300030003
739,9,5,0,1,1,:::::::1O:1O,::1O:2O:2O,,,1L,1,0.03000300030003
740,9,5,1,1,1,::::::1O:1O:1O,:::1O:1O,,,1L,1,0.03000300030003
741,6,5,0,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
742,9,6,0,1,1,::::1O:1O:1O:2O:2O,::::1O:1O,,,1L,1,0.03000300030003
743,9,6,0,1,1,:::::1O:1O:1O:1O,::::1O:1O,,,1L,1,0.03000300030003
744,9,6,0,1,1,:::::1O:1O:1O:2O,::::1O:1O,,,1L,1,0.03000300030003
745,9,6,0,1,1,:::::1O:1O:1O:2O,::::1O:2O,,,1L,1,0.03000300030003
746,6,5,0,1,2,:1O:1O:1O:1O:1O,:1O:1O:2O:2O,,,1L:1L,1,0.03000300030003
747,6,5,0,1,1,:::1O:2O:2O,:::1O:3O,,,1L,1,0.03000300030003
748,6,5,0,1,2,:1O:1O:1O:1O:1O,1O:1O:1O:1O:1O,,,1L:1L,1,0.03000300030003
749,9,6,0,1,1,::::::1O:1O:1O,:::1O:1O:2O,,,1L,1,0.03000300030003
750,6,5,0,1,2,1O:1O:1O:1O:1O:2O,1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
751,6,5,0,1,1,::::1O:2O,:::1O:3O,,,1L,1,0.03000300030003
752,9,6,0,1,1,::::::1O:1O:2O,:::1O:1O:2O,,,1L,1,0.03000300030003
753,6,5,0,1,1,::::1O:1O,:::2O:3O,,,1L,1,0.03000300030003
754,9,6,0,1,1,:::::::1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
755,6,5,0,1,1,::::1O:1O,:::1O:1O,,,1L,1,0.03000300030003
756,9,6,0,1,1,:::::::1O:1O,:::1O:1O:2O,,,1L,1,0.03000300030003
757,6,5,0,1,1,::::1O:1O,:1O:1O:1O:2O,,,1L,1,0.03000300030003
758,6,5,0,1,1,::::1O:1O,1O:1O:1O:2O:3O,,,1L,1,0.03000300030003
759,9,4,0,1,1,::::1O:1O:1O:1O:2O,::1O:2O,,,1L,1,0.03000300030003
760,6,5,1,1,1,::::1O:1O,::1O:1O:1O,1O1S,,1L,1,0.03000300030003
761,8,6,0,1,1,:::::1O:1O:2O,:::1O:1O:3O,,,1L,1,0.03000300030003
762,6,6,1,1,1,::::1O:1O,:::1O:1O:2O,1O,,1L,1,0.03000300030003
763,9,1,0,1,1,:::::1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
764,7,1,1,2,1,:::1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
765,7,1,1,1,2,:1O:1O:1O:1O:1O:2O,3O,1O,,1L:1L,1,0.03000300030003
766,7,1,1,1,2,:1O:1O:1O:1O:1O:1O,1O,2O1S,,1L:1L,1,0.03000300030003
767,7,1,1,1,1,:::::1O:1O,,2O1S,,1L,1,0.03000300030003
768,7,1,1,1,1,::::1O:1O:2O,,1O,,1L,1,0.03000300030003
769,7,1,1,1,1,::::1O:1O:1O,1O,,,1L,1,0.03000300030003
770,9,2,0,1,1,:::1O:1O:1O:1O:1O:1O,:1O,,,1L,1,0.03000300030003
771,7,1,1,1,1,:::1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
772,7,1,1,1,1,:::1O:1O:1O:1O,1O,1O,,1L,1,0.03000300030003
773,7,1,1,1,1,:::1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
774,7,1,0,2,1,::::1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
775,7,1,0,2,1,:::1O:1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
776,7,1,0,2,1,:::1O:1O:1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
777,7,1,0,1,2,:1O:1O:1O:1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
778,7,1,0,1,2,1O:1O:1O:1O:1O:1O:1O,1O,,,1L:1L,1,0.03000300030003
779,9,2,0,1,1,::::::1O:1O:2O,:2O,,,1L,1,0.03000300030003
780,7,1,0,1,1,::::1O:1O:1O,1O,,,1L,1,0.03000300030003
781,9,2,1,1,1,:::::1O:1O:1O:1O,:,1O,,1L,1,0.03000300030003
782,9,3,0,1,1,::::1O:1O:1O:1O:1O,:1O:1O,,,1L,1,0.03000300030003
783,7,1,0,1,1,::1O:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
784,7,1,0,1,1,:1O:1O:1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
785,6,6,2,1,2,::1O:1O:1O:2O,::1O:1O:1O:2O,1O:2O1S,,1L:1L,1,0.03000300030003
786,6,6,1,2,1,:::::1O,:::::1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
787,6,6,1,1,2,::1O:1O:1O:1O,:1O:1O:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
788,8,8,0,1,1,::::1O:1O:1O:2O,::::1O:1O:2O:2O,,,1L,1,0.03000300030003
789,8,7,0,2,2,:::1O:1O:1O:1O:1O,:::1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
790,7,1,1,2,1,:::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
791,7,2,0,1,1,::1O:1O:1O:1O:1O,1O:1O,,,1L,1,0.03000300030003
792,8,6,0,1,1,:::::1O:1O:2O,::::1O:2O,,,1L,1,0.03000300030003
793,8,6,0,1,1,:::::1O:1O:2O,::::2O:3O,,,1L,1,0.03000300030003
794,8,6,0,1,2,::1O:1O:1O:1O:1O:1O,:1O:1O:1O:1O:2O,,,1L:1L,1,0.03000300030003
795,8,6,0,1,2,:::1O:1O:1O:1O:1O,:::1O:1O:1O,,,1L:1L,1,0.03000300030003
796,7,2,0,1,1,::1O:1O:1O:2O:2O,:2O,,,1L,1,0.03000300030003
797,8,6,0,2,1,::::1O:1O:1O:1O,::::1O:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
798,7,2,0,1,1,::1O:1O:1O:1O:2O,:2O,,,1L,1,0.03000300030003
799,8,4,0,2,1,:::::1O:1O:2O,:::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
800,7,2,0,1,1,::1O:1O:1O:1O:2O,1O:2O,,,1L,1,0.03000300030003
801,8,6,0,2,1,:::::1O:1O:1O,::1O:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
802,8,6,0,2,1,:::::1O:1O:2O,:::1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
803,8,6,1,1,1,::::1O:1O:1O:1O,:::1O:1O:2O,1O,,1L,1,0.03000300030003
804,7,1,1,2,2,::1O:1O:1O:1O:1O,1O,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
805,8,6,1,1,1,::::1O:1O:1O:2O,:::1O:1O:2O,,,1L,1,0.03000300030003
806,7,2,0,1,1,:1O:1O:1O:1O:1O:2O,:1O,,,1L,1,0.03000300030003
807,8,6,1,1,1,::::::1O:1O,:::1O:1O:1O,,,1L,1,0.03000300030003
808,8,6,1,1,1,::::::1O:1O,::::1O:1O,,,1L,1,0.03000300030003
809,8,6,1,1,2,::1O:1O:1O:1O:1O:1O,::1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
810,8,6,1,1,2,::1O:1O:1O:1O:1O:2O,::1O:1O:1O:1O,1O,,1L:1L,1,0.03000300030003
811,8,7,0,1,1,::::1O:1O:1O:1O,::::1O:1O:2O,,,1L,1,0.03000300030003
812,8,7,0,1,1,::::1O:1O:1O:2O,:::1O:1O:1O:2O,,,1L,1,0.03000300030003
813,7,2,0,1,1,:1O:1O:1O:1O:1O:2O,1O:2O,,,1L,1,0.03000300030003
814,7,2,0,1,0,:::::1O:1O,:1O,,,,1,0.03000300030003
815,8,7,0,1,1,:::::1O:1O:1O,::::1O:1O:1O,,,1L,1,0.03000300030003
816,6,6,1,1,1,::::1O:2O,::::1O:2O,1O1S,,1L,1,0.03000300030003
817,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:2O,,,1L,1,0.03000300030003
818,9,4,0,1,1,::::1O:1O:1O:1O:1O,:::1O,,,1L,1,0.03000300030003
819,6,6,1,1,1,:::1O:1O:1O,:::1O:1O:1O,1O1S,,1L,1,0.03000300030003
820,6,5,1,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:2O,2O,,1L:1L,1,0.03000300030003
821,6,5,1,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:2O:2O,2O1S,,1L:1L,1,0.03000300030003
822,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:2O:2O:2O,2O,,1L:1L,1,0.03000300030003
823,9,3,0,1,1,::::::1O:1O:1O,::2O,,,1L,1,0.03000300030003
824,9,3,0,1,1,:::::::1O:1O,::1O,,,1L,1,0.03000300030003
825,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:2O,1N2O2S,,1L:1L,1,0.03000300030003
826,9,3,0,2,1,::::::1O:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
827,6,5,1,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
828,9,3,0,2,1,::::::1O:1O:1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
829,6,5,1,1,1,:::::1O,::::1O,1N3O2S,,1L,1,0.03000300030003
830,6,5,1,1,1,:::::1O,::::1O,1N2O2S,,1L,1,0.03000300030003
831,9,3,1,1,1,::::::1O:1O:1O,:1O:1O,1O,,1L,1,0.03000300030003
832,6,5,1,1,1,:::::1O,::::1O,1N1O1S,,1L,1,0.03000300030003
833,6,5,1,1,1,::::1O:2O,:::1O:3O,1O,,1L,1,0.03000300030003
834,6,5,1,1,1,::::1O:2O,:::1O:2O,,,1L,1,0.03000300030003
835,6,5,1,1,1,::::1O:1O,::::2O,1O1S,,1L,1,0.03000300030003
836,6,5,1,1,1,::::1O:1O,::::2O,1N3O2S,,1L,1,0.03000300030003
837,6,5,1,1,1,::::1O:1O,::::1O,2O1S,,1L,1,0.03000300030003
838,9,3,1,1,1,::::::1O:1O:1O,::,1O,,1L,1,0.03000300030003
839,6,5,1,1,1,::::1O:1O,::::1O,,,1L,1,0.03000300030003
840,9,3,1,1,1,::::::1O:1O:1O,::1O,2O,,1L,1,0.03000300030003
841,9,4,0,1,1,::::1O:1O:1O:1O:1O,1O:1O:1O:1O,,,1L,1,0.03000300030003
842,6,5,1,1,1,::::1O:1O,:::1O:1O,,,1L,1,0.03000300030003
843,6,5,1,1,1,::::1O:1O,::1O:1O:2O,1O,,1L,1,0.03000300030003
844,9,4,0,1,1,::::1O:1O:1O:1O:1O,:1O:1O:2O,,,1L,1,0.03000300030003
845,6,5,1,1,2,:1O:1O:1O:2O:2O,1O:1O:1O:2O:2O,1N1O1S,,1L:1L,1,0.03000300030003
846,6,5,1,1,2,:1O:1O:1O:2O:2O,:1O:1O:1O:2O,1O,,1L:1L,1,0.03000300030003
847,6,5,1,1,2,:1O:1O:1O:2O:2O,:1O:1O:2O:2O,1O,,1L:1L,1,0.03000300030003
848,6,5,2,1,1,:::1O:1O:1O,::1O:1O:1O,:,,1L,1,0.03000300030003
849,6,6,0,1,1,::::1O:1O,::::1O:2O,,,1L,1,0.03000300030003
850,6,6,0,1,1,:::1O:1O:2O,:1O:1O:1O:1O:2O,,,1L,1,0.03000300030003
851,6,5,2,1,2,::1O:1O:1O:1O,:1O:1O:1O:2O,:1N2O2S,,1L:1L,1,0.03000300030003
852,6,5,2,1,2,:1O:1O:1O:1O:2O,:1O:1O:1O:3O,:1O,,1L:1L,1,0.03000300030003
853,6,5,2,1,2,:1O:1O:1O:1O:2O,1O:1O:1O:1O:3O,:1O,,1L:1L,1,0.03000300030003
854,6,5,2,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,1O:2O1S,,1L:1L,1,0.03000300030003
855,6,5,2,1,2,:1O:1O:1O:1O:1O,:1O:1O:1O:1O,1O:1O1S,,1L:1L,1,0.03000300030003
856,9,3,0,1,1,:::::1O:1O:1O:1O,:1O:2O,,,1L,1,0.03000300030003
