,num_dol,num_methf,num_tfsi,num_ps,num_li,atoms_dol,atoms_methf,atoms_tfsi,atoms_ps,atoms_li,count,%
911,3,1,1,2,2,:1O:1O,1O,1O,1S:1S:1S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
912,3,2,0,2,1,::1O,:1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
913,3,2,0,2,2,1O:1O:1O,1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
914,2,2,1,1,2,1O:1O,:1O,2O1S,,1L:1L,1,0.03000300030003
915,3,2,1,1,2,1O:1O:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
916,3,2,1,1,2,1O:1O:1O,:,1N2O,,1L:1L,1,0.03000300030003
917,3,2,1,1,2,1O:1O:1O,:,1O,,1L:1L,1,0.03000300030003
918,3,2,1,1,2,1O:1O:1O,:,2O1S,,1L:1L,1,0.03000300030003
919,3,2,1,1,2,1O:1O:1O,:1O,1N4O2S,,1L:1L,1,0.03000300030003
920,3,2,1,1,2,1O:1O:2O,:,1O,,1L:1L,1,0.03000300030003
921,3,2,1,1,2,1O:1O:2O,:1O,1O,,1L:1L,1,0.03000300030003
922,3,2,1,1,2,:1O:1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
923,3,2,1,1,2,:1O:1O,:,2O,,1L:1L,1,0.03000300030003
924,3,2,1,1,2,:1O:2O,1O:1O,1O,,1L:1L,1,0.03000300030003
925,3,2,1,1,2,:1O:2O,1O:1O,2O,,1L:1L,1,0.03000300030003
926,3,2,1,1,2,::1O,1O:1O,1N1O,,1L:1L,1,0.03000300030003
927,3,2,1,1,2,::1O,1O:1O,1O,,1L:1L,1,0.03000300030003
928,3,2,1,1,2,::1O,:1O,1O,,1L:1L,1,0.03000300030003
929,3,2,1,2,2,1O:1O:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
930,3,2,1,2,2,1O:1O:1O,:1O,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
931,3,2,1,2,2,:1O:1O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
932,3,2,1,2,2,:1O:1O,1O:1O,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
933,3,2,1,2,2,:1O:1O,1O:1O,1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
934,3,2,1,2,2,:1O:1O,1O:1O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
935,3,2,1,2,2,:1O:2O,1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
936,3,2,1,2,2,::1O,:1O,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
937,3,2,1,1,2,1O:1O:1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
938,3,2,1,1,2,1O:1O:1O,1O:1O,,,1L:1L,1,0.03000300030003
939,3,2,0,2,2,1O:1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
940,3,2,1,1,1,::1O,:1O,3O1S,,1L,1,0.03000300030003
941,3,2,0,2,2,1O:1O:1O,:1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
942,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
943,3,2,0,2,2,:1O:1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
944,3,2,0,2,2,:1O:1O,1O:1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
945,3,2,0,2,2,:1O:1O,1O:1O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
946,3,2,0,2,2,:1O:1O,1O:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
947,3,2,0,2,2,:1O:1O,1O:1O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
948,3,2,0,2,2,:1O:2O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
949,3,2,0,2,2,::1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
950,3,2,0,2,2,::1O,:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
951,3,2,0,2,2,::1O,:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
952,3,2,0,2,2,::2O,1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
953,3,2,1,1,1,:1O:1O,:,2O1S,,1L,1,0.03000300030003
954,3,2,1,1,1,:1O:1O,:1O,,,1L,1,0.03000300030003
955,3,2,1,1,1,::,1O:1O,,,1L,1,0.03000300030003
956,3,2,1,1,1,::,1O:1O,1O,,1L,1,0.03000300030003
957,3,2,1,1,1,::,1O:1O,2O,,1L,1,0.03000300030003
958,3,2,1,1,1,::,:1O,1O,,1L,1,0.03000300030003
959,3,2,1,1,1,::1O,1O:1O,,,1L,1,0.03000300030003
960,3,2,1,1,1,::1O,:,1O,,1L,1,0.03000300030003
961,3,2,1,1,1,::1O,:1O,2O,,1L,1,0.03000300030003
962,3,1,1,1,1,::1O,1O,1N1O,,1L,1,0.03000300030003
963,3,1,1,1,1,:1O:1O,,2O1S,,1L,1,0.03000300030003
964,3,1,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
965,2,2,2,1,2,:1O,:1O,1O:1O,,1L:1L,1,0.03000300030003
966,2,3,0,1,1,1O:1O,:1O:1O,,,1L,1,0.03000300030003
967,2,3,0,1,1,:,1O:1O:1O,,,1L,1,0.03000300030003
968,2,3,0,1,2,1O:1O,::1O,,,1L:1L,1,0.03000300030003
969,2,3,0,1,2,1O:2O,1O:1O:1O,,,1L:1L,1,0.03000300030003
970,2,3,0,1,2,2O:2O,:1O:1O,,,1L:1L,1,0.03000300030003
971,2,3,0,2,2,1O:1O,1O:1O:1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
972,2,3,0,2,2,1O:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
973,2,3,0,2,2,1O:1O,::1O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
974,2,3,1,1,1,:,::1O,2O,,1L,1,0.03000300030003
975,2,3,1,1,1,:1O,:1O:1O,,,1L,1,0.03000300030003
976,2,3,1,1,1,:1O,:1O:1O,1O,,1L,1,0.03000300030003
977,2,3,1,1,1,:1O,::,,,1L,1,0.03000300030003
978,2,3,1,1,2,1O:1O,1O:1O:1O,2O1S,,1L:1L,1,0.03000300030003
979,2,3,1,1,2,1O:1O,:1O:1O,1N2O1S,,1L:1L,1,0.03000300030003
980,2,3,1,1,2,1O:1O,:1O:1O,3O,,1L:1L,1,0.03000300030003
981,2,3,1,1,2,1O:1O,:1O:1O,3O1S,,1L:1L,1,0.03000300030003
982,2,3,1,1,2,1O:1O,::1O,1O,,1L:1L,1,0.03000300030003
983,2,3,1,1,2,:1O,1O:1O:1O,,,1L:1L,1,0.03000300030003
984,2,3,1,1,2,:1O,1O:1O:1O,1N1O1S,,1L:1L,1,0.03000300030003
985,2,3,1,1,2,:1O,:1O:1O,,,1L:1L,1,0.03000300030003
986,2,3,1,1,2,:1O,:1O:1O,1N2O2S,,1L:1L,1,0.03000300030003
987,2,2,2,1,2,:2O,1O:1O,1O:2O,,1L:1L,1,0.03000300030003
988,2,2,2,1,2,1O:1O,:1O,:2O,,1L:1L,1,0.03000300030003
989,3,1,1,1,1,1O:1O:1O,,1O,,1L,1,0.03000300030003
990,2,2,2,1,2,1O:1O,1O:1O,:2O,,1L:1L,1,0.03000300030003
991,2,2,1,1,2,1O:1O,:1O,3O,,1L:1L,1,0.03000300030003
992,2,2,1,1,2,:1O,1O:1O,1N2O,,1L:1L,1,0.03000300030003
993,2,2,1,1,2,:1O,1O:1O,2O1S,,1L:1L,1,0.03000300030003
994,2,2,1,1,2,:1O,1O:1O,3O1S,,1L:1L,1,0.03000300030003
995,2,2,1,1,2,:1O,:1O,2O,,1L:1L,1,0.03000300030003
996,2,2,1,2,2,1O:1O,1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
997,2,2,1,2,2,1O:1O,1O:1O,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
998,2,2,1,2,2,1O:1O,1O:1O,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
999,2,2,1,2,2,1O:1O,:1O,,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1000,2,2,1,2,2,1O:1O,:1O,1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1001,2,2,1,2,2,1O:1O,:1O,2O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1002,2,2,1,2,2,:1O,1O:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1003,2,2,1,2,2,:1O,1O:1O,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1004,2,2,1,2,2,:1O,:,3O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1005,2,2,1,2,2,:1O,:1O,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1006,2,2,1,2,2,:1O,:1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1007,2,2,1,2,2,:1O,:1O,2O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1008,2,2,1,2,2,:2O,1O:1O,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1009,2,2,2,1,1,1O:1O,:,:1O,,1L,1,0.03000300030003
1010,2,2,2,1,1,:1O,:1O,:1O,,1L,1,0.03000300030003
1011,2,2,2,1,2,1O:1O,1O:1O,:1O,,1L:1L,1,0.03000300030003
1012,2,3,1,2,2,1O:1O,::1O,1N2O2S,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1013,2,3,1,2,2,1O:1O,::1O,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1014,2,3,1,2,2,:1O,:1O:1O,1N1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1015,2,3,1,2,2,:1O,:1O:1O,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1016,3,0,2,1,2,1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
1017,3,0,2,1,2,1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
1018,3,0,2,1,2,:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
1019,3,0,2,1,2,:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1020,3,1,0,1,1,1O:1O:2O,,,,1L,1,0.03000300030003
1021,3,1,0,1,1,::,1O,,,1L,1,0.03000300030003
1022,3,1,0,1,2,1O:1O:2O,1O,,,1L:1L,1,0.03000300030003
1023,3,1,0,1,2,:1O:1O,1O,,,1L:1L,1,0.03000300030003
1024,3,1,0,1,2,::,1O,,,1L:1L,1,0.03000300030003
1025,3,1,0,2,1,1O:1O:1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
1026,3,1,0,2,1,::,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1027,3,1,0,2,1,::1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1028,3,1,0,2,1,::1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
1029,3,1,0,2,2,1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1030,3,1,0,2,2,1O:1O:1O,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1031,3,1,0,2,2,1O:1O:1O,1O,,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1032,3,1,0,2,2,1O:1O:1O,1O,,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1033,3,1,0,2,2,1O:1O:1O,1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1034,3,1,0,2,2,1O:1O:1O,1O,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1035,3,1,0,2,2,:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1036,3,1,0,2,2,::,1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1037,3,0,2,1,2,1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
1038,3,0,2,1,2,1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
1039,3,0,2,1,1,:1O:1O,,:1O,,1L,1,0.03000300030003
1040,2,4,1,1,2,1O:1O,:::,2O,,1L:1L,1,0.03000300030003
1041,2,3,1,2,2,:1O,:1O:1O,1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1042,2,3,2,1,1,1O:1O,::,:2O,,1L,1,0.03000300030003
1043,2,3,2,1,2,:1O,1O:1O:1O,:2O,,1L:1L,1,0.03000300030003
1044,2,4,0,1,1,1O:2O,:::1O,,,1L,1,0.03000300030003
1045,2,4,0,1,1,:,:::1O,,,1L,1,0.03000300030003
1046,2,4,0,1,2,:1O,:1O:1O:1O,,,1L:1L,1,0.03000300030003
1047,2,4,0,2,2,1O:1O,::1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1048,2,4,1,1,1,:,::1O:1O,1O,,1L,1,0.03000300030003
1049,2,4,1,1,1,:1O,::1O:1O,,,1L,1,0.03000300030003
1050,2,4,1,1,2,:1O,:1O:1O:1O,2O,,1L:1L,1,0.03000300030003
1051,3,0,1,1,2,:1O:1O,,1O,,1L:1L,1,0.03000300030003
1052,2,4,1,1,2,:1O,::1O:1O,1O,,1L:1L,1,0.03000300030003
1053,2,4,1,1,2,:1O,::1O:1O,2O1S,,1L:1L,1,0.03000300030003
1054,2,4,2,1,2,:1O,::1O:1O,1O:1O,,1L:1L,1,0.03000300030003
1055,2,5,0,1,1,1O:1O,:::1O:1O,,,1L,1,0.03000300030003
1056,2,5,0,1,1,:,::1O:1O:1O,,,1L,1,0.03000300030003
1057,2,5,0,1,1,:1O,:::1O:1O,,,1L,1,0.03000300030003
1058,2,5,0,1,2,1O:1O,::1O:1O:1O,,,1L:1L,1,0.03000300030003
1059,3,0,0,1,1,:1O:1O,,,,1L,1,0.03000300030003
1060,3,0,1,1,1,:1O:1O,,,,1L,1,0.03000300030003
1061,8,1,0,1,1,:::::::1O,,,,1L,1,0.03000300030003
