,num_dol,num_dmso,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmso,atoms_tfsi,atoms_ps,atoms_li,count,%
71,2,5,1,1,0,:1O,::::1S,,,,7,0.21002100210021
72,3,4,0,1,0,:1O:1O,:::1S,,,,7,0.21002100210021
73,4,2,0,1,0,:::1O,:,,,,7,0.21002100210021
74,5,3,0,1,0,::1O:1O:1O,::,,,,7,0.21002100210021
75,5,3,0,1,0,::::1O,::1S,,,,7,0.21002100210021
76,5,2,0,1,0,::::,:,,,,7,0.21002100210021
77,1,5,0,1,0,,::::1S,,,,6,0.18001800180018
78,3,4,1,1,0,::1O,:::1S,,,,6,0.18001800180018
79,5,3,0,1,0,::1O:1O:1O,::1S,,,,6,0.18001800180018
80,1,7,0,1,1,,:::1O:1O1S:1O1S:1S,,,1L,6,0.18001800180018
81,1,4,0,1,0,,::1S:1S,,,,6,0.18001800180018
82,3,4,0,1,1,::1O,:1O:1O1S:1O1S,,,1L,6,0.18001800180018
83,3,3,0,1,0,::,:1S:1S,,,,6,0.18001800180018
84,2,4,1,1,0,:,:::,,,,6,0.18001800180018
85,4,3,0,1,1,::1O:1O,:1O1S:1O1S,,,1L,6,0.18001800180018
86,1,5,0,1,0,,:::1S:1S,,,,6,0.18001800180018
87,2,4,1,1,0,:,:::1S,,,,6,0.18001800180018
88,3,6,0,1,0,::,:::::,,,,6,0.18001800180018
89,4,3,0,1,0,:::1O,:1S:1S,,,,6,0.18001800180018
90,1,6,0,1,0,1O,:::::1S,,,,6,0.18001800180018
91,5,5,0,1,0,::::1O,::::,,,,6,0.18001800180018
92,5,4,0,1,0,:::1O:1O,:::,,,,6,0.18001800180018
93,4,3,0,1,0,::1O:2O,::,,,,6,0.18001800180018
94,2,5,0,1,2,:,::1O1S:1O1S:1O1S,,,1L:1L,6,0.18001800180018
95,5,3,0,1,1,::::1O,:1O:1O1S,,,1L,6,0.18001800180018
96,4,2,0,1,0,:::,:,,,,6,0.18001800180018
97,4,4,0,1,0,:::,::1S:1S,,,,6,0.18001800180018
98,2,6,0,1,1,:1O,:::1O:1O1S:1O1S,,,1L,6,0.18001800180018
99,3,5,0,1,1,::1O,::1O:1O1S:1O1S,,,1L,6,0.18001800180018
100,5,4,0,1,0,::::1O,:::1S,,,,6,0.18001800180018
101,3,5,0,1,1,::1O,::1O:1O1S:1S,,,1L,6,0.18001800180018
102,5,1,0,1,0,::::1O,,,,,6,0.18001800180018
103,5,2,0,1,0,::::1O,:1S,,,,6,0.18001800180018
104,5,3,0,1,0,::::,::1S,,,,6,0.18001800180018
105,2,4,0,1,1,:1O,::1O1S:1O1S,,,1L,6,0.18001800180018
106,4,4,1,1,0,:::,:::1S,,,,5,0.15001500150015
107,5,4,0,1,0,::::,:::,,,,5,0.15001500150015
108,2,4,0,1,0,:1O,::1S:1S,,,,5,0.15001500150015
109,2,4,0,1,1,:1O,:1O:1O1S:1S,,,1L,5,0.15001500150015
110,4,4,0,1,1,:::1O,:1O:1O1S:1S,,,1L,5,0.15001500150015
111,2,6,0,1,1,:1O,:::1O:1O1S:1S,,,1L,5,0.15001500150015
112,4,4,1,1,0,:::1O,:::,,,,5,0.15001500150015
113,2,6,0,1,1,:1O,::::1O:1O,,,1L,5,0.15001500150015
114,5,4,0,1,0,::::,:::1S,,,,5,0.15001500150015
115,2,4,1,1,0,:1O,:::,,,,5,0.15001500150015
116,3,5,0,1,2,::1O,::1O:1O1S:1O1S,,,1L:1L,5,0.15001500150015
117,3,4,0,1,1,::,:1O:1O1S:1O1S,,,1L,5,0.15001500150015
118,3,5,0,1,1,::,::1O:1O1S:1O1S,,,1L,5,0.15001500150015
119,3,5,0,1,0,::2O,::::1S,,,,5,0.15001500150015
120,2,5,0,1,0,:2O,::::1S,,,,5,0.15001500150015
121,4,2,0,1,0,::1O:1O,:,,,,5,0.15001500150015
122,2,5,1,1,0,:,::::,,,,5,0.15001500150015
123,2,5,1,1,0,:,::::1S,,,,5,0.15001500150015
124,4,2,0,1,0,:::1O,:1S,,,,5,0.15001500150015
125,2,5,0,1,1,:1O,::1O:1O1S:1O1S,,,1L,5,0.15001500150015
126,6,2,0,1,0,:::::1O,:,,,,5,0.15001500150015
127,2,5,0,1,1,:,::1O:1O1S:1O1S,,,1L,5,0.15001500150015
128,3,5,0,1,1,::1O,:::1O1S:1O1S,,,1L,5,0.15001500150015
129,4,4,0,1,0,:::1O,::1S:1S,,,,5,0.15001500150015
130,3,4,0,1,1,::1O,::1O1S:1O1S,,,1L,5,0.15001500150015
131,2,5,1,1,1,:1O,:::1O:1O1S,,,1L,5,0.15001500150015
132,1,6,0,1,2,,:::1O:1O1S:1O1S,,,1L:1L,5,0.15001500150015
133,1,6,0,1,1,,::1O:1O:1O1S:1S,,,1L,5,0.15001500150015
134,2,6,0,1,1,:,::1O:1O1S:1O1S:1S,,,1L,5,0.15001500150015
135,3,6,0,1,0,::1O,:::::1S,,,,5,0.15001500150015
136,4,3,0,1,0,:::2O,::1S,,,,5,0.15001500150015
137,6,3,0,1,0,:::::1O,::,,,,5,0.15001500150015
138,2,6,0,1,0,1O:1O,:::::1S,,,,5,0.15001500150015
139,2,5,0,1,0,1O:1O,:::1S:1S,,,,5,0.15001500150015
140,3,6,0,1,1,::1O,:::1O:1O1S:1O1S,,,1L,4,0.12001200120012
141,5,2,0,1,0,::::,:1S,,,,4,0.12001200120012
142,3,6,0,1,1,::1O,:::1O:1O1S:1S,,,1L,4,0.12001200120012
143,5,4,0,1,1,:::1O:1O,::1O:1O1S,,,1L,4,0.12001200120012
144,1,6,0,1,1,,:::1O:1O1S:1O1S,,,1L,4,0.12001200120012
145,3,3,1,1,0,::,::,,,,4,0.12001200120012
146,4,6,0,1,0,:::1O,:::::1S,,,,4,0.12001200120012
147,3,3,0,1,0,::1O,:1S:1S,,,,4,0.12001200120012
148,3,4,0,1,0,::1O,::1S:1S,,,,4,0.12001200120012
149,1,6,0,1,1,,:::1O1S:1O1S:1O1S,,,1L,4,0.12001200120012
150,3,4,0,1,0,:1O:1O,::1S:1S,,,,4,0.12001200120012
151,5,4,0,1,0,::::,::1S:1S,,,,4,0.12001200120012
152,3,3,0,1,0,::2O,::,,,,4,0.12001200120012
153,1,6,0,1,0,,:::::,,,,4,0.12001200120012
154,4,5,0,1,1,::1O:1O,:::1O:1O,,,1L,4,0.12001200120012
155,1,6,0,1,1,1O,::1O:1O1S:1O1S:1S,,,1L,4,0.12001200120012
156,3,6,0,1,0,::1O,:::::,,,,4,0.12001200120012
157,2,4,1,1,0,:1O,:::1S,,,,4,0.12001200120012
158,1,4,1,1,0,,:::1S,,,,4,0.12001200120012
159,3,5,0,1,1,::1O,:::1O:1O1S,,,1L,4,0.12001200120012
160,1,5,0,1,0,1O,:::1S:1S,,,,4,0.12001200120012
161,2,7,0,1,1,:,::::1O:1O1S:1O1S,,,1L,4,0.12001200120012
162,4,3,0,1,1,::1O:1O,:1O:1O1S,,,1L,4,0.12001200120012
163,3,4,0,1,2,::,:1O:1O1S:1O1S,,,1L:1L,4,0.12001200120012
164,2,5,0,1,2,:,:1O:1O1S:1O1S:1O1S,,,1L:1L,4,0.12001200120012
165,4,3,1,1,0,:::,::,,,,4,0.12001200120012
166,3,4,0,1,1,::,:1O1S:1O1S:1O1S,,,1L,4,0.12001200120012
167,3,4,1,1,0,::1O,:::,,,,4,0.12001200120012
168,4,4,0,1,1,:1O:1O:1O,::1O:1O1S,,,1L,4,0.12001200120012
169,2,5,0,1,0,:,:::1O1S:1S,,,,4,0.12001200120012
170,2,5,0,1,0,:,::::1O1S,,,,4,0.12001200120012
171,6,4,0,1,0,::::1O:1O,:::,,,,4,0.12001200120012
172,4,3,1,1,0,:::1O,::1S,,,,4,0.12001200120012
173,1,5,0,1,0,1O,::::,,,,4,0.12001200120012
174,3,5,0,1,1,::,::1O1S:1O1S:1O1S,,,1L,4,0.12001200120012
175,2,4,0,1,1,:1O,::1O:1O1S,,,1L,4,0.12001200120012
176,1,5,0,1,1,,::1O:1O1S:1O1S,,,1L,4,0.12001200120012
177,4,5,0,1,0,::1O:1O,::::,,,,4,0.12001200120012
178,6,3,0,1,0,:::::,::,,,,4,0.12001200120012
179,6,3,0,1,0,:::::,::1S,,,,4,0.12001200120012
180,4,3,0,1,0,:::,:1S:1S,,,,4,0.12001200120012
181,4,4,1,1,0,:::1O,:::1S,,,,4,0.12001200120012
182,4,4,0,1,0,::1O:2O,:::1S,,,,4,0.12001200120012
183,2,5,0,1,1,:1O,:::1O1S:1O1S,,,1L,4,0.12001200120012
184,4,3,0,1,0,:::2O,::,,,,4,0.12001200120012
185,2,5,0,1,1,:1O,::1O1S:1O1S:1S,,,1L,4,0.12001200120012
186,2,5,0,1,1,:1O,::1O1S:1O1S:1O1S,,,1L,4,0.12001200120012
187,6,2,0,1,0,::::1O:2O,:,,,,4,0.12001200120012
188,2,6,0,1,0,:,::::1S:1S,,,,4,0.12001200120012
189,4,4,0,1,0,:::2O,:::1S,,,,4,0.12001200120012
190,1,6,0,1,2,1O,::1O:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
191,2,5,1,1,0,:,::::,1O,,,3,0.09000900090009
192,2,5,0,1,2,:,::1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
193,2,5,0,1,2,:1O,::1O:1O:1O1S,,,1L:1L,3,0.09000900090009
194,2,5,0,1,2,:1O,:1O:1O1S:1O1S:1O1S,,,1L:1L,3,0.09000900090009
195,4,5,0,1,0,::1O:2O,::::,,,,3,0.09000900090009
196,5,2,1,1,0,::::,:1S,,,,3,0.09000900090009
197,3,3,1,1,1,::1O,:1O:1O1S,,,1L,3,0.09000900090009
198,2,6,0,1,1,:1O,::::1O1S:1O1S,,,1L,3,0.09000900090009
199,4,3,0,1,0,::1O:2O,::1S,,,,3,0.09000900090009
200,5,3,0,1,0,::::,::,,,,3,0.09000900090009
201,4,3,0,1,0,:::,::1O1S,,,,3,0.09000900090009
202,2,6,0,1,2,:,:::1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
203,2,6,0,1,1,1O:1O,:::1O:1O1S:1S,,,1L,3,0.09000900090009
204,2,6,0,1,2,:1O,:1O:1O1S:1O1S:1O1S:1S,,,1L:1L,3,0.09000900090009
205,2,6,0,1,0,:1O,:::::,,,,3,0.09000900090009
206,1,6,0,1,1,1O,::::1O:1O,,,1L,3,0.09000900090009
207,1,6,0,1,1,2O,:::1O:1O1S:1S,,,1L,3,0.09000900090009
208,5,3,0,1,0,:::1O:2O,::,,,,3,0.09000900090009
209,4,2,1,1,0,:::1O,:1S,,,,3,0.09000900090009
210,2,6,0,1,2,:1O,:::1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
211,4,3,1,1,0,::1O:1O,::,,,,3,0.09000900090009
212,4,3,1,1,0,:::1O,::,,,,3,0.09000900090009
213,3,3,1,1,0,::1O,::,,,,3,0.09000900090009
214,3,3,0,1,1,::1O,1O:1O:1O1S,,,1L,3,0.09000900090009
215,5,2,0,1,0,::1O:1O:1O,:1S,,,,3,0.09000900090009
216,4,4,0,1,2,:::1O,:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
217,4,5,0,1,1,::1O:1O,:::1O:1O1S,,,1L,3,0.09000900090009
218,2,4,0,1,2,:,:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
219,3,2,1,1,0,::1O,:,,,,3,0.09000900090009
220,3,6,0,1,1,::,:::1O:1O1S:1O1S,,,1L,3,0.09000900090009
221,3,6,0,1,1,::,:::1O:1O:1O1S,,,1L,3,0.09000900090009
222,2,3,0,1,0,:1O,::1S,,,,3,0.09000900090009
223,4,5,0,1,0,:::1O,::::1O1S,,,,3,0.09000900090009
224,3,3,1,1,0,::,::1S,,,,3,0.09000900090009
225,2,4,0,1,1,:,:1O1S:1O1S:1O1S,,,1L,3,0.09000900090009
226,2,4,0,1,0,:,::1S:1S,,,,3,0.09000900090009
227,2,4,0,1,0,:,::1O1S:1S,,,,3,0.09000900090009
228,3,6,0,1,1,::1O,:::1O:1O:1O1S,,,1L,3,0.09000900090009
229,2,4,0,1,0,1O:1O,:::1S,,,,3,0.09000900090009
230,4,5,0,1,0,:::,:::1S:1S,,,,3,0.09000900090009
231,4,5,0,1,1,:::,::1O:1O1S:1O1S,,,1L,3,0.09000900090009
232,4,4,0,1,1,:::1O,::1O1S:1O1S,,,1L,3,0.09000900090009
233,4,5,0,1,1,:::,:::1O:1O1S,,,1L,3,0.09000900090009
234,4,4,0,1,1,:::1O,:1O:1O1S:1O1S,,,1L,3,0.09000900090009
235,4,4,0,1,1,::1O:1O,:1O:1O1S:1O1S,,,1L,3,0.09000900090009
236,4,4,0,1,1,:1O:1O:2O,::1O:1O1S,,,1L,3,0.09000900090009
237,3,3,0,1,0,::2O,::1S,,,,3,0.09000900090009
238,2,5,0,1,0,:1O,:::1O1S:1S,,,,3,0.09000900090009
239,1,7,0,1,1,,::::1O:1O:1O1S,,,1L,3,0.09000900090009
240,2,7,0,1,0,:,::::::,,,,3,0.09000900090009
241,4,6,0,1,0,:::,:::::,,,,3,0.09000900090009
242,4,6,0,1,0,:::1O,:::::,,,,3,0.09000900090009
243,2,5,0,1,1,1O:1O,:::1O1S:1O1S,,,1L,3,0.09000900090009
244,2,5,0,1,1,:,:1O1S:1O1S:1O1S:1S,,,1L,3,0.09000900090009
245,4,5,0,1,0,::1O:1O,::::1S,,,,3,0.09000900090009
246,1,7,0,1,0,,::::::,,,,3,0.09000900090009
247,3,6,0,1,0,:1O:1O,:::::1S,,,,3,0.09000900090009
248,5,3,0,1,0,::::1O,:1S:1S,,,,3,0.09000900090009
249,2,6,0,1,2,:,::1O:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
250,1,6,0,1,1,1O,::1O:1O:1O1S:1S,,,1L,3,0.09000900090009
251,3,4,1,1,0,::,:::1S,,,,3,0.09000900090009
252,3,5,1,1,0,::1O,::::,,,,3,0.09000900090009
253,5,3,0,1,1,:::1O:1O,:1O1S:1O1S,,,1L,3,0.09000900090009
254,3,5,0,1,1,:1O:1O,::1O:1O1S:1S,,,1L,3,0.09000900090009
255,5,4,0,1,1,:::1O:1O,::1O1S:1O1S,,,1L,3,0.09000900090009
256,3,5,0,1,1,:1O:1O,:::1O:1O1S,,,1L,3,0.09000900090009
257,5,5,0,1,0,::::1O,::::1S,,,,3,0.09000900090009
258,3,4,0,1,1,:1O:1O,:1O1S:1O1S:1S,,,1L,3,0.09000900090009
259,5,3,0,1,1,::::1O,:1O1S:1O1S,,,1L,3,0.09000900090009
260,3,5,1,1,0,::,::::,,,,3,0.09000900090009
261,3,4,0,1,2,::,1O:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
262,3,5,0,1,1,:1O:2O,:::1O:1O1S,,,1L,3,0.09000900090009
263,7,2,0,1,0,:::::1O:1O,:,,,,3,0.09000900090009
264,6,1,0,1,0,:::::1O,,,,,3,0.09000900090009
265,5,3,1,1,0,::::,::1S,,,,3,0.09000900090009
266,1,4,0,1,0,,:::1S,,,,3,0.09000900090009
267,5,4,0,1,0,:::1O:1O,:::1S,,,,3,0.09000900090009
268,6,2,0,1,0,:::1O:1O:1O,:1S,,,,3,0.09000900090009
269,3,4,0,1,0,::1O,:::1O1S,,,,3,0.09000900090009
270,3,5,0,1,1,::,::1O:1O:1O1S,,,1L,3,0.09000900090009
271,3,4,0,1,2,::1O,1O:1O1S:1O1S:1O1S,,,1L:1L,3,0.09000900090009
272,3,4,0,1,2,::1O,:1O:1O1S:1O1S,,,1L:1L,3,0.09000900090009
273,6,2,0,1,0,:::::1O,:1S,,,,3,0.09000900090009
274,7,1,0,1,0,::::::1O,,,,,3,0.09000900090009
275,1,5,1,1,0,,::::1S,,,,3,0.09000900090009
276,1,6,0,1,1,,::1O1S:1O1S:1O1S:1S,,,1L,3,0.09000900090009
277,1,5,0,1,1,1O,::1O1S:1O1S:1O1S,,,1L,3,0.09000900090009
278,1,6,0,1,1,,:1O:1O:1O1S:1O1S:1S,,,1L,3,0.09000900090009
279,3,5,0,1,0,::1O,:::1O1S:1S,,,,3,0.09000900090009
280,3,5,1,1,0,::,::::1S,1O,,,3,0.09000900090009
281,1,5,0,1,1,1O,:1O1S:1O1S:1S:1S,,,1L,3,0.09000900090009
282,5,3,0,1,1,::1O:1O:1O,:1O:1O1S,,,1L,3,0.09000900090009
283,3,4,0,1,1,:1O:2O,::1O:1O1S,,,1L,3,0.09000900090009
284,1,6,0,1,0,1O,:::::,,,,3,0.09000900090009
285,1,4,0,1,0,1O,:::1S,,,,2,0.06000600060006
286,4,4,0,1,1,:1O:1O:1O,::1O1S:1O1S,,,1L,2,0.06000600060006
287,1,4,0,1,0,1O,::1S:1S,,,,2,0.06000600060006
288,4,4,0,1,1,:1O:1O:1O,:1O1S:1O1S:1S,,,1L,2,0.06000600060006
289,2,4,0,1,0,:2O,:::,,,,2,0.06000600060006
290,2,5,0,1,0,:2O,::::,,,,2,0.06000600060006
291,1,4,0,1,0,1O,:1S:1S:1S,,,,2,0.06000600060006
292,2,5,0,1,1,1O:1O,:1O:1O:1O1S:1S,,,1L,2,0.06000600060006
293,2,5,0,1,0,:1O,::1S:1S:1S,,,,2,0.06000600060006
294,6,2,0,1,0,:::1O:1O:1O,:,,,,2,0.06000600060006
295,2,4,0,1,1,1O:1O,:1O:1O1S:1O1S,,,1L,2,0.06000600060006
296,2,5,0,1,0,:2O,:::1S:1S,,,,2,0.06000600060006
297,1,5,0,1,1,,:1O1S:1O1S:1O1S:1S,,,1L,2,0.06000600060006
298,3,6,0,1,2,::,:::1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
299,2,5,0,1,1,1O:2O,:::1O1S:1O1S,,,1L,2,0.06000600060006
300,4,1,0,1,0,:::,,,,,2,0.06000600060006
301,0,8,1,1,2,,:::1O:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
302,1,5,0,1,1,,::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
303,2,5,0,1,1,:,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
304,3,5,0,1,1,::1O,::1O:1O:1S,,,1L,2,0.06000600060006
305,2,5,0,1,1,:,::1O:1O1S:1S,,,1L,2,0.06000600060006
306,2,5,0,1,1,:,::1O:1O:1O1S,,,1L,2,0.06000600060006
307,2,5,0,1,1,:,:::1O:1O1S,,,1L,2,0.06000600060006
308,4,4,0,1,0,:::1O,::1O:1S,,,,2,0.06000600060006
309,4,4,0,1,0,:::1O,:1S:1S:1S,,,,2,0.06000600060006
310,2,5,0,1,1,:1O,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
311,5,4,0,1,1,::::1O,::1O:1O1S,,,1L,2,0.06000600060006
312,4,4,0,1,0,:::,:::1O1S,,,,2,0.06000600060006
313,2,7,0,1,2,:,::::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
314,2,7,0,1,0,:1O,::::1S:1S:1S,,,,2,0.06000600060006
315,3,4,0,1,2,:1O:1O,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
316,3,6,0,1,2,::1O,::1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
317,2,7,0,1,1,:1O,::::1O:1O1S:1O1S,,,1L,2,0.06000600060006
318,5,5,0,1,0,::::,::::,,,,2,0.06000600060006
319,2,7,0,1,1,:1O,::::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
320,2,4,0,1,1,:1O,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
321,4,4,0,1,1,:::1O,:1O:1O:1O1S,,,1L,2,0.06000600060006
322,4,4,0,1,1,:::1O,::1O:1O,,,1L,2,0.06000600060006
323,5,5,0,1,0,:::1O:1O,::::1S,,,,2,0.06000600060006
324,1,5,0,1,0,,::::,,,,2,0.06000600060006
325,4,4,0,1,2,:::,1O:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
326,3,4,0,1,1,::,:1O:1O:1O1S,,,1L,2,0.06000600060006
327,2,4,0,1,2,:,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
328,4,4,0,1,2,:::,:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
329,2,4,0,1,2,:,1O1S:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
330,4,4,0,1,2,:::,1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
331,2,4,0,1,1,:2O,::1O:1O1S,,,1L,2,0.06000600060006
332,4,4,0,1,1,:::1O,:1O1S:1O1S:1S,,,1L,2,0.06000600060006
333,2,4,1,1,0,:,::1S:1S,,,,2,0.06000600060006
334,1,5,0,1,1,,:1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
335,2,4,1,1,2,:,:1O1S:1O1S:1O1S,,,1L:1L,2,0.06000600060006
336,1,4,0,1,1,1O,:1O1S:1O1S:1S,,,1L,2,0.06000600060006
337,2,5,0,1,0,1O:2O,::::1S,,,,2,0.06000600060006
338,2,5,0,1,0,1O:1O,::::,,,,2,0.06000600060006
339,3,6,0,1,2,::,:::1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
340,1,4,0,1,1,1O,::1O1S:1O1S,,,1L,2,0.06000600060006
341,4,4,0,1,1,::1O:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
342,4,4,0,1,1,::1O:1O,::1O1S:1O1S,,,1L,2,0.06000600060006
343,3,4,0,1,1,::1O,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
344,3,4,0,1,1,::1O,::1O:1O,,,1L,2,0.06000600060006
345,2,4,0,1,1,:,1O1S:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
346,2,4,1,1,1,:1O,:1O:1O1S:1S,,,1L,2,0.06000600060006
347,3,5,0,1,2,::,:1O:1O:1O1S:1O1S,,,1L:1L,2,0.06000600060006
348,2,5,0,1,1,:1O,:1O:1O:1O1S:1S,,,1L,2,0.06000600060006
349,2,4,0,1,1,:,:1O:1O1S:1O1S,,,1L,2,0.06000600060006
350,4,4,0,1,1,:::,:1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
351,6,3,0,1,0,:::::,::1O1S,,,,2,0.06000600060006
352,0,8,0,1,1,,::::1O:1O1S:1O1S:1S,,,1L,2,0.06000600060006
353,4,3,0,1,1,:::1O,1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
354,0,6,0,1,0,,:::::1S,,,,2,0.06000600060006
355,2,6,0,1,1,:,:::1O1S:1O1S:1O1S,,,1L,2,0.06000600060006
356,4,3,0,1,0,:::1O,::1O,,,,2,0.06000600060006
357,4,3,0,1,0,:::1O,::1O1S,,,,2,0.06000600060006
