,num_dol,num_pegdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_pegdme,atoms_tfsi,atoms_ps,atoms_li,count,%
0,3,3,0,1,1,::1O,:1O:2O,,,1L,37,1.11011101110111
1,3,3,0,1,0,::,:1O:1O,,,,35,1.05010501050105
2,2,3,0,1,1,:1O,:1O:2O,,,1L,33,0.99009900990099
3,2,3,0,1,0,:,:1O:1O,,,,26,0.7800780078007801
4,3,3,0,1,0,::,::1O,,,,25,0.7500750075007501
5,4,2,0,1,1,:::1O,1O:2O,,,1L,21,0.6300630063006301
6,2,4,0,1,0,:,::1O:1O,,,,20,0.6000600060006
7,3,3,0,1,1,::1O,:1O:1O,,,1L,18,0.54005400540054
8,1,4,0,1,0,,::1O:1O,,,,17,0.51005100510051
9,2,4,0,1,1,:,:1O:1O:2O,,,1L,17,0.51005100510051
10,3,3,0,1,1,:1O:1O,:1O:2O,,,1L,16,0.48004800480048
11,2,4,0,1,1,:1O,:1O:1O:1O,,,1L,16,0.48004800480048
12,3,3,0,1,1,::,:1O:2O,,,1L,15,0.45004500450045
13,4,3,0,1,0,:::,::1O,,,,15,0.45004500450045
14,3,2,0,1,1,::1O,1O:2O,,,1L,14,0.42004200420042
15,5,2,0,1,0,::::,:1O,,,,14,0.42004200420042
16,4,2,0,1,1,:::1O,:2O,,,1L,14,0.42004200420042
17,4,3,0,1,0,:::,:1O:1O,,,,14,0.42004200420042
18,4,2,0,1,0,:::,:1O,,,,14,0.42004200420042
19,3,3,0,1,1,::1O,1O:1O:2O,,,1L,13,0.39003900390039
20,3,3,0,1,0,::1O,::1O,,,,13,0.39003900390039
21,4,2,0,1,1,::1O:1O,1O:2O,,,1L,12,0.36003600360036
22,2,4,0,1,1,:1O,::1O:2O,,,1L,12,0.36003600360036
23,2,3,0,1,0,:,::1O,,,,12,0.36003600360036
24,3,4,0,1,0,::,::1O:1O,,,,12,0.36003600360036
25,3,2,0,1,0,::,:1O,,,,12,0.36003600360036
26,3,3,0,1,1,::1O,:2O:2O,,,1L,12,0.36003600360036
27,4,2,0,1,1,::1O:1O,:2O,,,1L,11,0.33003300330033
28,4,3,0,1,1,:::1O,:1O:1O,,,1L,11,0.33003300330033
29,3,3,0,1,1,::1O,::2O,,,1L,11,0.33003300330033
30,2,3,0,1,1,:,:1O:2O,,,1L,10,0.3000300030003
31,2,4,0,1,1,:,1O:1O:1O:1O,,,1L,10,0.3000300030003
32,2,4,0,1,1,:1O,:1O:1O:2O,,,1L,10,0.3000300030003
33,2,4,0,1,0,:,:1O:1O:1O,,,,10,0.3000300030003
34,4,3,0,1,1,::1O:1O,:1O:2O,,,1L,10,0.3000300030003
35,2,3,0,1,1,:1O,1O:1O:1O,,,1L,10,0.3000300030003
36,2,4,0,1,0,:,:::1O,,,,10,0.3000300030003
37,3,3,0,1,1,:1O:1O,:1O:1O,,,1L,9,0.27002700270027
38,4,2,0,1,1,::1O:1O,1O:1O,,,1L,9,0.27002700270027
39,2,3,0,1,1,:,:2O:2O,,,1L,9,0.27002700270027
40,1,3,0,1,1,1O,:1O:2O,,,1L,9,0.27002700270027
41,4,3,0,1,0,:::1O,::1O,,,,9,0.27002700270027
42,3,3,0,1,1,::1O,1O:1O:1O,,,1L,9,0.27002700270027
43,1,5,0,1,0,,:::1O:1O,,,,9,0.27002700270027
44,4,3,0,1,1,:::1O,:1O:2O,,,1L,9,0.27002700270027
45,1,4,0,1,1,,:1O:1O:1O,,,1L,9,0.27002700270027
46,2,3,0,1,2,:1O,1O:2O:2O,,,1L:1L,9,0.27002700270027
47,3,3,0,1,1,::,1O:1O:2O,,,1L,9,0.27002700270027
48,3,3,0,1,0,::1O,:1O:1O,,,,9,0.27002700270027
49,2,3,0,1,1,:1O,::2O,,,1L,8,0.24002400240024
50,3,3,0,1,2,::1O,1O:2O:2O,,,1L:1L,8,0.24002400240024
51,3,4,0,1,1,:1O:1O,::1O:2O,,,1L,8,0.24002400240024
52,3,4,0,1,1,::,:1O:1O:2O,,,1L,8,0.24002400240024
53,1,4,0,1,0,,:::1O,,,,8,0.24002400240024
54,1,3,1,1,1,1O,:1O:2O,,,1L,8,0.24002400240024
55,1,4,0,1,1,,1O:1O:1O:1O,,,1L,8,0.24002400240024
56,4,4,0,1,0,:::,::1O:1O,,,,8,0.24002400240024
57,3,2,0,1,1,::1O,:2O,,,1L,8,0.24002400240024
58,4,3,0,1,1,::1O:1O,::2O,,,1L,8,0.24002400240024
59,2,4,0,1,1,:,:1O:1O:1O,,,1L,8,0.24002400240024
60,1,3,0,1,1,,:1O:2O,,,1L,7,0.21002100210021
61,4,3,0,1,0,:::1O,:1O:1O,,,,7,0.21002100210021
62,3,3,0,1,0,::,:1O:2O,,,,7,0.21002100210021
63,1,5,0,1,1,,:1O:1O:1O:2O,,,1L,7,0.21002100210021
64,1,3,0,1,2,1O,1O:2O:2O,,,1L:1L,7,0.21002100210021
65,5,2,0,1,1,::::1O,:2O,,,1L,7,0.21002100210021
66,3,3,0,1,0,:1O:1O,:1O:1O,,,,7,0.21002100210021
67,4,2,0,1,1,:::1O,1O:1O,,,1L,7,0.21002100210021
68,3,4,0,1,1,::1O,:1O:1O:2O,,,1L,7,0.21002100210021
69,2,4,0,1,1,:,:1O:2O:2O,,,1L,7,0.21002100210021
70,3,2,0,1,0,::,1O:1O,,,,7,0.21002100210021
71,3,4,0,1,1,::1O,::1O:1O,,,1L,7,0.21002100210021
72,3,2,0,1,0,::1O,1O:1O,,,,7,0.21002100210021
73,4,3,0,1,1,:::1O,::2O,,,1L,7,0.21002100210021
74,3,2,0,1,1,:1O:1O,1O:2O,,,1L,7,0.21002100210021
75,3,4,0,1,1,:1O:1O,:1O:1O:2O,,,1L,7,0.21002100210021
76,4,2,0,1,1,:::,1O:2O,,,1L,7,0.21002100210021
77,2,3,0,1,1,:1O,1O:1O:2O,,,1L,7,0.21002100210021
78,3,4,0,1,0,::1O,::1O:1O,,,,7,0.21002100210021
79,4,2,0,1,0,:::1O,:1O,,,,7,0.21002100210021
80,3,4,0,1,0,::,:::1O,,,,7,0.21002100210021
81,3,2,0,1,1,::,1O:2O,,,1L,6,0.18001800180018
82,4,2,0,1,0,:::1O,:,,,,6,0.18001800180018
83,2,3,0,1,2,:,1O:2O:2O,,,1L:1L,6,0.18001800180018
84,5,2,0,1,1,:::1O:1O,:2O,,,1L,6,0.18001800180018
85,2,3,0,1,1,1O:1O,:1O:2O,,,1L,6,0.18001800180018
86,3,4,0,1,0,::,:1O:1O:1O,,,,6,0.18001800180018
87,2,5,0,1,1,:1O,::1O:1O:1O,,,1L,6,0.18001800180018
88,2,3,0,1,1,1O:1O,1O:1O:2O,,,1L,6,0.18001800180018
89,3,3,0,1,2,:1O:1O,1O:2O:2O,,,1L:1L,6,0.18001800180018
90,5,2,0,1,0,::::1O,:1O,,,,6,0.18001800180018
91,1,4,0,1,1,1O,::1O:2O,,,1L,6,0.18001800180018
92,4,3,0,1,1,::1O:1O,:1O:1O,,,1L,6,0.18001800180018
93,3,2,0,1,0,::1O,:1O,,,,6,0.18001800180018
94,2,2,0,1,1,:,1O:2O,,,1L,6,0.18001800180018
95,4,3,0,1,1,:::1O,1O:1O:1O,,,1L,6,0.18001800180018
96,2,4,0,1,2,:1O,1O:1O:1O:2O,,,1L:1L,6,0.18001800180018
97,1,3,1,1,0,,:1O:1O,1O,,,6,0.18001800180018
98,3,2,0,1,1,::1O,1O:1O,,,1L,6,0.18001800180018
99,3,4,0,1,2,::,:1O:2O:2O,,,1L:1L,6,0.18001800180018
100,1,4,0,1,1,,::1O:2O,,,1L,6,0.18001800180018
101,1,4,0,1,1,,:1O:1O:2O,,,1L,6,0.18001800180018
102,2,4,0,1,0,:1O,:::1O,,,,6,0.18001800180018
103,1,4,0,1,1,1O,:1O:1O:1O,,,1L,6,0.18001800180018
104,3,4,0,1,1,::1O,:1O:1O:1O,,,1L,5,0.15001500150015
105,5,2,0,1,1,::::1O,1O:2O,,,1L,5,0.15001500150015
106,1,5,0,1,1,,:1O:1O:1O:1O,,,1L,5,0.15001500150015
107,2,4,0,1,1,:,::1O:1O,,,1L,5,0.15001500150015
108,5,2,0,1,1,::::,1O:2O,,,1L,5,0.15001500150015
109,4,1,0,1,1,:::1O,2O,,,1L,5,0.15001500150015
110,4,3,0,1,1,:::,1O:1O:1O,,,1L,5,0.15001500150015
111,6,0,0,2,1,::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,5,0.15001500150015
112,5,2,0,1,0,::::,1O:1O,,,,5,0.15001500150015
113,1,4,0,1,1,1O,1O:1O:1O:2O,,,1L,5,0.15001500150015
114,2,3,0,2,1,:,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,5,0.15001500150015
115,2,4,0,1,1,:1O,1O:1O:1O:1O,,,1L,5,0.15001500150015
116,3,2,0,2,1,::1O,:1O,,:::1S:1S:2S:2S:2S,1L,5,0.15001500150015
117,2,3,0,1,0,:1O,1O:1O:1O,,,,5,0.15001500150015
118,1,5,1,1,1,,::1O:1O:1O,1O,,1L,5,0.15001500150015
119,3,3,0,1,1,::,:1O:1O,,,1L,5,0.15001500150015
120,2,3,0,1,0,:,1O:1O:1O,,,,5,0.15001500150015
121,1,3,0,1,0,,::1O,,,,5,0.15001500150015
122,3,3,0,1,0,::,1O:1O:1O,,,,5,0.15001500150015
123,3,4,0,1,1,::,:1O:2O:2O,,,1L,5,0.15001500150015
124,3,3,0,1,1,::,1O:2O:2O,,,1L,5,0.15001500150015
125,3,3,0,2,2,::1O,1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,5,0.15001500150015
126,3,4,0,1,1,::,::1O:2O,,,1L,5,0.15001500150015
127,2,3,0,1,0,:1O,:1O:1O,,,,5,0.15001500150015
128,2,3,1,1,1,:,:1O:2O,,,1L,5,0.15001500150015
129,2,3,0,1,1,:1O,:1O:1O,,,1L,5,0.15001500150015
130,2,5,0,1,0,:,:::1O:1O,,,,5,0.15001500150015
131,3,5,0,1,0,::,::::1O,,,,5,0.15001500150015
132,2,3,0,1,0,:1O,::1O,,,,5,0.15001500150015
133,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,5,0.15001500150015
134,2,4,0,1,1,:1O,::1O:1O,,,1L,5,0.15001500150015
135,3,2,0,1,1,:1O:1O,1O:1O,,,1L,4,0.12001200120012
136,4,2,0,1,1,:::1O,:1O,,,1L,4,0.12001200120012
137,1,4,0,1,1,,::1O:1O,,,1L,4,0.12001200120012
138,2,3,0,2,1,:1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,4,0.12001200120012
139,3,2,0,1,1,:1O:1O,:2O,,,1L,4,0.12001200120012
140,4,2,0,1,0,:::,1O:1O,,,,4,0.12001200120012
141,2,4,0,2,2,:1O,:1O:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
142,1,4,0,1,1,,1O:1O:1O:2O,,,1L,4,0.12001200120012
143,2,3,0,1,1,:,:1O:1O,,,1L,4,0.12001200120012
144,4,2,0,1,0,:::1O,1O:1O,,,,4,0.12001200120012
145,4,4,0,1,2,:::1O,:1O:2O:2O,,,1L:1L,4,0.12001200120012
146,2,3,0,2,1,:1O,:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,4,0.12001200120012
147,2,4,0,1,1,1O:1O,::1O:2O,,,1L,4,0.12001200120012
148,1,5,0,1,2,,1O:1O:1O:1O:2O,,,1L:1L,4,0.12001200120012
149,2,2,0,1,1,1O:1O,1O:2O,,,1L,4,0.12001200120012
150,2,2,1,1,1,:1O,1O:2O,,,1L,4,0.12001200120012
151,2,4,0,1,1,:1O,:::2O,,,1L,4,0.12001200120012
152,2,3,0,1,1,:1O,:2O:2O,,,1L,4,0.12001200120012
153,2,3,1,1,1,:1O,:1O:1O,,,1L,4,0.12001200120012
154,2,4,0,1,1,:1O,1O:1O:1O:2O,,,1L,4,0.12001200120012
155,4,3,0,1,1,:1O:1O:1O,:1O:1O,,,1L,4,0.12001200120012
156,4,3,0,1,1,:::1O,::1O,,,1L,4,0.12001200120012
157,2,4,0,1,1,:1O,::2O:2O,,,1L,4,0.12001200120012
158,2,5,0,1,1,:,::1O:1O:2O,,,1L,4,0.12001200120012
159,2,2,0,1,1,:,1O:1O,,,1L,4,0.12001200120012
160,2,5,0,1,1,:1O,:1O:1O:1O:1O,,,1L,4,0.12001200120012
161,3,4,0,1,1,::,::1O:1O,,,1L,4,0.12001200120012
162,4,3,0,1,2,:::1O,1O:2O:2O,,,1L:1L,4,0.12001200120012
163,2,3,1,1,2,:,1O:2O:2O,1O,,1L:1L,4,0.12001200120012
164,1,4,0,1,2,1O,:1O:2O:2O,,,1L:1L,4,0.12001200120012
165,2,2,0,1,0,:,:1O,,,,4,0.12001200120012
166,2,3,0,1,1,:,1O:1O:1O,,,1L,4,0.12001200120012
167,4,3,0,1,1,:::,:1O:2O,,,1L,4,0.12001200120012
168,3,3,0,1,1,::1O,::1O,,,1L,4,0.12001200120012
169,5,1,0,1,1,::::1O,2O,,,1L,4,0.12001200120012
170,1,3,1,1,1,,:1O:2O,1O,,1L,4,0.12001200120012
171,3,3,0,1,1,::,:2O:2O,,,1L,4,0.12001200120012
172,6,0,0,2,1,::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,4,0.12001200120012
173,1,3,0,1,0,,:1O:1O,,,,4,0.12001200120012
174,3,3,0,1,1,:1O:1O,:2O:2O,,,1L,4,0.12001200120012
175,3,3,0,1,0,:1O:1O,::1O,,,,4,0.12001200120012
176,0,4,1,1,1,,:1O:1O:1O,,,1L,4,0.12001200120012
177,1,3,0,2,1,,:1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,4,0.12001200120012
178,6,1,0,2,1,::::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
179,4,2,1,1,1,:::1O,1O:2O,,,1L,3,0.09000900090009
180,5,2,0,1,1,::1O:1O:1O,1O:1O,,,1L,3,0.09000900090009
181,4,3,0,1,2,:::1O,:1O:2O,,,1L:1L,3,0.09000900090009
182,3,4,0,1,1,::,:1O:1O:1O,,,1L,3,0.09000900090009
183,3,3,0,2,2,:1O:1O,:2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
184,4,4,0,1,1,::1O:1O,1O:1O:1O:2O,,,1L,3,0.09000900090009
185,1,5,0,1,1,1O,::1O:1O:2O,,,1L,3,0.09000900090009
186,2,3,0,1,1,1O:1O,:1O:1O,,,1L,3,0.09000900090009
187,1,4,0,2,1,,::1O:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,3,0.09000900090009
188,2,3,0,1,1,1O:1O,1O:1O:1O,,,1L,3,0.09000900090009
189,0,4,1,1,1,,:1O:1O:2O,1O,,1L,3,0.09000900090009
190,3,2,0,2,2,:1O:1O,2O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
191,2,3,0,2,1,:,::1O,,::1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
192,2,4,0,1,2,:,:1O:1O:2O,,,1L:1L,3,0.09000900090009
193,2,3,0,1,0,:,::2O,,,,3,0.09000900090009
194,1,4,0,2,1,,:1O:1O:1O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
195,4,4,0,1,1,:::1O,:1O:1O:2O,,,1L,3,0.09000900090009
196,2,2,0,1,0,:,1O:1O,,,,3,0.09000900090009
197,4,3,0,1,1,:::,:2O:2O,,,1L,3,0.09000900090009
198,4,4,0,1,1,:::1O,::1O:2O,,,1L,3,0.09000900090009
199,2,4,0,1,2,:1O,:1O:2O:2O,,,1L:1L,3,0.09000900090009
200,2,3,0,1,1,:,1O:2O:2O,,,1L,3,0.09000900090009
201,4,3,0,1,1,:::,1O:1O:2O,,,1L,3,0.09000900090009
202,2,3,0,1,1,:,1O:1O:2O,,,1L,3,0.09000900090009
203,2,3,0,1,2,1O:2O,1O:2O:2O,,,1L:1L,3,0.09000900090009
204,3,3,0,1,1,::1O,1O:2O:2O,,,1L,3,0.09000900090009
205,4,3,0,2,1,:::1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
206,3,4,0,1,0,::1O,:1O:1O:1O,,,,3,0.09000900090009
207,2,5,0,1,0,:,::::1O,,,,3,0.09000900090009
208,0,5,1,1,1,,::1O:1O:1O,,,1L,3,0.09000900090009
209,5,2,0,2,1,::::1O,:1O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
210,4,3,1,1,1,:::1O,:1O:2O,,,1L,3,0.09000900090009
211,3,3,0,1,1,:1O:1O,::1O,,,1L,3,0.09000900090009
212,3,4,0,1,0,::1O,:::1O,,,,3,0.09000900090009
213,3,3,0,2,1,::1O,:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
214,4,1,0,1,0,:::,1O,,,,3,0.09000900090009
215,3,2,0,2,1,::1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
216,2,3,0,2,1,:1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
217,2,5,0,1,0,:,::1O:1O:1O,,,,3,0.09000900090009
218,2,3,1,1,0,:,:1O:2O,,,,3,0.09000900090009
219,2,3,0,1,1,:,::2O,,,1L,3,0.09000900090009
220,2,3,1,1,1,:,:1O:1O,1O,,1L,3,0.09000900090009
221,4,3,0,1,0,:::,1O:1O:1O,,,,3,0.09000900090009
222,2,3,1,1,1,:,:1O:2O,1O,,1L,3,0.09000900090009
223,3,3,0,2,2,::1O,1O:1O:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
224,3,4,0,1,0,::,::1O:2O,,,,3,0.09000900090009
225,1,3,0,1,1,1O,1O:1O:2O,,,1L,3,0.09000900090009
226,2,4,0,1,2,1O:1O,1O:1O:1O:2O,,,1L:1L,3,0.09000900090009
227,3,2,0,1,1,::,2O:2O,,,1L,3,0.09000900090009
228,2,3,1,1,2,:1O,1O:2O:2O,1O,,1L:1L,3,0.09000900090009
229,3,2,0,1,0,::,:,,,,3,0.09000900090009
230,1,4,0,1,0,1O,:1O:1O:1O,,,,3,0.09000900090009
231,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
232,3,3,0,1,1,:1O:1O,1O:1O:2O,,,1L,3,0.09000900090009
233,2,4,0,1,0,:,:1O:1O:2O,,,,3,0.09000900090009
234,2,4,1,1,1,:1O,::1O:2O,,,1L,3,0.09000900090009
235,0,5,0,1,1,,::1O:1O:2O,,,1L,3,0.09000900090009
236,1,4,0,1,0,,:1O:1O:1O,,,,3,0.09000900090009
237,5,2,0,1,1,::::1O,2O:2O,,,1L,3,0.09000900090009
238,1,3,1,1,2,,1O:2O:2O,1O,,1L:1L,3,0.09000900090009
239,3,3,0,1,2,:1O:1O,:2O:2O,,,1L:1L,3,0.09000900090009
240,3,3,1,1,1,::,:1O:1O,1O,,1L,3,0.09000900090009
241,2,4,0,1,0,:1O,::1O:1O,,,,3,0.09000900090009
242,4,2,0,1,0,:::,1O:2O,,,,3,0.09000900090009
243,4,2,0,1,0,:::,:,,,,3,0.09000900090009
244,5,1,0,1,1,:::1O:1O,2O,,,1L,3,0.09000900090009
245,2,4,1,1,2,1O:1O,:1O:1O:1O,2O,,1L:1L,3,0.09000900090009
246,3,4,0,1,1,::1O,::2O:2O,,,1L,3,0.09000900090009
247,3,3,1,1,1,:1O:1O,:1O:1O,,,1L,3,0.09000900090009
248,2,4,0,1,1,1O:1O,:1O:1O:2O,,,1L,3,0.09000900090009
249,3,4,0,1,1,::1O,::1O:2O,,,1L,3,0.09000900090009
250,3,3,0,1,2,::,1O:2O:2O,,,1L:1L,3,0.09000900090009
251,4,2,0,2,1,:::1O,1O:1O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
252,3,4,0,1,1,::1O,:1O:2O:2O,,,1L,3,0.09000900090009
253,2,4,0,1,1,:,::2O:2O,,,1L,3,0.09000900090009
254,4,3,0,1,1,:::1O,:2O:2O,,,1L,3,0.09000900090009
255,2,4,1,1,1,:,::1O:1O,,,1L,3,0.09000900090009
256,2,4,1,1,0,:,::1O:1O,,,,3,0.09000900090009
257,1,3,0,1,1,,:1O:1O,,,1L,3,0.09000900090009
258,2,3,0,2,1,:,:1O:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
259,1,5,0,1,1,,::1O:1O:2O,,,1L,3,0.09000900090009
260,5,2,0,1,0,::::1O,1O:1O,,,,3,0.09000900090009
261,5,2,0,1,1,::::,1O:1O,,,1L,3,0.09000900090009
262,3,4,0,1,2,::1O,1O:1O:1O:2O,,,1L:1L,3,0.09000900090009
263,1,4,0,1,1,1O,:1O:1O:2O,,,1L,3,0.09000900090009
264,5,2,0,1,0,:::1O:1O,:1O,,,,3,0.09000900090009
265,1,3,0,1,0,1O,:1O:1O,,,,3,0.09000900090009
266,1,4,0,1,1,1O,1O:1O:1O:1O,,,1L,3,0.09000900090009
267,3,2,1,1,0,::,1O:1O,,,,3,0.09000900090009
268,0,4,0,1,1,,:1O:1O:1O,,,1L,3,0.09000900090009
269,2,3,0,1,0,:,:1O:2O,,,,3,0.09000900090009
270,2,5,0,1,1,:,::1O:1O:1O,,,1L,3,0.09000900090009
271,1,4,0,1,2,,:1O:2O:2O,,,1L:1L,3,0.09000900090009
272,3,4,0,1,1,::,::2O:2O,,,1L,3,0.09000900090009
273,5,1,0,2,1,::::1O,1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
274,1,4,0,1,1,2O,:1O:1O:2O,,,1L,3,0.09000900090009
275,2,3,0,1,2,:1O,:2O:2O,,,1L:1L,2,0.06000600060006
276,2,4,1,1,1,:,:1O:1O:2O,1O,,1L,2,0.06000600060006
277,5,3,1,1,1,::::1O,:1O:1O,,,1L,2,0.06000600060006
278,5,3,0,1,2,::::1O,:1O:2O,,,1L:1L,2,0.06000600060006
279,2,4,1,1,1,:,:1O:1O:1O,1O,,1L,2,0.06000600060006
280,3,3,1,1,2,1O:1O:1O,1O:1O:1O,1O1S,,1L:1L,2,0.06000600060006
281,2,3,0,1,2,:1O,2O:2O:2O,,,1L:1L,2,0.06000600060006
282,2,3,0,1,2,:1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
283,2,4,1,1,1,:,1O:1O:1O:1O,,,1L,2,0.06000600060006
284,4,2,0,1,1,:1O:1O:1O,1O:1O,,,1L,2,0.06000600060006
285,4,2,0,1,1,:1O:1O:1O,:2O,,,1L,2,0.06000600060006
286,3,2,0,1,1,:1O:2O,1O:2O,,,1L,2,0.06000600060006
287,0,5,1,1,1,,:1O:1O:1O:1O,1O,,1L,2,0.06000600060006
288,2,3,0,1,2,1O:1O,1O:2O:2O,,,1L:1L,2,0.06000600060006
289,5,3,0,1,0,::::1O,::1O,,,,2,0.06000600060006
290,5,3,0,1,0,::::1O,:1O:1O,,,,2,0.06000600060006
291,5,3,0,1,0,::::,::2O,,,,2,0.06000600060006
292,2,4,1,1,1,:,:::2O,1O,,1L,2,0.06000600060006
293,4,2,0,1,1,:::2O,1O:2O,,,1L,2,0.06000600060006
294,2,4,1,1,1,:1O,:1O:1O:1O,,,1L,2,0.06000600060006
295,3,3,1,1,1,::1O,1O:1O:1O,,,1L,2,0.06000600060006
296,2,4,1,1,1,:1O,:1O:1O:2O,1O,,1L,2,0.06000600060006
297,3,3,1,1,1,::,:1O:2O,1O,,1L,2,0.06000600060006
298,3,3,1,1,1,::,:1O:2O,,,1L,2,0.06000600060006
299,5,3,0,1,0,::::,::1O,,,,2,0.06000600060006
300,2,2,1,1,1,:,1O:2O,,,1L,2,0.06000600060006
301,4,2,0,2,1,::1O:1O,:1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
302,3,3,1,1,1,::,1O:1O:1O,1O,,1L,2,0.06000600060006
303,3,3,1,1,1,:1O:1O,:1O:1O,1O,,1L,2,0.06000600060006
304,3,3,1,1,1,::1O,:1O:1O,,,1L,2,0.06000600060006
305,5,3,0,1,1,:::1O:1O,:1O:1O,,,1L,2,0.06000600060006
306,5,3,0,1,1,:::1O:1O,:1O:2O,,,1L,2,0.06000600060006
307,5,3,0,1,1,::::1O,1O:1O:1O,,,1L,2,0.06000600060006
308,2,3,0,1,2,1O:1O,1O:1O:2O,,,1L:1L,2,0.06000600060006
309,3,3,1,1,1,::1O,:1O:2O,,,1L,2,0.06000600060006
310,3,3,0,1,1,:1O:1O,::2O,,,1L,2,0.06000600060006
311,2,3,0,1,1,:1O,1O:2O:2O,,,1L,2,0.06000600060006
312,5,3,0,1,1,::::1O,:1O:2O,,,1L,2,0.06000600060006
313,3,3,1,1,1,::1O,:1O:1O,1O,,1L,2,0.06000600060006
314,1,2,0,1,0,,1O:1O,,,,2,0.06000600060006
315,5,3,0,1,1,:::1O:1O,::2O,,,1L,2,0.06000600060006
316,4,2,0,1,1,:::,:2O,,,1L,2,0.06000600060006
317,3,2,0,2,1,::,:1O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,2,0.06000600060006
318,5,3,0,1,1,::::,:1O:1O,,,1L,2,0.06000600060006
319,4,2,0,1,1,:::1O,2O:2O,,,1L,2,0.06000600060006
320,1,2,0,1,1,1O,1O:2O,,,1L,2,0.06000600060006
321,2,3,0,2,1,1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
322,3,3,0,1,1,:1O:1O,1O:1O:1O,,,1L,2,0.06000600060006
323,2,3,0,2,1,:1O,::1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
324,2,4,1,1,0,:1O,::1O:1O,,,,2,0.06000600060006
325,3,4,0,1,1,:1O:1O,::2O:2O,,,1L,2,0.06000600060006
326,0,4,0,2,1,,:1O:1O:1O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
327,3,3,0,1,0,::,::,,,,2,0.06000600060006
328,3,4,0,1,1,::1O,1O:1O:1O:1O,,,1L,2,0.06000600060006
329,3,3,0,1,0,::1O,1O:1O:1O,,,,2,0.06000600060006
330,2,4,0,1,2,1O:1O,:1O:2O:2O,,,1L:1L,2,0.06000600060006
331,6,2,0,1,0,::::1O:1O,:1O,,,,2,0.06000600060006
332,0,4,1,1,1,,:1O:1O:1O,1O,,1L,2,0.06000600060006
333,2,4,0,1,2,:,1O:1O:2O:2O,,,1L:1L,2,0.06000600060006
334,2,4,0,1,2,:,:1O:2O:2O,,,1L:1L,2,0.06000600060006
335,2,4,0,1,2,:1O,1O:1O:1O:1O,,,1L:1L,2,0.06000600060006
336,2,3,1,1,1,:1O,::2O,,,1L,2,0.06000600060006
337,2,4,0,1,2,:1O,:2O:2O:2O,,,1L:1L,2,0.06000600060006
338,2,4,0,1,2,:1O,::2O:2O,,,1L:1L,2,0.06000600060006
339,2,3,1,1,1,:1O,:1O:1O,1O,,1L,2,0.06000600060006
340,3,4,0,1,1,::,1O:1O:1O:1O,,,1L,2,0.06000600060006
341,2,3,1,1,1,:1O,1O:1O:2O,1O,,1L,2,0.06000600060006
342,2,3,1,1,1,:1O,1O:1O:2O,,,1L,2,0.06000600060006
343,2,3,1,1,1,:1O,1O:1O:1O,1O,,1L,2,0.06000600060006
344,2,3,1,1,1,:1O,1O:1O:1O,,,1L,2,0.06000600060006
345,3,4,0,1,2,::1O,::1O:2O,,,1L:1L,2,0.06000600060006
346,2,4,0,1,1,:1O,:1O:2O:2O,,,1L,2,0.06000600060006
