,num_dol,num_dmds,num_tfsi,num_ps,num_li,atoms_dol,atoms_dmds,atoms_tfsi,atoms_ps,atoms_li,count,%
286,5,2,0,1,1,::1O:1O:2O,:,,,1L,2,0.06000600060006
287,4,0,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
288,5,2,0,1,2,1O:1O:1O:1O:1O,:1S,,,1L:1L,2,0.06000600060006
289,5,2,0,1,2,1O:1O:1O:2O:2O,:2S,,,1L:1L,2,0.06000600060006
290,4,2,1,1,1,:1O:1O:2O,:1S,1O,,1L,2,0.06000600060006
291,5,0,1,1,1,:::1O:1O,,2O1S,,1L,2,0.06000600060006
292,5,0,0,3,2,:1O:1O:1O:1O,,,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
293,5,0,1,1,1,::1O:1O:1O,,1O,,1L,2,0.06000600060006
294,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
295,5,2,0,2,1,:::1O:1O,:1S,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
296,4,0,1,1,2,:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
297,4,2,1,2,2,1O:1O:1O:1O,:1S,1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
298,4,0,1,1,2,:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
299,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
300,4,0,1,1,2,1O:1O:2O:2O,,2O1S,,1L:1L,2,0.06000600060006
301,4,0,1,1,2,1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
302,4,0,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
303,5,1,1,1,2,1O:1O:1O:2O:2O,,,,1L:1L,2,0.06000600060006
304,5,0,1,1,2,:1O:1O:2O:2O,,1N3O2S,,1L:1L,2,0.06000600060006
305,4,2,1,1,1,:1O:1O:2O,:1S,,,1L,2,0.06000600060006
306,5,0,2,2,2,::1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
307,4,1,2,1,2,1O:1O:1O:1O,,2O:2O,,1L:1L,2,0.06000600060006
308,4,1,2,1,2,1O:1O:1O:1O,,:1N3O2S,,1L:1L,2,0.06000600060006
309,4,1,1,1,1,::1O:1O,,1O,,1L,2,0.06000600060006
310,4,1,2,1,2,1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
311,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
312,5,0,2,2,2,:1O:1O:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
313,5,0,2,2,2,:1O:1O:1O:1O,,:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
314,4,1,1,1,1,:1O:1O:1O,,,,1L,2,0.06000600060006
315,4,1,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
316,4,1,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
317,5,0,3,1,2,:1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
318,4,1,1,1,2,1O:1O:1O:1O,1S,1O,,1L:1L,2,0.06000600060006
319,5,0,3,1,2,:1O:1O:1O:1O,,:1O:1O,,1L:1L,2,0.06000600060006
320,4,1,0,2,2,1O:1O:1O:2O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
321,4,1,0,2,2,1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
322,4,1,2,1,2,1O:1O:1O:1O,,:2O1S,,1L:1L,2,0.06000600060006
323,5,1,0,1,1,1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
324,5,1,0,1,1,:1O:1O:1O:1O,1S,,,1L,2,0.06000600060006
325,4,1,2,1,2,1O:1O:1O:1O,1S,1O:1O1S,,1L:1L,2,0.06000600060006
326,4,1,2,1,2,1O:1O:1O:1O,2S,:1O,,1L:1L,2,0.06000600060006
327,4,1,2,1,2,1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
328,4,1,2,1,2,1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
329,4,1,2,1,2,1O:1O:1O:1O,,1O:3O1S,,1L:1L,2,0.06000600060006
330,5,0,2,1,1,:::1O:1O,,:1O,,1L,2,0.06000600060006
331,4,1,2,1,2,1O:1O:1O:2O,1S,1O:1O,,1L:1L,2,0.06000600060006
332,5,0,2,1,2,1O:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
333,5,0,2,1,2,1O:1O:1O:2O:2O,,1O:1O,,1L:1L,2,0.06000600060006
334,5,0,2,1,2,:1O:1O:1O:1O,,1O1S:2O,,1L:1L,2,0.06000600060006
335,5,0,2,1,2,:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
336,5,0,2,1,2,1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
337,5,0,2,1,2,:1O:1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
338,5,0,2,1,2,:1O:1O:1O:1O,,3O1S:3O1S,,1L:1L,2,0.06000600060006
339,5,0,2,1,2,:1O:1O:1O:1O,,:1O,,1L:1L,2,0.06000600060006
340,5,0,2,1,2,1O:1O:1O:1O:1O,,:1N1O1S,,1L:1L,2,0.06000600060006
341,4,1,1,1,2,:1O:1O:1O,2S,2O,,1L:1L,2,0.06000600060006
342,4,1,1,1,2,:1O:1O:1O,2S,1O,,1L:1L,2,0.06000600060006
343,5,0,2,1,2,:1O:1O:1O:2O,,1O1S:2O1S,,1L:1L,2,0.06000600060006
344,4,1,2,1,1,::1O:1O,,:1O,,1L,2,0.06000600060006
345,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:3O2S,,1L:1L,2,0.06000600060006
346,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O,,1L:1L,2,0.06000600060006
347,5,0,2,1,2,:1O:1O:1O:2O,,1O:2O1S,,1L:1L,2,0.06000600060006
348,4,1,1,1,2,1O:1O:1O:2O,1S,3O1S,,1L:1L,2,0.06000600060006
349,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
350,5,0,2,1,2,::1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
351,5,0,2,1,2,::1O:1O:1O,,1O:2O,,1L:1L,2,0.06000600060006
352,4,1,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,2,0.06000600060006
353,5,0,2,1,2,1O:1O:1O:1O:1O,,1O:1O1S,,1L:1L,2,0.06000600060006
354,3,4,0,1,1,1O:1O:1O,::1S:1S,,,1L,2,0.06000600060006
355,4,1,2,1,2,1O:1O:1O:2O,,1O:3O1S,,1L:1L,2,0.06000600060006
356,5,1,0,1,1,:::1O:1O,,,,1L,2,0.06000600060006
357,4,2,1,1,1,:1O:1O:2O,:,,,1L,2,0.06000600060006
358,4,2,0,1,1,::1O:1O,:2S,,,1L,2,0.06000600060006
359,4,1,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
360,5,1,1,1,1,::1O:1O:1O,,1O1S,,1L,2,0.06000600060006
361,4,1,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
362,4,1,3,1,2,:1O:1O:1O,1S,:1O:1O,,1L:1L,2,0.06000600060006
363,4,2,0,1,1,1O:1O:1O:1O,:1S,,,1L,2,0.06000600060006
364,5,1,1,1,1,::1O:1O:2O,,1O,,1L,2,0.06000600060006
365,5,0,1,2,2,1O:1O:1O:1O:1O,,1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
366,5,1,1,1,1,:::1O:1O,1S,1O,,1L,2,0.06000600060006
367,5,1,1,1,2,1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
368,4,2,0,1,1,::1O:1O,1S:1S,,,1L,2,0.06000600060006
369,4,2,0,1,2,1O:1O:1O:1O,1S:1S,,,1L:1L,2,0.06000600060006
370,5,1,0,2,2,1O:1O:1O:1O:1O,1S,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
371,4,2,0,1,2,1O:1O:1O:1O,1S:2S,,,1L:1L,2,0.06000600060006
372,4,2,0,1,2,1O:1O:1O:1O,:1S,,,1L:1L,2,0.06000600060006
373,5,0,1,2,2,1O:1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
374,5,0,1,1,2,:1O:1O:1O:2O,,2O2S,,1L:1L,2,0.06000600060006
375,4,2,1,1,1,:1O:1O:1O,:,,,1L,2,0.06000600060006
376,4,2,1,1,1,:1O:1O:1O,:,2O1S,,1L,2,0.06000600060006
377,4,2,1,1,1,:1O:1O:1O,:1S,,,1L,2,0.06000600060006
378,4,2,1,1,1,:1O:1O:1O,:1S,1O,,1L,2,0.06000600060006
379,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
380,5,1,1,1,2,1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
381,5,1,1,1,1,:1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
382,4,0,3,1,2,1O:1O:1O:1O,,1O:1O:1O,,1L:1L,2,0.06000600060006
383,5,1,0,1,1,:::1O:1O,1S,,,1L,2,0.06000600060006
384,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
385,4,1,2,1,2,1O:1O:1O:2O,1S,:1O,,1L:1L,2,0.06000600060006
386,5,1,0,1,2,1O:1O:1O:1O:1O,1S,,,1L:1L,2,0.06000600060006
387,4,1,2,1,2,1O:1O:1O:2O,2S,:1O,,1L:1L,2,0.06000600060006
388,4,1,2,1,2,:1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
389,4,1,0,1,2,1O:1O:2O:2O,1S,,,1L:1L,2,0.06000600060006
390,4,1,0,1,2,1O:1O:1O:1O,2S,,,1L:1L,2,0.06000600060006
391,4,1,0,1,2,1O:1O:1O:1O,1S,,,1L:1L,2,0.06000600060006
392,4,1,0,1,1,:1O:1O:2O,,,,1L,2,0.06000600060006
393,5,1,0,1,2,:1O:1O:1O:1O,1S,,,1L:1L,2,0.06000600060006
394,5,0,1,2,2,:1O:1O:1O:2O,,1O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
395,4,0,3,1,2,::1O:1O,,1O:2O:3O1S,,1L:1L,2,0.06000600060006
396,5,1,0,2,2,1O:1O:1O:1O:1O,1S,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
397,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
398,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
399,4,0,3,1,2,:1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
400,5,1,0,2,2,1O:1O:1O:1O:1O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
401,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:1O,,1L:1L,2,0.06000600060006
402,4,0,3,1,2,1O:1O:1O:2O,,:1O:1O,,1L:1L,2,0.06000600060006
403,5,1,0,2,2,1O:1O:1O:1O:1O,1S,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
404,4,0,3,1,2,1O:1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
405,4,1,2,1,2,:1O:1O:2O,1S,1O:1O,,1L:1L,2,0.06000600060006
406,5,0,1,2,2,:1O:1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
407,5,0,2,1,2,::1O:1O:1O,,2O:2O1S,,1L:1L,2,0.06000600060006
408,5,0,0,1,2,1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
409,3,2,1,1,2,1O:1O:1O,:1S,2O,,1L:1L,2,0.06000600060006
410,7,0,1,1,1,::::1O:1O:1O,,1O,,1L,2,0.06000600060006
411,3,0,1,2,2,1O:1O:1O,,2O,1S:2S:2S:2S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
412,7,0,0,1,1,::1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
413,7,0,0,1,1,:::1O:1O:1O:2O,,,,1L,2,0.06000600060006
414,7,0,0,1,2,::1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
415,6,1,0,2,2,:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
416,7,0,0,2,2,:1O:1O:1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
417,6,0,1,1,2,:1O:1O:1O:2O:2O,,2O,,1L:1L,2,0.06000600060006
418,3,1,3,1,2,1O:1O:1O,,:1O:2O,,1L:1L,2,0.06000600060006
419,6,0,1,1,2,::1O:1O:1O:1O,,1O,,1L:1L,2,0.06000600060006
420,6,0,1,1,2,::1O:1O:1O:1O,,2O1S,,1L:1L,2,0.06000600060006
421,2,4,1,1,1,1O:1O,:::1S,,,1L,2,0.06000600060006
422,2,4,1,1,1,1O:1O,:::,1O,,1L,2,0.06000600060006
423,3,2,2,1,1,:1O:1O,:,:1O,,1L,2,0.06000600060006
424,3,2,2,1,2,1O:1O:1O,:,1O:2O,,1L:1L,2,0.06000600060006
425,6,1,0,1,1,::1O:1O:2O:2O,1S,,,1L,2,0.06000600060006
426,3,1,0,2,2,1O:1O:1O,1S,,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,2,0.06000600060006
427,6,0,0,2,2,::1O:1O:1O:1O,,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
428,7,0,1,1,2,:1O:1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
429,7,0,1,1,2,::1O:1O:1O:1O:1O,,2O,,1L:1L,2,0.06000600060006
430,7,0,1,1,2,::1O:1O:1O:1O:2O,,1O,,1L:1L,2,0.06000600060006
431,6,0,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
432,6,0,0,2,2,:1O:1O:1O:1O:2O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
433,6,0,0,2,2,:1O:1O:1O:1O:1O,,,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,2,0.06000600060006
434,3,2,3,1,2,1O:1O:1O,:,1O:1O:2O,,1L:1L,2,0.06000600060006
435,3,3,0,1,1,1O:1O:1O,::,,,1L,2,0.06000600060006
436,3,3,0,1,1,1O:1O:2O,::,,,1L,2,0.06000600060006
437,3,3,0,1,1,1O:2O:2O,::1S,,,1L,2,0.06000600060006
438,3,1,1,1,2,1O:1O:1O,1S,2O2S,,1L:1L,2,0.06000600060006
439,6,1,1,1,1,:::1O:1O:1O,,,,1L,2,0.06000600060006
440,6,1,1,1,1,:::1O:1O:1O,1S,1O,,1L,2,0.06000600060006
441,6,2,0,1,1,:::1O:1O:2O,:,,,1L,2,0.06000600060006
442,3,0,3,1,2,1O:1O:1O,,1O:1O:2O1S,,1L:1L,2,0.06000600060006
443,3,2,1,1,1,:1O:1O,:1S,1O,,1L,2,0.06000600060006
444,6,0,1,1,2,1O:1O:1O:1O:1O:1O,,1O1S,,1L:1L,2,0.06000600060006
445,3,2,1,1,1,:1O:1O,:,,,1L,2,0.06000600060006
446,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
447,6,1,1,1,2,:1O:1O:1O:1O:1O,2S,1O,,1L:1L,2,0.06000600060006
448,3,2,1,1,1,1O:1O:1O,:,1O,,1L,2,0.06000600060006
449,3,2,1,1,2,1O:1O:1O,:,1O,,1L:1L,2,0.06000600060006
450,6,0,1,1,2,1O:1O:1O:1O:1O:2O,,2O1S,,1L:1L,2,0.06000600060006
451,6,0,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,2,0.06000600060006
452,6,0,1,1,2,:1O:1O:1O:1O:1O,,,,1L:1L,2,0.06000600060006
453,3,2,0,2,1,:1O:1O,:,,1S:1S:1S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
454,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N1O1S,,1L:1L,2,0.06000600060006
455,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N2O2S,,1L:1L,2,0.06000600060006
456,6,0,1,1,2,:1O:1O:1O:1O:1O,,1N3O2S,,1L:1L,2,0.06000600060006
457,3,0,2,2,2,1O:1O:1O,,1N1O1S:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
458,3,2,0,1,1,1O:1O:2O,:1S,,,1L,2,0.06000600060006
459,3,2,0,1,1,1O:1O:1O,:,,,1L,2,0.06000600060006
460,6,1,1,1,2,::1O:1O:1O:1O,1S,2O1S,,1L:1L,2,0.06000600060006
461,3,2,1,1,2,1O:1O:1O,:2S,1N3O2S,,1L:1L,2,0.06000600060006
462,6,0,1,1,2,:1O:1O:1O:1O:1O,,3O1S,,1L:1L,2,0.06000600060006
463,6,0,1,1,1,::1O:1O:1O:1O,,1O,,1L,2,0.06000600060006
464,3,0,3,1,2,1O:1O:1O,,1O:1O1S:2O1S,,1L:1L,2,0.06000600060006
465,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,2,0.06000600060006
466,3,0,3,1,2,1O:1O:1O,,1O:1O:2O,,1L:1L,2,0.06000600060006
467,6,1,2,1,2,:1O:1O:1O:1O:1O,,1O:1O,,1L:1L,2,0.06000600060006
468,3,1,3,1,2,1O:1O:1O,1S,1O:1O:2O1S,,1L:1L,2,0.06000600060006
469,3,1,3,1,2,1O:1O:1O,1S,1O:1O:2O,,1L:1L,2,0.06000600060006
470,6,1,0,1,1,:::1O:1O:2O,,,,1L,2,0.06000600060006
471,6,1,1,1,2,:1O:1O:1O:1O:1O,1S,2O,,1L:1L,2,0.06000600060006
472,7,2,0,1,1,::::1O:1O:1O,:,,,1L,2,0.06000600060006
473,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
474,6,0,0,1,1,:1O:1O:1O:1O:2O,,,,1L,2,0.06000600060006
475,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O1S,,1L:1L,2,0.06000600060006
476,6,0,2,1,2,:1O:1O:1O:1O:2O,,1O:1O,,1L:1L,2,0.06000600060006
477,5,3,1,1,1,::1O:1O:1O,::1S,,,1L,2,0.06000600060006
478,2,2,1,1,1,1O:1O,:1S,1O,,1L,2,0.06000600060006
479,6,0,2,1,2,:1O:1O:1O:1O:2O,,:1O,,1L:1L,2,0.06000600060006
480,3,3,1,1,1,:1O:1O,::,2O,,1L,2,0.06000600060006
481,7,1,1,1,2,:1O:1O:1O:1O:1O:1O,1S,1O,,1L:1L,2,0.06000600060006
482,3,1,2,1,2,1O:1O:1O,,1N3O2S:1O,,1L:1L,2,0.06000600060006
483,7,1,0,1,1,::::1O:1O:1O,,,,1L,2,0.06000600060006
484,3,3,1,1,1,:1O:1O,::1S,,,1L,2,0.06000600060006
485,6,0,0,1,2,:1O:1O:1O:1O:2O,,,,1L:1L,2,0.06000600060006
486,5,3,0,2,1,:::1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
487,7,0,2,1,2,::1O:1O:1O:1O:1O,,:2O,,1L:1L,2,0.06000600060006
488,6,0,2,1,2,::1O:1O:1O:1O,,1O:1O,,1L:1L,1,0.03000300030003
489,5,0,2,1,2,::1O:1O:1O,,1O:3O1S,,1L:1L,1,0.03000300030003
490,5,0,1,2,2,::1O:1O:1O,,2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
491,5,0,1,2,2,::1O:1O:1O,,3O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
492,5,0,2,1,2,::1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
493,6,1,1,1,1,::::1O:1O,,2O1S,,1L,1,0.03000300030003
494,5,0,1,2,2,::1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
495,5,0,1,2,2,::1O:1O:2O,,1N1O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
496,5,0,2,1,2,::1O:1O:2O,,1N1O1S:1O,,1L:1L,1,0.03000300030003
497,5,0,1,2,2,::1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
498,6,0,2,1,2,::1O:1O:1O:1O,,1O:2O,,1L:1L,1,0.03000300030003
499,6,1,1,1,1,::::1O:1O,,1O,,1L,1,0.03000300030003
500,5,0,1,2,2,::1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
501,5,0,1,2,2,::1O:1O:1O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
502,6,1,1,1,1,::1O:1O:1O:2O,,1O,,1L,1,0.03000300030003
503,6,0,2,1,2,::1O:1O:1O:2O,,1O:1O,,1L:1L,1,0.03000300030003
504,5,0,2,1,1,::1O:1O:2O,,:1O,,1L,1,0.03000300030003
505,5,0,2,1,1,::1O:1O:2O,,2O1S:3O1S,,1L,1,0.03000300030003
506,5,0,2,1,1,::1O:1O:1O,,1O:2O,,1L,1,0.03000300030003
507,5,0,2,1,1,::1O:1O:1O,,1O:1O1S,,1L,1,0.03000300030003
508,5,0,2,1,2,::1O:1O:1O,,1O:1O1S,,1L:1L,1,0.03000300030003
509,6,0,2,1,2,::1O:1O:1O:1O,,:1O,,1L:1L,1,0.03000300030003
510,5,0,1,3,2,:::1O:1O,,1N3O2S,1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
511,5,0,1,3,2,:::1O:1O,,1N2O2S,1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
512,6,0,2,1,2,::1O:1O:1O:1O,,2O:2O1S,,1L:1L,1,0.03000300030003
513,6,1,1,1,1,:::1O:1O:1O,2S,,,1L,1,0.03000300030003
514,5,0,1,2,3,:1O:1O:1O:2O,,2O,:1S:1S:1S:2S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
515,6,1,1,1,1,:::1O:1O:2O,,,,1L,1,0.03000300030003
516,5,0,1,2,3,:1O:1O:1O:1O,,,1S:2S:3S:3S:4S:4S:4S:5S,1L:1L:1L,1,0.03000300030003
517,5,0,1,2,2,::1O:1O:2O,,2O,1S:1S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
518,6,1,1,1,1,:::1O:1O:2O,,2O1S,,1L,1,0.03000300030003
519,6,1,1,1,1,::::1O:1O,1S,2O,,1L,1,0.03000300030003
520,6,1,0,1,1,:::1O:1O:1O,2S,,,1L,1,0.03000300030003
521,5,0,1,2,2,::1O:1O:1O,,1N1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
522,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
523,5,0,1,2,2,:1O:1O:1O:1O,,2O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
524,6,1,1,1,2,:1O:1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
525,6,1,1,1,2,:1O:1O:1O:1O:1O,1S,1O,,1L:1L,1,0.03000300030003
526,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
527,5,0,1,2,2,:1O:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
528,6,0,2,1,2,:1O:1O:1O:1O:1O,,2O:2O,,1L:1L,1,0.03000300030003
529,6,0,2,1,2,:1O:1O:1O:1O:1O,,1O:2O1S,,1L:1L,1,0.03000300030003
530,5,0,2,1,3,:1O:1O:1O:2O,,1N1O1S:3O1S,,1L:1L:1L,1,0.03000300030003
531,5,0,1,2,2,:1O:1O:2O:2O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
532,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
533,5,0,2,2,2,1O:1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
534,5,0,2,2,2,1O:1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
535,5,0,1,2,2,:1O:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
536,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
537,5,0,1,2,2,:1O:1O:1O:1O,,1O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
538,5,0,2,2,2,1O:1O:1O:1O:2O,,:,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
539,6,0,2,1,2,:1O:1O:1O:1O:1O,,2O:3O1S,,1L:1L,1,0.03000300030003
540,5,0,1,2,2,:1O:1O:1O:2O,,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
541,6,0,2,1,2,:1O:1O:1O:1O:1O,,:1O1S,,1L:1L,1,0.03000300030003
542,6,1,1,1,2,1O:1O:1O:1O:2O:2O,,1O,,1L:1L,1,0.03000300030003
543,6,0,2,1,2,::1O:1O:1O:1O,,1O1S:2O1S,,1L:1L,1,0.03000300030003
544,5,0,1,2,2,:1O:1O:1O:2O,,3O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
545,5,0,1,2,2,:1O:1O:1O:2O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
546,6,1,1,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
547,6,1,1,1,2,1O:1O:1O:1O:1O:1O,,2O,,1L:1L,1,0.03000300030003
548,6,1,1,1,2,1O:1O:1O:1O:1O:1O,1S,,,1L:1L,1,0.03000300030003
549,5,0,1,2,2,:1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
550,6,1,1,1,2,1O:1O:1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
551,5,0,2,1,2,::1O:1O:2O,,1N2O2S:2O1S,,1L:1L,1,0.03000300030003
552,6,0,2,1,2,::1O:1O:1O:1O,,1N3O1S:1O,,1L:1L,1,0.03000300030003
553,5,0,2,1,2,::1O:1O:2O,,1O:2O1S,,1L:1L,1,0.03000300030003
