,num_dol,num_degdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_degdme,atoms_tfsi,atoms_ps,atoms_li,count,%
346,5,2,0,2,1,::1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
347,7,1,0,1,1,::1O:1O:1O:1O:1O,,,,1L,2,0.06000600060006
348,7,0,0,1,1,::::1O:1O:1O,,,,1L,2,0.06000600060006
349,2,2,0,3,2,:1O,:3O,,::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
350,0,4,0,1,1,,::1O:3O,,,1L,2,0.06000600060006
351,7,0,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
352,4,3,0,1,1,:1O:1O:1O,::3O,,,1L,2,0.06000600060006
353,2,2,1,1,2,:1O,2O:3O,1O,,1L:1L,2,0.06000600060006
354,7,2,0,1,1,::::1O:1O:1O,:,,,1L,2,0.06000600060006
355,1,3,1,1,1,,::2O,1O,,1L,2,0.06000600060006
356,7,1,0,1,1,:::1O:1O:1O:1O,,,,1L,2,0.06000600060006
357,5,1,1,1,1,::::1O,2O,,,1L,2,0.06000600060006
358,5,1,1,1,1,::::1O,3O,,,1L,2,0.06000600060006
359,2,2,2,1,1,:1O,:,1O:1O1S,,1L,2,0.06000600060006
360,2,2,0,2,1,:1O,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
361,1,3,0,2,1,,::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
362,5,2,0,1,1,::::,1O:2O,,,1L,1,0.03000300030003
363,3,4,0,2,1,:1O:1O,:::2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
364,5,2,0,1,1,::::,:3O,,,1L,1,0.03000300030003
365,5,2,0,1,1,::::1O,1O:3O,,,1L,1,0.03000300030003
366,5,2,1,1,0,::::,:,,,,1,0.03000300030003
367,5,3,0,2,1,::::1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
368,5,3,1,1,1,::1O:1O:1O,::,1O,,1L,1,0.03000300030003
369,3,4,0,2,1,::,:::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
370,3,4,0,2,1,::,:::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
371,3,4,0,2,1,::1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
372,3,4,0,1,0,::1O,:::1O,,,,1,0.03000300030003
373,5,4,0,2,1,::::1O,:::,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
374,5,2,0,1,1,:::1O:2O,:2O,,,1L,1,0.03000300030003
375,3,4,1,1,1,:1O:1O,:::,1O,,1L,1,0.03000300030003
376,3,4,0,1,1,:1O:1O,:1O:2O:2O,,,1L,1,0.03000300030003
377,5,3,0,1,1,:1O:1O:1O:2O,::,,,1L,1,0.03000300030003
378,5,3,0,1,1,::::1O,::3O,,,1L,1,0.03000300030003
379,5,2,0,2,1,::::,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
380,5,2,0,2,2,::1O:1O:1O,:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
381,5,2,1,1,1,::1O:1O:1O,:,1O,,1L,1,0.03000300030003
382,5,2,1,1,1,:::1O:1O,:,1O,,1L,1,0.03000300030003
383,5,2,0,2,2,:1O:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
384,3,4,0,1,1,::1O,:1O:1O:3O,,,1L,1,0.03000300030003
385,6,0,0,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
386,5,2,0,2,1,::::1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
387,5,2,1,1,1,:::1O:1O,:1O,2O,,1L,1,0.03000300030003
388,3,4,0,1,1,::1O,::1O:2O,,,1L,1,0.03000300030003
389,3,4,0,1,1,::2O,:::2O,,,1L,1,0.03000300030003
390,5,2,0,2,1,:::1O:1O,1O:1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
391,5,3,0,1,0,::::,::1O,,,,1,0.03000300030003
392,5,3,0,1,0,::::1O,::,,,,1,0.03000300030003
393,5,2,0,1,1,::::1O,:,,,1L,1,0.03000300030003
394,5,3,0,1,1,::1O:1O:1O,::,,,1L,1,0.03000300030003
395,3,4,0,1,1,::,:::2O,,,1L,1,0.03000300030003
396,3,4,0,1,1,::,::1O:2O,,,1L,1,0.03000300030003
397,5,3,0,1,1,::1O:1O:1O,::1O,,,1L,1,0.03000300030003
398,6,0,0,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
399,4,2,1,1,0,:::,:,,,,1,0.03000300030003
400,3,4,0,1,0,:1O:1O,:::1O,,,,1,0.03000300030003
401,7,0,1,1,1,:::1O:1O:1O:1O,,,,1L,1,0.03000300030003
402,3,3,0,2,1,::1O,::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
403,6,2,0,1,1,:::::1O,:2O,,,1L,1,0.03000300030003
404,6,2,0,2,1,::::1O:2O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
405,6,3,0,1,0,:::::,::,,,,1,0.03000300030003
406,6,3,0,1,0,:::::1O,::,,,,1,0.03000300030003
407,6,3,0,1,1,:::1O:1O:2O,::,,,1L,1,0.03000300030003
408,7,0,0,1,1,:::1O:1O:1O:2O,,,,1L,1,0.03000300030003
409,3,3,0,2,1,::1O,::1O,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
410,7,0,0,1,1,::::1O:1O:2O,,,,1L,1,0.03000300030003
411,3,3,0,2,1,::1O,::1O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
412,3,3,0,2,1,::1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
413,7,0,0,2,1,::::1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
414,7,1,0,1,0,::::::,,,,,1,0.03000300030003
415,3,3,0,2,1,::1O,::2O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
416,3,3,0,2,1,::1O,::,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
417,3,3,0,2,1,::1O,::,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
418,3,3,0,2,1,::1O,::,,1S:1S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
419,7,1,0,1,1,::::1O:1O:1O,,,,1L,1,0.03000300030003
420,3,3,0,2,1,::,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
421,7,1,0,1,1,::::::1O,1O,,,1L,1,0.03000300030003
422,7,1,0,2,1,:::::1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
423,7,2,0,1,1,::1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
424,3,3,0,2,1,::,::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
425,8,0,0,1,0,:::::::,,,,,1,0.03000300030003
426,3,3,0,2,1,::,::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
427,8,1,0,1,0,:::::::,,,,,1,0.03000300030003
428,3,3,0,2,1,::1O,::2O,,2S:2S:2S:2S:2S:2S:3S:3S,1L,1,0.03000300030003
429,6,2,0,1,1,::1O:1O:1O:1O,:,,,1L,1,0.03000300030003
430,3,4,0,1,0,:1O:1O,:::,,,,1,0.03000300030003
431,3,3,1,1,1,:1O:1O,::3O,,,1L,1,0.03000300030003
432,3,3,2,1,1,::1O,::1O,1O:1O,,1L,1,0.03000300030003
433,3,3,2,1,1,::1O,::,1O:1O,,1L,1,0.03000300030003
434,3,3,1,2,1,::1O,::,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
435,6,0,1,1,1,::1O:1O:1O:1O,,,,1L,1,0.03000300030003
436,6,1,0,1,0,:::::,,,,,1,0.03000300030003
437,6,1,0,1,0,:::::1O,,,,,1,0.03000300030003
438,6,1,0,1,1,:1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
439,3,3,1,1,1,::1O,::,2O1S,,1L,1,0.03000300030003
440,3,3,1,1,1,::,::3O,1N1O1S,,1L,1,0.03000300030003
441,3,3,1,1,1,::,::3O,,,1L,1,0.03000300030003
442,3,3,1,1,1,::,:1O:3O,1O,,1L,1,0.03000300030003
443,3,3,1,1,1,:1O:2O,:1O:1O,,,1L,1,0.03000300030003
444,6,1,0,2,1,::::1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
445,6,2,0,1,1,:1O:1O:1O:1O:1O,:,,,1L,1,0.03000300030003
446,3,3,1,1,1,:1O:1O,::1O,2O,,1L,1,0.03000300030003
447,3,3,1,1,1,:1O:1O,::,2O1S,,1L,1,0.03000300030003
448,6,1,1,1,0,:::::,,,,,1,0.03000300030003
449,3,3,1,1,1,:1O:1O,:1O:2O,,,1L,1,0.03000300030003
450,6,1,1,1,1,:::1O:1O:1O,,,,1L,1,0.03000300030003
451,6,1,1,1,1,:::1O:1O:1O,,2O,,1L,1,0.03000300030003
452,3,3,1,1,1,1O:1O:2O,::,1O,,1L,1,0.03000300030003
453,6,2,0,1,0,::::1O:1O,:,,,,1,0.03000300030003
454,3,3,1,1,0,::,::,,,,1,0.03000300030003
455,3,3,0,2,2,:1O:1O,::3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
456,3,3,0,2,1,::1O,::3O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
457,6,2,0,1,0,:::::1O,:,,,,1,0.03000300030003
458,6,1,0,2,1,:::1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
459,4,1,0,1,1,:1O:1O:2O,,,,1L,1,0.03000300030003
460,4,0,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
461,4,3,0,1,1,:::,:1O:2O,,,1L,1,0.03000300030003
462,4,3,0,1,1,:::1O,:2O:3O,,,1L,1,0.03000300030003
463,4,3,0,1,1,:::2O,:1O:2O,,,1L,1,0.03000300030003
464,4,3,0,1,2,::1O:1O,:3O:3O,,,1L:1L,1,0.03000300030003
465,4,3,0,2,1,:1O:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
466,4,3,0,2,1,:::,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
467,4,3,0,2,1,:::1O,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
468,4,2,0,1,1,1O:1O:1O:2O,:,,,1L,1,0.03000300030003
469,4,3,1,1,1,:1O:1O:1O,::,1O,,1L,1,0.03000300030003
470,4,3,1,1,1,::1O:1O,::,,,1L,1,0.03000300030003
471,4,2,0,1,0,:::1O,:,,,,1,0.03000300030003
472,4,2,0,1,0,:::,:1O,,,,1,0.03000300030003
473,4,2,0,1,0,::1O:1O,:,,,,1,0.03000300030003
474,4,1,2,1,1,::1O:1O,,:1O,,1L,1,0.03000300030003
475,4,3,1,1,1,::1O:1O,::1O,1O,,1L,1,0.03000300030003
476,4,1,1,2,2,:1O:1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
477,4,1,1,1,2,:1O:1O:1O,3O,1O,,1L:1L,1,0.03000300030003
478,4,3,1,1,1,::1O:1O,::1O,3O,,1L,1,0.03000300030003
479,4,1,1,1,1,:::1O,2O,1O,,1L,1,0.03000300030003
480,4,3,1,1,1,:::1O,::2O,,,1L,1,0.03000300030003
481,4,1,1,1,1,:::1O,1O,1O,,1L,1,0.03000300030003
482,4,3,2,1,1,:::1O,::,1O:1O,,1L,1,0.03000300030003
483,4,1,1,1,1,:::1O,,1O,,1L,1,0.03000300030003
484,4,1,1,1,1,:::,3O,,,1L,1,0.03000300030003
485,4,4,0,1,1,:1O:1O:1O,:::,,,1L,1,0.03000300030003
486,4,1,1,1,1,::1O:1O,3O,,,1L,1,0.03000300030003
487,4,1,1,1,1,::1O:1O,2O,,,1L,1,0.03000300030003
488,4,1,1,1,1,::1O:1O,,3O1S,,1L,1,0.03000300030003
489,4,1,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
490,4,1,1,1,1,::1O:1O,,,,1L,1,0.03000300030003
491,4,3,0,1,1,:::1O,:1O:2O,,,1L,1,0.03000300030003
492,4,3,0,1,1,::2O:2O,::,,,1L,1,0.03000300030003
493,4,0,1,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
494,4,3,0,1,1,::1O:1O,::,,,1L,1,0.03000300030003
495,3,3,0,2,1,::,::1O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
496,4,2,1,1,1,:1O:1O:1O,:,,,1L,1,0.03000300030003
497,4,2,1,1,1,::1O:1O,:,,,1L,1,0.03000300030003
498,4,2,1,1,1,::1O:1O,:,2O,,1L,1,0.03000300030003
499,4,2,0,2,1,:::1O,:2O,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
500,4,2,0,2,1,:::1O,:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
501,4,2,0,2,1,:::1O,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
502,4,2,1,1,1,::1O:1O,:,2O1S,,1L,1,0.03000300030003
503,4,2,1,1,1,::1O:1O,:1O,1O,,1L,1,0.03000300030003
504,4,2,0,2,1,:::1O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
505,4,2,0,2,1,:::1O,:,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
506,4,2,1,1,1,::1O:1O,:2O,,,1L,1,0.03000300030003
507,4,2,0,2,1,:::,:2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
508,4,2,1,1,1,::1O:2O,:,1O,,1L,1,0.03000300030003
509,4,2,1,1,1,:::,:3O,1O,,1L,1,0.03000300030003
510,4,2,1,1,1,:::1O,:1O,2O,,1L,1,0.03000300030003
511,4,2,1,1,1,:::1O,:3O,1O,,1L,1,0.03000300030003
512,4,3,0,1,0,:::1O,::1O,,,,1,0.03000300030003
513,4,2,0,2,1,:::,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
514,4,3,0,1,1,:1O:1O:1O,:1O:2O,,,1L,1,0.03000300030003
515,4,2,0,2,1,::1O:2O,:,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
516,4,2,0,2,1,::1O:2O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
517,4,2,0,2,1,::1O:1O,:2O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
518,4,2,0,2,1,::1O:1O,:2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
519,4,2,0,2,1,::1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
520,4,2,0,2,1,:1O:1O:2O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
521,4,3,0,1,1,:1O:1O:2O,::3O,,,1L,1,0.03000300030003
522,4,2,0,2,1,:1O:1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
523,4,2,0,2,1,1O:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
524,4,1,1,1,1,:1O:1O:1O,1O,2O,,1L,1,0.03000300030003
525,4,1,1,1,1,:1O:1O:1O,1O,1N1O,,1L,1,0.03000300030003
526,4,4,0,1,1,::1O:1O,:::3O,,,1L,1,0.03000300030003
527,4,1,1,1,1,:1O:1O:1O,,2O,,1L,1,0.03000300030003
528,5,1,0,1,1,::::,3O,,,1L,1,0.03000300030003
529,4,1,0,1,2,:1O:1O:1O,3O,,,1L:1L,1,0.03000300030003
530,5,1,0,1,2,::1O:1O:2O,3O,,,1L:1L,1,0.03000300030003
531,5,1,0,2,1,:1O:1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
532,5,1,0,2,1,::1O:1O:2O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
533,5,1,0,2,1,:::1O:1O,,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
534,4,1,0,1,1,:::,3O,,,1L,1,0.03000300030003
535,4,1,0,1,1,:::,2O,,,1L,1,0.03000300030003
536,4,1,0,1,1,::1O:2O,3O,,,1L,1,0.03000300030003
537,4,1,0,1,1,::1O:2O,2O,,,1L,1,0.03000300030003
538,5,1,0,2,1,::::1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
539,5,1,0,2,2,::1O:1O:1O,3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
540,5,1,1,1,1,:1O:1O:1O:1O,,,,1L,1,0.03000300030003
541,4,1,0,1,1,:1O:2O:2O,2O,,,1L,1,0.03000300030003
542,4,1,0,1,1,:1O:1O:2O,1O,,,1L,1,0.03000300030003
543,5,1,1,1,1,:1O:1O:1O:1O,,1O,,1L,1,0.03000300030003
544,4,2,0,2,2,:1O:1O:1O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
545,5,1,1,1,1,::1O:1O:1O,,1O1S,,1L,1,0.03000300030003
546,5,1,1,1,1,:::1O:1O,,1O1S,,1L,1,0.03000300030003
547,4,1,0,1,1,:1O:1O:1O,1O,,,1L,1,0.03000300030003
548,5,1,1,1,2,::1O:1O:1O,3O,1O,,1L:1L,1,0.03000300030003
549,4,1,0,1,1,1O:1O:1O:1O,2O,,,1L,1,0.03000300030003
550,4,1,0,1,1,1O:1O:1O:1O,1O,,,1L,1,0.03000300030003
551,4,1,0,1,0,:::1O,,,,,1,0.03000300030003
552,4,1,0,1,0,:::,,,,,1,0.03000300030003
553,4,1,0,1,0,::1O:1O,,,,,1,0.03000300030003
554,5,2,0,1,0,::::2O,:,,,,1,0.03000300030003
555,4,0,1,1,1,:1O:1O:1O,,1O,,1L,1,0.03000300030003
556,5,2,0,1,1,::1O:1O:1O,:2O,,,1L,1,0.03000300030003
557,4,1,0,2,1,:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
558,5,1,0,1,1,:::1O:1O,,,,1L,1,0.03000300030003
559,4,1,0,2,1,::1O:1O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
560,5,1,0,1,1,:1O:1O:1O:1O,3O,,,1L,1,0.03000300030003
561,4,4,0,1,1,:::1O,::1O:2O,,,1L,1,0.03000300030003
562,4,4,0,1,1,:::1O,:::2O,,,1L,1,0.03000300030003
563,4,4,0,1,1,:::1O,:::3O,,,1L,1,0.03000300030003
564,5,0,0,1,1,1O:1O:1O:1O:1O,,,,1L,1,0.03000300030003
565,5,0,0,2,1,::1O:1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
566,5,0,0,2,1,:::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
567,5,0,1,1,1,:::1O:1O,,,,1L,1,0.03000300030003
568,4,1,0,3,1,::1O:1O,1O,,::1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
569,4,1,0,3,1,::1O:1O,,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
570,5,0,1,1,1,:::1O:1O,,1O,,1L,1,0.03000300030003
571,4,1,0,2,2,:1O:1O:2O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
572,5,1,0,1,0,::::1O,,,,,1,0.03000300030003
573,5,1,0,1,1,:1O:1O:1O:1O,2O,,,1L,1,0.03000300030003
574,5,1,0,1,1,:1O:1O:1O:2O,,,,1L,1,0.03000300030003
575,4,1,0,2,1,::1O:1O,,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
576,5,1,0,1,1,:1O:1O:1O:2O,1O,,,1L,1,0.03000300030003
577,5,1,0,1,1,::1O:1O:1O,1O,,,1L,1,0.03000300030003
578,4,1,0,2,2,:1O:1O:1O,2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
579,4,1,0,2,2,:1O:1O:1O,1O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
580,5,1,0,1,1,::1O:1O:1O,3O,,,1L,1,0.03000300030003
581,4,1,0,2,2,1O:1O:1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
582,4,1,0,2,1,:::1O,2O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
583,4,1,0,2,1,:::1O,,,:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
584,4,1,0,2,1,:::,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
585,5,1,0,1,1,::1O:1O:2O,,,,1L,1,0.03000300030003
586,4,1,0,2,1,:::,2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
587,4,1,0,2,1,:::,2O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
588,4,1,0,2,1,::1O:1O,,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
589,4,2,0,2,1,:::1O,:3O,,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
590,0,2,0,3,1,,:2O,,:1S:1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S:3S,1L,1,0.03000300030003
591,3,3,0,2,1,:1O:2O,::3O,,:1S:1S:1S:1S:2S:2S:2S,1L,1,0.03000300030003
592,1,5,1,1,1,,::::3O,1O,,1L,1,0.03000300030003
593,1,5,0,1,1,,::1O:1O:3O,,,1L,1,0.03000300030003
594,1,5,0,1,1,,:::1O:2O,,,1L,1,0.03000300030003
595,1,5,0,1,1,,::::2O,,,1L,1,0.03000300030003
596,1,5,0,2,1,,:::1O:2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
597,1,5,0,2,1,,::::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
598,1,5,0,2,1,1O,::::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
599,1,5,0,2,1,1O,::::3O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
600,1,5,1,1,1,,::::2O,1O,,1L,1,0.03000300030003
601,1,5,1,1,1,,::::3O,,,1L,1,0.03000300030003
602,1,6,0,1,0,,:::::,,,,1,0.03000300030003
603,2,2,1,1,1,:1O,:2O,1O,,1L,1,0.03000300030003
604,1,6,0,1,0,,:::::1O,,,,1,0.03000300030003
605,1,6,0,1,1,,::::1O:3O,,,1L,1,0.03000300030003
606,1,6,0,1,1,,:::::3O,,,1L,1,0.03000300030003
607,2,1,0,1,1,1O:1O,2O,,,1L,1,0.03000300030003
608,2,1,0,1,1,1O:1O,3O,,,1L,1,0.03000300030003
609,2,1,0,1,1,:,3O,,,1L,1,0.03000300030003
610,2,1,0,1,1,:1O,2O,,,1L,1,0.03000300030003
611,2,1,0,2,1,:1O,2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
612,2,1,0,2,1,:1O,3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
613,1,5,0,1,0,1O,::::1O,,,,1,0.03000300030003
614,1,5,0,1,0,,::::,,,,1,0.03000300030003
615,1,4,2,1,1,1O,:::2O,:,,1L,1,0.03000300030003
616,1,4,1,2,1,1O,:::2O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
617,1,4,0,1,1,,:1O:1O:3O,,,1L,1,0.03000300030003
618,1,4,0,1,1,,::2O:3O,,,1L,1,0.03000300030003
619,1,4,0,1,1,1O,:1O:1O:2O,,,1L,1,0.03000300030003
620,1,4,0,1,1,1O,:1O:1O:3O,,,1L,1,0.03000300030003
621,1,4,0,1,1,2O,::1O:2O,,,1L,1,0.03000300030003
622,1,4,0,1,1,2O,:::3O,,,1L,1,0.03000300030003
623,1,4,0,1,2,1O,:1O:1O:3O,,,1L:1L,1,0.03000300030003
624,1,4,0,1,2,1O,::3O:3O,,,1L:1L,1,0.03000300030003
625,1,4,0,2,0,,::1O:1O,,:1S:1S:1S:2S:2S:2S:2S,,1,0.03000300030003
626,1,4,0,2,1,,:::2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
627,1,4,0,2,1,,:::2O,,2S:2S:2S:3S:3S:3S:4S:4S,1L,1,0.03000300030003
628,1,4,0,2,1,,:::3O,,1S:1S:1S:1S:2S:2S:2S:3S,1L,1,0.03000300030003
629,1,4,0,2,1,1O,:::,,:::1S:1S:2S:2S:2S,1L,1,0.03000300030003
630,1,4,0,2,1,1O,:::2O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,1,0.03000300030003
631,1,4,0,2,1,1O,:::3O,,1S:1S:1S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
632,1,4,1,1,1,,:::2O,,,1L,1,0.03000300030003
633,1,4,1,1,1,,:::2O,2O1S,,1L,1,0.03000300030003
634,1,4,1,1,1,,:::3O,,,1L,1,0.03000300030003
635,1,4,1,1,1,1O,:::2O,2O,,1L,1,0.03000300030003
636,2,1,0,2,2,1O:1O,2O,,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
637,2,1,0,2,2,1O:1O,3O,,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
638,2,1,0,2,2,1O:2O,2O,,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
639,2,2,0,2,1,:1O,:,,1S:2S:2S:2S:2S:3S:3S:3S,1L,1,0.03000300030003
640,2,2,0,2,1,:1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,1,0.03000300030003
641,2,2,0,2,1,:1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
642,2,2,0,2,1,:1O,:2O,,2S:2S:2S:2S:2S:2S:2S:2S,1L,1,0.03000300030003
643,2,2,0,2,1,:2O,:1O,,::1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
644,2,2,0,2,2,1O:1O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
645,2,2,0,2,2,:1O,2O:2O,,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
646,2,2,0,3,1,:,:,,:::1S:1S:1S:1S:2S:2S:3S:3S:3S:4S:4S:4S:4S,1L,1,0.03000300030003
647,2,2,0,3,2,:,:3O,,::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
648,2,2,0,3,2,:,:3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
649,2,2,0,3,2,:1O,:3O,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
650,2,2,0,3,2,:1O,:3O,,:::1S:1S:1S:1S:1S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
651,2,2,1,1,1,1O:1O,:2O,,,1L,1,0.03000300030003
652,2,2,1,1,1,1O:1O,:2O,1O,,1L,1,0.03000300030003
653,2,2,1,1,1,1O:1O,:3O,,,1L,1,0.03000300030003
654,2,2,1,1,1,1O:1O,:3O,1O,,1L,1,0.03000300030003
655,2,2,1,1,1,1O:2O,:,1O,,1L,1,0.03000300030003
656,2,2,1,1,1,:,:2O,1N1O,,1L,1,0.03000300030003
