,num_dol,num_tegdme,num_tfsi,num_ps,num_li,atoms_dol,atoms_tegdme,atoms_tfsi,atoms_ps,atoms_li,count,%
35,3,2,0,1,2,:1O:1O,:5O,,,1L:1L,13,0.39003900390039
36,2,2,1,1,1,:1O,:3O,,,1L,13,0.39003900390039
37,2,2,0,1,2,:1O,:5O,,,1L:1L,12,0.36003600360036
38,3,3,0,1,1,:1O:1O,::3O,,,1L,12,0.36003600360036
39,3,2,0,1,1,::1O,:2O,,,1L,12,0.36003600360036
40,3,2,0,1,1,::1O,1O:3O,,,1L,11,0.33003300330033
41,3,3,0,1,1,::,::4O,,,1L,11,0.33003300330033
42,1,3,0,2,1,,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,10,0.3000300030003
43,5,1,0,1,1,::::1O,3O,,,1L,10,0.3000300030003
44,1,3,0,1,1,1O,:1O:3O,,,1L,10,0.3000300030003
45,4,1,0,1,1,::1O:1O,3O,,,1L,10,0.3000300030003
46,4,2,0,1,1,::1O:1O,:2O,,,1L,10,0.3000300030003
47,4,3,0,1,1,:::1O,::3O,,,1L,10,0.3000300030003
48,1,3,0,1,1,1O,::4O,,,1L,10,0.3000300030003
49,4,1,0,1,2,::1O:1O,5O,,,1L:1L,10,0.3000300030003
50,2,1,0,2,2,:1O,5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,10,0.3000300030003
51,3,3,0,1,1,:1O:1O,::2O,,,1L,10,0.3000300030003
52,3,1,0,1,1,::1O,4O,,,1L,9,0.27002700270027
53,4,2,0,1,1,:::,:4O,,,1L,9,0.27002700270027
54,2,4,0,1,1,:1O,:::2O,,,1L,9,0.27002700270027
55,2,2,0,1,2,:1O,3O:4O,,,1L:1L,9,0.27002700270027
56,3,1,0,1,2,::1O,5O,,,1L:1L,9,0.27002700270027
57,1,3,0,1,1,,::3O,,,1L,9,0.27002700270027
58,1,4,0,1,1,,::1O:4O,,,1L,9,0.27002700270027
59,2,3,0,1,1,:1O,:1O:2O,,,1L,9,0.27002700270027
60,4,1,0,1,1,:::1O,4O,,,1L,9,0.27002700270027
61,4,2,0,2,1,::1O:1O,:,,:::1S:1S:2S:2S:2S,1L,8,0.24002400240024
62,3,4,0,1,0,::,:::,,,,8,0.24002400240024
63,2,2,0,1,1,1O:1O,:3O,,,1L,8,0.24002400240024
64,3,1,0,1,1,::1O,3O,,,1L,8,0.24002400240024
65,1,4,0,1,1,,::1O:3O,,,1L,8,0.24002400240024
66,0,3,0,1,1,,:1O:4O,,,1L,8,0.24002400240024
67,4,3,0,1,1,::1O:1O,::2O,,,1L,8,0.24002400240024
68,3,2,0,1,1,:1O:1O,:4O,,,1L,8,0.24002400240024
69,0,4,0,1,1,,:::4O,,,1L,8,0.24002400240024
70,0,3,0,1,1,,::4O,,,1L,8,0.24002400240024
71,3,2,0,1,1,::,:3O,,,1L,8,0.24002400240024
72,0,3,0,1,2,,:2O:4O,,,1L:1L,8,0.24002400240024
73,1,2,0,1,1,,:4O,,,1L,8,0.24002400240024
74,2,4,0,1,1,:1O,::1O:2O,,,1L,8,0.24002400240024
75,4,3,0,1,0,:::,::,,,,8,0.24002400240024
76,2,3,0,1,1,:,:1O:3O,,,1L,8,0.24002400240024
77,2,4,0,1,1,:,:::4O,,,1L,7,0.21002100210021
78,3,1,0,2,2,::1O,5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,7,0.21002100210021
79,4,1,0,1,2,:1O:1O:1O,5O,,,1L:1L,7,0.21002100210021
80,1,3,0,1,1,1O,::2O,,,1L,7,0.21002100210021
81,4,3,0,1,1,::1O:1O,::3O,,,1L,7,0.21002100210021
82,1,3,0,1,2,,:2O:4O,,,1L:1L,7,0.21002100210021
83,1,3,0,1,1,1O,:1O:4O,,,1L,7,0.21002100210021
84,3,1,0,1,1,::,4O,,,1L,7,0.21002100210021
85,3,3,0,1,0,::1O,::,,,,7,0.21002100210021
86,4,2,0,1,1,:1O:1O:1O,:2O,,,1L,7,0.21002100210021
87,2,2,0,2,1,:,:3O,,:::1S:1S:2S:2S:2S,1L,7,0.21002100210021
88,2,1,1,1,2,1O:1O,5O,,,1L:1L,7,0.21002100210021
89,3,1,1,1,2,:1O:1O,5O,,,1L:1L,6,0.18001800180018
90,1,2,0,1,2,,2O:4O,,,1L:1L,6,0.18001800180018
91,3,1,0,3,2,:1O:1O,2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,6,0.18001800180018
92,5,2,0,1,1,:::1O:1O,:2O,,,1L,6,0.18001800180018
93,1,2,0,2,2,1O,:5O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,6,0.18001800180018
94,3,2,0,1,1,:1O:1O,1O:3O,,,1L,6,0.18001800180018
95,2,2,0,1,1,:1O,1O:4O,,,1L,6,0.18001800180018
96,2,2,0,1,1,:1O,1O:3O,,,1L,6,0.18001800180018
97,3,2,0,3,2,:1O:1O,:2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,6,0.18001800180018
98,0,4,0,1,1,,::1O:4O,,,1L,6,0.18001800180018
99,4,1,0,1,1,:::1O,2O,,,1L,6,0.18001800180018
100,2,1,2,1,2,:1O,5O,:1O,,1L:1L,6,0.18001800180018
101,3,3,0,1,1,::1O,:1O:2O,,,1L,6,0.18001800180018
102,2,3,0,1,1,1O:1O,:1O:3O,,,1L,6,0.18001800180018
103,2,3,0,1,1,:,::3O,,,1L,6,0.18001800180018
104,4,1,0,1,2,:::1O,5O,,,1L:1L,5,0.15001500150015
105,3,2,0,2,1,:1O:1O,:,,::1S:1S:2S:2S:2S:2S,1L,5,0.15001500150015
106,2,4,0,1,1,:1O,:::4O,,,1L,5,0.15001500150015
107,3,3,0,1,1,:1O:1O,:1O:3O,,,1L,5,0.15001500150015
108,3,2,1,1,1,::1O,:3O,,,1L,5,0.15001500150015
109,2,3,1,1,1,:1O,::3O,,,1L,5,0.15001500150015
110,5,1,0,1,1,::::1O,2O,,,1L,5,0.15001500150015
111,3,3,0,1,1,::1O,:1O:3O,,,1L,5,0.15001500150015
112,4,1,0,1,1,:::,4O,,,1L,5,0.15001500150015
113,0,2,0,2,2,,3O:4O,,::1S:1S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
114,2,1,0,2,2,1O:1O,5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,5,0.15001500150015
115,4,1,0,1,1,::1O:1O,4O,,,1L,5,0.15001500150015
116,4,1,0,1,1,:1O:1O:1O,3O,,,1L,5,0.15001500150015
117,2,4,0,1,1,:,::1O:3O,,,1L,5,0.15001500150015
118,2,3,0,1,1,:1O,:1O:4O,,,1L,5,0.15001500150015
119,1,3,0,1,2,1O,::5O,,,1L:1L,5,0.15001500150015
120,2,2,0,1,1,:,1O:4O,,,1L,5,0.15001500150015
121,1,3,1,1,1,,::4O,,,1L,5,0.15001500150015
122,1,2,0,1,2,1O,3O:4O,,,1L:1L,5,0.15001500150015
123,2,2,0,2,2,1O:1O,:4O,,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,5,0.15001500150015
124,1,4,0,1,1,1O,:::4O,,,1L,5,0.15001500150015
125,1,3,1,1,1,,::3O,1O,,1L,5,0.15001500150015
126,1,2,0,1,2,1O,1O:5O,,,1L:1L,5,0.15001500150015
127,1,4,0,1,1,1O,::1O:2O,,,1L,5,0.15001500150015
128,3,3,0,2,1,:1O:1O,::,,::1S:1S:2S:2S:2S:2S,1L,5,0.15001500150015
129,5,2,0,1,1,:::1O:1O,:3O,,,1L,5,0.15001500150015
130,4,3,0,1,0,:::1O,::,,,,5,0.15001500150015
131,2,2,0,1,1,:,:5O,,,1L,5,0.15001500150015
132,4,3,0,2,1,::1O:1O,::,,::1S:1S:2S:2S:2S:2S,1L,5,0.15001500150015
133,2,1,0,2,2,:1O,5O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
134,2,2,0,2,2,:1O,:5O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
135,2,1,0,2,2,:1O,5O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
136,2,1,0,2,2,:1O,5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,4,0.12001200120012
137,3,3,0,1,0,::,::,,,,4,0.12001200120012
138,2,4,0,1,1,:,::1O:4O,,,1L,4,0.12001200120012
139,3,2,1,1,2,1O:1O:1O,:2O,1O,,1L:1L,4,0.12001200120012
140,2,4,0,1,1,1O:1O,:::2O,,,1L,4,0.12001200120012
141,1,5,0,1,1,1O,::::3O,,,1L,4,0.12001200120012
142,4,2,0,1,1,::1O:1O,:4O,,,1L,4,0.12001200120012
143,2,1,1,1,2,1O:1O,5O,1O,,1L:1L,4,0.12001200120012
144,4,2,0,1,1,::1O:1O,1O:2O,,,1L,4,0.12001200120012
145,4,1,1,1,2,::1O:1O,5O,,,1L:1L,4,0.12001200120012
146,3,1,1,1,2,:1O:1O,5O,1O,,1L:1L,4,0.12001200120012
147,3,3,0,2,1,:1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
148,2,2,0,2,2,1O:1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
149,3,3,0,1,1,:1O:1O,:1O:2O,,,1L,4,0.12001200120012
150,1,4,1,1,1,,:::4O,,,1L,4,0.12001200120012
151,4,3,0,1,0,:::,::1O,,,,4,0.12001200120012
152,1,4,0,1,1,1O,::1O:3O,,,1L,4,0.12001200120012
153,3,3,0,1,0,::1O,::1O,,,,4,0.12001200120012
154,3,3,1,1,1,:1O:1O,::1O,1O,,1L,4,0.12001200120012
155,3,2,0,1,1,:1O:2O,:3O,,,1L,4,0.12001200120012
156,1,1,0,1,2,1O,5O,,,1L:1L,4,0.12001200120012
157,3,2,0,1,1,::,1O:3O,,,1L,4,0.12001200120012
158,5,2,0,1,0,::::,:,,,,4,0.12001200120012
159,4,1,0,2,2,:::1O,5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
160,0,3,1,1,1,,:1O:4O,,,1L,4,0.12001200120012
161,1,2,0,2,2,1O,:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
162,1,2,0,2,2,1O,:5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,4,0.12001200120012
163,3,2,0,1,2,1O:1O:1O,:5O,,,1L:1L,4,0.12001200120012
164,5,2,0,1,1,::1O:1O:1O,:2O,,,1L,4,0.12001200120012
165,2,3,1,1,1,:1O,::2O,,,1L,4,0.12001200120012
166,1,2,0,1,1,1O,:4O,,,1L,4,0.12001200120012
167,3,3,1,1,1,::1O,::3O,,,1L,4,0.12001200120012
168,5,2,0,1,1,::::1O,:2O,,,1L,4,0.12001200120012
169,2,2,1,1,2,1O:1O,:5O,1O,,1L:1L,4,0.12001200120012
170,1,2,0,2,1,,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,4,0.12001200120012
171,1,2,1,1,1,,:3O,1O,,1L,4,0.12001200120012
172,3,2,0,1,2,:1O:1O,1O:5O,,,1L:1L,4,0.12001200120012
173,2,3,0,2,1,:,::3O,,:::1S:1S:2S:2S:2S,1L,4,0.12001200120012
174,2,3,0,1,1,1O:1O,::2O,,,1L,4,0.12001200120012
175,4,1,0,3,2,::1O:1O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,4,0.12001200120012
176,2,2,1,1,1,:,:3O,,,1L,4,0.12001200120012
177,0,4,1,1,1,,:::4O,,,1L,4,0.12001200120012
178,2,2,1,1,1,:,:3O,1O,,1L,4,0.12001200120012
179,1,5,0,1,1,,::::4O,,,1L,3,0.09000900090009
180,3,4,0,1,1,::1O,:::3O,,,1L,3,0.09000900090009
181,2,2,1,1,1,1O:1O,:3O,,,1L,3,0.09000900090009
182,4,2,0,1,1,:::1O,:4O,,,1L,3,0.09000900090009
183,3,1,0,3,2,1O:1O:1O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
184,2,2,0,1,2,:,2O:4O,,,1L:1L,3,0.09000900090009
185,1,5,0,1,1,,:::1O:4O,,,1L,3,0.09000900090009
186,5,2,0,2,1,:::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
187,2,3,0,1,0,:1O,::1O,,,,3,0.09000900090009
188,1,2,0,1,1,,1O:4O,,,1L,3,0.09000900090009
189,4,4,0,1,0,:::,:::,,,,3,0.09000900090009
190,2,5,0,1,0,:,::::1O,,,,3,0.09000900090009
191,4,4,0,1,0,:::1O,:::,,,,3,0.09000900090009
192,4,2,0,2,1,::1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
193,3,1,0,3,2,:1O:1O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
194,1,5,0,1,1,1O,:::1O:2O,,,1L,3,0.09000900090009
195,4,2,0,1,1,:::,:3O,,,1L,3,0.09000900090009
196,3,4,0,2,1,:1O:1O,:::,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
197,3,1,0,1,1,:1O:2O,3O,,,1L,3,0.09000900090009
198,5,2,0,2,1,:1O:1O:1O:1O,:,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
199,3,3,0,1,1,::,:1O:4O,,,1L,3,0.09000900090009
200,5,2,0,2,1,::1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
201,0,3,0,2,2,,::5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
202,3,1,0,1,1,:1O:1O,4O,,,1L,3,0.09000900090009
203,0,5,0,1,1,,::::4O,,,1L,3,0.09000900090009
204,4,3,0,1,1,:::1O,::2O,,,1L,3,0.09000900090009
205,0,4,0,1,1,,::1O:5O,,,1L,3,0.09000900090009
206,1,4,0,1,1,1O,::1O:4O,,,1L,3,0.09000900090009
207,1,4,0,1,1,1O,:::2O,,,1L,3,0.09000900090009
208,3,2,0,2,1,:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
209,4,3,0,1,1,:::1O,::4O,,,1L,3,0.09000900090009
210,4,1,0,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
211,2,3,0,1,1,:,:1O:5O,,,1L,3,0.09000900090009
212,1,1,0,2,2,1O,5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
213,1,4,0,1,1,,::1O:2O,,,1L,3,0.09000900090009
214,2,3,0,1,1,:,::5O,,,1L,3,0.09000900090009
215,2,3,1,1,1,:1O,:1O:3O,,,1L,3,0.09000900090009
216,2,2,0,1,1,:,:3O,,,1L,3,0.09000900090009
217,1,4,0,1,1,,:1O:1O:2O,,,1L,3,0.09000900090009
218,2,2,0,2,1,:1O,1O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
219,2,2,0,1,1,:,1O:3O,,,1L,3,0.09000900090009
220,4,2,0,2,1,1O:1O:1O:1O,:,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
221,0,4,0,1,1,,:::3O,,,1L,3,0.09000900090009
222,3,4,0,1,0,::1O,:::1O,,,,3,0.09000900090009
223,2,2,0,1,1,1O:1O,:4O,,,1L,3,0.09000900090009
224,2,3,0,2,1,:1O,::4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
225,3,2,0,1,1,::1O,:5O,,,1L,3,0.09000900090009
226,1,3,0,2,2,1O,::5O,,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
227,3,2,1,1,1,::1O,:2O,,,1L,3,0.09000900090009
228,1,3,0,2,2,1O,::5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
229,2,4,0,2,1,1O:1O,:::,,::1S:1S:2S:2S:2S:2S,1L,3,0.09000900090009
230,1,2,0,2,2,1O,:4O,,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,3,0.09000900090009
231,4,1,0,1,2,1O:1O:1O:1O,3O,,,1L:1L,3,0.09000900090009
232,1,3,0,2,2,1O,::5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
233,1,2,0,2,2,1O,:5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,3,0.09000900090009
234,2,3,0,2,1,1O:1O,::1O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
235,5,2,0,1,0,::::1O,:,,,,3,0.09000900090009
236,2,4,0,1,1,:1O,::1O:3O,,,1L,3,0.09000900090009
237,3,2,0,2,1,::1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,3,0.09000900090009
238,2,3,0,2,1,:,:1O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
239,2,3,0,2,1,:,:1O:3O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
240,1,3,0,1,1,1O,:1O:2O,,,1L,3,0.09000900090009
241,1,3,0,1,1,,::5O,,,1L,3,0.09000900090009
242,1,2,1,1,1,,:4O,,,1L,3,0.09000900090009
243,2,3,0,2,1,:,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
244,1,3,0,1,1,,:1O:3O,,,1L,3,0.09000900090009
245,2,1,0,2,2,:1O,5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
246,5,1,0,2,1,:::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,3,0.09000900090009
247,2,2,0,2,2,:1O,:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
248,3,2,1,1,1,::,:3O,,,1L,3,0.09000900090009
249,2,3,0,2,1,:1O,::,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
250,3,1,0,1,2,1O:1O:2O,5O,,,1L:1L,3,0.09000900090009
251,4,1,0,1,1,::1O:1O,2O,,,1L,3,0.09000900090009
252,4,1,1,1,1,::1O:1O,2O,,,1L,3,0.09000900090009
253,3,2,0,1,1,1O:1O:1O,:2O,,,1L,3,0.09000900090009
254,4,2,0,2,1,:::1O,:,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
255,3,2,0,2,1,::,:3O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
256,1,2,0,2,2,1O,:5O,,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,3,0.09000900090009
257,2,1,0,1,2,1O:2O,5O,,,1L:1L,3,0.09000900090009
258,1,2,0,2,2,,:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
259,2,2,1,1,1,:1O,:4O,,,1L,3,0.09000900090009
260,4,1,0,1,2,:1O:1O:1O,4O,,,1L:1L,3,0.09000900090009
261,2,2,0,2,1,:1O,:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
262,2,2,0,2,1,:1O,:3O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
263,2,1,0,1,1,:,4O,,,1L,3,0.09000900090009
264,2,1,0,1,1,:1O,3O,,,1L,3,0.09000900090009
265,1,3,0,2,1,1O,::3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,3,0.09000900090009
266,2,2,0,2,2,1O:1O,:3O,,:::1S:1S:2S:2S:2S,1L:1L,3,0.09000900090009
267,2,4,0,1,0,:,:::,,,,3,0.09000900090009
268,2,3,0,1,1,:2O,::3O,,,1L,3,0.09000900090009
269,3,2,0,3,2,:1O:1O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,3,0.09000900090009
270,4,2,0,1,0,:::1O,:,,,,3,0.09000900090009
271,2,2,1,1,1,:1O,:2O,,,1L,3,0.09000900090009
272,1,2,0,2,2,1O,1O:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,3,0.09000900090009
273,1,3,0,2,1,,::3O,,2S:2S:2S:3S:3S:4S:4S:4S,1L,3,0.09000900090009
274,1,3,0,2,1,,::3O,,:::1S:1S:2S:2S:2S,1L,3,0.09000900090009
275,5,2,0,1,1,::1O:1O:1O,:3O,,,1L,3,0.09000900090009
276,3,1,0,1,1,:1O:1O,3O,,,1L,2,0.06000600060006
277,4,2,0,2,1,:1O:1O:2O,:,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
278,2,3,0,1,1,:,1O:1O:3O,,,1L,2,0.06000600060006
279,3,1,0,1,1,::,3O,,,1L,2,0.06000600060006
280,2,3,0,1,1,:,1O:1O:4O,,,1L,2,0.06000600060006
281,3,4,0,2,1,:1O:1O,:::1O,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
282,3,4,0,1,1,::1O,:::4O,,,1L,2,0.06000600060006
283,2,1,0,2,2,:1O,4O,,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
284,2,3,0,1,1,:2O,::4O,,,1L,2,0.06000600060006
285,4,2,0,2,1,::1O:1O,:1O,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
286,4,1,0,1,1,::1O:2O,3O,,,1L,2,0.06000600060006
287,2,3,0,2,1,:1O,:1O:3O,,1S:1S:1S:2S:3S:3S:3S:3S,1L,2,0.06000600060006
288,4,1,0,1,1,:::1O,5O,,,1L,2,0.06000600060006
289,4,1,0,1,2,1O:1O:1O:1O,4O,,,1L:1L,2,0.06000600060006
290,4,2,0,2,1,::1O:1O,:,,2S:2S:2S:2S:2S:2S:3S:3S,1L,2,0.06000600060006
291,2,1,0,3,2,:1O,2O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
292,3,1,0,1,1,:1O:1O,5O,,,1L,2,0.06000600060006
293,3,3,0,2,1,:1O:1O,::,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
294,4,2,0,2,1,::1O:1O,:,,:1S:1S:2S:2S:2S:2S:3S,1L,2,0.06000600060006
295,4,1,0,3,2,::1O:1O,3O,,:::::1S:1S:1S:1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
296,3,3,0,2,1,:1O:1O,::,,:::1S:1S:2S:2S:2S,1L,2,0.06000600060006
297,2,2,1,1,1,:,:3O,2O,,1L,2,0.06000600060006
298,2,2,1,1,1,:1O,:3O,1O,,1L,2,0.06000600060006
299,2,4,0,2,1,:1O,:::,,::1S:1S:2S:2S:2S:2S,1L,2,0.06000600060006
300,2,2,0,2,2,1O:1O,:4O,,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
301,2,2,1,1,1,:1O,:2O,1O,,1L,2,0.06000600060006
302,2,2,0,2,2,1O:1O,:4O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
303,2,2,0,2,2,1O:1O,:5O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
304,4,1,1,2,1,::1O:1O,,,2S:2S:2S:2S:2S:2S:2S:2S,1L,2,0.06000600060006
305,4,1,1,2,1,::1O:1O,,,1S:1S:1S:1S:2S:2S:2S:3S,1L,2,0.06000600060006
306,2,4,0,1,0,:,:::1O,,,,2,0.06000600060006
307,2,2,1,1,1,:,:4O,,,1L,2,0.06000600060006
308,2,4,0,1,0,:1O,:::1O,,,,2,0.06000600060006
309,2,2,0,2,2,:1O,:4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
310,4,2,0,1,1,::1O:1O,1O:3O,,,1L,2,0.06000600060006
311,2,2,1,1,1,:,:3O,1O1S,,1L,2,0.06000600060006
312,2,1,0,2,2,:1O,4O,,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,2,0.06000600060006
313,2,2,0,2,2,:1O,:4O,,2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,2,0.06000600060006
314,2,2,0,2,2,:1O,:5O,,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,2,0.06000600060006
315,4,1,1,1,1,:::1O,2O,,,1L,2,0.06000600060006
316,2,2,0,2,2,:1O,:5O,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,2,0.06000600060006
317,2,4,0,1,1,1O:1O,::1O:2O,,,1L,2,0.06000600060006
318,2,2,0,2,2,:1O,:5O,,::1S:1S:2S:2S:2S:2S,1L:1L,2,0.06000600060006
319,2,2,0,2,2,:1O,:5O,,:::1S:1S:2S:2S:2S,1L:1L,2,0.06000600060006
320,2,2,0,3,2,1O:1O,:2O,,::::1S:1S:1S:1S:2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,2,0.06000600060006
321,2,4,0,1,1,1O:1O,:::3O,,,1L,2,0.06000600060006
322,4,2,0,1,1,:1O:1O:1O,:3O,,,1L,2,0.06000600060006
323,2,2,1,1,1,:1O,:4O,1O,,1L,2,0.06000600060006
