,num_dol,num_tfee,num_tfsi,num_ps,num_li,atoms_dol,atoms_tfee,atoms_tfsi,atoms_ps,atoms_li,count,%
1470,4,0,2,2,3,1O:1O:1O:1O,,1N2O2S:1O,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1471,4,0,2,2,2,::1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1472,4,0,2,2,2,::1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1473,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1474,4,0,2,2,2,:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1475,4,0,0,3,2,:1O:1O:1O,,,:::1S:1S:1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1476,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1477,4,0,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1478,4,0,2,2,2,1O:1O:1O:1O,,:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1479,4,0,2,2,2,1O:1O:1O:1O,,:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1480,4,0,2,2,2,1O:1O:1O:1O,,:1N1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1481,4,0,2,2,2,1O:1O:1O:1O,,2O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1482,4,0,2,2,2,1O:1O:1O:1O,,1O:3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1483,4,0,2,2,2,1O:1O:1O:1O,,1O:2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1484,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1485,4,0,2,2,2,1O:1O:1O:1O,,1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1486,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1487,4,0,2,2,2,1O:1O:1O:1O,,:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1488,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1489,4,0,2,2,2,1O:1O:1O:1O,,1O:1O1S,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1490,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1491,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,::1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1492,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1493,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1494,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1495,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1496,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1497,4,0,2,2,2,1O:1O:1O:1O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1498,4,0,2,2,2,1O:1O:1O:1O,,:2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1499,4,0,2,2,2,:1O:1O:1O,,1O:1O,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1500,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1501,4,0,2,2,2,:1O:1O:1O,,1O:1O,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1502,4,0,2,2,2,:1O:1O:1O,,1O:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1503,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1504,4,0,2,2,2,:1O:1O:1O,,1O:1O,1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1505,4,0,2,2,2,:1O:1O:1O,,1N3O2S:1O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1506,4,0,2,2,2,:1O:1O:1O,,1N2O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1507,4,0,2,2,2,:1O:1O:1O,,1N2O1S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1508,4,0,2,2,2,:1O:1O:1O,,1N1O:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1509,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1510,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1511,4,0,2,2,2,1O:1O:1O:2O,,1N1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1512,4,0,2,2,2,:1O:1O:1O,,1N1O1S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1513,4,0,2,2,2,1O:1O:1O:2O,,:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1514,4,0,2,2,2,1O:1O:1O:2O,,1O:2O1S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1515,4,0,2,2,2,1O:1O:1O:2O,,1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1516,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1517,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1518,4,0,2,2,2,1O:1O:1O:2O,,1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1519,4,0,2,2,2,1O:1O:1O:2O,,1N2O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1520,4,0,2,2,2,1O:1O:1O:2O,,1N2O1S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1521,2,0,1,3,2,1O:1O,,,::1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1522,4,0,3,1,2,1O:1O:1O:1O,,:1N3O2S:1O1S,,1L:1L,1,0.03000300030003
1523,4,0,3,1,2,1O:1O:1O:1O,,:1O:1O1S,,1L:1L,1,0.03000300030003
1524,4,0,4,1,2,1O:1O:1O:1O,,:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1525,4,0,4,1,2,::1O:2O,,1O:1O:1O:2O,,1L:1L,1,0.03000300030003
1526,4,0,4,1,2,::1O:2O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1527,4,0,4,1,2,::1O:1O,,1O:2O:2O:2O2S,,1L:1L,1,0.03000300030003
1528,4,0,4,1,2,::1O:1O,,1O:1O:2O1S:2O1S,,1L:1L,1,0.03000300030003
1529,4,0,4,1,2,::1O:1O,,1O:1O:1O:3O1S,,1L:1L,1,0.03000300030003
1530,4,0,4,1,2,::1O:1O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1531,4,0,4,1,2,::1O:1O,,1O:1O:1O1S:2O,,1L:1L,1,0.03000300030003
1532,4,0,4,1,2,:1O:1O:2O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1533,4,0,4,1,2,:1O:1O:1O,,1N3O1S:1O:1O:1O,,1L:1L,1,0.03000300030003
1534,4,0,4,1,2,1O:1O:1O:1O,,:1O:1O:1O,,1L:1L,1,0.03000300030003
1535,4,1,0,1,1,:1O:1O:1O,,,,1L,1,0.03000300030003
1536,4,0,4,1,2,1O:1O:1O:1O,,1O:1O:1O:1O,,1L:1L,1,0.03000300030003
1537,4,0,3,2,3,1O:1O:1O:1O,,1O:2O:3O1S,:::1S:1S:2S:2S:2S,1L:1L:1L,1,0.03000300030003
1538,4,0,3,2,2,:::1O,,1O:1O1S:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1539,4,0,3,2,2,::1O:1O,,:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1540,4,0,3,2,2,::1O:1O,,1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1541,4,0,3,2,2,::1O:1O,,1O:1O:1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1542,4,0,3,2,2,::1O:1O,,1O:1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1543,4,0,3,2,2,::1O:1O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1544,4,0,3,2,2,:1O:1O:1O,,::2O1S,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1545,4,0,4,1,2,::1O:2O,,1O:1O:1O:2O1S,,1L:1L,1,0.03000300030003
1546,4,1,0,3,2,1O:1O:1O:1O,,,::1S:1S:1S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1547,4,0,3,1,2,1O:1O:1O:1O,,:2O:2O,,1L:1L,1,0.03000300030003
1548,4,1,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1549,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1550,4,1,1,2,2,1O:1O:1O:1O,,2O1S,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1551,4,1,1,2,2,1O:1O:1O:1O,,2O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1552,4,1,1,2,2,1O:1O:1O:1O,,1O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1553,4,1,1,2,2,1O:1O:1O:1O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1554,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1555,4,1,1,2,2,1O:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1556,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1557,4,1,1,2,2,1O:1O:1O:1O,,1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1558,4,1,1,1,2,1O:1O:1O:2O,,2O,,1L:1L,1,0.03000300030003
1559,4,1,0,3,2,1O:1O:1O:1O,,,::1S:1S:2S:2S:2S:2S:3S:3S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1560,4,1,1,1,2,1O:1O:1O:1O,1O,1O,,1L:1L,1,0.03000300030003
1561,4,1,1,1,2,1O:1O:1O:1O,,3O1S,,1L:1L,1,0.03000300030003
1562,4,1,1,1,2,1O:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1563,4,1,1,1,2,1O:1O:1O:1O,,1N3O1S,,1L:1L,1,0.03000300030003
1564,4,1,1,1,2,1O:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1565,4,1,1,1,1,::1O:1O,,1O,,1L,1,0.03000300030003
1566,4,1,1,1,1,1O:1O:1O:1O,,,,1L,1,0.03000300030003
1567,4,1,0,3,2,1O:1O:1O:2O,,,::1S:1S:2S:2S:2S:2S:2S:3S:3S:4S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1568,4,1,0,3,2,1O:1O:1O:1O,,,:::1S:1S:1S:1S:1S:1S:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1569,4,0,3,2,2,:1O:1O:1O,,::2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1570,4,0,3,2,2,:1O:1O:1O,,:2O1S:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1571,4,0,3,2,2,:1O:1O:1O,,:1O:1O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1572,4,0,3,1,2,:1O:1O:1O,,:1N2O1S:1N2O2S,,1L:1L,1,0.03000300030003
1573,4,0,3,1,2,:1O:1O:2O,,:1N2O:2O,,1L:1L,1,0.03000300030003
1574,4,0,3,1,2,:1O:1O:2O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
1575,4,0,3,1,2,:1O:1O:2O,,1O:1O:1O1S,,1L:1L,1,0.03000300030003
1576,4,0,3,1,2,:1O:1O:2O,,1N1O:1O:1O1S,,1L:1L,1,0.03000300030003
1577,4,0,3,1,2,:1O:1O:2O,,1N1O1S:1O:2O1S,,1L:1L,1,0.03000300030003
1578,4,0,3,1,2,:1O:1O:1O,,:1O:1O,,1L:1L,1,0.03000300030003
1579,4,0,3,1,2,:1O:1O:1O,,:1N3O2S:1O,,1L:1L,1,0.03000300030003
1580,4,0,3,1,2,:1O:1O:1O,,:1N2O1S:2O,,1L:1L,1,0.03000300030003
1581,4,0,3,1,2,:1O:1O:1O,,:1N2O1S:1O,,1L:1L,1,0.03000300030003
1582,4,0,3,1,2,:1O:1O:1O,,:1N1O:1N3O2S,,1L:1L,1,0.03000300030003
1583,4,0,3,2,2,:1O:1O:1O,,:1O:1O,2S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1584,4,0,3,1,2,:1O:1O:1O,,1N1O:1O:2O,,1L:1L,1,0.03000300030003
1585,4,0,3,1,2,:1O:1O:1O,,1N1O:1O:1O,,1L:1L,1,0.03000300030003
1586,4,0,3,1,2,:1O:1O:1O,,1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
1587,4,0,3,1,2,1O:1O:1O:2O,,:1O:2O1S,,1L:1L,1,0.03000300030003
1588,4,0,3,1,2,1O:1O:1O:2O,,:1N2O2S:1O,,1L:1L,1,0.03000300030003
1589,4,0,3,1,2,1O:1O:1O:2O,,1O:1O:3O1S,,1L:1L,1,0.03000300030003
1590,4,0,3,1,2,1O:1O:1O:2O,,1N3O2S:1O:1O,,1L:1L,1,0.03000300030003
1591,4,0,3,1,2,1O:1O:1O:1O,,::1O,,1L:1L,1,0.03000300030003
1592,4,0,3,1,2,1O:1O:1O:1O,,:2O:2O1S,,1L:1L,1,0.03000300030003
1593,4,0,3,1,2,::1O:1O,,1N1O1S:1O:2O,,1L:1L,1,0.03000300030003
1594,4,0,3,1,2,::1O:1O,,1O:1O1S:2O,,1L:1L,1,0.03000300030003
1595,4,0,3,1,2,::1O:1O,,1O:1O1S:2O1S,,1L:1L,1,0.03000300030003
1596,4,0,3,1,2,::1O:1O,,1O:1O:2O2S,,1L:1L,1,0.03000300030003
1597,4,0,3,2,2,:1O:1O:1O,,:1O:1O,2S:2S:2S:2S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1598,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1599,4,0,3,2,2,:1O:1O:1O,,:1O:1O,1S:1S:1S:1S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1600,4,0,3,2,2,:1O:1O:1O,,1O:2O:2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1601,4,0,3,2,2,:1O:1O:1O,,1O:2O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1602,4,0,3,2,2,:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1603,4,0,3,2,2,:1O:1O:1O,,1O:1O:2O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1604,4,0,3,2,2,:1O:1O:1O,,1O:1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1605,4,0,3,2,2,:1O:1O:1O,,1O:1O:1O,1S:1S:1S:1S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1606,4,0,3,2,2,:1O:1O:1O,,1N2O1S:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1607,4,0,3,2,2,1O:1O:1O:1O,,:1O:2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1608,4,0,3,2,2,1O:1O:1O:1O,,:1O:2O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1609,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1610,4,0,3,2,2,1O:1O:1O:1O,,:1O:1O,3S:3S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1611,4,0,3,2,2,1O:1O:1O:1O,,1O:1O:2O1S,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1612,4,0,3,2,2,1O:1O:1O:1O,,1O:1O:2O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1613,4,0,3,2,2,1O:1O:1O:1O,,1O:1O:1O,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1614,4,0,3,2,1,::1O:2O,,:1O:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L,1,0.03000300030003
1615,4,0,3,1,2,::1O:1O,,1O:2O:2O,,1L:1L,1,0.03000300030003
1616,4,0,2,2,2,1O:1O:1O:1O,,1O:1O,1S:2S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1617,4,0,2,2,2,1O:1O:1O:1O,,1N:1O,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1618,4,0,2,2,2,1O:1O:1O:1O,,1N2O2S:1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1619,4,0,1,2,2,:1O:1O:1O,,1N1O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1620,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1621,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1622,4,0,1,2,2,:1O:1O:1O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1623,4,0,1,2,2,:1O:1O:1O,,1O,1S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1624,4,0,1,2,2,:1O:1O:1O,,1N3O2S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1625,4,0,1,2,2,:1O:1O:1O,,1N2O2S,:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1626,4,0,1,2,2,:1O:1O:1O,,1N2O2S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1627,4,0,1,2,2,:1O:1O:1O,,1N2O2S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1628,4,0,1,2,2,:1O:1O:1O,,1N2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1629,4,0,1,2,2,:1O:1O:1O,,1N1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1630,4,0,1,2,2,:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1631,4,0,1,2,2,1O:1O:1O:2O,,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1632,4,0,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1633,4,0,1,2,2,1O:1O:1O:2O,,2O1S,1S:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1634,4,0,1,2,2,1O:1O:1O:2O,,2O,3S:3S:3S:3S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1635,4,0,1,2,2,1O:1O:1O:2O,,1O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1636,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1637,4,0,1,2,2,1O:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1638,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1639,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1640,4,0,1,2,2,:1O:1O:1O,,1O,3S:3S:4S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1641,4,0,1,2,2,:1O:1O:1O,,1O,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1642,4,0,1,2,2,::1O:1O,,1N2O2S,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1643,4,0,1,2,2,:1O:1O:1O,,2O2S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1644,4,0,1,2,2,:1O:1O:2O,,2O1S,:::1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1645,4,0,1,2,2,:1O:1O:2O,,1O,2S:2S:3S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1646,4,0,1,2,2,:1O:1O:2O,,1O,2S:2S:2S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1647,4,0,1,2,2,:1O:1O:2O,,1O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1648,4,0,1,2,2,:1O:1O:2O,,1O,1S:1S:2S:2S:2S:3S:3S:3S,1L:1L,1,0.03000300030003
1649,4,0,1,2,2,:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1650,4,0,1,2,2,:1O:1O:2O,,1N1O1S,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1651,4,0,1,2,2,:1O:1O:1O,,3O2S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1652,4,0,1,2,2,:1O:1O:1O,,3O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1653,4,0,1,2,2,:1O:1O:1O,,2O1S,2S:2S:2S:3S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1654,4,0,1,2,2,:1O:1O:1O,,1O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1655,4,0,1,2,2,:1O:1O:1O,,2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1656,4,0,1,2,2,:1O:1O:1O,,2O,3S:3S:4S:4S:4S:5S:5S:5S,1L:1L,1,0.03000300030003
1657,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1658,4,0,1,2,2,:1O:1O:1O,,2O,2S:2S:2S:2S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1659,4,0,1,2,2,:1O:1O:1O,,2O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1660,4,0,1,2,2,:1O:1O:1O,,1O1S,:1S:1S:2S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1661,4,0,1,2,2,:1O:1O:1O,,1O1S,3S:3S:3S:4S:4S:4S:5S:5S,1L:1L,1,0.03000300030003
1662,4,0,1,2,2,:1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:4S:4S:4S,1L:1L,1,0.03000300030003
1663,4,0,1,2,2,:1O:1O:1O,,1O1S,2S:2S:3S:3S:3S:3S:4S:4S,1L:1L,1,0.03000300030003
1664,4,0,1,2,2,1O:1O:1O:2O,,1O,1S:1S:1S:1S:2S:2S:2S:3S,1L:1L,1,0.03000300030003
1665,4,0,1,2,2,1O:1O:1O:1O,,2O1S,:1S:1S:1S:1S:2S:2S:2S,1L:1L,1,0.03000300030003
1666,4,0,1,2,2,1O:1O:1O:1O,,2O1S,2S:3S:3S:3S:4S:4S:4S:4S,1L:1L,1,0.03000300030003
1667,4,0,1,1,2,1O:1O:1O:2O,,2O1S,,1L:1L,1,0.03000300030003
1668,4,0,1,2,2,1O:1O:1O:1O,,1N2O1S,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1669,4,0,1,2,2,1O:1O:1O:1O,,1N2O,::1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1670,4,0,1,2,2,1O:1O:1O:1O,,1N1O1S,1S:1S:1S:1S:2S:2S:2S:2S,1L:1L,1,0.03000300030003
1671,4,0,1,2,2,1O:1O:1O:1O,,,2S:2S:2S:2S:2S:2S:3S:3S,1L:1L,1,0.03000300030003
1672,4,0,1,2,2,1O:1O:1O:1O,,,1S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1673,4,0,1,2,1,:1O:1O:1O,,1N2O1S,2S:2S:2S:3S:3S:4S:4S:4S,1L,1,0.03000300030003
1674,4,0,1,1,3,1O:1O:1O:2O,,1N3O2S,,1L:1L:1L,1,0.03000300030003
1675,4,0,1,1,2,:1O:1O:1O,,1N3O2S,,1L:1L,1,0.03000300030003
1676,4,0,1,1,2,:1O:1O:1O,,1N2O2S,,1L:1L,1,0.03000300030003
1677,4,0,1,1,2,1O:1O:1O:2O,,1O,,1L:1L,1,0.03000300030003
1678,4,0,1,2,2,1O:1O:1O:1O,,2O1S,1S:1S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
1679,4,0,1,1,2,1O:1O:1O:2O,,1N3O2S,,1L:1L,1,0.03000300030003
1680,4,0,1,1,2,1O:1O:1O:2O,,1N2O1S,,1L:1L,1,0.03000300030003
1681,4,0,1,1,2,1O:1O:1O:1O,,3O2S,,1L:1L,1,0.03000300030003
1682,4,0,0,3,2,:1O:1O:2O,,,:::1S:1S:2S:2S:2S:2S:2S:2S:3S:3S:3S:3S:4S,1L:1L,1,0.03000300030003
1683,4,0,0,3,2,:1O:1O:2O,,,:::1S:1S:1S:1S:2S:2S:2S:2S:2S:3S:3S:3S:3S,1L:1L,1,0.03000300030003
