,r ($\AA$),g_full(r),O (DOL),O (DOL),S (EMS),O (EMS),O (EMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.0340648022055818,0.4978412725440648,0.598010542673655,0.2466090377305801,0.4025725913223525,0.3719130893342262,0.2719364524164233,0.463891595298605,0.5225445556237159,0.4852199445077363,0.5545370794374129,0.6511609644909013,0.3780934632527814,1.680415392234584,1.8694621238609748,0.5041246176703752,0.6721661568938336,0.8822180809231567,0.6721661568938336,2.638295033547897
97,4.875,1.0401162119074812,0.5553879018126402,0.5642191582018872,0.201096010873775,0.4100269312621127,0.3904396574757061,0.203707647378629,0.5379971199999696,0.5641134850485116,0.5536669390290948,0.4909876629125935,0.8436377315680601,0.5144132509561342,1.851887703442083,2.057653003824537,0.5967193711091157,0.5555663110326249,0.8642142616063054,0.8436377315680601,2.584454165722062
98,4.925000000000001,1.0479262958442566,0.5883940243108345,0.5720497458577558,0.2750793832860922,0.4196559893852942,0.3889494535766141,0.2610055543737805,0.5783064243968079,0.5783064243968079,0.5117755968113343,0.6294839840779414,0.7862734169192311,0.5241822779461541,1.612868547526629,2.499946248666277,0.4233779937257398,0.6048257053224855,0.9878819853600596,0.8467559874514797,2.423623004899389
99,4.9750000000000005,1.0553231525575593,0.5945283443837386,0.5898173432396518,0.295908853401186,0.471448003723923,0.4451171311755122,0.2256931932720911,0.5567098767378243,0.6018485153922422,0.5767714939175659,0.466432599428988,0.8890943977385404,0.5729719452092813,1.7979464487601602,2.015280634874024,0.4544260255108093,0.7507908247569895,0.8100637846062256,0.9483673575877766,2.1289879456052105
100,5.025,1.0591072594326598,0.5698262866108703,0.5956855022107153,0.3195460213409419,0.4252420130152531,0.420325920379239,0.2851333728888401,0.6145115795018105,0.5555184678696367,0.599763301593767,0.5358540973255788,0.4841606383953661,0.4841606383953662,1.9560089791172808,1.9560089791172808,0.6390920426818834,0.658458468217698,1.1813519576846945,1.1038862555414362,1.962925559665786
101,5.075,1.0630869912368632,0.6319938434425975,0.6274666669136394,0.3409939010481173,0.4578716692518891,0.425338682226097,0.255444194424738,0.5494460031022668,0.6121021262630518,0.5349868977574704,0.6169218280446505,0.7974415675008973,0.721494751548431,2.1265108466690603,1.9176571027997773,0.4936543036910318,0.7025080475603144,1.0062953113701805,1.0822421273226468,1.4641073677367056
102,5.125,1.06435731650089,0.5708905049174998,0.6197225076709406,0.3414620477851444,0.4395290026853766,0.4879717153469367,0.3828155829840374,0.5056946590036051,0.586038670247168,0.6285737350231722,0.5954909068640578,0.8564299237727442,0.4095969200652252,1.5825335547974613,1.9735124330415397,0.5399232128132516,0.8564299237727441,1.2287907601956762,1.0426103419842103,1.4795643847254052
103,5.175000000000001,1.0673710968803043,0.6060635759805884,0.5990973279808113,0.3847244424184466,0.5179874269911015,0.5434812153441311,0.3661835054344253,0.560863343766651,0.6674737314247748,0.6767441999167857,0.5794042807506726,0.9495207122120116,0.584320438284315,1.6251412189782504,2.0268615202987164,0.4747603561060058,0.8764806574264722,1.332980999836093,1.1869008902650144,1.5556413709297665
104,5.2250000000000005,1.0687763198052829,0.6355212299105995,0.6184373258807443,0.4205925757503873,0.5570009786964588,0.5172151945038547,0.3410210073651789,0.6229317067870598,0.6229317067870597,0.5956500261978458,0.6638542276708813,0.5911030794329769,0.626927508489521,1.8807825254685604,2.006168027166465,0.5015420067916168,0.6806641520743368,1.0389084426397766,1.2896794460355845,1.4596627063549013
105,5.275,1.0698440723010407,0.6419683558748001,0.6352637255262379,0.417118262319856,0.5398001041786374,0.5331083673499765,0.3524314729761347,0.6825571565234,0.6959406301807217,0.4684215780062549,0.6870183144091737,0.8435644002190569,0.3690594250958375,1.4586634420454534,1.739851575451807,0.4745049751232196,0.790841625205366,1.3180693753422768,1.4235149253696593,1.509054937891872
106,5.325,1.068979111707452,0.6571089695796526,0.672734839945126,0.4432496385250633,0.6347772601099676,0.5548828808202648,0.3195775171588114,0.6873105506018267,0.669799453771207,0.7617327121319606,0.7048216474324465,0.8622888590835511,0.7588141959935251,1.465891060442036,1.6211030550770746,0.4828817610867885,0.8622888590835509,1.5003826148053776,1.448645283260365,1.533114395986917
107,5.375,1.0676596839303876,0.6409047120743694,0.634447233867071,0.4500800219350404,0.6058356381178107,0.5843521048512215,0.3867035987986021,0.7905940242104764,0.7433302510239801,0.627319171384399,0.7734071975972048,1.1509965701614966,0.829394587322255,1.743421275391679,1.5741570738973405,0.8124681671728213,0.9478795283682911,1.726494855242245,1.641862754495076,1.6700158818864823
108,5.425000000000001,1.0640207273853486,0.6584631807843858,0.6957047806602773,0.4576389201115732,0.6295171320428787,0.6105367160013848,0.4091334124499782,0.7887417332798541,0.7212558095767647,0.6537698858736761,0.7592166416597526,0.98033529318692,0.8307926213448474,1.0966462601751985,1.4123474562862417,0.614786539795187,0.7975609164910535,1.36249989900555,1.5286584232745202,1.7904428737554288
109,5.4750000000000005,1.0622118910096876,0.7017271878592622,0.6931695392268323,0.4669184749986626,0.6791541454526004,0.6294599396877762,0.3975536461185954,0.704001248335013,0.8116720274921325,0.7495542702861016,0.7785425569822493,0.9625115106469796,0.7667464576340343,1.288786599001887,1.5824341785213052,0.832001475305016,0.7667464576340343,1.419296634343851,1.56612042410356,1.8567715997503305
110,5.525,1.0588471446929104,0.6294956220902901,0.6738047799558691,0.4798552512827179,0.663867540439862,0.6567510430691437,0.5327206603223396,0.8092474152988207,0.7889145656681972,0.8255136950033195,0.7401157265547004,1.2976054946088904,0.6728324786860913,1.585962271188644,1.201486569082306,0.5446739113173121,0.8810901506603579,1.5699424502675468,1.6500415548730334,1.9419946177820115
111,5.575,1.0534382424325734,0.6977877246528257,0.6647741118735521,0.5172171146157015,0.6819677399276528,0.7049329786075004,0.4912564100210913,0.8626941834516719,0.8587002288986543,0.7987909106033996,0.9026337289818412,1.022694423424049,0.833889299099609,1.132830745946639,1.5104409945955182,0.8810905801807192,1.085629464865529,1.6048435567577377,1.526174754955888,1.992086719912968
112,5.625,1.0509953958953833,0.694282183737514,0.6942821837375147,0.4972740863776019,0.7228619362135951,0.7228619362135948,0.513947970930697,0.7924999246412273,0.7179578525215085,0.8121162594095753,0.8435023950389303,1.483708229751351,0.7573094089355858,1.2673341129126123,0.989138819834234,0.7109435267558561,1.1282364663734228,1.7928141109495497,1.5764399941108096,2.2326591633280053
113,5.675000000000001,1.0477864200434166,0.6654478119238051,0.7139625055025806,0.507822402786517,0.7564337498812449,0.7467976511566427,0.5858748024557923,0.763179018988466,0.8402678087852817,0.8017234138868736,0.9520465539906622,1.214732445283142,0.6984711560378063,1.1388116674529458,1.2299166008491813,0.6073662226415708,0.9566018006604744,2.0194926902832244,1.6247046455662026,2.0963431102909342
114,5.7250000000000005,1.0465867097514114,0.6922964886020923,0.7171992399906565,0.5264496374864261,0.7972492711575018,0.8190268640751058,0.5150874150946333,0.8862533465598831,0.8597414943123652,0.8521666793845033,0.8673163092402273,1.2980478308200305,0.6714040504241537,0.9548857606032408,1.133926840716348,0.9996460306315176,1.283127740810605,1.6561299910462448,1.5964496310085423,2.115151127560716
115,5.775,1.042673458138317,0.7160218868096794,0.7139241664381668,0.5471500181327207,0.8104892275401364,0.7983923733977454,0.6327585243711736,0.9454156775898712,0.8635292803183077,0.9268051327554248,0.7704765561460761,1.2756682550156828,0.8357826498378612,0.7331426752963693,1.1730282804741912,0.7917940893200789,1.0117368919089895,1.7155538601935043,2.0821251978416893,2.147808796710078
116,5.825,1.0387360293608512,0.7360850139948187,0.7436451775372492,0.5496873314665182,0.813098232402221,0.8570000492248381,0.5597481644883676,0.9255966380101774,0.9841323937736672,0.8231590654240707,0.9109626990693048,1.2250380704290869,0.7494350548507359,0.9367938185634191,0.9656182437499862,0.8791449681902858,1.2538624956156534,2.1906563141790727,1.974473125279822,1.9897677182359628
117,5.875,1.038773987195582,0.7357707988304139,0.7026644910777137,0.5682435266011309,0.9224966112227224,0.863154723951085,0.6257871748645372,0.9206983722144916,0.8955230260992512,0.9710490644449716,0.9746455424614342,1.133435496097384,0.9067483968779074,0.9067483968779072,0.7650689598657342,0.906748396877907,1.2609469894083396,2.082687724078945,1.912672399664337,1.7890643194139215
118,5.925000000000001,1.03445396033922,0.710119518048635,0.7293837519339582,0.5860977088627795,0.933513092849313,0.852184300669259,0.693062750751763,0.9830175750458682,0.9900896439310902,0.9936256783737014,1.0006977472589231,1.448702595881853,0.8636496244680273,0.7382811305936365,0.9193689550788676,0.8636496244680275,1.365123599965592,2.0616152326010986,1.7551589142414756,1.852809883959965
119,5.9750000000000005,1.029666024341029,0.7590332581749374,0.7472754280138797,0.5780681926832753,0.9405560668921868,0.8918766401399105,0.6815119745318619,1.0014053503325306,0.8970922930062256,0.9596801274020088,0.9770656369563936,1.3012790484645151,1.1779999807152457,1.0136278903828864,0.8629534742448897,1.1506046323265189,1.2875813742701523,2.1094418259319507,1.917674387210864,1.738905761755861
120,6.025,1.0275774746747082,0.7310695548211933,0.7920990870777955,0.583046995370646,0.9395434720122278,0.9079118901519436,0.6565690505053612,1.0258891414146267,1.0019517281149517,1.022469510943245,1.022469510943245,1.481839870932236,0.794805021681836,0.889103922559342,1.0103453665447064,1.091172995868283,1.2662995260693652,2.478713965923013,2.1149896339669185,1.5513956199759968
121,6.075,1.0236096879972911,0.7892243086263123,0.7664764502511742,0.6012385345539925,0.9434820080693412,1.0124352386056037,0.6693508720349347,1.05952524970354,1.012435238605605,0.9956173774991992,0.9956173774991997,1.1792888060673357,1.0467844458350506,1.0202835737885934,0.927530521625994,1.0335340098118218,1.5105497066480476,2.0670680196236444,2.2525741239488437,1.4099545596961889
122,6.125,1.0192712326466888,0.7844726162971821,0.7900671119760049,0.6055252604986592,1.0067271065940822,1.026580393823546,0.754424914719641,1.0753863915959796,1.098548560030354,1.1117840848499974,1.022444292317408,1.6163383340351682,1.0297639386191797,0.8472741267119834,1.0558339117487794,0.8342391401471831,1.5902683609055688,2.15077278319196,2.0334579041087624,1.1895090290714694
123,6.175000000000001,1.0167933647142098,0.818300558969923,0.8158542194812237,0.6161058957299074,0.9904899274812384,1.0116507640584878,0.8106228165746202,1.005953615749228,1.0417642622645724,1.051530802223303,1.0547863155428794,1.5774441812131133,1.0772789530235904,1.025979955260563,0.9875057069382912,1.077278953023591,1.500495684568572,2.3212796487770206,1.8595886689097685,1.0234935242465395
124,6.2250000000000005,1.014396328922082,0.817845825803852,0.817244026079199,0.6158586920669449,0.9658330073247526,0.9826509950144872,0.7656188681612465,1.0827580645962402,1.0955717695027052,1.191674556301188,0.9834518515711418,1.728879427152504,1.034803744719017,1.034803744719017,1.1483797654808603,1.1105210918935793,1.766738100739785,2.435574667448418,2.448194225310845,0.8116436041518129
125,6.275,1.0109963779504938,0.8344767982796152,0.8374380360307848,0.6762282528571075,1.0159186689193604,0.9993676277655156,0.744008707106188,1.0371985789743057,1.1002501643222868,1.0561140545787,1.0624192131134975,1.4530524441557686,1.3412791792207095,1.0804748943722384,1.030797887734434,1.1922481593072978,1.7262759806636911,2.2727230536795355,1.949822510533809,0.6816648436345606
126,6.325,1.0083199247485697,0.8271649152305106,0.8166723370246264,0.6764394777037671,1.000696016327821,1.065857617391027,0.747806945534898,0.9867328160999904,1.207041086361309,1.08292375100282,1.0084533497877266,1.6624200675288578,1.087907250074033,0.965670480402793,1.1368019579425288,1.1856966658110246,1.454617559087751,2.053577730476824,2.2124855310494347,0.5350976958057321
127,6.375,1.0042981473947268,0.8618672122075035,0.8171097937306823,0.7071054166814381,0.9705518192247388,0.9613884660927974,0.910226411106128,1.117929082096787,1.03545890390932,1.13625578836067,1.1851270050643543,1.6966087162472343,1.3356281383222914,1.0468436759823363,0.9866802463281794,1.2153012790139766,1.7808375177630544,1.973360492656358,2.1658834675496617,0.2998348881948005
128,6.425000000000001,1.0012786828689648,0.8733615436537596,0.8880493833271089,0.6953909892685486,1.0006112505042577,0.9742991590184203,0.8750649854146936,1.1156326789994886,1.190810083244737,1.1817887947353076,1.1246539675089189,1.4570747804624524,1.2319981883584954,1.2556904612115434,1.125382960519779,1.0661522783871598,1.8598434189642683,2.6298422866883286,2.073073874641701,0.2353513022698187
129,6.4750000000000005,0.9974455714514192,0.8671564179786849,0.8827307474869619,0.703198091946499,0.9519081539402082,1.0148258779564736,0.9030543917628724,1.074782767901386,1.3205319958237407,1.119195278971691,1.2317069736831303,1.7379198776400244,1.2013808550129037,1.2480364221978708,1.1780530714204198,1.4929781499189476,1.7262559858437818,2.472745060803255,1.994525497157344,0.1374672961699922
130,6.525,0.9957019519404277,0.9190980199147004,0.905952398652512,0.7733712242110716,0.9723630660674548,1.010995181885727,0.92133951687351,1.2274808120371776,1.2478902317147549,1.2770465455398652,1.2303964434196877,1.630986524883485,1.1715537009726444,1.0452096743971633,1.3668126511347516,1.2060111627659578,1.722873089665654,2.205277554772036,1.826245475045592,0.1585746455998387
131,6.575,0.9928443779972282,0.9316048941972565,0.9218950574308687,0.7587822482642396,0.9569127123332372,0.9655270803362368,0.9159944643189878,1.1945256964159838,1.1945256964159832,1.234726080429983,1.2749264644439833,1.368727360476648,1.3234801750063452,1.1538032294927114,1.2329858040657404,1.4592217314172522,1.6515222696660372,2.0474351425311834,2.2284238844123934,0.1675992686297936
132,6.625,0.989937168036034,0.9303478333018956,0.9149394454288206,0.7537358288532668,0.972220229524617,0.9863616146813382,1.071916994879505,1.207674292384034,1.2670681100422654,1.185048076133279,1.267068110042265,1.8829468599586427,1.2144450161863432,1.2478701083749582,1.3035785953559833,1.3147202927521886,1.960938741732078,2.2394811766372027,1.9609387417320776,0.1500718424794955
133,6.675000000000001,0.9876085977894056,0.9489127115779076,0.967231489793697,0.8330333545214547,0.9855703985349982,0.9876599470831298,0.919401361177525,1.287161905648535,1.2955200998410594,1.281589776186853,1.3595995886504015,1.6243601642842604,1.657286383830563,1.2072947166977612,1.2731471557903662,1.4048520339755766,1.547532318676221,1.9755731727781545,2.403614026880088,0.1663110068920385
134,6.7250000000000005,0.9845204849042768,0.9714654321582306,0.9750749109401348,0.773344711633686,1.04576516462266,0.9695972294040802,0.9359735462895712,1.3339681627470137,1.375140019621922,1.2845619344971246,1.2159421730389446,1.903054717773519,1.17859638771201,1.297537307572854,1.3516013620550569,1.4056654165372588,1.794926608809115,2.3680055863204594,2.18418780108097,0.1383598455524114
135,6.775,0.9840742838460788,1.0090012517249494,1.0130657079252507,0.8383722539315049,0.9986095314974458,0.9364077191089794,1.0628396638551014,1.3062380601577963,1.254853954271672,1.2846026471531125,1.2467406743949154,1.7791849103473083,1.8218001177807777,1.4595708545962958,1.363686637870991,1.491532260171397,1.8218001177807768,2.045529956806486,2.3544902106991343,0.1757877306630575
136,6.825,0.9822978618503676,1.0147978209045592,0.9992779726322152,0.8741025016038603,1.0013537042001546,0.9833653143043428,1.1059528602609825,1.3164836457082545,1.3271434323131788,1.3378032189181046,1.2658496593348592,1.511751554880291,1.19680331428023,1.396270533326934,1.4172670827002725,1.5012532801936214,1.7847066967336762,2.1836411348270865,2.026167014527056,0.1590809990786019
137,6.875,0.980246630710162,1.0760721151730843,1.0775522693892776,0.871283291194583,1.0137614179385346,0.9986600496661342,1.16608826312101,1.3998311807285997,1.3079098086357277,1.4970052026553509,1.3683152817253297,1.8002263521565118,1.645034425246467,1.5829576544824502,1.5312270121791025,1.5829576544824495,1.7174573244711535,2.07957182059459,1.9450721506058863,0.1707111196010486
138,6.925000000000001,0.9783476572576786,1.1014373394994497,1.0678836192233077,0.8820438893415886,1.0386503612569702,0.9829968216506774,1.1363676226587165,1.3641588545356331,1.3201537301957744,1.3693359279873818,1.490997154103464,1.83550786016525,1.315447299785096,1.4684062881322,1.5805762129200769,1.4684062881321998,1.5907734788098835,1.8253105942754424,2.131228570969652,0.1682548871818145
139,6.9750000000000005,0.9780800997980326,1.0847441119231025,1.0785127051820502,0.944076557383973,1.0046760661349714,1.0486904461751705,1.2094386167567657,1.4186663943391595,1.370186787338361,1.5513474240255556,1.4186663943391598,1.638409684763833,1.4474294147606868,1.5982033121315915,1.3770682626542643,1.5077389737090487,1.8695963273992209,2.0806797837184874,1.970112258979824,0.2267762497190954
140,7.025,0.9761465504890884,1.1435467042192955,1.0641599908685344,0.9451489843750702,0.9960851571857028,0.9897967407893276,1.267744745509077,1.3582979416168686,1.4086052727878635,1.4538818708417596,1.3859669737609157,1.585443164176815,1.7737145399228116,1.615170223505129,1.773714539922811,1.5656251246246042,1.7935325794750208,2.1304392518625943,2.2988925880563817,0.2869571237202678
141,7.075,0.9760108106900444,1.115793566278794,1.1302359882222774,1.014295235191116,1.0948932673273295,0.9727562493978368,1.155651783860783,1.4383648812001162,1.4904436096573614,1.443324760100806,1.4830037913063268,1.8073498115393352,1.6510384764872843,1.602191184283518,1.5533438920797529,1.416571473909208,1.8464276453023476,2.1785892322879543,2.3153616504584997,0.2006726514411846
142,7.125,0.9761111520679552,1.103403899746238,1.1488814126833224,0.998886892935586,1.0050000318152403,1.0263960178940317,1.254416098105154,1.3693431090426629,1.4035766867687292,1.562518297639753,1.4720438422208624,1.5412519842038637,1.69537718262425,1.7146428324267975,1.521986334401314,1.5027206845987666,1.8495023810446365,2.244448201996877,2.042158879070119,0.2400342694786884
143,7.175000000000001,0.9751624309186964,1.1487795926334876,1.1664461557694128,1.0627779270007915,0.9819995706660752,0.9247313329660888,1.2442278169765366,1.456421708243853,1.5094701810606823,1.4323087660543856,1.4877685330901615,2.0897883230872063,1.9378037177717733,1.5578422044831903,1.6433335449731203,1.7193258476308382,2.0612912095905607,1.956801793436202,2.0517921717583487,0.2750843813043364
144,7.225,0.9745645577190004,1.177161946723922,1.1789489098309034,1.096868883272734,0.9381350123600944,0.9072205506093182,1.3673704235920263,1.4838941640372596,1.4529797022864832,1.5052964837108735,1.5457230875388115,1.8361316676218624,1.976651948307209,1.7424514804982971,1.6581393120870902,1.742451480498299,1.8361316676218613,1.9766519483072087,2.2014843974037626,0.2775992483743176
145,7.275,0.97576989577605,1.180424024508539,1.161036694505412,1.128752722778178,0.883652131546345,0.8901021471050776,1.301730412762366,1.3158031739814182,1.3416032362163477,1.5057854504386288,1.4190034229211377,1.9218558755716315,1.801739883348403,1.7647811165104883,1.7278223496725724,1.7370620413820503,1.6816238911251773,2.291443543950791,2.051211559504337,0.2955758521348636
146,7.325,0.9758177997292288,1.1665372150518316,1.1782721274238133,1.114552556227915,0.8617972541668882,0.8421320819241536,1.3973840040719472,1.443654997584264,1.5292563355820483,1.4529091962867262,1.4783582427185002,1.6040611084269596,1.7225428948448598,1.6587450098506054,1.5311492398620972,1.9503924841100528,1.6860869605624291,2.169128089804637,2.2146980076576765,0.2700715131535185
147,7.375,0.9756900130635628,1.1825011728577728,1.1760698756884955,1.091503265064168,0.8410223798769386,0.8318932359976774,1.4515338768025317,1.4058881574062254,1.4172995872553016,1.4857681663497622,1.4834858803799458,2.0499077619795627,1.573394115554489,2.06788940901447,1.618348233141759,1.699265644798848,1.6003665861068508,2.040916938462108,2.220733408811192,0.2755045206419904
148,7.425000000000001,0.9765875747313222,1.141672022620189,1.1556309617630067,1.1427132488499565,0.8381773534667906,0.848872699145682,1.335229471069999,1.4658252709385649,1.4658252709385649,1.4117856296136406,1.4568186640510774,1.5434049075376033,1.7562883430600311,1.782898772500335,2.0667433531969053,1.8716002039680124,1.5966257664182095,1.915950919701852,2.049003066903369,0.3972556966445311
149,7.475,0.9777974643713684,1.1731940816400563,1.185297471311903,1.144694933067912,0.8042301130918668,0.8086733733851919,1.4929354585572778,1.4129567732774242,1.3929621019574605,1.5173733901705668,1.459611006357339,1.732871514396839,1.7766308960735264,1.6891121327201508,1.969172175450953,1.785382772408864,1.5753377403607625,1.9604202991156157,2.2054728365050678,0.3683825498292602
150,7.525,0.9782281716097364,1.1527133507982847,1.1675392459854004,1.1580322990929786,0.7996067791654786,0.7809730365392779,1.4512397198287783,1.407395619531837,1.361359314220048,1.422741054635766,1.43589428472485,1.5803805243397695,1.830823339672301,1.701283952431336,2.029450400108447,1.7876435439253124,1.4853849736963949,2.124445950751822,2.1935336239470016,0.2966187601721682
151,7.575,0.9791268992758256,1.1733105179103258,1.2200478610207133,1.204991871427427,0.8042293145478385,0.7166132089952159,1.4299813770440382,1.4061844101038197,1.4364714589368248,1.490555474710049,1.4126744919966068,1.6703766326081737,1.7641222599484283,1.712988281399198,1.772644589706634,1.8152562384976587,1.551064015993304,1.857867887288684,2.190238747858677,0.4132460307243879
152,7.625,0.980084104580614,1.2145283303501833,1.185248089889297,1.1646871286215053,0.7643592888111801,0.7285966684547908,1.607716604678264,1.3685874416982309,1.4091539961323434,1.3280208872641184,1.308805150953222,1.4887343182279729,1.715829383720376,1.97656816261906,2.0522665177831936,1.98497909097063,1.4550906048216905,1.8924588791033548,2.0522665177831945,0.4248377075538145
153,7.675000000000001,0.9805695805318734,1.1413513825139976,1.1611458914025508,1.1622056589553544,0.7186076694538089,0.7301981157353221,1.513080078204795,1.37820943056537,1.4098197386058602,1.4688256469481085,1.3255255838312192,1.7101495945945966,1.801468262267124,1.8097699593282623,1.7516580799002908,1.867881838756234,1.5939258357386532,2.050519174101288,1.9592005064287608,0.4808207399900398
154,7.725,0.982249359121656,1.132486203386469,1.1356124592964385,1.152930113428492,0.7067352386780874,0.6755327998843527,1.5767632403767184,1.5414004764104858,1.3791477946830668,1.329223892613091,1.3853882824418131,1.393078580487946,1.9093371132570096,1.8765587937161168,1.753640095437769,1.8110021546343311,1.7700292552082149,1.7536400954377682,2.0896178707319213,0.4304662984605011
155,7.775,0.9824699664038994,1.1611738172657131,1.131855142809835,1.1432828973978495,0.6678989894542445,0.6766263398160606,1.5462811346934544,1.4785158260017093,1.3121827955765164,1.201294108626388,1.2854873709403742,1.172980779466846,1.901037814997991,1.9333959054660423,1.7958740209768265,1.7230683174237116,1.3105026639560624,1.901037814997993,1.868679724529941,0.5175643551905081
156,7.825,0.9834274959279332,1.1471437110424254,1.1418117017613512,1.0810766004394077,0.6761163548927189,0.6781436902896983,1.6360596653625912,1.2995219894639656,1.2427565983485354,1.3603420513733562,1.2589752815243722,1.134079134189233,1.5813216096441418,1.8368887384755184,1.7889699018196354,1.7011187012838498,1.4295786269005122,1.812929320147577,2.036550557875031,0.4813887213032328
157,7.875,0.9856554587302244,1.1544332390658074,1.1431521324951317,1.1529638026201927,0.7055898271243365,0.6575496686818287,1.513264990939002,1.3231060304374067,1.2670591789211472,1.3451244363902228,1.2970842779477147,1.0329847200453424,1.6007320470931636,1.7663250174821123,1.805751915193765,1.7032419811434654,1.253775347230606,1.813637294736097,1.8136372947360964,0.4752952750668202
158,7.925000000000001,0.9856065086947584,1.101667645673036,1.096840655651549,1.1498261538104777,0.6873262483671573,0.6981969726403975,1.6345616316308795,1.25507452972867,1.3084399034336678,1.2708864923079284,1.2768159782751505,1.1757152478441306,1.658459256892715,1.860900292945348,1.90761745511134,1.86868648663968,1.1445704730668027,1.775252162307695,1.892045067722676,0.4850480867744577
159,7.975,0.9864089469860836,1.1432634935319417,1.097796953057932,1.077875726298135,0.6645843092883928,0.6655602040156885,1.514588616762976,1.253048829847719,1.1613147254819205,1.3213614607584203,1.2628077771206765,1.0764414567746872,1.7069285957427158,1.9068391520008725,1.8683948142589184,1.5300846421297316,1.0072416488391709,1.637728787807199,1.6684842580007624,0.5359454512556768
160,8.025,0.986981708633276,1.1116803252809655,1.1634621775660396,1.1406241244791473,0.6818686675699173,0.6563287104100546,1.4938465508598893,1.2529035587857138,1.1488161862096695,1.243265839102747,1.1468886422730762,1.0858497509476184,1.678131433282683,2.080579243074458,1.8603719509242411,1.541451045051515,0.9567627176181815,1.4882975607393925,1.7464716273982672,0.5829836967411071
161,8.075000000000001,0.9880208035732811,1.1154804322063128,1.094737288548741,1.079424776930964,0.7010549807845279,0.6720228329041097,1.6048590598814865,1.193649621050643,1.1174997249708571,1.1879383788446587,1.2298208216885411,1.1849385344536365,1.8074062455906732,1.7774078016804549,1.7099113028824628,1.6499144150620255,0.9674498161045514,1.754908968747791,1.8074062455906732,0.5530580462733422
162,8.125,0.9880819344034504,1.1127445478701654,1.095788440474048,1.048316774414728,0.6529650222699809,0.6543753138947539,1.4967895110925975,1.2015684643067466,1.163960687646128,1.1489175769818805,1.180884187143406,0.9259490465682468,1.7481917999208498,1.5407792134895633,1.725969022803213,1.6889310609404828,1.0148401550387989,1.5778171753522927,1.8593056855090395,0.5762048638358973
163,8.175,0.9893959920668436,1.0848679437994733,1.1016172719764994,1.047606056980005,0.6974753092127519,0.66868471722128,1.628990269452951,1.2742158778161066,1.134906561728339,1.1274767315369911,1.1906302881634458,1.046367751948115,1.536623971392337,1.7634589385978714,1.602479284452008,1.6097965414586384,0.943926153855292,1.5805275134321175,1.631748312478529,0.6332413946248012
164,8.225,0.9909175289969318,1.0724076208334286,1.1265278382782524,1.034907958162938,0.7174627865987743,0.7059943916723236,1.6459440398442489,1.200052845103832,1.1982179019155998,1.1339948903274746,1.108305685692224,0.9035705093567452,1.4384842508959377,1.7709981983392211,1.6264269168421417,1.597512660542726,0.7879134841590818,1.583055532393017,1.53245558386904,0.5914883195536118
165,8.275,0.9901437310362524,1.0891160653945986,1.098992352416626,0.9830101626749244,0.6802665994352527,0.6512612281069001,1.5934825873513307,1.069573067732975,1.1275838103896785,1.1348351532217664,1.205535745834624,0.8998257241636431,1.54969985828183,1.735378182315598,1.5925487022896228,1.3211726902402696,0.7784206661415639,1.6568219683013117,1.821075870331183,0.675743759326973
166,8.325000000000001,0.991676628420592,1.0777553314959063,1.0962619013467567,0.9730288527916732,0.7106289872896386,0.6913743896504111,1.617386201695132,1.1104977243089504,1.0997509721382188,1.1445291061829346,1.180351613418707,0.9031613945503872,1.375909937010355,1.5240848533037776,1.693427614781975,1.248902865901707,0.8184900138112877,1.5664205436733278,1.707539511571825,0.6914109432292228
167,8.375,0.9915388340668148,1.0905258219441851,1.0832113194799249,0.9335709211638972,0.7207521471924121,0.6919928534124813,1.6229090705351543,1.1025870784551806,1.0140969437477028,1.1291341188674249,1.1503717511972191,0.864521800899728,1.387418051443919,1.561716801625317,1.5477729016108046,1.3804461014366631,0.8296620508634488,1.7011558017704345,1.7778472518502473,0.7442200921010587
168,8.425,0.9937536264971282,1.0707209438968488,1.1094889928013678,0.9522534692913572,0.7122226361228745,0.7305856506822123,1.514511486512976,1.1437534782673051,1.1315114685610812,1.049315117676427,1.194470375621666,0.8336225657096049,1.3089941114448342,1.770586771796436,1.7223606729537295,1.2952152260612035,0.7233914826405661,1.605240147192876,1.5983507045010616,0.7191734565027207
169,8.475,0.9931729480682954,1.1013064969055206,1.0509814653547078,0.912966002896671,0.7163737022255943,0.7219906251019106,1.5986626647977678,1.1786896620454894,1.1406674148827318,1.2149836252463038,1.1181997233774652,0.7625398329059953,1.3208279248550274,1.552313231272917,1.5591216226381504,1.2799775766636343,0.7693482242712274,1.4638041435249007,1.6544391017513995,0.628178313514577
170,8.525,0.994032308026322,1.0829709023156482,1.0633972060071275,0.8638565775989239,0.7327621785268185,0.7348972664595893,1.509934186055262,1.190525031312803,1.1546555540422598,1.1222022174641493,1.2485994230841595,0.8545527701827911,1.406311251718136,1.7696643980950706,1.614902872786377,1.3524811559585903,0.7065200068440399,1.2717360123192714,1.4803276333875124,0.7001345490562368
171,8.575000000000001,0.995464270454854,1.0792585361440303,1.0678411669694243,0.8445266964275584,0.7195992090999439,0.7098920056927305,1.6004224052240386,1.1462941066952763,1.1294120138131662,1.093959618760735,1.1074652930664233,0.6118479723334455,1.3700074163118454,1.3633568948734385,1.5163188879567997,1.3833084591886595,0.7581594439783997,1.4032600235038806,1.4099105449422873,0.7233460001222489
