,r ($\AA$),g_full(r),O (DOL),O (DOL),N (ACN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
104,5.2250000000000005,1.0686740116863236,1.1793904849946475,1.1802488477930426,0.8246616415336863,0.5802796628780076,1.046331045661919,1.032623652050628,0.827012747881255,1.050900176865683,0.8279819575305374,0.7019847031237166,2.3939478337295963,1.799960777240298,0.9719788197097612,1.151974897433791,1.8179603850127015,1.889958816102312,0.3030546206578052
105,5.275,1.0655980523817998,1.199246888707152,1.183245701287604,0.8116171468447252,0.6096776317524176,1.0938333981440431,1.120730940721356,0.9727944565461368,1.0086578466492202,1.1479001756479328,0.7064001080910357,2.1898403350822107,1.8366402810366929,0.7770401189001392,1.2362001891593124,1.960260299952624,1.924940294548072,0.2616563665684143
106,5.325,1.0594080182072276,1.216500202646572,1.2751765031818345,0.8383979208984899,0.6422734556531581,1.0161997825745168,1.0733885149271956,0.9370153839323468,1.0689893816692972,1.0224652147903128,1.0744549714745657,1.8889611595278648,2.0795902673701265,1.057125052579815,0.7625164313690466,2.0449304295806243,2.0449304295806243,0.320957171367073
107,5.375,1.0577465396578034,1.2296624833579397,1.1631503965272336,0.8186339917044193,0.8678517055775452,1.0232878319496423,1.0535115231886616,0.9757934600026128,0.9930641407106237,1.1736212572034652,0.8844681938344954,2.245188492041412,1.7179093764862312,0.9695132124724276,1.0375492273827729,2.296215503224171,2.466305540500036,0.269193518178434
108,5.425000000000001,1.0545235034180334,1.2007305843200358,1.262041098240886,0.8220396615356781,0.7459670441007233,1.0723276258947896,0.9748432962679908,0.9960355418390336,1.0468969312095375,0.9183306414118748,0.8682398791530452,1.669692075294318,1.9034489658355225,0.8014521961412725,0.8515429584001022,2.3542658261649896,2.153902777129669,0.3373459499064026
109,5.4750000000000005,1.050898067518127,1.1538832862585895,1.1960985284387828,0.8129297213442301,0.7199202183538329,0.9737649196231022,1.0528313019856628,1.0403471363494687,1.0569926905310605,1.0163876265426328,0.91802753365141,1.96720185782445,1.5573681374443564,0.8032740919449839,0.868847487205799,2.4262156246501547,2.1803153924220986,0.4581773714779903
110,5.525,1.0478522060176734,1.204487245457724,1.1438406601223772,0.8676238812669075,0.8254549449382867,1.0665531714301626,1.0910716351412009,0.9766521378230224,1.0706395820486692,1.0624667608116565,0.8209970424453711,1.5776021599930652,1.7063860097884176,0.9497808922407236,1.1107607044849137,2.2859133338675024,1.9478557281547024,0.3631901682366381
111,5.575,1.0453136712537394,1.2018283743817817,1.1890108823087011,0.7744598903515866,0.7986747504071344,1.039481207816321,0.983293034420844,1.0715887354708795,1.05152153068678,0.8221472990333835,1.1699788486244307,1.565241973159711,1.5178103982154776,1.1067367486987854,0.9960630738289068,2.1976629724161585,2.4506313721187385,0.393972469434757
112,5.625,1.0420682218348396,1.2205514329000242,1.1887045205124624,0.7883966375340904,0.894926723700837,1.072335105051223,1.048680654204505,1.0526230626789586,1.072335105051223,0.9784341032051606,0.9784341032051608,1.4132937046296774,1.599662105240184,0.8852499028999072,1.040556903408663,1.9258068063085707,2.2364208073260823,0.4602158464055368
113,5.675000000000001,1.0382533982808024,1.1627571654687343,1.1729440242400502,0.781626731558853,0.9024661323361748,0.9760577911962052,0.9489450747740892,1.092255147290992,1.0728889212751942,0.9917855141423696,1.12910966225439,1.31220852640375,1.2816920490455237,1.022301991500596,1.022301991500596,1.99882926696385,2.441318188658137,0.3493825264890854
114,5.7250000000000005,1.034397118547414,1.1682750457615103,1.1718499388023964,0.7792418418700834,1.012365710495306,0.9666950769391268,1.0580363440514853,1.0884834330889386,0.9552774185500824,1.049501932730381,0.9895303937172164,1.3943382820560777,1.2594023192764572,1.124466356496837,0.8995730851974694,2.2489327129936734,2.1289896349673443,0.4998138213163484
115,5.775,1.0299318879912358,1.135485145282679,1.124242718101662,0.7930822902647254,1.0136129106300036,1.0098726415870882,1.1183404438316276,1.1108599057457973,0.9425477988146156,0.9135323783604868,1.0756107035534768,1.1640170627496529,1.3850329607400935,0.9282667715598504,0.9872043443573006,2.5048468438916585,2.2543621595024925,0.4713502314285923
116,5.825,1.0267505138635915,1.118838182918951,1.1305790774310631,0.7790101016942014,1.0293736292610445,1.1323109921871493,1.0220209604806083,1.0955476482849693,1.0183446260903908,1.057224647368756,0.9848120002887044,1.2454975297768909,1.173084882696839,0.868951764960622,0.9848120002887044,2.3896173536417096,2.302722177145647,0.565705332698854
117,5.875,1.02404496969021,1.0822229623920745,1.1209222778602976,0.749588580473357,1.0516813163923222,1.0191550901121469,0.990242888974214,1.0914355929569803,1.011927039827664,0.8542241245298453,1.0677801556623066,1.124728430630963,1.2528620493104403,0.93964653698283,0.8399870557876812,2.420301686167896,2.064374967613793,0.5369408782759025
118,5.925000000000001,1.020773398402549,1.087398146240057,1.11343161935446,0.7464585170237551,1.154818166356844,1.073092573045437,1.0411129930540166,0.9487275397454688,1.0837524330425767,1.0358369007322,1.0638324926438814,1.161817064334765,1.0918280845555624,1.105825880511403,0.9938435128646784,2.183656169111125,2.2816407408020085,0.5609116808018959
119,5.9750000000000005,1.0174476611278611,1.085028861930676,1.096844058249341,0.7707677236010575,1.3032868431574225,0.9329157831716668,1.0027971152444506,0.999303048640812,1.0237615148662866,0.6882252401107516,1.059866869770557,1.266334441803783,1.0185733553639122,0.9772798409572672,0.9772798409572672,2.092204729936687,2.243614282761053,0.5701033162468457
120,6.025,1.013188511165837,1.0341718387645609,1.050956150754497,0.7565823549226959,1.2473822587645385,1.0652575763553909,1.1236749273168156,1.037767058255897,0.9587318187198518,1.2454037745073774,1.001737818625499,1.2589407720563708,1.1100337990174451,1.0829598039194586,0.92051583333154,2.3554375735248247,2.409585563720797,0.5789138441615365
121,6.075,1.0110999787083743,1.0953196372733238,1.0940497014619923,0.757925639010072,1.1965139839624166,1.1356742898626322,1.159334170901437,1.1660941369125246,1.0984944768016534,0.9187408351432,0.8122201586048575,1.1184671036525908,1.1450972727871764,1.06520676538342,0.9853162579796636,2.303509630141645,2.2901945455743538,0.569423667566571
122,6.125,1.0088885139990147,1.0518995758847776,1.0431545675341916,0.7274165059812483,1.2535344827111472,1.0307577974547892,1.0174576968424698,1.1072333759756288,1.0839581999040688,1.2836612257648112,1.0740838827828012,1.0871824667191767,1.2050697221465574,1.113379634591928,0.8907037076735425,2.292252188865734,2.449435196102242,0.6130939236342341
123,6.175000000000001,1.0056671374399884,1.0367775308187042,1.047225200068211,0.7239421331556216,1.380529486388225,1.102460750978275,1.0501184007834603,1.0632039883321638,1.0795609727680433,0.7732392642415727,1.043873006726124,1.0309856856554311,1.288732107069289,1.2242955017158246,1.082534969938202,2.525914929855806,2.4228163612902622,0.5598094469177515
124,6.2250000000000005,1.003696637820929,1.0304699571949234,1.014746824045236,0.7340280323194555,1.294060376364719,1.097697980946192,1.213583984799749,1.0880408139583957,1.126669481909582,1.280793965149159,0.9637657559538232,1.0018091410572634,1.0525336545285175,0.9764468843216368,0.9637657559538232,2.11774843742485,2.7010803423442704,0.5935544471751059
125,6.275,0.9997910798840132,1.0242309682624886,1.0533926867080787,0.7463674217049986,1.2925279339174796,1.130961942177795,1.1182900996884069,1.099282335954327,1.1499697059118748,1.035827124700655,1.0732666593283893,1.2355046427152387,0.99838759007292,1.1231860388320352,1.0233472798247432,2.121573628904956,2.071654249401308,0.613549924613689
126,6.325,0.9955206190963396,0.9922860258532916,1.017473923794078,0.72455663546862,1.3813061254267622,1.1661591216921197,1.0663808011195317,1.0196097133511317,1.1193880339237192,0.970381962386816,1.1546317020805152,1.0686484902234556,1.093215122182616,1.1054984381621955,0.9826652783663962,1.989897188691953,2.432096563956831,0.7072933884976491
127,6.375,0.9894308628536732,0.9790883253232968,1.0332899169489675,0.7403532605354609,1.4088333179115158,1.2185333926162791,1.1694237344755722,1.1111060154334835,1.101897954532101,0.8826716965062587,0.8463975171977821,1.0398598068429892,1.1728651309740696,1.027768413740164,1.1607737378712442,2.672197875724427,2.466644192976395,0.6310966910301243
128,6.425000000000001,0.9857503151207992,1.0394094935416895,1.0235146460162017,0.7733704322676043,1.3990784526857238,1.1966200156880062,1.1180540550620257,1.1271193582111771,1.1482717322258642,1.0594500751079148,1.2618169433869555,1.3570484108123853,1.1665854759615242,1.059450075107915,1.0475461416797367,2.333170951923049,2.154611950500368,0.7175156608189006
129,6.4750000000000005,0.9822435672830182,0.9988255419588782,0.980939466221506,0.7547967373976247,1.4311096349364931,1.151433323743082,1.0949030055231377,1.2109389218693396,1.1633344433683337,0.8438975734269237,1.1369175642001608,1.3713335568187506,1.2189631616166674,1.054871966783654,1.0665927664145838,2.1449063324600965,2.1449063324600965,0.7814663753927903
130,6.525,0.9777862905288296,0.9637619578892044,0.9769717163068744,0.7539561054443653,1.5616136076089382,1.136784389779114,1.1778023832247522,1.0957663963334758,1.1572933865019328,1.0733929453631277,0.9810580683426432,1.4196487341899433,1.1772696820111723,1.1888115416387328,1.0618510857355674,2.158327750353818,2.123702171471135,0.5946413189750313
131,6.575,0.9746667517787116,0.9605431980823842,0.9431970455210772,0.757909448258873,1.5206404568912857,1.128217113177405,1.2176665518180692,1.108018852839191,1.084935126738374,1.170799592764897,1.1480656200898507,1.1821665791024203,1.079863702064711,1.3867723331778394,0.9889278113645243,2.114259458779329,2.091525486104283,0.731082804953154
132,6.625,0.9715195054310228,0.9861429163224316,0.9711932673473213,0.7895575665290262,1.509142421758818,1.2846184079754914,1.295986712470849,1.1481987540311909,1.1226200689166348,0.83970430931624,1.007645171179488,1.0860175733823367,1.4218992971088331,0.9740569988068386,0.9180767115190888,2.048878514731625,2.0936627445618243,0.7766408020043262
133,6.675000000000001,0.9684073504428932,0.9751062716302322,0.9188299118328024,0.7612834513895063,1.5146149079858666,1.136661095457046,1.150659384809965,1.1646576741628845,1.0834675959159528,1.025692838041177,1.124953435270968,1.356561495473814,1.2131850772530048,1.0808376142799498,0.8602585093248577,2.117559407568879,1.9521250788525613,0.8170430112112066
134,6.7250000000000005,0.968881588371995,0.929053026170928,0.9668783864110158,0.7960345972555144,1.591471142055141,1.180501990987176,1.0812074309976,1.2825547331986842,1.2080838132065022,0.9453042706078266,1.325599092116722,1.2604056941437691,1.260405694143769,1.1300188981978616,0.9453042706078268,1.955801939188608,1.9666675055174336,0.7500566960663787
135,6.775,0.9659962645437024,0.9633810970264668,0.9398964491922228,0.774038395664677,1.540891365022594,1.1305305253075817,1.1712948471335765,1.1740124685886422,1.231082519145035,1.0170492415172387,1.10269549343448,1.10269549343448,1.1562244008827556,1.1348128379034448,0.8029336117241356,2.076921608993095,1.841394416220684,0.8003117876858514
136,6.825,0.9643038036998468,0.9427773135949682,0.970446871891512,0.7927826379188165,1.5773118778981468,1.2265005773809012,1.2398903216754529,1.2372123728165425,1.1568739070492349,1.1076970280037906,1.1287960190133863,1.318686938099751,1.1604445055277808,1.097147532498993,0.9600040909366188,2.036052632426016,2.2786910290363718,0.8880952848426904
137,6.875,0.9647827275080454,0.9330804507682388,0.9558868804894596,0.806460428002413,1.4884742212434978,1.3327650385247631,1.2403951843695815,1.2219212135385455,1.1638601623552878,1.1748165866143874,1.0708505170024945,1.486714795450065,1.3099724771098469,1.2164030144591438,0.8941081986622772,2.1209078200826115,2.287253531461638,0.8052066003614956
138,6.925000000000001,0.9634875276399189,0.93822408440711,0.9230756747109542,0.8090833250723432,1.6621451579960376,1.16532242688924,1.2589644076214113,1.3031842318560476,1.2485597430956143,1.0656898817331266,1.137419008388241,1.3013712978856449,1.485817623570225,1.2501362074177065,0.8607495198613718,2.0596506368111376,1.8854513292201465,0.8798842577300083
139,6.9750000000000005,0.9633051941107664,0.9527584172315052,0.9407164756588116,0.8511010479471511,1.4948162277911237,1.2640555751304017,1.276875611389331,1.271747596885759,1.264055575130402,1.070667270594194,1.1009691744789345,1.313082501672124,1.1918748861331587,1.100969174478935,1.1211704437354288,1.818114233084479,1.949422483251691,0.8469072932684336
140,7.025,0.9633597824990688,0.9283228958091476,0.9520651693592538,0.8149249822880719,1.4331712952636642,1.2056837880789557,1.2511812895158971,1.3042617078589955,1.2865682350779628,1.1450970479499631,1.294457532465176,1.2048412417560488,1.174969144853006,0.9857791978004034,1.0953102197782256,2.041259955041241,1.8819421048916805,0.8013647220214172
141,7.075,0.9641867312393114,0.9775131063078952,0.9283565564217218,0.8282602154961621,1.567492538890454,1.2734319354102095,1.3581612618367218,1.198670765033877,1.3282567936861882,1.040615078571588,1.2565917929921062,1.089700695485342,1.3351287800541132,1.2271404228438536,0.7951869940028172,1.8848876894881612,1.806350702426154,0.8859452979290645
142,7.125,0.963795899930826,0.9652266489520672,0.9361452147655634,0.8366625188908379,1.6438573618771364,1.292479779293533,1.3145944523232709,1.37110972784371,1.3072228946466906,1.0454209068603049,1.209977901458686,1.2680568407287034,1.2196577246703562,1.1615787854003383,1.0744603764953131,1.4035743656920765,1.9650041119689068,0.8800737226119915
143,7.175000000000001,0.965661589445946,0.9577385262283346,0.9436273597297224,0.848488821413042,1.621026379205741,1.2187986079827924,1.3375284922594457,1.2139524902572143,1.2769520206897242,1.26953599204907,1.4031713596331814,1.5463521106161588,1.1836275414592832,1.1836275414592832,1.0881737074706317,1.7754413121889228,1.7658959287900573,0.8935647683794821
144,7.225,0.9657874691919816,0.9386925851680366,0.9373458239267624,0.8756592194990412,1.613005578972115,1.3143008421254272,1.338197221073163,1.2688977221247306,1.3620936000208967,1.0731646545619171,1.2331979802422033,1.3085077805623382,1.21437053016217,1.1578881799220688,1.1108195547219843,1.8639175579233311,1.4308862060825571,0.8970895729460932
145,7.275,0.9681717584529642,1.0099604591137306,0.9709966185166204,0.8712661714140897,1.6074082855561678,1.3057246190588223,1.268014160746654,1.2090915696338915,1.3387212700819695,1.1605964916150229,1.1977355793467035,1.5969807724622729,1.429854877669709,1.2255898951454645,1.0398944564870605,1.7083980356573152,2.070504141041202,0.7784997038041345
146,7.325,0.9694074720380852,0.970888392808417,0.962590201416892,0.8962536688598768,1.5762397750243329,1.2716860721803982,1.411176317757773,1.4042018054789045,1.3321318452639268,1.0257464523265527,1.1264894074657676,1.163123209334573,1.456193624285016,1.1264894074657672,0.9707957495233442,1.4653520747522175,1.7309471383010568,0.8820148521372082
147,7.375,0.969021746443743,0.9159765134267196,0.9823266465723997,0.8806044625911437,1.4127474503633932,1.3026632334519606,1.3049566546376146,1.3049566546376152,1.2682619156671366,1.0931974318288171,1.219683085098267,1.2648565326944994,1.4274809440409348,1.0389892947133388,1.147405568944296,1.5358972182718926,1.7256256981760665,0.897476555814937
148,7.425000000000001,0.9726334383088444,0.944062598069428,0.9835933597175398,0.9430341040445748,1.4503506208251726,1.3440066595478195,1.2376626982704664,1.3575824843917368,1.3643703968136962,1.0339567608397682,1.2567922696414422,1.6222425040761883,1.559848561611719,1.2122251678811076,1.2746191103455764,1.5598485616117188,1.488541198795183,0.8554154939917323
149,7.475,0.9737297284238174,0.9776086844444222,0.9746729226292742,0.9298343524372992,1.395293390166693,1.1943711419826897,1.3193894297416249,1.3461790628328256,1.2702751024077574,0.9674034171822398,1.248829865817073,1.4862834318527138,1.4247213962138434,1.32798105449562,1.2048569832178806,1.56543462053126,1.547845467491583,0.8736245144962065
150,7.525,0.9742738177100808,1.002319831227806,0.9745925691748488,0.9542813865503764,1.4605231826462322,1.3019143302321627,1.3195375360559485,1.390030359351091,1.3063201316881092,1.2236112225378428,1.223611222537843,1.3364264416370766,1.3884950042982604,1.171542659876658,1.1541864723229298,1.640159723827321,1.674872098934777,0.8532868534067624
151,7.575,0.9751890388055304,0.9977078895125144,0.9911735766872176,0.9225187959593466,1.3978277391792269,1.2369579838149,1.300001536592812,1.2108709964585227,1.323914608336158,1.267458678628036,1.5072481583684756,1.3102782285816856,1.4815564283962854,1.4644286084148253,1.1561278487485462,1.5843233482850447,1.6442707182201546,0.8507108546913914
152,7.625,0.9785356420691348,1.0068342307939795,0.989099760755975,0.942653954185422,1.3430822630600023,1.2636988066171586,1.2036248395793314,1.265844305439938,1.3001722866044112,1.3354104793906718,1.5974213962331434,1.436834060103887,1.5551615709359712,1.191727073380283,1.02268777219159,1.673489081768056,1.6396812215303174,0.8936659382230763
153,7.675000000000001,0.9794365985102176,0.9858022122243248,0.986200033940315,0.934866441489798,1.4823449171213237,1.25575790836135,1.2176404676353727,1.2345815524024737,1.2494050015736868,1.1595659156875442,1.3013833298363806,1.4098319406560789,1.4515429448175012,0.9676952965450012,1.2596723256749582,1.5766759573017686,1.4849117481466392,0.8286869908396906
154,7.725,0.9819503685876226,0.9632651462002404,0.96365783480448,0.9122507874701574,1.3398897658450657,1.204019508778093,1.2144710670140135,1.325257584314776,1.1266779778322775,1.1281348617075877,1.3175297654979123,1.4492827420477037,1.4575173030820658,1.523393791356961,1.1116657396388638,1.531628352391323,1.523393791356961,0.865133065406028
155,7.775,0.9837207124524678,0.9904564921305674,0.9687478566866096,0.9326767793347552,1.3247754418783513,1.155567363632207,1.2566795079500246,1.2814416657421437,1.209218705515131,1.341283547073099,1.3412835470730988,1.4388314414056884,1.3981864854337758,1.186832714379833,1.194961705574215,1.5201213533495117,1.658314203654013,0.9087880359760568
156,7.825,0.98606981994345,0.9954443197599452,0.9368887715387724,0.9330806028253577,1.3771652596017627,1.2753039238324015,1.2447455231015931,1.2284477093784951,1.2202988025169463,1.2198666635167117,1.3161719264259262,1.605087715153568,1.5649605222747287,1.2760447335470868,1.1075105234559628,1.3482736807289972,1.4927315750928187,0.9539625915216294
157,7.875,0.9886891252809908,0.9401444417673298,0.9503469738926176,0.9240904034428924,1.3195042345695125,1.1887606747417407,1.146520447720461,1.245080977436781,1.164623402158152,1.3312071546100417,1.354978710942364,1.5055319010470705,1.450064936271652,1.3708264151639118,1.212349372948431,1.5451511616009406,1.5609988658224887,0.9205413906241086
158,7.925000000000001,0.989616206528713,0.938019963995868,0.9667500901803082,0.9433836936857464,1.2751009769434565,1.1618910771213735,1.1857247402418114,1.1777801858683328,1.1757940472749628,1.3614077267280746,1.4396495501032514,1.5413639204909813,1.4474737324407692,1.2596933563403452,1.2362208093277922,1.4083528207531808,1.502243008803393,0.9458478382915486
159,7.975,0.9920161364114952,0.9642456920272654,0.951349780976079,0.9123381098503612,1.2552397991976585,1.1101026974154284,1.166980750816572,1.106180073042936,1.1179479461604136,1.0507878622071294,1.1975891076625371,1.390748641156495,1.437106929195045,1.4371069291950451,1.236221014361329,1.4371069291950458,1.4525596918745616,1.0120771148824237
160,8.025,0.9943491090591846,0.9915664188369754,0.9511760069137082,0.9314276991509975,1.313250998233611,1.179601560360279,1.1350517477358344,1.1621690249854963,1.0750063481115844,1.13693000070551,1.083517181880419,1.4345157055881603,1.442146108277459,1.3200596652486791,1.045365168433925,1.3505812760058742,1.3887332894523676,0.9301305155751272
161,8.075000000000001,0.99571828194687,0.9358393900586106,0.955605583012998,0.8990029756278161,1.2415601937564773,1.0789521560533943,1.1038216206432776,1.1612126927737767,1.1860821573636604,0.9721699794227068,1.1756474169762965,1.6428919032104652,1.6127470976469702,1.2133284239306643,1.2133284239306643,1.6202832990378435,1.379124854529885,0.984627781721905
162,8.125,0.998809141898691,0.9435255333995608,0.9523999270545608,0.8784328611303583,1.1318483585066423,1.1620813697522292,1.1337379217094918,1.1337379217094925,1.1016153472610564,1.0942288729226453,1.3398720892930345,1.3100971539754125,1.2952096863166005,1.1686662112167023,1.0272352684579933,1.391978226098875,1.54085290268699,1.0627828953167875
163,8.175,0.9993520140927842,0.9144869265492352,0.9207985694471978,0.8978223131300429,1.196439343391037,1.080715101128566,1.157242422624716,1.1273781020408524,1.0769820610555825,1.2500028123170204,1.2720616854755562,1.4044149244267703,1.345591262670675,1.161767319682878,1.1250025310853182,1.4926504170609125,1.3750030935487223,1.0498222899123475
164,8.225,1.0020268234735326,0.9522442958507232,0.9179510309219406,0.8859054204072745,1.174561643641554,1.100805810445852,1.080522956317034,1.124776456234455,1.130308143724133,0.9733534956584312,1.2421152817730725,1.7796388540023538,1.351072762630359,1.285698274115987,1.1331578009157854,1.2566429458873771,1.3801280908589686,0.9955155955062728
165,8.275,1.0046922618991196,0.946589407252038,0.9791006124902676,0.8683343658715974,1.185913997585475,1.0838998902662942,1.1567671097799952,1.0474662805094432,1.0547530024608145,0.9042159512381928,1.1984449512442714,1.4567923658837538,1.2343265366108664,1.1984449512442714,1.1840923170976332,1.1840923170976334,1.0908001951444866,0.9206921894167304
166,8.325000000000001,1.0050344871318149,0.9251094000524333,0.9538500064137112,0.8803996016472037,1.0853181230777078,1.1321145927294831,1.0853181230777076,1.103316765251468,1.135714321164235,1.212453986432356,1.184092489673704,1.4109844637429156,1.5031593282085345,1.1486406187253897,1.162821367104715,1.1628213671047152,1.2833577283289848,1.0266572423603726
167,8.375,1.0082763574055005,0.9414924855052867,0.9645453533192913,0.8995977735556355,1.1168587606620772,1.0154878221943413,1.0759546977715877,1.1150803231450996,1.0723978227376314,1.0859247262758576,1.1139485901797512,1.3591573993388153,1.2890977395790826,1.141972454083644,0.9247875088284724,1.3661633653147884,1.162990352011564,1.0498225546649742
168,8.425,1.0071934252648902,0.9428962315031838,0.9240779243618392,0.9027530738404,1.1018842612301438,1.0491625262430553,1.0614642644067094,1.031588614580692,1.1036416523963797,1.176919538600654,1.031535360302926,1.3361498291172142,1.4330726146490316,1.0246123041935105,1.02461230419351,1.2599962119136414,1.2461500996948105,0.9604680700368854
169,8.475,1.009412968402525,0.9761750568567968,0.9468115023390454,0.8767887692031872,1.121918675485416,1.0333461484734106,1.0871843511669823,1.0177157025301142,0.9951383917231326,1.1630735870263482,1.067291056330061,1.1630735870263482,1.2862225550644324,1.1562319776908991,1.087815884336408,1.14939036835545,0.9988749629755694,0.9583838056841354
170,8.525,1.0102010507087729,0.9534723314513835,0.9518601022808536,0.8857903595479227,1.0830509104157269,1.0830509104157269,1.0487228308462906,1.0349915990185157,1.0229767711692128,0.9804307573998194,1.102139403146004,1.2982255546259678,1.2035632746011575,1.2035632746011575,0.9128148430963836,1.2914639631956246,1.0615698545639425,0.981327703201804
171,8.575000000000001,1.0120925256819555,0.963738235456408,0.9812665433102784,0.8919060369080591,1.073850329940942,1.0501000856768457,1.0551894237334374,0.9839386909411472,1.06876099188435,0.8286881764875282,1.2029344497399603,1.1828855422442943,1.4836191546792854,1.0960069430964088,0.9356156831310803,1.142787727252962,1.1962514805747384,1.0531813855886607
172,8.625,1.012933272895985,0.9916583899573864,0.9730726704505616,0.8806544810253202,1.1201252094324643,0.9960394826390478,1.0631128484733274,1.0446676728689004,1.0782043557860392,1.043702222906135,1.0899421948070398,1.1890278488804071,1.2815077926822165,0.9512222791043256,0.8851651763887477,1.050307933177693,1.1824221386088496,1.056576617414986
173,8.675,1.013655103098178,0.9942727571154574,0.9811943180929552,0.8974965408534807,1.034317691836739,1.0260298898188165,1.075756701926352,1.0790718227335212,1.089017185155028,0.9011101103123104,1.2145397138992016,1.1100631793702378,1.2994268982039845,1.1100631793702382,1.018646211657395,1.345135382060406,1.1753610134508403,1.022444146904938
174,8.725,1.0146927519299969,0.9761374452035012,0.9866037565049584,0.8863203687189876,1.042160452377078,1.058546623011938,1.0077494940438725,1.109343751980003,1.047076303567536,1.1554733050702592,1.0844665656525334,1.3555832070656684,1.213569728230216,1.0909217237814175,1.1167423562969547,1.103832040039186,1.1231975144258382,1.043364334301272
175,8.775,1.014895537153956,0.9696101136498324,0.9863485179972092,0.8994214224849222,1.0918777195595906,1.04489781767943,1.1015976992589338,1.078917746627133,1.0254578582807432,0.938125313406339,1.0529978007622165,1.250833751208452,1.3274154094457036,1.2635973609146602,0.9700343376718608,1.0147069716435908,0.995561557084278,0.9842305974471334
176,8.825000000000001,1.016304042327472,1.0236476884258323,1.032373668133166,0.9251972922233044,1.0891504008177522,1.023481038415505,0.9850404360337022,1.0459047231382237,1.1291926949654634,1.015860868498912,1.0410996478404997,1.211461408396218,1.451229812141303,0.9590736149803396,0.9969317839927212,1.0095511736635152,1.085267511688279,0.9136180583090096
177,8.875,1.0161446708955368,0.9901300380662617,1.0154188160817756,0.8799332932324145,1.1054194028906557,1.0389041952668625,0.9755563784822986,1.0103976777138086,1.11492157540834,0.9919692219219356,1.1978496264717715,1.1604168256445284,1.1604168256445286,1.0980288242657903,0.9295812205431976,1.0793124238521683,1.0605960234385474,0.9453692045655716
178,8.925,1.0159076517150212,1.020842353297119,1.0043676640220065,0.9091926300370408,1.0398244540717942,1.0382584533879509,0.9458644130412104,1.0319944506525789,1.0225984465495206,1.048745912513081,1.0240695381010088,0.9932240700859182,1.2893405630307884,1.128944129352317,0.8945185724376283,0.9191949468497008,0.9993931636889364,0.9825855311174492
179,8.975,1.0163884706431916,1.0080451671969108,1.0112453105848376,0.9168986687857176,1.0778261959537858,1.1165412173601716,1.0019447539972697,1.059242985678721,1.065437389103742,0.9699872635999977,1.091998240153456,1.3238190956050282,1.1835064725685505,1.0614954960150915,1.0065905565660354,1.0004900077383625,0.8845795800125769,0.98604789214632
180,9.025,1.0151982004230289,1.0147445286214591,0.9790687924294944,0.9024718558584496,0.9954681227758002,1.0766370620175196,1.078168551437175,1.0322238688475225,1.08276301969614,0.9472030016715204,1.272992569125419,1.1824954670548913,1.0799320847082938,1.1281972058125749,0.9954681227758012,0.9472030016715204,0.9653024220856256,0.9365526624482527
181,9.075,1.0150752319155587,0.9927808561803744,1.0385927558206842,0.9152827532926294,1.064806005227867,1.1026725061250175,1.0375421245819183,0.9981609636488828,1.0663206652637534,1.050164291547636,1.0322637638508012,1.1993353556879252,1.2053021982535368,1.1635343002942558,0.9427611253666276,0.8711590145792886,0.9904958658915204,0.9543903797547078
182,9.125,1.0159480073788714,1.020487660126437,1.0542600040909087,0.9344823362113068,1.101108306872393,1.1145912657320554,1.0921196676326184,1.1130931591920927,1.0007351686949095,1.0445888328647193,1.139014942050231,1.1921296284670817,1.1390149420502316,1.162621469346609,1.0622937283370035,0.9442610918551144,0.9383594600310196,0.9399854198192904
183,9.175,1.0151868495934049,1.0263765183494336,1.0720303694504116,0.920584496152782,1.0017123036692703,1.0239396476856009,1.0046759495381148,1.0491306375707743,0.9957850119315828,1.062422140255288,1.1091220145522238,1.1266344674135746,1.1032845302651069,1.056584655968171,0.9573474230871826,0.9573474230871826,0.9339974859387148,0.916008503747802
184,9.225,1.014198222449999,1.0441942718551274,1.0246431660266164,0.9307772426047488,1.0553784364027483,0.9601012164497223,0.935182558923546,1.036322992412142,0.99674630104704,0.9758697073976588,0.9816440843645088,1.12600350853576,1.17219852427056,1.10868037763521,0.8719309219943574,0.8661565450275074,0.8603821680606578,0.9974941599163728
185,9.275,1.0136428535552289,1.035962959732424,1.0098119094735982,0.9455776870151036,1.0338800956332834,1.016479589114912,1.039680264472741,1.0440303911023332,1.0686811086700274,0.9596642988920436,1.1824435111348397,1.3423875609501807,1.153882073667814,1.1938680861216502,1.0567731862799288,0.993938023852474,0.8511308365173483,0.92713923336837
186,9.325,1.013101851455607,1.0523715708859478,1.0324290622443189,0.936470529562566,1.0658586770421272,1.0586860076138491,1.0170845249298357,1.0285607960150809,1.0084773216159022,1.073726878051327,0.994610160721229,1.2150067304265018,1.1697971776664455,1.0963316544313546,1.1076340426213689,0.8872374729160963,0.8589815024410615,0.976214947289522
187,9.375,1.0133128225690071,1.0353104531871469,1.0222457577953956,0.9561643944716416,1.0502620433607526,1.0743896848974184,1.0445849512344787,1.040327132139773,1.1524497016336908,1.0567132844133371,1.1014418890445894,1.107032964623496,1.0678954355711503,1.313902761043038,1.045531133255524,0.9672560751508325,0.8442524124148884,0.8999349610374677
