,r ($\AA$),g_full(r),O (DOL),O (DOL),N (ACN),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
272,13.625,1.0023462929850349,1.0319556726583188,1.0101173446620022,1.0316548647407784,0.9198975700602332,0.9494633064244776,1.0005313965081724,0.8983952163407825,0.9850765797723168,1.0641221641841605,1.0191219731614474,1.016474903101288,1.0164749031012872,1.0350043935224045,1.019121973161447,0.8947096803339458,0.9979454126801705,1.024173015010935
273,13.675,1.003200227966012,1.0082579732053416,1.014398246718523,1.0336661040859665,0.9832226225484552,0.9945623678560024,0.9772192279738724,0.9532056496755382,0.9745510526073904,1.0037999143899576,1.0143109082579156,1.003799914389958,0.8908067303094126,0.9617559389181268,0.940733951182212,0.9512449450501698,0.985405675121032,1.0635945988939008
274,13.725,1.002533383461021,1.0122456522827532,1.0117480508806234,1.018626571665136,0.940975734536925,1.013154731767414,0.9727609810237456,1.0038840348754243,0.9575305504154776,1.0121514095929562,1.0173686849001364,0.9599786565211544,0.9964995836714156,1.0173686849001364,0.944326830599614,0.9678045694819248,0.9625872941747444,1.0049111091666647
275,13.775,1.0023521544161618,1.0189894459792688,1.031339336246864,1.0316195068966232,0.9223240048801252,0.9525641361876702,1.0314514352508308,0.9703137784768816,0.9387588588516168,1.0695603754295755,1.0099964804298656,1.0151759495602757,0.9789196656474088,0.9193557706476984,0.9685607273865894,0.9141763015172888,0.9271249743433128,0.993268909207675
276,13.825,1.0021499180010325,0.9972871090625276,0.9945897502723414,1.017855759395813,0.9404652655691196,0.9730976481357098,0.9626552857144012,0.9639605810170648,0.986150601162346,0.9949910102576586,0.9692806482354964,0.9204309603933896,0.8484419467313362,0.9769937568421452,0.9949910102576586,0.8947205983712281,1.043840698099766,1.0596866763256685
277,13.875,1.00230674507813,1.0167702217134666,1.0070322092943262,1.0257987616258568,0.9473063573551668,1.0328360695103531,0.9628572141106556,0.9369391195181742,0.9336993576941146,1.031226006058395,0.9776226740603104,0.9291244213001384,0.9954904513930056,1.0822767984375234,1.089934417294393,0.9010464854916173,1.0133582287257008,1.0202605042259394
278,13.925,1.001720999281431,1.0117777765803408,1.0091190198812514,1.0106868441463903,0.9804007289902604,0.995196802984208,0.9842605743799856,0.970751115515947,0.9488786583075028,1.0010255594060655,1.0415734301668176,0.9984913174835186,1.046641914011912,0.9579434467227655,1.0010255594060655,1.0060940432511598,0.932601027497297,1.045374793050638
279,13.975,1.0015453576867244,1.0050307806917635,1.0265088740231667,1.0169929550230592,0.9778688842346728,0.9638172085631104,1.0142754984746312,0.9625397835020586,0.9523203830136496,1.0064561087069848,1.026585230881125,0.9536171629998684,0.8529715521291699,0.9133589186515888,0.9636817240869382,0.9158750589233569,0.9636817240869382,1.01503152555158
280,14.025,1.0013898674137502,1.0050256871136605,1.0097911005186566,1.0039739033135937,0.9556889955614748,0.9664698269646236,0.9652014938583708,0.9531523293489697,0.930956499989545,0.9418334172340764,0.9917980547531254,0.9468298809859814,0.9818051272493158,0.954324576613839,1.0992220254190816,0.9743104316214588,1.0117839097607455,1.023790718062516
281,14.075,1.0015052819480477,1.015286565206365,0.999908812267203,1.0115118634414206,0.9910989067076188,1.0074702990674649,1.0049516233197964,0.961504466672512,1.0043219543828783,1.0194912514995191,0.9227512057367911,0.9946861115603584,0.89794606579763,0.9401148036942036,1.0517379334204289,0.9252317197307068,0.8532968139071406,1.071657979473612
282,14.125,1.0009734367395406,1.0131619658559117,1.013866692472552,1.02759834508042,1.029735690286222,0.9759668564279248,0.9553346294822992,1.004726930352131,0.9472067825037196,1.0172123642889237,0.9876565570940872,0.9925825249598932,0.9433228463018338,1.0664720429469825,0.9975084928256988,0.9851935731611848,1.0147493803560197,1.0201277330258285
283,14.175,1.0008325477514604,0.9973966321496563,0.9954139681241012,1.0091308226652629,0.9939265215384138,0.9957889697361754,0.9914432572747328,0.9635065343083192,0.9622649021764776,0.9220059209319484,0.9831468971210698,0.9611361456929856,0.914669003789254,0.9366797552173374,0.9220059209319484,0.9171146428368186,1.0198314828345427,1.0327085210849865
284,14.225,1.0010023742356973,1.0104323194593552,0.9914396661193742,1.0192529070423624,0.9764718161466552,0.952429896430924,0.9863351678249048,0.9382513283934408,0.9653755455086254,0.998103939713724,0.976247649063059,0.8912509631993597,0.976247649063059,0.956819835151356,1.007817846669576,0.9009648701552112,0.9398204979786164,1.01401294039142
285,14.275,1.0005003293743224,0.9966964453276824,1.0114163189866123,1.0376215795030523,0.9824984902660344,0.9739284099771096,0.9861713818184312,0.9678069240564492,0.9812741930819032,0.9549518036230612,0.9404828369015,0.9356598479943128,1.012827670509307,1.0417656039524303,0.9742437592518092,0.9549518036230604,0.8560805310257237,1.0377792559781236
286,14.325,1.0006806482979185,1.000599628495187,1.0081366720332694,1.020928284808602,1.0261061082354863,1.0139484529246392,0.9920646733651148,0.9647099489157092,0.9805149008198106,1.0584528396382848,1.0177431150368128,1.0105590459894942,0.9890068388475382,1.0153484253543734,0.8453254579011646,0.9482971142460658,0.912376769009472,0.9813584932291344
287,14.375,1.000184070250526,0.9901355055884786,1.008847263511065,1.012822663370189,0.9936266223813072,0.9863826858876408,0.9821570562663352,0.9749131197726686,0.9809497335173908,0.984516823457454,0.9536020439769052,1.0082974230578752,0.9179311445762736,0.953602043976906,0.9559801039369474,0.9987851832177074,0.9536020439769056,0.9809497335173898
288,14.425,1.0001853074215774,0.9821571863053512,0.9855357799974916,1.0002649177408025,1.0113291770718,1.0185229827178357,1.0101302094641278,0.9837529220953316,1.002336920014256,0.9800651883929452,0.9800651883929444,0.980065188392944,0.9753419826657496,1.0225740399376997,0.94700274830258,0.982426791256542,0.9847883941201402,1.0505036084979988
289,14.475,1.0002577263717356,1.0131866847707898,1.0130748416661677,1.006391039821669,0.9823265912108556,1.0109033647733523,1.0245964021053835,1.0353126921913198,1.001973123035072,0.9709608289984972,1.0037952531675287,0.898256032624214,0.9897233570950869,0.9428170368536132,1.0178671492399705,0.9404717208415396,0.9076372966725084,1.0148278111426927
290,14.525,1.0002184767066082,0.9971151269310888,1.007778271877662,1.0250954579551006,1.0110506953668748,0.9637500780397694,0.9667063666227134,0.904624306380888,1.0063206336341644,1.090064226583743,0.9316788261399518,0.9200328408132016,0.9572999938588002,0.9805919645122988,1.0155299204925474,0.9922379498390482,1.008542329296497,1.0407945784564958
291,14.575,0.99997780627214,0.9822327019174122,1.0038541764879212,1.0160979201618887,0.945992123583138,1.0217419584324394,0.942468875450612,1.0170442942557378,1.0217419584324396,1.0409596755189416,0.9391769516904231,0.9854418261579316,0.992381557328058,1.05715238158257,0.9391769516904231,0.9137312707332934,0.9946948010514334,0.9939394561621688
292,14.625,0.9992916681361336,0.9967828349371948,1.0083962643176456,0.9975484594464306,1.0480100258995548,0.9721940529630262,1.0095188396394712,0.9856076481748736,0.9885236471339708,0.9695254720974288,1.1165625105197876,0.9327662124918394,1.0315567226818618,1.026961815231163,0.9189814901397432,0.985607648174874,0.994797463076272,0.9933439719439078
293,14.675,0.9998694136260684,0.9976190998431664,1.0068684043246972,1.0099327243131526,0.995700601574238,0.9899082769577502,1.000334461267428,1.0043890884989692,1.009022948192159,0.9925938092799396,1.040512131107247,0.9743392104885849,0.9241390638123578,0.9629300862439878,0.9058844650210028,0.9218572389634384,0.9218572389634384,1.0718755808163738
294,14.725,0.9992144187393612,0.9919363827017548,1.0068510940563895,0.9978415945438532,0.9567330082535566,1.011387028568702,0.998155002597667,0.9619107575465704,0.9619107575465704,0.9677335463137978,0.9496027070385978,0.9473363521291982,0.9586681266761984,1.0107942895923976,1.0198597092299972,0.954135416857398,0.969999901223198,1.0417138458563548
295,14.775,0.9989526803119768,0.9994039878905518,1.0036978825753655,1.0107323196445066,0.9811252085168876,0.945125856078586,1.015410306077175,0.982839463394902,1.020553070711218,1.0805000443242057,1.0422323344210571,1.0129687915539425,0.9206760794345836,1.0692448355291615,0.9589437893377324,0.9747010816507928,1.006215666276916,0.9656969146147584
296,14.825,0.9993511683247532,0.97572072600098,0.9877692935933864,1.0009810688311804,0.9943832928490136,1.000626566947951,0.981896744651138,1.0057347003016273,1.008004981792151,0.9860245291793625,0.950250396601426,0.9949680623238464,0.9547221631736684,1.0419216113323873,0.9547221631736684,0.91447626402349,1.0352139614740246,0.9878041097540295
297,14.875,0.999422329068646,1.0046517689209544,0.9870708925093084,1.0088102068125284,0.9984210672158456,0.9775619031915724,1.0170251864807365,0.9956022612666188,0.9753068584321918,1.006057468787385,0.997173959129218,1.057137649321843,0.9483146560093008,0.9061179851330082,0.9194432496202586,0.9150014947911754,1.0149409784455516,1.004357817704827
298,14.925,0.9990096088229506,1.0116077772190448,0.9970901115310008,1.0103081484691456,1.0102223678735645,0.9973425926734026,0.9990225633516846,0.9861427881515228,1.0063024362909063,0.9728557473323822,1.0125641451826837,0.8846148632206016,0.9331473494820816,0.9993280125659164,1.0633026535469576,0.9860918799491488,0.9750617694351764,0.9827828467949576
299,14.975,0.9986087044260727,0.997339812201142,0.9925328516645482,1.0080972492370708,1.015168973522489,0.9778997564123482,0.97289344366621,1.027406626901938,1.0262941129583516,0.9904745352292472,0.9970484812595296,1.0080050579766673,0.948839543704124,0.9422655976738414,1.0540226801886454,0.9378829669869866,0.9050132368355728,1.0205044995784636
300,15.025,0.9985202848276556,0.9944499667927228,0.9982907443262644,1.0044210503431672,0.9973724711113846,0.9741649122267982,1.025000517402558,1.0056608849987363,1.004003202221266,1.04266572275843,0.9599490265897024,0.953418761102698,0.986070088537722,0.986070088537722,0.9882468437000568,0.9708328024013776,1.062256519219444,1.0254515875460872
301,15.075,0.9986228759559322,0.9981759647458148,0.9955980309525668,1.010008541809695,1.000647608345742,1.009430033871541,0.971555823791532,1.0044899195132793,0.9973541987735676,0.9362930546349142,1.018461960122505,0.9427800734891976,0.9644034696701422,1.001163243177749,0.9665658092882368,0.9925138847053708,1.0141372808863154,1.0011853078677295
302,15.125,0.9985806635911908,0.9980408813493588,0.9885142671683586,1.006859389329621,0.9885899127400182,1.015853837526009,0.996223811680096,1.027849964431845,1.0267594074404058,0.9558897265876104,1.0675892002562752,1.071885333858916,0.962333926991572,0.872115121336112,1.067589200256275,1.0052952630179812,1.056848866249673,0.9924068622100573
303,15.175,0.9979760555339756,0.9998193953233862,0.9935101024470444,1.002058505996015,0.9788359083701352,0.9761274526192496,1.009712303930234,0.9392924544072024,0.9875029667729698,1.0093511764967822,1.0306905248370946,1.0520298731774074,0.9026544347952192,0.9858778933224386,0.9901457629905004,0.9410652618077826,0.9175919786334388,1.031866366480337
304,15.225,0.9988030842498726,1.0072144042750502,0.9920500802118908,1.0145808522973034,0.9874852298400576,0.9659596662468144,0.9815656998519156,1.0267693833977274,1.0004005679960042,1.00485244592097,0.928534538635834,1.083290295075139,0.9009752943384232,1.0154521552661289,1.009092329659034,0.9900128528377498,0.9942527365758128,0.985124007303045
305,15.275,0.998955569444124,0.99068828772128,0.9952078510776728,1.0152221006105284,1.0002774877861604,0.9596462269247236,0.9591116050712836,1.0141776559755993,0.9847734540364016,0.9687996010821036,1.0214517533148266,1.0361943559399895,0.9561630845462504,1.013027408957591,1.031982183761371,1.0151334950468998,1.0277700115827533,0.990032387370239
306,15.325,0.9990297474376998,0.9905204833340188,1.0152660338393915,1.011438748722123,1.0022592689862888,0.9842005434189682,1.0054461029099335,1.024567106451803,1.0245671064518027,1.0106126366952368,1.014797368110123,0.9750424196686958,1.0189820995250105,0.9917813453282446,0.9792271510835828,0.9875966139133568,0.9394722026421554,0.9539906585713556
307,15.375,0.99903444194431,1.0056003122867485,0.9938035420617752,0.982596433898577,1.0363832483204714,1.0263571374660472,1.0427155288601075,0.98783576418326,0.9735881329690778,0.9915775663203176,0.952080765984708,0.956238323914772,0.9874200083902532,0.9770261135650932,1.091358956641859,0.95415954494974,0.9396080921945148,1.002395701750587
308,15.425,0.9974776179757524,0.997909704509402,0.9856968340633736,1.0121157670907222,1.0412093305473324,0.9882575972214108,1.0050343840177427,0.9940246176826504,1.021811170814075,0.9479837766449908,1.0016822040802194,1.045054010854827,0.9438531283807426,0.9170039146631286,0.9459184525128672,0.9954862316838466,0.9645063697019842,1.0230309116908485
309,15.475,0.9987352582450508,0.9962665177094542,1.0128040917682792,1.0026640696255738,1.003238343423284,0.995424960686342,0.996466745051268,1.007926373065448,0.982923548307236,1.011635756789047,1.077299741002535,0.9541797706022448,1.0896117380425645,1.003427758762361,1.046519748402463,0.9316077760288582,0.9972717602423464,1.0012291878623565
310,15.525,0.9987246503981764,0.9925820141082856,1.0001656557088785,0.9966515640452844,1.0319795557489169,1.0506110823321468,1.0278392165081989,1.0174883684064044,1.0268041316980197,1.0194017069949182,0.907267519225477,0.833870596321843,0.9419271772633044,0.960276407989213,1.007168886510979,0.9643540148171926,1.0112464933389584,0.9899846863073496
311,15.575,0.998220771707498,0.9936577564959322,1.0004199617219396,0.9987000752209374,1.0042811065960429,0.9857690124652404,0.9924539353458084,1.009937579802677,0.9770271902368056,1.0169185715287712,1.0473045846222608,0.9703266847854212,0.9946354952602118,0.9926097610539794,0.9460178743106296,0.919683329629606,0.9764038874041188,0.9734066276091826
312,15.625,0.9987345730254306,0.9929716814316574,1.0115929000104622,1.00808222698299,1.0009296312271512,0.990199910831148,1.0106374734902015,0.9764045560362864,1.0019515093601032,0.9258835204631868,1.0547020972232826,1.0446381459139005,1.0305486140807645,1.1070346440320715,1.0043823406763703,1.022497453033259,1.000356760152617,0.9800645481247192
313,15.675,0.9985253523779076,0.9971382145233122,1.0063895207699654,1.0034412514186142,0.9854159804861166,0.9879544039288938,0.9884620886174496,1.022476962750664,0.98287755704334,0.9659855028604958,0.9559856529344036,1.013984782505738,0.9319860131117828,0.913986283244817,0.9699854428309328,1.081983762003164,0.9679854728457142,1.031066158808061
314,15.725,0.9991483742479468,1.004548667193843,0.996398555365666,1.00272976162641,0.997319999135864,1.0069047639227031,1.0331367517603685,0.9907620021764476,0.9978244604404344,1.0671649597595794,1.0890249496243014,1.0512667853125104,0.96183955404774,1.0393431544772072,1.001584990165416,0.9956231747477646,0.949915923212438,0.9529171092049972
315,15.775,0.9982317694475064,0.9919756353537564,0.9935765073682824,0.9838706049234656,0.9834888405473384,1.0306080816337044,0.9990281647353956,1.013564951879062,0.9900053313358788,1.018942196026248,1.062385467949848,0.9537772881408492,0.9695748415676124,0.9893217833510668,1.0110434193128663,1.0367144436313576,1.02684097273963,0.997422059470402
316,15.825,0.9992021209522908,1.007239343004768,0.983845638457091,0.9891889927463108,1.0151399368852387,1.0500073537556835,0.9737971425959971,1.0111550892429018,1.0096607713770258,1.0340981514260508,0.977193319563896,0.9713066128195352,1.0399848581704116,0.9948534397969786,0.9968156753784322,1.0066268532857,0.9693443772380816,0.999058230328666
317,15.875,0.9991574158222156,1.0072275936669408,0.9919778405870504,1.0022647132542497,1.0107353229870053,1.0216247339104705,1.0315241983863457,0.9790570366641994,1.01519008200115,0.9866466260957047,1.0334440945271215,1.0295443054911702,1.0256445164552186,0.976897153505826,1.025644516455219,0.912550634412628,0.9710474699518992,0.986865491806907
318,15.925,0.998709939732388,1.0009127078739726,0.9866825973669026,1.0215719758887496,1.0019390954649925,1.012268364490405,0.9758699879246662,1.019646413794271,0.9921016963931718,0.9475203924176916,1.0211518339552628,0.8913279765074398,1.063780563266488,0.9320190363045188,0.9572087399884248,0.9552710704742784,1.0308401815259962,0.9780683454723482
319,15.975,0.9991523861009428,0.98914747610826,0.9896066050890012,0.9997640041859058,1.0240271515990091,1.0220719684933306,1.0264711304811074,0.990789038802478,1.0118072571885195,0.9897373872835148,1.0609830746949738,0.9724073552104574,0.9820351508066004,0.9550773231373996,0.9030872269182268,1.0629086338142024,1.0282485696680872,0.9661198152293023
320,16.025000000000002,0.9989107189821068,1.0074405682935597,0.98736475986742,1.0006194791621286,1.0157039395100813,0.988016170714254,1.0157039395100815,0.9817014164274864,1.0127894375315734,0.9510402668253016,1.039064114459032,0.9280775239643284,0.9740030096862744,1.0333234287437882,0.9185097144389232,1.0486319239844375,0.9740030096862744,0.9613891220262508
321,16.075,0.998900381922612,0.9934748085429675,0.9884870299514692,0.9993463684779116,1.0233945041778427,1.0287045700014072,1.0238772374345304,1.0142225723007767,0.9838103771294544,1.0991689971973002,0.9812650563214652,1.04782373262234,0.9546415858011156,0.9964784680473796,1.0744472031426897,1.0649388208139932,0.9470348799381582,0.9919183255019842
322,16.125,0.9988208327330966,0.99119867178956,0.996065441045482,0.9992807871006948,1.0184969490290472,0.9810769009723984,0.9853945988250888,1.0031451344417044,1.0324095309988268,0.982748736841285,0.9865285396752904,0.9827487368412848,0.9940881453433004,0.9921982439262976,0.9676295255052656,0.8901435674081642,0.9789689340072808,0.9959587620519657
323,16.175,0.9988181177432426,0.9920665652203569,0.9912604439593434,0.9891675046527612,1.0355723095839666,1.0312812641022642,0.9740673243462444,1.0060117740433552,1.0541668400046726,0.9466306395996074,1.0010994660845056,1.014247113856722,1.0424206447971862,1.002977701480536,1.0104906430646603,0.9785606413321336,0.9729259351440406,1.0011952944210374
324,16.225,0.999209491671328,0.9884540589575768,0.99655468209925,0.9913202988609956,1.0372550065535842,0.978971605088947,1.024461089158908,1.0064548350478817,1.00977177659465,1.0845393724129209,1.0266723835234202,1.0472058311938877,0.9613386863901112,1.099472788900535,1.017338998218661,1.0602725706205498,0.9557386552072562,0.9673768152505366
325,16.275000000000002,0.9998507389313736,0.9957491719331646,1.0008805315042106,0.9901918692425709,0.9941580421351396,0.9946289838888752,0.997925576165022,1.0417231592624012,1.0073444112397276,1.01480812448832,1.024084249940682,1.0611887517501268,0.9758483975884028,0.990690198312181,1.0444917259358764,0.9647170470455694,0.9498752463217917,1.0001745633155126
326,16.325,0.9994362089601608,1.0011778914931022,0.9909779410791554,0.9996922721111208,1.010076468923201,0.9936943204466896,1.0316072926351878,0.9936943204466896,1.019437696624065,1.03072790457844,1.0104452445599024,1.0546983209639855,0.9514411426877916,0.9717238027063292,0.9827870718073496,0.9901625845413636,0.9754115590733354,1.0145469327640213
327,16.375,0.9995317964383296,1.0099302231204097,1.0061722619232674,0.9906608318606248,1.0132216324265306,1.0383428299247093,0.9978697895109768,1.029038682703162,1.0048478999271384,0.9859576616288438,1.0134471875106883,1.029940903039796,1.0336061731573754,0.9016564489245188,1.0482672536276922,1.0665936042155897,0.9859576616288438,0.9571404103472634
328,16.425,1.0002306765639717,1.0059624280023207,0.9914562778014396,0.9806183397969686,1.0371169079316709,1.0121484224085722,0.9686847624239188,0.9622114513623748,1.022320768362427,1.0072864333645122,1.007286433364512,0.958106083091742,1.009107927819059,1.005464938909965,0.9890714888190416,1.0874321893645822,1.0473593113645463,0.9494818644498044
329,16.475,1.000335544850039,0.9923544089627367,1.0063409597067745,0.9875651883762178,1.0289930619279335,0.9922268962494007,0.9811970465458408,1.0294526389989151,1.008771670804741,1.012044416613247,1.03920124353489,1.0283385127662326,1.03920124353489,1.0301489678943423,0.9287634807202068,1.0011816858445897,0.9685934935386172,1.010178539389378
330,16.525000000000002,1.000458501236989,1.002577374921145,1.0112446962313424,0.9960757036342394,1.0268868017733404,1.0291708026669644,1.0264300015946155,1.013639596590321,1.0396772067776348,1.0527167755157785,1.0599148389381092,1.0023303315594685,1.0005308157038857,1.0527167755157791,0.9717385620145652,1.065313386504857,0.9915332364259728,1.0028628413534668
331,16.575,0.9996400913598512,1.005835264036771,1.0060911583542842,0.9818612514290612,1.0461274646773424,0.9830147400288396,1.0116197878911108,1.0079874008609806,0.9743878208322811,1.0803599606279584,0.871084935142079,0.9801941364637764,1.0410091011348872,0.9676734084432536,1.05352982915541,0.951575329559725,1.014178969662339,0.9715245361580211
332,16.625,1.000191511650736,1.0001333728397992,0.98953514703402,0.996027800801224,0.9911017278577424,0.9897477637486464,1.0118625108638697,1.001482119360806,1.0380391503063782,1.0294230150666808,0.9778629676799212,1.011643688381591,1.04898027442028,0.936970516304216,1.0454244090832614,0.9511939776522872,1.0223112843926452,1.0147822838066116
333,16.675,1.0004467744134238,1.015804042088145,0.9894249941188764,0.9906927114277384,0.9968310949790616,1.0407957427324137,1.0219537508381198,1.0215051319834936,0.989204574450419,1.1045539981322974,0.9614037999743515,1.0161896782817137,1.0108878190906785,1.0727428429860872,0.9737748047534334,1.056837265412982,0.9790766639444684,1.041436626810451
334,16.725,1.0005994223611454,0.9966706650972632,1.0058859103826878,0.9752724444104178,0.9824070120100185,0.9761638444348302,1.000244633653415,1.0203119580022344,0.9984608714890748,1.0206633050952103,0.9837718603327328,1.1102568138040845,0.9591775638244148,1.0048526859112916,0.9345832673160964,0.9890420667273724,0.9837718603327326,0.9719228588808372
335,16.775000000000002,1.0003609726670686,1.0013142090491227,0.9919039873572938,0.9924062503378768,0.9996102478714336,1.0044863954220256,0.999610247871433,1.055021015491801,1.018228265791877,1.0285581761676492,0.9831549290023542,1.0180805037448886,0.9744235353167202,1.0407821273275364,1.0076028313221288,1.0058565525850012,1.0180805037448886,0.9849546652518408
336,16.825,1.0004639419354766,1.0073751103290822,0.9881696681730836,0.9941175649610176,1.0170325949357757,1.0205578378991582,0.9949998264146364,1.0179139056766215,0.9892713065991412,0.9686406233475288,0.9929434346859974,1.0293976516937,1.0537004630321685,1.0016230101640218,0.949545557295875,0.9807920290167634,0.935658236531036,0.9732638257960268
337,16.875,1.000701444632799,0.9957361634044968,1.013182119325303,0.9906310259500698,1.004881996900281,1.044306312384599,1.024156106692614,1.038173641087038,1.023718058742788,0.9301218134633522,0.9680859691149172,1.0181296288374355,1.031934776347096,0.9249448831472298,1.0025988378890685,0.916316665953692,0.9836167600632858,0.9489101966174432
338,16.925,1.0004742382314915,0.997551465014716,0.9987785662099942,0.9940079179888116,0.9828413534553218,0.9810994990406912,0.995905261565051,1.0307423498576636,1.0041790700345463,0.9246343850997484,0.9812446535752432,0.9932528923427728,0.994968355023848,0.9537972506780336,0.919487997056522,1.0069765937913773,0.9795291908941678,0.9548650386733972
339,16.975,1.0000424920089197,0.996807040680723,1.001605247044448,0.9941710231536028,1.044592671880124,0.9917786205045028,1.020783058555049,1.0190514503132255,1.0082288988018278,0.9686511558807523,0.9771780146473072,0.9891156169204866,0.9925263604271092,0.9993478474403528,0.9584189253608852,0.9822941299072416,1.0061693344535982,0.9773868356783256
340,17.025000000000002,1.0002537066245878,1.0106877281743951,0.9909606818841342,0.9948582448479756,1.0212515241481146,1.014796078357039,0.9958601040365518,0.9803670341379712,0.9967208301420284,1.007049543407748,1.0002680650009617,0.9714467817721198,0.973142151373817,0.9595791945602452,1.0613013706620371,1.0290893482298034,1.017221761017927,0.979646834743592
341,17.075,1.000303544792436,0.9883002611149716,0.9964182121862634,0.9898803773242192,0.9853300678974172,0.9968819184546164,1.042233628049548,1.0396665501479474,0.9908920700175504,1.0247567542548173,0.9539676363622144,0.9944185608722734,0.9657658226776484,1.0028458368118696,0.9590240019259724,1.006216747187707,1.0871185962078245,0.9790258833907676
342,17.125,1.000455881703146,0.9985989190887476,1.0028339949238854,0.9946665764838126,0.976181906649352,1.0000015958747828,0.9855396417021997,1.0131874952674311,1.0242466366935246,0.9785664534603404,0.9886202183931522,1.0204571406803888,0.9953227283483592,0.9450539036843012,1.0238083956579926,1.0422402980348149,0.9299732562850834,0.983473648248974
343,17.175,1.0008876361889,1.0071722232950455,1.0036767525721415,0.996059355036688,1.022943396095171,0.9950334067845954,1.0022223434251982,1.005605372432541,1.0017994647992805,1.0111924960961836,0.9945336411357856,0.974543015183307,0.966213587703108,1.0445102060169809,0.9745430151833068,0.9645477022070678,1.039512549528861,0.9833654087796798
344,17.225,1.0004636788386418,0.997226497106016,1.0233695329480956,0.9890469629334384,1.017013306106826,0.9938898121688868,0.9997757924439984,1.0039800640690788,1.0022983554190463,1.0318301785309714,0.993736929564338,1.0533611453381986,0.9920807013483984,0.9953931577802791,1.0136116681556255,0.9622685934614682,1.103047991816416,0.9787801747571198
345,17.275000000000002,1.0004422787625762,0.9879285534161292,1.0045759465744013,0.9765301665728744,0.99817672730304,1.0077906572561257,1.0031926907568236,1.0031926907568238,1.0140606115733564,0.9632929814653584,1.0604456069464807,1.0028126935254762,1.020925894886363,1.118078520367485,0.9698796001420452,1.0423324055855938,0.9896394561721036,1.00694613279707
346,17.325,1.0005618620860703,0.9979270982675256,0.995038403021405,0.9965453689399106,1.0240082328098272,1.0152808899165615,1.0028132572118968,1.0547617268146676,1.0472811471918684,1.0166787760076907,1.028138923241272,1.0068557926646209,0.979024006525924,0.9380949092631348,1.011767284336156,1.0526963815989454,1.000307137102575,0.952077625348423
347,17.375,1.000652143273829,0.9841189891636064,1.0013515507343844,0.9945846004556682,1.0197759415808128,0.9916783872746958,1.0263871308293109,1.0458074992467727,1.028866326797497,0.9213092895918198,1.0385076444515575,0.9978137712363704,0.9750252022358658,0.9408423487351094,1.0108358106652304,0.963630917735614,0.9506088783067536,0.9931962623572592
348,17.425,1.000757671211909,0.9991634106668804,0.9990862313519824,0.9909014774041311,0.9995528693635956,0.990514577902026,0.9831196121607412,0.98270878073067,1.010645317975522,1.0001877906646144,0.9823850953615226,1.009898351739028,1.0406484618080052,0.924121728915041,0.9467797047553392,0.9144111678406264,1.0293194738878562,0.9651604096461937
349,17.475,1.0012001179081054,1.006959860337886,0.988312455516814,0.9980709668548726,1.0383658915534704,0.99506660575305,1.029787731159048,1.0109974750569786,0.9562606420639944,0.9220594051667504,0.9719439454113734,0.9799898389992168,1.0330927366789764,1.0153917707857232,1.03952945154925,1.0749313833357574,0.9703347666938053,1.0013689276754827
350,17.525000000000002,1.0005070896196464,1.0067158875776492,0.9907689707591152,0.9938079250225322,0.9824920689933831,0.9865536319077836,1.0287938862175448,0.9906151948221836,1.0133599471428247,0.971205847197914,0.9424056738048948,0.932805616007222,0.985605933894423,0.9408056641719496,1.020806145819224,1.0528063384781334,1.064006405908752,0.9757283234053208
351,17.575,1.000658047896248,1.0093413524709751,0.9984164310371336,0.9816483200230268,0.9902367462712838,1.0039675983810812,1.0197176934482015,1.0084099328871925,0.9785251371188096,0.9259146797034616,0.9163691675415706,1.0054606143858902,1.0197788826287273,0.9863695900621072,1.00546061438589,0.9911423461430534,1.0213698013223755,0.9610772296059388
352,17.625,1.0005901468230838,1.0008315262487495,1.0039999082569235,0.9959090353849168,1.032010494252266,1.0183574371298627,1.0215699211586635,0.9745873422374516,0.995066927921057,1.0234925441759006,0.9554706285660648,0.9586344385944296,1.0883506497573725,0.9744534887362524,0.9602163436086112,0.961798248622794,0.9254144332966024,0.9758739748714348
353,17.675,1.0008467424202765,1.00297831844421,0.9809249472960092,1.0138565994556956,1.0281764010722048,1.0529324930591857,1.030971443715896,1.0066146435351562,1.0014238500540154,0.9123212785036096,0.979958890530601,0.9972615354677388,1.0287208898988975,1.041304631671362,0.9941156000246228,1.0177101158479918,1.0350127607851296,1.014323420039331
354,17.725,1.0008461667236386,0.9995654173903172,1.0088144369975414,0.991385022112387,1.0160311968374702,1.0049140129721137,1.0132519008711312,0.9997524633203404,0.99617908279219,0.982258539791953,0.9900790695673668,1.0025919172080286,0.9603610564207952,1.057335625635924,0.9478482087801328,0.9447199968699675,0.9853867517021184,0.9670005265974722
355,17.775000000000002,1.0006119617177984,0.9903155744629796,0.994765764282315,0.9885284576020534,0.983081163320776,0.9992684435200342,1.016640158855823,1.0375651796012046,1.0091387363244595,0.9782955668095398,0.9705189724787804,0.9658530158803242,1.0218444950617922,0.961187059281869,1.0918338440386277,1.0420636403217665,1.0218444950617924,0.9699476308544792
