,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TMP),O (TMP-i),O (TMP-i),O (TMP-i),O (TMP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
89,4.4750000000000005,1.0728626550767395,0.3202929904500393,0.3053152606807929,0.0323477167257968,5.1604122211977,5.227010461515519,4.9796455689064825,0.1902806866223339,3.0235161995012065,0.9996615426342734,1.1468509722245956,0.9199339349395153,0.9444655065379024,0.1449592867177418,0.3382383356747309,2.7542264476370955,2.1985491818857508,0.4107179790336017,0.1449592867177418,1.232153937100806,1.1355144126223116,0.6833794945264972
90,4.525,1.0687844390771433,0.2974784957826359,0.3425509951436415,0.03163680683072,3.33861361495952,3.2232323194592456,3.439107001362983,0.2307625910005467,2.3692532644879334,0.9896880725076171,0.9536994153255224,0.8577296628399347,1.0496691678111094,0.1181445816583931,0.2362891633167863,2.362891633167864,2.4337783821628998,0.1417734979900718,0.1181445816583931,1.0396723185938594,1.2050747329156093,0.5490106376248192
91,4.575,1.0651358626959415,0.3130581801478994,0.3439230711483964,0.0273080095964166,1.8605857205025207,1.9170222736684484,1.83145717693301,0.205720338959672,1.8600675685255623,0.8097455030174371,0.8449518292355871,0.8918935975264524,0.66892019814484,0.2080373821981558,0.3236137056415757,2.5657943804439216,2.889408086085496,0.2311526468868398,0.3236137056415757,1.2019937638115672,1.3406853519436703,0.4281041368363411
92,4.625,1.0572337561736982,0.326819649855056,0.3408416150303555,0.0249393792212779,0.9940124003909356,1.0207331638423056,0.98510547924048,0.228017181451684,1.4411261391882315,0.7923322996333706,0.8669722988741951,0.8669722988741949,0.7349169156019665,0.1357090895287722,0.2035636342931583,2.510618156282284,2.487999974694156,0.226181815881287,0.3166545422338018,0.9047272635251484,1.1082908978183068,0.3731999962041236
93,4.675,1.0498324085806283,0.3430909216501711,0.3093096616723081,0.0296392260127968,0.5753496814248805,0.4968929066851238,0.530019100464132,0.190039743258521,0.8316686350703877,0.6855646856661306,0.8260492524009935,0.8878624617643328,0.9047206097725162,0.3320544304642214,0.1770956962475847,2.479339747466187,3.320544304642215,0.1992326582785328,0.1328217721856885,1.0183002534236116,0.9961632913926636,0.2608999096504597
94,4.7250000000000005,1.0471922956277235,0.3627376824414375,0.3937409031629278,0.0204813639515717,0.2935662166391942,0.3089272396028729,0.3157543609200636,0.2543102690653484,0.7151409579757126,0.6876355365151082,0.7866550537732838,0.7426463794363172,0.737145295144196,0.2383803193252372,0.1733675049638089,2.7088672650595127,2.773880079420942,0.195038443084285,0.1516965668433328,1.148559720385235,1.1268887822647589,0.1605418477088332
95,4.775,1.0463313400613032,0.3926216477267963,0.3663119496832482,0.04512304004458,0.2306288713389644,0.2373137661603838,0.2289576476336096,0.2389849898657386,0.576353633709019,0.7487210755659218,0.6948562499856397,0.7487210755659218,0.7648805232400065,0.1485363372062326,0.3395116278999601,2.0370697673997613,2.5887761627371964,0.2334142441812225,0.08487790697499,0.8275595930061531,1.3368270348560938,0.1857786841442384
96,4.825,1.0461836522461032,0.4142580874754744,0.3736251171728559,0.0589236018498647,0.2029590730384229,0.2340576406814072,0.1931384727301122,0.2013223063203711,0.4062077278808095,0.6752544047888782,0.7913137556119666,0.7227332301255966,0.6436018545643996,0.1454738419407856,0.1454738419407856,2.3067994936324587,2.7016570646145905,0.2286017516212346,0.2493837290413469,1.0183168935855,1.2677006226268468,0.1399602560946334
97,4.875,1.0487030588016228,0.4291038963105964,0.4291038963105964,0.0464975701204173,0.2164542057329772,0.2036272898376896,0.2036272898376896,0.2709685982879492,0.3772469966241917,0.7803328286336024,0.7234873907861212,0.935365840944914,0.8785204030974334,0.1628629624280447,0.346083795159595,2.7075967503662404,2.239365733385612,0.3664416654631006,0.1017893515175279,1.1400407369963117,1.404693050941885,0.0891176159204479
98,4.925000000000001,1.0491871693281118,0.4527766153643884,0.4128257375381188,0.0487002063376028,0.2277912877081425,0.2105105693302835,0.2026556973403475,0.2356461596980786,0.3139290223916244,0.7696324419923695,0.7746958133212666,0.7291254713611922,0.7038086147167063,0.2194127575855441,0.3390924435412955,2.573113248048651,2.0345546612477703,0.4188789008451297,0.2593059862374612,1.6156757604026413,1.8949283609660603,0.0940340389652332
99,4.9750000000000005,1.0503028866417186,0.4623651437430019,0.4987204675453749,0.0769777983943522,0.2293938392151699,0.2139982795362994,0.234012507118831,0.3048320816416353,0.1935221851634016,0.7840129552773709,0.7393539894704321,0.8088234918367815,0.7592024187179602,0.2345723456526079,0.2541200411236586,2.208889588228727,2.1697941972866257,0.1368338682973546,0.3323108230078612,1.270600205618294,1.7592925923945617,0.0526590980036466
100,5.025,1.0500536310895028,0.4897588698759169,0.4440724081337605,0.089035172315454,0.2414513147537736,0.2339059611677181,0.2671055169463621,0.3667041842822935,0.2334648481888412,0.8219908196648781,0.9095401377356934,0.7684884586216022,0.8754931807081543,0.4215337536742968,0.1149637510020809,2.2417931445405785,2.4142387710437,0.4023731285072833,0.2874093775052024,1.743616890198228,1.7244562650312143,0.0645204725011678
101,5.075,1.0503782349200628,0.5052388450308879,0.4819476926003861,0.0902484052135438,0.2455940207450537,0.2337581643236054,0.2751836617986747,0.3891037798551154,0.2431927075672406,0.7248096382396189,0.7915684207090576,0.7438835760880301,0.7915684207090576,0.413268653382239,0.2817740818515267,1.8409240014299733,1.8784938790101773,0.2254192654812213,0.4696234697525444,1.183451143776412,1.4840101644180403,0.056929865516941
102,5.125,1.0500923273502958,0.5507691324186521,0.5077265686411178,0.1102573919530504,0.2712912144107952,0.2321208251643168,0.2567836628380253,0.4004084234084464,0.1870358187381705,0.7154120066735026,0.8089299160425882,0.8276334979164053,0.7528191704211369,0.2763029140450249,0.3315634968540298,2.192003118090531,1.9157002040455056,0.2947231083146931,0.4789250510113764,1.676237678539818,1.842019426966832,0.0434190293499324
103,5.175000000000001,1.0476520074708593,0.5970385634835946,0.5393162204050942,0.0924856977049461,0.3187199428601222,0.293108518880291,0.2674970949004598,0.4097827836773001,0.2659866775888287,0.788788078366871,0.9676411891593588,0.921781417161285,0.8300618731651371,0.5781110651878406,0.3974513573166403,1.6440033416279218,1.680135283202162,0.3793853865295202,0.4697152404651203,1.6259373708408018,1.752399166350642,0.1034184654242278
104,5.2250000000000005,1.0466027043700037,0.5898923373034154,0.5974983989591899,0.1325967895122324,0.3447516527318044,0.2777553801361501,0.2945044482850635,0.4075606582902303,0.2384272797326433,0.9087228397357346,0.895226955977283,0.8637365605408963,0.8547393047019284,0.4962122917248837,0.3367154836704569,1.9494054317763303,1.9139616966531237,0.3189936161088539,0.4607685566016777,1.453193140051445,1.54180247785946,0.1074162176693079
105,5.275,1.0422606300480313,0.5978336013276564,0.549741577919884,0.1164008236706931,0.2793619768096639,0.2793619768096639,0.3259223062779414,0.4121958579397494,0.2559975399859893,0.9224738940874452,0.9224738940874456,0.9136463927086186,0.7856476227156236,0.3825250597491799,0.4173000651809236,1.634425255291952,1.6865877634395674,0.1912625298745899,0.5564000869078983,1.843075287882414,1.6170377525760795,0.1229544834908078
106,5.325,1.0415598455971402,0.6224611573724086,0.6257158562344868,0.1531961120713638,0.3493946415662687,0.3278934328544984,0.3332687350324409,0.3708958502780391,0.2598751860643784,0.7709630519909895,0.7926193174963542,0.9225569105285442,0.918225657427471,0.4606878298413979,0.2730001954615689,1.8598138315819384,1.5015010750386295,0.4948128542740939,0.3583127565433093,1.6550636849857618,1.8598138315819384,0.0746920177634012
107,5.375,1.037723588897539,0.5973581106938839,0.6356912514870744,0.1727812191320754,0.3336919728275961,0.3205025667869797,0.3455624382641509,0.4181041714875414,0.2975732916702155,1.071263850012775,0.8544604517959036,0.9862429095355713,0.8714646398913443,0.4521568198105868,0.3684240754012188,1.490442850486749,1.4569497527230015,0.4856499175743339,0.4521568198105867,1.9091065725335885,1.8086272792423468,0.1297003122585924
108,5.425000000000001,1.0366885243987238,0.6694968641564774,0.6083484386246214,0.2201058925270049,0.3469904658661022,0.3819484605615676,0.3728852767516321,0.4440960066868394,0.3463630146792599,1.039089044037779,0.938935883166668,0.9305897864274084,0.8304366255562972,0.4438605993151525,0.4109820364029189,1.5124138939627427,1.0685532946475893,0.4274213178590357,0.6575712582446701,2.3014994038563485,2.03847090055848,0.1107135281738476
109,5.4750000000000005,1.033049016526772,0.628845600574074,0.6303850022890658,0.2097480761548239,0.340681723693896,0.386444940309494,0.3584785301555174,0.3546649287708842,0.3154826191600502,0.9997111568188608,0.8808930275248165,0.913670442502484,0.9013789118858584,0.5164925996480946,0.4842118121700887,1.4849162239882734,1.3880738615542556,0.5164925996480946,0.6133349620821124,2.2919359109384234,2.130531973548392,0.1141356414400924
110,5.525,1.030446395122152,0.6930986337459576,0.6447253376066537,0.2197001970240919,0.3507713372941468,0.4269174283081785,0.3669991927561538,0.3682474893301541,0.3218684704653652,0.8650215143756698,0.9776754790385472,1.0621659525357066,1.114469578986328,0.3803900105499773,0.5547354320520503,1.5374096259728245,1.2521171180603428,0.5388858482791345,0.6339833509166288,2.5042342361206824,1.9177996365228005,0.1174163042769062
111,5.575,1.0258791310967346,0.6525134324486921,0.691114909681152,0.2402972076369084,0.4254241380102407,0.4082600517504618,0.3678018484238393,0.3616718176167753,0.3832966801407715,1.003684090265525,1.0076356024319248,1.0629567727615208,1.090617357926319,0.5136965816319623,0.3424643877546414,1.3231578617792976,1.2141919202210023,0.4202972031534237,0.5759628339509881,2.350551025043224,2.1170525788468764,0.1887048667219453
112,5.625,1.023334167077042,0.6679451432274539,0.6584655724174574,0.2529045768512405,0.4455937782617096,0.4287334731382935,0.3938085553826458,0.3769482502592299,0.3765128467752737,1.1062490858861131,1.0363807225669903,1.0519070255267955,0.9432229048081596,0.4893137902484035,0.3516942867410399,1.1774113077852215,1.2232844756210093,0.6422243497010299,0.7186796294273428,2.492442119077808,2.1560388882820294,0.2831965973535881
113,5.675000000000001,1.021118540998922,0.7078082808611759,0.6612419465939933,0.2934286036936593,0.4010979703715746,0.4744551212949895,0.4578906033445408,0.3017108626688836,0.4690580008858596,0.995318197001702,1.0181990750936951,1.079214750005677,1.0982821484156713,0.5708663523961929,0.4356611636707788,1.0966643085505812,1.0666187110560448,0.6009119498907294,0.7210943398688753,2.628989780771941,2.508807390793795,0.2225826916431988
114,5.7250000000000005,1.0191174935402258,0.7194330567483981,0.6926830996481638,0.3115776940070964,0.437138854278613,0.4836429877125081,0.4859681943842028,0.2999516606486227,0.4346705579655837,1.112906514791193,1.0716877549841115,1.0716877549841115,1.1016650348438073,0.6495077302934,0.51665387636975,0.9890231347649509,0.8561692808413005,0.6790308089431003,0.6347461909685501,2.14042320210325,2.3175616740014524,0.1888874521771623
115,5.775,1.0136762059379882,0.7049539198504858,0.7139474438525043,0.3119185937883655,0.4753045238679858,0.4970131439484946,0.4376000784649965,0.253648087256473,0.4161287590898213,1.0311155092491144,0.939051624494729,0.9832422891768344,1.1268619493936751,0.4642251643372632,0.4787322007228028,0.9719714378311448,0.8994362559034471,0.6383096009637369,0.7688729284335918,2.727322840481423,2.4226750763850937,0.2393661003614016
116,5.825,1.0112884274936798,0.7051434339009742,0.7337027629500016,0.3279243246370371,0.4480883751033483,0.4312429474678844,0.4896404299374937,0.2403281009326232,0.4596901234697218,0.9917723923677464,1.031588072353313,0.9302390687536888,0.9917723923677456,0.5133261221279646,0.4277717684399705,0.6986938884519518,0.9838750674119316,0.6416576526599558,0.5846214168679597,2.2244131958878475,2.3955219032638357,0.2880911909901842
117,5.875,1.0068953143753625,0.7012136486319259,0.7553588398036953,0.3720461758455257,0.4603657428118224,0.5155654721657578,0.5144614775786792,0.2097589715449549,0.5337389215222843,1.1955751842099176,1.0959439188590905,1.08171088095183,1.0247787293227857,0.5887302043457929,0.546678046892522,0.7709562199766335,0.8830953065186893,0.6728345192523347,0.6868519050700918,2.5231294471962515,2.4670599039252243,0.2879285474606607
118,5.925000000000001,1.002375433578318,0.7387206857492673,0.744635709033736,0.4026984242557284,0.503644390443822,0.5144987954102838,0.5003880689538834,0.2008064918795412,0.538762565281466,1.070528214130705,1.0740266723468184,1.0355436319695708,1.0740266723468184,0.4961449833760846,0.6339630343138858,0.8544719158143682,0.8820355260019288,0.6201812292201055,0.7855628903454674,2.480724916880422,2.7150156034746846,0.3294976462727231
119,5.9750000000000005,0.9986369251989228,0.7399806593917959,0.7787569384865627,0.3938522400274655,0.529405721012528,0.5101934166209443,0.5101934166209444,0.1942577444037907,0.6433084128178451,1.1042887728049642,1.052686493701929,1.149010748027595,1.032045582060714,0.4878760933377911,0.6505014577837215,0.8266789359334797,1.0299606414908928,0.8537831633411347,0.7860225948219973,2.5749016037272314,2.6291100585425413,0.2874984121454842
120,6.025,0.9954036058435732,0.795122330542734,0.7881308472206159,0.4692196977936516,0.5343016245569768,0.5280033735798811,0.5605443369615433,0.1774007358548704,0.6597417898508054,1.0319038251512602,0.9642380005511776,1.086036484831327,1.079269902371318,0.5464527956340007,0.7463745501342449,0.7597026671009278,0.719718316200879,0.7730307840676108,0.719718316200879,2.62563904243654,2.598982808503174,0.3859713872596549
121,6.075,0.9922084989068484,0.7289483715186986,0.7708347702251761,0.4697877496783928,0.5234777782130662,0.5565177957728652,0.5585827968703525,0.1631350867015078,0.6555822522688682,1.0349547231249647,1.0116599222829232,1.024971237049804,1.0382825518166847,0.6292621526161721,0.4850562426416326,0.7341391780522006,0.7603584344112079,0.8652354598472365,0.7865776907702149,2.4252812132081627,2.569487123182702,0.3222560641267769
122,6.125,0.9894976864976932,0.7927414292516789,0.757686144948075,0.4611333818655404,0.5332489548004599,0.5789560080690708,0.5495003515181881,0.1706396655361471,0.579448237873501,0.9984842517029252,0.9853893762707558,1.126159287166578,1.047590034573561,0.5674446020606798,0.6448234114325906,1.0059245218348405,0.7350986890331529,0.8769598395483227,0.7093057525758496,2.3858466223005816,2.2955713447000203,0.2909601148321342
123,6.175000000000001,0.987168584910943,0.7672487554480566,0.7775352135258303,0.5256476833700658,0.5466336174970076,0.5436356269074444,0.5975994575195807,0.1508988596746768,0.6828346361274672,1.095112152279899,1.0532402170456674,1.0725657256153127,1.1176585789444853,0.6344232611247198,0.7359309829046745,1.0023887525770565,0.8501271699071241,0.7105540524596857,0.8120617742396404,2.220481413936516,2.347366066161459,0.354629655555226
124,6.2250000000000005,0.9845616129290696,0.8061778353993493,0.8329710426319717,0.5546044690748203,0.6086882382221875,0.5624711991326187,0.570337929190418,0.1691346962426756,0.7860073593903808,1.0332193514567107,0.9761704302106348,1.0554050430524058,1.0395581204840514,0.5368745282248572,0.7241563403963186,0.8240399735544318,0.8989526984230166,0.5119036199353287,0.4494763492115081,2.3472653792156506,2.359750833360416,0.3027085617138728
125,6.275,0.9828723850344192,0.8074445271631222,0.7916237708253833,0.561285137780864,0.5632206037732116,0.6154781855666028,0.6028976566163418,0.1819338032806939,0.8515082633334173,1.0511292481441818,1.1041535722345412,1.0292957029305048,1.035533858705841,0.5037783376142877,0.7126620385763096,0.9215457395383316,0.8109602507937316,0.7986729742665541,0.8601093569024426,2.396018922799664,2.4943171350170856,0.2482531379980808
126,6.325,0.9812080420702418,0.8304861737824392,0.8374068918972923,0.6105482847338641,0.6267406729405347,0.6181682321252383,0.6667453967452496,0.1914511782082786,0.8350290041347531,1.089835648778814,1.0714158913346652,1.0898356487788132,1.0468562147424665,0.5805014467246946,0.8586583899469441,0.9554086310677264,0.9675024112078244,0.8344708296667487,0.7860957091063573,2.4308498081596617,2.4429435882997605,0.2443437211978946
127,6.375,0.9791353002337516,0.8606564594351371,0.8356769843591827,0.5935077752424882,0.6441387702868715,0.610384773590616,0.6206984948033609,0.2175257564869784,0.7434101400576524,1.081873293254632,0.900553746899107,1.0063234822731637,1.118137202525737,0.6785746659062822,0.8809565838081558,1.0714336830099191,0.9761951334090376,0.892861402508266,0.6428602098059519,2.464297470922813,2.380963740022043,0.212464570474416
128,6.425000000000001,0.977639293725026,0.8719054220112515,0.8640806297624325,0.6461522954871951,0.6701522378910053,0.6812291343850716,0.6387676978244842,0.2021533610167081,0.8717162512096319,0.9996473051414212,0.9758461788285304,1.0234484314543122,1.032373853821646,0.6914948440146735,0.8321378631363023,0.9493403790709928,1.054822643412214,0.8672986179167095,0.8555783663232402,2.41437182825462,2.402651576661152,0.232850304617186
129,6.4750000000000005,0.9767820027801252,0.8656458570542447,0.8040105512754304,0.7189192080370218,0.662569029910226,0.6380294362098473,0.6562069130249428,0.2408515678000135,0.8641642391268703,1.072149530577743,0.969621570003369,1.0135621245352435,1.0399264572543687,0.750096334938063,0.7270164477091995,0.934735432768971,1.0501348689132883,1.0385949252988564,0.7385563913236314,2.1579694558987352,2.12334962505544,0.2409257615829323
130,6.525,0.9768812625301048,0.8860287938393255,0.8833192256624468,0.6426086902583431,0.6793036154680815,0.6739336264129979,0.7231585260845981,0.2774494345126551,0.8798176298646353,1.006742140402484,0.992318900568638,0.9980881965021768,0.975011012768022,0.5227331770084964,0.8181910596654723,1.0113750598642648,0.8181910596654729,0.7840997655127447,0.7045534124897126,2.0909327080339857,2.375026825973386,0.130103510337962
131,6.575,0.9754653150522185,0.8982221170114714,0.8768739977717455,0.6610783941180075,0.6998616599062631,0.7236604820945114,0.7113203520709757,0.2441582868942504,0.863646374658208,0.982965939578092,0.96592028744668,1.06535325821325,0.9943297076656996,0.6826869767782675,0.9177103622265244,1.0072430804925268,1.0632010294087784,1.0072430804925263,0.6826869767782677,2.2271263668668078,2.4173833931820634,0.1733554417446321
132,6.625,0.9768539487897944,0.9251924433569596,0.89575450197742,0.6476648207570107,0.6737103229322258,0.7023603753249622,0.6546102880037349,0.272609589433916,0.9513954461233634,0.965386555625177,1.0661225440382385,1.0157545498317082,1.029745659333522,0.6062814117452806,0.8928871700248674,1.1794929283044535,1.1023298395368728,1.0361900491646605,0.6283280085360182,2.17158978388764,2.491265437353332,0.1744605695022133
133,6.675000000000001,0.9759130763803878,0.93882894131056,0.9528103982412746,0.6602342302973521,0.6876014522785897,0.7141134485729138,0.6995746118953818,0.3095916986627479,0.934439321499264,1.0805316048015083,1.132904310136275,1.0254024412912268,0.9730297359564604,0.7275379002644673,0.814408097310971,1.21618275865105,0.966430942142352,0.8469844212034098,0.6406677032179637,2.1500373769009613,2.1717549261625866,0.2230480952227188
134,6.7250000000000005,0.9759438204700324,0.9341035060504022,0.9290019030681498,0.683312843168449,0.7574577632656417,0.7245980827680217,0.761670542816618,0.2881541212868181,0.9450366336723676,1.0400834215417154,0.9667616137567906,1.075386514178901,0.931458521119604,0.6739681321644626,0.9842074310973108,1.3479362643289254,1.0376969653960777,0.8344367350607637,0.8451346419205168,1.9898106759141276,2.300049974846975,0.2125390271014271
135,6.775,0.9766573125536264,0.9580662949607852,0.9821938826617912,0.6541704983595781,0.8036003076295322,0.7795255050249293,0.7803556706319846,0.3171232618951256,1.0247883547954924,1.0408424804580845,1.030139730016356,0.9498691017033932,0.9793016654181466,0.6640570160436005,1.0751399307372584,1.1173022809622488,1.3175734445309544,0.8537875920560583,0.6535164284873529,2.1291986863620216,1.834062234787088,0.1881172207742561
136,6.825,0.9762272722192252,0.9827151463807284,0.974294704098232,0.694521578619228,0.7869608464448729,0.7632374945250169,0.7550570283457565,0.373847304392211,1.054650870495447,0.9412759019171864,1.0124648356756287,1.0230113443805835,1.052014243319208,0.6335895002294621,0.8413237625997777,1.0490580249700932,1.0075111724960302,0.8828706150738408,0.6855230658220408,1.963088779399481,1.8384482219772924,0.1468977998190086
137,6.875,0.9775041955277892,0.9928802343922262,0.9914158092677534,0.7296029263739282,0.7497577033455837,0.7763620089481691,0.7811991554213659,0.4151884056161029,1.0367679288917957,0.9796027799303436,0.9536186213115012,1.031571097168028,1.010783770272954,0.7370052262798825,1.1873973090064776,1.1669249416098142,1.1157440231181552,0.8188946958665364,0.6858243077882242,1.9755834537780197,1.873221616794702,0.206812691047926
138,6.925000000000001,0.9786776643539256,0.992546864150992,0.9930279823594992,0.6968566655175925,0.7413537844103919,0.8216075166991912,0.7858509033031919,0.4084199841231958,1.0986815409477486,1.0807543363168997,0.9834352254637186,0.9603859623669132,1.0474609562881796,0.6456897944963814,0.978623594783578,1.210668364680716,1.0896015282126434,0.8979123704715306,0.6658676005743931,2.0682251229962234,1.7756469348650494,0.2276180063187975
139,6.9750000000000005,0.9786059689196064,1.030060593886712,0.9978119196766309,0.6916011825997186,0.7785408556105559,0.841983319699545,0.8263185137516457,0.4135508770245201,1.2041596581403224,0.9138486294482112,0.934044179270271,1.0274485971972982,1.0299730409250556,0.5668523643237273,0.8453061573248563,1.113815172004516,1.0442017237542338,0.9049748272536696,0.6563553692169475,2.138127339115811,1.7602257628999938,0.247807639398235
140,7.025,0.9792374651787316,1.0519164903701173,1.06781211733571,0.7034110618161836,0.8246355807021781,0.8354454104117571,0.8593814619115396,0.4246718814477508,1.1821023944774611,0.958125098681732,1.022829650800498,1.0203410141805458,0.9307500958622532,0.6862604012596427,0.9215496816915196,1.215661282231366,1.2548761623033462,0.823512481511571,0.7548864413856071,1.8529030834010345,2.029370043724943,0.207978917524606
141,7.075,0.978371429968976,1.0564602306940236,1.087803727939745,0.6752338896326276,0.8229175137461894,0.8586965360829804,0.7985573283253962,0.4468571513126861,1.189989201991973,0.9348162597091584,0.9863415653624188,0.9691664634779984,1.0084238392138165,0.7539200567446798,1.1115488016107458,1.1792082938827044,1.3145272784266209,1.0922175181044715,0.7152574897321328,1.8654688583554264,1.9621252758867944,0.2408520118485753
142,7.125,0.979200147423619,1.0734989140538518,1.0575918598659246,0.6793011766608593,0.8504400366372963,0.8872198793515317,0.8819656161066401,0.4511160300256096,1.1902811641842996,0.9120650384095138,1.0499634659674515,0.9580311809288264,0.9749660755412044,0.590888530631033,0.9339850968038902,1.105533379890319,1.115063840061787,0.9530460171468268,0.6766626721742471,1.8775006537792485,1.9060920342936527,0.2792035831865858
143,7.175000000000001,0.979949285850888,1.104751477546332,1.1365719054999996,0.7150178195920465,0.8874807098249109,0.8763779486511215,0.851951874068784,0.4692767056121714,1.2453198555943088,0.9351827268064544,1.047309227214371,0.992438812121135,1.023452524999921,0.676662826446228,0.9492075759870704,1.3345294632689502,1.4003161269512223,1.0995770929751212,0.6296723523874619,2.020590384526931,1.907813246785893,0.2689964892547717
144,7.225,0.9830259478742354,1.1239892558051168,1.1425529792592324,0.686906292139055,0.8898392881163746,0.8847294644766577,0.9117385322865886,0.4978428174695387,1.3151956073825024,1.0610969927182623,0.95757533489209,0.9434587451885218,1.0752135824218316,0.7692828429369115,0.9917260746295125,1.4644179419762895,1.2327062422964965,1.010263010603896,0.741477438975336,1.7146665776304657,1.9185728733486844,0.2715282815431368
145,7.275,0.9841709384917864,1.1356205911523531,1.1800863494239613,0.7091756786254343,0.9006891106197131,0.9338079747991757,0.8805298019887368,0.4744637281362044,1.2902179054689231,1.0372795031377846,1.0256768241317693,1.065125932752222,1.0628053969510185,0.6947543550268667,0.914150467140614,1.2066786166256105,1.2523861399826413,0.9415749811548324,0.6124808129842114,1.8557254482954488,1.7094613735529498,0.3540001043672076
146,7.325,0.9847407939078732,1.1313504125498417,1.200151653905971,0.6803523230857186,0.9416985181750138,0.9317559998835734,0.8848841279382103,0.4921546554263079,1.185683546709254,0.981965717255348,1.025456040397193,0.9567871091205952,1.0002774322624404,0.6402163996797955,0.9648331657146209,1.1361586811218898,1.2804327993595903,0.8476104446464888,0.7123534587986455,1.577998168224847,1.659152359733553,0.373474901739047
147,7.375,0.9865192904789596,1.1856304245234908,1.1326058080421184,0.6893736716263112,0.9569963774812412,0.945086466487697,0.9492899644854188,0.5303413307125178,1.2035315350476017,0.9957925083602108,1.1199843177928903,0.9890184096638824,1.0274049689430749,0.7383083326603919,1.01406204726849,1.2542346374110267,1.3342921674585395,1.1208054206651732,0.8094705815915142,1.645627006532198,1.6989986932305383,0.3264931242413852
148,7.425000000000001,0.9873319414007908,1.1918968270040622,1.205707429283252,0.7063852886597313,0.9296362164846748,0.95382749349357,0.9254891404260072,0.528752197480131,1.2943077546743662,1.0559412662919947,0.9690600228629066,1.0047036099107378,0.9980204373392696,0.7020706539724301,1.1233130463558876,1.1847442285784748,1.1935201117531309,0.9828989155614016,0.6932947707977749,1.562107205088656,1.7727284012803854,0.3782584747933095
149,7.475,0.9890882581594834,1.230510960970683,1.1776567988887208,0.7235635450947506,0.9745262072953804,0.9656606784676404,0.9561131858839208,0.587170793898756,1.2946347484773335,1.033070172808738,1.0220800645873684,1.061644454184299,0.9957038048560812,0.7186864709610746,1.0044292847166827,1.2641954790399623,1.4460318150662583,1.0563825235813384,0.7706397098257308,1.6365270242366643,1.6105504048043355,0.3702993606832883
150,7.525,0.9888146675249352,1.1991372428791478,1.2329559282882434,0.7274386881457577,0.9609458341092896,0.9414308276742974,0.9939194656718634,0.5915065743571888,1.2427849734636776,0.9695024138538636,0.9695024138538642,0.9456444126180856,1.0671033280002258,0.6493582705495338,1.1705537245432367,1.4610561087364482,1.1705537245432374,0.9569490302835222,0.726255960483031,1.5635863619811123,1.6404840519146102,0.3538863077551771
151,7.575,0.9913708257488828,1.2179393382190549,1.2131142236404382,0.7955642775469642,0.9728728435778822,1.0186941583948612,0.9615835341302212,0.5916926304627257,1.2521172331509194,1.042360841956406,1.0659049266823206,0.9460441317140272,0.9503248743914664,0.8516083538602208,1.0286754373361082,1.180447223172583,1.3406507748888623,1.121424862013954,0.7588589291823752,1.7032167077204408,1.812829664157895,0.4826755774051158
152,7.625,0.9924252742536054,1.2456708432354977,1.2420993116683992,0.7838541007531561,0.956878751755524,0.996202536074244,1.0145536354229798,0.5996877108604824,1.415303329717219,1.0202858332140554,1.02873540533177,1.0160610471551987,1.0456345495671993,0.8404763780726856,0.8737625712636831,1.1983029548759083,1.4063416623196414,1.165016761684911,0.6740454121176991,1.3813770174263935,1.5311648867858827,0.4847726452229706
153,7.675000000000001,0.9937401214680736,1.266703431585306,1.2451608562182088,0.7989028318606424,1.0285469657153208,0.9755024052193108,1.031134505251711,0.6197157189655834,1.3447990334755402,0.9590814812383704,1.0800091462640775,1.021630273493047,1.075839226780432,0.7063590882901817,0.9856173324979276,1.2073812323099615,1.5523472986842357,1.0431116768936404,0.8952690770189511,1.3223699211013862,1.5112799098301557,0.4812427485716923
154,7.725,0.9942410765903597,1.2441730308995944,1.3060337160903752,0.8192443809224758,1.0395400250520586,1.0088901963035946,0.9526988435980784,0.6117194987714197,1.3377373172506524,1.014622303699341,1.0166803611104958,1.0290287055774248,1.0598995667447475,0.7215674014261096,1.232339831649085,1.491779796206788,1.2728773261112265,0.9242548737368146,0.7134599025336815,1.499887295099216,1.6539297740553516,0.466843022958901
155,7.775,0.996302052153888,1.2415808542731046,1.2667712435697611,0.8276519473994822,1.0413412163777187,0.9808274410918472,1.0236913652526731,0.6473713251936545,1.3429354719070437,1.1397682295610456,1.0239629014238267,1.091008091398006,1.0219312290003668,0.8243664772766373,1.2325479368990495,1.3926190975352897,1.2645621690262976,1.0004447539765018,0.7843486871175775,1.784793441094079,1.43263688769435,0.5740511163837413
156,7.825,0.9974427697612572,1.238199501406014,1.2137068149813668,0.8625382582014421,1.0511018168125803,1.0112732103732638,0.9745562138120196,0.6627729040292468,1.259637123748818,1.0410058395312682,1.079115879899465,0.974814716786506,0.98283788317981,0.6242266580245296,0.8691763592746612,1.3590757617749258,1.2958629356458593,0.9481923919359948,0.7901603266133286,1.461796604234658,1.6672382891541238,0.5481132551344291
