,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TMP),O (TMP-i),O (TMP-i),O (TMP-i),O (TMP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
226,11.325,0.9990416599217528,0.9951723027727032,0.9951723027727036,1.0092615480265226,1.0083702366800174,0.9887613870568934,0.9941092551359276,1.137313278141162,0.8895995716375803,1.005467761269601,0.9604611090984858,0.9499276373137564,0.9432245189052928,1.4297084155195725,1.003436513267035,0.9015839348527124,0.980802606952741,0.969485653795594,1.4183914623624247,0.8110483095955358,0.8185929450336337,1.2931351168748202
227,11.375,1.000011034063083,0.9803800415943236,0.9912573028779276,1.0145443195913173,0.9901010166809892,1.0345701581202609,1.0051203955776962,1.1550196869193454,0.8542696503692884,1.0175300724398633,0.9472901234095,0.9966479254308362,0.9729182129205785,1.2489019602368523,1.0357659969628985,0.8562830805216743,0.8749792176509689,1.151682047164523,1.3610787830126174,0.8936753547802629,0.8488046256699565,1.2918649202523318
228,11.425,0.9994439486603302,0.9983315890246646,0.9942661452308318,1.071366989371108,0.9735719099598488,1.0252427429622155,1.0132737929447184,1.1367583260520695,0.8025865889125121,0.9126717365124694,0.9070263443278568,1.0105252010457657,0.9211398247893896,1.3788442729691677,1.134210611635928,0.8673375265451214,0.937762368444084,0.9785346453329578,1.2972997191914206,0.8006192552724196,0.9044032328077332,1.259364103496114
229,11.475,0.9998656710978744,0.9989372342174933,1.0099761827801497,1.0582887807854735,1.0195109036661807,0.9963599322516774,1.029350066517344,1.147709407873992,0.8431761873557526,0.9756220043961472,0.9439096256681652,0.9569676639679222,0.9840164575888486,1.2235551471785495,1.0986275946137725,0.8010060723270985,0.8818415475160716,1.0582098570192862,1.2015091084906475,0.8193777712336832,0.8193777712336833,1.2818196779965774
230,11.525,1.0002782151147445,1.0257241680089633,1.0059218724707717,1.046257348424135,1.0474048749921905,1.033921437817544,1.0270362784092142,1.138346355510547,0.8839573696276501,0.983818662430774,0.9505315648297328,0.933888016029212,1.0115579104316412,1.2639570477971107,1.0563329794269805,0.9324870439079552,0.7977135258431334,1.005337594213264,1.260314520281845,0.801356053358399,1.005337594213264,1.222885691630088
231,11.575,0.9995896998177376,1.01395425590011,1.0475346023506056,1.06738524984112,1.040650847100629,0.997705157591966,1.0389443958618738,1.1049271770937252,0.8818371184805163,0.9450873899723616,0.9634208019989838,0.9295039897497336,0.9643374726003152,1.440839517910427,1.1122269962817335,0.8450036270452128,0.9569485519956472,1.1050047430591248,1.307227833292167,0.8233368673773871,0.94250404555043,1.2403114462908529
232,11.625,1.0003568266441336,1.0177140378101586,1.0020069934420095,1.050046150074562,1.025514996729641,1.0054953198619467,1.0119805672979605,1.1326625630637794,0.8688149344345755,0.9669655755631674,0.9960472470086768,0.9569687510037742,0.9796888068205784,1.181442902473796,1.1026800423088765,0.948734451986533,0.8807119818441018,1.0990999123013796,1.3425487528111322,0.7876286016491968,0.7446670415592409,1.189881780348609
233,11.675,0.9997072198625988,1.007492254621842,1.0035990553852316,1.0972624724038869,1.0262549136801702,1.0010947550772782,1.040232779570666,1.1713451616235122,0.8046240225613808,0.9740185536269352,0.9298678513811256,0.9749195883666456,0.9587009630518584,1.302677800957058,1.1181021997315344,0.905130352163622,0.8234911439292566,1.100354545767541,1.2742815546146693,0.7666986512444801,0.8163920823436598,1.202421665911482
234,11.725,0.9998594797344148,1.0165399440747398,1.0158686282787517,1.0668585877925103,1.0341515695125638,1.007265291773963,1.0103142511051448,1.1347672274415526,0.9130204663495678,0.9532219545939232,0.921954130403869,0.9907433436219876,0.942501557728762,1.2775139597650502,1.105067171807785,0.9255817394441002,0.9079851284280528,1.0170841167275473,1.2986298929843083,0.8763112285991675,1.0065261501179197,1.179152495330451
235,11.775,1.0001644477853435,1.0209049714718768,1.0245659183948408,1.088048676140675,1.0322583550352051,1.0465494717715818,1.0754065344123411,1.1281737346697331,0.8663080471103398,0.9726035130134488,0.963745557521523,1.0053779483335736,0.9557733975787897,1.2108556734568807,1.102681247297909,1.0014858163749998,0.9386748592504351,1.099191749679877,1.2352821567831,0.8200319402373693,0.8933113902160278,1.2373117625405268
236,11.825,0.9994302499423262,1.0051946873187734,1.0299450489566284,1.0998501515148198,1.0300876047388547,1.0578836194699035,0.9990214706276834,1.131733815471023,0.8405527432051293,0.9292631163124628,0.9758141041806672,0.9380463215706148,0.968787539974146,1.200637543015842,0.9999546107538284,0.9515139029664456,0.909993296291546,1.065695571322419,1.2871388069218828,0.9930345096413452,0.7681312234856398,1.1453120407543058
237,11.875,1.0000747015834146,1.0325795929439314,1.019817557093888,1.0938504074327278,1.0287273965159072,1.009541779191865,1.061964451880094,1.0787180895433424,0.8552628096333523,0.992871286132404,0.9406149026517512,0.941485842376429,0.9763234313635308,1.2660296543267269,1.0738950726402858,0.9366560857213994,0.9881207058159814,1.0704640979673137,1.1733933381564787,0.8302958708592625,0.8543126935700678,1.1252896728435842
238,11.925,0.999601049738694,1.0151774893373458,1.0275082371701154,1.131857636012049,1.0442351343605485,1.0442351343605487,1.0498622674941316,1.087108529664035,0.8696971298358684,0.963835150840943,0.984562788493436,0.9258344818113716,0.9966539104573904,1.2588375897537027,1.098931193217421,0.8981976316080466,0.9424270604372308,1.020679126827326,1.2282172159488822,0.9254157416567758,0.9050021591202284,1.1559711865976026
239,11.975,0.9999106603067588,1.0371268119487436,1.0310128158497585,1.1035590160133373,1.054665479064998,1.0429735463164815,1.041379191850775,1.1423549746788682,0.8787223316417005,0.9326789660407524,0.9686500556401196,0.9660806920973084,0.9472386927833532,1.2854603664189683,1.0256691637568676,1.0155474285882142,0.897460518287259,1.0897734864916713,1.1572517209493598,0.8569735776126457,0.9109561651787969,1.0849880402724774
240,12.025,0.9996170625839924,1.0363384114583007,1.0446355011266348,1.14947670057949,1.0503929684800193,1.043804954377661,1.0675218051461517,1.107840451452585,0.8926637483819868,0.9826945355641852,0.9495700006575274,0.9470219595108612,0.963159553439746,1.1944908042097864,1.030541085984914,0.9033964065452172,0.9000504939283822,1.04392473645225,1.3484027845841566,0.973660571498734,0.9502391831808944,1.0816174663398508
241,12.075,1.0002770876679776,1.0322044211875112,1.036951643728616,1.1339660648568168,1.0490296806488284,1.0309970329246705,1.0505977369726676,1.0801294644049844,0.8869710595799843,0.9610958964679605,0.9130832180291584,0.9349837380187876,0.9442493426297848,1.2111651206385867,0.9788868783243376,0.978886878324337,0.9556590540929124,0.9987964419512728,1.2343929448700115,0.8594294965627235,1.0120694843692304,1.1196082157963514
242,12.125,0.999907290174572,1.039245857911385,1.00487635581495,1.1217819543245238,1.0849767238453,1.0772009709271535,1.0323607957658456,1.1150429684621317,0.9172637023148908,0.952350292020924,0.9832599067619544,1.0074863615589775,0.9473379220629196,1.2637247894121355,1.1090501407080462,0.9741211918385212,1.0103216415352234,1.1222139405977567,1.27030668935699,0.8128646431895772,0.9148840923348276,1.0649581273019515
243,12.175,0.9990995818735728,1.0341518409735826,1.0257466333557967,1.1439492768590005,1.0532045364699607,1.0568034780151347,1.0544898727360943,1.1102734666862974,0.8857173112311012,0.952001113755412,0.92383049768258,0.9801717298282446,0.9138879273039328,1.286006198975451,1.1293353930088987,0.930232910426406,0.9041211094319804,1.0705838407714423,1.1260714178845963,0.8388416069459164,0.9661366367937406,1.0946972896489469
244,12.225,0.9992433703363914,1.038832248778481,1.0294149851173886,1.165717155807754,1.0790277785167135,1.0407824650059605,1.077752934733022,1.1131935919196527,0.9080712271236474,0.9212197697788314,0.9458732872573016,0.9721703725676696,0.9220415536947806,1.1881003221189963,1.032708454375913,0.9906231568621612,0.9161645535685998,1.0909804047795693,1.1557270163391875,0.8319939585410959,0.9129272229906188,1.0225339868451149
245,12.275,0.9995134645307148,1.0711180861072973,1.0406459632859462,1.1504232283891331,1.0965564120235831,1.078853702419881,1.0687378683606237,1.0950390369146945,0.8949828555712346,0.9781233394221144,0.9732327227250036,0.9813837505535212,0.9862743672506324,1.1174318150367797,0.9697253107503088,0.8990830695698225,0.9311931791973164,1.0275235080797973,1.1591749575525212,0.8701839709050783,0.8766059928305775,1.0477397709779237
246,12.325,0.999761712551884,1.0445225218520175,1.03738386276709,1.179237026349678,1.06083671228096,1.0706197890790106,1.068613004094795,1.1441182891259056,0.9063316349048772,0.9750543726095292,0.9580758138824976,0.9669693446442766,0.9726288642199532,1.1943791312305776,1.124308888865051,0.949133282951233,0.9300232168515437,1.0351285803998342,1.2166742083468822,0.9841684041339964,0.8726930185524754,0.9985009537087642
247,12.375,0.999631578485678,1.0288672479181995,1.0291685708784923,1.1513140398480703,1.058999903521372,1.077910616084253,1.0726852876129311,1.0950795524900274,0.9503494380727916,0.9703990042768584,0.943131594239328,0.946339524831978,0.9832307266474618,1.0520554193625151,0.9888689076890912,0.932001047183009,0.9225230704319948,0.969912954187064,1.1657911403746797,0.8530179075912292,0.8403806052565439,0.9830015887479866
248,12.425,0.9999538638432168,1.0207527499215934,1.0437682584849792,1.165268285993232,1.0732019715099703,1.09615684348569,1.095416363744538,1.089739352395704,0.9276008704074062,0.9753333337216812,0.926805329352168,0.911690049302648,0.9729467105559672,1.096882364040152,1.0530070694785465,1.0185336237515696,0.9934620268592236,1.090614464817066,1.1720971547171917,0.8618361431744057,0.8900416896782956,0.9951569179756704
249,12.475,0.999412796672158,1.0417931543744667,1.046092571120853,1.1571704495143762,1.063392141819919,1.0702479972127246,1.058250250275314,1.0952228990008055,0.9698982391156564,0.925704340506644,0.9833142440505358,0.9462229362894,0.924915163745769,1.1782648184340154,1.0881073521158453,0.8922480287349933,0.9855143732020656,1.1191961336048697,1.2062447217741372,0.8735947598415789,0.904683541330603,0.969398964022042
250,12.525,0.9989941122576436,1.0145194556272394,1.0445226404558785,1.139448482633196,1.0690071993324866,1.0799377432929411,1.0529757348571536,1.0877105745537097,0.9598213417473356,0.9441635710826158,0.9488609022820316,0.9825251092111796,0.9692160041461674,1.1688763040162928,1.1442034532718857,0.882054414112559,0.9961663488054427,1.0547643693234092,1.0917736454400204,0.9252319029152716,0.9005590521708641,0.972059966573024
251,12.575,0.9990053073822304,1.0142008371083406,1.0420691092832357,1.1545026085172247,1.0663064167582383,1.0732946396025298,1.0754633984162758,1.0916086029186036,0.9133699939489291,0.9747273319778113,0.9685139306584312,0.9925908607710304,0.978610707802424,1.141241780214996,1.0922877092138177,0.948485125647852,0.9240080901472622,0.982141049461163,1.0249758615871951,0.9790814200235896,0.7893843948940186,0.989072046758523
252,12.625,0.9991872303767696,1.006762496198272,1.0255804867814171,1.1537435433733692,1.067439892491109,1.082023057875646,1.0600287756563445,1.1049736132349175,0.9354300634919148,0.9377416699091096,0.9670220178602572,0.8945916834547873,0.9824327273082292,1.0624049695192983,1.068475855059409,1.0138378851984164,1.0199087707385266,1.0593695267492431,1.1200783821503455,0.8651011894657146,0.9136682737865964,0.939345641708797
253,12.675,0.9998631961649748,1.0282761407256122,1.0005586414015832,1.1396780924524688,1.075163536542568,1.0730288637367262,1.0813303690927791,1.0535796226168297,0.9708747351904776,0.9502340912139874,0.9746970766676056,0.935709193600902,0.926535574055794,1.0450049941408366,1.0540396194504118,1.0088664929025364,0.8974394474177793,1.069097328299703,1.0419934523709782,0.8673240297191959,0.8944279056479207,1.0556683104075797
254,12.725,1.0000853512717982,1.029615453433091,1.017931469599502,1.157566604644546,1.0803798092952044,1.0657896223694143,1.073790692619041,1.0733200414278865,0.9351965882022576,0.914717830796369,0.9359550606987724,0.9685693780488924,0.9625015980767768,1.072663982191732,1.168277484782639,0.9650987917769622,0.9860142454687234,1.0517485284999717,1.1234586554431512,0.8694852891860556,0.8694852891860558,0.9306767112842534
255,12.775,0.9996916668804652,1.019309632913014,1.0321747059497808,1.1366153184122505,1.0822128185786322,1.0864155868061216,1.0740407692474014,1.0633003615549272,0.9640126562626764,0.9429413413716892,0.9489617170548286,0.9504668109756134,0.9527244518567908,1.0138859957286832,1.0731775744262677,0.99016936424965,1.0020276799891668,1.0464963640123544,1.0909650480355422,1.0227797325333214,0.9101257330079116,0.9034403050017042
256,12.825,0.999350600640686,1.0102551084622722,1.013761964573291,1.1425969950324262,1.0645241671074606,1.0777293635220695,1.124990066479615,1.055720702831055,0.9721911527169496,0.9654709373755884,0.9714444621234652,0.9333632418557506,0.9736845339039192,1.0854165990744336,1.014820397508616,1.1030656494658877,0.9736392799285573,1.067767548682979,1.041293973095798,0.9912883303200108,0.9795222967257082,0.961783200158787
257,12.875,0.9999477450972468,1.0040939551148833,1.0281732806256787,1.1564972472058177,1.0817881227093176,1.0562720832658978,1.0668462978100175,1.0845466134599575,0.9979954296320256,0.9194597833506636,0.973545652959526,0.984659187810662,0.9594685088147534,1.077002559210102,1.0828399714551435,1.0390593796173335,1.0273845551272518,1.0011162000245664,1.0536529102299372,0.96901043267684,0.9310672530840716,0.9533447243049435
258,12.925,0.999816492837022,1.0080798972839469,1.0120851469100929,1.1521287940308305,1.0786808685352998,1.0627139282101836,1.096244502892927,1.0533618631626165,1.0064629238274507,0.9417669871606752,0.92779854628944,0.9660279634107164,0.9741149554940636,1.088959154363631,1.028139627125237,0.9991779474879074,1.013658787306572,0.8630580531924529,1.0513089708351022,0.8485772133737878,0.9731124358143096,0.9440325452396832
259,12.975,0.999586863529669,1.0169084838891198,1.0188271791417405,1.1081829038745252,1.0543129016028467,1.083285003664927,1.1043350465694055,1.0337155477930884,0.9578674899727542,0.9564084381982336,0.9447360240020686,0.9607855935217956,0.9534903346491924,1.0920781463835791,0.9541314331561797,0.91964475484933,0.9713747723096045,1.0202308999109757,1.1064475956780997,0.8707886272479592,0.9340142041438506,0.9803190213602744
260,13.025,1.000009003227808,1.0049001362006738,1.0180920854781763,1.1261951161272248,1.0837438044104235,1.0720640784354298,1.0987926821089722,1.0493784568301547,1.0482588617958657,0.9845525221287138,0.9816567794165704,0.9679020015338896,0.944012124158708,0.9610794562045216,1.146450864671269,0.9781906631399137,0.8840790249952575,1.0067093413655668,1.049487358704047,0.8897827606403881,0.8612640824147348,0.9689657437546771
261,13.075,0.9995688572993222,1.0124798091439424,1.0244913664638318,1.1401106985153096,1.0875073505486204,1.083495230788449,1.0955315900689633,1.0300003006528344,0.9475821020410096,0.9583582442173664,0.9712896148289956,0.9720080243074192,0.9411164167351947,1.038645945927277,0.950912909622793,1.052796435653807,1.0131750644195234,1.0075148685289117,1.013175064419524,0.9792138890758524,0.919781832224428,0.961569094743383
262,13.125,0.9991343135403716,1.0065215351783678,1.0041107051539888,1.1420583224320278,1.0668501431512043,1.0869793911351893,1.0794585732071065,1.033670064056724,1.0145226061054315,0.9246913704277898,0.977449397730532,0.9639034177473956,0.9867176998242576,1.0363646886619733,1.039173265054011,0.9324473621565718,0.9184044801963828,0.9380645149406476,0.9184044801963824,0.8931272926680414,0.977384584429178,0.9003493462475675
263,13.175,1.0001741554060133,1.005276585302218,1.010327558492947,1.1178201480427918,1.0725980446459302,1.0971848193083011,1.0756713914787268,1.024083069642502,1.0054217752198464,0.9884406896425936,0.9495257018613896,0.9183937116364252,0.9523558827909312,1.078684867918676,0.9225961015015038,0.9839166883082502,0.9142342033005836,1.031300778113463,0.9532563949048766,0.8835739098972106,0.9002977062990499,0.9413961515382652
264,13.225,0.9998949207802276,1.0020428952772311,1.0176091224550503,1.1085123377993262,1.1030656380263342,1.0871612746891972,1.0664638155518282,1.0200579334859363,1.0174954707311967,0.9325286301801444,0.9311242195925236,0.9416572989996792,0.9388484778244374,0.9654258842477446,1.0373487294925623,1.001387306870153,0.8686066694951053,0.962659620969098,0.954360831133157,0.993088517034213,0.94329577801857,0.9287023278648916
265,13.275,1.0000480884229812,1.0077322316900366,1.002102442686181,1.0895824332005424,1.0828793065029405,1.078338478740049,1.0811494673551718,1.018442798248572,1.0154205696605962,0.9533941930649938,0.9129725094408928,0.9736050348770436,0.9791804395148508,0.9938581146030178,1.0048399722229406,1.048767402702632,1.0707311179424777,0.9911126501980372,0.941694290908384,0.9362033620984228,0.96365800614823,0.9300400746586692
266,13.325,0.9999622711061308,0.9949859264265436,1.0021328803188594,1.0818500257428711,1.100735723474546,1.0975165704521013,1.0760555503024711,1.0157500836820097,1.000205701702862,0.977379430502174,0.950402928174088,0.951786338549888,0.9670038526836796,0.9755139225711724,1.07633519389836,1.000038015596704,0.9291906357451672,1.051811100872828,0.975513922571172,0.9346404341952844,0.8746926512439839,0.943260013376594
267,13.375,0.9997678970782184,0.9790483505115116,0.9865288938298716,1.0724985038554389,1.066108244646767,1.0961424629275247,1.0793147803446888,1.0113650240924772,0.9693990448995272,0.9330122535541486,0.9330122535541484,0.970085588132459,0.95429509377503,0.952006616331924,1.0601891863696435,1.0710074433734154,0.9736431303394684,0.9736431303394684,0.9574157448338104,0.9520066163319244,0.9574157448338104,0.9316671892610572
268,13.425,1.000197473719058,0.9999327272703602,0.9803462841424162,1.068118798137485,1.106809562203035,1.1017353636370613,1.0459191794113487,1.0139940134337642,0.9921749596000764,0.958784456151997,0.9751389884530974,0.975820427298976,0.9621916503813932,0.928821796595309,0.9127150602381648,1.0039865662619816,0.9798264617262652,0.9798264617262648,0.9959331980834092,0.9341907087143568,0.9556663571905492,0.9663220042023344
269,13.475,0.999855000058516,0.9831228419233604,0.997862695828377,1.10952366999234,1.0488744661663914,1.0688110556593495,1.0860194802743248,1.007112557649562,1.0010589373581775,0.9320670376213298,0.925303125882424,0.968592161011426,0.9151572582740642,0.9299353805884624,0.9405936657528008,0.9672393786636448,0.9965496628655732,0.9272708092973788,0.999214234156658,0.9592456647903914,0.8793085260578588,0.99505424020221
270,13.525,0.9991259252248252,0.9843180619150594,0.9828045026194446,1.0692555899283405,1.0659226288064132,1.101751960867133,1.077379682663039,1.0215525838707538,0.9950138809374084,0.9507015218673212,0.9836000914799616,0.9513729212471712,0.98897128651876,0.917782606818926,0.9389418600020716,0.981260366368362,0.9891950863120414,1.031513592678332,0.9918399929599344,1.0077094328472933,0.9415867666499648,0.9369446855944789
271,13.575,1.000435774527191,0.9686918930324776,0.968065880435196,1.057671441090004,1.0812441770204562,1.063254457494585,1.056017214007166,1.01259375308265,1.0070250521047468,0.977700695855502,1.0170219917351706,0.9697031441511624,0.9743683826453604,0.9477906603147774,0.971419790350326,0.98192162592168,0.9897980026001966,1.0081762148500677,1.1000672760994228,0.9714197903503258,0.9714197903503264,0.9839844864803392
272,13.625,0.9996461730348438,0.986825194650756,0.987322335806751,1.077223016927914,1.0681914215115982,1.1043178031768637,1.0885125111983094,1.0053807806617612,1.0122176352339023,0.9751691466240348,1.014202375695146,0.9659070244715676,0.9625991237028292,0.966909418643912,0.938240945314847,0.9564845192515248,0.9643031937958152,0.9747280931882024,0.8835102235048141,0.9252098210743632,0.9799405428843962,0.9065673351711409
273,13.675,0.9999866255049966,0.9912196646467468,0.961608920370518,1.0736391808003356,1.0595793775216829,1.0585605511971423,1.048372287951742,1.0084342960297707,0.9634538975138836,0.9555728840372876,0.9588566396525358,0.9141975632851568,0.9680511553752316,0.8304916474200974,0.9572645157178696,1.0271189533513354,0.962438918505534,1.047816564501992,0.9805493282623586,1.0064213422006787,0.97020052268703,0.980100528020572
274,13.725,0.9990561299367354,0.9698030523075092,0.9678433593500806,1.0502551130368394,1.0838341478527318,1.0534916465130697,1.0555144799357137,1.0055504943964035,1.029468165580606,1.0053450990027193,0.9883937549209616,1.021644468312102,0.9949135026447146,0.888661371558824,0.9759864774345476,1.019649030372408,0.9657129355668148,0.965712935566815,0.9400290808974844,0.9528710082321492,0.8783878296910921,0.9435671629182596
275,13.775,0.9997173548921052,0.9683688153158476,0.9801633626646216,1.053890383696226,1.068951698249812,1.0476650403474108,1.043046237217645,1.0187473164045266,1.0252445357904123,0.9203899809936652,0.957930500612254,0.966344755009524,0.9747590094067936,0.8490747619063156,1.0071607536125966,1.0250091720310477,0.9740136908354734,0.9536154983572432,0.9000702431018907,0.9204684355801191,0.951065724297465,0.942739931449208
276,13.825,0.999628162809058,0.9944530179220992,0.9608941518159634,1.0393032344551811,1.044088056558946,1.0498697166009945,1.0729963567691898,0.9723157250024784,0.972219108402306,0.9587249899115932,0.9471586026338396,0.960652721124552,0.9754319937572375,0.8986342977581454,1.0277338729290335,0.999888866519627,0.959387039015034,1.0454534224622924,0.9771065885482932,0.9188852115104418,0.9973575023005892,0.9853722676308634
277,13.875,1.0004010575189843,0.9693216765712416,0.9938902897879948,1.052807194369172,1.0302427987763747,1.0444939959928787,1.0702253243004538,0.9884788736002336,0.998398376790994,0.9633108939005754,0.9358788618226124,0.971604298947402,0.948637946510038,0.9047350960173972,0.9524850038627604,0.99772175866363,0.9901822995301524,0.99772175866363,0.912274555150876,1.0253664421530506,0.987669146485659,0.95966544113274
278,13.925,1.0002558055144044,0.986646671051618,0.9760567586392208,1.011656255303447,1.0607848613302269,1.0596057747855838,1.0501730824284423,0.9717638272097016,1.0191101985747717,0.997575240991464,0.9830074755674616,0.9684397101434592,0.9950417165698988,0.8358711254483547,1.0005502128501198,1.0429675535445146,1.0704140681114755,0.9755988359710648,0.9107252560855206,0.9606280098436316,0.938171770652482,0.9645489404960544
279,13.975,1.0002042132715918,0.9638868880808036,0.9905860468877976,1.0065763883394323,1.0643291720084518,1.0459887609784253,1.032721229595002,0.9825777653958868,0.9791303084289494,0.9948517327775196,0.9696974538198072,0.9810168793507772,0.9678108828979788,0.9364252030166508,1.0702002320190298,1.0181766096292162,0.9884488254064654,0.9314705723128596,0.953766410479923,0.9859715100545694,0.9686303025912985,0.930130799724589
280,14.025,1.0001254400054598,0.969694592076645,0.9852950977916792,1.0083233892862655,1.0538480764106213,1.0515234115361862,1.057916239940883,0.9893386261450446,1.0221119303652064,0.9771564881011292,0.9740345823883454,1.0008829715182808,0.9690395332478928,0.8584294678119513,0.934679649766594,0.9248409166111564,0.9592764826551888,0.9863329988326428,0.8658085176785294,0.9420586996331728,0.996171731988081,0.8829259054642665
281,14.075,1.0005957115958368,0.9452311174880056,0.9583916788823064,1.0313708512851585,1.0540679345473092,1.0594536831179888,1.067532305974008,0.9850149439446658,0.962786894280566,1.0111432225187398,0.9503878357579572,0.9888249171780444,1.003703787405175,0.908512833565692,0.842572385968182,1.013529101961726,0.918281788765323,0.9158395499654152,0.8523413411678131,0.9915489527625562,1.0306247735610805,1.0008444126846552
282,14.125,1.0001869405593289,0.971740341854576,0.9645705333106056,1.038024225500182,1.0685824363704728,1.0437538900383618,1.0513934427559342,0.9696502286779068,1.029851373237134,0.9984572190021702,1.000919505608834,0.9750654962388636,0.9978416473505044,0.8560176695439522,0.982116589703402,0.9457419011958684,1.0669908628876466,0.9796916104695664,0.8657175864792944,0.9578667973650468,1.0548659667184683,0.9758066947582168
283,14.175,1.000864352282739,0.9741981717573802,0.9644378176084676,1.019145952318142,1.0553679241999363,1.06997049925176,1.0328003082107555,0.9728728573487284,0.9920370959557012,1.0250438754884228,0.9681988662931796,0.993259569271728,0.9767561795053664,0.9125948527369332,0.9174106567091596,1.0257662460842574,0.977608206361992,1.05706897190373,0.9366738725980664,1.07151638382041,1.0161346381398046,0.9867729761662792
284,14.225,1.0002399362013132,0.9688440060938268,0.9780797792483044,1.0270591206249478,1.0432540389186298,1.0500333070415675,1.0212214175190857,0.9748964186790158,0.9996421958893006,0.9802198824293992,0.9820407243162652,0.9607975689694978,0.9808268297250212,0.9061907047058168,1.0329139430947565,0.9994398801240932,0.9779208396429524,0.9803118441408564,0.9014086957100071,0.9827028486387616,0.968356821651334,1.003197172906515
285,14.275,0.9999294527418624,0.9763351927010347,0.9607102064325964,0.9976243783602368,1.0346496130210292,1.0503572883316687,1.0307226941933691,0.9955674208790822,1.0149517278833096,0.9516679206221768,0.9739679288951476,0.9848165815684846,0.9799949581581128,0.8143794995018505,0.987702250124692,0.9710822603389409,0.8927308799203955,0.8879823114101808,0.8333737735427098,0.9877022501246926,1.01856794544109,1.0129714182683358
286,14.325,1.0003571868702172,0.9557019217791236,0.9758278798965904,0.9901152412390825,1.0378383502035315,1.0317104801808592,1.0270681544061078,0.9676463844892836,0.982143296577886,1.0437890976427988,0.9947118579600526,0.9845373082697276,0.9767567702712426,0.9595996864797138,0.9737461192042314,1.0067544622281033,0.9713883804168112,0.9572419476922944,0.9030139555816477,1.0185431561652003,1.096348536150042,1.0511665622441873
287,14.375,1.0011097487430298,0.9619054225730506,0.9755272985514508,0.9911688192350476,1.0179073269167374,1.0634549917262366,1.0369008875457992,0.9740192936185158,0.9723511511764108,0.9973137112921872,0.9889928579202616,0.962247257796216,0.993153284606224,0.9599599236441944,0.9740081176487438,0.9740081176487438,0.9716667519813188,0.955277192309345,0.8452330059403763,0.901425781958573,1.030200893666941,0.9673901759153066
288,14.425,1.000172763003693,0.9743203729790656,0.9620124679602108,0.9837601648457486,1.0249638202981486,1.0260625844435458,1.0103136316928507,0.9780832167611958,0.9821486440991656,0.9992654173436828,0.9797877098585432,0.968573272215584,0.9520467325312232,0.9184391913332643,1.006795366702034,0.8719359411391758,0.9649424415273536,0.8975127287459242,0.8998378912556286,0.9928443916438072,0.990519229134103,0.9285939827021767
289,14.475,1.000764839852528,0.979383502802227,0.9600028533201954,0.9780668254602743,1.0233510648689037,1.0475390321032314,1.0353541162784192,0.9627902145754356,0.9841676771149248,0.9935462851160196,0.973030580113624,0.94430859311027,0.9583765051119126,0.919032534046712,0.9975428510255768,1.0298706286051098,1.0206341207252436,0.9444329307163444,0.870540867677413,1.00908848587541,1.0137067398153436,1.0271609387934142
290,14.525,0.9996235617049584,0.9637941700270696,0.9524206770413872,0.9765825635422948,1.0266127780977263,1.0043971954611988,1.0376302621694995,0.9507546910461696,0.9942855625388324,0.9704180519626656,1.014660266689218,0.9640145735154017,1.0024354441989864,0.9127161841913124,0.8668510493073276,1.0159127376802803,0.9998599404708858,0.9218892111681104,0.935648751633306,0.9975666837266864,1.01820599442448,0.9590961318137926
291,14.575,1.0007585784814423,0.9791323824931618,0.9281936040805948,0.9670236295175724,1.0172493049516145,1.0197605887233163,1.0143792663553832,0.9555434751326484,0.9626150846546112,0.9735998814164364,1.0256331292356038,1.0140701852757887,1.0030853885139646,0.8905218810263696,0.9110198271369512,0.9269626741118476,0.9930116115792764,0.9565708184937988,0.9907340620114348,0.9656810167651688,1.0089544585541734,0.950993146082757
292,14.625,1.000683688467065,0.9647901342597506,0.960259590248245,0.9709338382198928,1.015650240677359,1.0297243275066017,1.028833562517409,0.9646984832955448,0.9927932110546784,1.0220774526763028,1.0088708339057664,0.9571927604558408,0.9916448094224578,0.916111302066859,0.8640852281223216,1.0721895239004726,1.0088534338810349,0.9093252924219192,0.9568273599364971,0.9477793470765776,1.0540934981806331,0.984871583469157
293,14.675,1.000870431100117,0.9931533914102622,0.9486918318163832,0.9577820518188102,1.0218347218277533,1.0388210652555396,1.0172342538160617,0.9595514625925384,1.0242492869912858,0.9923127836107114,0.9888910153913644,1.0213978134751636,0.9968751412365084,0.8806732750400885,1.013223589395612,0.9862642034249972,0.9705378949421386,1.0222100513858168,0.9368386624788696,0.9525649709617284,0.988510818922548,0.9516938343402284
294,14.725,1.0004600578054743,0.9588599986541794,0.975885589574684,0.9488282583953658,1.0219367146821732,1.0189491094973762,1.0203550413490452,0.9685113043187376,1.0173052507169622,1.004843827823993,1.00710954107726,1.029200245296615,0.9691588440850348,0.9528010809762196,0.9550324652408008,0.9840404606803572,1.028668145971984,0.9371813911241496,0.8880909373033614,0.98850322920952,0.9661893865637068,0.962523540986181
