,r ($\AA$),g_full(r),O (DOL),O (DOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),C (TOL),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
200,10.025,1.006575933804531,1.0593399413373326,1.07834258130513,0.8806014066771685,0.9432776633801704,0.9544201090162596,0.9384028434143816,0.9429294619540424,0.92447478636927,0.916117952142203,0.9140287435854366,1.017618667858452,1.0212747828327942,1.0456488826617394,1.0602733425591069,1.3730742903639,1.281856068276788,1.1906378461896765,1.1474292146747285,1.3586714131922517,1.454690594336579,1.123424419388646,1.094618665045348,1.1429711812644552
201,10.075,1.0066335113926057,1.0563319756629137,1.0839870188025875,0.8873965786476387,0.974274565368387,0.943591466883678,0.9532445765193164,0.9311803259235708,0.9518655608570824,0.9315250798391296,0.8832595316609372,1.0015101246975102,0.9785839893128684,1.065461976033616,1.0473623954667937,1.3927535834146825,1.345219331421008,1.150328898246939,1.0695206698576918,1.307191929826067,1.4830686622026656,1.0600138194589568,1.0362466934621188,1.206884957251659
202,10.125,1.006348903232304,1.0820608788580994,1.0326824525256408,0.9134722762740836,0.9380500056805608,0.9192753512728354,0.9585314468526251,0.9083519159810672,0.939074077739164,0.9472666542079896,0.9020368049530144,1.0107591218413912,1.0609386527129494,1.0597439019779125,1.0382383887472448,1.5672957369623108,1.3649122033605716,1.091929762688458,1.0260374494227755,1.491990236087245,1.524936392720088,1.153115482149449,1.0636901998603083,1.1569575995410335
203,10.175,1.0055981320540597,1.070785783421526,1.0652296097840124,0.933585661369086,0.9335856613690856,0.9315575969345398,0.9433879728027216,0.932909639890904,0.9771890467118128,0.929191521760904,0.890827302874086,1.0043989112086316,1.0387070012263584,1.0233275125977217,1.0091310615559037,1.3841539765772646,1.44940029197148,1.0159783397099116,1.0532619485066057,1.4633816452702404,1.416777134274373,1.0206387908094985,1.0159783397099122,1.134629620255513
204,10.225,1.004914005265391,1.0546171299205984,1.081466731308393,0.9405438099548712,0.9489116374455728,0.9566100387370184,0.9633043007295796,0.96665143172586,0.9683249972240006,0.9130973357853696,0.945397149899478,1.063718230618,1.009829421577881,0.9828850170578216,1.055517759677112,1.5598644724788062,1.3014253882811329,0.9829915166804308,1.0383713204370744,1.2737354864028112,1.4352599140263569,1.0476012877298484,1.1352859770112012,1.1297762516374534
205,10.275,1.0048035638655266,1.0788130502745708,1.079684818396005,0.93074946176416,0.9277662904123518,0.9317438522147627,0.9575980039304336,0.9662160545023244,0.9629014196669818,0.9251145825440776,0.9454995867814342,1.0649921725955294,0.9710222750135707,1.0383093621710224,1.0093063073617763,1.3390622517384208,1.3207815384041086,1.147114761728136,1.0648515517237278,1.4670272450786117,1.636123843421005,1.0968428000587749,1.0145795900543668,1.2265332688922543
206,10.325,1.0046091361429623,1.0752965797127771,1.0705481805249653,0.9273372200054298,0.9188024349717512,0.934230700224939,0.9194589568974192,0.9736220157649924,0.980515495984502,0.9122372157150768,0.8846632948370389,0.9811720179101702,0.9754274510605788,1.0455111666255907,1.0673405206540372,1.4438011348639108,1.5116914703590794,1.117927524487104,1.126979569219793,1.4166450006658446,1.5433736269234903,1.0817193455563467,0.9911988982294566,1.1857254921788785
207,10.375,1.0037872616241423,1.0963801356117509,1.0871884128916685,0.8995645163504652,0.9252477822672296,0.915169538679638,0.9792151511556204,0.9525565713432832,0.9701122214636028,0.9548323037662874,1.0070115971794604,1.003597998544954,1.0138387944484744,1.0434233159475312,1.0934894292536288,1.6092186694184354,1.3985410163190857,1.0264932459521492,1.0533882654967477,1.3940585130616523,1.4478485521508488,1.0623532720116131,1.232688395794066,1.311681080749033
208,10.425,1.0040650135758746,1.1127764021974835,1.0795370766371708,0.9234776637394612,0.9186477596404052,0.9318494975111576,0.965658826204548,0.9518131011205878,0.9460172162017212,0.9183257660338016,0.938772360053138,1.0390733685101965,1.0931682944196204,0.9962482188319016,1.0875334063040554,1.5494234775950713,1.309684601405576,1.021110028214516,1.0921437693077,1.2297716426757437,1.4384332571369716,1.0211100282145162,1.0388684634878125,1.257270036070873
209,10.475,1.0021987358873676,1.0726110352627398,1.090645160195799,0.9334993995888484,0.961564977711096,0.9207423186241904,0.9832520153510144,0.9526350210358352,0.9169151943347932,0.949764677818787,1.031409995992598,1.0046201259668162,1.0213637947329302,1.0124338380576696,1.0615485997716028,1.5874351014014354,1.253238237948503,1.0245772261122847,0.9937959360574092,1.4511179597298451,1.5082832126888994,1.099331787674125,1.1477023863317863,1.2364117309943068
210,10.525,1.0025515170544286,1.1083484179524794,1.1274578734344187,0.9328646357002244,0.920228474024637,0.9328646357002248,0.95718924692573,0.9410781407893564,0.9537143024649436,0.9388668124961284,0.9287578831556588,1.0647545731891657,1.0260563280576809,1.0249506639110664,1.048169610989958,1.337183517919997,1.3415391645581725,0.9887317868659254,0.9756648469513984,1.4634972704270977,1.541898909914264,1.0409995465240365,1.145535065840258,1.1322903444302952
211,10.575,1.0025407519275933,1.0666180830725158,1.1137352784860208,0.9447170647702066,0.9174926909262158,0.9381456641871742,0.9525401607023876,0.9400232072108976,0.933451806627866,0.9481592269803666,0.9298531824990622,0.9868053208853416,1.0426622258411156,1.097423897366384,1.0185670903699977,1.5187236903007852,1.3073104493214147,1.1131554320954615,1.091582652403689,1.363399676520022,1.3763433443350863,1.0829535405269797,1.0613807608352073,1.186987169938528
212,10.625,1.0026864316360826,1.1126534681759177,1.0930867466252874,0.9640552377184396,0.9749047339628591,0.9321267201991472,0.9826543741374448,0.9860642158142624,0.9243770800245616,0.9643652233254228,0.9222071807756776,1.0491462868353885,1.0187676973510134,0.992728906364406,1.0122579996043617,1.4873673033259034,1.248020840721735,1.128347609419651,1.030044597992939,1.4061604677994892,1.453174951525308,1.111251433519353,1.0172224660677156,1.1758418327753255
213,10.675,1.0019673511432847,1.1097257749694314,1.0947840523806875,0.9274074705928456,0.9059112709433422,0.9421477217810762,0.9664077185283728,0.9498249359416128,0.9559667072700424,0.9393839246832828,0.947982404543084,1.0189198633864438,1.0339672031410958,1.0124710034915927,1.0146206234565434,1.4565303762511752,1.3125709785984432,1.0542908828097175,0.939970184673724,1.2786981791507412,1.4649985761131012,0.9145655850879474,0.9484383845356494,1.162001200441248
214,10.725,1.001267389630634,1.0856002729802912,1.085400236077218,0.9565052485675106,0.9324709245736064,0.9260820536385188,0.9628941195025988,0.965327975096918,0.9565052485675108,0.9592433361111196,0.9349047801679272,1.0403211505968846,0.9508769575056476,1.0264785969041932,1.0616173870471786,1.4723443473135387,1.350697663347463,1.0906254424544737,0.9857576114492362,1.2877769647443196,1.3716712295485114,1.0193153173709115,1.1745197072586642,1.261367392609531
215,10.775,1.000854322301466,1.1286619964657612,1.1080507852923749,0.9560884022538616,0.9398119918750129,0.9723648126327104,0.9805030178221354,0.9530742521837045,0.9557869872468462,0.9820100928572134,0.999040040753602,1.1129749134055442,1.0475678568831324,1.0433480467849128,1.0285787114411424,1.4296205120636472,1.483646868624192,0.9475391766003244,1.0140331539056098,1.3506589140136205,1.3714382819215214,1.080527131210896,1.0971506255372172,1.1265385887212516
216,10.825,1.0007223706294468,1.0978384082843395,1.0860569193741156,0.9777375650884234,0.9538466044265196,0.9030783130199737,0.9651948107409236,0.973855283980864,0.9024810390034258,0.9520547823768768,0.9668373142864296,1.010736954502678,0.9981942001551786,1.0400033813135103,1.0410486108424692,1.531736364255257,1.1899779819079814,1.0046872926835548,1.161154985806404,1.4040916672339854,1.38762138374737,1.091156280988287,1.0664508557583643,1.1341806949941422
217,10.875,0.9991758073313808,1.1325146106186852,1.095354278952619,0.9229034869200816,0.9175773366268593,0.9149142614802476,0.9279337399747918,0.93888193779975,0.9587070527800788,0.9542685942023932,0.9393257836575192,1.0625669834979208,1.0656739045023005,1.0563531414891614,0.9776444760448704,1.4605667024630289,1.2973748921319637,1.0525871766353674,0.9424327046618988,1.3789707972974958,1.4197687498802622,1.06074676715192,1.1382628770591765,1.0660754793259957
218,10.925,1.000253853863214,1.0799532747957337,1.1227504234934589,0.9558156983483886,0.9476062383625748,0.9311873183909462,0.9537633333519352,0.9745801783159654,0.9443810933681478,0.9854283932972192,1.0282348632232527,0.999501753272902,1.0138683082480768,1.0590203381700558,1.073386893145231,1.4472282868931874,1.164250688897312,0.9944641300997886,1.0025492043282416,1.374462618837105,1.4795685838070023,1.1319103919834987,0.95403875895752,1.2006335229253535
219,10.975,0.9995757914121834,1.0938229852873504,1.105093602844451,0.9494507617138682,0.9142966790433116,0.9337621628360986,0.9735647192482166,0.9456738767988488,0.9599098276323808,0.9323095147918614,0.955842413108515,1.0239716063832704,0.9873648756684764,1.0148199237045727,1.013803070073606,1.3940138868159009,1.3098923591632168,1.005452544801124,1.1296319427646095,1.2017361093240528,1.3539560165050986,1.0735509243294872,1.0334930540186853,1.2315342597899432
220,11.025,0.9990760132212684,1.0969858110558772,1.080327527816374,0.93596419924183,0.9114926652721111,0.9584204304140423,0.9785734583891048,0.94978341842473,0.9624510360090548,0.9546777252186736,0.9542458746192092,1.004628444556866,0.9885060221768156,1.0298197295256943,1.0247814725319278,1.4131547495240786,1.321855425818872,1.1313177067819171,0.9844448816909318,1.2662819244330936,1.436971964403699,1.04398791888998,0.976505810064392,1.1883088995295776
221,11.075,0.9991716611320896,1.106425232150534,1.102673366324319,0.9743224487024836,0.9201141719079088,0.9309558272668236,1.0065621080592566,0.9574893522241682,0.9726106083826548,0.9631954866235972,0.9945792258204568,1.015549269738358,1.0305278725368583,1.069472239812961,1.06547794573336,1.3099468992870742,1.160463469338399,0.963774745721722,1.132927048032065,1.2116025374787358,1.270609154563739,1.0306489117513924,1.0542515585853938,1.1948237851375574
222,11.125,0.998382469990128,1.089623501202668,1.0901812337574552,0.9839628052281586,0.9443780946730024,0.943529850875392,0.9590809871649184,0.9831145614305482,0.9517295409189608,0.953143280581644,1.0054516481009572,0.9787319684762272,1.0371194165450823,0.9935762349344108,1.0628494784059337,1.255315139271835,1.2397211623864706,1.1227663357462374,1.107172358860873,1.2514166450504938,1.5827886538644862,1.0486949455407564,1.1305633241889197,1.072523496954872
223,11.175,0.9988550018693576,1.084869560359938,1.1023734000736258,0.9583640768074548,0.9594849704645396,0.9432320124368108,0.9732159177638277,0.93594620366576,0.9793808328777937,0.9457540231652511,1.020994009897065,1.0258979196468103,1.0190324459971662,1.0219747918470137,1.009224626497675,1.4102455613662777,1.1668333137879885,1.0509227197030888,1.0161495414776187,1.2672891619949016,1.2750165349338944,1.120469076154028,1.0509227197030888,1.129300359512878
224,11.225,0.9978591605268602,1.084904837114642,1.1073662569034146,0.9803959225091288,0.9356809810009222,0.9523449343580176,0.952344934358018,0.9417910972318568,0.9717862132746292,0.9540113296937276,0.988589032909701,0.9011032777849484,1.001225864205498,1.0401084220387216,1.0420525499303832,1.3900514425377286,1.1641202163401367,1.0339225605652538,0.9879704467623532,1.198584301692312,1.3058059005657454,1.0607279602836115,1.1143387597203285,1.1721305763142833
225,11.275,0.9973872660859998,1.100281576761709,1.0915937143362175,0.9730962830808376,0.9590572702273372,0.9772254045083376,0.9507990273723376,0.9615347430838372,0.9210693530943374,0.990713867838171,1.0241597514009213,0.9875482080770882,1.0386116763971711,1.0357212913979217,0.9702058980815876,1.2525001663416724,1.2487047112921528,0.9906137679247776,1.0817046891132631,1.1803865204007893,1.3473865425796785,1.142431969905587,1.112068329509425,1.1860409738419104
226,11.325,0.9976179699773496,1.0554246475989932,1.1130128359177551,0.990443500935932,0.9538816747305832,0.93123517043921,0.9276881275983933,0.9497889329911784,0.9623400076586858,0.9724354372825512,1.024686106822284,1.043785568272839,0.997946860791507,1.012271456879423,1.0934441680442826,1.2978952212990884,1.309181266701689,1.0458402073076718,1.0985084191864751,1.2715611153596869,1.2602750699570866,1.0872223737838749,1.1022704343206762,1.0704468573181036
227,11.375,0.9975965230231264,1.074085711633473,1.0945360190569575,0.9476779938963948,0.9509234664782316,0.9528166588176366,0.9774281592299002,0.9452438894600173,0.9706667580177404,0.9571439555934198,1.0895321913275189,0.9835134203208448,1.0478819598606115,0.9958191705269772,0.9712076701147132,1.383464644386336,1.1820978228314518,1.044124259914216,1.088872442481968,1.1634527467615543,1.3312584313906253,0.9098797122109596,1.1112465337658437,1.162767825599804
228,11.425,0.9974435638530778,1.0918515650830427,1.0832140567380202,0.9662107832347596,0.9485165791022696,0.9294819049597424,0.9436908870661364,0.9629936552106706,0.9715726632749082,0.9619212792026413,1.0002587214897027,1.014333656595093,0.9974437344686248,0.9918137604264688,1.0049503665248332,1.293756661202499,1.156988099875378,1.053487566979178,1.0793627002032278,1.1754703378925566,1.2383099471509635,1.0460946717723063,1.094148490616971,1.126473547720484
229,11.475,0.9977298637966424,1.081308806585008,1.0910944066446004,0.9604666311552208,0.9631242588009185,0.9447866280456032,0.9631242588009192,0.9522279854535574,0.9370795078730793,0.962326970507209,1.0055134197498,1.01667545586173,0.9441222211341774,1.0882985209132885,1.075276145449369,1.4290788658457327,1.2055562740083234,1.0333339491499922,1.0589840826395307,1.2238777979294224,1.2934995888295993,1.0406625587184308,1.0260053395815525,1.1129764919090552
230,11.525,0.9975392151513705,1.0580884889099873,1.088576958793445,1.018806790999203,0.9489894132865602,0.9832394476361588,0.9727009755285896,0.9326547815198288,0.9271220836633552,0.9289663162821798,1.0502904764205647,1.02815968499467,0.9617673107169876,1.0549010579676257,0.9931192652370048,1.347686957665252,1.1587928288280749,0.9662661205901812,1.1297321936223548,1.1660579876295047,1.3004634254559582,1.2096489404380844,0.9916941763951864,1.105786823287029
231,11.575,0.9965292178682243,1.079536206214709,1.0687168010299286,0.967449961579,0.9442039986792886,0.9708454393059234,0.9071149342775012,0.9731961546553324,0.935584709064788,0.9481218575949696,1.0650046485794733,1.0293521324467698,1.038493803250027,1.0503779752942612,1.082373823105662,1.2568412252841907,1.2316323754933909,1.0407653699344732,1.1596070903768183,1.148803297609332,1.3252652461449344,1.0587716912136165,1.0335628414228162,1.1593131096212392
232,11.625,0.996353004878648,1.0743561573236422,1.0699293332205662,0.9480109302302658,0.9886658649601624,0.9402424713646802,0.9215981700872756,0.9467161870860016,0.9513772624053528,0.9412782658800912,1.035017669524822,0.9697626150539048,1.0232355069120174,1.0114533442992129,1.024141827113002,1.3067489443292195,1.1425127382113405,1.0211207597763852,0.97470617978655,1.1210906243698768,1.2924675351015789,1.196068022814997,1.0925278059145944,1.1974524451380844
233,11.675,0.9975935211461042,1.08070394825171,1.0584213926176544,0.9768782207427098,0.9506912093062432,0.9704598355867132,0.9655818628681556,0.95710959446224,0.969176158555514,0.9404217930566484,1.090868741113213,1.0279685665844451,1.0504329146304334,1.0576215060051504,1.010895662069493,1.2920403815541412,1.1433672417588707,0.9911542653018072,1.0407119785668977,1.1787656083767917,1.1646062617296231,1.1398274050970785,1.0725705085230266,1.103778864398418
234,11.725,0.9971651931615236,1.087239359147325,1.0986205593354443,0.973146321812238,0.9846010914909068,0.9494731311429891,0.9237635369753108,0.938018361464321,0.9291090961586892,0.9535459381398492,1.0477295999422371,0.9924921550473234,1.0005104938223914,1.0423840407588585,1.0120925387197124,1.2845540704301075,1.052913172483695,1.196811306056467,1.0283451984590757,1.1125782522577712,1.3407094396292387,1.1125782522577714,1.0283451984590757,1.138113187359162
235,11.775,0.9968017296877224,1.0483200770123682,1.082340278973352,0.9545512456818802,0.9270403821759764,0.970199626758632,0.9151778997468258,0.933602606498486,0.9467270551435036,0.944707909198117,1.0662352557861192,1.005282287559738,1.013232674719701,0.986731384186491,1.0264833199863053,1.204068735539145,1.183188930876616,0.9674309493638212,1.1135895820015207,1.0892298098952375,1.1657890936578426,1.1344693866640496,1.0161504935763883,1.1108908317390158
236,11.825,0.9966452805433448,1.0735357637109213,1.0567514829171571,0.9745255046833368,0.9537536462116578,0.9607610201539106,0.9374865281314272,0.9254738870875656,0.9615118102191528,0.9492489058202092,1.0887707262775694,0.9985507867710612,0.9941711780571536,1.0335876564823263,1.021324752083384,1.3767897211540394,1.093840455152457,1.042081443078997,1.097291055957355,1.180105475274891,1.280172898616914,1.0662356487132785,0.9316622173222824,1.1596131317192755
237,11.875,0.9965041496890836,1.0619038042011308,1.0442815529943512,0.9963636611292748,0.9556653696161482,0.9680733853213698,0.9385423079429432,0.9454907967378668,0.9444981554814492,0.9325864604044368,1.0249020972512823,1.0553017357290742,1.0353248304436682,1.0275077805493786,1.0804900076106745,1.2728368110701602,1.0743837598818022,0.9888436516109582,1.043589320904298,1.0264812992501289,1.255728789415991,1.1530806594909784,0.9477843996409528,1.0899555510200871
238,11.925,0.9972654751427824,1.0662855246919047,1.070168810366048,0.9572654799004972,0.9641558226864128,0.9533281411656868,0.916415590526851,0.96932357977585,0.9341336148334928,0.9437308779995895,1.0559450319416532,1.0085739252884798,1.0361352964321449,1.0714483032099646,1.056806324789893,1.180754195586544,1.089143956273795,1.0823580126209984,1.0586072098362118,1.0653931534890084,1.106108815405785,1.06200018166261,1.112894759058581,1.1550991739195935
239,11.975,0.997223474651702,1.0371825065946425,1.0519443863295908,0.9636862600748132,0.92976567507851,0.9436755552568502,0.922200652525378,0.9631981941036426,0.9307418070208496,0.942455390328926,1.0351879248511908,1.047145541144851,1.027500885805266,1.0522702338421346,1.009564461364775,1.2785849456857898,1.1540911483427,1.1372676622152558,1.0733384149309655,1.1911028178230785,1.194467515048567,1.0733384149309664,0.9690328009408096,1.1556704960199695
240,12.025,0.9973855462561898,1.0277796142741913,1.0629459395187488,0.968273316831626,0.9486706828242872,0.9530268237148072,0.927858009680693,0.9300360801259532,0.9423784793157584,0.9460085967245248,1.0647134359911865,1.0376085593390647,0.9867869156163348,1.049466942874368,1.0274442305945186,1.274647892560988,1.0377368968232124,1.0010323763567963,1.1144827123439005,1.0377368968232124,1.1611975565738837,1.1411769090467478,0.994358827181085,1.217990822008005
241,12.075,0.9973026014842284,1.0368023687708905,1.0398007317856015,0.93699034967322,0.9737115390943264,0.9545109171747936,0.940590466283132,0.9314701708713536,0.9552309404967764,0.9437105673450562,1.049193984015493,1.0046725419395748,1.0105527324024317,1.0508740384334525,1.0601143377322269,1.0887261735774687,1.1284365507292309,1.015923815465905,1.1185089564412898,0.9629766459302224,1.1880021164568728,0.9497398535463024,0.9993778249860046,1.1132074860222203
242,12.125,0.9971951786225288,1.0528410952240732,1.0384421981286942,0.9606988171153668,0.955700136451486,0.979979442533192,0.978551248057798,0.940228029634712,0.9311827979572134,0.9464168723614216,1.081381250286202,1.0247295360955535,0.9855732042284886,1.0872130443940633,1.0630527545186397,1.240581655672223,1.0633557048619056,1.1257129838507212,1.0896114012782492,1.096175325382335,1.2569914659324384,1.0371000084455624,1.1355588700068502,1.1338843995721328
243,12.175,0.9979399480233284,1.0321036011649627,1.0291542902276594,0.9573098263425412,0.9903612136885226,0.9566015823279838,0.9322852044948692,0.9459779221096326,0.9235501949820024,0.9337016925239824,1.0675598112752087,0.989062766328502,0.9758422113901104,1.037813562663825,1.0394661320311245,1.1034656366192537,1.1197409409941683,1.106720697494236,1.0383644191195924,1.0481296017445416,1.2792389238683377,0.999303688619796,1.162056732368948,1.1552808913638806
244,12.225,0.997172278220858,1.047388112616273,1.0629380463770024,0.9490267875162244,0.961905266004602,0.9656517324739476,0.937553233953852,0.9635443450849402,0.9420021628862002,0.944109550275208,1.133423184054352,1.0375370578545255,1.0473715323365596,1.0440933741758816,1.0195071879707982,1.184855498832865,1.094457804099022,1.0395734894391893,1.007288598462817,1.1945409661257764,1.1687130533446792,1.023431043951003,1.042801978536827,1.1501986566827185
245,12.275,0.9973898738851784,1.0306265749386654,1.0341388599028958,0.951994686986961,0.9907805159029952,0.9596589525811476,0.9104218524003144,0.940614413831957,0.9271438864239931,0.961052455416454,1.105512249343238,0.9973996543707008,1.0754358131478707,1.0543010201457208,1.0795001964175148,1.175222580574106,1.079155339655243,1.143200166934485,1.0215149951039235,0.9542679264607188,1.1752225805741068,1.0631441328354314,1.0695486155633556,1.106341715316635
246,12.325,0.9980322156121038,1.039700694095422,1.0369742062612557,0.9894387730694838,0.9737736190371852,0.9643284526353574,0.935532213605396,0.9475114490418596,0.956265505706968,0.9521188472866534,1.0231879652126,1.0449579219192504,1.017543902362727,0.9989991244274316,1.0562460476189948,1.245114471123386,1.0990040995119692,1.045006788264271,1.022772601279925,1.1498250983333316,1.2292329089917102,1.1148856616436449,1.0291252261325958,1.1465839632044177
247,12.375,0.9980858000883523,1.0430355573491052,1.0317668067295174,1.0038536573925738,0.9771177416368416,0.9517528984839676,0.9357570514506238,0.9462686080725354,0.923874422225854,0.9725474996273143,1.106112822355737,1.0381304724640252,1.096515314135731,1.0237342101340154,1.0309323412990203,1.2161690971715184,1.0271272685956347,1.1626072457416847,1.074387725739605,0.97041472002287,1.064935634310811,1.1058946971689192,1.0523328457390857,1.1086917446325415
248,12.425,0.9984540603112452,1.038831016177504,1.0461341323601003,0.981283312334001,0.9898970258633822,0.992390469253466,0.937988068015268,0.9361746546406612,0.9420682481081328,0.956122201761334,1.0623202225117332,1.0163048581310905,1.0313788568075082,1.0178915948338714,1.040105908672802,1.081385104410296,1.097012056786167,1.037629637757856,1.0907612758358185,1.1001374472613414,1.1438929139137808,1.0032503425309394,1.025128075857159,1.0524274049056197
249,12.475,0.998418935638592,1.0534372940335472,1.0288940532181692,0.9648882836811974,0.98265248186596,0.94487545281482,0.937904691501812,0.9687109592399435,0.9453251793511428,0.9707347286533978,1.05539574911622,1.0483125561691315,1.0656270278175706,1.092385756728795,1.0278499987664302,1.0851356198401918,1.0076259327087491,1.0293286451055532,1.0386298075613265,1.029328645105553,1.0882360073254498,1.066533294928645,1.0107263201940069,1.0408760066577885
250,12.525,0.998181383764545,0.9920945495522314,1.0428433245588955,0.9748226232049224,0.9641151893573622,0.9763841239743584,0.957423043202638,0.9853069855139912,0.9520693262788572,0.9491693962784772,1.0758740301412697,1.0204407528262984,1.044644014752553,1.0040449947472228,1.1133500486077283,0.9688402501272152,1.0026727667983242,1.1103216834791256,1.0395809668031704,1.070337800140542,1.125700100147812,1.0857162168092285,1.0303539168019589,1.1226871858617002
251,12.575,0.9983767747093332,1.0061926379883102,1.03747700778838,0.9588978343556744,0.9542505104411886,0.9482753796939908,0.9248174589827745,0.9487179819715612,0.9318990954238964,0.9431854535019352,1.0797282561323198,1.0061456274862866,0.996850979657314,1.10683764563349,1.0719827162748423,1.077099466847357,1.1137147461736128,1.067945647015793,1.0618431004614175,1.0526892806298531,1.0130227280264092,0.9642023555914014,1.1747402117173722,1.0808979907230385
252,12.625,0.998564944474312,1.0315853863782944,1.02480053986839,0.9594410680295808,0.9583433093705078,0.9893001035563592,0.9374858948481256,0.9515372056842571,0.940559619093529,0.956147792052362,1.045066243437255,1.065045451032378,1.0466031055599565,1.0281607600875344,1.0850246586275023,1.0716120437384693,1.0685848910725408,1.0292319064154782,1.1624266237163048,0.9626345477650652,1.219942524368935,1.029231906415479,1.1200464863933142,1.0295407995446544
253,12.675,0.999426090326376,1.014010072663054,1.0218872695552104,0.9468765244364176,0.9747578667708692,0.9773717426147244,0.932500207295216,0.9477478163843696,0.9682231771612332,0.9582033197597892,1.1290854530518009,1.0032926780662854,0.9926193517038784,1.0673326362407298,1.0116788630653204,1.0301377110384016,1.0031078585621744,1.0481576126892185,1.1232405362342912,1.135253804001503,1.1803035581285468,1.0751874651654447,1.1262438531760943,1.0639097035880618
254,12.725,0.9994642870243734,1.0373187545094462,1.0090411610645995,0.962574340192344,0.968193319277436,0.938369507210408,0.9720833817209616,0.958684277748818,0.9491752362202004,0.953497527824118,1.0718202604813485,1.0430770213152996,1.0173593862719927,1.0324874068857022,1.0748458646040906,1.1591272764171394,1.1114510902405987,1.0756939506081935,1.0905927587883624,1.0101391946154508,1.1084713286045649,1.0697344273361256,1.0399368109757885,1.0555653566994747
255,12.775,0.9993700698162052,1.048107178131325,1.010745273072837,0.9662044286289458,0.9580562332698912,0.9846450812836478,0.962988035724056,0.961915904755759,0.9561263975269572,0.9372568924849364,1.0454349071860678,0.949371972426688,1.0101617983291076,1.047686382219491,1.053690315641952,1.1234632995060083,1.1205068171388877,1.1145938524046457,1.1234632995060088,1.0258993813910136,1.0406817932266186,1.0377253108594977,0.9815521458841976,1.0861452516679608
256,12.825,0.999291726722353,1.0269408672336648,1.0077757808951533,0.9497495504493372,0.964855334069836,0.9803866327218967,0.9582598510806042,0.9574088210174776,0.9674084242592156,0.9661318791645253,1.0775104386762269,1.0901695108652354,1.0477243864667936,1.0298527551411347,1.056660202129624,1.1264543381021792,0.9856475458394066,1.170456460684295,1.0267161935827154,1.152855611651449,1.0472505174543698,1.094186114875294,1.0883191651976785,1.052009930713251
257,12.875,0.999504973693092,1.0167592178308191,0.9959382099571502,0.9575869811978464,0.983342186600434,0.9702534756581352,0.972786774550193,0.9588536306438752,0.9698312591761258,0.9527314916547358,1.1090571441188015,1.0292582290189818,1.0543801096985548,1.069157686568892,1.0506857154809706,1.1992227532958446,1.024578663010042,1.027489397848138,1.1613832004005873,1.0187571933338484,0.9285244133528496,1.1322758520196203,1.1089899733148465,1.0330732565171394
258,12.925,0.9993243222833664,1.0157945773623402,1.018273804805394,0.9596190371560106,0.957314778389646,0.9627612082010536,0.9120675153410328,0.9669507695944434,0.960875905574028,0.9627612082010528,1.0411060062574484,1.0227766751613678,1.038173313282076,1.071899282498867,1.0374401400382325,1.0253316728293052,1.117755936295609,1.062879029862492,1.0426612222292375,1.077320321029101,1.137973743928863,1.0715438045624577,1.1004263868956774,1.0338490874153272
259,12.975,1.0000280278999822,1.0088008637849784,1.0247918814062815,0.915029248083654,0.9530688556255232,0.9798836609419233,0.9553553894121932,0.9474564545127888,0.9503665884230956,0.9181472487018398,1.028004803815927,1.0272772703383504,1.0738394129032616,1.0607438103068805,1.109488553304521,0.9887841354338354,0.9285972750161244,1.1148899382138031,1.0661672416851788,1.0231766271011,1.0661672416851788,1.0002482993229238,1.0088464222397395,1.0162454871987678
260,13.025,1.0004765743373714,1.0203298098436595,1.0081232854669582,0.9509225285617752,0.9560793752459494,0.9692809027574364,0.9399900135913256,0.953604088837546,0.964124056073262,0.9538103627049128,1.088713471962916,1.019405452527611,1.0367324573864374,1.0230152452065333,1.0273469964212398,1.1205671576629814,1.12909939490407,1.0466211015735456,0.9812072827251992,1.0181803107699166,1.112034920421893,1.0466211015735456,1.0864382086986262,1.0515547081415235
261,13.075,1.000513530899722,1.0165788523879289,0.9877760092248123,0.9604489531063796,0.9622912464946918,0.9686369237210968,0.9354756427314912,0.9819423759700142,0.953079779553134,0.9575831633912292,1.006608637446851,1.0295349551680602,1.0008770580165485,1.0245198231665456,1.0001606105877607,1.0950790396380712,0.996296136577936,1.0922566709792103,1.0358092978019902,1.0442764037785726,1.1628158874507355,1.0837895650026277,1.089434302320349,1.0539818960034313
262,13.125,1.0004145462267948,1.0323564332936066,1.0057761602666395,0.9490823416283252,0.9618803269713444,0.945832059636448,0.9517231957467256,0.9486760563793408,0.955989190861066,0.942175492395585,1.0828517598565468,0.9897108665267988,1.001086853498371,1.052278794870447,1.0586777875419562,1.1203623532609164,1.0251315532337386,1.0251315532337384,1.0895523885462408,1.0363351767663476,1.0475388002989563,1.067145141481023,1.148371412092439,1.0544553229900078
263,13.175,1.000178019062852,1.0058450055099768,1.011279855961467,0.9412875473890084,0.9443116024780718,0.9437067914602588,0.9622543293398454,0.9457228281863016,1.0007606308072476,0.9356426445560913,1.087349408190752,0.9815074800735472,0.9935028985934968,1.0379565084027231,1.059830506880279,0.9673310763681516,1.0479419993988304,1.0785185564104682,1.0451623123977731,1.0340435643935413,1.095196678416815,1.0340435643935413,1.1424513574347992,1.0904598648537889
