,r ($\AA$),g_full(r),O (DOL),O (DOL),O (HME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
263,13.175,1.0003141127194966,0.996453745052109,1.0023763997248536,0.9484598192557352,1.0691070005436405,1.0011493471670132,1.0340772823082651,1.0305743104847278,1.0347778766729725,0.8748937505938164,1.02668919628044,1.048768533834859,1.065328037000672,1.00184994153172,0.9852904383659062,1.0322090306690457,1.0487685338348585,1.0557528140816648
264,13.225,1.0014491274371549,1.0059141358979904,0.9912845575029018,0.9829546897999438,1.043655634776858,1.033226031497943,1.030444803956898,1.039483793465292,1.0735538308430836,0.909377126299017,1.0162015477618531,1.0435924250600157,1.0134624600320363,1.0134624600320368,1.0682442146283635,1.0025061091127716,1.0490706005196486,1.0828340492708528
265,13.275,1.001886928477216,0.9897947251831172,1.019611724108083,0.9831571206657194,1.0613415614664152,1.036498716074484,1.017866582030535,1.044089585499796,1.0427094274224666,1.0466198753082347,1.043901382125616,1.013997957116809,1.0765233003170418,0.9378801480034832,1.016716450299428,1.1009897389606107,1.0411828889429973,1.0499763821969768
266,13.325,1.001821225905895,1.0014234387898333,0.994346695999978,0.9286219263150948,1.0342139966398876,1.0403781860238337,1.04654237540778,1.0533914747232755,1.0109270589672017,0.9875155922160528,1.014496892549825,1.0387800628502195,1.060365103117237,1.0306856727500882,0.9821193321492984,1.084648273417632,1.003704372416316,1.0230317936758122
267,13.375,1.001826050967452,1.002251174339456,1.01400029615893,0.94080728661788,1.0271758163798992,1.01086064788677,1.0264960176926854,1.0774809192337125,1.0557273612428737,1.0444179830828642,0.9855020968576766,0.9962140761713472,1.001570065828183,0.9346201951177422,1.0524519675681172,1.0176380347986882,1.0444179830828642,1.0568788569783585
268,13.425,1.0021946005396425,0.999616344482766,1.0097570124460702,0.9417867217801172,1.026286301226257,1.0377569567955185,1.0148156456569957,1.044504401248025,1.0492276123647797,0.9755168934214876,0.9834911459562684,1.002097735204089,1.0499432504127724,1.0020977352040894,0.964884556708447,1.1376600282953588,0.9728588092432277,1.0606569570496376
269,13.475,1.0021427253708266,1.0013966293782337,1.0026548234093655,0.983393411023676,0.9959128390856204,1.0039497954198695,1.0186842153659916,1.080970626956417,1.041455591646362,0.949822112229362,1.068549876258033,1.0342507444275275,1.0527195077208764,0.9656524807665184,0.949822112229362,1.073826665770418,1.0764650605266104,1.0350314938961978
270,13.525,1.0023532349454718,0.9902595564912012,1.001624623919717,0.9419996175780172,1.0557081265364294,1.059696948173217,1.048395286868986,1.0377584291708857,1.1128812366637175,0.9559070033614528,1.0423314721585155,0.9611448499552144,1.0580450119397995,0.9873340829240214,1.0030476227053056,1.060663935236681,1.0816153216117268,1.063550095604672
271,13.575,1.0029057877115242,0.998846754261384,0.9828542966096872,0.9471750773419428,1.0248485640604983,1.0413464482211634,1.0096705106326869,1.039366702121884,1.0776417933746258,0.9566773069650968,0.9150826414448756,1.07366230374072,1.0086706388653737,1.00607097227036,1.021668971840443,1.0138699720554016,1.1126573026659274,1.0557299096771553
272,13.625,1.003115281441539,0.9974363158435836,1.0125732272376329,0.9762758110426332,1.0625411278644894,1.0461641067814982,1.015375307145474,0.9931025584726054,1.0723673405142844,0.9651524424909668,1.1432153262660385,0.9935392790348184,1.0348292230986027,0.975474928506912,0.939346227451101,1.0193454940746838,1.1664409198019168,1.019319161202194
273,13.675,1.0031146312768264,0.9914996177274356,0.981726334161862,0.97100482762966,1.0697422705802877,1.0391782057065644,1.0456811982328884,1.110711123496128,1.0151171333591658,1.0195904039757584,1.0452082533218825,1.0119050491719217,1.0759496725372326,1.0733878876026204,0.929927931264322,1.1348707260333188,0.993972554629634,1.0403460900786383
274,13.725,1.003340330033064,1.0098783102012865,0.9962952225655776,0.928689631465604,1.0225826019199036,1.0232281717443488,1.0690636292798996,1.0445319759510137,1.096177561906564,0.9892868491561364,0.9765710798867768,1.0452362339413164,0.989286849156136,0.923164848955469,1.101185618726496,1.1088150802881114,0.9816573875945206,1.0875875307731406
275,13.775,1.0035469851654462,0.9838985774631224,0.987751337433609,0.9611367976531568,0.9901778352996372,1.0670848516335891,1.0222224254387835,1.0292722352693962,1.0343993696916594,0.9997912123413808,1.0149395640435237,1.13360165237697,1.1108791248237564,0.9467719813838834,1.0124148387598326,1.090681322554234,0.9871675859229296,1.056752106241783
276,13.825,1.0032310629586227,0.9863570034140232,1.0091871279477216,0.9632724572656846,1.030748401419942,0.9703032791144516,1.0110242036149923,1.0771957059283706,1.0173868480682018,1.027663482897172,1.0502219495949152,1.0226504902976743,1.0201439939979249,0.9675075717031916,0.9248971346074556,1.132936327486639,1.0953388829904012,0.9444631516412122
277,13.875,1.0033025586250104,0.9972987087543426,1.0012148031604458,0.9717881083940356,1.0239646644166025,1.003750679677965,1.0233329773935202,1.0258597254858497,0.974693076616174,0.9505932595840288,0.9182432271898076,1.072527997069938,0.9580586516750028,1.0924357093125354,1.047643356766691,1.0202702524331193,1.025247180493769,0.9770522342738078
278,13.925,1.003832320673928,0.9961584063203808,0.9708273528184428,0.9589435301534532,0.9752319653414994,1.00847138280973,1.0429651179182724,1.0053355887089537,0.994673888766314,1.0796634113037222,1.0154271442696337,1.00060339033869,1.0623690317176218,0.9758971337871176,0.9660146311664884,1.0154271442696337,0.990720887718061,1.0341080994785277
279,13.975,1.003379856972222,1.0007407488782054,0.9879902238486636,0.9561540649226998,1.02742057012915,1.0174577039945645,1.0510823771987912,1.1152183279401875,1.0292886075293852,0.9517556208873156,1.0719515627004046,1.0376098650395214,1.0694985842960554,1.0425158218482191,0.944396685674269,1.0621396490830093,1.0842164547221484,0.9994635478127106
280,14.025,1.0033368820567643,0.9945472268476876,0.971550572530761,0.94582142255745,1.0231992355479145,1.055966340976337,1.011452537375461,1.0176350100978044,1.0077430537420544,1.0350958118469706,0.8962711970816122,0.981514381586657,1.00343405760224,1.0350958118469706,0.983949901143944,0.971772303357509,0.988820940258518,0.9595450010903124
281,14.075,1.0035171402029823,1.014940128283815,0.9835728160587042,0.9468685635978004,1.0208534343724058,1.027605922513174,1.0147148087898905,1.078556514848056,1.066893126241276,0.9866445481716576,1.0325912305620049,0.9890627946132556,0.9938992874964496,1.088210898718741,0.960043837314089,1.1051386238099212,1.1655947848498514,0.9690258955257356
282,14.125,1.0033503577144622,0.9995230034205173,0.9962023289905484,0.9605453713453914,0.9916960768993764,1.006324660701211,1.0593532769828622,1.0520389850819445,1.0563056553574797,0.9724683550083284,0.9940787628974022,1.046904204404027,1.0709157687252209,1.049305360836147,1.056508830132505,1.0877238637500564,1.0973284894785336,0.9702632113461778
283,14.175,1.0034355156210542,0.996122526632202,0.9908923432941034,0.9725261093272992,1.0004483605436127,1.0458407543976784,1.0125529989046966,1.0761023503003888,1.042209362889353,0.9370090513148382,1.003767965912333,1.0633741396600969,1.025226188461528,1.0514529049105437,1.1158275725581284,0.9894624842128702,1.0514529049105446,0.99153045350616
284,14.225,1.003450879938273,1.0034707440071997,0.9953418180881496,0.9341073071681568,1.067949801265102,0.9964326226772876,1.034294658400248,1.000639515535394,1.0595360155488889,1.0511768648048585,1.010929101963231,1.0914246276464858,0.8878182979770766,1.018031648347047,1.0085615865019588,1.0275017101921355,1.0937921431077582,1.0419725444911367
285,14.275,1.0031025581770798,0.990399434387174,1.0067678198773855,0.9820525207574128,1.0193036919261584,1.0043841414003076,1.044368536809589,1.0318361143678736,1.01214230767375,1.057931764560362,1.0156144939779472,1.0367731292691549,0.926278033859516,1.0132635345011467,1.0391240887459554,1.090845197235573,0.9803501018259352,0.9586876895039862
286,14.325,1.0034352569055884,0.9979707493428026,1.0254694971214364,0.9817296907890414,1.032349750614227,1.0258308945540922,1.063758784358518,1.0578325515765767,1.0530915653510236,0.9851913042948997,1.0132062229004413,0.968849268441666,1.015540799450903,0.94783807948751,1.0062024932490554,0.9898604573958226,1.0949164021666058,1.0282618594299489
287,14.375,1.0032442647399322,1.0057446168004678,1.0085085626529482,0.9816274130341308,1.025769191890467,0.9963437991225246,1.063433694633433,1.001640369820754,1.0516635375262564,0.950529354261407,0.9528477185400932,1.0084884612285658,1.1406352251136882,0.964439539933525,1.0061700969498797,1.0061700969498797,1.0108068255072522,0.9711580649860452
288,14.425,1.0030720215945972,0.9988942670474974,1.0173394458630594,0.981741131844296,1.013410555210587,0.9970463709280634,0.9882798436338538,1.0227615176577434,1.0023062873045885,1.010718611475799,0.9531606039885676,1.0291371738717134,1.1051137437548602,1.0268348535722245,1.0061139708768203,1.07288125956201,1.1626717512420923,0.9349769722354576
289,14.475,1.0025800841607162,1.007052273374229,1.007488415545461,0.956048249243188,1.0087431630226975,1.0511126974879774,1.0151276134215748,0.9866877889174824,1.0180296363301558,0.9488735510177936,0.9877430699751488,1.0746278770562965,0.990029512266758,1.0311854735157229,0.946587108726184,1.0288990312241133,1.0586227810150322,0.97010480086845
290,14.525,1.0027185652977992,0.9915763725593376,1.0080358689696265,0.9647461849505912,1.0173734678946944,1.025443285770346,0.9937404298302848,1.0225612079576132,1.054840479460221,1.0536177797820925,0.9809544846247066,1.080866515466112,1.0831372434397804,1.1013030672291269,1.0240983161244044,1.0172861322033993,1.0536177797820927,0.9840825282619023
291,14.575,1.0027475366991891,1.0174783013631836,1.008767198687947,0.939941430146014,1.0207095992786137,1.0499054431166444,0.981781807494572,1.0487605080641726,1.0138399889637826,0.9246217923749558,0.9584494189252594,0.9607045940286124,1.0509115981627546,1.0531667732661083,1.0215943218191583,1.0576771234728153,1.0892495749197648,0.9325379172275448
292,14.625,1.0018817291871875,1.010853515209433,1.0085036866660468,0.9705977178149836,0.9921370486995246,0.9836086500001016,1.025113523670626,1.005782486618601,1.0234078439307412,1.0459779495797197,1.0123812274304786,1.0504575125329516,1.003422101524014,1.081814453205577,0.9989425385707812,1.0280596977667908,1.1378089901209794,0.97972155671533
293,14.675,1.0020613377920666,0.996975457162304,0.9955963678940438,0.9430536321101392,0.9712705388485764,1.0074108379685236,1.0249162953547484,1.0565390570847015,1.0203987579647549,0.9409825040747576,1.0121679417352596,1.1011497388108866,1.0544342953461825,1.065557019980636,1.1322933677873563,1.114497008372231,1.0633324750537452,0.9520825292711822
294,14.725,1.0012896722464937,1.0030708063186646,0.9999098689037954,0.9970012780077298,0.9854376385243312,0.9910462761937924,1.0151634181724754,1.008993916736068,1.0398414239181049,1.005305812571603,1.0141436658689358,0.9566976194362729,1.0693802489772657,1.040657225760934,1.0583329323555992,1.0715897123015985,0.9898395693012708,0.9515797809197036
295,14.775,1.0019634619979754,0.998909643252062,0.9956654107805258,0.9886756628749176,1.027801827719416,1.0227881602671254,1.025016456912588,1.047856497528575,1.0361579401398993,0.9721788167588272,1.0050968353849723,1.051182061461576,1.101656356688332,1.0753219417874158,0.9195099869569944,1.1170180987138667,0.9853460242092852,1.002051358831805
296,14.825,1.001254863880718,0.9983159324410844,1.004448860389234,0.975253177621564,1.0479934484205635,0.9694216059307436,1.0114741413478296,1.0341603775596808,1.023093920870973,0.9307560769547462,1.055002204323412,0.9939690189493308,0.9743512093648043,0.9983285321903368,1.0114070719133543,0.97871072260581,0.9699916961237984,0.949061584084071
297,14.875,1.0012047667476578,1.0049351390368957,1.0115431580339538,0.9760991760438098,1.021174028028944,0.9870982531431556,1.0415095711059457,1.0755853459917346,1.0134794982160242,1.082563718267955,0.9288396702739052,1.032765787227629,1.0024540031161262,0.9721422190046236,1.0392611695372362,1.0024540031161262,1.0197750226084137,0.9908109198604684
298,14.925,1.0011805818960515,0.9996490252774156,1.0116485057285751,0.9551088751484766,1.0460075703313974,1.0061544635285828,1.0143434580771065,1.0105219272877952,1.0405482406323814,1.0043512303855753,1.0043512303855748,1.0065018754185204,1.0839250966045604,0.952735749594882,0.9828447800561192,0.9656396197925547,1.0688705813739412,0.9653543301453272
299,14.975,1.0015459473941426,1.0069417260882088,1.0171293194318776,0.9617803483479308,1.039576505873112,1.0070389000554871,1.0059543131948994,1.0428302664548743,1.0634374168060363,0.9250211270071212,1.0318364996407376,0.9015217450277252,1.0382454219987547,0.9506568164391892,0.991246658039963,1.091653108315563,1.1236977201056475,0.9819384612818906
300,15.025,1.0004608035122255,1.0010607002431633,0.9970127394657948,0.9674638947442284,1.020279172487714,1.0111214396829142,1.0084279888579732,1.0218952429826793,1.0601422446968434,0.9952708896767444,0.9634391981092576,1.008003566303739,0.9910266641344132,0.9740497619650867,0.9952708896767442,1.0525679344982195,1.0737890622098778,0.9732702103348636
301,15.075,1.0001469690839664,1.0197644485790132,1.0072988736949648,0.973051001915741,1.0054955411497035,0.9878364922630936,1.0236897127298472,0.976598915698887,0.9899769830372284,0.9591668885610494,0.984463597709912,1.0203006023374672,0.9675991249440034,1.085650434305364,0.9507346521780952,1.054029547869285,1.0118683659545131,0.9654050226198666
302,15.125,1.000366463231901,0.9932600300781198,1.0327068138988376,0.9930577950688092,1.0227802055145845,0.9956690878008408,1.044575417794262,1.000453402691501,0.9797213714986384,0.9989069574743192,0.9549299216106696,1.0219425476886113,1.1015200411561672,1.120367342240588,1.0010011020392546,1.0973317520262955,1.0889551737665533,0.969610302387311
303,15.175,0.9994693418305336,1.0129164314074637,0.9978367744462552,0.982005125022331,0.991231029979848,0.9991524287276884,1.052489846963152,0.9843658177317188,1.0186918789723638,0.8945579596046805,0.9985763270005736,1.0256211025235062,0.9361653065630382,1.0609873474381095,0.9881744902609848,1.1254787352235631,1.0755499188735351,0.9765414157032392
304,15.225,1.000527732359416,1.0117936129702363,1.016327268356622,1.0027182692793772,1.0335218008253877,1.005716391970694,1.0293247579793956,1.013061216951179,1.0130612169511788,1.0498966270805803,0.9837614064770784,0.9403601679560316,1.035429547573564,0.9692943269700626,1.0126955654911105,1.006495388559533,1.05196335272444,0.9367328535606873
305,15.275,0.9999403059889586,1.009097148836797,1.001068236920961,0.9938281583877868,1.0371908087299242,1.0637720807124502,1.0116519395702428,1.058560066598229,1.0559540595411183,0.9362672627000136,0.9917041400967256,0.985544487052646,1.063566758944314,1.034821711405278,1.0122363169103217,1.0717796296697524,1.0512474528561562,0.9596488028265172
306,15.325,0.9997699430443564,1.0272312743390637,1.0210056302521595,0.9962164913849691,1.0521817402565763,1.011275068268255,1.016970933988148,0.99625869500672,1.015417516064541,0.985243549730232,1.003602125191044,0.9505662405264768,1.001562283473176,1.032159909241196,0.9526060822443446,0.950566240526476,1.0240005423697232,0.9389724462728798
307,15.375,0.999375535769912,1.0196911686263976,0.9991059900729504,1.000020321373439,0.99750615965594,1.000592821315525,1.0185983476631049,1.0021361521453178,1.0211705657127592,0.993032059169571,0.999111847286936,0.9950586552086929,0.976819290856598,1.0335639799520022,1.0518033443040968,1.0416703641084883,1.0477501522258537,0.952665574798496
308,15.425,0.9997215825230592,1.0189483777234627,1.0021451393045409,0.9731352097823316,1.0258055762061564,0.9930942872788048,1.047783473454221,1.031938942880035,1.0528946123491196,0.9584159842919032,0.9966720845052354,0.9946586055466397,1.0550629743045323,0.972510337002078,1.0168068740911995,1.0590899322217249,1.113453864103828,0.9776878543241824
309,15.475,0.9992711116699936,1.010275761367944,1.0135193284960389,0.9970712193272068,1.0029373742003118,1.0405157872083246,1.0379767052483235,1.033406357720322,1.017664049568317,0.9302272998911988,0.984240497949397,1.046255651275477,1.0342527183736556,0.982240009132427,1.070261517079121,1.0422546736415363,1.0862654276148835,0.9747483826443852
310,15.525,0.9989517338991528,1.0115512476058746,0.9962907761980276,0.9548819762628848,1.0151560144783258,1.0333198397870833,1.044924505956567,0.9929557835454004,1.0307970862719782,0.9878491188542172,0.9997748627438056,1.0196511025597863,1.0534407102469523,1.0196511025597863,0.9361708953326692,1.0077253586701973,1.009712982651796,0.990566890420892
311,15.575,0.9989299283712936,1.006197102282263,1.0001697141742445,0.990233498746959,1.0036354623363553,0.9860893878199852,0.9931078176265324,0.996115716115054,1.0317091815625463,0.9676925945391844,1.0052153686131535,0.9894163058451664,1.0071902514591518,1.098034862375075,0.995340954383162,1.040763259841123,1.005215368613153,0.9549566153690732
312,15.625,0.9984542000688588,1.0179215258352468,1.008002452316352,0.9611709550328456,1.007184740595201,1.0305960575130912,0.9847696499291356,1.0076828537211135,1.023124360624403,0.9320753189424454,0.9301130551130932,0.9183394721369784,1.0262639827513669,0.9909432338230212,1.000754552969784,1.000754552969784,1.055697940191654,0.9422470538946008
313,15.675,0.9985593443465012,1.0015820763062515,1.003441679121525,0.9927667428352284,0.993345466298295,0.9968100493895192,0.987901121440656,0.9547401118532182,1.0067088582215895,0.9885310456390604,0.990480811015074,0.9885310456390604,1.0177775262792694,1.0080286993991991,0.9397869112387126,0.9904808110150742,1.025576587783325,0.9756387194792946
314,15.725,0.998329881229016,1.0080650276379282,1.0029835890420082,0.9812525830158416,1.0504804707542517,1.034251137638666,1.02982495587987,1.0204807943890783,0.9801533605867152,0.9396321881888487,1.0171276263899909,1.077186590995876,1.0326267140302192,0.9648182056042196,0.9996911527947336,0.9531938898740482,0.9648182056042202,0.9348678002790336
315,15.775,0.998172908192069,1.025646008412562,1.0119670560984315,0.9760378982507588,1.0272165809446543,0.9851896418574804,1.0071804820775128,1.022818412900648,1.0247731542535397,0.9837383944894238,1.0511177365777409,0.8817068193271163,0.993364014787755,0.9279097967591045,0.9837383944894244,1.0722941012340688,0.9837383944894244,0.9704393231792806
316,15.825,0.998471748414518,1.021729400712614,1.010782299990693,0.979576771496022,1.0493862682544306,1.0285053753645923,0.9920852133474328,1.006167675994068,0.9930564176678902,0.9622280381018498,1.0808326869334897,0.9603150598948884,1.0617029048638706,0.9851837765853928,0.9335333649974212,1.0425731227942507,0.9832707983784312,0.9849300141701838
317,15.875,0.9978182816053912,1.024096703988956,1.0225556183938582,0.9722360335708752,1.062570847257684,1.016246232663344,1.0099731077703602,1.0099731077703602,0.9679914257942388,0.9371668400730044,0.9941952481910376,1.047421762434534,0.9770867257556268,1.0892425950544244,0.9238602115121298,1.0949454358662278,0.9960961951283044,1.006260442017369
318,15.925,0.9989237872706,1.0141627900799133,1.025062923105288,0.980405954369474,1.0477570970773815,0.9873372370170844,0.988296282414866,1.0036410087793863,1.014190508154994,0.9124009170721704,0.9936291560661732,0.9520705221622648,0.9841840119971031,0.9804059543694752,1.0049633289490574,1.0691903086187342,1.0106304153904997,0.9865934875249256
319,15.975,0.9976877724306203,1.0171344484745,1.0195515079806443,1.0154478668383768,1.039779059528645,1.026436340157975,1.0016570041838733,1.0126170950954951,0.9630584231472918,1.0381039995210717,0.9855417716972192,1.058753446166156,1.0005595510754628,0.9892962165417806,1.0005595510754632,0.9949278838086218,0.998682328653182,0.967784780008914
320,16.025000000000002,0.9984766134476876,1.0087510346127937,1.0091958494265398,0.9799803009074092,1.015305551975959,1.0266709126324067,0.995889727521195,1.0494016339453016,1.01862044883409,0.9849979235587666,0.9812668708180134,0.9756702917068838,0.9831323971883896,1.029770556447801,0.9215700269659668,0.9588805543734956,1.044694767410813,0.9969334851325022
321,16.075,0.9984202833818367,1.0094699420061113,1.0125643059901903,1.0141687191656346,0.9977045580666464,1.0085287112909544,1.0297064023819922,0.9727619441149802,1.0419424016790355,0.9584866116017622,1.0196666080869812,0.9473629758771772,1.014104790224689,1.0363520616738595,0.9176999472782836,1.0178126687995506,0.9677563080389172,1.0157127987903176
322,16.125,0.9977735308012118,1.0229006791032862,1.0123571228850765,0.9914975176962088,1.0219274277600667,0.9732864884067272,1.015847310340899,1.01117029694154,1.006960984882116,0.9672914075948202,1.0096679835465934,1.0262501219625044,1.011510443370584,1.013352903194574,0.921229911995067,0.9433394298829488,0.9691338674188104,0.974059627356417
323,16.175,0.9980895767226816,1.0108233374822702,0.9969393610949444,0.9895444827979154,1.0407192262605516,0.9816878096749818,0.9956322387896834,0.9756452237252784,1.0160840681579124,0.9887867917697396,0.9192054990155724,0.979631358512612,1.0492126512667783,1.0034354849811429,0.8990635458498929,0.933854192226976,0.95216505874123,1.0093584897617742
324,16.225,0.9986624028545475,1.0236952209392975,1.0175336101655874,0.9885379387851998,1.0144508020883396,1.0172225255913132,1.006135631579419,1.0250757421830716,0.991815060147388,0.9171885046203568,1.0354767046209985,1.0172785200055146,1.0300172492363528,1.002719972313128,0.9535848738513228,1.0336568861594493,1.0190983384670629,0.9743456599738848
325,16.275000000000002,0.9979637260503672,1.0107735872831498,1.0128436074294769,0.9637630944903636,1.0027177588803646,0.9889441632913486,0.997208320644758,0.985730324320578,0.9779252868201356,1.0960443035380607,1.011037567125042,0.949543332273072,1.0634885321458405,0.942308716408134,0.9043269831172112,0.9947596814289325,0.9622039100367128,1.0128277654385605
326,16.325,0.9980627168669448,1.009906350569215,1.0242221438418622,0.9693979199327069,1.020769472557865,0.9240313732363324,0.9833519058391598,1.0057111835125323,0.9901965826779464,0.9275574188805568,0.8610465186895088,0.9689020325128296,0.9527237054393312,0.9401405621599438,0.9904731352774933,1.0048538704539365,1.0533888516744303,0.992710953761583
327,16.375,0.9979439135108842,1.0217257331826215,0.987134284911096,0.9529520132440448,1.0394894052923505,1.0181735230721325,0.996857640851914,0.9827982291747486,0.9619358763634708,1.0505390308919993,1.0112331487837949,0.989793576724775,1.020166303808387,0.986220314714938,0.991580207729693,0.975500528685428,1.0201663038083872,1.02516157825071
328,16.425,0.9980563588555628,1.0046752711252658,1.0038284443626857,0.986103484194193,0.9817822867067088,1.0232533474858725,1.010631720292214,0.9835853763058028,0.9574405771189396,0.948261211887188,1.0477043352311632,0.9748977627828956,1.033498174753452,0.9837766130814648,1.0015343136786037,1.015740474156314,0.8843334897374905,0.9633190171894552
329,16.475,0.9984281475311964,0.9968187903430994,1.0149152219840492,1.012810194184508,1.0349734492554836,1.0197400738118965,0.9874811611078294,1.0098831838189877,1.0183959524492272,0.9319241447841586,0.9760493410334083,0.9566342546837384,0.9989944430830182,0.9813443645833188,0.958399262533708,1.0219395451326283,0.9972294352330484,0.9889807250770664
330,16.525000000000002,0.9983702865437424,1.0107070225474992,1.009033805061285,0.9987052275911348,0.9988825232814634,1.0126878546331015,1.0077891886696173,1.0002185230896865,1.0011091896285016,0.9841865253910094,1.033308134501434,0.9947125844860998,0.973660466295918,0.9947125844861006,0.9982212708511308,0.903486738995312,0.9315562299155536,0.9753253021732026
331,16.575,0.9980013184825844,1.0102731133319809,1.01833933211486,0.9751910702986248,0.9795856605254888,0.9680767463033187,0.9862254187305868,1.016768306474039,0.97560180560243,0.9381508865950888,0.997439232588086,0.990464133059498,1.009645656763116,0.9294320121843536,1.011389431645263,1.0166207562917038,1.060215128345379,0.9682754873652404
332,16.625,0.9982983157501706,1.0056932594366517,0.9960223371588433,0.9906716272738744,1.010221616337542,1.0049417124194011,0.9811821447877692,0.9979018405285472,1.020781424173823,0.9481160798458792,0.9793155120894376,1.0001151335851417,0.953315985219806,0.9273164583501752,1.0243813586634638,0.93424966551541,0.8909171207326914,0.9834718990379828
333,16.675,0.9984242561304854,1.0279350628561503,1.002136037219764,1.0029192853973918,0.9993614727282464,1.0378489167545424,0.973557390937889,0.9945505422249592,0.9844913238999048,1.028584893553999,1.0061868975469606,1.0251390480144542,1.038922430172632,0.925209527367667,1.0079098203167327,0.9596679827631114,1.0285848935539987,0.979903534885639
334,16.725,0.9984313866414928,1.0042386794564258,1.0168161645439575,0.963446725215774,0.9851349748339648,0.9733968264136136,0.9416603510548848,1.0173061964304846,1.0360002846554894,1.0104556496531745,0.9864787359325906,1.0053177395701922,0.9899040093212454,0.9282490883254586,1.0036051028758648,0.9744902790722988,0.9607891855176794,0.9965448454829242
335,16.775000000000002,0.998965920813387,1.0011025903635355,1.0087340593031324,0.9828963476658776,0.9922358476463174,0.99093937223563,1.009954344925716,0.9995825416402142,1.0134116126875494,0.9414506795387736,0.9840117410007436,0.9005920605352825,0.9635824314989986,0.968689758874434,1.0504069968814167,0.9942263957516164,0.9363433521633376,1.0410609352216045
336,16.825,0.998933011168902,1.0194532580541975,1.002586116593357,0.971811065626612,1.0417648172776994,0.9695930691116572,0.9996646308475082,0.9923615372830876,1.0228626927580218,0.9307864346811062,0.9257094177646644,0.9697102310404982,0.9747872479569412,0.99509531562271,0.9172477229039268,0.9663255530962036,0.9240170787925162,1.0143672573871654
337,16.875,0.9989863626675296,1.0050774530611613,0.998579107459473,0.993906103100752,1.0291947698811037,1.0424333748048853,0.9762403501859768,1.014675009642117,0.9587312275448449,1.0211713729575986,0.965654642632062,0.9286434890817044,1.0060304465051797,0.9993011458596598,0.99425417037552,0.9606076671479226,0.938737440049983,1.0134635770651546
338,16.925,0.9988800798888272,1.0141414072227282,0.9846327314856724,0.9783539813165584,0.998499968624142,0.9628392554589942,0.9513768833701964,0.997650904024972,0.9878866611345144,1.0184915805500585,0.9499231818594956,1.0101295807097457,1.0017675808694335,1.0218363804861834,0.9950779809971833,1.006784780773621,0.998422780933308,1.002416062489703
339,16.975,0.998787787191098,0.9881963080288602,1.0169764155236023,0.9892819277732144,1.0162604196304308,1.0116180339925838,1.0078197184707087,0.9816535448755738,0.9808094747596016,0.9775866615895256,0.9509856639952528,1.057389654372344,0.9825743486384522,1.0075127838830815,0.9543107886945364,0.9908871603866616,0.98922459803702,0.9864423508396594
340,17.025000000000002,0.9991882920155094,1.0048638768855092,1.0129822374878474,1.0046812835725127,1.0585493405072135,0.988482856216804,0.9977131715125462,0.9830285789965926,0.9423312797380904,0.9817698996380816,0.9751586545226736,0.9982980124266017,0.9718530319649694,1.0511879733498657,0.9652417868495614,0.9768114658015258,0.8859068454646661,1.0262946116398082
341,17.075,0.999384225536736,1.0020434628849844,1.0031404763726597,1.0033954472638835,0.9956325642833842,1.021076044141485,0.990210183330018,0.987707545966926,0.9772798902873768,0.9941031747837166,1.0220366524222673,0.9743854258623866,0.9973894662706048,0.9612402599148332,1.0006757577574932,0.9218047620721735,1.0351818183698205,0.9981607387624252
342,17.125,0.9990549116487396,1.010534482914847,1.0053151019130513,1.0066701922222716,0.9748988744860534,1.008902152966639,0.985680401809166,0.979460289891986,1.0097315012222634,0.9229640814482638,1.0062758834904966,0.9817724123016046,0.9899402360312356,1.006275883490496,0.9932073655230872,0.9915738007771612,0.9556353763667866,1.0236950177710349
343,17.175,0.9994847131151896,0.9922675716295432,1.0042720575491948,0.9998094333063172,0.9840723503734272,1.0108694608779405,0.9519158177680112,1.0541571009236923,1.000562879914666,0.9403349686129128,0.9695681800723815,0.9614478435558624,1.0085457953516734,0.9549515743426475,0.9370868340063052,0.9517034397360398,0.8932370168171021,0.9827430117675526
344,17.225,0.9995405345335184,1.0004521892696314,1.0049181499390405,0.9808178449429756,1.0025501246397963,1.0337004964601664,1.0041896178935,1.016075943982852,1.0029599979532229,0.9752500778849428,0.9849379925659192,0.9526449436293316,0.95748890096982,0.9849379925659194,1.055982700226412,0.970406120544455,0.993011254800066,0.9982506372295736
345,17.275000000000002,0.999754259839028,0.9908415327693408,1.011893948863876,0.9593719804213824,0.9816774013214206,0.9902349876343096,1.003275119158712,0.9767873519997692,1.0248728369960038,1.043457494140157,0.9423223831696492,0.9840606829352552,0.9246638717303544,0.976034086826485,1.0081404712615665,0.8460032298644037,0.9070053602910596,1.0173464855740744
346,17.325,0.9995630396465036,1.0054528192219088,1.0197620644916832,0.9855436608846756,1.021396737682894,1.0023544343623485,0.9942513265663716,1.0197761161236991,0.9873636849397912,0.987965279306462,0.9081619449521438,0.9321029452584392,0.9512557455034758,0.9911574126806354,0.8794327445845893,0.9321029452584392,0.9001816115167117,0.9921345963666052
