,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMF),N (DMF),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
259,12.975,0.9979285517690056,1.019077490180496,1.0130763491126018,1.040657952586845,1.0306619769819767,0.9434781424164372,0.989537705274562,0.9323346997894708,0.9048475413096224,0.9806229511729896,1.1413586690649815,0.8926010104226142,0.8428494786941407,1.0213696807786636,0.9043072531822552,1.10623994078606,0.8516291607638713,0.9803978311199204,1.041646565558754
260,13.025,0.9989434249145902,1.004620890140742,1.013622869443079,1.0418399506702356,1.0203225296881784,0.8912790461248635,0.993013130794202,0.9804806710885596,0.9052859128547004,0.9686854148950128,0.993214186297502,0.8915694596296289,1.045488617155265,0.8625281091530937,0.8799529194390152,0.993214186297502,0.8596239741054402,0.9409397554397392,1.0453997150619692
261,13.075,0.9995323206968588,1.03612098480997,1.0208657216034562,1.0464566072739228,1.0543315339856802,0.9291015603889456,0.9056911273712716,0.9269068322935388,0.9839697627741192,0.893985910862434,0.9251111456700248,0.9366390104135766,0.962576706086568,0.9913963679454472,0.9827504693877834,1.04327175929143,0.9049373823688094,0.9395209765994644,1.0471241834786869
262,13.125,0.9986721681692532,0.9858245863050952,0.9965993707984684,1.0599901653224917,1.0279785525033094,0.922036183462144,0.906063903118706,0.9060639031187052,0.9488986549488372,0.9830212538643645,0.9466766159478904,1.0153178207296112,1.0267580215265637,0.9638369171433204,0.91235601355703,1.0181778709288494,1.0410582725227548,0.9352364151509374,1.0709428786862254
263,13.175,0.9990463567004004,1.0159853407768862,1.0038032623503046,1.0327195334350552,1.030631423459883,0.9424305759591576,0.9330639112133864,0.9107280183580851,0.9597228801051968,0.9395485252681512,0.9508583908586156,0.9451816243460268,0.8997674922453166,0.9849189899341482,0.945181624346027,0.9139594085267888,0.8657068931697847,0.916797791783083,1.0599623676592376
264,13.225,1.000055143646133,1.0147656373650529,1.0165119907256224,1.0563067719342203,1.0348431393767008,0.9453289743964964,0.9739319690832284,0.960345546607031,0.9095752310380812,0.9460440492636648,1.0338249064424156,0.9831195976795724,1.0141061752568652,0.946499096906408,1.022557060050672,1.067628445617644,0.9859365592775076,0.974668712885765,1.079471182131414
265,13.275,1.0005615967602477,1.005402633676224,1.0400670926015414,1.03558330173614,1.0245648952061055,0.9133818277137088,0.9559637311036248,0.9722867940697598,0.9658995085612724,0.9765449844087511,1.0344391682095873,1.0596012020309018,1.0623969835666032,0.9925024451740626,1.00368557131687,1.056805420495199,0.86389649453179,0.9030374360316124,1.0713548958340549
266,13.325,1.0001539066923033,1.0083253296936194,1.0163972253775182,1.0424073225692412,1.0250557389371606,0.9311934296503483,0.9551424285974832,0.9424635468019418,0.950916134665636,0.8875217256879273,0.9101473396665032,1.0294654360252211,0.954544770869747,0.9961673626227888,1.0239157571248163,1.0461144727264382,0.935120894718328,0.9045976607660976,1.0502484172134738
267,13.375,1.0009301641072088,1.0084181908263932,1.0157731554898837,1.0667568135217775,1.0218925329368167,0.9536075393258876,0.916553873941524,0.9235451315612152,0.9536075393258876,0.9361293952766592,1.002503971405427,0.9749626535096728,0.9308965448764672,1.054832475407358,0.9804709170888244,1.054832475407358,0.9336506766660426,0.9529295991930696,1.022935132742378
268,13.425,1.0013908007197367,1.0147390818219368,1.027775298186556,1.0527923786228377,1.0242065301652106,0.967335387976686,0.9666414601517382,0.9451296975783692,0.9395782749787898,0.9368025636789996,1.033321615694412,1.011452375150615,0.8993725173636554,0.8802369318878326,1.0141860302185897,0.9759148592669448,0.8775032768198578,0.9157744477715029,0.9969193721871988
269,13.475,1.0013057131960226,1.0174448557989488,1.0144687357832585,1.0455642860662804,1.029309775141481,0.9581036106165248,1.0262935872168375,0.972568151107501,0.9236642284951542,0.9505269465498236,1.0636550987303257,1.0121003873122738,0.998533357991734,0.9225579937967102,0.9578322700301144,1.01752719904049,0.9741127052147625,0.8492960354657951,1.0032402865315126
270,13.525,1.001296000252138,1.0159728257136698,1.0149452931465763,1.045915255614642,1.0187412733307435,0.9770135332274872,0.9578698110928688,0.9701764896079812,0.9756461245035858,0.9797483506752908,1.001937664967689,0.9426832869319652,0.961536952670604,0.9534568102111872,0.9830839992290492,1.1366067059579694,0.9453766677517706,0.9615369526706042,1.002185016267466
271,13.575,1.001829508764225,1.0255870894178671,1.0044225622120782,1.033588550800671,1.032886098339885,0.9440399110996592,0.9515053597136748,1.0064782085987016,0.934538431045457,0.9752590598491802,1.0453684657036737,1.0079383927628771,1.0239798525946473,0.9571404366289384,0.95446685999031,0.951793283351682,0.9838762030152216,0.8903010206632311,1.0200240504252465
272,13.625,1.0023554047919778,1.0013673339673252,0.9989626348589608,1.0495854608421862,1.0368944859635467,0.9249972056853264,0.9687880420797524,0.9943888387411084,0.9607035799761664,0.9667669265538557,1.085481944564851,0.9952462816914892,1.0270941627056165,0.9368584998322544,1.0058622420295311,0.9421664800012765,0.992592291606978,0.8997026386491059,0.9893154262985518
273,13.675,1.0020373739471338,1.0107681423942472,1.0313729870620725,1.0438624934598806,1.0284952869911743,0.9423217864343624,0.9764299561349676,0.981780257264474,0.9276084583282196,0.942990574075551,0.9194816751731736,1.0090586865080955,0.99852021458634,1.019597158429851,1.0169625404494125,1.1118087877452123,0.9616355628601956,0.9879817426645844,1.044195887532928
274,13.725,1.002120882214181,1.0002989948666148,1.0138940809564485,1.044516986554811,1.0152430236421564,0.9434356524267962,0.991238162613094,0.9255097111069344,1.0011970189019066,0.9620255174992454,1.0174128535863165,0.967719166650224,0.9363336801642708,0.9284873085427824,0.9755655382717122,0.9755655382717124,0.9075636508854802,0.95464188061441,1.0366017692184586
275,13.775,1.0024677895452951,1.0283396837241017,1.0246250310435805,1.0490912636242833,1.0257599323614726,0.9155075847908128,0.972850392477494,0.9128711338626888,0.9543952359806316,0.951099672320478,1.134672554747608,1.0386018807758426,0.9762857679292924,0.9710927585254128,0.9996543102467492,1.0126368337564466,0.9684962538234732,0.9295486832943788,1.0255928623202073
276,13.825,1.0026733585404095,1.0230046524152263,1.0057947688129514,1.0163219246379096,1.0328474843881197,0.980222016497572,1.000506984796253,1.0122853534858096,0.954047863854112,0.9527391562219388,0.9640812890341052,1.005325408351072,0.982125591235278,0.9279926846317592,0.9666590464914157,0.99243662106452,0.9383037144610008,1.0285252254668662,0.9895432198369244
277,13.875,1.003168769088289,1.040297699638186,0.9999013436339352,1.0087413259396365,1.0196342798659268,0.9458849473575554,0.96277574998894,0.9504324711429278,1.0238424979639469,0.9452353011025014,1.0185665829229087,0.9341125697659842,0.9699415450446792,0.9085204445669164,1.04159949560207,1.0262442204826292,0.8317440689697122,0.9980928827636544,1.059984042683849
278,13.925,1.0023664091905142,1.016361482807441,1.0215717288447224,1.026077345252018,1.0177992977041164,0.9539391934319776,0.9565191506826382,0.9081449522327408,1.0087632850085282,0.9565191506826384,1.0773276034579176,1.0442963325971797,0.9070895151756528,0.9731520568971286,0.9502842539935412,1.0163467957150167,0.9934789928114292,1.0112650617364418,1.0412628485385402
279,13.975,1.0022998240684264,0.9981542134669438,1.0439896666826725,1.04526089420804,1.0277625507666368,0.9765829553514852,0.966336839098617,0.9785041021488984,0.9797848666805068,0.9272735208845576,1.0822460292091864,1.0999050553268188,1.0141326427554611,1.031791668873094,0.9687237184529778,0.983860026553806,1.0772005931755773,0.9762918725033924,1.0414706686110389
280,14.025,1.00329169213727,1.0204338512732336,1.0104003216575308,1.0187364896890183,1.0105760681953857,0.999515963431558,1.0236772907918628,0.9620023235826642,0.9848920021345318,0.9162229664789284,1.0019051217989248,0.911733660837022,0.976857493753952,0.9267622376640056,0.9943908333854328,1.0219432242349036,1.0144289358214116,1.0244479870394003,1.00453767862406
281,14.075,1.0034280107585047,1.0294449134879575,1.0058435842501576,1.0271937864793907,1.0010565400040887,0.9734877766449072,0.9715938315541586,0.979169611917154,1.0012656379758904,0.976644351796156,0.9525204653372232,0.8978064960489229,0.9525204653372232,0.9773904513773598,1.0246434248536185,1.0743833969338912,1.0122084318335507,0.9674424569613048,1.0652474836946575
282,14.125,1.0027783434929818,0.9986174172282504,1.0248782290256429,1.0381012689609852,1.0174690062403855,0.9822793695712028,0.9728765676927288,0.9841599299468968,0.943414455140178,0.9603394985214304,0.965544281783456,0.9927079316546016,0.8494814141521965,0.9408500546278687,0.955666590921221,0.9161558274722814,0.8840533321700184,0.9852996635079256,0.966249831130756
283,14.175,1.0036655805535817,1.0287693642233715,1.013802044534739,1.0094018193794618,1.0081133309707568,0.9479746212118482,0.9411277920369756,0.9461073041641556,0.9436175481005652,0.9778516939749266,0.9244162475495464,0.988169092208136,1.0543739693535938,0.8998959226808584,0.9489365724182346,0.8753755978121701,0.971004864800054,1.0200455145374303,1.0535733056844123
284,14.225,1.0036343822545952,1.002855990334751,1.0027398787230417,1.003853662718166,1.0010388805897188,0.9975666598382628,0.9666631077986634,0.953683615942032,0.9592462553091596,0.9505932607380716,1.032365932377399,0.9861042514453928,0.9447122211378084,0.9714952995721275,0.9909739020698148,1.0007132033186583,0.9812346008209708,0.9398425705133866,1.0240428050346388
285,14.275,1.0022465955334874,1.0020692209294022,0.9984949319121648,1.0007722835132435,1.0071247799174157,0.96972323570393,1.0157544019556988,0.9795432178376402,0.9942731910382068,0.9408770381861548,1.0880093841327174,1.02514661971616,0.8921676949888286,0.981626244350852,1.0735025923442811,1.0420712101360028,1.044489008767409,0.9671194525624156,0.9981560921369954
286,14.325,1.0025756676592077,0.977797267277915,0.9832930833000856,1.0041437833916316,1.0206713415803876,0.9105510261040692,0.9714982166063502,0.9641845537460758,0.9562614189807797,1.004409699477581,1.09243221763936,1.018002769844151,0.9387714221911858,0.936370472262308,1.0059980201997618,1.0035970702708843,1.0107999200575175,0.9771866210532288,1.05992139564323
287,14.375,1.003280610876108,1.0123942209959265,1.0183066760152195,1.0045626079902132,1.001806262595379,0.9877508285959842,0.94841026250607,1.0131708866848506,0.9750407995515504,0.9974346602488856,1.0848459133885249,0.9346364792270369,1.0085490579414198,0.951326416356091,0.941789309425203,0.9227150955634268,0.9918591208123656,0.9704006302178674,0.9449764548536378
288,14.425,1.0034226396265755,0.9952257824327776,1.0013231493775658,1.014531953495046,1.018886701885079,1.0031540966025831,0.9646868334614416,0.9989467396965204,0.965888935434602,0.9929362298307168,0.9494784221343324,1.0086728374793652,1.0205117205483722,0.9897306245689552,0.9376395390653258,1.0512928165277888,1.025247273775975,0.9778917414999482,1.0237492926529572
289,14.475,1.0032451257430353,1.0227877781970307,1.0138169392258911,1.0003685373956688,1.008770842304625,0.986685326822216,0.9884760442937623,0.9275916502611756,0.9890729501176116,0.9228164036703846,1.008770842304625,1.0534483388169515,1.0416911028926554,0.9758505817165956,1.046393997262374,1.0087708423046258,0.968796240162018,0.9640933457922994,0.9937263791933316
290,14.525,1.0027345592775998,1.0158697014963187,0.9966035911741457,1.0014695945175462,1.0017150226745166,0.9680479432648824,0.9674551398703548,1.008358574092814,0.970419156842996,1.0202146419833824,1.0648904614437504,1.0368670282478625,1.0135141672512886,0.9948318784540304,0.9154321510656798,0.8827381456704767,0.9341144398629389,0.9621378730588268,0.9412871043118856
291,14.575,1.0031241342722363,1.003160411580418,0.9929850248256876,1.0002164250636625,1.0247130135171525,0.9879109440058544,0.9896771733455548,0.9879109440058544,0.9796685404205846,1.0032182649499262,1.0112108987295818,0.957867204530544,0.9439514582177516,1.0622353018764872,1.0483195555636946,1.0274459360945056,1.0831089213456755,0.997295152416789,0.9941948756022044
292,14.625,1.0020368445558632,1.014217999363192,0.987415314228932,0.9939942441735248,0.9916944523275308,0.9513466062326842,1.008064873475813,1.0074801490712446,0.932635425286498,1.0156662907352016,1.036556899007507,0.9812738643937732,0.9674531057403398,1.0135223012517844,0.9950946230472067,0.9789704046182012,1.0020050023739235,0.9444185079846176,0.9649145990488924
293,14.675,1.002069908530146,0.9968450017317384,1.0116825764538044,1.0009372871166329,1.0041831803129035,1.007014782867598,0.9762352076127064,0.983784914750699,0.9919153685916136,0.9808811812360864,0.8922381163081897,1.0775491096952754,0.9745985578135612,0.983749717980825,1.013490988524431,1.0112031984826149,1.0020520383153513,0.9585840275208498,1.0161289505114233
294,14.725,1.0021372934793795,0.9981054081420156,0.9966967260981716,1.0045393787508907,1.006927443362209,0.9367385504900184,0.9200110763741248,0.9517355962490948,0.9799992594104316,0.9551964529627276,0.9634465760376508,1.0020753302655752,1.0407040844934998,1.0066198895865075,1.074788279400492,1.0407040844934996,0.9861693726423124,1.0111644489074396,0.9809292175069524
295,14.775,1.0023498624956826,0.992760642383977,0.9974962742427036,0.9912291713978164,0.9990565374318268,1.0421271207881997,0.9985858007332782,0.9917108554614475,0.9516070080424408,1.0152002518068668,0.9637076061597776,0.9659645326379032,0.9772491650285332,1.0652692976754448,1.060755444719193,1.0675262241535712,0.9930476503754154,0.9163121501191324,0.969741430009461
296,14.825,1.0023133632122354,1.001041863344604,1.002110895663426,0.9878525919971044,1.0057578619689096,0.990154180343683,1.0055186417628093,0.9503203914792816,0.979911206064265,0.9548728244923558,1.0110194983202732,1.0693044361391804,1.0984469050486338,1.0065360415649725,1.0199864118308744,0.9751518442778692,0.9527345605013656,0.9729101159002188,0.9783085638300708
297,14.875,1.0030113379928651,1.0279843738238152,0.9880585268495604,0.9999438925644027,1.013984761638558,0.988030755188409,1.004422569776774,1.0004659248761345,0.9897264601458258,0.9727694105716536,0.981967325340674,0.9841940086180904,1.0331810407212534,1.0487678236631686,1.0331810407212536,1.0576745567728347,1.0420877738309189,0.9864206918955066,1.003234422765795
298,14.925,1.002012191850584,0.9863013371263982,1.0040212199878291,0.9970907410828196,1.007434729421364,0.9977040492937306,0.9797375160481484,0.971315703589282,0.979176061884224,1.0010727742772771,0.9997286870363682,1.0329055239955394,0.9510693261629164,0.9776107957302534,1.037329102256762,0.9245278565955792,0.9599164826853618,1.0417526805179853,0.9347066004517602
299,14.975,1.0020495424512728,1.001309118444855,1.004347515895404,1.0051056137438177,0.9978322788407782,1.0245153826865312,0.9352815986746392,1.0061109147340788,0.9849178910312544,0.9375124432749372,1.0172313370598032,1.074354479097719,1.0501869959278318,1.039201776305156,0.9864727221163108,1.0743544790977189,1.0172313370598034,1.03700473238062,1.0209528604421794
300,15.025,1.0017584233259265,0.9980904397755525,1.0106836559604162,1.0048494244689707,1.0112716531576562,1.0575963884461523,0.9828056537996196,1.013829958541885,1.0005338279380571,1.0060738823563191,0.999560121403939,1.0322968066027578,1.0563037090818916,1.0061074584437029,0.9537287621255928,1.060668600441735,1.003925012763782,1.014837241163388,0.939208817397953
301,15.075,1.0016369704943444,1.0050242804915226,0.9923076889371084,0.9740431048475638,0.9985365864314496,0.9862030887637704,0.9889547714891158,1.0021628485707734,0.9834514060384252,0.9933574638496684,0.9560846705699916,1.13169205904203,1.0232924365284262,1.0254604289786982,0.9842685724235284,1.0861642175863162,0.958252663020263,0.940908723418086,0.9840915934479948
302,15.125,1.000802528492318,1.0093798629251924,0.9986985945344492,1.004960298419567,1.0082422633580987,1.0458447019668429,0.9928144165038092,1.0201496151960945,1.004295199954569,0.9884407847130432,0.9433128566901428,0.9799254561507192,1.038074878823399,0.975618091508298,0.9562349506174044,0.9002392102659349,1.0165380556112955,1.0617653843567127,0.9761455239134934
303,15.175,1.001088597352819,1.0075345844411183,1.002739229963272,0.9823841557045516,0.993514395051627,0.9743344068434328,1.040050384116597,1.0112656998564509,1.0161536651081733,1.0248433811112367,1.0333849769551569,0.9798971417090304,0.997013248987791,0.9649205478401148,0.956362494200735,1.0098503294468617,0.9927342221681008,0.9884551953484104,0.9826916082035216
304,15.225,1.0006042481613349,1.0027523000661835,1.0045767760998636,0.9848774706449224,0.9901268742648254,1.0294535847881443,0.9868294583739596,1.000857651877362,0.9776571780063512,0.9717221730626032,1.05423999661933,1.007479351607989,0.9883499968306214,0.9458403195475844,1.0159812870645968,0.9670951581891034,1.058490964347634,1.032985157977811,0.9876993385048612
305,15.275,1.0003506575400882,1.0025423167591991,0.9907607326831824,0.9921993571636928,0.993752789393652,1.0313014655806554,0.9691232067410736,0.9573307783404628,0.955186700449444,1.0034284529973945,0.9692206648270296,1.06635389049597,1.1128089114680717,0.9586627055151884,1.0198988695238678,1.0262336451109726,1.032568420698077,1.0452379718722868,1.0658583128139842
306,15.325,1.0004036281356328,0.9964112848037716,1.0011132256055564,0.9895938211043142,0.982318206512258,1.0048793955374602,0.9899686254923896,0.9729277454408796,1.02298533059219,1.0245829130970183,0.9188519982319702,0.9838849022164248,1.055211313038085,0.9608087104800056,0.9964719158908356,0.9356346831311844,1.0426242993636743,0.9880805734412283,0.9797962634208252
307,15.375,1.00037257040326,0.9822879453237422,1.0229391412801738,1.0056196667348936,0.9885344273523362,1.0163425921225269,1.0073484098913537,0.9729588895956932,1.055493738305279,1.0290402611547704,1.054611955733595,0.9566539282247436,0.985832915142274,1.0629488091386043,0.9941697685472825,0.9441486481172304,0.8816222475796652,1.019180328762308,0.9902778191260668
308,15.425,0.9996341965703814,0.9934085778748136,1.0056533754549808,0.9849652779613064,0.9976962697334532,1.0092387008010324,0.9918924106310144,1.0307901522243876,0.969815314050992,1.0029309589210258,1.010512992089925,1.0146544387788172,1.0560689056677484,0.938037675034294,0.9649570785121,0.95874490847876,0.9918764819899047,1.1140491593122526,1.0145487896285896
309,15.475,1.000139095231292,0.997301197351537,1.0050519887524982,0.9857459378340668,0.9958001572043862,0.9975049669404612,0.9990717286686408,1.0063832834001418,1.0460745805140022,0.9760925566553518,1.0780586759953072,0.9813625733774078,1.0410261260565374,1.0163377594306902,1.0492555815984863,1.045140853827512,0.9772478456064332,1.014280395545203,0.986526976600162
310,15.525,1.0000584555434455,0.9905952659677132,0.9942020387329964,0.9878925147459406,0.9918668567102338,1.0206672025537646,1.0201483071788002,1.0440174944271348,0.997835806055358,1.010808190429452,0.958698515501271,1.0445521139043703,1.0118459811793803,0.9893605149309496,0.9116834497090984,1.0547727803809297,0.9423454491387764,1.1365381121934055,1.0269892543670989
311,15.575,0.9999951375005812,1.0173698899445538,1.0098151630390246,0.9765437657281488,0.982520427026595,1.0141244865520025,0.9867993224507028,1.036809528447421,1.0522766024670245,1.027529284035659,0.93021170416888,1.1170664569713624,0.9830184821347988,1.0967561577537013,1.001297751430694,0.928180674247114,1.0297321703354196,0.999266721508928,0.967060389892351
312,15.625,0.9997577752958348,1.0011492504286532,0.999032045438802,0.9988297647072872,0.981226437290214,1.0481141871301185,1.024037272763005,0.9927885115631334,1.0194267997990896,1.0014971827171957,1.0130621738219665,0.9989358088483536,0.9686650267620404,1.053423216603719,1.0292065909346673,0.8980332018939745,0.9948997045701788,0.9827913917356528,1.0193222539268916
313,15.675,0.9989955493363732,0.9985018464418548,0.9924775583432304,0.9737121841324712,0.990360439201504,1.0373662281242635,0.9971542889575224,1.044492394558875,0.961014444896275,1.0531455966580474,1.002599173700852,0.9685108017950224,1.0627551241229023,0.9845523885742364,0.9885627852690404,0.892313264593758,1.1249162728923554,1.054734330733296,0.9466582320498697
314,15.725,0.9992907788716322,0.9922571900324147,1.003849201636739,0.9766387790752884,0.97108969510327,1.021675756682732,0.974638209469121,1.0530341214918066,0.9776728899345158,0.989305831718527,0.9324745430029628,0.9982259530865052,1.0719472310589608,0.8906327365861627,0.964354014558619,1.0101807549198758,1.016158155836561,1.0261204906977046,0.994322344324588
315,15.775,0.998946843828676,1.0048601263437265,1.0057098624272645,0.9789885792454368,0.9936578023775948,1.0197326866161094,1.0202352655646632,1.015209476079123,1.016717212924786,1.0227481603074335,0.9641900979683368,1.0909009116643809,1.025565648352358,1.023585791888357,1.0057670837123511,0.9305325380803252,0.9800289496803424,0.9701296673603386,0.9366943362591016
316,15.825,0.998912475025322,0.9897013082394692,0.9988017942475492,0.9955557610217368,0.9865616435545624,0.9933227387540244,1.0262836742782908,1.0103026146301617,1.0083049821741457,1.0272824905062985,1.095822470758549,1.1115613931392831,0.9679437264150924,1.1391045073055657,1.0013889364741502,1.058442530104308,1.0368015118308005,1.0053236670693333,0.978483183366476
317,15.875,0.9989126158669192,1.0099539378994118,0.9924268133424944,0.9768640378855316,0.9986428974955572,1.022310417282215,1.0486125785035536,0.9915418513251768,1.0059335999179846,1.0262805548250584,1.022460801280049,1.0381007370548871,1.0498306888860165,0.9325311705747292,0.9872709457866624,0.9423061304340036,1.0302807691674682,0.9383961464902936,0.9525798127350767
318,15.925,0.998849773697377,0.993431022558769,1.0020469961760363,0.9767626158217664,0.9900338470149967,1.0208325267427183,1.028229863893028,1.0198462151226777,1.01442150121245,0.9468591552396228,1.0082794697603763,0.942226479448521,0.9597110945310708,1.0296495548612703,0.9752529746044484,1.008279469760376,1.0238213498337545,1.0199358798154097,0.9891296532413932
319,15.975,0.9989683225773106,0.9954159595044328,0.9962445521455298,0.9724839398138908,0.9813099467786118,1.010531755514324,0.9899486644708704,1.0463071280422316,1.0129821234956884,0.9816174133342338,1.0000471506970947,1.056034346392492,1.0367284168423554,0.9537129197767664,0.9961859647870672,0.9575741056867936,1.0560343463924924,1.0116307084271774,0.9998501514159716
320,16.025000000000002,0.9982043749370846,0.9856458139919968,1.0038527681351708,0.9842693512423836,1.0001983236377838,1.0436842631752572,1.0032615875599769,0.9969303251142096,1.0164111326396463,1.0086188096294717,1.0417804569852704,1.02259481321022,1.0302690707202409,1.0014906050576633,0.9612007531300564,1.0110834269451892,1.0782331801578675,1.066721793892837,0.951627508430057
321,16.075,0.9988085243744768,0.9930714799329124,0.9974358299637468,0.9870728151745009,0.9879745260288012,1.0100980403737203,0.9675064603292128,1.0028381119570433,1.037201773129317,1.0265538781181898,0.9190042718969856,1.0982291713955676,1.0886959320605367,1.0696294533904749,0.9800170036411836,0.9190042718969856,1.0200566088483136,1.0505629747204128,0.9739663150020116
322,16.125,0.9987612852802242,0.9838501774484308,0.9991211803864164,0.9990826187010872,0.9962946664065256,1.0331844835261033,0.9879706374127636,1.0206785260904987,1.0399184606068137,1.0216405228163143,1.009950805026856,0.9872127005984844,1.051637329812205,0.9133138612062752,1.0118456470625536,0.9606849120987166,1.0421631196337169,1.019425015205344,0.9494318706214108
323,16.175,0.9985417694782466,1.012890091780221,0.9993298112714158,0.9771816009714428,0.9904415842150052,1.0124659444428588,1.0182022954028755,1.0315871143095794,1.0277628803362358,0.9947788623161428,0.9566379227259336,1.0112491427240675,1.00936599720689,1.050795198584785,0.9509884861744022,0.9717030868633496,1.0583277806534934,0.9980671241038284,0.9353276331488996
324,16.225,0.9988232834359272,0.9982673901138436,0.9930016077252238,0.9621203493103456,1.007556268903659,1.0641960840876632,1.0252389060094549,0.9886571656189408,1.0366410069103935,1.035690831835315,0.9451362678619464,0.997539862911718,1.042457230097236,1.098603939079134,1.0742736985203118,0.9881820780814018,1.0724021415542486,1.0686590276221222,1.037969312882697
325,16.275000000000002,0.9983484991622944,0.9860225624753024,0.999416715671935,0.9680446675616948,0.9908187394055836,1.0123386959693272,0.996756990294426,1.002423065085299,0.9731483453324552,1.0076169669769324,1.0825636835289367,0.957938654669076,1.0249013567430307,1.0918640588169857,0.9263173786897084,1.008160681224542,0.9914200057060532,1.0546625576647883,0.9426594666958514
326,16.325,0.9981886109768076,1.0029135863152858,0.9946265014775892,0.9781528459766065,0.984855849886864,1.0009849063416023,1.0192870213661325,1.0572991064170787,1.0230413013711637,1.0122477463566977,0.9687180073589624,0.981658896770247,1.116613886345064,1.0482120423139916,1.0167841680294456,0.9742641028209418,1.0574555347506234,1.096278202984475,0.9362714624793578
327,16.375,0.9983961734862684,0.9933809848982446,1.0030195055244078,0.9831955186893576,0.9662022542987726,0.99954559396446,1.0079412172455424,0.9976798999019972,1.0205346521671674,0.99954559396446,0.9572989306864196,1.071219340864074,1.021608839657676,0.9775106163631002,1.0473328032461786,0.9866977462161368,1.0969433044525765,1.0932684525113616,1.0017158911391617
328,16.425,0.9983851544909264,1.0065891595774028,1.000318661265448,0.982400812187738,0.9746275909522976,1.0092313439088505,1.021284635108497,1.0500270987384226,0.9999595814475836,1.0129400488933569,0.9861783708801566,0.9971359083343804,1.1048850266342496,1.073838670513948,1.020877239485199,1.0135722145157162,1.0537498518478707,1.0190509832428287,0.9427395616866256
329,16.475,0.9986087545371088,1.0096642561866251,0.9883698968740464,0.9730130590631296,0.989514505903432,1.0261537344235443,1.0247713989034406,0.998507024021473,1.0192420568230265,0.9786935482333218,1.0419179445467457,0.972940798392083,1.0782217056807786,1.0237660639797292,1.1363077234952323,1.0110597475828185,1.0346571923199397,1.069145765397271,0.9217450862622524
330,16.525000000000002,0.9981572584834192,1.003649623836079,1.0058006088850209,0.9794588513442648,0.9923527051612056,1.018579445600394,0.987893823812972,1.0135415076949963,0.9956797278485866,1.038273202866948,1.019384405375911,0.9345860566101272,1.0825321119036226,1.0175801851894053,0.9688662401537418,0.9436071575426578,0.94721559791567,0.9327818364236216,0.9423000184279446
331,16.575,0.9980921619143936,0.9839201850834712,1.0025637835491992,0.9876940076210324,0.9918404188733294,0.9915026168377404,1.0433994480220838,1.0397575651319548,1.0138091495397823,0.9955997350891354,1.006070148398258,1.0078634998214278,1.0401438254384847,1.0060701483982577,0.9917233370129002,0.948682902856825,0.9971033912824092,1.1154645852116156,1.0030507301857778
332,16.625,0.9983748869841708,0.9996026659867456,0.9929720844792218,0.9889745682886254,1.000402385804369,0.963375104184004,1.028987781547405,1.0158652460747242,1.0312502876633838,1.02174776197627,1.0018102838390952,0.9875496392292858,1.0588528622783315,1.0321141536349394,1.0267664119062614,1.0107231867202262,1.1016347961077595,0.9643760917383464,0.9520071652910624
333,16.675,0.9985719642495704,0.998433449733332,1.0028273680970872,0.9648030745645892,0.996646603950913,1.0336211959670976,1.0507132784069366,1.0066336973778789,1.0232759881745643,1.0529622366227047,0.9461980565977782,1.0153024090459304,1.1393358621579994,1.0170743155189608,1.0117585960998714,1.1056696391704384,1.009986689626842,1.041881006141374,0.971963023169892
334,16.725,0.9987310309892752,1.0029719161933417,1.0007040791832733,0.9689463361413672,0.9978231397401938,1.0524882959020534,1.041757744032194,1.018508214980831,1.01224872639008,1.0135900453738127,0.9916276405997708,1.018047559976319,1.0004342803919537,1.0497514632281766,1.0356608395606843,0.9828210008075884,0.9881049846828976,1.104352629939709,0.9578568729068896
335,16.775000000000002,0.9985412517622212,0.982557400813668,0.9986717429582154,0.9824074306976726,0.9899516720647088,1.0040012292521756,1.0097790141040026,0.9742234150158336,0.9995567793661544,0.9942234395029288,0.9909776442831376,1.0592605561683723,1.0172403027005354,1.0207419904895216,0.9682166736547267,1.0189911465950292,0.9962301759666176,1.1065333413196878,1.001679230944376
336,16.825,0.998780629540202,1.0071866621957657,0.9924959296693008,0.9985268007572098,1.0010875948972728,1.0099715807216427,1.047083397336087,1.00113543390868,1.0099715807216427,1.026318452325624,0.9937987544336762,0.997279660753934,0.979875129152644,1.0025010202343212,1.011203286034967,0.993798754433676,1.039050536597031,0.9433256127899342,0.9728777970598788
337,16.875,0.998950056183364,0.992976257747518,0.9831578801262508,0.97825368380009,0.9820721461346252,1.048353938482237,1.0198063867430884,1.0039954350106373,1.0470363591711986,0.993893993626016,1.012140470751597,1.000029388195595,1.065775264928177,1.0899974300401816,1.0502038730704606,0.932553356812156,1.119410059104758,1.0865371207384662,0.9700341560343008
338,16.925,0.9988041475968256,1.002537881938178,1.0010615110083827,0.959558038911194,0.9933599327185586,1.0212120814168435,1.0247048974285302,1.0242682954270694,1.0081140213730198,0.9823545032868312,0.9666103705068816,0.9786500014562556,1.0698072072158014,1.0835667854436568,0.9666103705068811,0.9167318994309032,1.0250885779752692,1.0457279453170525,0.963152925467483
