,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DBE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
358,17.925,1.001008678593443,1.0839389472693737,1.0570946000744186,0.9147789951498384,1.0951436401252297,1.0574194855071368,1.0456068714348048,1.0551331731060405,1.090952067389886,1.0913100253920784,1.136343451474282,1.1648646213263445,1.2008913621921082,1.1438490224879825,1.1033189390139997,1.1963880195838876,1.0853055685811182,1.1165992044606898
359,17.975,1.0008288425345977,1.063679633191191,1.0587677141247878,0.896733332957884,1.0958803565781203,1.0507870777286052,1.0371454135388356,1.074281054944319,1.0784493412245262,1.186755887216027,1.0942038557601854,1.1598859425998145,1.1912342113187284,1.237510227046649,1.1300304485818016,1.1942197607205305,1.150929294394411,1.105369201227126
360,18.025,1.001038395685983,1.0535391156638432,1.0502118519602952,0.9005316837385823,1.0566474661089902,1.0385593497134014,1.084533312218857,1.0954615492078588,1.0419508715375738,1.126738917141898,1.061420719046715,1.1920571152370811,1.2054176557565497,1.1504909891765098,1.1579135116873258,1.1965106287435698,1.1965106287435698,1.0527560601157215
361,18.075,1.0009091376531358,1.0761607693392348,1.0552514569950149,0.8994880108247275,1.066174555414671,1.0654250478185976,1.062427017434303,1.0819142149322163,1.06280177123234,1.1721844555562908,1.1116560390854997,1.1588977299895318,1.1958053010083065,1.1323242788560142,1.133800581696765,1.0865588907927328,1.1854711811230496,1.1016232054942725
362,18.125,1.0013305855586043,1.051817884612725,1.0561587425536143,0.9249619001141084,1.045020079534572,1.0640272207814565,1.066636044089852,1.1050230156276768,1.0670087331339089,1.1921531966851406,1.039463624695911,1.0849768625003922,1.146639958880659,1.1642579864178777,1.1158084106905255,1.1657261553793126,1.1715988312250525,1.1746550196753849
363,18.175,1.0011135515778609,1.0250803067054075,1.0552297274908609,0.9021279368205104,1.057069008197509,1.0707827365647278,1.0240819318547398,1.0518800298963993,1.083013899703058,1.1753822060847177,1.0731750577295252,1.1140579170716016,1.0979967937586428,1.1768423082040778,1.204584248471916,1.2396266993365537,1.1768423082040778,1.0895341610668434
364,18.225,1.0008372644086014,1.0546412327009516,1.0524253089027618,0.900211267843379,1.038375499743855,1.0678643318274572,1.0667585006243223,1.0343207853323595,1.0752365398483583,1.1486123496806246,1.1239266228227605,1.1224745212428862,1.116666114923388,1.121022419663012,1.1398997402013782,1.110857708603891,1.110857708603891,1.100189207200734
365,18.275,1.001478179595497,1.0546631944929137,1.054732063710264,0.9238865919052984,1.0425994266660927,1.0660615797274955,1.0935562903463267,1.0708273295680932,1.0777926562581974,1.1192291292312235,1.0845691303905147,1.1235616290863115,1.1871049602942785,1.0672391309701603,1.2723107907776885,1.1336707954148522,1.1192291292312238,1.0718074131302864
366,18.325,1.0015159409071914,1.0489157254070918,1.0348744740221858,0.8939055973668585,1.0092082256182708,1.0817632967519557,1.045668060358815,1.0762943215408731,1.071919141372007,1.1476009195455614,1.1246201752242484,1.1303653613045774,1.1246201752242486,1.1461646230254794,1.2524505655115517,1.1504735125857255,1.118874989143921,1.1177171582756915
367,18.375,1.001137848145301,1.055817617746699,1.0332012264252002,0.8999641021427696,1.039622478956565,1.10598136059209,1.062104723007945,1.0312822916471818,1.0969159396036303,1.065653972679791,1.072796425579789,1.0970807654397845,1.2042175589397637,1.2085030306797626,1.1899326531397665,1.1456494451597743,1.1985035966197648,1.1044272884226376
368,18.425,1.0011711411851112,1.0561927625378764,1.0618162149267811,0.8988699364303921,1.0675282666582366,1.078708461342833,1.0693315238654295,1.072577386838377,1.0628397979195352,1.1266532453910492,1.1309154896989595,1.1365984821095074,1.102500527646222,1.1437022226226916,1.2332093530888153,1.1110250162620434,1.139439978314781,1.113272117852948
369,18.475,1.0013708686079197,1.0361977499061887,1.042397281218627,0.9111911287661292,1.0692905992413655,1.0786168506939906,1.0653448774729466,1.031626891451917,1.051355500294009,1.133280858334144,1.042844480611718,1.1078456270997112,1.154476884362837,1.1502376791570978,1.2180649624489177,1.1459984739513596,1.134693926736056,1.100592837240914
370,18.525,1.0008769342558763,1.0368449254554275,1.042273783824005,0.9069300047715816,1.0267791105657698,1.0731589869985525,1.0492555122216567,1.0706616090367873,1.049969048782161,1.1060897803818297,1.0934407231728889,1.1173333867897774,1.181984123635475,1.1482533044116323,1.2030658856503766,1.158091460018587,1.1145224851877904,1.1348871804674907
371,18.575,1.0017965237952755,1.06066871276883,1.0570022694778816,0.9519073857669018,1.0290655099686663,1.0570986738609165,1.058518074564321,1.0602923254435777,1.077325133884438,1.1672420178380225,1.1756293856308704,1.1770272802630115,1.1462735983559025,1.1476714929880436,1.1574567554130333,1.1155199164487928,1.150467282252326,1.1330221278124393
372,18.625,1.0011572007863123,1.0514010157684568,1.06751317108357,0.8943194247434908,1.03413617064606,1.078960502957339,1.0535482830643306,1.0959019828860117,1.087078295423162,1.1331753778048397,1.101196195363722,1.087292202998018,1.1554217655899646,1.2040857388699278,1.256920909859601,1.1456889709339724,1.0886826022345886,1.0642087381214878
373,18.675,1.0016874537809195,1.0610791016102858,1.0611450522039585,0.9065110423264784,1.0479143484885691,1.080562936230424,1.0563397904864675,1.0461590480723408,1.0584461509859413,1.0814778200837316,1.0939244957624443,1.0814778200837316,1.1464771264058995,1.1146689552269666,1.178285297584833,1.1229667390127749,1.169987513799024,1.0920476160966068
374,18.725,1.0014610847531795,1.0524680779078963,1.036396357695516,0.925568122859542,1.0426746730136456,1.0842280173166006,1.091560960428887,1.0224217825130455,1.054896244867455,1.0426958359086311,1.1211043618278815,1.1169775973058158,1.1362358317421224,1.121104361827881,1.163747595222561,1.170625536092671,1.1527428898303858,1.0839073346732062
375,18.775,1.001046588238215,1.0559395967802,1.045564858110729,0.9292001957219964,1.0402545177564473,1.051021759843409,1.007258130715759,1.057273706861645,1.057968367641449,1.149347835675662,1.1726084466357647,1.0891439014259847,1.1726084466357647,1.1219824110167178,1.172608446635765,1.1329285808802954,1.0439909507387266,1.0997968703110717
376,18.825,1.0009321983556785,1.0449507949634844,1.0692248072191577,0.9200158083839596,1.049937402006052,1.0630659381285366,1.0779219132145057,1.0554652066892036,1.061338499165052,1.184080889515935,1.2221892399831138,1.126918363815165,1.1391674764653292,1.1010591259981506,1.1936079771327286,1.1337234263985898,1.1636657017656595,1.0884628162774028
377,18.875,1.0011218168480915,1.0503326703533071,1.0671829270969442,0.9178128821391416,1.0268555398699994,1.034072396073905,1.035790695170073,1.0536610057702205,1.0595032226971914,1.1439706406912462,1.051911464872305,1.0519114648723054,1.0816953158725504,1.1588625661913678,1.1006486755999794,1.099294864190877,1.1412630178730414,1.0972917758814906
378,18.925,1.001332589063002,1.04684506050714,1.0529459304383206,0.9319930012350148,1.033743257080842,1.049468187578765,1.057672499142899,1.064851271761516,1.0638257328159992,1.1285071992382851,1.077333841754926,1.043667159200085,1.1769872221172564,1.1069605224031862,1.1325472011448658,1.0854138455680884,1.090800514776863,1.0973964362569952
379,18.975,1.0013047037725669,1.041590889158262,1.0573696655840266,0.9061480420553584,1.0354435053810485,1.0419044008169245,1.067407935432221,1.0827100562013992,1.0789695377911557,1.1292655993900502,1.1158698034305008,1.1373030769657804,1.1252468606021853,1.1239072810062305,1.1667738280767896,1.11854896262241,1.1091719054507247,1.0866587667309515
380,19.025,1.0009884220036844,1.0341532961942532,1.0452103610546313,0.921141129941322,1.040832506373396,1.0662021644747948,1.0401559821573587,1.0604517086384784,1.030346381024818,1.0740334447937716,1.1060145895518991,1.1233377096292183,1.2086207623175582,1.144658472801303,1.172641974464664,1.149988663594324,1.106014589551899,1.0885826900706417
381,19.075,1.0013080618605543,1.0585125212308084,1.04251946850633,0.9233788224367334,1.054563127061511,1.084174344413589,1.054563127061511,1.063648386930898,1.0767715400755693,1.0551545356725371,1.0843170982162498,1.0975728084633922,1.228804339910102,1.129386513056534,1.170479214822676,1.1691536437979613,1.1201075158835347,1.0935960953892498
382,19.125,1.0010397455486406,1.0540540736542598,1.0338684539404412,0.918404326221804,1.0125702791022098,1.077508670555376,1.0507299524303593,1.048052080617857,1.0888896257585083,1.144587330767777,1.1577738207535813,1.128763542784813,1.1076651588075268,1.1604111187507424,1.1406313837720363,1.0707429868472758,1.1142584038004284,1.1043147139029703
383,19.175,1.000660919877442,1.0607000914853797,1.048501665097101,0.9055707880130602,1.0455904035724812,1.0499192810395013,1.0409285355310758,1.0559131113784523,1.0582440453991553,1.1937207560569834,1.1137021119696469,1.0848429288561818,1.0284363436798627,1.130755265627604,1.1583026676904573,1.1583026676904569,1.0966489583116896,1.0760352560877873
384,19.225,1.000613720592784,1.0541942764901802,1.0429926844141335,0.9094793144709964,1.0461214709871698,1.0792475466992393,1.047777774772773,1.0835539365418083,1.0497653393154966,1.0870371935939576,1.0844272603560368,1.152285524541974,1.1301010920196493,1.1379308917334103,1.0987818931646007,1.1770798903022206,1.154895457779895,1.082749446131658
385,19.275,1.0005640297314564,1.0503417665347834,1.0497226802642805,0.9312230513924906,1.04465569725032,1.0489397742421986,1.0271898448988166,1.0232353122909288,1.049928407394171,1.1515079672109203,1.0788084788638956,1.0398623243922749,1.1657882238505155,1.1151582230374082,1.164490018701461,1.004810785367816,1.0736156582676797,1.1011826471981012
386,19.325000000000003,1.0008511948988437,1.0439282368380594,1.0424501083611206,0.9279059564310866,1.0494200526408397,1.0313887802586954,1.0405683371077867,1.0674513250229851,1.0782700884522718,1.0848567185290552,1.0887312068095156,1.110686640398794,1.1817189255405778,1.1442655388294554,1.1907593981949864,1.1713869567926822,1.2049658552233429,1.0780961318355986
387,19.375,1.0006606108928593,1.061462611598305,1.0542326076633823,0.9180647387281022,1.0459675914311268,1.044010682934529,1.0792350358732763,1.0459675914311264,1.0652105249809969,1.0766950081781983,1.0677011357948485,1.1178098533592271,1.1897608324260285,1.134512759214021,1.1602095374521637,1.1473611483330926,1.0998221085925273,1.0643186007002354
388,19.425,1.000482060740845,1.0601502540240222,1.056431925741164,0.9321413756459028,1.026961946853696,1.0243661504635446,1.063303096315817,1.0055466266349458,1.025988523207389,1.0379252535772523,1.1606356283844153,1.092889275626295,1.1043933732644653,1.1376274331080722,1.1849220567316665,1.1043933732644655,1.0788287118463065,1.1117888646032903
389,19.475,1.0004908809224744,1.0446467593805853,1.050044040327112,0.9454725465284124,1.0049093367229402,1.0181445705185204,1.0559134084229809,1.0852891712375607,1.0591415142267804,1.1152616445189032,1.0949147958161642,1.1470535956169348,1.0974581519040063,1.1521403077926191,1.130521781045958,1.148325273660855,1.1190766786506674,1.0893868892170784
390,19.525,1.00068889580653,1.0397859766509718,1.0589116674133223,0.9230571301738136,1.0148636375600169,1.0469795754574855,1.0517969661421058,1.0790955133549545,1.0636798631641695,1.1576335796678563,1.1222087269567076,1.1285345935122697,1.0981704340455722,1.1222087269567085,1.132330113445607,1.155103233045631,1.1146176870900335,1.0782762292249162
391,19.575000000000003,0.9997777643917272,1.0520684545388392,1.0327402156866965,0.934088269586368,1.0416378545467249,1.0652823948033068,1.0355669590754402,1.0534601246750162,1.0831755604028823,1.1202593397569816,1.142916270223977,1.0938262542121542,1.183195257720857,1.1466924253018091,1.1617970456131397,1.1378813967868668,1.1341052417090345,1.0812519146842694
392,19.625,0.9999628240145236,1.03011223665173,1.0487449120436565,0.9287546314959524,1.0633579644158744,1.0096337503691537,1.021713751160724,1.0862463869683237,1.0887895450297072,1.1120536613866785,1.1170629121136453,1.0932689711605523,1.112053661386679,1.1784262335189917,1.1283337262493212,1.160893855974607,1.1558846052476404,1.095990834438216
393,19.675,0.9997368913578406,1.0433025113375365,1.0438966810005794,0.9347160248508498,1.0374019495299298,1.0405647603516677,1.0598579063642668,1.0029273115729909,1.0421461657625366,1.1226061562124985,1.1051627753168547,1.097687040647293,1.087719394421211,1.159984829560306,1.0528326326299238,1.0578164557429643,1.0279135170647178,1.0677713881345736
394,19.725,1.0000036115710578,1.0379017460475333,1.043695125959401,0.9440500286002194,1.0538621893871505,1.0397016045790226,1.0198767858476423,1.0607851419600134,1.0818686793410044,1.0301467857387898,1.0450225515978342,1.0660965532314797,1.1231203223578146,1.0970877321044872,1.1293185581324168,1.1528718540759026,1.1962595044981137,1.050676860559563
395,19.775,0.999738017109184,1.0390121252466644,1.0340714505497652,0.9337123963442396,1.0620025505258055,1.0676381772679833,1.0447825799247097,1.0438433088010128,1.0466611221721016,1.124848327529477,1.0964804420764311,1.1926845753519784,1.0829131925119306,1.197618120648159,1.1902178027038868,1.1655500762229771,1.1223815548813858,1.066136621389965
396,19.825000000000003,1.0002920902892678,1.0382839543092917,1.0422633990670995,0.9403760609785624,1.0659978159687598,1.046060977797515,1.0554063706902856,1.0379616372904463,1.0859346541400043,1.1547696086592854,1.1191815973403485,1.0872751044337157,1.1105913877116398,1.1167272517321458,1.17931306474131,1.1007740052788295,1.1572239542674876,1.06035243577231
397,19.875,0.9997311234307896,1.0452359366308488,1.04290684981311,0.9267436447783748,1.0327457606694128,1.0299562313038588,1.0556818910084096,1.0587813680812472,1.0411143487660732,1.0903584648051228,1.0647173362934683,1.1355356912304189,1.0622753240542633,1.1001265137619438,1.0952424892835335,1.162397825861677,1.0793694097287,1.072703713055359
398,19.925,1.0002214070337467,1.0514678602474252,1.0427775644164097,0.9426362871494448,1.0362041355185887,1.0328118005511175,1.0482315049487154,1.0525490221800429,1.0349705591667808,1.1019014215277487,1.140777767160481,1.210026257818785,1.1176949369410467,1.0678846190991085,1.101901421527749,1.14442242456355,1.1140502795379772,1.0300991913285191
399,19.975,1.0002863078944553,1.040618905853517,1.0471328620002844,0.9380630831914326,1.0215107099191052,1.0552644431997005,1.0580261122862946,1.017828484470313,1.0107708856934614,1.122985776390493,1.0649628299246754,1.125403399159902,1.0190279973059044,1.1108976625434477,1.1834263456257177,1.1133152853128565,1.097600737311698,1.0538491660714235
