,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEPE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
270,13.525,1.0024478421798455,1.0734771793931217,1.083666030052935,0.7849058903495096,1.262159599019285,1.2420721783452393,1.280907858315063,1.2815774390041983,1.2942994720977608,1.2819426648346337,1.2713916963997811,1.318871054356619,1.332059764900186,1.3426107333350383,1.2634784700736414,1.332059764900186,1.4454826755748549,1.246171651952187
271,13.575,1.0025018481982666,1.0813167851666,1.080317878205707,0.7917611343006584,1.2336039933045777,1.278800691335133,1.293423152462666,1.2342686506285567,1.3193447880978375,1.3091735169278602,1.3432120283679847,1.340593681334129,1.4034340101466665,1.2829900465893034,1.1573093889642287,1.3248835991309946,1.3563037635372628,1.2634593151428888
272,13.625,1.0025533606436114,1.071164010800478,1.0638510419695095,0.7913675716534818,1.2489788002529247,1.2839475675077614,1.2793290510778774,1.2496385883143368,1.263494137603989,1.2605950688493008,1.273590894301355,1.1098434936054664,1.2657933990301224,1.3177767008383414,1.2839875546629984,1.382755828098614,1.2865867197534102,1.3023408428524303
273,13.675,1.0036798913755565,1.071835358907171,1.0878310651014005,0.7694890120548126,1.268026008099612,1.2431370678579876,1.3020845579039402,1.2713008686577207,1.3394179682663776,1.2539738791593642,1.2230115611554293,1.3029975493322614,1.2333323338234077,1.1739878909825323,1.261714458660348,1.4113656623460338,1.2720352313283263,1.2754579365498502
274,13.725,1.0033527566443314,1.09189020668652,1.0968983170427289,0.8038554367461763,1.284162180831161,1.269207380750595,1.2646559198565104,1.336829085462717,1.2659563372548202,1.2346083966379822,1.4139083712534568,1.2883983890226247,1.2013098299236793,1.280714104396247,1.3012055300665868,1.298644101857794,1.2832755326050405,1.2213307891883234
275,13.775,1.003403495349584,1.0489327267364783,1.0763383679205762,0.7965877647399313,1.2516188043950969,1.2716292133359155,1.2826026634002363,1.282602663400236,1.2638832485846307,1.2282048654878033,1.2943194131124058,1.212947662189818,1.273976475381759,1.2460049360021193,1.2739764753817588,1.256176404867443,1.1493759817815468,1.2261809507646009
276,13.825,1.0033951887499932,1.0843378796587324,1.0579728307361984,0.790597546620494,1.2188709361101606,1.275905380544338,1.2592436327321068,1.1765757301252662,1.1836249311227482,1.2597291148944674,1.221861506230305,1.3379888394670694,1.2572046076501904,1.196616433787531,1.2445820714288025,1.2546801004059125,1.231959535207415,1.254731620961918
277,13.875,1.0031005356916898,1.0784492775144463,1.0991266270667022,0.792019509497273,1.205012309291429,1.261636435757605,1.251456817516495,1.2419134254154538,1.2692711494384377,1.3634518977487102,1.2256029007336746,1.320844025944063,1.3032996081421486,1.2606917363375014,1.3283630621448834,1.3358820983457025,1.2732234633388682,1.2237615041130658
278,13.925,1.003797076928834,1.0789064086364062,1.0815170488684789,0.7677539986270154,1.2469074972491454,1.2481708280467632,1.296809063755063,1.2601724706241362,1.245012501052718,1.3412361968046376,1.3063988929915296,1.286491862241182,1.2018869815522073,1.2566313161156617,1.2914686199287688,1.274049968022215,1.3138640295229094,1.2359371451188077
279,13.975,1.003970812390667,1.0564727348911844,1.0466938526567728,0.8036190693331026,1.2750031109481548,1.2304752108609347,1.2831561067387736,1.2160506798467643,1.2568156587998538,1.215537554237566,1.2525966260131007,1.306949931283887,1.3168323504240294,1.2698908595083511,1.24765541644303,1.294596907358708,1.3637738413397076,1.3011515731149244
280,14.025,1.0034781422167631,1.0734020616621462,1.0493043257529924,0.8074092322062864,1.2435115608111464,1.2248308663572978,1.2217174172816572,1.2416434913657617,1.229189695063196,1.2363223238546657,1.3565203275627586,1.236322323854666,1.285382733531438,1.3172719998213398,1.309912938369825,1.3148189793375016,1.295194815466793,1.1787264041269856
281,14.075,1.0031381572188425,1.0951751779945773,1.0698545513318545,0.7839496583509606,1.249530933234712,1.2680791410511605,1.239020282138725,1.245203018077541,1.2322192726060277,1.1861485220801222,1.188584145328747,1.2519103497929835,1.278702205527852,1.1837128988314982,1.2713953357819796,1.3809983819700815,1.210504754566368,1.1859496956924798
282,14.125,1.0033618104394084,1.0744032996023158,1.0833989476668269,0.8001335178820077,1.238858650253866,1.2290361832548269,1.2235110455678666,1.2290361832548264,1.2492950214403455,1.1946947550725782,1.269665478569035,1.1463265463651855,1.2237156802970126,1.1027951585285336,1.3301257394532755,1.3035232246642088,1.1777658820249906,1.2451605646677906
283,14.175,1.0033842790698246,1.0727919763577771,1.076571025804811,0.7888221848626641,1.2155043872703524,1.2417163675374667,1.2429355294103557,1.2411067866010224,1.2630517003130248,1.2679283478045815,1.272731106697781,1.2607242094647837,1.2559214505715846,1.1886828260667957,1.2511186916783847,1.3231600750763726,1.2030911027463933,1.186256942748291
284,14.225,1.003398349727351,1.0751566760169124,1.052982635633697,0.8150780389661737,1.2257389660354712,1.2959541364355274,1.2287654820009906,1.2003162319251055,1.1882101680630266,1.259030641656188,1.1254970887532592,1.2614151693865974,1.3067211962643772,1.2113400870479991,1.3257974181076522,1.3257974181076522,1.1708031156310388,1.1787353201219928
285,14.275,1.003050440180061,1.0525071387385192,1.0668477037658548,0.7937056086266098,1.2279866657047465,1.209954556076189,1.263449814640909,1.2898969087627925,1.188917094842873,1.271536942595534,1.2596976786979963,1.2549619731389816,1.2881119120520863,1.2005013592103089,1.1910299480922786,1.2833762064930718,1.2407548564619366,1.217535402164931
286,14.325,1.0035445679088812,1.076345029267769,1.082175838885638,0.7923989305066544,1.1931665075258946,1.2188324203941356,1.2403201614001051,1.2749392996875,1.2594203756276336,1.2861896152647,1.2368112205287611,1.2344598683984775,1.3167571929583766,1.2579733897013057,1.3050004323069624,1.3238112493492245,1.3026490801766797,1.220927596954809
287,14.375,1.0033332666110637,1.068090975261285,1.0714315433657304,0.7966109500305776,1.21629570749296,1.223408547887656,1.2364487552779304,1.173618665124786,1.2091828670982645,1.1861918678426826,1.270252708870904,1.2375623818043733,1.3192881994707004,1.195531961290263,1.237562381804374,1.293602942489855,1.2959379658517494,1.209303833771644
288,14.425,1.0032287431906135,1.0675554353128016,1.0803829089502877,0.8132435778883551,1.213176182457923,1.23613293700225,1.2278920507555688,1.2284806854874746,1.2014034878198063,1.1455188631209892,1.249867747413387,1.2776941165580262,1.2869695729395727,1.2800129806534126,1.2452300192226142,1.2707375242718668,1.2521866115087732,1.2064008765641496
289,14.475,1.0027760490222175,1.0812782690199871,1.0667821557241677,0.8444347862712082,1.239299420133973,1.2053940586397411,1.2422222961248557,1.222346739386857,1.2264387657740925,1.2504594920991594,1.1859790763003073,1.1191957885086403,1.4577179714526105,1.3218485238764592,1.2527623640919756,1.1330130204655369,1.2850025719914016,1.1554307743547867
290,14.525,1.0027680210185743,1.0597775413815655,1.0676301690423122,0.7897578391513737,1.2168485516273195,1.227879144414018,1.1953679235690131,1.2342652770800009,1.226718029383839,1.273883929321859,1.2464393922449066,1.1938373628474153,1.216707810411542,1.2006984971166532,1.3013284663988105,1.32648595871935,1.328773003475763,1.1829155572759749
291,14.575,1.0031064626502235,1.082955969753186,1.0579346825944558,0.801315574409783,1.1733425575313767,1.159504610906928,1.2039013563270349,1.2523341695126051,1.2281177629198197,1.2401735497517257,1.2401735497517268,1.0879910811924485,1.4127984394607571,1.162946625408212,1.2015600875799697,1.2628873510292309,1.244716310007227,1.20846693735619
292,14.625,1.002118793192039,1.0641605506215304,1.075671385530194,0.8423466417155887,1.2140082850040512,1.2014100858200472,1.1974015678978636,1.201982731237501,1.195110986228045,1.1504967023408894,1.1685437094364324,1.0918439292803737,1.2384758619316627,1.2429876137055489,1.3625490357135237,1.2565228690272066,1.1820789647580905,1.2313629471452812
293,14.675,1.001843513835969,1.064293770510617,1.078504298718418,0.8143716125149482,1.1801560123529429,1.2211060041068753,1.19664975903161,1.223381003648761,1.1949435093751957,1.2121266498544343,1.2838236051138463,1.1740376423728724,1.27486148570642,1.2569372468915676,1.167316052817302,1.286064134965703,1.3084694334842693,1.1384863778867804
294,14.725,1.0014870218341378,1.0726781370607517,1.0685393907859828,0.8157942958370797,1.1817581828634711,1.1998347898671184,1.2325986400612297,1.2133922451198542,1.1614219999843671,1.1883314945011616,1.1861061546238176,1.1260219779355574,1.2795704294722243,1.3997387828487455,1.139374017199615,1.2150355730292772,1.319626547264398,1.1749794552371031
295,14.775,1.0021282275984185,1.092835552009005,1.0869328908484617,0.8232400204396603,1.1513302754658967,1.220903839870269,1.250640927881815,1.174895515022217,1.1906056747264295,1.259873197058641,1.162619827461132,1.2001949929874425,1.3460750473837069,1.317341097275352,1.1604095236066432,1.2068259045509089,1.2510319816406863,1.1395018534728565
296,14.825,1.00104408378642,1.074064677055196,1.08359191027598,0.8193570562525456,1.1708848826569789,1.18147356079619,1.2555943077706682,1.1736713769041396,1.1703275838075469,1.2711480120230028,1.2711480120230028,1.2140670995660114,1.2843205302823089,1.3633556398381428,1.2557800740538123,1.2316304572450851,1.2096762601462427,1.2589835946508885
297,14.875,1.0013990301028792,1.0788153220910337,1.079855244321698,0.8260236365559324,1.189597437383513,1.2266858637700624,1.2089719884809644,1.2233645121533567,1.18406185135567,1.1928349164846452,1.3018691867300425,1.214641770533725,1.1906542310797374,1.269158905656423,1.151401893791394,1.2451713662024353,1.2037383435091846,1.216021387830707
298,14.925,1.001350437693294,1.0537288768721982,1.0763508378598483,0.8227514066657795,1.2223296290367702,1.2113325113666236,1.1915376995603604,1.1887884201428238,1.2102327995996094,1.2823305695370697,1.239008590836493,1.2021849089410028,1.288828866342156,1.3061576578223866,1.273666173796954,1.2325102940314063,1.223845898291291,1.1838172740939723
299,14.975,1.0009023746091597,1.0714325679186711,1.0576830980756242,0.8180802254055222,1.2141807951249977,1.1655698681046984,1.1890560463279891,1.1453608310288437,1.1617465367660231,1.2479618308922542,1.1898670560058895,1.247961830892253,1.144682231094274,1.228596905930132,1.2307485642592568,1.2673267558543748,1.2501134892213777,1.1846196443664938
300,15.025,1.0010168186888913,1.1007010963922148,1.0683904891548468,0.8229516014934781,1.17247439432289,1.161623173644288,1.1762723215604003,1.1795276877639798,1.2397519625302185,1.1648620986044147,1.203334608283093,1.2225708631224317,1.2973785208309727,1.301653244128603,1.2076093315807237,1.2311203097176937,1.2866917125868949,1.16163424631845
301,15.075,1.0011207443772498,1.072655215829044,1.080046553449916,0.8419945373278301,1.1916580880912468,1.2051322862831426,1.1808787295377303,1.188424280525192,1.1954308635849775,1.21235119004171,1.2548153297979865,1.2038583620904542,1.2250904319685922,1.3163883324445882,1.1868727061879425,1.254815329797986,1.225090431968593,1.1746750986967285
302,15.125,0.9999388121547128,1.0896143170066337,1.0502864117218926,0.8354396551677966,1.187540259565526,1.203602571462264,1.2127045482037488,1.240545888824762,1.158092687754838,1.2718430601871955,1.2676246752446172,1.1895845538069287,1.3224636794981282,1.2444235580604397,1.202239708634662,1.2802798300723506,1.18747536133564,1.157688398271724
303,15.175,1.0005056552206235,1.078249139366558,1.067057970465709,0.8168671471989569,1.1616433319080564,1.1893015064772958,1.1802594109450446,1.1361127092287586,1.1733448673027351,1.2634757019129852,1.146137991619243,1.2069021630213592,1.152423940384978,1.3577649333990296,1.2131881117870953,1.3158586082941206,1.303286710762648,1.1366663069144085
304,15.225,1.000258126231403,1.075149315929233,1.0897414080206005,0.8426090560055882,1.1661792304546248,1.167236030844706,1.1825596365008837,1.1698780318199091,1.201053643327305,1.19898807892851,1.251027492076449,1.2447827624986962,1.186498619773005,1.1386223596769005,1.232293303343191,1.2281301502913553,1.2198038441876848,1.1362221744990566
305,15.275,0.99977089151495,1.077589466559722,1.0919875687028282,0.8683880433201208,1.1291601609692394,1.2168262450612255,1.2068522594459694,1.1895290212721032,1.1821797687134945,1.2201031845137678,1.2097633270178882,1.1518601250409637,1.2945501584840988,1.1994234695220087,1.294550158484099,1.1539280965401395,1.2366469565071747,1.16709558853489
306,15.325,0.9995035654473586,1.0764478456503657,1.081052655766463,0.842138723555001,1.1713491385209496,1.1916886827784374,1.169784558193451,1.1760428795034472,1.2026407450709315,1.2450266484886323,1.2902256357274935,1.2368086508088394,1.1833916658901855,1.27173514094796,1.1402471780712724,1.304607131667132,1.2018821606697194,1.1802470239208769
307,15.375,1.000149403104176,1.0713073804559414,1.0708206880243334,0.8445834543590032,1.157525319094126,1.1388722700845513,1.1741058071026362,1.150789495840668,1.161670441096253,1.2430655640471209,1.1450899530877412,1.112431416101282,1.22061281986893,1.226736295553891,1.2593948325403506,1.2410244054854669,1.232859771238852,1.156774544445781
308,15.425,0.9994132462464056,1.0752047245772085,1.083134818786179,0.8648119931043171,1.1768021754503288,1.2035710788289014,1.145914979244283,1.1443706194339809,1.1484889122614537,1.2451595965487583,1.2735508577078511,1.133622499138039,1.2654390688052526,1.1559299186201828,1.159985813071482,1.1194268685584925,1.147818129717585,1.148604476601
309,15.475,0.9995170933781544,1.0859474998700736,1.0856592462424308,0.853898098654605,1.1819965650478608,1.1477283825042834,1.143636659215498,1.1865997537477444,1.142613728393302,1.116234512342118,1.3056317039669545,1.208918244413846,1.164591242118672,1.221007426857985,1.1343682860083262,1.2250371543393646,1.3116762951890235,1.103878052054827
310,15.525,0.999234710261658,1.0887015358483454,1.0785820722566295,0.850678315720645,1.1743953272448964,1.1703299171981811,1.1728707984773783,1.1799852660591297,1.138822989336137,1.1671114675778658,1.1971400645138317,1.255195351923365,1.1911343451266383,1.1651095611154685,1.1490943094162862,1.263202977772956,1.2491896325361718,1.1527304252357429
311,15.575,0.9990629243384052,1.0775490981617544,1.067304793355287,0.8629046575621904,1.183529495920286,1.1552540472122927,1.137076973042869,1.1481851850352949,1.1603032344815778,1.2570946243770131,1.17156445214883,1.2372038866495283,1.1655972308305842,1.3267122064232075,1.1795207472398233,1.1755425996943265,1.1834988947853202,1.13663388109883
312,15.625,0.9986296336683996,1.0771669756590705,1.0799001843644784,0.8695379027305304,1.1779738026225242,1.1328214848047948,1.1659331845377965,1.159411183075236,1.1804822647235091,1.1205984331127234,1.2708021031595786,1.2826602876369622,1.1146693408740316,1.183842083658768,1.1561729865448738,1.1818657195792046,1.205582088533971,1.1393537248881769
313,15.675,0.9985009138366197,1.0790153517653722,1.0625332564771663,0.8662277019972603,1.176452773473532,1.1046692144141306,1.160500871460332,1.148536944950432,1.1355760245647062,1.260744073884194,1.1763017137953775,1.3118022451006872,1.2293236608278904,1.1880843686914917,1.1350624216589786,1.1782654896113955,1.2234323333798327,1.1750793635425494
314,15.725,0.9985754607700597,1.0876113943627148,1.0718853226954232,0.8769645291732456,1.160562615120276,1.149169981681195,1.1140014175866415,1.1526373049017848,1.112020090032019,1.1649305417747862,1.2546906840220895,1.1981027682574854,1.2273723798598668,1.2098106128984378,1.1863949236165328,1.2410315319409784,1.1902975384968502,1.1498775986649894
315,15.775,0.9990538971061612,1.0764744232693937,1.0610328128342463,0.8543635365789204,1.1197479183810652,1.1921008607995336,1.1532173067106972,1.151740716049095,1.1517407160490956,1.1459238437458164,1.1905198647376167,1.2738950344179378,1.1207173970982776,1.1788861201310603,1.1517407160490951,1.180825077565486,1.221543183688434,1.1412940882391258
316,15.825,0.9990714867111354,1.0593920966553498,1.0623323002193543,0.8673737414408841,1.1136614693617244,1.1351814977551873,1.1077923707089616,1.137137863972775,1.164526991019001,1.1483276858991287,1.2677845928215203,1.154107858814728,1.1521811345095287,1.2215432094967236,1.1425475129835287,1.200349242139525,1.2408104525487225,1.0802435402980344
317,15.875,0.9988236154840106,1.0817637861141745,1.0771986114597418,0.8604702803266546,1.151370759906702,1.1494266978384755,1.1110314719910173,1.1299860771562185,1.1576889616284354,1.1889706876353412,1.187056081052997,1.3000178694112663,1.2483234916879908,1.2291774258645558,1.1966291139647154,1.1640808020648747,1.21003136004112,1.1250267351454393
318,15.925,0.9979586221922148,1.069174802511688,1.064910442725703,0.8746848477343341,1.1282142007139884,1.1378735688707868,1.1059976539533531,1.1871363464704556,1.1257993586747894,1.1168278546140054,1.1301460743453486,1.1929319673645336,1.2804516970276416,1.1777111448144288,1.1149252517952426,1.191029364545771,1.0958992236076102,1.2095894491859511
319,15.975,0.9983757779515978,1.0822383960661697,1.071508881017276,0.8853080950930402,1.1456403281075138,1.0971653917275983,1.115883436468358,1.128362132962198,1.1504398267589908,1.2384160914340918,1.090940587415986,1.1987111480446015,1.1854761669147718,1.1930390132746744,1.0871591642360343,1.2232903987142858,1.2081647059944802,1.1797461532186204
320,16.025000000000002,0.9981298908390416,1.082484473095742,1.0707465816980488,0.8765942225356205,1.1184701049145098,1.14804159596129,1.1103617928532954,1.1828596418712076,1.128486255107774,1.1968793614779425,1.2269422653769173,1.1950004299842567,1.1104485127683894,1.117964238743133,1.2250633338832309,1.1705743205663393,1.2551262377822063,1.142658766945862
321,16.075,0.998461479628433,1.0785214051444425,1.083240826748856,0.8822728676012163,1.1693507494741426,1.1157890815817315,1.1456508964244034,1.1356969581435123,1.126691013984612,1.1987816578977304,1.129692995370914,1.2099852247939706,1.053135288246604,1.2772066261714137,1.2865429319182806,1.1278257342215403,1.1203566896240469,1.226104642471213
322,16.125,0.998108272949038,1.0787458328530688,1.0675955477883032,0.8766344279580669,1.099458950920876,1.0933351435678464,1.120185683500362,1.1663497697001246,1.113119751939173,1.1616676978777607,1.1709461938672,1.2006373810334043,1.1375436083052193,1.1690904946693124,1.1319765107115562,1.1356879091073318,1.1820803890545264,1.1479014395424083
323,16.175,0.997984373152174,1.0756048518237744,1.0968003358212828,0.8970319730440662,1.1497870162442927,1.0847135654063624,1.1235703741800906,1.1231022198575156,1.1043760469545143,1.2227339715982577,1.0825714047182164,1.2430206589098427,1.2264224602003646,1.1840048412761413,1.2301109488024708,1.1102350692340142,1.2485533918130023,1.141436671796729
324,16.225,0.997934378436287,1.0561369591606544,1.0688109522979792,0.8701945405279168,1.0929271743589648,1.107815922583523,1.157600174459389,1.13201013844843,1.1324754118304472,1.1290634070289844,1.2518673814947996,1.2005463175389368,1.110734455616177,1.2060450029627792,1.1015699799097725,1.063079181942875,1.1583897292894785,1.1270060757479552
325,16.275000000000002,0.998888908704326,1.0673792166624922,1.0821472207995988,0.8838031927426998,1.1685326944113756,1.1116551631835958,1.0940832429668836,1.1301519213064504,1.0899214723892412,1.113028407347262,1.2314356847246304,1.1476397653498775,1.1312449115591643,1.109385106504882,1.1749645216677316,1.1075634560836916,1.240543936830582,1.1599637880973184
326,16.325,0.9982678128570788,1.0739744967402165,1.0810543189713202,0.9124653408453876,1.1232396987532374,1.1407041457878622,1.1600069556682373,1.0919875303754878,1.124158880176112,1.100789388849079,1.1044104065755562,1.1478626192932824,1.1750202522418618,1.156915163609476,1.1351890572506127,1.1587256724727146,1.2383880624552135,1.1284827846245338
327,16.375,0.9980870892498672,1.0843310212016817,1.0682840204922233,0.891758160934118,1.1428844210754694,1.11364996745883,1.1145635441343509,1.108168507405711,1.1287239826049096,1.0328953261712042,1.1750533937104466,1.3082141152029012,1.1966470242227365,1.0832804640332143,1.1390640095232962,1.140863478732654,1.1984464934320935,1.1016056708795268
328,16.425,0.9985109891627,1.07884814897598,1.0633251540266853,0.8966532337454411,1.145925070261946,1.112782229481788,1.1763438419368877,1.1363908283936814,1.1155062985870063,1.101734615888401,1.2162005500066773,1.2358743824332554,1.1088887367707931,1.1375052203003624,1.155390522506343,1.158967582947539,1.1822184758153136,1.0949090005567312
329,16.475,0.9982357193891014,1.0529811626860122,1.07417472928061,0.8611306823103183,1.098817956407068,1.125442292927814,1.1213809534585475,1.1362725315125244,1.14078513092282,1.055948262009256,1.111056672989537,1.12883357975737,1.1412774144948523,1.1679427746466018,1.166165083969818,1.1430551051716356,1.157276630585902,1.1068301227069817
330,16.525000000000002,0.9984576355499556,1.0615331386584974,1.0687796738168267,0.8915145608899957,1.1168479249207346,1.1087743254634763,1.1437599231115958,1.1316495239257085,1.0881417935171498,1.1308476007472938,1.11847895511412,1.1820891326561558,1.1856230314084908,1.0637035244529227,1.1767882845276527,1.1449831957566352,1.152050993261306,1.113232197272643
331,16.575,0.9986900778489995,1.0598286285073526,1.0781708499111078,0.8995955938577781,1.0976366692821304,1.1132407649055562,1.1078907892632388,1.1373156552959849,1.1288448605289825,1.0818839632241957,1.0976907094401338,1.2557581715995128,1.1117411505209671,1.1767244405198234,1.2100942380868034,1.1047159299805505,1.1205226761964888,1.170398157737255
332,16.625,0.998784341031161,1.049883500068244,1.075524933580338,0.8907261308751532,1.0870558939154735,1.1030094251755451,1.1096567298672415,1.1331438731112369,1.1202924173739566,1.1975891563747776,1.1434706959555092,1.141724939167791,1.206317940313369,1.1644197774081293,1.2325042921291445,1.2010806699502143,1.1975891563747778,1.1086980709593233
333,16.675,0.9983740279250236,1.0699122127942564,1.0743808692635026,0.8786650499749822,1.1135840996502582,1.0999285984282812,1.1201916002415373,1.104774098861886,1.1347281015423514,1.1453001024883978,1.1557119216019285,1.1782708630145788,1.0932410069207432,1.053329033652208,1.0967116132919204,1.0793585814360351,1.0689467623225046,1.1657518900328343
334,16.725,0.9989702535458628,1.062866625409434,1.054805257923162,0.8951120711404711,1.1100009475485562,1.1104388177448286,1.1310187169695944,1.1292672361845084,1.0994920628380376,1.1522620558856815,1.1125883623447077,1.133287680713911,1.1143133055421413,1.129837794319044,1.1488121694908138,1.1039636463575386,1.1505371126882475,1.1338157245498606
335,16.775000000000002,0.9987964060219232,1.0585842875220082,1.0645534403869172,0.883947263111092,1.1138401506280662,1.0764074609234886,1.1225454273035491,1.1247217464724206,1.1499670488313218,1.0939631022190466,1.2088463747091345,1.1059658321806978,1.155691427736109,1.1282566163951924,1.1299712921040002,1.0442375066636358,1.0939631022190468,1.1426563930109916
336,16.825,0.9988306894808636,1.0549029928117215,1.063519090610923,0.8899832323257164,1.1548247168389238,1.1080952041305678,1.1349214058705503,1.1171814982683037,1.1050664394179894,1.1113337534119836,1.1846272371492763,1.159059742822314,1.1266742500081606,1.130083249251756,1.0158817745913211,1.1726957397966942,1.1965587345018591,1.1708868830551935
337,16.875,0.999081374823199,1.0497922231547925,1.0350860820976668,0.8927279139054948,1.0959468812417716,1.09035531552115,1.106699892242966,1.172508319570278,1.1204637463244953,1.203033836860942,1.1369516965263269,1.1691455597662674,1.1522014212189304,1.038675692951771,1.1572846627831317,1.0844248670295815,1.0708695561917114,1.1205954158469569
338,16.925,0.9989859963060382,1.065286867070412,1.0660098034151289,0.9154928913489055,1.130101508792985,1.1360876688849644,1.0963224625596724,1.1134257771081857,1.1121430285170468,1.1757233046454956,1.2279402422443642,1.1285596190723235,1.1032933589438392,1.106662193627637,1.0696050121058591,1.1571947138846073,1.1639323832522028,1.1508523669543944
339,16.975,0.9987026249192796,1.064290839652536,1.0390570532382055,0.8855657815406032,1.1192031953072477,1.092848999291657,1.1417317822238002,1.1119770447868431,1.1306800226043587,1.1168975251768496,1.1185720342100984,1.1453641787420767,1.1621092690745631,1.0063799289824384,1.0750347993456335,1.12861908840959,1.1168975251768494,1.14351880144013
340,17.025000000000002,0.9993787740676038,1.0593188490721257,1.0644789004202737,0.9005198326571137,1.115174420280695,1.104187480179407,1.1033423309408463,1.1324999796711874,1.066578339063461,1.0887058827639555,1.141975895376259,1.2002399716709664,1.1036880738111663,1.1619521501058725,1.0687296280343417,1.1203349527525108,1.18692246851789,1.0964517774550309
341,17.075,0.9993848643336468,1.0621210324661143,1.065356800212519,0.8880553160182263,1.0918488138931195,1.080506021290151,1.124616881412805,1.115794709388274,1.1073926407934829,1.1899111387199015,1.165086845144382,1.165086845144382,1.083994152797685,1.1485373160940358,1.1452274102839666,1.0972337760379618,1.1303328341386538,1.171959965882638
342,17.125,0.9999214280753876,1.0558494635263955,1.0641663278448767,0.9054352606050408,1.120147636480319,1.1184770210642403,1.1126298671079675,1.1088709824217915,1.1105415978378697,1.1582933551474337,1.1171607786152091,1.0974171418797412,1.153357445963567,1.046412746979784,1.1220966877990763,1.1994259316796576,1.0645110806539626,1.1291144090196756
343,17.175,0.9998498956872522,1.050568874182746,1.060085461846118,0.9028004827902462,1.091628209657476,1.0932891122206674,1.1182026506685367,1.1078220096485916,1.1086524609301869,1.2186243427657315,1.1548305852249756,1.0992155145484186,1.0812224034471798,1.1008512519212588,1.0501433933632216,1.1384732114965772,1.1433804236150962,1.1407265231836523
344,17.225,0.9993398885495056,1.045874584039367,1.0638667910315909,0.9115601189424658,1.1038767823629745,1.0613564724963374,1.1047024194477633,1.1397919955512976,1.141030451178482,1.1042270526413702,1.0765807199537365,1.1530146985607237,1.0960957783214778,1.1026007977773915,1.1188633464171756,1.06194442617793,1.1334996401929822,1.137399332979052
345,17.275000000000002,0.9997729818408568,1.050623690215192,1.068049270281876,0.9061381169234796,1.08682476934896,1.0724596383341518,1.1036524942520218,1.130741027022804,1.1061150881402753,1.126947637447467,1.0461049087926988,1.1140128008627035,1.1172465100088946,1.1091622371434178,1.042871199646508,1.1414993286053252,1.177070129213423,1.167847458740357
346,17.325,0.9999130564972444,1.0512376531920842,1.0500877542058746,0.889819292524219,1.1017801363243698,1.0883139346581825,1.114430204556242,1.1332012735454713,1.082601000617982,1.044898109084278,1.1124146022866472,1.1300974933634578,1.0738337490281509,1.1526029910975808,1.123667351153708,1.0561508579513397,1.0770488201330248,1.1113155728783477
347,17.375,1.0007073725180256,1.0638698171911165,1.0583058039617887,0.9048054741592908,1.0832764386759144,1.144540387080432,1.1076197294326762,1.1457575516182708,1.061773198507441,1.0932350576218612,1.0852435732825203,1.0788503858110472,1.0804486826789157,1.0452861515858145,1.1267992918470937,1.1188078075077528,1.128397588714962,1.0979320933151893
348,17.425,1.000074199245152,1.0551207686865782,1.0551207686865778,0.9254654713745324,1.0706142243355876,1.0609327091192906,1.0919942371049118,1.0629496914560186,1.1238625580252255,1.0345285767112051,1.03611771430984,1.1219311446361149,1.0917375302620558,1.0694896038811692,1.1108071814456728,1.128287695030654,1.109218043847038,1.0680950545599186
349,17.475,1.0000180294394143,1.0438924059480414,1.0631065364169852,0.9245098176812552,1.1451158070067555,1.0909684746264012,1.0468484260201862,1.0921717486792983,1.0677051762703973,1.1613417752958195,1.1439611500873104,1.0333571714877086,1.041257455673394,1.1012996154846066,1.088659160787509,1.0080762620935138,1.1945229688756995,1.117857966216646
350,17.525000000000002,1.0001475230988994,1.0498566274768186,1.0561499234668317,0.9311261581272344,1.0947222953177085,1.0979127428086164,1.0807640875449875,1.1186506514995165,1.0540440898086352,1.0918823136496654,1.0620322935642783,1.1421560316882111,1.12801654848987,1.0683165083190969,1.1311586558672797,1.1013086357818929,1.0918823136496654,1.1035529981943286
351,17.575,0.9998133479105124,1.049180659206845,1.0547677473522938,0.9205181837299008,1.034176319104234,1.0912780790547745,1.0881057590575225,1.0793818790650784,1.0972261790496225,1.2028379989581457,1.1356665262890544,1.118483126303938,1.1122346172184412,1.130980144474932,1.0763056899768335,1.0997375990474472,1.177843962616158,1.1530412071645426
352,17.625,1.000317694783583,1.0528657266016217,1.0464214239271918,0.923821340609816,1.089038150207588,1.068929190880801,1.0890381502075877,1.069717777521067,1.117032975937037,1.0997199146984666,1.088846977688736,1.090400254404412,0.9863307144541332,1.0888469776887364,1.118359235286576,1.0282691857773798,1.088846977688736,1.1229715161463882
353,17.675,1.0007047345885716,1.045886193131505,1.0613535241566896,0.8889555684759878,1.080533014627918,1.0883743282318936,1.0589694022169829,1.116995122886407,1.1052331524804428,1.0579832976273924,1.1305748523551116,1.110496337217657,1.1398418593416293,1.0471717894764556,1.1475643651637264,1.1274858500262717,1.0765173116004272,1.0516161703781528
