,r ($\AA$),g_full(r),O (DOL),O (DOL),P (TTFP),O (TTFP),O (TTFP),O (TTFP),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
92,4.625,1.0397129831228653,0.3579360444824483,0.3497546491799925,0.006462928709246,0.1163327167664286,0.200350789986627,0.1098697880571825,2.270053994286444,1.3936062890583456,1.3500560925252718,1.2683994740257594,1.2085179537927848,0.6433551760567645,0.3431227605636077,2.594865876762284,3.667124503523558,0.2358968978874803,0.5146841408454117,1.9729558732407448,1.8013944929589407,0.4982720190072284
93,4.675,1.039473182552202,0.3653344175222143,0.3883554904071757,0.009488137246214,0.1486474835240193,0.1739491828472567,0.1359966338624007,1.806176403323522,1.3213325900419874,1.2201014641919965,1.4332196238761885,1.449203485852503,0.5876894706442861,0.6926340189736226,3.0014140822190307,3.3792144562046422,0.3987892836514797,0.5457116513125512,2.476691340572348,2.0569131472549995,0.3816554798426083
94,4.7250000000000005,1.039248582580828,0.3997767920927119,0.4046760174860049,0.0092883944442706,0.170287231478295,0.2198253351810718,0.164094968515448,1.183984494892374,1.1839844948923748,1.1683371227131802,1.2987318908731331,1.3091634723259296,0.6164116313015975,0.5136763594179978,2.9176817214942283,3.184793428391586,0.3903940331576783,0.4109410875343982,2.280723035815909,1.7670466763979114,0.2352428062314258
95,4.775,1.0459784408559136,0.4576492479301745,0.4327040059046304,0.0212214176978812,0.2061509147794175,0.2334355946766934,0.1970560214803255,1.0418550077698248,1.251247435801995,0.980569419077482,1.1950689795006812,1.1593190527634811,0.8047602555560146,0.663927210833712,2.816660894446054,3.158684003057361,0.2615470830557047,0.6438082044448117,1.850948587778836,2.333804741112444,0.1558196515221976
96,4.825,1.0485894083136855,0.5205666443890862,0.4876788599962737,0.0118765019177174,0.2494065402720668,0.2315917873954905,0.1989314071217675,0.8503118584550425,1.080396243684053,1.090399912607054,1.2254494430675604,1.3254861322975648,0.5320133018141165,0.4137881236332018,2.5221371345261865,2.7585874908880155,0.4531965163601734,0.6896468727220031,2.0689406181660117,1.9507154399850968,0.1791473363251618
97,4.875,1.0543380376921194,0.5532055377435405,0.5541260128479388,0.0232682656527418,0.2239570569076409,0.2879447874526811,0.1745119923955642,0.7104651690411719,1.175942348757803,1.1661428291848213,1.2004411476902563,1.180842108544294,0.7141771082733618,0.5790625202216451,2.5092709209604607,2.991823021145166,0.4439479321699279,0.7141771082733621,2.3741563329087443,2.007416736768369,0.1754913964345189
98,4.925000000000001,1.0567319075473058,0.5618714185577192,0.5753996228568619,0.0256479928082373,0.2849776978693039,0.2564799280823736,0.2621794820397596,0.6048980457696589,1.1569875319879988,1.0897766380135914,1.228999204103434,1.3346163232060737,0.907783503030946,0.6241011583337753,2.3261952265167967,2.553141102274533,0.4728039078286177,0.6619254709600647,2.439668164395665,2.0992493507590604,0.0891573083333964
99,4.9750000000000005,1.0649447573299975,0.6151549285758244,0.6248772047458445,0.0335134002971556,0.3044133860324966,0.2653144190191482,0.2904494692420151,0.517524239204153,1.392610680040266,1.256172471522808,1.2044200476023923,1.20912481341334,1.0008319997832384,0.5560177776573544,2.261138962473244,2.5206139253800086,0.3706785184382362,0.7042891850326489,2.1870032587855963,2.409410369848538,0.0873742222032985
100,5.025,1.0709576049580452,0.6644843281837863,0.640226751665995,0.0328497905094161,0.3750351083158344,0.3586102130611261,0.3284979050941614,0.4427140997884391,1.2036289587998183,1.1482896963262632,1.2451334056549843,1.1897941431814296,0.9265134095951244,0.6721763951964622,2.325366988787764,2.4162016367872865,0.5268409583972271,0.7630110431959845,2.634204791986139,2.6887055807858524,0.1896404998030837
101,5.075,1.076894403263988,0.7041156843900137,0.6862792195260926,0.0429409304138574,0.3301084025565289,0.4186740715351104,0.3408436351599934,0.4249913430286872,1.3156646895888096,1.2297621840830113,1.2388045530836211,1.2026350770811798,0.7480505264141301,0.6768076191365938,1.941369223312864,2.244151579242393,0.6589968923172098,0.8192934336916662,2.368826666978082,2.600366115630074,0.1859221789411212
102,5.125,1.0801107801657408,0.7220927877956531,0.7120984239507309,0.0394754553692145,0.4052813417906025,0.357910795347545,0.3552790983229307,0.416739345759308,1.3433193804794714,1.223617653506053,1.5339554641778783,1.2014506670294942,0.9256396171120674,0.6112714452626861,2.0957878123292093,2.043393117020979,0.6985959374430698,0.9256396171120674,2.514945374795051,2.2005772029456696,0.1587880051688201
103,5.175000000000001,1.0820059330841945,0.7384301792363278,0.8127633056860024,0.0464596027425935,0.3974877123533004,0.454271671260915,0.3794200890645142,0.3695920961766577,1.0783392923742476,1.2435687000767537,1.3392278308518886,1.3566204000837316,1.130517000069776,0.6680327727685043,1.8499369092050897,2.0040983183055143,0.6680327727685043,0.7365489545909146,2.4151954092399786,2.860550591085646,0.2018780357267457
104,5.2250000000000005,1.0831459535615964,0.849366358550818,0.8541740926558227,0.0531704657640237,0.3949806028184623,0.4228317991710461,0.4430872147001979,0.4222669846995607,1.2156170771654018,1.1175146463766157,1.3009235387208693,1.3606380618096956,0.9241533335175568,0.5712947879926711,1.8483066670351145,1.562659273038779,0.8233366062247324,0.9241533335175568,2.7052488490241227,2.755657212670534,0.265929836787705
105,5.275,1.0857552702907471,0.8781527942893856,0.8215484960003655,0.079492997292749,0.3949808302983466,0.4347273289447211,0.3577184878173706,0.4603332463419054,1.364260348249647,1.209420983571006,1.3182270236154563,1.364260348249647,1.269403800518586,0.8572597094411232,1.6980336552391475,1.3848041460202758,0.5934874911515469,0.9726600549428128,2.9179801648284407,3.0004089830439336,0.2609124429637328
106,5.325,1.0837704461881483,0.8763972584906512,0.902627458128575,0.0877580893607269,0.4387904468036348,0.5070467385286452,0.4436658962125646,0.5133285675747655,1.3510807898567827,1.2689482190448198,1.3305476471537918,1.3962537038033618,1.0839010481396858,0.808881379208721,1.2456773239814298,1.358920717070651,0.5338617102777559,1.0515457929713374,2.6854861789729547,2.847262454814698,0.24514058124999
107,5.375,1.082405044867777,0.9313440332251176,0.9002992321176138,0.1100588159988935,0.370850358257141,0.416309434430597,0.4187020173870948,0.4353028622083323,1.225296945475307,1.1446853043256162,1.285755676337575,1.366367317487267,1.1114635370639243,0.7939025264742319,1.4131464971241328,1.5242928508305251,0.6351220211793855,1.0161952338870168,3.445536964898171,3.0485857016610534,0.2887212861585879
108,5.425000000000001,1.0817477205885382,0.9276349865199134,0.9700029306157752,0.0986447109831062,0.3851841095530817,0.4932235549155314,0.4086709455014407,0.5143617072690543,1.3175572963122704,1.2423813544806392,1.3175572963122704,1.5549550073595264,1.4495648113946076,0.8884429489192757,1.40280465618833,1.3092843457757746,0.7793359201046277,0.9819632593318308,2.977063214799678,3.1017569620164185,0.3569040417785274
109,5.4750000000000005,1.078328107221687,0.9903157275215908,0.9494478714116354,0.1475828124101184,0.4427484372303548,0.4611962887816196,0.3850989011326523,0.4622783262283773,1.3130258341612722,1.2586401487226393,1.3441033686976334,1.5189145004646678,1.3313898318418496,1.010019872431748,1.2089631806380012,1.3926031574437736,1.0712331980336718,1.0865365294341531,3.091272942897166,3.3055195825038988,0.4586314726858444
110,5.525,1.0766928138998246,0.9151419473804092,0.9703227852412484,0.1924768358521346,0.3985402718820672,0.4460933725043592,0.457415539319191,0.4310610187178991,1.2245184691012871,1.3008124547150737,1.4305122302585132,1.373291741048173,1.1871806549296924,0.6912697484400738,1.0218770194331528,1.3975671001071055,0.8114905742557389,0.9166837968444452,3.170824280888164,3.095686264753372,0.4503680681385306
111,5.575,1.072558233676468,0.9558114074639104,0.9924109606215864,0.1712478565554603,0.386975675852599,0.4425756292796966,0.4381276330055286,0.5282679882693374,1.3150500984577107,1.2513582133472236,1.2963171910722735,1.3937283094765485,1.446407515699839,0.8265185803999078,1.3578519535141342,1.1659815687784414,0.7527222785784875,0.9150741425856124,3.350352102692486,3.4831854459710443,0.4622058169182423
112,5.625,1.0696563855592138,0.9859087168569302,0.998353567420342,0.2097250919910072,0.4434811841059837,0.509020275353173,0.4107116384823886,0.6477278802645342,1.2402516798247036,1.29177548848211,1.3138571207638556,1.4169047380786683,1.6962708434613567,0.9278746494147596,1.435306098313456,1.072855063385816,0.9568707322089708,1.0148628977973937,3.668004473467718,3.102580858980597,0.3954414760659519
113,5.675000000000001,1.0658458812578098,0.9998580854257396,0.9998580854257396,0.2060457996172159,0.4228231512978284,0.4142379096471111,0.4271157721231868,0.4881205180835729,1.2908075922654485,1.200414903731453,1.3052704224308875,1.2727290545586494,1.3389074592550536,0.9258402643784948,1.4386133338804297,1.2676889773797844,0.9828150498787096,1.125252013629247,3.617898879263653,3.646386272013761,0.4940237140694664
114,5.7250000000000005,1.0617597208642906,0.9564395839632144,0.9490977588246272,0.2235523277565971,0.4112519237031738,0.3880530972378667,0.3753991918931538,0.5471353995587093,1.257700853531058,1.2541480262611968,1.243489544451611,1.307440435309122,1.4135946076752937,0.965723048807874,1.3576106628168658,1.273634745529225,0.8537551590910188,0.9797190350224808,2.9531530912820485,2.7852012567067663,0.5419874253513576
115,5.775,1.0564329340254193,0.9760258838981049,0.9852089231283284,0.2404243069434275,0.3606364604151413,0.387580563779491,0.3792900704366141,0.5761095710477956,1.2464916173579594,1.1173034105169384,1.2534747636736905,1.2464916173579592,1.3892228958416084,0.962827749593194,1.361713531567517,1.0591105245525132,0.7427528354004634,1.1141292531006954,3.493689262809593,3.2048409379316327,0.5419064054197257
116,5.825,1.049650579602044,0.9477371458713524,0.9225930991441532,0.2953932383335866,0.4033645599313803,0.3911413914486113,0.4054017546785088,0.5628298964450457,1.2011613643644263,1.0432944421908164,1.2320483708766543,1.2800948254512314,1.5277108608236725,1.013967385502437,0.959889124942307,1.1897217323228593,0.8382130386820148,1.0139673855024374,3.40693041528819,3.2311760684677675,0.528090768939228
117,5.875,1.041720929584324,0.9177307689560908,0.93420936011138,0.2923893610117933,0.3564747004116386,0.3624827009803738,0.3985307043927867,0.5667855305767077,1.3326207415345206,1.096460103794226,1.31575212455307,1.2077929758717931,1.2625904225509264,1.1031053165444935,1.2758808480514623,1.1031053165444935,0.7176829770289476,0.9303297850375246,3.495381906640986,3.774480842152244,0.4788621677795188
118,5.925000000000001,1.0366730573420142,0.8861054419334728,0.9160161741506366,0.346545652415601,0.3997089059111761,0.324886549139626,0.360328718136676,0.6401855371787667,1.2107135806748712,1.044862405239957,1.2339327452357591,1.184177392605285,1.280572106085336,1.045364984559458,1.280572106085336,1.2152367945503697,1.006163797638478,0.6402860530426673,3.724112757493068,3.253698514441312,0.5500166532280301
119,5.9750000000000005,1.0306882644353974,0.8964603104952611,0.8835924591484392,0.3930472463135803,0.3969196329767683,0.3775576996608284,0.4453244662666181,0.7012743309084858,1.1187771883795847,1.141609375897535,1.1253006705275712,1.2753407599312467,1.0664904905570916,0.9765455094257708,1.400571849044855,1.1564354716884129,0.7838062641443685,0.9893947924445308,3.135225056577471,3.160923622614992,0.5841179168222075
120,6.025,1.0271946894331814,0.8750142291821044,0.8466907658408104,0.3827423650118791,0.3922633193654082,0.3579878836927027,0.3522753110805853,0.7442163827601822,1.0906619402519917,1.0714149648357802,1.1965203050411564,1.1644420126808033,1.0867736623901294,1.2005057898495617,1.3900593356152824,1.2257795959516578,0.796124892216025,0.7203034739097375,3.3614162115787742,2.982309120047334,0.4638259211695889
121,6.075,1.0197539386740213,0.8790452446987682,0.8588918135998076,0.4513870549604892,0.4026896963340464,0.3727220910254663,0.3727220910254663,0.7067744452008228,1.1232665289798789,1.0633169108601663,1.173750417922795,1.1705951748638628,0.9570903945427808,1.1932555568325576,1.4169909737386623,1.0565283576121605,0.8700821768570733,0.7706442137876935,3.182014818220154,2.920990165163032,0.5524894988905845
122,6.125,1.0166638431766404,0.8262668829787357,0.8315148730611698,0.4661578445825322,0.3832443939650855,0.3758743094657572,0.4366775065852177,0.7946084949429945,1.167081226947522,1.0118842552789686,1.098794559413359,1.1391457720471827,0.8437071732526823,1.0148941359416326,1.1249428976702427,1.222764019206786,1.0148941359416324,0.5013332478747821,2.8368125245597424,3.0202271274407617,0.4940964812304964
123,6.175000000000001,1.0118095056635723,0.8691634000491574,0.8410518445360163,0.5112106410452332,0.3843143826297497,0.3861271863213997,0.3661863457132523,0.7970618939308376,1.117718977696116,1.0261026680488945,1.178796517460932,1.136042239625561,0.9022818374347696,1.2391337234104172,1.0947686294208534,1.4195900908973704,0.8902514129356395,0.6135516494556432,2.9594844267860445,2.5263891448173554,0.502331602555521
124,6.2250000000000005,1.0072037760656547,0.8259017260258378,0.8304179350540033,0.4976800483161712,0.349624693440751,0.3335704983337778,0.4316794684319476,0.7512540018006729,1.0367305224849284,1.0427405544993338,1.099835858636185,1.1088509066577934,0.923359464031372,1.2311459520418295,1.2784977194280536,1.171956242809049,0.8641697547985918,0.6155729760209148,3.16073047303046,3.006837229025233,0.3587621151456274
125,6.275,1.00395240792371,0.8166814113657674,0.8266815919131035,0.5986206504606686,0.3352977836891135,0.3879623570434247,0.4195611010560109,0.9138113701178412,1.0321041041136785,0.9877443288652398,1.141524883059828,1.0232321490639906,0.9203533167706408,1.1417041144749716,1.5378055419458807,1.0718038625683404,0.885403190817325,0.5941521412063625,2.959110664047378,2.959110664047378,0.4393730119845374
126,6.325,0.997303368230407,0.8420977239487538,0.8196782390903777,0.6634909090596413,0.3904920454361428,0.3576630681649628,0.4008590908901997,0.8324737499607686,0.9983863504774252,1.0333153190072475,1.0333153190072482,0.9780111188350288,0.768260898724126,1.2383907024209786,1.1925243801090908,1.3071901858888113,0.9975925102835664,0.5733290288986015,2.9125114668048924,2.671713274667479,0.3706747680715855
127,6.375,0.9921631217749745,0.8014883005390387,0.7971821175945709,0.5850903182446532,0.3418696336255096,0.3639806049545228,0.3826898883867646,0.8796372398600785,0.951268936917088,0.8681761683309573,1.0372269733854995,1.048688044914622,0.7901193251136838,1.1174544740893526,1.2529035012516985,1.365777690553653,0.9368557712062248,0.4176345004172327,2.844429570409261,2.731555381107306,0.3572813624639424
128,6.425000000000001,0.9881281128934762,0.8033704246432294,0.8102594850128614,0.5977875061311368,0.3667099827527141,0.4202931765795948,0.4068973781228746,0.8716414205429895,0.9760127233264544,0.9167749568817852,1.0296087977287742,1.0324296437499494,0.6334081520274154,1.1779169142965975,1.2223666091757146,1.1779169142965975,0.9223311687416754,0.6000708808680776,2.366946252312976,2.622531997867898,0.3816777371507839
129,6.4750000000000005,0.984073589603514,0.7946635513519513,0.8191869833372055,0.5622115313731987,0.3726094020244659,0.4121785420624624,0.4121785420624622,0.9276680503907974,0.9665523399281362,0.855454369821454,0.9471101951594666,0.9693297891808028,0.6346050716699883,1.1269710755518758,1.247327209834115,1.1707369425635992,0.8972002737403283,0.5033074706348183,2.1445274835744432,2.6259520207033997,0.3426465455586193
130,6.525,0.9815357635458372,0.8421333963778318,0.8066805566279417,0.5812285559048936,0.3864033416350968,0.4562157100817743,0.3734149940171104,0.949061058205427,0.7794881890159845,0.8697447161652038,0.9189755491556872,1.006497030027657,0.6249166342563034,1.0666680481271371,1.454547338355187,1.0558936233985807,0.8727284030131126,0.463300263327949,2.165659370439945,2.467343262839541,0.3337872803663154
131,6.575,0.9754607373860522,0.8167234346007142,0.7914222129588079,0.5372454471600695,0.415725643635768,0.4189235332021971,0.4333140362511273,0.9373752293718692,0.8080820942860936,0.8754222688099349,1.0208770457814322,0.8484861990003982,0.5093365927621435,1.1566185127307012,1.4218979881276514,1.0929514386354326,1.0717290806036777,0.4987254137462656,2.66340593298538,2.1965140562867456,0.3358762990536077
132,6.625,0.9728513315837578,0.7959690541920564,0.8183977376226409,0.5968874628079538,0.3827009326182922,0.4110491498492768,0.4551463766530305,1.058587850367807,0.780012100271016,0.7959307145622609,0.8781768884003616,0.8808299907822358,0.5016775412998492,1.0138066980434457,1.1810325451433956,1.2123873914746364,0.8674840818309897,0.6166453111810646,2.445678013836763,2.550194168274232,0.3625004172785259
133,6.675000000000001,0.9702192251901872,0.826313102520113,0.8214033395817882,0.5274744402416109,0.4374935063180422,0.4374935063180418,0.4142225751309119,0.9643831898272586,0.8154134287970319,0.8337079608533758,0.8755240341250182,0.8938185661813616,0.6795111906641927,1.245770516217686,1.3178398849244943,1.3796136295303305,0.9677886654914254,0.4735987086447404,2.337106670920781,1.925281706881878,0.3605569583116121
134,6.7250000000000005,0.9655617138057846,0.8455123283170596,0.8058487065081359,0.5242453846797489,0.4600520722699836,0.4019724086611483,0.4768646064725411,0.9578206548349362,0.7338142113654752,0.854829186573115,0.8084830258552956,0.8084830258552954,0.4260101641738966,1.0751685095817396,1.3084597899626822,1.2780304925216903,0.973737518111764,0.5477273539378672,2.1706232174574707,2.130050820869481,0.3449688720096201
135,6.775,0.9647575790679438,0.8368912657016728,0.847376236000897,0.5331013292362453,0.4638282751546992,0.4834054426125275,0.4502748515300486,1.012232230551768,0.7230230218226915,0.7762984023780477,0.887923009255937,0.7940568625631663,0.5796484406744385,1.0193817404964265,1.179284758613513,1.129315065451923,0.9893999245994726,0.4597211770866238,1.938824094669673,1.968805910566627,0.3903754804542143
136,6.825,0.9621720852004868,0.8805603219652699,0.855669816864385,0.4362818542056385,0.4793164588721808,0.4333139504355318,0.4867362182974468,1.0374535928696855,0.7749653344327773,0.7474665645012915,0.7624658935548294,0.7674656699060085,0.4825541720759331,1.0143485657922688,1.546142959508604,1.3590301172750785,0.866627900871064,0.551490482372495,1.9499127769598947,1.9893049542722157,0.3780443139003877
137,6.875,0.9617242858872392,0.8770553237352484,0.9029735813232036,0.4577455088487125,0.4943066517280027,0.4826070860066296,0.4752948574307718,1.108646347924321,0.7317065896300518,0.731706589630052,0.8228619560149402,0.729242931079109,0.6405512232451626,0.9608268348677428,1.4752088777767376,1.2325758386687218,0.8540682976602161,0.4561501135230703,1.834305775656601,2.1642867088435027,0.379101744369586
138,6.925000000000001,0.9603084866815336,0.879489545597805,0.8735593774998943,0.5131397159313134,0.5347607713778573,0.4742218161275339,0.469897605038225,1.065984559839076,0.7697428370591961,0.6604733491485851,0.7260350418949515,0.701752933470371,0.6026377818100382,0.9756992657876816,1.3870234660707232,1.157447168238328,0.937436549482282,0.5452437073519396,1.7409535918956676,2.2001061875604586,0.3639838497521271
139,6.9750000000000005,0.959464593198708,0.8966025389710949,0.8862605839077374,0.4745513976342524,0.507230086692899,0.470288959930951,0.5384879631837777,1.0124601064634775,0.6989086314121407,0.7372049947771895,0.7443855629081361,0.7013021541224563,0.6506029912585003,0.9994770590347968,1.3389220979522751,1.197486665069992,0.7071771644114133,0.3488740677762973,1.989525089210774,1.7537993677403043,0.3778346564140978
140,7.025,0.9583986410582912,0.9658903646612662,0.93840748140794,0.5154427101015707,0.5168433696398902,0.4314031378024017,0.5350519436380438,1.1632692951826136,0.6536016121005763,0.6418037490662697,0.7833781054779474,0.667759047741744,0.5763077336758177,1.0875484651624294,1.0689578931083712,1.236273041594899,0.7993945983245211,0.501945445459583,1.793990203216656,1.8776477774599192,0.4663767489275831
141,7.075,0.9588351590657248,0.9286869278052574,0.9540346180700596,0.5109449390174761,0.5288970584964687,0.4929928195384838,0.5261351939612389,1.2096966664305675,0.751407737032833,0.6746385255093545,0.7700184549779183,0.6862702242250331,0.5773552271600431,0.7423138634914834,1.264682878541045,1.1822035603753247,0.9072724998229236,0.4215609595136821,1.851202474386168,1.7778875249055277,0.3950029931201848
142,7.125,0.9594532186401968,0.9368134430652704,0.987661642826862,0.516053542878775,0.578688009824484,0.5487323951982754,0.5392010632717547,1.0735002986955846,0.6674969805991775,0.6996102373977632,0.717960669854098,0.6789660008843863,0.5602442636290088,0.9939817580514664,1.2379590986640996,1.2198867030631635,0.7228958240374306,0.5602442636290089,1.5451898238800077,1.6897689886874936,0.4533773937234754
143,7.175000000000001,0.9590135188618488,0.968845157021894,0.9798933912686344,0.5437966508590801,0.5988476698349375,0.5236560341605956,0.6015330853947355,1.090258060235191,0.7622758636914094,0.7170369400301984,0.7396564018608038,0.7147749938471378,0.5257311280022575,1.1316585297675712,1.265318986039331,1.2296761977001949,0.8554269201392658,0.4989990367479053,1.4168008364806597,1.6752110519393966,0.4830870776679338
144,7.225,0.9603316022460204,0.9869123174600856,0.9575773441173234,0.5733733902499698,0.6846051795825273,0.5879394579006619,0.4873011723140619,1.09752773232641,0.7383773971545567,0.6959931961094313,0.7316851548842734,0.682608711568865,0.4833286084093271,0.9490816310583152,1.1512008673022156,1.2830177605047597,0.7645379805747539,0.571206537211023,1.4939247896288297,1.5818027184305252,0.4675464497673903
145,7.275,0.9595737998748164,1.0151395578364983,0.9833131140443934,0.5459283535272004,0.5811916682287179,0.534173915293361,0.5616009378389862,1.1308975164361954,0.6864591928562119,0.6776584339734395,0.7744667816839315,0.7062609003424487,0.572049327380177,0.9534155456336276,1.3174469357846497,1.369451420091938,0.7974020927117618,0.4853751868680289,1.5861367713723074,1.984837817728188,0.3881763292936908
146,7.325,0.9607374793275302,1.0041822986669708,1.038429685223213,0.5758609806003042,0.6170859277573729,0.5771492601989626,0.5784375397976208,1.1285329284247565,0.6923115464759563,0.7053330802654729,0.7031628246338867,0.7943135611605014,0.6326623992684239,0.8976966476106023,1.1883793715987985,0.9318946151386256,0.9660925826666488,0.5642664642123781,1.5731065062890572,1.7953932952212064,0.4865358798565916
147,7.375,0.9627527764327974,1.0179619064246377,1.062605830412443,0.5833296428647229,0.6214557633133976,0.5934966083177029,0.5693500653668756,1.1175645737055362,0.6636877736565445,0.7685932604603214,0.6679696302607803,0.7557476906476136,0.5482073985726102,0.834962037825976,1.3072637965962253,1.2988298366181852,0.8855657976942168,0.53977343859457,1.4506411162229076,1.3916033963766263,0.5140412545799377
148,7.425000000000001,0.9630142327309844,1.0824675919765268,1.0396133031446115,0.6256523240305674,0.6005760785784406,0.5880379558523771,0.6256523240305676,1.1215736566855363,0.6885744106958283,0.747715771123691,0.739267005348282,0.7751742598937701,0.5325282670560784,0.8986414506571327,1.5643017844772322,1.3396414218129478,0.8403961714478739,0.5408490212288298,1.4311697177132114,1.705754605414003,0.4903301566085549
149,7.475,0.9645751153606376,1.08173769988476,1.1099263044420178,0.5653524264082554,0.6383410328810935,0.6123620373568631,0.6346297478062033,1.1878967074321258,0.7169060830818443,0.7169060830818446,0.7835950210429463,0.8294436658912038,0.541847620933952,0.8948695557848593,1.354619052334879,1.1657933662518345,0.8948695557848592,0.5500574333723453,1.3956681145268452,1.5598643632947091,0.503144219438669
150,7.525,0.9656339095171595,1.0813178846088716,1.075909363571171,0.6408726983028886,0.6860389646594729,0.6237827596814781,0.6372105685983006,1.0940189939029,0.7711600051007288,0.7403136048966994,0.7814421385020717,0.8431349389101299,0.5670752360740714,0.8182085549068744,1.4419913145883527,1.2151612201587243,0.9154214525195724,0.5427720116708968,1.5392042122010507,1.2880708933682476,0.5755896310180401
151,7.575,0.9673516022573424,1.1082641236665909,1.105214205197608,0.6529193040242746,0.7023098786829374,0.6203938036393013,0.5999147848783926,1.1161528550911703,0.7650720479443119,0.7285434090504189,0.7995713180107661,0.8056594244930815,0.4636800290571588,0.9433490246335297,1.3910400871714754,1.0792552400468345,0.967332474412348,0.5196414118744018,1.391040087171475,1.3910400871714748,0.5357119547534058
152,7.625,0.9691381172677564,1.1020548583520189,1.0937772185829011,0.6800515740911299,0.7335521349899078,0.7038296011572532,0.6431956321386386,1.1376139780035477,0.7590769325058883,0.7831110306327246,0.7750996645904455,0.7670882985481671,0.5286287744564073,0.8442280427885915,1.4044167440782178,1.3334069087034768,0.8994579147467238,0.5680786829979302,1.2702870550370395,1.2939570001619536,0.5473070985005576
153,7.675000000000001,0.9703548346829108,1.10556841892391,1.1141099283747833,0.6923421637090664,0.665352553937357,0.6653525539373571,0.6759137055871565,1.0516740653118104,0.7175896347898257,0.8421299846293824,0.8065470275323662,0.8164311822815373,0.6307887849016497,0.9500769352839656,1.1992774428994324,1.2070649587624156,0.9189268718320324,0.4049508248751332,1.2070649587624152,1.6821034264043992,0.5585556020501008
154,7.725,0.9711417830407992,1.0990013607968565,1.1418910069653787,0.7181584432792073,0.7320582841168692,0.7146834830697919,0.697308682022714,1.0381042668681626,0.73174642871346,0.7785782001511218,0.7980914382501472,0.7415030477629729,0.4996571573841403,0.8993828832914541,1.2452993768650895,1.3221697087703417,0.9070699164819788,0.6687718875756956,1.1530549785787862,1.4067270738661193,0.5927643859265226
155,7.775,0.9727651528413434,1.101196327258088,1.095768149502954,0.7169557007940206,0.7180991708112361,0.6609256699504684,0.7604075614482031,1.084510943943079,0.7859333306017336,0.7551124156761756,0.8283120886243763,0.7397019582133969,0.4477204876496808,0.971325803714562,1.3203960144244822,1.2369227031677623,0.9485603551900018,0.4553089704912009,1.305219048741442,1.2520996688508026,0.587720252725887
156,7.825,0.9740995835625446,1.1475469434180086,1.1318271222752956,0.7665256248115409,0.7665256248115404,0.7902326028984956,0.7450764541614383,1.1049275402219962,0.7626091972960771,0.8120551801631543,0.796841031588669,0.7816268830141838,0.6068370624595847,0.8615587923808924,1.1911986781614083,1.1837068625754876,0.869050607966813,0.6068370624595847,1.168723231403646,1.3485268054657458,0.567619701280224
157,7.875,0.9762840276956746,1.125613554898289,1.12067510620867,0.8225851245903322,0.7267283214537892,0.7646251971124224,0.772427495042141,0.980157246955572,0.8167977057963097,0.8994163243136374,0.8637401026811553,0.7886322676654024,0.5991556838756629,0.9098290014408216,1.3684419940370074,1.375838977788559,0.8728440826830645,0.5325828301117004,1.2057083515028773,1.2352962865090829,0.6401410122133401
158,7.925000000000001,0.9776321320807564,1.1473309429951712,1.1337468790070682,0.7781198690780383,0.8562620341481101,0.7770192752038115,0.7539068038450579,1.0160344002588786,0.7638798775668942,0.7249442527394554,0.8695622878127994,0.8046695797670679,0.620834999052234,0.949512351491652,1.3366212332536338,1.3950527625761968,0.986032057318254,0.562403469729671,1.1905424099472246,1.2343660569391477,0.6616029155566249
159,7.975,0.9792163319259306,1.1106323850980049,1.1281741167920274,0.811866963398766,0.7868697208844797,0.791217067408704,0.836864205913052,1.036290367430035,0.7323606836961378,0.7232061751499362,0.8037658503565116,0.8092585554842328,0.5625861615665784,0.8438792423498676,1.2694251850733052,1.5723561951476177,0.988132104290016,0.6707758080216897,1.3415516160433796,1.2694251850733052,0.665476723297357
160,8.025,0.982020097985748,1.125369246532286,1.1287660749250792,0.842568547731944,0.8157351544920729,0.7760217324970639,0.8071484686553141,0.9727889410178644,0.8190955209685739,0.7558099950659243,0.8064384157880438,0.8444097313296334,0.5840897888504237,0.9829803763580308,1.3676248714546524,1.2322869935502856,0.8333964060426787,0.5128593267954943,1.1753026239063418,1.2251639473447924,0.6428185779732639
161,8.075000000000001,0.9839932811979636,1.1336182689229777,1.1097985302152142,0.82050566658869,0.8130850727048131,0.8183854969075822,0.8247460059509055,0.9250626498623976,0.6982615754752846,0.7750524904252519,0.7893391722764087,0.7875533370450141,0.7457214996550738,0.9004938863759381,1.294459961665411,1.238179093766915,0.9708449712490584,0.5487384620103374,0.9989854051983064,1.1115471409952988,0.6633102288037035
162,8.125,0.9862696132953614,1.1319698150696544,1.1382659001066333,0.8847807653265183,0.8774512205249965,0.8261444069143463,0.8334739517158676,0.9860331913703934,0.7620149171234523,0.8078769260244004,0.8854895564721602,0.8960730969877634,0.5906470843303968,0.9728304918383006,1.257730850162374,1.2438332717075415,0.8894450211093033,0.6948789227416434,0.965881702610884,1.014523227202799,0.6575114541411492
163,8.175,0.9881395098092252,1.0962342457117589,1.0991802320394408,0.8884712129838386,0.8791624342680595,0.8336528494353599,0.8202068357347891,0.9391602977686508,0.8450700267491575,0.7544645805822373,0.8450700267491567,0.8084793657971315,0.6864048952039395,0.8717342169090028,1.2629850071752489,1.1806164197507754,0.8442780211008453,0.5491239161631517,1.0090151959497913,1.0707916365181456,0.6656726657161468
