,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DEGDME),O (DEGDME),O (DEGDME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
67,3.375,0.8026719842328799,0.0785582030846889,0.0503578224901852,0.0040997191956715,0.524764057045959,0.6026587217637186,0.1930021652116145,0.1179457676293199,0.1179457676293199,0.1286681101410763,0.1393904526528327,0.0,4.899785608402602,1.1404673398868137,0.8870301532452992,5.195462326151036,0.0,0.042239531106919,0.337916248855352,0.0142235155768196
68,3.4250000000000003,0.7855045881407717,0.0958406271373125,0.0743253843105689,0.0039808951968199,0.4617838428311137,0.4777074236183935,0.1353504366918783,0.1769967249047639,0.156173580798321,0.1665851528515425,0.0624694323193284,0.0410152838460237,4.183558952294417,0.8203056769204745,0.9843668123045696,4.0194978169103255,0.0410152838460237,0.1230458515380711,0.0820305676920474,0.0138112690501916
69,3.475,0.7950628008310178,0.1102029739448314,0.0741019997215246,0.0154686527322156,0.3905834814884465,0.3905834814884462,0.1921682627886796,0.1719400246003976,0.2427388582593848,0.2225106200711027,0.1618259055062565,0.0,4.621845937565055,0.9960874865441932,0.7968699892353545,4.183567443485612,0.0,0.1992174973088385,0.1593739978470708,0.0268333771885374
70,3.5250000000000004,0.8272837554125648,0.1366433897009116,0.0960196792492892,0.0075164726290167,0.3683071588218207,0.3570324498782956,0.2850477697004048,0.2555600693865698,0.1769262018830098,0.2260723690727348,0.2260723690727348,0.0,4.801431606656766,1.0067517884925474,1.0067517884925477,3.794679818164217,0.0,0.1936061131716437,0.1548848905373149,0.0
71,3.575,0.8771837633464763,0.15798139050509,0.1418242028397967,0.003653847668099,0.2850001181117224,0.2484616414307322,0.3249113772555732,0.1433432546715763,0.1528994716496813,0.3344675942336781,0.1911243395621017,0.0,3.839861731202224,1.3175996136478223,1.0917253941653384,3.952798840943468,0.0376457032470806,0.1882285162354032,0.4141027357178872,0.0
72,3.625,0.9373677133437768,0.174606145124825,0.195558882539804,0.0142149944031034,0.2736386422597407,0.2736386422597408,0.3624823572791371,0.2416549048527581,0.2137716466005167,0.2323604854353443,0.3067158407746546,0.0,3.917738608976535,1.5378039399720955,1.574418319495241,3.954352988499679,0.0,0.1830718976157257,0.1464575180925806,0.0123293318802427
73,3.675,0.982093001387413,0.2123591891214726,0.2208535566863315,0.024203950873045,0.2143778505898272,0.2627857523359173,0.5335508291354765,0.2351240941952947,0.2712970317638016,0.3074699693323084,0.2712970317638016,0.0356248627568628,3.49123655017256,1.6031188240588274,1.2468701964901987,3.277487373631381,0.0,0.1068745882705885,0.1781243137843141,0.0719767635291718
74,3.725,0.9943120841015324,0.3026038480287225,0.2711859621678169,0.0336550727797936,0.1548133347870509,0.2052959439567412,0.6073446210876609,0.2992712625649343,0.2904691666071421,0.2640628787337656,0.237656590860389,0.0,3.675541887829591,1.56037155615407,1.386996938803618,3.8142415817099526,0.0346749234700904,0.2080495408205426,0.1386996938803617,0.0700574984395704
75,3.775,0.984070687582602,0.4331062495557782,0.3848044373376617,0.0229386253318192,0.1376317519909154,0.2195554138902699,0.6427856549026275,0.2999666389545595,0.2742552127584544,0.3513894913467697,0.3856713929415765,0.0,3.578822757397252,1.451786590264924,1.586836505638405,4.017734982361064,0.0,0.4051497461204438,0.2025748730602219,0.0227379959557391
76,3.825,0.9745306284258828,0.4924283140494599,0.4673364254354746,0.0287265224793933,0.1468244482280107,0.1563999557211418,0.6344387528782272,0.4340896730219449,0.3840024030578743,0.4507854296766351,0.3673066464031841,0.0,3.321443710243669,1.8744781335038532,1.3483088328711923,3.58452836056,0.0328855812895412,0.131542325158165,0.131542325158165,0.0221474322970379
77,3.875,0.9885270607594844,0.5745407501692584,0.5882930553594798,0.0155499921431917,0.1586099198605559,0.1710499135751093,0.7320457839717962,0.4554951544713398,0.4066921022065533,0.366022891985898,0.4066921022065533,0.0320424080526375,3.332410437474306,1.794374850947704,1.986629299263529,3.044028765000566,0.0320424080526375,0.1281696322105501,0.2883816724737378,0.0863183237336358
78,3.925,1.0076233331015068,0.7923350510714725,0.7297822838816198,0.0151563427504826,0.1394383533044401,0.2182513356069496,0.7690095137091024,0.388468723420062,0.4122525228131269,0.4994597872543652,0.5232435866474302,0.0,2.654656396902711,2.123725117522169,1.6864875933264287,2.623425145174444,0.0312312517282672,0.312312517282672,0.2498500138261376,0.1472330438618311
79,3.975,1.0252565256241717,0.8640112652136771,0.7725277194851702,0.0265994174975322,0.1477745416529571,0.1300415966546023,0.9198396854274844,0.4096764985517366,0.5256226773871334,0.5797308941769856,0.4869739511086681,0.0609010232266732,2.161986324546902,1.9488327432535455,1.5834266038935054,2.5273924639069425,0.0,0.4567576742000493,0.243604092906693,0.2460898489567612
80,4.025,1.029336678841409,0.9899704991661348,0.86958782044064,0.0115300780177222,0.1354784167082361,0.15565605323925,1.0780622946570282,0.6408062590618692,0.6408062590618692,0.4749505214223266,0.5654172874075316,0.0,2.3758948642579107,1.9898119488159995,2.078908006225672,2.3758948642579107,0.0,0.3266855438354628,0.2969868580322389,0.2700156025578827
81,4.075,1.0235604898263857,0.9395733054056752,0.9299012272617928,0.0337466121457124,0.1040520541159468,0.0843665303642812,1.257710275738284,0.5148521596589472,0.54427228306803,0.5074971288066764,0.6766628384089018,0.0289743639634905,1.9412823855538652,1.7964105657364131,2.057179841407827,1.7674362017729228,0.057948727926981,0.2897436396349053,0.3766667315253768,0.2634301866476538
82,4.125,1.0079703916678289,0.796923601920643,0.8090594943356781,0.0109778268643193,0.1454562059522319,0.107033811927114,1.3853173054550758,0.5598691700802889,0.6747141280454766,0.6747141280454766,0.6460028885541795,0.0282762207111257,1.498639697689663,2.318650098312309,2.375202539734561,1.6117445805341657,0.0565524414222514,0.3958670899557599,0.3958670899557599,0.4665576417335743
83,4.175,0.996981500493626,0.64500096008603,0.6357866606562295,0.0241120406927718,0.0964481627710875,0.1071646253012084,1.4504319862882775,0.5115049999953838,0.623615684925879,0.7147056164319056,0.7427332876645294,0.0552060190945619,1.3249444582694856,2.0702257160460737,2.318652801971602,1.352547467816767,0.0276030095472809,0.3036331050200905,0.717678248229305,0.3160262929800941
84,4.2250000000000005,0.994136465363678,0.4922919228081325,0.4627287002896286,0.0183125639232267,0.1177236252207435,0.1177236252207435,1.5805151324508069,0.6021010028384015,0.629469230240147,0.6842056850436384,0.6089430596888379,0.0269535572895978,0.8894673905567295,2.0484703540094378,2.722309286249384,0.9703280624255232,0.0269535572895978,0.2964891301855765,0.2695355728959786,0.4356574974155409
85,4.275,0.9995480017549724,0.3841728496451827,0.3226549750287972,0.0153314655106382,0.1277622125886516,0.1022097700709213,1.5303947495619148,0.5947822389127081,0.6682946504637172,0.7217582225008147,0.6415628644451683,0.0,0.5265351791532316,2.5273688599355126,2.3957350651472047,0.6844957328992011,0.1053070358306463,0.368574625407262,0.368574625407262,0.4787171883933968
86,4.325,1.0148293404427131,0.2857993863216889,0.2637204637732323,0.0274615618364137,0.1248252810746077,0.1273217866960999,1.6519185658519642,0.6072269827044772,0.6659908842565228,0.6659908842565231,0.7378134305979129,0.0,0.591596180608141,2.752208318481354,2.623600453131759,0.437266742188626,0.0771647192097575,0.5144314613983835,0.5915961806081409,0.4417286477211632
87,4.375,1.0374687642090954,0.2373486577080963,0.2253613517632429,0.0243976932759956,0.1171089277247791,0.1097896197419804,1.63351940210974,0.5423794889817498,0.5359985538172585,0.5870460351331882,0.5679032296397146,0.0251370173146621,0.3519182424052707,2.865619973871489,2.9410310258154757,0.2010961385172975,0.0251370173146621,0.3519182424052707,0.5530143809225684,0.338580233217899
88,4.425,1.0638900881159867,0.2390459708492858,0.2648254382938166,0.0333892353746811,0.0977827607401374,0.1168623238113838,1.4720616738815469,0.4179158141951845,0.5052415067135814,0.5052415067135814,0.5301917045759805,0.0491443291229072,0.1720051519301753,2.6537937726369947,2.7520824308828096,0.1720051519301753,0.0737164936843608,0.5405876203519798,0.4422989621061652,0.297874811214356
89,4.4750000000000005,1.0850831499636369,0.2291510384481184,0.1844665859507354,0.0443070272575862,0.1282571841666968,0.1282571841666968,1.0856118581494412,0.5611027581446546,0.4208270686084909,0.50011332791154,0.475717555818294,0.1922091134619369,0.216235252644679,2.690927588467116,2.474692335822436,0.0961045567309684,0.1441568350964527,0.5526012012030691,0.7928625930304902,0.1779895617007222
90,4.525,1.0959171524174869,0.2398030038375728,0.1904977133289129,0.0729823765390216,0.1254384596764434,0.1185963618759101,1.0915777567927705,0.4771924619859108,0.5249117081845016,0.4533328388866149,0.4533328388866151,0.2349811365839713,0.1174905682919856,2.561294388765288,2.96076232095804,0.1174905682919856,0.1174905682919856,0.5639547278015312,0.7284415234103111,0.1266020817513641
91,4.575,1.0950721446877747,0.2148582248217463,0.2510333341029587,0.0267734498637422,0.1784896657582814,0.1271738868527755,0.6593820152339585,0.4668191258293511,0.5076657993394192,0.5426772337766207,0.4201372132464159,0.1838984435085323,0.1149365271928327,3.0802989287679186,2.666527430873721,0.0689619163156996,0.1379238326313992,0.6896191631569962,0.8045556903498291,0.0619249860794037
92,4.625,1.0961854451467516,0.2971217857279687,0.2595793218273228,0.0611279647511692,0.1331716374936187,0.1397210622883868,0.4967486805877991,0.5310072102835095,0.4796194157399439,0.4510706409935187,0.4396511310949485,0.1574508182984662,0.1124648702131902,2.4742271446901847,2.7441428332018414,0.2024367663837423,0.1124648702131902,0.652296247236503,0.607310299151227,0.0530191531005039
93,4.675,1.0971887134339895,0.2939497482337071,0.270853696586773,0.061964112894475,0.1709354838468278,0.1410217741736329,0.3185316997068772,0.4638268609766809,0.5029447890108588,0.4302972083759572,0.5252978907446748,0.066043255122638,0.1100720918710633,2.5977013681570944,2.267485092543903,0.1100720918710633,0.0440288367484253,0.8805767349685076,0.770504643097444,0.0370650921606642
94,4.7250000000000005,1.0917363403595757,0.2949556025567751,0.3011219217739898,0.0543845173314357,0.1715204008145279,0.152694990969031,0.2297665406783735,0.4704743451985743,0.5251806644077109,0.4485918175149197,0.4704743451985743,0.1293058454034136,0.1724077938712182,2.7154227534716875,2.349056191495348,0.1724077938712182,0.2155097423390228,0.7758350724204821,1.0128957889934067,0.0362848035570803
95,4.775,1.084866802284314,0.3501958178651114,0.3481831982222084,0.0634922302640498,0.1658990532705816,0.2027655095529331,0.1928399251692233,0.5731631109196362,0.5410231233914324,0.6267297567999763,0.5731631109196363,0.1477140840942704,0.1899181081212047,2.321221321481389,2.32122132148139,0.1688160961077375,0.1266120720808032,1.0339985886598917,1.2028146847676295,0.0355288977777763
