,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DME),O (DME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
168,8.425,1.003272628823732,0.922519299178326,0.9547526779057308,0.9142855771885612,0.9171637059729952,1.3451931149401155,1.1547384774932372,1.0809587530768792,1.2473920848998268,1.1581700925823708,0.8584237139634078,1.0476824855458908,1.1490711131793647,1.182867322390523,0.9665715834391124,0.9665715834391124,0.9057384068590286,0.8787014394901028,1.0902381204097389
169,8.475,1.0033622010322452,0.925682090311664,0.9419277154341325,0.9049515354958858,0.8968927737863887,1.3191937663551068,1.1988046180116456,1.18863088716572,1.2462820286259682,1.222543323318807,0.9084422290705876,1.008638063159256,1.0620758413398783,1.3225850099704144,0.908442229070588,0.908442229070588,0.8884030622528547,0.9485205627060554,1.203372415534306
170,8.525,1.0043802113821616,0.9183185002010944,0.9365778327385176,0.9529299891633,0.8967099308055838,1.3037647764148208,1.1948384133467442,1.1127246934954251,1.1579710289237033,1.147916287717419,0.9044188933531194,1.0232476530637484,1.214693988153095,1.2609051724850064,0.8450045134978048,0.8450045134978048,0.9374268821616276,0.8119965246892972,1.1315003837071604
171,8.575000000000001,1.0071025395216704,0.9129301420720848,0.9054624108485912,0.931662370375891,0.9321254232438712,1.2670729343246812,1.122974443754424,1.2008207547521494,1.1743198829231365,1.214071190666656,1.0243992311177164,0.8808528420438962,1.3702155320682836,1.402839711403243,1.083122753920643,0.8743280061769044,0.9395763648468226,0.8482286627089373,1.085386472486742
172,8.625,1.0066234206545397,0.8953023129086894,0.921752329710526,0.9236380260821696,0.9227226266509684,1.2687964231507278,1.1394610458231054,1.1558326125734375,1.1492839858733044,1.1083550689974748,0.967410762519617,1.0319048133542583,1.1415446997731475,1.251184586192038,0.9351637371022966,0.8835684964345837,0.754580394765301,0.7416815845983725,1.068495315664523
173,8.675,1.00886580826424,0.8698104346408774,0.88014722414727,0.8940191825885802,0.8994484488796041,1.1619673952462228,1.1004705136036652,1.079432106725948,1.1296006154343503,1.0875238016789162,1.00091814539442,1.013668695017279,1.3196818859658914,1.1730505653030143,0.9690417713372732,1.00091814539442,0.7650329773715316,0.9499159469029846,1.1184704064582267
174,8.725,1.0093242844018653,0.8571649144084459,0.8848153955183957,0.9450776736101976,0.8864855414554718,1.1838844788280196,1.100692596531997,1.155087288802473,1.0574968114936774,1.0846941576289155,1.1533420045585017,0.7814995003565803,1.2037613271621526,1.1344347585821326,1.1092250972803075,1.0525033593512003,0.7499874237292989,0.8256164076347742,1.237267024963812
175,8.775,1.0109502654491105,0.8937773227120278,0.9172508627699568,0.9109024315606036,0.928147671769761,1.045479932324964,1.1656863995816915,1.0739498850962943,1.1071648299961796,1.1024198378676244,0.9782352458970568,1.2399287511688808,1.115312796277536,1.1340051895112375,0.9595428526633552,0.9470812571742206,0.8723116842394136,0.7663881225817706,1.2253054503397949
176,8.825000000000001,1.0110033084758032,0.8848533560451173,0.9060052290979884,0.931213106481788,0.8826850995242864,1.0211563875683003,1.049304649400198,1.0774529112320956,1.0852718728520678,1.1024735884160055,0.8870967365204219,1.059587768621615,1.1396728906685971,1.1951164367011242,1.1951164367011238,1.028785798603545,0.6468413703794746,0.6899641284047733,1.1844929001030549
177,8.875,1.0117876703610813,0.8955350275691892,0.8923398004192503,0.8887616457535905,0.9056204512907456,1.0792628231152457,1.0638006050190385,1.0993637066403146,1.0266912815881424,1.0205063943496586,1.1512324200721358,0.9624059384730028,1.1268677127690223,1.1085941822916874,1.078138298162794,1.078138298162794,0.8832206397378823,0.7492147495707557,1.2306663382695333
178,8.925,1.012662245873386,0.8786356415709747,0.8734655070341073,0.9036233897692892,0.9651757871802538,1.028980502552035,1.0503857433183477,1.1069567367721749,1.068733092546616,0.969351617560164,1.0540459468260093,0.9516529119914826,0.9817685104722256,1.168485221052833,0.9938147498645232,1.132346502875941,0.7589130817147264,0.8131211589800641,1.261536274317821
179,8.975,1.0125481978062156,0.8521148653120175,0.8819388855979375,0.9371211112735088,0.925708269593588,0.9721887743840354,1.0568584032572952,1.114312794278436,1.044762741989687,1.1037290906692785,1.0363782495200946,1.030422052683772,0.9887286748295152,1.1495459894102196,0.964903887484226,1.030422052683772,0.6909188330133965,0.7504808013766202,1.175315657355125
180,9.025,1.0133286008522833,0.8651713098476197,0.8792162986438473,0.943905402739883,0.9413972395793702,0.9270556912513062,0.962941718009421,1.055647287134552,1.057142538249473,0.9763989780437148,1.030817056498885,0.9778036078789424,1.0779401219388345,1.077940121938834,1.1898574023587132,1.030817056498885,0.7186267479592229,0.8305440283791018,1.275388170370254
181,9.075,1.0134142389045675,0.8576087199935926,0.8876125236085287,0.9570986323189054,0.9463493604224512,0.9612329676636951,0.9878517267682286,1.0647503641813236,1.036652785126539,1.048483344728554,1.0369664742068954,1.025315165507942,1.0194895111584652,1.0660947459542802,0.996186893760557,0.9961868937605572,0.7165554849856637,0.7282067936846177,1.2201773589526912
182,9.125,1.013505112301167,0.897970645178203,0.8798353751103443,0.9458208123015296,0.9335533568890584,0.8629683057465313,1.01801006915184,1.013622094715841,1.0458005739131693,0.9712050085011804,0.9161558746677346,0.9449658078333872,1.1754452731586036,1.0486815672297345,1.169683286525473,0.944965807833387,0.6453425029106059,0.7548202489400836,1.2863929137373502
183,9.175,1.0120879147704906,0.8599440163111366,0.8743488939547814,0.9185524923137124,0.9808409484195304,0.8738429461478496,0.969329095892482,0.9519679777570936,1.0865166433063491,1.0648152456371147,1.1797668914729376,1.2139630332547624,1.1284726788002015,1.0828778230911025,0.9916881116729044,1.1626688205820257,0.638327979927387,0.6668247647455737,1.1841286442512318
184,9.225,1.0130771001302012,0.8667785293487202,0.8683916407556965,0.9054215092758466,0.9118230754041776,0.8214625073619637,0.9974901875109556,0.9545566069868112,1.0003524262125645,0.9860412327045168,0.9584162925086804,1.1839260083930758,1.0880843791422077,0.9133143493318012,1.071171150450878,1.0711711504508783,0.8005594913896037,0.7554575482127245,1.2567564421455335
185,9.275,1.0122007738511485,0.88910778516588,0.8933631619420257,0.9637627655027592,0.9708870898473376,0.7729891913868124,1.0164949439848558,1.0391466419009523,0.978270203751442,1.0179106751046123,1.0875389056307971,1.0652304152588836,0.909070982655487,0.9759964537712288,1.132155886374625,1.160041499339517,0.6692547111574136,0.7807971630169833,1.2657791909492513
186,9.325,1.0127336213303268,0.8927545307521164,0.890123365026351,0.9808646320397552,0.955413054761278,0.7535172884918944,1.0084246240040224,0.9888163674261666,0.9972199059595332,0.9678075210927496,1.0703901101591533,1.136599807694771,0.9600406142664568,0.9821105134449962,1.0924600093376924,1.0538376857752487,0.7007192989186207,0.728306672891795,1.2336623234697734
187,9.375,1.0112652165146068,0.8775302474700714,0.872323897737232,0.966556028788865,0.9239423361368504,0.7898433033158268,0.9935397341709608,0.95889748402553,0.9602831740313472,0.986611284141875,1.195472559564147,1.0262504164294963,0.8570282732948458,0.9279923978351828,1.0917557621590384,1.179096223131762,0.7806053699437125,0.7260175818357607,1.2223765408459226
188,9.425,1.0122315430801392,0.8746833709709179,0.8785468134222032,0.9613108900549564,0.9513451471755988,0.7595488234175484,0.9789131045489704,1.0625457367303248,1.0077046664474694,1.0200439072611125,1.3124465229056086,1.1612181169740974,0.9829846385548172,1.031593769032803,1.0477968125254649,1.2098272474520828,0.7129339136771203,0.8155531891306452,1.2058040427753356
189,9.475,1.0116445708160495,0.8876483581352521,0.8626728947137031,0.9739477095906062,0.981153708999571,0.7813987375291997,0.9469033312419812,0.9808182070027976,0.974035231850634,0.9713220417897684,1.287943100104683,1.0848649349429484,1.047455799255261,0.9779816901209836,1.1970923420060124,1.095553259425145,0.7642152004770527,0.6252669822084979,1.1841136622776298
190,9.525,1.010752966023927,0.8929803154209113,0.9088678499793744,0.978761070793727,0.954742394209832,0.7369720975624607,0.9718903435978532,0.959808833801748,0.9786022934845784,1.0188739928049322,1.0682169940934048,1.0470641823291789,0.9941821529186142,0.9783175440954448,1.1845574587966468,1.2057102705608729,0.8672652823332593,0.8143832529226946,1.2002062226018135
191,9.575,1.0106828327846715,0.9358357685167392,0.8994005625958209,0.9915914548199392,1.0045898446771289,0.7399226296618792,1.0374857697772484,0.9949767497607672,0.8621360622092631,0.9684086122504666,1.1826846667464246,1.1983840207297842,0.9576605929849368,0.9210287670237642,1.2088502567186907,1.2559483186687697,0.8425319971069662,0.7849676991679808,1.1577472575279577
192,9.625,1.0100120849732337,0.9128016874756406,0.9167532099322452,1.011821316604608,0.9780081814329316,0.7230526187421511,0.9820369203643396,0.9991272549891536,0.9794076381143684,0.9807222792393532,1.1807867558962737,1.2429334272592354,0.9322000704444264,0.9580945168456608,1.2791856522209628,1.2688278736604697,0.6939711635530726,0.9218422918839332,1.065530046506291
193,9.675,1.0097623803354283,0.9288115501601412,0.9266117333308144,0.997025320667998,1.0272161640154789,0.6544473869100023,0.9328802712017332,0.9406868006678568,0.9628053008218722,0.9979346834194276,1.1942413006508816,1.1686138049287595,0.9840958357294818,0.9789703365850568,1.168613804928759,1.2301197946618514,0.7790758699525066,0.7995778665302039,1.1097751667912352
194,9.725,1.0086278632239083,0.9381549034261072,0.9207368649922032,1.0094804181576278,1.0703228542020775,0.6747777863719084,0.950354973936009,0.9915627776839115,1.0160299111592288,1.0276196059633265,1.278378457179255,1.2175032925516716,0.8979086782568576,0.9182003997993852,1.1769198494666162,1.0348777986689208,0.7457207666878989,0.7812312793873226,1.1171835059460111
195,9.775,1.0080287974980315,0.944146141841114,0.9154123003445548,1.0084445489821157,1.012720638942464,0.7035812634757521,0.8934972204646786,0.9151654840137504,0.9164400877519316,0.9737972559700634,1.2201433966402624,1.1649105679857648,0.9289157546438208,0.838534762300098,1.1096777393312678,1.1900163991923551,0.7481537699563752,0.7330902712324215,1.1818698131477672
196,9.825,1.00742591877674,0.9217620261204742,0.9314797538322092,1.0094937636508277,1.026071753480174,0.712839996385431,0.9714810570208527,0.9449861191021024,0.933631145708352,0.9929293400979364,1.2673985454640426,1.2922494973358858,0.9940380748737584,0.94930636150444,1.1829053090997728,1.1282332149817162,0.844932363642695,0.7057670331603687,1.0979049104524057
197,9.875,1.0076451537286812,0.9682918070517954,0.9647724522890676,1.0352604609418343,1.001042745875292,0.7256223697764966,0.9779041575473272,1.0066293116004412,0.9629171206500496,0.9354408863383754,1.2595166362156065,1.1266769909897414,0.8314777793767093,0.8462377399573607,1.087317096108004,1.062717161806918,0.8708376742584464,0.8954376085595324,1.0752179447476748
198,9.925,1.0061737992892896,0.936959608521664,0.946250234287868,1.0462862979814558,1.0110298716867383,0.7121479048851431,0.9643669545319654,0.9952761517926056,0.945821436175582,0.9013121921202596,1.2906931462170237,1.266340445345005,0.930273173311138,0.8182507492998491,1.2030234230777548,1.1786707222057344,0.7549337270325988,0.8766972313926951,1.1300150198512315
199,9.975,1.0051353637351326,0.9383974122449278,0.9528838216963929,1.0570395974241025,1.071753971878371,0.6866664207536377,0.98777148226058,0.93391529239755,1.040403667808541,1.0012355297263371,1.2295679710464589,1.0993784211709507,0.988476212017741,0.8486429917810853,1.3452920153802432,1.219924300685309,0.7329189474473008,0.7956028047947676,0.938486573819134
200,10.025,1.0031944444772092,0.93975998867665,0.9495491552253652,1.0560079937775806,1.0519425154569737,0.6507501692609522,0.9149280778249896,1.0021794971672406,0.867666892347937,0.984002118137605,1.1886904226046522,1.2507505651502766,0.9261282810654722,0.7113047107152339,1.1409518514157109,1.1934642797235466,0.9786407093733078,0.840198852925377,1.0272073986338963
201,10.075,1.0034052685159982,0.9629132610949872,0.9649418704933614,1.0650078158107783,1.0750708817869432,0.6899005808659161,0.9754594299895478,0.9790589112810222,0.9958564906412356,0.94186427126912,1.2383669978547085,1.0634831088446923,1.039850150870366,0.7609812467733132,1.1249287995779418,1.3092658717776884,0.8177003459116969,0.7893407963425054,1.0106706823510454
202,10.125,1.0031667127330657,0.9697186745063604,0.9701650352311038,1.0279447511970263,1.083410590760808,0.7425038978914765,0.9444649581179584,0.9907972013463864,1.0204973572620448,0.889816671233145,1.2636066335025868,1.2074463386802496,0.9266448645685634,0.9500449874112042,1.10916582274116,1.3291269774619807,0.8096442503553608,0.7534839555330237,1.0353838027577311
203,10.175,1.0028112403831535,1.0061781113421553,0.9622006362362708,1.0625938906407364,1.0530565267197889,0.6705247499329259,0.9152074656979232,0.923441980170784,0.9410873683269132,0.9504982420101828,1.2882915716414645,1.1863404400727156,0.9314626111508432,0.8619504759903328,1.153901443664478,1.2095111517928865,0.7878041984857882,0.7414627750454479,1.0080678213277336
204,10.225,1.0027709952257595,0.9655058950112536,0.979511420233538,1.080234489123803,1.06981317358206,0.7362058200498668,0.9785014063953932,0.8899703267691426,0.9016191530357542,0.8853107962624981,1.4455134412659207,1.1839443423701832,0.8443634069616807,0.9544977643914652,1.0141538746659315,1.2023000686084804,0.7571737073297685,0.931553106593594,0.9626922850335622
205,10.275,1.0009575962737782,0.979320279805681,0.9925396949568526,1.0739394146925734,1.0584592069132213,0.7255975276192134,0.9032477967024548,0.952851443264658,0.9470835773853328,0.9401621383301412,1.2315267571433677,1.2133492404327648,0.8770651812866054,0.7543669434900334,1.3451362365846378,1.18608296536686,0.7725444602006369,0.7816332185559385,0.9916020850498442
206,10.325,0.9998544883588208,0.9814476890632012,1.0117088139610615,1.097737825083026,1.1034868157293731,0.7357233927158368,0.9927696091150032,0.8968056883259808,0.9596392078902216,0.8956632606975403,1.22862898585945,1.2061266234810724,0.8640907153297226,0.8370878804756692,1.1521209537729644,1.1476204812972892,0.9225968575135064,0.94959969236756,0.9865678591320388
207,10.375,0.9989337220903998,1.02217357739448,0.9854016853401556,1.0723158199067448,1.0827542924899076,0.677734256632006,0.89610272329307,0.9028913802877144,0.9221259084392072,0.9028913802877144,1.2168153370703645,1.1544145505539347,0.8646966131562294,0.780009831455362,1.1499573515170474,1.1856149438121495,0.8646966131562296,0.8379534189349027,0.9860870644771832
208,10.425,0.9988252914321016,1.0311283931032529,1.0123920870627892,1.0705133443581525,1.0833582513287945,0.7261589809369406,0.9368347346655592,0.9144224204391104,0.9054574947485308,0.9267491932636568,1.3508513029214142,1.2095858071910706,0.7548874928090256,0.8387638808989178,1.1698548865169114,1.240487634382083,0.8431784276404907,0.7195711188764397,1.0093545799839967
209,10.475,0.9986170147903062,1.014010159931908,1.0096313375262795,1.0981754762431808,1.1127598920056645,0.7148034605946547,0.9367921129532428,0.9190330207645556,0.9046037583612476,0.9112634179320052,1.351103661400681,1.10187094716172,0.8264032103712902,0.7957956840612425,1.1543409922646592,1.2155560448847549,0.8657557441984944,0.8745007517156511,0.9423191773589062
210,10.525,0.9985324189980194,0.996756821534815,1.0153453242157382,1.094528348109011,1.124342796232171,0.7673969411050086,0.8817368864845515,0.8828363090362776,0.880637463932825,0.9048247600708051,1.2776622684456476,1.1087509854985953,0.7839215952158041,0.9355086440144404,1.1390683952583225,1.1433994537954266,0.8358942976610505,0.7925837122900118,0.9960992690590266
211,10.575,0.9976945770748836,1.026839482761778,1.0211109500824933,1.0714151226493636,1.1612325313397769,0.7623355027048065,0.901733994627971,0.8908434874464739,0.9071792482187194,0.9420288711995112,1.3170913382228946,1.0940009486867688,0.8494595601567853,0.9095223573395884,1.0382283513027373,1.1626441454671153,0.7851065631752102,0.8709105591506437,0.9144692203728654
212,10.625,0.9979150837542068,1.0153738437811946,1.0557050603305869,1.100262261379498,1.1065960079499382,0.8037245991447204,0.932104770014816,0.8544293725135819,0.9029764959518536,0.9223953453271626,1.2749749589849144,1.287724708574763,0.7309856431513504,0.8669829721097414,1.092228548197076,1.2367257102153666,0.8117340572203948,0.8754828051696405,1.0246635486699165
213,10.675,0.9966219900358976,1.0287728264096447,1.017328632204854,1.1073092298164688,1.1064128650864498,0.7502572790256755,0.938355970063452,0.945837168002454,0.8443066245445636,0.9116374059955856,1.0609698895312585,1.1199126611718833,0.8209886049944264,0.930453752327016,1.0904412753515706,1.1704350368638483,0.804147813097105,0.766256031328131,0.9555430953577192
214,10.725,0.996753504999104,1.0500336052613488,1.0371046065225744,1.105593009767077,1.1319377963451946,0.7750422174122494,0.8968043144100755,0.8872751068189406,0.893627911879697,0.9423327506788272,1.2095997514672043,1.1303501125779734,0.9176273976647756,0.8091805233953026,1.0302453055599987,1.1345211462037228,0.8592329269042895,0.8967722295360313,1.0562078618019062
215,10.775,0.9960914252380626,1.0507556369302349,1.025925327430383,1.14638474903166,1.1103127807198432,0.7542289884635065,0.86752068631338,0.8958436107758481,0.8780106583365165,0.9021375939897294,1.1364136358397758,1.045500544972594,0.7975557516984605,0.9091309086718208,1.024838478866416,1.1860025944946029,0.8306150574683452,0.8636743632382294,1.0144231108496282
216,10.825,0.9964610079397362,1.0650870333429825,1.0504433069450496,1.1340756753761505,1.1201285494683733,0.7597495677791919,0.8917443627285181,0.9114916155162128,0.8792724135994481,0.9260422228334608,1.252863980692959,1.1464114856014005,0.937600822152574,0.7656390993123641,1.0563362974470043,1.1423171588671095,0.8720915944039226,0.8884689013410858,1.0533282206626289
217,10.875,0.9952943712570615,1.0367436535468857,1.055122203105937,1.1173375977445246,1.1121554084223393,0.7898520225230865,0.8341331658979139,0.8825334854006323,0.901069777976141,0.9154868944237596,1.1926887243029682,1.0344749139362484,0.8356934598857536,0.8681475748327729,1.0750425576200229,1.2981645978807814,0.8235231667806213,0.8519205173592634,0.9862904881730702
218,10.925,0.9957254836178,1.0575630273447454,1.0817161796821462,1.115406508659344,1.098860836663886,0.8612088105222235,0.8856981605844675,0.874473875139272,0.9479419253260024,0.8775350438970523,1.2340529810405698,1.0933629017688424,0.8803179245859435,0.9486531059464968,1.0893431852182227,1.2018952486356034,0.7959038770229081,0.8160024597760123,1.0043548924336694
219,10.975,0.9954992748197355,1.0452895978824346,1.03940117746914,1.110072026250373,1.080673632889019,0.8725908479249049,0.8756241880683291,0.9120242697894138,0.9373021043179456,0.8564130338266455,1.2387670908951844,1.087406481718281,0.8404496983243857,0.9957934814269972,1.063507438164033,1.2785988301522644,0.8683319158043415,0.8205338286958457,1.022049913631153
220,11.025,0.994963252505558,1.0661350682657216,1.066699758450184,1.141483764277119,1.087420852251234,0.8286234808335771,0.8997628606874879,0.8656961154053332,0.9388394214523116,0.8817275249498765,1.2591336246443308,1.085460021245113,0.8012668520463925,0.8959979084459658,1.042041620395309,1.2433451152444026,0.8723151443460723,0.8802093990460371,0.9436856511233016
221,11.075,0.994528564966619,1.0550380386332825,1.0804067043429946,1.1175980347553711,1.131755386909501,0.8499536125836451,0.8926498805054872,0.92740265672094,0.9005933722118767,0.8102361540516992,1.153912526287978,1.0404770576020412,0.8370755275444991,0.9231300210303828,1.095239008002149,1.224320748230974,0.8136061202301679,0.8370755275444997,1.0168479944556388
222,11.125,0.9951062695406108,1.0496428278017451,1.06128909376714,1.1095005400852591,1.0869418878940889,0.8246181988117697,0.8836600746216817,0.8659475118787082,0.8875961996756763,0.9072768249456464,1.1629460386800847,0.9342333177396672,1.0195160272428745,0.9381098045352676,0.9923806196736716,1.10867522354168,0.876086015805663,0.8024327666892572,0.9855374337998054
223,11.175,0.9953534997606992,1.067203071041643,1.0774628773898547,1.1066832313914832,1.1194977452804704,0.8084783774953017,0.8338347560415957,0.8299337747267813,0.8728445691897405,0.9011266837221452,1.1410370345832377,1.2063489187176315,0.8413707426724879,0.968152635403959,0.968152635403959,1.1371951590459202,0.7606913563888243,0.7722169830007768,1.0349542263793532
224,11.225,0.9939408094099792,1.0813225829651325,1.0695197336128677,1.126300713361928,1.0971163378717437,0.8718520378809121,0.8766849205742653,0.9221140178917846,0.8670191551875585,0.8708854613422415,1.195625888137433,1.0090473259758597,0.9519314395998678,0.8034301350222887,1.0509323093182543,1.172779533587037,0.9709700683918652,0.93670053656627,1.0642204951281773
225,11.275,0.9945971595921922,1.0609548961789332,1.0541158315385937,1.1125838350339854,1.0791045429349844,0.8660526293375903,0.871800766257973,0.8928772682993741,0.8382699675557431,0.8727587890780367,1.045406113651337,1.0680502893982975,0.879348824840294,0.7736760046878126,1.0340840257778574,1.2152374317535402,0.951055381372336,0.7661279461054925,1.086573841327357
226,11.325,0.9944861940867552,1.06052682215185,1.0521425058118774,1.0905695673771785,1.0956135843635868,0.8337331234983908,0.9087501129703416,0.8850105593399771,0.8555735128383255,0.8555735128383258,1.1783451165617134,1.021232434353485,0.8977867554755916,0.9202314243624812,1.0361955469447457,1.0698625502750798,0.808008079928032,0.8304527488149221,1.1160497090389176
227,11.375,0.9954869241273964,1.0738576020760784,1.0340720001549322,1.0986340024887156,1.1273169021944087,0.8894836417201376,0.8377147525194945,0.857481055668831,0.8631285708543557,0.8960724094365823,1.1012654611773134,0.9566548450631206,0.9121592708741384,0.8973274128111443,1.019690241830846,1.1717167869765357,0.7935044063701854,0.9232831644213844,1.0775420555510438
228,11.425,0.9942159606995996,1.0862137854822436,1.1002362322853063,1.090343245286748,1.0843437489610073,0.8714519228201829,0.8499921859627262,0.8481261218881654,0.8929116596776397,0.921835652833342,1.0401893530774948,1.121052129641823,0.8894905422076103,0.9335975112426984,1.0144602878070266,1.1247277103947466,0.7608452158552699,0.8453835731725226,1.0743197457832174
229,11.475,0.9946908603502254,1.0732933796799546,1.0774635336563705,1.113960228013941,1.1191318168162332,0.8675738030369982,0.8694236405701264,0.8731233156363819,0.882372503302022,0.8573996966047946,1.118591150714176,1.0165698079780296,0.7943090255885676,0.96920275599339,0.9546282784596553,1.1040166731804408,0.8598941744903761,0.8088835031223031,1.0330776345723618
230,11.525,0.995027708172807,1.0581442852272438,1.070029676026638,1.0986761164598242,1.0968817317619193,0.9187446838402762,0.8829851602177505,0.8298043302150202,0.8701484081481259,0.8490594583194571,1.087234001048509,1.1305788781667223,0.8741216885506288,0.8271647383392315,0.9824838813461612,1.014992539184821,0.8885699809233663,0.9246907118552106,1.1250870527495354
231,11.575,0.9949858895013928,1.0678067914969558,1.051242381009957,1.049052155000768,1.090475483795614,0.950820806631678,0.8662832014531443,0.8953714096866182,0.9608198782119344,0.879009292555289,1.160222851130606,1.067118548262101,0.9596905064907488,0.934623963410766,0.9095574203307843,1.1029278955192183,0.9453667675879024,0.877329007799378,1.1877375842781672
232,11.625,0.9954193078380784,1.060672740267806,1.048821648197774,1.108577730716788,1.0922010142402905,0.9417581010464248,0.81739195947283,0.9156231872374816,0.8552425242995768,0.872365398864057,1.0047058297085114,1.0082560269866336,0.926601489589829,0.8236457685242922,1.0437579997678532,1.0473081970459752,0.7348908365712437,0.8520473467492677,1.0795135580689377
233,11.675,0.9965455956675492,1.087024474932005,1.0685605014541608,1.0663794784286833,1.076870913915684,0.8622288258066405,0.9051168917534992,0.8747378450411407,0.9060103931273924,0.9086908972490706,1.0524363152489904,1.0101980684831444,0.8482847892140694,0.8975627437742222,0.9398009905400678,1.055956169146145,0.8236458119339922,0.8060465424482232,1.139031904494274
234,11.725,0.9954201049118576,1.0657906037503615,1.045320234565275,1.1026276048519594,1.087272054200382,0.9000715074232142,0.9053868903410678,0.8327433237970684,0.8823535643637022,0.853118958315507,1.1760955839957958,0.970191609349648,0.9108633454685542,0.9422724263467802,1.012070383853949,1.1062976264886268,0.8689845709642526,0.8201260007092345,1.0752802688413083
235,11.775,0.9963811158072748,1.0589037342982874,1.0686396420937678,1.0802680811913552,1.0721642287977853,0.9363633083843228,0.9267010228381436,0.9108900101262128,0.8924438286289605,0.9258226332430356,1.0242555036280836,1.0242555036280836,0.8027948541949844,0.840858403316298,0.9239061468537106,1.0173348583333,0.8270171127267292,0.8477790486110826,1.129089156078159
236,11.825,0.9965558073590166,1.0648575712984123,1.0856376744875484,1.105241804349141,1.102319816763288,0.9232356929918344,0.8805578166176836,0.8640092523093389,0.8805578166176833,0.9319454636804368,1.125407945945449,1.005318683420782,0.8749360555368577,0.9195406387603052,0.960714100197334,0.9847319527022672,0.8166069851677339,0.837193715886248,1.1311148117738807
237,11.875,0.996994191112952,1.041631427270456,1.038386469553102,1.066979780845756,1.0715673834336872,0.9508874327653272,0.8576123712406628,0.9457054849028462,0.907704533911316,0.8705672408968661,0.9798592321782906,0.9662500761758144,0.9050088741646714,0.928824897169005,0.9152157411665284,0.9798592321782902,0.7587104471380512,0.7314921351330991,1.11359002024344
238,11.925,0.9974202562505528,1.061070677281415,1.0655756020674465,1.0695438802833432,1.0788817382038831,0.9223759242398112,0.8932572785349331,0.8966830015590361,0.9215194934837848,0.9249452165078882,1.1234814372229642,0.9176785313052446,0.9446690763436346,0.8771927137476603,0.9514167126032314,0.9075570769158486,0.8198378055410825,0.9581643488628288,1.147442431287658
239,11.975,0.9970144295533956,1.0150534564615386,1.052228473021667,1.0349878707133309,1.0582566964370983,0.9333739681119294,0.904497976377802,0.8662797520238107,0.8994022131306032,0.8883613927616718,0.9669082080669812,0.9535253954985802,0.9802910206353824,0.8732285200881734,0.893302738940775,1.1040820368930928,0.8397714886671706,0.9133769577933768,1.195337797085276
240,12.025,0.9969531608977088,1.0276737995180836,1.0503000278985433,1.0767886567353775,1.0913875845109282,0.977005166517624,0.9172057123600798,0.8860426165315001,0.847299308204077,0.860775241535354,0.9721558723264458,0.8560280377482016,0.9190688622335342,0.8062589657860967,0.9854276248496732,1.0385146349425851,0.7564898938239921,0.8593459758790084,1.1988252170790237
241,12.075,0.9981390992208498,1.0593516158237246,1.0348724494678514,1.060650489704394,1.0809667804583094,0.9538956568568988,0.9054491173667938,0.8945904102397013,0.878719992130873,0.9129666838393964,0.9970267453057692,0.9509595029484074,0.9048922605910448,0.8127577758763199,0.9246353644584854,1.046384504974372,0.8588250182336824,0.9147638125247656,1.1357321229867203
242,12.125,0.9979063729761696,1.018729343444346,1.0349144720294683,1.0790179433836924,1.0718383863446517,0.942731066587991,0.8781150532366178,0.9013105452089056,0.8739730010987088,0.917050343332958,1.240105306743536,0.8746005847559676,0.8811274547914593,0.8387027995607593,0.936605850093144,0.9235521100221598,0.7766975342235828,0.8582834096672366,1.2022095001088924
243,12.175,0.9984601209913896,1.04526238968951,1.026431614210756,1.1011831209314416,1.038474945709437,0.9859442596189856,0.8709174293301039,0.8906363145224832,0.911176819931212,0.9144633007966084,1.0292660528446682,0.8415382822000432,0.9645323388292806,0.9159820533177396,0.958058967427742,1.0098459386400522,0.9159820533177392,0.8544850250031206,1.229412127810612
244,12.225,0.9985857457064736,1.0201958960357524,1.0394853142381086,1.046173234384255,1.043894982567216,0.9664869958298248,0.8923298991852099,0.8817360282359786,0.942854514481541,0.9078132490340852,1.0401255113790229,0.9277662740386966,0.8892431069505843,0.9759202328988364,0.95986891327879,1.062597358847088,0.857140467710491,0.8699815234065286,1.2009990433260629
245,12.275,0.9990930677155015,1.014634894121062,1.0413597880697754,1.060039130489795,1.0408314293404382,0.995002375874122,0.9287227700076088,0.924681330625504,0.9254896185019252,0.9254896185019256,1.0635108967937963,0.9361443223274742,1.0189325957305837,0.897934349987577,0.9202235005191836,1.0061959382839516,0.8597243776476802,0.8055935834994924,1.193379314687136
246,12.325,0.9995878456018344,1.0293129759155442,1.0222340016884413,1.0626630259897203,1.038231414550598,0.9652986577492656,0.9324271918292328,0.9628934285356052,0.9340306779716732,0.8907365521257764,1.0012070292421025,0.9001388117791772,0.922247484349192,0.8717133756177293,1.0043654110378184,1.0612162833607135,0.9064555753706096,0.8211792668862669,1.129476004210994
247,12.375,1.0001284151572003,1.024149548431392,1.033711265586696,1.019631187263548,1.0652099908808668,0.9909156858476076,0.9519470914603428,0.9002540580894803,0.8923012837247326,0.955128201206242,0.99626573405662,0.9336075117889078,0.9398733340156792,0.845886000614111,0.9461391562424498,1.0119302896235476,0.8176898005936409,0.8521518228408823,1.141466573617819
