,r ($\AA$),g_full(r),O (DOL),O (DOL),O (IPMS),O (IPMS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
258,12.925,0.9962420438505338,1.0730258673085522,1.0879008320727537,1.0055034092486743,1.036095906711274,0.9688823902272686,0.9350506871509818,0.8918612789684888,0.9328912167418572,0.9386498044995232,0.8620431370566368,0.8648788052706389,0.8677144734846408,0.952784519904704,0.836522123130618,0.9471131834767,0.7968227681345884,0.7599590813525611,1.0379413724945832
259,12.975,0.9957236582853248,1.0783247248054628,1.068663278789287,1.0216527572081722,1.0301349081310276,0.9214294476196936,0.9142865836846568,0.9357151754897656,0.9050008605691092,0.932143743522248,0.9088753231278104,0.8976199011695717,0.849784357847055,0.9116891786173704,0.8638536352948535,0.9060614676382508,0.8329012249096964,0.7569271266915827,0.9967939507709952
260,13.025,0.9961078831831384,1.0776517754287047,1.074455971325123,1.0098369659951247,1.022905704971591,0.9717825701280564,0.9491005553621208,0.9221656628275724,0.8682958777584747,0.9547710590536048,0.9912641869772076,0.8572340997239511,0.8125574039728662,0.8628186866928375,0.94379519774168,0.915872262897251,0.8265188713950805,0.7483346538306808,1.0408701355120535
261,13.075,0.9962840295212768,1.070218318290564,1.079864686636682,1.0537844236397869,1.071589291874001,0.8898037853345557,0.9066854381788476,0.8862867743253284,0.8511166642330533,0.9193466778120664,0.9504455812209328,0.947674602850026,0.8340644896428593,0.8146676410465137,0.8590032949810176,0.8340644896428587,0.8423774247555788,0.7980417708210747,1.0226606706014965
262,13.125,0.9961146194497348,1.0745378450056953,1.0757180793973304,1.0453346094178209,1.0523151410332996,0.9409756617664272,0.91793990743535,0.8900177809734382,0.924920439050828,0.9004885783966551,1.0119655529832274,0.8827199524663473,0.8937195780422517,0.9817165826494886,0.8744702332844188,0.8937195780422514,0.8579707949205618,0.7342250071916342,1.0269216765341371
263,13.175,0.996573060397167,1.0703017567499609,1.0868300061550245,1.0229106806431183,1.0257250380713423,0.9296905030590062,0.9601721588970064,0.9151424400454152,0.944931330978006,0.8735765457208696,0.9005943770318253,0.9333432634693456,0.8132640131984362,0.8405547518963694,0.8378256780265767,0.813264013198436,0.8323675302869894,0.8760327122036845,0.9961676578596922
264,13.225,0.9965235588154284,1.0858605977398277,1.071136188540073,1.0293710774588851,1.081795736799308,0.9199238583276912,0.893109934206032,0.8979226898176111,0.9247366139392708,0.8724838387278322,0.8450448814098643,0.7990007692817629,0.907339856642002,0.8423364042258584,0.880255084801942,0.8450448814098646,0.7881668605457389,0.8748381304339302,1.0907977295749764
265,13.275,0.9967933026483988,1.0912844480318795,1.0664155201664758,1.0512718024942722,1.0542571585256963,0.9519020945911628,0.8973127271594117,0.925972145061081,0.9109600690173496,0.9177837399463188,0.9112702358777568,0.8736366568149587,0.870948544024759,0.7929932731089618,0.892453446346358,0.9005177847169575,0.7849289347383629,0.7741764835775633,0.9848367512177172
266,13.325,0.9973715786916972,1.0787842467386637,1.0523203803249774,1.0618100350851,1.0632915320445568,0.9874388877203588,0.9413854965235244,0.9258086142069484,0.9142952664077398,0.9217450796895804,0.9658077494309364,0.9097802280551084,0.8804324787630081,0.8164010257620617,0.8991083192216182,0.8003931625118254,0.8083970941369442,0.8217369801788078,1.0672997803780149
267,13.375,0.9978803043356052,1.069723410311361,1.0675766392128734,1.0624986998837564,1.0587175657204686,0.9605761278822544,0.9457876920436205,0.8799119323987906,0.9343602643501286,0.9410822806404172,0.9480079943940484,0.8950466539251068,0.8314930453623777,0.80236430810446,0.8182527102451421,0.8897505198782125,0.8341411123858247,0.7705875038230949,1.031692316553391
268,13.425,0.9974368858579588,1.069165277466817,1.0575084930817744,1.054599117822729,1.0387530258981488,0.9594391657914336,0.9360870303236304,0.9300821954890526,0.9180725258198964,0.9220757490429484,0.8857636838479935,0.8936488204994597,0.9094190938023912,0.922560988221501,0.8069123173333357,0.8358244850553768,0.8016555595656915,0.8147974539848015,1.0275620426109175
269,13.475,0.9980166532654048,1.0410906141006964,1.046191559987184,1.036646426959911,1.0745195146288389,0.9867698470243274,0.9218682060791036,0.8880928623218942,0.9304776074289796,0.9371002238519618,0.949643057986398,0.9000737774871073,0.8505044969878179,0.785281759488752,0.8818114109873696,0.8687668634875564,0.8374599494880048,0.7487570264892751,1.0673900653163433
270,13.525,0.9985301043006262,1.0476092645276789,1.0461273228591264,1.0715198233722116,1.061659211500688,0.9439892431671746,0.929527012422274,0.9130926593030676,0.9130926593030682,0.9065189180553856,0.9659415548488294,0.8830725742719863,0.8934311968440916,0.7691277259788268,0.8079725606242221,0.9193277532743556,0.8079725606242216,0.8830725742719863,1.0316078229398549
271,13.575,0.9979891471347672,1.0616042051100398,1.0308348453545413,1.0705742797246336,1.060174415293022,0.994471742354494,0.9246499074254056,0.9605396356599836,0.9050736920247262,0.8959381248377429,0.8277377542145687,0.8894324936591332,0.8611557380803746,0.979403988682456,0.8662969663674219,0.969121532108362,0.8405908249321866,0.7120601177560115,1.0439316498362086
272,13.625,0.9984556508521262,1.0481075358620966,1.0296108047055843,1.0825689304737862,1.070828280143293,0.9450818666035926,0.9547982668771048,0.9152849057648226,0.9094550656007157,0.957389306950041,0.888020097724604,0.888020097724604,0.819121986694247,0.8344326780343256,0.8114666410242071,0.8676058426044978,0.8191219866942465,0.7400167481038367,1.0929958838285256
273,13.675,0.998679625276922,1.026444259075142,1.0566444549994427,1.074064160317779,1.0491466755882362,0.965190827846278,0.9278949797349624,0.9150343424551984,0.9259658841429984,0.9568314136144318,0.8992703188804577,0.8638061372908057,0.785278306628005,0.8536735139794771,0.8638061372908066,0.879005072257799,0.8207424882176574,0.7624799041775149,1.0807528399744415
274,13.725,0.9986047603926422,1.031451155530644,1.0438031458828887,1.059669780241261,1.103756192408678,0.9830671455250262,0.9492343151920216,0.9594479998208528,0.9326370776701703,0.9000809579157708,0.995834251311064,0.9882900524374952,0.960627989901077,0.7996850805982787,0.8072292794718474,0.9681721887746456,0.789626148766854,0.8726123363761091,1.045795323443169
275,13.775,0.9985667779182036,1.0223101592804502,1.0462398602255265,1.0725872577069593,1.0818951604233966,0.9993914950687592,0.9594665336297404,0.9182741130974208,0.9607339927230432,0.950594319976626,0.8987437207051734,0.9187158033875102,0.7938902866229032,0.8413239829934541,0.8363309623228695,0.9461774170757236,0.7664286729346895,0.9461774170757236,1.1063107228680342
276,13.825,0.9995427390060484,1.03088503370894,1.0271028368414004,1.0837175962023935,1.0803752160979958,0.9613471622625585,0.9191938508282712,0.9072399266901896,0.9355518522803822,0.9745593942046484,0.91703947534565,0.9889155423322008,0.785679766715057,0.8352494680850919,0.8278140128795869,0.9467812961676708,0.8773837142496218,0.8030291621945695,1.084969484068626
277,13.875,0.9994465737953848,1.0107955458119482,1.03402952747793,1.0768970811607026,1.0552303100878664,0.9781668756774534,0.9025869318990548,0.9662989506213412,0.9388153347019232,0.9531817702961642,0.9252060235131758,0.8390831223882794,0.8169372335275913,0.8587683569311128,0.8784535914739469,0.9694978012345516,0.7923306903490495,0.7874093817133409,1.1293650057424869
278,13.925,0.9996787004842068,1.0212580612622777,1.0052972633621025,1.091657860815652,1.077704484998374,0.9630930064103428,0.9519303057565204,0.9426280552116694,0.9599922562287252,0.9234034040856413,0.9503329496023548,0.7817648942744306,0.8672704295856963,0.8257391695773673,0.811081077809722,0.9649910413700004,0.6962593589631648,0.8208531389881522,1.1286730661087083
279,13.975,0.9999090910067748,1.0357093556383423,1.023564003578701,1.0842451631960963,1.0984836977260894,0.9278906610464696,0.8626242973630416,0.908187607859019,0.9445151121733806,0.9346635855796556,0.962949408148002,0.921714798731085,0.8392455798972515,0.870777928274894,0.9047358419123548,0.8416711451570706,0.7422229695045053,0.8392455798972515,1.1132602022590083
280,14.025,0.9997521336986752,1.0170828086348471,1.010881084191952,1.0795848388598177,1.0790117094107683,0.9640801505613502,0.9775295882990476,0.9512420509026386,0.9487966985866936,0.9023350045837366,0.9585040062651424,0.8453138346710177,0.8188225179149459,0.9175628803693956,0.8115976133451083,0.8982964681831612,0.859763643810693,0.8164142163916668,1.0712764112684932
281,14.075,1.0004422303563894,1.0062204541597275,1.0284567402613989,1.0834992236097172,1.0698416703709392,0.9669547693054786,0.9268926131383968,0.9390326604617554,0.9287136202369008,0.9396396628279232,0.899099262372345,0.903881705257304,0.9014904838148248,0.8130152904430783,0.8488836120802722,0.9277939196821008,0.8177977333280368,0.8154065118855577,1.0854193331353508
282,14.125,1.0008749964775772,1.019603356089456,1.0146213963262205,1.060209158818783,1.0924166141675151,0.9125068986756508,0.945053379870159,0.9197394500522084,0.8962336580783969,0.9046716346843804,0.9592262583252316,0.8784992959909298,0.7811520767054486,0.9141141323148868,0.8428844596669735,0.980595160119606,0.8381358148237795,0.7645318197542684,1.0849442077708178
283,14.175,1.0005972074896958,0.9928604357896768,1.0088253527732731,1.101368467506528,1.0850976139366408,0.9270272066117098,0.9383981019800902,0.9186486521297448,0.9072777567613628,0.9533598064121712,0.9359679584723336,0.9265375508302948,0.8982463279041794,0.8487366877834762,0.858167095425515,0.82280306676787,0.7992270476627735,0.8675975030675537,1.116998105172184
284,14.225,1.0008956523797454,1.0019691858099895,1.0170405886049032,1.0564978216912717,1.0787828873623828,0.9930225263047238,0.8908083584265597,0.9234931214108562,0.9644976422457012,0.9151733635603084,0.9270587319182344,0.9013071004760612,0.8638501820147182,0.9153534448990646,0.9855851670140822,0.8732144116300532,0.795959517303534,0.8591680672070504,1.1446337404296565
285,14.275,1.001485024559928,1.010704461012719,0.9834330671979628,1.0784309806114654,1.099638156187786,0.968965072593174,0.957752931071085,0.9618837200529072,0.914674703117795,0.936508873450285,0.9461473810745364,0.8810561607549122,0.8206143133152614,0.869432728554979,0.9019783387147916,0.8926795929548451,0.8136402539953016,0.8089908811153284,1.1241045001845291
286,14.325,1.0014248290524386,1.006963856615168,0.985056585655682,1.117795848233936,1.0949052058634836,0.9874107492918388,0.9118166919276564,0.9252947021553783,0.8936506781424649,0.8965806803658832,0.9164691803066606,0.8172042564951075,0.8702994483012869,0.8956928009042424,0.863373988500481,0.8956928009042422,0.8587570152999436,0.7987363636929583,1.1154937036298227
287,14.375,1.001693906934097,1.014620268487238,0.9993151464542438,1.0622059531927033,1.0765723750900202,0.9468017590656554,0.9712428616352672,0.9194510014282332,0.9194510014282332,0.8822074165602544,0.8505009934576847,0.8413311714257962,0.8367462604098517,0.8642557265055183,0.8917651926011844,0.88718028158524,0.8573783599816018,0.7771424172025747,1.121642338283253
288,14.425,1.001470677336851,0.996090733813362,1.0071644400639308,1.1057828509988306,1.1019903571443512,0.9489180813797584,0.9905271568117576,0.896906737089759,0.9593203502377576,0.9101985250749808,0.9197426943133816,0.8286790612130466,0.8218492887305214,0.835508833695572,0.8719342869357056,0.8833172410732478,0.8059131529379635,0.7444452005952377,1.1276790667320291
289,14.475,1.002033050661325,0.9830755996570358,0.9857710251880112,1.0918795613212051,1.080401195367763,0.9756611060426014,0.9538522107310606,0.939504253289258,0.9699219230658812,0.9670523315775198,1.0128788380734606,0.91339966647696,0.8342685072524707,0.852355629360925,0.9857481549107784,0.9224432275311872,0.8139204948804594,0.8139204948804591,1.0719388286316784
290,14.525,1.0020118785080845,0.9864913143161984,0.9894894427000976,1.0891844185040949,1.0918561709615862,0.9444466820402472,0.9205077800211224,0.9769351919233458,0.9068284074387644,0.9871947213601134,0.9699918740216952,0.7836276945221561,0.7185124992753292,0.8711964053713371,0.8824231631725141,0.9273301943772224,0.7948544523233334,0.8846685147327499,1.0539863517749908
291,14.575,1.0021818347387492,0.99175126697134,0.9723969102708484,1.098883275647582,1.0838470428030809,0.9340154049290458,0.9328832650442832,0.9130708170609394,0.9668474615871572,0.982697419973832,0.9856478451280624,0.8986789176167627,0.829549770107781,0.8964489451164734,0.9499682851234266,0.9298985326208188,0.7983301551037245,0.769340512599958,1.1331218428257943
292,14.625,1.0025403796296009,0.9756873875435866,0.9663931149625264,1.0961260082549995,1.088395675771714,0.9608100519225752,0.9461926959541797,0.984984909870305,0.9287643099918632,0.9253910739991564,1.014355914170436,0.9146921234768346,0.8925446144338116,0.8327463400176514,0.8881151126252079,0.9612018924671824,0.8172430836875351,0.8526790981563716,1.0910812133551928
293,14.675,1.002681859715683,0.9800644008848706,0.9770223514761516,1.1106556684893367,1.0853540075418189,0.9654415840719248,0.9654415840719252,0.9358473654740004,0.8989941875973387,0.9492485210655132,1.0008565066136392,0.8556773210389135,0.8556773210389136,0.842479213259393,0.8446788978893129,1.0294524068026003,0.8006852052909114,0.8072842591806716,1.066622587895942
294,14.725,1.0028467598539703,0.9882144878793202,0.9814423274457772,1.0603179605189397,1.0883943759494832,0.9156377654484572,0.9516864963716248,0.9893990148758612,0.978307097668733,0.9234021074934468,0.943821318715661,0.889202029438134,0.8629847705849217,0.8105502528784957,0.8979411157225382,1.0028101511353893,0.7755939077408787,0.8455065980161127,1.1881367436921564
295,14.775,1.002345987265722,0.9810199728527236,0.975845816877762,1.0774254439962057,1.0698512756728582,0.9441545095431207,0.9474596011751264,0.958476573281814,0.9854681549431984,0.952417238623136,0.9721643265052744,0.8354537180904704,0.8528137953494932,0.8354537180904709,0.9938644230790528,0.9526342395888744,0.8419637470626036,0.9027240174691832,1.1296893132663557
296,14.825,1.0029454640744562,0.965574183911618,0.9910651779088592,1.0831646373389492,1.1088117873943313,0.9295895028073246,0.980473448517202,0.9449094004404056,0.9870391189313796,0.9591350196711244,0.9117328688778564,0.825516994752291,0.8988004877590217,0.8535371538431006,0.911732868877857,0.9742393776188928,0.8513817569899614,0.8750911223744914,1.066195645404348
297,14.875,1.0034232554712292,0.9821676373964642,0.9881913266486884,1.087953280558316,1.084556610934344,0.9113943935042365,0.9613933703691075,0.971719246025984,0.9809581874031884,0.9548717646910816,0.9334459844205945,0.9184594663220994,0.8842045678112512,0.7429031114540056,0.8949092235958912,0.9634190206175864,0.8456678069865482,0.9120366728513148,1.1815973824975825
298,14.925,1.0024967679918662,0.9773220084727045,0.9740767761108566,1.0847247677271006,1.059588843871527,0.927431241532894,1.0170433405401471,0.9830339294711288,0.9657593079757554,0.9727771229582513,0.9931271505531802,0.8910498417168794,0.8846700099146104,0.8506442403025101,0.882543399313854,0.9442151067357866,0.965481212743349,0.8485176297017535,1.100651186540398
299,14.975,1.002445128959905,0.973526463069353,0.9690940164245834,1.097099317244715,1.0843637821735983,0.9512774406804326,0.9609296356817,0.9603934026260744,0.988277521518623,0.9636108009598296,0.9400327959988224,0.8639851990191427,0.8935592645112409,0.8977841310101118,0.9569322619943073,0.9548198287448716,0.8935592645112405,0.7794878690417196,1.090468220976483
300,15.025,1.0028196417636346,0.9528482059870292,0.990073529724393,1.0656730356705426,1.0973003203905365,0.9662634860138029,0.9534794046111944,0.9353686226241668,0.9556100848449632,0.9593387752540568,0.9484755343652248,0.954770725964994,0.8666380435682257,0.7973909359707643,0.977853095164148,0.9274915623659944,0.8267684967696876,0.8771300295678408,1.125618800028117
301,15.075,1.0026762011581043,0.966717267132568,0.9677113208776916,1.0596077663307213,1.0764741820869212,0.961451840910322,0.9900255334855328,1.024948935521901,0.9466358521676208,0.9900255334855316,0.9109267537585332,0.8921662485323848,0.940109761888097,0.8775747444676025,0.9526167653721956,0.9797152729210764,0.927602758403998,0.8879972473710178,1.10623169592009
302,15.125,1.002447373706317,0.9824561471393974,0.9677425110027236,1.061812552260634,1.0742967344963714,0.9503747992511022,0.9703494908282824,0.9403874534625124,0.9035919689782328,0.9587851957046516,0.993955944510405,0.9069847993657442,0.8427918112827808,0.8759236760997939,0.8552162605891608,0.9939559445104048,0.8842066423040473,0.8345088450785278,1.1289133555985835
303,15.175,1.002551404872568,0.96598648688707,0.9632396988670796,1.1165108476885484,1.1039456130682597,0.9227125017787384,0.9618768694263932,0.9905974057013396,0.95091084648505,0.955610570602768,0.8948464607979224,0.9565600098184686,0.8063903738684729,0.901017815699977,1.0347305052444944,1.0285591503424394,0.8434185032808001,0.8516469764835396,1.120100914722917
304,15.225,1.003034868572767,0.9923000320620202,0.9988296040663558,1.077577104552066,1.0748211528780205,0.9389689468279782,0.9892893820999747,0.97424512825577,0.9716512913860788,0.9659448502727598,1.0585998473027962,0.8767168619554051,0.8705859748088635,0.8971531524438757,0.9584620239092888,1.001378233935078,0.9196330719811936,0.864455087662322,1.0962401578453371
305,15.275,1.0022308494140928,0.9762293202751402,0.9601573112336176,1.0797142904475037,1.0753657991226115,0.9379856843028423,0.971485173027944,0.992100243012622,0.9740620567760288,0.9936463732614728,0.9907727574454268,0.915652691819442,0.9075316036436591,0.9095618756876048,0.9643792208741344,0.98468194131359,0.8222601777979465,0.8425628982374018,1.1143707473860305
306,15.325,1.002164156598808,0.9804502874974442,0.9784303271288132,1.0952411946548537,1.069800237759292,0.9318750500613394,1.020454381742995,0.9887091877299158,0.9610601477830412,0.96003610926649,0.988352325822633,0.96213073350489,0.8048011795984301,0.8955682299290801,0.8834659565516602,1.05894892052425,0.8350568630419801,0.8532102731081103,1.085376333817799
307,15.375,1.0024394450341931,0.9741793136225998,0.9829712006986528,1.089877901156036,1.0754119021762811,0.9161587397815734,0.9695716590914372,0.955836908411758,0.955836908411758,0.9990759383292676,0.935843674257388,0.8737212890283109,0.857689705743388,0.845666018279695,0.9538792054529264,1.0380450176987723,0.8516778620115413,0.9037805076875411,1.1302879669312833
308,15.425,1.002727746179456,0.98676811352028,0.9798370953073507,1.0652925694671636,1.0848768954291983,0.8965830775909845,0.9759311853597472,0.9476286755823546,0.973909577518505,0.9708771657566412,0.9715969806698108,0.9795608903474324,0.8720481096995432,0.8740390871189488,0.9178405903458664,1.0134075064773231,0.8800120193771652,0.8640842000219219,1.133028680410575
309,15.475,1.0024440690457597,0.986910860278882,0.9550263381249668,1.0846252379130694,1.078191552329384,0.9470385179185415,0.9982569319311028,1.0002654971864977,0.9867076817125836,0.9781712793771574,0.94752544282894,0.9870880917988328,0.904006528962057,0.8822470720286164,0.9969787540413064,1.0622571248416304,0.872356409786143,0.8684001448891538,1.0810897531522987
310,15.525,1.0022158050525114,0.9800955572599986,0.9910615303114876,1.0776501801131857,1.072972878984221,0.9125102682532488,1.0177807256624534,0.9604058318138348,1.007303571133575,0.9758721075469404,0.9257087616207964,0.9040892364024754,0.9414320526886644,0.9099854705529266,0.9669824006739522,1.008256039727109,0.8529885404319014,0.8451268948979668,1.119141341148344
311,15.575,1.0021083874104328,0.9902961210921112,0.9956973976600384,1.037436407053408,1.0708971004868164,0.9319422763675236,0.940865127949766,0.9844879579073944,0.9730865364411962,0.9735822504179876,0.9725006926504433,0.9295388146618696,0.9978872569164192,0.935397252569402,0.9061050630317384,0.8924353745808284,0.9139163135751146,0.9061050630317384,1.1205159197836183
312,15.625,1.002373517616615,0.9796194427143988,0.959262752679718,1.0892973382845572,1.0552808465845585,0.962435833944564,0.9673612988061024,0.9777047750153324,0.957510369083026,0.9781973215014864,0.9662866519272212,0.9216589551514656,0.892553935515104,0.9798689944241902,0.9255396244363144,1.0827067304726694,0.8789715930181352,0.9197186205090416,1.0859142224325946
313,15.675,1.0017910594878785,0.9820223078766463,0.9827578362413144,1.05146520279611,1.0711945135103935,0.9430916402213724,0.995458430830447,0.9930113845403036,0.981265562347614,0.9602209642523778,1.0449629188092322,0.9042206806670292,0.856021284042987,0.9909795945903052,0.9736278118056496,1.000619473915114,0.93892424623634,0.8810849702874889,1.0945787874973278
314,15.725,1.0018114512195848,0.9746909790783566,0.9656466068852028,1.0615058838449836,1.0763988797815351,0.9614188723775106,0.9876791754166536,0.9726038162645528,0.9696860048157588,1.0207477051696476,1.0287495820216424,0.9693618035436706,0.9099740250656988,0.8467547770085024,0.9502044556475512,1.0019292949670748,0.9233841685929828,0.9003953511176382,1.0889192930668028
315,15.775,1.0019837113349552,0.9910352828392858,1.0022918895143855,1.0492002364994892,1.0575056500008528,0.9403540173761687,0.9505017225996532,0.9852938547944552,0.9867435269692384,0.9717635811631432,1.0488890694922768,0.96322662280053,0.927058034197348,0.8585280768439506,0.9860699419183292,1.0203349205950278,0.8985038853000991,0.9289616441238312,1.1185650777197806
316,15.825,1.0017806572419432,0.9818059055838266,0.9827079690766456,1.0947997664842797,1.0718413832233022,0.9497868149587309,0.980037861137902,0.954108392984327,0.9589101463460996,0.9934827705508664,1.0195722971498344,1.0290302961957514,0.9155343076447487,0.9514747040192328,1.0479462942875848,1.114152287609003,0.947691504400866,0.9590411032559673,1.1159666792627083
317,15.875,1.0009891730611005,0.9966065757496886,1.0086182038438112,1.0750907054134835,1.0545133798452362,0.9209098747064736,0.9409504004772876,0.9934374917818022,0.9490620418607124,0.9743512767619784,0.9887237750420572,0.983084666058928,1.045114864873354,1.0281975379239645,1.005641101991446,1.0244381319352114,0.9135356552669952,0.9191747642501256,1.0988206647126837
318,15.925,1.0017429932505868,0.972721029751392,0.9797581141241356,1.0496801467255574,1.0604970087683243,0.9265160956303748,1.0028564699376874,0.9791482791590188,0.9815190982368854,1.0042789613844076,1.018015343435564,0.969449473840473,1.0030719989447665,0.9881286544539692,0.9395627848588785,1.0591095407852569,0.9619778015950744,0.9507702932269764,1.073061745080236
319,15.975,1.000765903847827,0.9974466033343546,0.9947024744114428,1.0688884337141815,1.0465064193975326,0.9047045786940248,0.9923478347550092,0.9923478347550092,0.9838662293297524,0.975384623904496,1.067340076663168,1.0283589608198176,0.9392592674635878,0.9002781516202373,0.9206968313477066,1.03578393526617,0.909559369678178,0.9336905366288236,1.0976082122888613
320,16.025000000000002,1.0006161784192908,0.98876887760176,0.9908801278742192,1.045693124731553,1.0597410592367629,0.9346559090799582,0.9955302919358672,0.967434422925448,0.9561960753212796,0.9838236798481926,0.992436908378154,1.0182624041352066,0.96292205608438,0.8891349253499448,0.9905922301097936,1.0201070824035674,0.9684560908894628,0.9020476732284706,1.0367280100664515
321,16.075,1.001172384479443,1.0065812060893622,0.994342073828418,1.0672649421504756,1.0563581604824983,0.9349002398279032,0.9791090615221036,1.010753270734796,0.97724763745077,0.9688712291297628,0.9807730618282974,0.9331093242441184,0.933109324244118,0.918443558833602,0.9184435588336016,1.1310971572860928,0.8946116900415124,0.8652801592204792,1.0710311206366423
322,16.125,1.001058352393249,0.9924423486362124,0.984014885814037,1.0648476874272126,1.0410013426354792,0.9392858428511044,0.9989450618209684,0.966571842224918,0.984608350285575,0.9781337063663652,1.0238906596049375,0.9346190540521938,0.9382627930543463,1.0038500950930969,0.9783439220780268,1.0457530936178543,0.9601252270672628,0.9327971845511168,1.1159322504195217
323,16.175,1.0005921803471738,0.992533003451926,0.9928783824874904,1.076228472673482,1.0413260946059977,0.9555495506475564,1.0005922904087203,0.9817478788759888,0.9808286392890256,0.93532627973438,1.0356766013111245,0.9867897687317536,0.974115404729694,0.9469560532967104,1.0230022373090653,0.9922216390183504,0.8546142584245643,0.965062287585366,1.0809976142805864
324,16.225,1.0003756222621136,1.009680561005983,0.999125511796078,1.0496209266255427,1.0666078558066172,0.9154099113646518,0.9464717247243308,0.9999163153578962,1.0026570635955143,0.9670273365064712,0.9951130848606548,1.0239047835184676,0.9663213862028424,0.9231338382161228,1.0472980386779405,1.0221053023523547,0.9339307252128032,0.9645219050367292,1.0458657985661357
325,16.275000000000002,0.9997011168032658,0.9866846926180024,1.0045949515383743,1.0497076462942605,1.0576524534563747,0.925229542650716,1.0101254820401588,0.9837941211600112,0.9837941211600107,0.97743827543032,1.030142268916134,0.9353548726443364,0.9407201969616082,1.0068925302079572,0.9800659086215994,1.0480266833070382,0.8870669537888924,0.9353548726443368,1.0659475965028231
326,16.325,0.9997757730001914,1.0008240879733823,0.9974334753267378,1.0427234207440723,1.0310201017553282,0.9520579495421198,0.9849964473224871,0.9877037211126553,1.0043985761520184,1.0093619114339916,0.9847366584234308,1.07538931109418,0.9865141614169756,0.9491865985525484,1.043394257210386,1.00606669434596,0.9776266464492538,0.904749023713946,1.0486542150484246
327,16.375,0.9993685733915456,0.9932050488272486,1.005336826503992,1.033142057338429,1.0547242435606363,0.9561188784570932,0.96912424781697,0.9933411424870838,0.9928926814746744,0.9785419290775698,1.008765483368442,0.9698988622929504,0.9398655641891606,0.9999321603967388,1.024665464717506,1.0599987566043163,0.916898924462734,0.9822655144533337,1.0220334950157326
328,16.425,0.9998341336125772,0.993782515226863,1.005086916942033,1.0299260047563457,1.0598738125765532,0.9685817509702088,1.0078064146082106,1.0109265583066884,0.9890855524173466,0.9565469109903674,0.979806164015381,0.9604909887390924,0.9552232136637412,0.9288843382869832,1.0781379654219427,0.9499554385883892,0.978050238990264,0.9271284132618662,1.0583927676905234
329,16.475,0.999973769738386,1.0282920436414351,1.0064028645659433,1.0426514155393414,1.0180076827062514,0.9724583113462149,0.9946099813085432,1.0012554822972417,0.9830911129281324,0.990622680715324,0.9860849446866756,0.9633962645434432,1.0175000402696148,0.9913207939504992,1.0105189079178498,1.036698154236965,0.8918396579378616,0.90754720572933,1.0243565095436684
330,16.525000000000002,0.9993713625680436,0.999577365711703,1.0120689805608685,1.059607752201567,1.0520391254001271,0.9401610601352082,0.9789124293585802,0.9859581328537388,0.9947652622226872,0.9590963882784472,1.0495162497996482,1.006147809725282,0.987065696092561,1.0096172849312317,0.9402277808122468,1.0269646609609775,0.8743077518992107,0.9558404192390182,1.0397804775380557
331,16.575,0.9989024394782964,1.0063011082812576,0.9989828537758622,1.040367045362013,1.039136003630715,0.9988399042928696,0.97476619932525,0.9668875322449378,0.97257768069183,1.0045300527397611,0.9466337870738344,1.0052595589509024,1.013880995991648,0.9242180507678966,1.0656096182361197,0.9845681100531132,0.95525522411458,0.9276666255841948,0.9975178603837022
332,16.625,0.9994126972366006,0.9965792585644688,0.9830114609000968,1.0067904723650485,1.02990382554561,0.9475930960425988,1.0032826811176456,0.9745677388133244,0.9915356592658778,0.9580348932441698,1.0249309525885817,0.9409483160052364,0.9837965999763308,0.994080188129393,1.114055383248458,1.067779236559676,1.012933433076675,0.9358065219287048,1.0596293180574168
333,16.675,0.999077235342968,1.0118977422796065,1.0080792602332675,1.0241421955517624,1.0319807080012222,0.9453786601113344,1.008951699011776,0.9855983377830424,0.9752190661258274,0.9812736412592028,1.000053308285452,1.0034606449405985,0.9727946150442814,1.0307193381817694,0.9659799417339892,1.0835330563365382,0.9421285851479636,0.9796092883545738,1.0188631973715148
334,16.725,0.9998748311663294,1.0121558019836276,1.0105406167893656,1.0482544145440158,1.0498664936129027,0.9775647473733048,0.9689669923392388,0.9930407064346232,0.9659577780773148,0.99519014519314,1.056742255096112,0.9635999088937308,1.066903238318191,1.0279528026335585,1.0719837299292296,0.980534880930528,0.9754543893194884,0.8569095850619121,1.040152894733536
335,16.775000000000002,0.998835181699568,1.0112689101890329,1.005328297395988,1.038142155222436,1.030263278562014,0.9315770098831636,1.0029409367870574,0.992257714196654,1.0157608038955412,0.992257714196654,1.099271231150706,1.010050135819944,0.9999496344617448,0.9730149641732124,0.9443968769916472,1.001633051354777,0.9898491331035452,1.026884304750276,0.989179201891012
336,16.825,0.9989777639052664,1.0043895086073895,1.007661395613023,1.0542827161309123,1.0214940192177488,0.992316061397859,0.9863689617148242,0.9842449975423112,0.9867937545493264,0.972350798176241,1.0391977433147717,1.060952285445355,0.9588732800633888,1.0140963485487142,1.0224634801374002,0.9839746748294456,0.9538530011101772,1.0241369064551376,1.0148647585925732
337,16.875,0.9988022705265494,0.9945592266555694,1.007014024341214,1.0241592036393663,1.0269304113801765,0.9632190257962202,1.0269831962895246,0.9649081428953804,0.978843358963454,0.9915117372071568,1.0097593204147526,1.0629921017216255,0.9748253076821176,0.9731617832662772,1.0280580889889903,0.9881335030088356,0.8899855624742877,1.0130863692464325,0.994295333243018
