,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DES),O (DES-i),O (DES-i),O (DES),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
162,8.125,0.9930422298013196,1.0138688484062504,1.0336018662611364,0.6609815034741243,0.8756431155547676,0.8743841031671982,0.635171749528944,1.0431595560762632,0.9707179202376336,0.9996945745730856,1.0033166563650169,0.9725289611335992,0.5493490717762726,1.0344885117864877,1.2271174070846609,1.212848600025537,0.8703972306065618,0.6991715458970742,1.127235757670793,1.0986981435525454,0.6678675304102203
163,8.175,0.9941689229552853,1.045530628207211,1.0280547064242551,0.6889869582566983,0.8519062570502498,0.8817540675162439,0.6255603610164607,1.1198860220417326,0.9141561617625004,1.057272586304575,0.9714027315793308,0.9678248209657784,0.5919815742422174,0.7752139662695705,1.2051053475645146,1.2685319448047525,0.8879723613633267,0.6131237733222965,0.9513989586035644,1.0007307564570822,0.6787077378156041
164,8.225,0.9969797701182076,1.0491257753470895,1.0448097515877504,0.719950401767666,0.849566045771913,0.8784377769008207,0.6935358392454732,1.1151481695639194,0.9490246704529712,0.9684646543914862,0.9578610267886596,0.9525592129872466,0.6822738164646933,0.9120190811926002,1.3575856552103596,1.0999924796063425,0.8145513931262155,0.7101217273408033,0.9259430366306552,0.96771490294482,0.7501886195196957
165,8.275,0.9978216383238312,1.0158217427700411,1.0368138614453009,0.6900352165010809,0.853895822002657,0.87817146726215,0.6505872929544056,1.056317356320274,1.0283816906985808,0.991716129570108,0.9777482967592612,0.9498126311375682,0.7015661479993397,0.9835682270971134,1.2105455102733704,1.2036674107831806,1.0798616199597677,0.6327851530974435,1.148642614861664,0.9698120281167344,0.6739835653499062
166,8.325000000000001,0.9994276600446934,1.0542118619505347,1.0308785529863669,0.6769744365648248,0.873051177713361,0.8586602242345696,0.6859687824890693,1.150621305420645,0.9591385994211072,0.9988151961597508,1.0522923482857471,1.028141376357878,0.665981347101859,1.0329506608110468,1.2708011419188538,1.3115755101087636,0.9514019244312276,0.6523898910385554,1.0057677486844407,1.039746388842698,0.8009250894446542
167,8.375,1.0015778832097677,1.0397405752785651,1.0544705002748118,0.6772100997053901,0.8573254718055113,0.920128858129896,0.7192765188471949,1.1437417279861786,1.038060674133506,1.0414697403868185,0.978402014700546,1.043174273513474,0.7722051588941603,0.9400758456102816,1.2086689443560763,1.2153837718247211,1.0139389477653749,0.664767919395843,1.101231704857759,1.000509292828086,0.7800848033726723
168,8.425,1.0022552074140345,1.0122476366022854,1.056230888083285,0.7084225778107681,0.8647439234929785,0.8577182450353509,0.7101789974251745,1.05777894275633,0.9280831169725126,0.948295453458302,0.995457571925145,0.9954575719251448,0.683442387739203,1.0019398111516478,1.1479177968823515,1.2607189676742585,0.9223154552985366,0.603818031886092,0.97539835920061,1.0152105371271658,0.7753218527839919
169,8.475,1.003884611666742,1.0447428974646915,1.0409904536545824,0.7400106814006504,0.8771354128251649,0.8863927786597311,0.7388535106713295,1.1119164524910528,0.905512799633432,0.9953982613617508,1.0270246275254185,0.9288164378592924,0.8327772015345335,0.9376940143262866,1.442606175886595,1.0688400303159769,1.0557254287170077,0.8655637055319565,0.9901524207221624,1.0294962255190698,0.8147780799522751
170,8.525,1.0056918705655384,1.084752653883905,1.0297424053393656,0.7159165891818284,0.905188466992679,0.8897493712195884,0.7061956770284006,1.1153625052347904,1.0100775489884386,0.9919816971335966,1.0084324715470896,1.0577847947875672,0.8230372289901855,1.030416688263303,1.1146645935930075,1.3609277014798342,0.8813627019107496,0.8295178370924707,0.9720912153427388,0.8813627019107503,0.8052486210359543
171,8.575000000000001,1.0058219778409592,1.0354850556285649,1.0241833013340935,0.7601528249773088,0.8850552594159589,0.8844900900293585,0.7324595250338971,1.0210958782274553,0.9869509523631612,0.996706645467245,0.9804471569604388,1.068248394897194,0.6917673291986806,0.9735984633166612,1.2874558626753208,1.332292634012273,1.0248404877017483,0.7878461249207195,1.0696772590387,0.8711144145464864,0.7592185653790504
172,8.625,1.007008320068697,1.0383084232109254,0.9918124949833932,0.7139364369427016,0.902755306807046,0.8770580641627869,0.7731518221664311,1.0044699779424364,1.057505992777797,0.9353624434599964,1.015720041695392,1.04786308098955,0.7090949274590002,0.9180246828710272,1.1396168477019648,1.196597690087063,0.9750055252561252,0.778738179263009,1.0129927535128576,0.9750055252561252,0.8207954676901056
173,8.675,1.008456476439625,1.0415949914234115,1.0550252993357472,0.7565341124902706,0.8890656358462303,0.8885134211655806,0.7261623050545299,1.0803018275605016,0.9913357947025784,1.0342301319733629,0.9500301365899706,0.9722716448044516,0.7197198004469485,0.9700571223415392,1.2078775781414004,1.2954956408045073,0.8448884613942439,0.94502339015208,0.9512818231994448,1.026383019767822,0.7860719630613565
174,8.725,1.008521754511679,1.0450332825004849,1.0589001837646073,0.7882849786307955,0.869078729903204,0.8745377671513397,0.7478881029945911,1.0114168272592092,0.9894295049274866,1.0082757812118197,0.9014802156005992,1.0255515344724586,0.7609897923901159,0.9342232410642882,1.119830507500902,1.0950828719760202,1.0332137831638155,0.8476065167272022,0.8723541522520839,0.928036332183068,0.8208386660574337
175,8.775,1.0101279426516503,1.0535761757511837,1.027324277684294,0.772311187300473,0.9077759727738612,0.902378969368547,0.7625965811709067,1.083768102280078,0.9797387858721052,0.995265549515086,0.914526378571584,0.9564486404076334,0.7768086901382354,1.0581724676686195,1.1621547332776754,1.1682713371370317,0.9664234097782772,0.7156426515446734,0.8073917094350166,0.8257415210130848,0.7991530185224132
176,8.825000000000001,1.010836837281585,1.0232144069670572,1.0232144069670577,0.7875966949527159,0.8660362031898763,0.8879138891607856,0.7454421293014525,1.1191113638319687,0.993230524553202,0.9563873520813676,1.0638466051242172,0.9702035417583048,0.7680312847348298,1.0341208636980774,1.2881154617993595,1.1732131436106836,0.870838622061539,0.8889810933544878,0.804316227320727,0.7740787751658129,0.8797247304499233
177,8.875,1.011558822084583,0.9991710688396058,1.0410883482686646,0.7787473875114633,0.881630680577002,0.8605264153327891,0.7792749941425683,0.997249586014914,1.000285353400043,0.9653740284710584,0.9243911687718156,0.9729634469338811,0.8550744801446998,0.9746653165285738,1.285601491126647,1.2198265311155156,0.8610540219638937,0.7534222692184072,0.7892995201335692,0.9328085237942182,0.8456780572859679
178,8.925,1.0128064241872068,1.0491937859320757,1.0613183042860344,0.8091747639072715,0.9354289823892564,0.8441294442307969,0.7992622426214956,1.0071201889678385,0.9680961578006796,1.008621113243499,0.9801035520059592,1.0731608570968778,0.7331787673829901,1.099768151074485,1.288975574915257,1.2002845949898948,1.0583790271093163,0.727266035387966,0.8573461392784963,0.786393355338207,0.9298072732175172
179,8.975,1.013363418465988,1.0590063099322486,1.0428340176794662,0.8512596023523802,0.9105898170617884,0.9121375617933382,0.7908975578219382,1.043426000791106,1.040457505767519,0.9825718528075564,1.0523314858618698,0.9855403478311444,0.8419731339630817,1.0933956670215008,1.1401719522416718,1.1343249165891505,1.0407723461488083,0.8419731339630813,0.853667205268124,0.8887494191832527,0.8663158946388849
180,9.025,1.0137222815621487,1.0098024803723444,1.0569560096305834,0.8622620852006943,0.909201796347715,0.9291001521600388,0.8112406600408907,1.0304287025274097,1.0495107155371768,1.0084109952084477,0.9952003708170708,0.9863932878894864,0.8962763686405655,1.1738329215099017,1.2200923469881244,1.156485636955568,1.011924932336122,0.9541006504883436,0.8442345149775645,0.832669658608009,0.8898448923942308
181,9.075,1.0136838693722143,1.02352351187147,1.0458866688055122,0.8659065700658992,0.8522821659914357,0.8936599857731394,0.8078767008598513,0.9479712854340784,0.9682953252443036,0.8971611859085152,1.0016848192182453,0.9247438113652492,0.8807083917764267,1.1151827038727484,1.0637127329247749,1.2810303880384395,1.149496017838064,0.949335019707057,0.8978650487590847,0.7148607076107363,0.908952684224068
182,9.125,1.0155618735925984,1.011798092724929,1.0306799552924435,0.881896936612059,0.8838933077192737,0.8978679054697759,0.8105266695291364,1.0194545842495586,1.0309413964664549,1.043864060210464,0.979250741490422,0.9778148899633092,1.040774803894555,0.9615854166417082,1.063400343109654,1.2896557352606437,1.1143078063436267,0.8710832597813122,0.950272647034159,0.786237487724691,0.8628295554247846
183,9.175,1.014937034687715,1.0365527964256562,1.033351088946349,0.8811972176001892,0.9429057062276532,0.9014376018699972,0.8510834751499863,1.014054644253757,0.938781680464613,0.9757080400592872,0.9813890184584678,1.0041129320551907,0.9231589898668658,1.1637398175291398,1.102195884871349,1.1413602056535788,1.135765302684689,0.9902978254935468,0.8672099601779644,0.9175640868979752,0.9796789280219792
184,9.225,1.015743319865236,1.0290418738722416,1.012414626359046,0.8931574189598397,0.9156206454618372,0.9385722029747472,0.8194194363119801,0.9749941836040728,0.9848284188853816,0.9988773264301086,1.0016871079390548,1.0115213432203642,0.9408510810256738,1.0570738616229631,1.0736771159940042,1.1511589697255302,0.9574543353967152,0.8965757360362308,0.929782244778313,0.8744380635415084,0.9075880986292691
185,9.275,1.0139188572226103,1.008316807044647,1.0239820086041185,0.9125384802193582,0.9081907585031193,0.9062584377403472,0.8569842582896461,0.9811878913183216,0.943663708505864,0.9895265986099784,0.9533922003461306,0.9728491840266644,0.99095849784188,1.116881400882561,1.0019083154975914,1.0621323126040043,1.0128581331533029,0.9307345007354676,0.919784683079756,0.9416843183911788,0.814867552684725
186,9.325,1.014668760103888,0.9998574225550692,1.0096726077932745,0.8635898881228805,0.913292903266643,0.9300198795169484,0.8698027650158507,0.932196224558745,1.0848124206148229,1.0435648000591258,1.010566703614569,0.99681749676267,0.9749437585891952,0.9153638622309664,1.159099801878265,1.0561890718049614,1.1915979271645718,0.855783965872738,0.7528732357994335,0.980360112803579,0.9921876618023364
187,9.375,1.015201296930194,0.997909325431414,1.0160531313483487,0.9163435090750012,0.9253272689678932,0.9362023467329732,0.854875678228897,0.9766910977968096,1.0569484442731494,1.01886021204709,0.9263602194980888,0.9862131558533246,0.905626041132604,1.1038991980669606,1.0342356564413764,0.964572114815791,1.1253341339517566,1.007441986585382,0.8788323712766098,0.9377784449597966,0.99787281877967
188,9.425,1.014193022524076,1.0242645265618282,1.0187019939564568,0.9024364090747612,0.9291024927021652,0.9225529283024516,0.8748346733902554,0.9475132462565226,1.0390344120881183,0.98519843218718,1.0969080904816282,0.9677017387193748,0.9331569849496066,1.007385381479689,1.0922178346569258,1.1081239196276582,1.2194665144227812,0.9543650982439164,0.8748346733902561,0.8377204751252146,0.9837426633429204
189,9.475,1.0142872215696623,1.008479276443326,1.022989769629561,0.9693159289381942,0.9271918842708712,0.9188596556553572,0.8980290841165703,1.00945305755105,0.960178963712806,1.0094530575510496,1.0161117188805424,1.0254338447418314,0.965304115160354,1.1069520016241017,0.9495654611088264,1.1226906556756284,0.9233343710229472,0.8446411007653097,0.8866108449027164,0.9180881530057712,0.9645546554436152
190,9.525,1.0139644520393718,1.0122779332601175,1.015991351944124,0.95825000815745,0.9339731198054686,0.9055737409786228,0.9426761552524052,1.0291920792864473,0.9382647380946868,1.009425265983891,1.0002007531093644,0.9461714634157096,1.074595850448078,1.142082546369938,1.1836128207833905,1.105743556258167,1.0538307132413518,1.1420825463699378,0.8306054882690458,0.8150316353640017,0.9439661862853564
191,9.575,1.0128747907330873,1.0352960706310823,1.012267715060964,0.9396559483167716,0.9346698337815648,0.9274173035485364,0.8857152547086214,0.996302393588783,1.018471425906858,1.0262957902544143,0.9767414827198936,1.0106470615593026,0.878462724475592,1.1507347969738748,0.9195603957960874,0.9092859779659636,1.181558050464247,0.9863441116918932,0.863051097730406,0.8065417996647252,0.9341332945551428
192,9.625,1.0139682633201452,1.0235979350461075,1.0454178815534854,0.9756744351828444,0.9379932156171622,0.9276757388313208,0.9451705907725302,1.0505054724998208,0.969200994898484,1.0221134327025287,0.969200994898484,1.0066268655403692,1.0523826321558394,1.0269627618139106,1.1286422431816248,0.9913749433352108,1.0015428914719826,1.0828864765661537,1.006626865540368,0.732092265847541,0.9381488474763996
193,9.675,1.0124877247801871,1.0228831954588034,1.0339206402139305,0.9736073304354218,0.9509652994950634,0.9416421102843278,0.9185561179529816,0.95410034993296,1.017962488482689,1.0115762746277166,0.9911403902918032,0.911951338490138,1.0314702983941169,1.056628110550071,0.9962493613757808,1.0113440486693537,1.0717227978436432,0.9459337370638732,0.8402709260088655,0.9207759249079188,0.9403374074210178
194,9.725,1.0108540511326856,1.0161919142682436,0.9784320371080067,0.9702128219268592,0.9341813674893584,0.9280296557561268,0.913529192384937,1.0340689417423636,1.06946494463819,0.9999370818071022,0.9910880810831456,0.9910880810831456,0.886432366893322,1.0358310804146686,0.9860315092408865,0.9461918523018606,1.1304502656448543,0.97607159500613,0.8565526241890526,0.7818532674283794,0.9960930552535476
195,9.775,1.01085742297764,1.0241573969445463,1.0112290846122192,0.9777097480391688,0.9355220943203963,0.9716208083271812,0.915950502389008,0.984728756564306,1.058552132215252,1.005999898701019,1.0197635789071275,1.021014822562228,1.0646946010675644,1.0449780343811286,1.0548363177243467,0.9316077759341198,1.104127734440438,1.1238443011268744,0.8527415091883741,0.9611826259637738,0.9427737907412324
196,9.825,1.009001206931468,1.015155992759458,1.0219035343111484,1.0039465880316003,0.9738109700375118,0.9255939812469725,0.9914618320054774,1.0255117687324238,1.0614294514537284,1.0478055028353024,0.9202358021354964,0.9871170044441324,1.0343692119113466,1.0782811124170169,0.9758200112371194,0.8245679094953658,1.005094611574233,0.9855782113494904,0.7318650084278395,0.8294470095515515,0.9693477356523832
197,9.875,1.0092394187412252,1.035535021684136,1.0104297464698189,0.9895441971488562,0.9081475814488422,0.9311602371964904,0.952042091486022,1.0065709398772438,0.9379132387406718,0.984502393083346,0.99063254497054,0.9207488134565284,1.0577298438085525,1.1301770933844806,0.9756229609558338,0.9611335110406484,1.1205174601076902,1.0673894770853427,0.8790266281879296,0.7969197453352108,0.9888310309465476
198,9.925,1.0081870238006438,1.021935598883985,1.0351601113193418,0.9741147084437568,0.9412082782754534,0.9555521068103544,0.942895787514854,0.9661120203969096,0.9782491060802871,1.042575660202192,1.0304385745188145,1.028011157382138,0.9992867212648096,1.0088492736214103,0.894098645342198,0.8462858835591932,1.0136305497997111,0.9849428927299084,0.9992867212648094,0.7363165314582812,1.0449039990883926
199,9.975,1.007549319532299,1.018262462692962,1.0121677860153495,0.9890154986957604,0.9948627187049408,0.9781563758215672,0.9589440815056868,1.023738989827204,1.0441657067603756,0.976877698039339,1.0585845657720263,1.03695627725455,1.0224281844625087,1.0271616482794648,0.9656266186590364,0.9230254443064316,1.0744962864490255,1.036628575913377,0.8520234870520904,0.9135585166725192,0.9914191663963268
200,10.025,1.0067097923314534,1.0514862309577566,1.0139411328066614,1.0440945696366295,0.9564319760671384,0.9680100544631086,0.9613940096654118,1.0218799269120524,0.9397964403498508,1.0421033946157834,1.040913778868506,0.9148145096570072,0.9513321082022478,1.0356866793728905,0.8576048069015332,0.8107411562511762,1.0778639649582116,1.06849123482814,0.8435457117064266,0.895095727421819,1.0509890959117811
201,10.075,1.0057098138175733,1.0388628612151911,1.0271355488308664,1.011239603459963,0.9940444361136804,0.9674328676015758,0.9481906565235932,1.0046953621146195,0.978782937769342,0.9870278000610214,1.0046953621146195,1.0176515742872585,0.997592645248628,1.1785513111309374,0.9140732609952542,0.8630336372848596,1.1599914479635212,1.0579122005427315,0.9001533636196921,0.8398338083255891,0.9437122261554652
202,10.125,1.0050314835818388,1.016139708784516,1.0384868951355335,1.0158702397239758,0.9506048332612628,0.9992498567117324,1.0434357530125762,0.9738047675222552,1.015789164684891,1.0367813632662095,0.9773034672858084,1.0601060283565624,1.079649270470147,1.024518243892948,0.8131826420136852,0.9234446951680828,1.1485630536916462,0.9923584783895816,0.8499366597318175,0.9096619385237834,1.0473488645928597
203,10.175,1.0039545563326495,1.0489152361036216,1.0254854852247823,1.0014953971665757,0.9641651078132724,0.9717917260682482,1.0544803239906184,1.084356906272055,0.9538645416195072,0.9734961363017488,1.0416293178459992,1.0127593256662324,1.1736964093447164,1.0963598242328547,0.8188579600079412,0.8916453342308698,1.019023239120994,1.0235724500099277,0.8416040144526067,0.8688992797862047,1.0646546095681486
204,10.225,1.003534226586721,1.0199921670928518,1.0318075776215176,1.0207411848531525,0.9746329381853308,0.971055574219724,1.0084191534160618,1.0154576934577944,1.0257494944050016,1.0554813638080454,0.972003422791808,1.0623425644395168,1.1352168317525708,1.112692688265417,0.882946424696444,0.743296735076088,1.0225961143168003,0.9685381699476298,0.9640333412501996,0.801859508142689,1.066403275017327
205,10.275,1.002703008847778,1.043276845027029,1.0371073857069268,1.0175227937475737,0.9722558222655736,0.9966606242819565,1.0490128608654872,1.0474989153309735,0.9648314333643124,0.9772881772223028,0.944447670687602,1.039571896512253,1.030512446433712,1.0394346321171206,0.7896134329816754,0.9234462182328068,1.1375786746346177,1.0885066533758692,0.8297632685570152,0.7940745258233798,1.0139881943771958
206,10.325,1.001309784599016,1.0047545422264363,1.038885436720184,1.047843472704861,0.9628621196357908,0.9605231833127886,1.04745364998436,1.0609295215684245,1.0351352520165502,0.954387973419376,0.9936401227374468,1.0205558822698382,1.029391863934512,1.1044977080842402,0.7643124139942945,0.8791801756350549,1.038227845599185,1.0779897630902189,0.804074331485327,0.8394182581440224,1.0517973888699352
207,10.375,1.0007340148297514,1.0449629537410263,1.044336977530718,1.036609909337522,1.011128995364979,0.975224071130942,1.060160451039417,0.9507647695600956,1.0096322144043537,0.9885287907809404,1.0240713989887948,0.9985251493393994,1.0807510885929883,1.001991899950584,0.7832163759439061,0.8969796484273791,0.9932408789903168,1.1113796619539222,0.853224543626043,0.8138449493048413,1.0549445063734229
208,10.425,0.999497882925764,1.01574381727372,1.040129935369,1.0523097326828796,0.9938055942016008,0.9995412940527062,1.0400735730005206,1.049474237987256,1.0142717478241612,0.97136871293789,0.9207651333284412,0.9515673122211492,1.1267463707505647,0.9837362544629926,0.9317325758129666,0.8147242988504085,0.9707353348004868,1.0270726533380143,0.75838698031288,0.8103906589629059,1.008367248517468
209,10.475,0.999588003721463,1.0334991123856814,1.026334828580274,1.041530334735607,1.0093375789346883,1.0097163172382289,1.0623609414303197,1.0678089462581677,0.9795512680470336,0.9686552583913376,1.0427481240500678,1.0035224892895631,1.1761086785935655,0.9700750414676856,0.8112574461831531,0.7297024648208255,0.991536878668298,1.1203079018719733,0.8241345485035205,0.776918506662173,1.0695878866101178
210,10.525,0.9976589676206844,1.051074723554724,1.0196479137262169,1.105937465570335,1.0132758122474472,0.9956438377285176,1.0774261876248306,1.0123581415605376,1.0263886914968774,1.008041049272433,1.011278868488512,1.0479741529374005,1.1139406313094238,1.050165404326059,0.8120712235881675,0.8928531777670958,0.990641859141587,1.215980994482806,0.9396216775548956,0.9141115867615498,0.99359200569592
211,10.575,0.9973475432551712,1.0258950931000768,1.040154793885141,1.062430944670936,0.9977709291505646,1.0066895519809604,1.094017733861923,1.1033022489110005,0.9942549336116572,1.022051308099725,0.9803567463676234,0.9963931162645858,1.191874845473213,0.9981425384351644,0.8128333751813789,0.7370250811230118,1.0402582573564796,1.0528929730328735,0.9433921038374552,0.8760069535633515,1.0111640311220609
212,10.625,0.9971627474140524,1.0624199158075731,1.0134769758658762,1.0480377006401485,1.0068082582545863,1.0112256985101828,1.0885309029831125,1.0209270769176635,0.9722106396373604,0.929848520263184,1.00080507021493,0.9722106396373608,1.0722109153721608,0.9887703772109028,0.8802976776012679,0.8302333547045138,0.9053298390496454,0.9345340274060858,0.8052011932561358,0.7593088972674444,0.9904306736334983
213,10.675,0.9959586169364868,1.05209663900339,1.003216915048193,1.0663233621780337,1.0298553949352829,0.9901053106406842,1.084922025471836,1.0732859386931493,0.975714489721045,1.0103366167756629,0.9966975970268732,1.021877325793868,1.1985805233784093,0.9919287090028208,0.9588644187027272,0.8762036929524921,1.0373921081654505,1.0208599630154038,0.8348733300773744,0.8224742212148393,1.046586005213182
214,10.725,0.99551608511844,1.053634973558425,0.9952515678701428,1.0249721494183612,1.0199141268269425,1.0491784003915832,1.0881974318111047,1.0445928304598024,0.996780621304428,1.0030169964116504,0.9926230378996131,1.0373170595013756,1.1546743001554756,1.0154582497821203,0.8557692508244489,0.7656882770534541,0.900809737709946,1.0645933263844811,0.8721476096919022,0.7124586107342301,1.0203049069979997
215,10.775,0.9952050579038972,1.0216319247831998,1.0280159152239958,1.0663095127214055,1.0294414765313065,1.0015219928145325,1.0970925332296435,1.0410993753534783,1.080230706969138,1.088468882046119,1.0132955344686672,1.0184443938917802,1.09530282273498,0.9938858947039632,0.8153921013693738,0.8762422581879836,1.0141692803101656,0.997942571825204,0.8316188098543367,0.8235054556118548,1.0764268557218586
216,10.825,0.9948115341995236,1.0279330742587365,1.037899980815039,1.0575457745176993,1.031656826985911,1.0366218306221446,1.0852079376338566,1.015179562171159,1.0468082721483505,1.0417068673133196,0.9978347857320538,0.9560032660848004,1.121381535554985,1.069130783002244,0.6631826285540235,0.932474968633536,0.9123785253440204,1.0811886489759537,0.8360120408438599,0.8762049274228917,1.0868074504671048
217,10.875,0.994301117780258,1.0416719285518632,1.023630208731913,1.0822797623261782,1.0176240882131855,1.032733838141766,1.0752519716617224,1.036193673545805,0.9866585613470302,0.9826148787185586,1.0523684040596906,0.9654292275475544,1.0593223128222882,1.0354278245631394,0.8004653566815043,0.8681664067490935,0.852236747909661,1.1349881923095952,0.852236747909661,0.8482543331998028,1.0285601910328743
218,10.925,0.9936717868264142,1.0150347668700967,1.0396861488611957,1.093635009534941,1.036881584971364,1.065780568031345,1.093286829016146,1.035745980817756,1.051772997929056,1.0237257179842811,0.9906699951922248,1.0978506721240429,1.1443533051060726,1.006241699317408,0.8286696347319831,0.765532900657166,0.8918063688068015,1.0970007545499594,0.7931552218148982,0.879968231167773,1.0683315232608834
219,10.975,0.992974241057394,1.0541023986984452,1.0058072419210011,1.0554016902823045,1.0146898892187828,1.023315270800038,1.0926633387133238,1.0283153381536003,1.0293079205263356,1.0213672615444545,1.071988962553946,1.0511447327265082,1.1456806841661022,1.016644975710534,0.793765115650917,0.7272921749313822,0.9188906511229832,1.0557467055455545,0.8250464995189336,0.8993397862054726,1.0573027947940905
220,11.025,0.9921834458947578,1.0229437799480994,1.0101939387601626,1.0745696191099183,1.0403803216517606,1.035251927033036,1.085852087271111,1.0258945793133345,1.045566575081567,1.0258945793133345,1.0239273797365112,1.0003209848146322,1.1043143078985158,1.0384429281291307,0.852453149956749,0.7710826220063322,1.019068992902841,0.933823677907166,0.8369540017757173,0.8137052795041696,1.0986207432605872
221,11.075,0.9923101606456451,0.9921204883812949,1.0270955738890155,1.0875893403702543,1.0730203865895944,1.0797966441619944,1.131973827469477,1.0400460747411282,1.0030060083492238,0.9552438174754512,1.0371218589733469,1.0605155851156025,1.0329275292862257,1.0406072878682795,0.925410909137474,0.894691874809259,0.9484501848836348,1.0751662014875212,0.810214530406668,0.8985317541002852,1.0382955238053135
222,11.125,0.992188102887598,1.0467382789595594,1.0196987499087669,1.0942881782679883,1.0412358517364313,1.0254544634643863,1.1093980181029246,1.024922390471908,1.072256223773627,0.9969084891300743,0.9920785061401032,1.0007724755220526,1.1035779316479868,1.1302160196532836,0.8448079338822518,0.7991426401588869,0.997025579626802,1.103577931647987,0.8524188161694798,0.7991426401588871,1.1122760828333895
223,11.175,0.9925181151947268,1.0305580474635412,1.0301983413387716,1.0861816945755665,1.0432535577495106,1.050907411602218,1.1078121511158274,1.0243877039386553,1.0224729605668073,1.0339614207978944,1.0435351376571342,0.9899223232453922,1.0597814450546337,1.022066802881871,0.8636653057562673,0.8372650562353331,1.0182953386645948,1.2219544063975134,0.7090352728479394,0.8334935920180573,1.1010751298009325
224,11.225,0.9917991041495272,1.0306668197827498,1.0365492142920596,1.0524500768442873,1.0428853472208195,1.0214471601337374,1.0656428073594135,1.04090136351643,1.04090136351643,1.0010491691065029,1.068418354894713,1.0209752663114664,1.1961409000382155,0.9718644812810509,0.8709400928403261,0.8036571672131767,0.986816242531528,0.9980300634693862,0.807395107525796,0.8111330478384153,1.069890058867092
225,11.275,0.9917246189992044,1.0289663647796576,1.0213692573473905,1.065038689336799,1.05327030602921,1.0362715301404704,1.0777877712533532,1.0119401461908488,0.9950117794330092,0.960214581097451,1.0335708370480885,1.0006545683522894,1.1448021761993463,1.011427165380005,0.9262153529120926,0.8891667387956089,0.9484445213819828,1.078114670789676,0.7780208964461576,1.0373611952615436,1.034223404474126
226,11.325,0.9922888775660874,1.0351361070365286,1.0253293701063908,1.1013418825092145,1.0475546649462464,1.0838448358321042,1.1003698243604856,0.9778556032256316,1.0188714721883845,1.0533620892706996,1.0132783991480088,1.0533620892706996,1.215504711754309,1.0135326297407534,0.7638216919785382,0.7674939116515127,0.8776605018407245,1.061271485489412,0.8372660854380135,0.8996938198785672,1.1153805182218015
227,11.375,0.9925334928887484,1.010780617335926,1.044282361994321,1.0730527777196337,1.0425409507566397,1.0592421613048042,1.1064551988159652,0.9979220361856532,0.9609619607713692,1.0515141455363637,0.97020197962494,1.0136300682367234,1.0374021167418208,0.9573219533442066,0.8299216933934561,0.9063618493639064,0.8808817973737563,1.099282243003613,0.877241789946592,0.8554017453836064,1.141142328416002
228,11.425,0.9925861683428968,1.0131373257733898,1.020364188491203,1.086922361120472,1.074824221190015,1.0375746850883467,1.0824651516724082,1.0194323732250232,1.0322554219448348,0.9974500039910604,1.0304235578420042,0.9663083142429462,1.0824651516724089,0.9886515051941336,0.8479310354767199,0.8262817324432722,0.8731885556824098,1.0283418940887892,0.7613338233429273,0.7757666920318933,1.0582753692013618
229,11.475,0.992900248043909,1.0307661400439194,1.0200201087973917,1.0976695568879116,1.042123311340967,1.0714744524538415,1.138698033712359,1.0060279626175412,1.0232793446479866,0.9905925155376698,1.0396227592031455,0.9905925155376692,1.1517429853180814,0.9943619562684052,0.9693240652832298,0.8190967193721758,0.8190967193721754,1.1839345594418784,0.7332525217087164,0.7833283036790674,1.156268784854759
230,11.525,0.992527678325796,1.025900096764272,0.9893755507116788,1.0728352958843914,1.0478056010256125,1.0384194654535706,1.0897303399140663,1.0270213274871114,1.0216206894810445,0.9577131397425824,1.0369224971649014,1.045923560508347,1.13822537370295,0.7907297767469098,0.9148353470883526,0.8581013720751207,0.8935601064583912,1.1063125127580076,0.7942756501852364,0.8545554986367951,1.1056612298815802
231,11.575,0.9932878300337212,1.0287908043391625,1.019906021443615,1.0825073895358233,1.0654478174944275,1.0555222483067066,1.14950498155294,1.0163830567308956,1.0940172322669686,1.051184583695342,1.0681391737549448,1.0547539710763114,1.0791988664732493,0.8893723557580847,1.0194386686555117,0.8999182730200385,0.9034335787740227,0.9737396938537134,0.7698519601226108,0.8120356291704256,1.1257228620132294
232,11.625,0.9924261246388524,1.0287685555737227,1.0177994562735824,1.0778282121421652,1.034469074364121,1.055687375829972,1.0984314903771222,0.9625397420370738,0.985541610872518,0.9961578580273392,1.009428166970865,1.031545348543408,0.9514409381933984,1.0072030444611435,0.8817383053587169,0.8190059358075037,0.819005935807504,1.115242125354899,0.8782531737169831,0.8224910674492382,1.1348371001977091
233,11.675,0.9937937409626304,1.022941719390161,1.0044865852774525,1.1213608771115484,1.0347740122122338,1.0381277288104462,1.1170925105320042,0.9455416981361467,0.9964149991490376,0.9981692509081028,0.992029369751374,0.9516815792928748,1.1264422658967206,1.0504246896705614,0.8396486828616654,0.8500147159834143,0.9467643584530716,1.0815227890358083,0.7083455966528456,0.9018448815921593,1.1379365747324008
