,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DPT),O (DPT),N (DPT),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
67,3.375,0.7850279627961704,0.2858313885270762,0.2362078835744588,0.4192448791113337,0.3475319392633426,0.016549139964921,1.0565989362218842,0.9826370106863528,1.267918723466262,1.3524466383640124,1.3313146596395753,0.3329887556578059,6.201915574126634,3.829370690064768,2.62228645080522,6.201915574126636,0.0832471889144514,1.664943778289028,1.5400729949173513,0.0420483250129117
68,3.4250000000000003,0.8113297950350016,0.2968211071574577,0.250563272275776,0.5570756125777901,0.5142236423794985,0.0267824813739321,1.436365077992732,1.1593518129512763,1.1388323118370944,1.3748065746501863,1.2311700668509131,0.2829203941500838,5.820076679658873,3.880051119772581,3.3546275306367104,5.4967390863444905,0.2425031949857861,1.4954363690790142,1.4550191699147166,0.0680493659398889
69,3.475,0.8353886798356559,0.3164262603667055,0.3033198472154218,0.7492988282840588,0.6192122261514098,0.0364242485971417,1.4750619882438116,1.3355290974639915,1.5348617985780202,1.3753956376867973,1.504961893410916,0.3141000138766509,5.575275246310549,3.651412661316064,3.415837650908576,5.02560022202641,0.3141000138766509,1.570500069383254,1.2564000555066033,0.0925473255172274
70,3.5250000000000004,0.8540107698469197,0.3966741445778749,0.3457251718797993,0.960810517834622,1.203541596024421,0.0556258720851623,1.869379394962689,1.4335137329247556,1.598174094139085,1.4431996365255984,1.2688533717104256,0.457879079312576,6.333993930490637,4.922200102610195,3.0143706054744586,4.578790793125761,0.3815658994271466,1.2591674681095837,1.6788899574794438,0.1541837716052552
71,3.575,0.8730877586083862,0.3785798773899145,0.4174993040374762,1.460181862415732,1.219276437303372,0.1425766801685396,2.2223809107225647,1.2336097428163384,1.4313639763975838,1.5161157907895455,1.5066989225237726,0.4451610452911143,4.822577990653737,4.006449407620027,2.5225792566496468,4.006449407620026,0.4822577990653738,1.7806441811644569,1.5951604122931593,0.1873764603903925
72,3.625,0.899277711139548,0.46284150521677,0.4387530997408041,1.7214295961481854,1.678393856244481,0.1912699551275762,2.5736475942925714,1.611964329521325,1.5661698883417428,1.5386932236339932,1.401309900095244,0.2886437504652513,4.329656256978769,4.618300007444018,2.309150003722012,4.329656256978769,0.3247242192734077,1.6236210963670394,1.5153796899425702,0.2429909123814614
73,3.675,0.9301602555704084,0.5390603761869293,0.5172970690737925,2.1401593822223486,2.168074504599161,0.3210239073333522,2.9496621425315017,1.586223146134765,1.5684004141557233,1.6218686100928494,1.6486027080614138,0.38615919287925,3.9669080723050185,5.020069507430248,3.0541681618631573,4.037118834646703,0.4914753363917727,1.0531614351252274,1.8956905832254072,0.3546359934605355
74,3.725,0.9545367942491684,0.5996414812914929,0.584976336368603,3.0748247722571955,2.658206393689209,0.5660575795760673,3.226632706521349,1.4918839395743864,1.6480113285996123,1.8388336929637783,1.578621377921734,0.239185057260869,2.8702206871304297,3.416929389440987,3.382760095546578,3.075236450496887,0.4100315267329183,1.1959252863043457,1.8451418702981344,0.4027095351841163
75,3.775,0.9640377373563084,0.7092023836528975,0.6314598404784186,3.593577534590814,3.19233145404141,0.9303617911640012,3.673792833026941,1.7228821561781518,1.689100153115835,1.6975456538814144,1.8242281653651016,0.3327015453106943,3.2604751440448045,4.657821634349719,3.1939348349826666,3.293745298575874,0.4325120089039026,1.3640763357738477,2.1958301990505844,0.6609897027754302
76,3.825,0.9615564544994838,0.800504211435246,0.7958680866585941,4.342019447447206,3.826646219263561,1.4602241465203256,3.5866012272134093,1.7686221647956035,1.8097529128141048,1.7686221647956035,1.6287776215326943,0.3240604389336552,3.5322587843768427,3.370228564910013,3.629476916056941,3.5646648282702063,0.550902746187214,1.2962417557346204,1.555490106881545,0.6656465954831101
77,3.875,0.963453970265146,0.9892791471283516,0.9109800365489388,4.427370838984322,4.565464636419563,2.3643331985124187,4.19196758941698,1.7954125048363347,1.859534380009061,1.683199223284064,1.6671687544908818,0.4104771554617702,2.904915254037145,4.957301031345998,3.283817243694165,2.8417649224276422,0.4420523212665218,1.484032792823324,1.484032792823324,0.8931261184772584
78,3.925,0.9663535831532094,1.1271428210170336,1.1051283127940448,5.135115386907145,5.114721759477015,3.311925094653378,4.210844816962153,1.6718382019107614,2.124953228596856,2.1796395249210403,2.1952641810136626,0.4616375663729798,2.215860318590304,4.123962259598617,3.5392213421928465,2.677497884963283,0.3385342153401851,1.4772402123935355,1.661895238942727,1.1088722767775447
79,3.975,0.963189142662927,1.2849885826680012,1.1504797555290345,5.714608038208028,5.1976288837424445,4.628951813830301,4.257919851433077,2.155619531226406,1.9575767474388208,2.0337470488955844,1.9499597172931449,0.3900842710967585,2.22047969701232,4.921063112297574,2.730589897677312,2.070447285052027,0.5701231654491086,1.740375978739385,2.0104343202679105,1.3842786417805706
80,4.025,0.9553457279270562,1.2560533311611422,1.2588445607859446,5.833378462141539,5.806228429405508,6.027307267398908,4.568813475859479,2.0875391653927053,2.087539165392706,2.0206784803801274,1.8720991803521765,0.614578013751977,2.9265619702475125,4.009389899239093,3.5704056037019654,2.3705151959004858,0.585312394049502,1.1120935486940542,1.6388747033386069,1.5866146681556152
81,4.075,0.9549435552977094,1.294859855325253,1.1995494558796498,5.944634834773175,6.387360662697081,7.897169255360673,5.18941035539686,1.9279094337088896,2.0801128100543287,2.159838388140035,1.9786438924907024,0.4282778988075114,1.9415264745940528,3.825949229347104,3.8830529491881056,1.798767174991549,0.342622319046009,1.3419374162635365,1.4561448559455394,2.0094099782825894
82,4.125,0.9609349293339012,1.0630157233123296,1.0125224764549945,6.155906977143896,5.974959501510992,9.808091740428432,5.057297303658411,1.9734069198890856,2.079504066119681,2.2351132139245564,2.37657607556535,0.4458223518376558,1.532514334441942,3.900945578579485,3.287939844802711,1.560378231431795,0.6408696307666303,1.643969922401356,1.699697716381063,2.0079065361463835
83,4.175,0.9635647968064665,0.8820509798808287,0.8703767757353471,5.551524263166791,5.731768557425455,12.011479769397242,5.012843392356212,2.174994033873562,2.271660435379054,2.126660833120816,2.0921371182974275,0.5168095491743823,1.3328246268181438,3.9712733778663054,3.291260813163172,1.4144261345825198,0.5984110569387585,1.4688271397587709,1.9856366889331527,2.436387874679231
84,4.2250000000000005,0.9636531174140928,0.6409068983405957,0.590242321396675,5.075939498751845,5.090019774753933,13.077056336936966,5.555643671161359,2.1305623787463457,2.339573245015766,2.4137383911113663,2.224954382868019,0.5046498921656576,1.3811470732954827,3.745033410281986,3.054459873634241,1.3014655113745897,0.4780893715253598,1.5405101971372692,1.806115403540246,2.2180744991856813
85,4.275,0.9690271737353304,0.4812550911454291,0.4787807719107483,4.084594268181134,4.005515422921733,14.13104582678826,5.070831773105212,2.133700642189727,2.1534571296174096,2.212726591900458,2.1271151463805,0.5448001078542788,0.8820573174783565,3.113143473453022,2.8796577129440464,0.9598859043146823,0.933943042035907,1.6862860481203878,1.660343185841613,2.210173032300959
86,4.325,0.9773037391788711,0.3638248504448618,0.3843730978121794,3.070285821133968,3.1307509685961232,13.594580654408276,5.057211910431022,1.827287764074314,2.251939145866233,2.071784014196934,2.14899335634092,0.7097020338487513,0.8871275423109392,3.320391658363804,3.219005653528268,1.0138600483553593,1.0392065495642433,1.4194040676975035,1.6475225785774597,2.219112044614534
87,4.375,0.9824656127053224,0.3295689482102907,0.3461064581563268,2.104296145089824,2.206063977379659,12.445221039056978,4.565006976268662,1.905230184310473,2.1441699433989165,2.137882055001852,2.112730501413594,0.6935731444034531,0.8917368999472968,3.418324783131307,3.3687838442453475,0.792655022175375,0.7431140832894141,1.2880644110349837,1.6843919221226726,1.8100135885835011
88,4.425,0.9916600828601944,0.2909861338515151,0.2979143751336941,1.5371420892378098,1.5275148945244204,9.604731259057951,4.191976799585456,1.7763655353082075,1.8009519094993252,2.0283758707671566,1.9546167481938057,0.5811324808809482,0.4842770674007902,2.9056624044047434,3.293084058325374,0.8232710145813436,0.9927679881716204,1.3559757887222137,2.009749829713281,1.7611872124657295
89,4.4750000000000005,1.0029759723812954,0.2337128936188201,0.2709714708624002,0.969566393433154,0.9727041487517076,7.0003321156937455,3.3956546691596525,1.508512074263846,1.6888123221838274,1.7308823800318232,1.7789624461438174,0.4971915927490402,0.9470316052362664,3.361962198588749,3.290934828196027,0.6392463335344801,1.0654105558908,1.6573053091634673,1.704656889425281,1.6502992080022814
90,4.525,1.013405044309928,0.2340977283949915,0.2396189012344959,0.5615897539787096,0.5677273469183673,4.839492032920354,2.9213289963903817,1.2696319179483355,1.4400917587839903,1.4988710142445627,1.4518476098761046,0.7409748567150783,0.9725294994385404,3.51963056939662,2.9407439625879648,0.6020420710810009,0.9725294994385406,1.319861463523734,1.875592606060042,1.5672468828415531
91,4.575,1.0217753811506938,0.222527467411951,0.2333297716552496,0.4743296131507203,0.4443087515589028,2.85498393738187,2.081554170894821,1.3800359144054064,1.3857860640487625,1.4030365129788298,1.2765332208250009,0.6569110350136855,0.8381278722588399,3.375163593691001,3.2845551750684256,0.6795631396693298,0.9740405001927056,1.4950389072725252,1.7668641631402568,1.6399661482836376
92,4.625,1.031370687529063,0.2515661350718202,0.2674211435847499,0.4112538754304272,0.3877536539772596,1.677328306219812,1.7667195332089745,1.3334793928997677,1.4009973368440594,1.3616118695432216,1.6204306546630087,0.953094208708566,0.8644342823170716,2.704127754940583,3.369077202876793,0.7092794111319565,1.1082490798936813,1.6845386014383967,1.7731985278298914,2.0226676574467746
93,4.675,1.0361319899336532,0.3010430069110799,0.2689731333226142,0.3680037728944062,0.3478785665642437,0.9200094322360158,1.2555474876659407,1.01324884969532,1.200479615399891,1.239027125986125,1.2114931898530998,0.8460427648147683,0.8894295732668077,3.037076591642755,2.928609570512656,0.4772548929724334,1.344991062013221,1.6270053169514764,1.7354723380815744,2.154951940207157
94,4.7250000000000005,1.0397084498574192,0.2886290939811698,0.3109092345691898,0.4137322053990068,0.3264825566413931,0.5629009597265399,1.1374712893489496,0.9865272319945864,0.9865272319945866,1.169816444496313,1.207552458834904,0.84946872104187,0.9344155931460568,3.2492178579851534,2.7820100614121257,0.424734360520935,1.337913235640945,1.7838843141879273,1.5290436978753663,2.395631814060679
95,4.775,1.0383204274519606,0.2816245718095698,0.271708213647261,0.3555074138285067,0.3334604424282892,0.3059017281780173,0.8498471504454979,1.1612818204845317,1.1665603742140072,1.214067357779283,1.1454461592961067,0.7901834976850662,0.8317721028263859,2.9735852676043284,2.765642241897732,0.748594892543747,1.1852752465276004,1.4140125748048562,2.266578980201901,2.562791698453339
96,4.825,1.0408723004985092,0.2991266582278362,0.3292335621403782,0.3805662428494033,0.3805662428494035,0.1700402361667547,0.8736829277329919,1.1631873298220303,1.116659836629149,1.1631873298220297,1.106320393697398,0.7535260682079424,0.8553539152630698,2.769717439899464,2.6271584540222856,0.7127949293858915,1.30339644230563,1.6496111222930632,2.0772880799245983,2.866557800568217
