,r ($\AA$),g_full(r),O (DOL),O (DOL),O (DMI),N (DMI),N (DMI),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
96,4.825,1.032149934416362,0.5898091304925553,0.5719059865652941,0.3016042748495195,0.1577622360751333,0.1701357447869084,0.3653159471106306,0.8153428384787986,0.9212315188007204,1.011236897074354,0.7994595364305104,0.4379940867861315,0.291996057857421,2.669678243267853,2.461109630512552,0.1877117514797707,0.3962803642350713,1.6476920407668767,1.939688098624298,0.2177200927027271
97,4.875,1.0423036216593224,0.6167454903166023,0.6128482044378247,0.3802962802565685,0.2181779456452025,0.199996450174769,0.3526743929072553,0.7572126671244016,0.8972451466611063,0.8557540416131936,0.8868723703991286,0.2043122597056292,0.3473308414995696,2.57433447229093,2.7173530540848696,0.4086245194112585,0.4086245194112584,1.4914794958510929,1.5732043997333454,0.1444779550775521
98,4.925000000000001,1.0530584110461814,0.6615647465555428,0.649154441064602,0.3607376543015843,0.2137704618083462,0.207832393424781,0.3404682862615295,0.9858335452945776,0.9045276858888388,0.914690918314557,0.7876505129930899,0.3002773216689202,0.3002773216689202,2.602403454463974,2.3822000852400995,0.5004622027815339,0.4404067384477497,1.5814605607896468,1.8016639300135204,0.1078547114565917
99,4.9750000000000005,1.056999532885574,0.68294912682328,0.6642381918418198,0.3375200388385919,0.2124048520277346,0.2313176128247246,0.2987992386270024,0.921297652433258,0.886437741260108,0.9063576905019084,0.8416178554660577,0.6277802185294596,0.3727445047518668,2.2364670285112025,2.354175819485476,0.4708351638970947,0.5296895593842316,1.981431314733609,1.8048681282721983,0.112303795470353
100,5.025,1.0604100426932932,0.7244471289868725,0.6483343293591377,0.376469341773158,0.2524055814160945,0.2538316016500836,0.3026453711981767,0.8932919827301037,0.9274616214137692,0.8151899514531545,0.8298340823175827,0.5192010033751717,0.3845933358334605,2.269100681417414,1.9421963459589733,0.4422823362084795,0.5192010033751716,1.6345216772922062,1.8268183452089355,0.1100800313278424
101,5.075,1.066843291793021,0.7587909810437414,0.7021513698994809,0.4222141072007166,0.2698255718203258,0.2824081114388903,0.2919256734580607,0.9571333556001984,0.775278018036161,0.8566343532621781,0.9427763552661952,0.5655788010364807,0.5278735476340487,2.375430964353221,2.0926415638349805,0.6221366811401287,0.4147577874267525,1.8664100434203887,1.8664100434203883,0.1333150031014562
102,5.125,1.0720298032496012,0.7184916813758884,0.7608077558618308,0.4551434558379328,0.2824082888632956,0.2947465150757698,0.3801122767766048,1.0042472497554749,1.0136327380709464,0.7696100418686819,0.8963141341275497,0.6470298762938844,0.5915701726115515,2.0335224683522064,2.088982172034539,0.3327582220939977,0.5176239010351076,1.9780627646698727,2.052009036246317,0.0747008253680402
103,5.175000000000001,1.0738133087933128,0.7626052980333934,0.7453126608897788,0.4396682138658013,0.3240368181702079,0.2863893870135033,0.3543926452155179,0.994140407357818,0.9665253960423228,1.0125504149014808,0.8882828639817538,0.5439320410627789,0.3444902926730932,1.5955339871174858,1.831237871578024,0.5439320410627791,0.5620631090982051,1.7405825314008938,2.266383504428247,0.1282125525362263
104,5.2250000000000005,1.07354515592509,0.7811582903047409,0.8159329807526173,0.4312938368488521,0.3139080525077272,0.2875292245659014,0.3431276773048267,1.0068088426181103,0.8803933825584374,0.8262153282471486,1.020353356195932,0.5691431968054541,0.4446431225042612,1.8852868394180669,1.4940008916143177,0.604714646605795,0.5691431968054542,2.38328713662284,2.347715686822497,0.1497267657412307
105,5.275,1.067332646554796,0.7772379836063146,0.7580982902198637,0.481389001496215,0.3403368478320012,0.3118676058080316,0.3809503119780835,1.0631171497062808,0.9479461251547672,1.0188206018018515,0.9745240538974232,0.3664532599366344,0.7154563646381913,1.779915833977939,1.44836288451146,0.4711541913471017,0.4886043465821794,2.128918938679496,2.3732211119705853,0.146901817029992
106,5.325,1.0579372762583097,0.7716932707712937,0.7929250433004507,0.5257258468740891,0.3542935055021033,0.3403249443532748,0.3694830947233818,0.947615466467026,0.7954753686397512,0.8737188475223493,0.878065707460272,0.5308438045401889,0.4965958171504992,1.8151433316535477,1.2671755334185153,0.4452238360659648,0.6678357540989472,2.07200323707622,2.2946151551092004,0.196052254343019
107,5.375,1.0528909107671032,0.7998817573690697,0.8167129366323468,0.4948024496441432,0.3502254114609681,0.4063113314458205,0.371173742258729,0.959932092048437,0.947132997487792,0.8874038895381111,0.9940630108768264,0.6554687820451951,0.5882412146559443,1.5966547254947063,1.3277444559377034,0.4873998635720681,0.6050481065032569,2.084054589066775,2.571454452638844,0.1867622981808524
108,5.425000000000001,1.0477331588263803,0.8221840565154591,0.8379196365444632,0.5150874158437972,0.332788069143736,0.3878449188182513,0.4606893660799177,0.9925761796449136,1.114030648884165,1.0135166053758191,1.0135166053758191,0.5609495862460699,0.5774481034886014,1.4683680345853007,1.4683680345853007,0.527952551761007,0.6434421724587274,2.2272998277417484,2.24379834498428,0.1166680862150439
109,5.4750000000000005,1.0434186719450205,0.8582189766082339,0.8265475292266514,0.4828988719319266,0.4132268953845344,0.3651772563863327,0.4440895481256864,0.9950895430223714,0.9909776027619484,0.9868656625015252,0.9334104391160262,0.728934864347718,0.4697580236907516,1.1824943354974091,1.3120827558258925,0.6155449965602952,0.7613319694298389,2.3487901184537603,2.348790118453761,0.2181845852469362
110,5.525,1.0412498162915471,0.8139308562636725,0.8268263125138889,0.4600430578728955,0.4140387520856058,0.3928059955683952,0.4885802455851299,0.9852361977088576,1.049841850017635,1.1144475023264122,1.0054254640553506,0.5249209250088167,0.6362677878894748,1.3679757439623714,1.177095407595529,0.6203610931922379,0.7635213454673703,2.242843952310398,2.115590394732503,0.2410351186264974
111,5.575,1.040364158948667,0.8686827862095255,0.8247271392229367,0.4553038252479384,0.3950600621108067,0.4321331471182723,0.5393420924643815,1.0271294260902557,1.0945471876483033,1.054889680849452,0.9914376699712892,0.4999249341915832,0.609283513545992,1.327925606446393,0.9373592516092184,0.7967553638678356,0.609283513545992,2.23403954966864,2.5777379419253528,0.263034483869934
112,5.625,1.0412111095218568,0.7969577281387982,0.8130578842628147,0.4222089154270589,0.4199328565837864,0.4347272390650581,0.5843343376478574,0.8842926309737582,1.0089506230053011,0.9855772494993864,1.129713052785858,0.7212692531370526,0.3836538580516238,1.2276923457651951,1.3197692716975844,0.659884635848793,0.7059230988149877,2.2865769939876746,2.071730833478766,0.2997197895146152
113,5.675000000000001,1.0389888611373737,0.7930421873786082,0.8369003681855843,0.3913225784287978,0.4718232231341506,0.4628787070557779,0.6123553315193486,1.0333496219389022,1.0142135178289229,1.0563129468708776,1.0410040635828937,0.6935388035010804,0.54276949839215,1.2966160239368028,1.1609236493387645,0.7689234560555454,0.6935388035010808,2.3821550207211017,2.3218472986775294,0.3249232371327157
114,5.7250000000000005,1.035486829508891,0.8802775367215182,0.8223459492326218,0.3801226597873763,0.485590218572313,0.4295605779678155,0.6317912415674578,1.0605067269168047,1.045464078308055,0.951447524503374,0.9514475245033736,0.6518481063791232,0.6222186469982538,1.0222163486399882,1.0222163486399882,0.5925891876173847,0.9036985111165112,2.6222071552069286,2.94813120839649,0.2843521076296684
115,5.775,1.0300481674091746,0.8137223438000549,0.845660251491866,0.3444176476381001,0.4912540115214273,0.4836962574980209,0.5839403136106774,0.9720019144279,1.0791808327488472,1.001568512585402,1.0126559868944658,0.7279654849385121,0.7862027237335933,0.8735585819262147,1.0045923692151475,0.7279654849385119,0.8298806528299042,2.402286100297089,2.3149302421044675,0.3578916026973216
116,5.825,1.026927007709275,0.8271102704273565,0.8571373759544221,0.3141221695260434,0.5093873019341243,0.4616322423778006,0.7156320164111377,0.9735501543055068,1.0171419522594851,1.1224887973149318,1.1442846962919204,0.7298323748355402,0.5008653552792923,0.8586263233359297,0.7870741297246022,0.7298323748355402,0.7441428135578056,2.475705898951928,2.518637215118724,0.3758680537868507
117,5.875,1.0282841042935604,0.8674320836940109,0.8667612158798618,0.3421817819868988,0.4965808787370845,0.4767593730732094,0.6892186291262854,1.0784664559385388,1.153459156517047,0.9641918645808132,1.0856086178983972,0.7737342123179369,0.787802107087354,0.9566168443203584,1.125431581553363,0.9425489495509414,0.6893268437014348,2.6447642166504046,2.490017374186817,0.2984403390369186
118,5.925000000000001,1.02690099654608,0.8574708902243627,0.8264700195777893,0.3077112477278785,0.5272119377737653,0.5159291920237431,0.7794562605906956,1.070874592252983,1.095452041911248,0.9655426651461324,1.141095876990884,0.7745620498362353,0.5809215373771766,0.9820340274709412,0.7883935150118824,0.8022249801875294,0.6500788632554119,2.351349079860004,2.572652522670357,0.3306849276177659
119,5.9750000000000005,1.0236581402935867,0.8243706413634009,0.8574492430231435,0.3066172845982299,0.547674952423812,0.4629517553637747,0.8320640355955762,0.949450663023998,0.9770710459483324,1.1255306041666302,0.8769471578476197,0.8432586604929387,0.8024558220819901,1.006470014136733,1.224085152328459,0.7344510913970757,0.7752539298080241,2.393766520108989,2.271358004876144,0.2518950738635096
120,6.025,1.021796056514825,0.8164859097035746,0.8662405198261364,0.3362671990616961,0.5485420680858936,0.5584614544888938,0.7809609218054148,1.0695769146465457,0.9337576238977776,0.9948763047347234,1.0356220919593535,0.6420548289941742,0.7490639671598701,1.0165868125741102,0.989834528032686,0.8293208207841425,0.5350456908284785,2.795613734578801,2.4612101778110027,0.2927737262313998
121,6.075,1.0194156039364874,0.8959597729297871,0.8281981094308957,0.3141682252908238,0.5385741004985551,0.554184943991267,0.8416346102272562,1.1121600206574451,0.94850884644659,1.0821016417207578,1.0086256043199653,0.6973139086659215,0.7499413734708967,1.0525492960995042,0.8683531692820909,0.93413750028831,0.7499413734708967,2.276137852815174,2.4734908458338314,0.2791135186978148
122,6.125,1.0137874420923043,0.8480617087908165,0.8641094558276156,0.3119393525130509,0.523098298829578,0.5518927006000133,0.8903745850014522,0.9330862809609326,1.0217951879536968,1.1137896100202678,1.057935853765564,0.6212610321378798,0.7118615993246541,0.9707203627154372,1.1001497444108288,0.7248045374941932,0.8154051046809674,2.1614706743130405,2.4073864995342844,0.2789335246333338
123,6.175000000000001,1.0110016792095344,0.8884302741337731,0.8623178327204083,0.339959833023118,0.5902080434429129,0.6138163651806295,0.9794547881553872,1.0214776008485231,0.9018742108757524,1.0053149805819326,1.04410526922175,0.5348357979126328,0.8786588108564675,0.9805322961731592,0.8659246251918812,0.9677981105085726,0.8022536968689487,2.508634575923536,2.546837132917296,0.2830107793619323
124,6.2250000000000005,1.0071363411497891,0.8730205953753818,0.8694352951890356,0.290847070847159,0.5733311268776266,0.5733311268776263,0.9097101672823292,1.043303968072042,0.973326262896478,1.017857529826382,0.9287949959665738,0.5388090522471092,0.952313673739076,0.9773745598901048,1.0274963321921613,0.7894179137573921,0.7643570276063639,2.405845070498718,2.355723298196662,0.2194106154855336
125,6.275,1.0024754608573538,0.8662202026090717,0.8703366597837248,0.3438424478931774,0.6282440470814177,0.5816058427129283,1.0142226705654327,0.9641376004140534,0.973528551067437,1.0079620367965103,1.123783761521575,0.6289091195144799,0.8385454926859732,0.9002032495011183,1.0358503144944375,0.8878716981380893,0.7522246331447701,2.034705974899788,2.478641823968833,0.2159279810097734
126,6.325,0.9979924381683664,0.8629977071130698,0.8236389921005354,0.3465283824732126,0.6057496140375898,0.5994490979926222,1.0999247049272096,0.9674407768827556,0.9551166905530392,1.041385294861056,0.9890079279597596,0.5219063832054243,0.8253403269295081,0.8617524001763982,1.0923621974067026,0.970988619917069,0.7767908959336547,2.3789221187968184,2.196861752562368,0.2329629584265312
127,6.375,0.993159692544526,0.9104780709622576,0.8432462734819401,0.3375699460918019,0.6140051775370562,0.6521036228964987,1.0675743257787167,1.0281468648834804,0.9735549959516142,1.0554427993494135,0.9401932982710292,0.6929674945223421,0.752706071636337,0.9438695184011217,1.3381441273534884,0.9677649492467192,0.6451766328311461,2.150588776103821,2.2342227840634146,0.2011605147716156
128,6.425000000000001,0.9910738453450242,0.8761690207111152,0.8621458289583767,0.3201245726105652,0.6838628472116703,0.6193145682656714,1.14059895405722,0.9315886745179393,1.04206553656013,1.056994842241508,1.045051397696406,0.7057489958469233,0.8468987950163082,1.2115357762038856,1.1409608766191934,0.8586612782804233,0.6586990627904615,2.3642591360871954,2.211346853653695,0.1782376290531771
129,6.4750000000000005,0.987730681078816,0.9041121291274824,0.890856972683341,0.3667309594326498,0.6415644653306538,0.6398467559187913,1.096592295107697,1.0524934092454574,0.9701754889692764,0.9936948947624712,1.0260340777281132,0.5327501766791806,0.7875437394387891,0.9496850975585396,1.1118264556782906,0.8222883161787354,0.6948915347989313,2.131000706716723,2.0962561299767764,0.1715956647156543
130,6.525,0.9846517965168936,0.8865020964665645,0.8484314542870189,0.3399885561500722,0.6478388905745159,0.6918175097780077,1.1580168961866215,0.9090432635064972,0.9929994884800278,0.9987895729609608,0.9437837703920962,0.5474261691064032,0.7070921350957707,1.0036146433617388,1.1746853212074897,0.9579957959362052,0.7527109825213044,2.14408582900008,2.303751794989448,0.2304217293432564
131,6.575,0.98363118424924,0.8939599224386084,0.8778911401299456,0.3814813175863936,0.6879990574811384,0.7004929870964136,1.17753684838118,0.9808055105160428,0.9551449012292866,0.8981213250364939,0.883865430988295,0.5054362435270306,0.9322490713943012,1.0108724870540622,1.134423568805114,0.8311618226888956,0.7637703235519581,2.1565279723820003,2.077904556722239,0.2231483823462878
132,6.625,0.9813618580630212,0.8931788921796292,0.8842101732386646,0.3855897089701848,0.6440168543438192,0.6850370361491581,1.2244208729033594,0.9548236164842708,0.8902326071338642,0.9885232735366568,0.907082435660057,0.5420879177366136,0.9956716856386776,0.9403565919920848,1.1616169665784573,0.8850414983454915,0.6859071612177559,2.124099596029182,1.90283922144281,0.271947062438047
133,6.675000000000001,0.9795567283581532,0.908431483754294,0.9001163214316003,0.3846837005332506,0.7216860180172121,0.704714678287804,1.3223346790631507,0.9820686424004575,0.9627039086066456,0.9931342045683498,1.004199766736242,0.5993846174275087,0.9154237793438323,1.1006881156396084,0.8827300729386952,0.8064447579933759,0.6429762259676911,1.9834181885783024,1.9943160907133488,0.2825670339301114
134,6.7250000000000005,0.9800065756192676,0.9123814386632682,0.9118694401006062,0.4379025908967828,0.7293068604753694,0.7165678760129175,1.1910031795628373,1.0220279000825263,0.9593435222107976,0.8857575134048566,0.9838721918127792,0.4938769165651318,0.8589163766350119,1.1058548349175776,1.2883745649525178,0.8589163766350119,0.5797685542286329,1.889616028597026,1.9647712115525893,0.2458429016797149
135,6.775,0.9778395179404368,0.8984598388500571,0.9776615203208372,0.397730404836961,0.6793580484986355,0.7036768700961616,1.254048612975163,0.9855157194044644,0.9076411802689616,1.0445929559900178,1.025795653440069,0.4548784469879418,0.7933926400952476,1.1953782444101733,0.9732283051835038,0.8991783254412806,0.6241355435415947,2.136870843989867,1.9676137474362143,0.2778493408986622
136,6.825,0.976146860068511,0.89578307489809,0.9385340984503848,0.4900985383081083,0.7065458422927624,0.7281905726912274,1.2833719610573593,1.0240514410911292,0.9049756921270448,0.9764211415054956,0.9102679476365596,0.5837518198373993,0.6775690765969813,1.157079500034845,1.1987760585946594,0.8756277297560989,0.708841495516842,1.886769274831594,1.7408313198722445,0.2422016934711656
137,6.875,0.9764188373812368,0.9401193144255348,0.9244424941745616,0.4814721401574097,0.7717267056636966,0.7511574844860863,1.288242704123704,0.9674859174694216,1.0561503950811744,0.9544470237029874,0.9857403687424292,0.5136533907989249,0.7807531540143662,1.0992182563097,1.1094913241256783,0.8218454252782801,0.6985686114865377,1.8388791390601504,1.8491522068761288,0.3251740445425031
138,6.925000000000001,0.9751286194754802,0.9072785798587806,0.9570123178712628,0.4925652850058339,0.7058100120510424,0.69229450118198,1.318542050745272,1.0692270820858345,1.0820783691301357,0.9689870431402866,0.9355736968251048,0.5670143617121849,0.9315235942414456,1.1137782105060765,1.0226509023737616,0.9720246200780298,0.6277659004670618,1.974425009533499,1.5592894947085074,0.3477715636886319
139,6.9750000000000005,0.9748442298880016,0.9347737744238992,0.9385814069062772,0.47516686436836,0.7652999030481064,0.7527176029012806,1.3351756194266229,0.9323427475313044,1.0184831100749578,0.972879388728318,0.9678123085786906,0.6487398070355328,0.9681194043453344,0.8683132801860212,1.24757655199141,0.968119404345334,0.6886622566992582,1.7565877852039065,1.956200033522532,0.3965765790575139
140,7.025,0.973853768729842,0.957174227861774,0.996118081250268,0.4684270226556328,0.7602818654317278,0.7996822692065007,1.3636917528713033,1.031510428453934,0.9690703298792408,1.0614816757697874,1.051491259997836,0.5903427501607372,0.7576065293729464,1.042938858617304,1.131490271141414,1.0724559961253406,0.8461579418970573,1.6824768379581032,1.859579663006324,0.3843251781658682
141,7.075,0.9734039820749416,0.9654350745988692,0.9765373466594216,0.5193784247173626,0.8330196895051337,0.790577408260917,1.3420227195245935,1.0071326463955206,0.9849708033208028,0.9529592522128764,0.9480343981962724,0.6305305521258167,0.7760376026163898,1.0282498234667166,1.1834573439899945,0.7566366625509802,0.7469361925182751,1.6684808456252396,1.5714761452981916,0.4409754489357167
142,7.125,0.975111036707584,0.998001324699128,0.9710899544261627,0.5106959102952711,0.7731368641970073,0.7844856622035691,1.3815251919478009,1.012471010619038,1.0537468072150182,1.0318949148994994,1.1387263884420356,0.7364897039674863,0.7747489093683948,1.023433744474299,1.1190817579765702,1.0043041417738443,0.726924902617259,1.884265865994736,1.8555714619440544,0.3897168550148651
143,7.175000000000001,0.974919990127222,1.0115776067629283,0.9827910497007551,0.5273842803797739,0.7924753178650974,0.7889780746265048,1.4245885823051898,0.9840435417267784,1.0295346056995491,1.082208469246968,0.972072209102365,0.490461869945662,0.8017165181804088,1.1035392073777386,1.1978587977519048,0.905468067591991,0.7828526001055759,1.801504176146565,1.6788887086601487,0.4605298366738605
144,7.225,0.97443172499992,0.9918584162300822,0.9927455883376224,0.5249387392090173,0.7732671835128886,0.8008592328799857,1.3459083311469435,1.008250627017097,1.0224180831344332,1.076726664917555,1.0271405685068782,0.5767156379077281,0.8836771871166799,0.9859977035196638,1.2557517922184398,0.8836771871166798,0.7348473450759759,1.423185364514232,1.6929394532130095,0.3884003275705106
145,7.275,0.9748684822726488,1.0058346351451604,0.997521952210076,0.5184282628505635,0.7912494352955455,0.8055368283662304,1.346102700260382,1.141159728594442,1.0549905245985345,0.9525190387655648,1.1318441389732632,0.5779899924049765,0.853223322121632,1.0091888756277363,1.1743288734577295,0.8073511005021892,0.7890022118544118,1.522957757765494,1.4954344247938285,0.4294201644252723
146,7.325,0.976456187431703,0.9895606794654028,1.005959853394616,0.5241257450260797,0.8375274389149135,0.8549759272256409,1.4656213953546169,1.0406371349461463,1.116445138154144,0.9855040417039668,1.056717620475116,0.6606225440256159,1.0045082518745672,1.0950044907821856,1.2397984730343754,0.9592601324207578,0.6696721679163777,1.4569894464126598,1.3755428313958031,0.4510037049232751
147,7.375,0.976437417634975,1.024721143331132,0.9842772261660064,0.5613988810211804,0.8348160247260713,0.8361400786907439,1.4254204806987796,1.1036244421308514,1.0356393635601624,1.1534801664160237,1.0628333949884383,0.6963320168755422,0.9641520233661356,1.1248440272604912,1.276608697605161,1.008788691114568,0.6784773497761697,1.6158473724932458,1.3658820331020254,0.4809828687994326
148,7.425000000000001,0.9761368219751886,1.0155868270631383,1.0428875482207498,0.5721513832316222,0.8503893846661785,0.8608396382411847,1.4331166254821217,1.10446117470853,1.0821036610504629,1.0821036610504629,1.0865751637820766,0.6077178712511053,0.9071730541864336,1.2770882801653685,1.2330507532631132,1.1449756994586051,0.678177914294712,1.682233527666105,1.4268158716330313,0.51011633203509
149,7.475,0.9762695823754606,1.0223520118079166,1.0327122875660029,0.567744974064592,0.8274512448342065,0.8338955691709214,1.343418551439577,1.140471906558721,1.038998584118294,1.1007649542994236,1.0544401766635765,0.5648547922408531,0.8863875201318007,0.8776974464050183,1.3991018700119602,1.025428699760318,0.729966193049718,1.442552238645872,1.6858743029957797,0.5472086221221832
150,7.525,0.9762191591314688,1.0378446026890278,1.037435680465746,0.5862970619934862,0.84955843256323,0.8571891969275705,1.210258794246859,1.010000144839106,1.016530318189358,1.099245847292561,1.051357909390707,0.6259731827666606,0.9260973114904008,1.0118470625543268,1.4577457680867427,1.131896714043824,0.7888977097881197,1.423445867661172,1.3462710917036385,0.5630608654044537
151,7.575,0.9773895549311746,1.0556652071520831,1.0221712422462632,0.5823479195169705,0.859716217390355,0.8295947732774082,1.39195827314252,1.1105593012572264,1.0482648723665886,1.0310802023277927,1.1041150499926775,0.7362068868893515,0.9562227381436402,1.0493063675204544,1.0239199231449598,0.9646848862688052,0.7023582943886918,1.4808759219038672,1.4216408850277131,0.6468362408735792
152,7.625,0.9779765803534102,1.0514242621326395,1.044255460345372,0.6118952692569265,0.841046331630472,0.8813025993447436,1.4310031259969576,1.1236024544865,1.0854423711265813,1.087562375757688,1.03668226461113,0.6764742050167438,0.8936140732937231,1.1692146753375814,1.3278938098476825,0.9270202068747968,0.8602079397126494,1.4865729443577829,1.3111907430571443,0.6046339738717303
153,7.675000000000001,0.978731032216993,1.0342317438678144,1.090837358127398,0.6357354630202456,0.8747475457518958,0.9230389895774724,1.3077953080806657,0.9750921817049438,1.0985480587877587,1.1152878387311913,1.1299351461816942,0.7418766111293945,0.8984950068122665,1.0386272555811524,1.1375441370650716,1.0963287697801052,0.8407934926133136,1.351864046946897,1.36010712040389,0.5995574245045723
154,7.725,0.9808498498815292,1.063569471424054,1.052316821051454,0.5973627057156963,0.8779421584003414,0.8652708282790996,1.3198373907054135,1.1194864878909776,1.171123318513255,1.140141220139888,1.1029627020918484,0.6183901655128505,0.8624915466363443,1.1147296404639542,1.4320614359244963,1.1147296404639544,0.7078940052581314,1.5378387010780117,1.301874032658633,0.5342831250100961
155,7.775,0.982261687592317,1.0947507516503958,1.062957780206386,0.667140235223125,0.9042132830970576,0.8970653520053808,1.4905040028633698,1.1030953017087322,1.1377581854962522,1.176499055611716,1.1214462401844782,0.6666889769471352,0.8514341151373062,1.1486328157041017,1.2691187753933435,0.9960172667643964,0.9317580882634664,1.5663174759601382,1.333377953894272,0.6193961886881609
156,7.825,0.983953404485868,1.0376938829855695,1.0649220023641994,0.6839288877479401,0.8774049015648548,0.87446453661323,1.3446967469538498,1.1756031440434858,1.1635250295498882,1.135342762398161,1.0669001136011085,0.753357141393579,0.9516090207076792,1.2053714262297273,1.2846721779553667,0.9595390958802432,0.7612872165661427,1.6970360869286942,1.2846721779553667,0.6515608703008694
157,7.875,0.9852651778161288,1.0730982821507802,1.0857932513898632,0.6456595908362093,0.9226196851067782,0.907523327767082,1.377363952130772,1.113021375459209,1.0196070814474545,1.1110338372887465,1.1686724442321703,0.7594804948344505,0.8142883655956993,1.1274761985171229,1.2057731567474783,1.010030761171589,0.743821103188379,1.3780264648542615,1.3858561606772968,0.6512229658526829
158,7.925000000000001,0.9872059658368232,1.069923546528546,1.1060546656049748,0.6776709943098096,0.920761097175596,0.886934880031536,1.26779956224288,1.1382720527877253,1.148084742897964,1.2049983455373507,1.1853729653168723,0.6571528831402484,0.9818637195154298,0.9895949299053152,1.337499397450153,1.0205197714648564,0.9277452467862328,1.453467553298432,1.322036976670382,0.7237359603755873
159,7.975,0.9878726541648544,1.1016951495197893,1.0878602467829248,0.6997728166571884,0.8866053647938156,0.8798114539524836,1.2984644341943044,1.1724940040112752,1.1957500834296804,1.1472999179746692,1.2500142687392926,0.5420545783633387,0.7329188665194438,1.3284154455664918,1.259704301830294,0.9848597268855026,0.8016300102556416,1.2826080164090266,1.2673388733565385,0.7352559802519679
160,8.025,0.988856483452174,1.0908861026442922,1.0854927962699792,0.7044991301708804,0.8739143971881645,0.8683231342502999,1.2670231914349188,1.0737160277869933,1.1311339971873675,1.127306132560676,1.1732405080809756,0.7841322689828857,1.0254037363622353,1.2666752037415838,1.3873109374312589,0.972625602873002,0.8067514690496992,1.3345328039420257,1.3119136038752124,0.6626502386920704
161,8.075000000000001,0.9908817609876048,1.1264243985028866,1.1076033098772085,0.708502863729834,0.849872102322848,0.866991033558721,1.266503560291684,1.1719883692251405,1.1871107997957877,1.162536850118486,1.2286974838650666,0.848918261579501,0.9159381243357776,1.385077163629712,1.4148637692991677,1.1169977126046062,0.8414716101621366,1.295717346621344,1.1691242725261546,0.7347109444336006
162,8.125,0.991328974817827,1.111200383918991,1.094013256768729,0.7227184996136385,0.8448988346426617,0.8825347414149946,1.2285585130442345,1.0698541458576694,1.1632096559674143,1.2808375987056917,1.2490967252683791,0.7355282614707128,0.8679233485354416,1.2798191749590404,1.2577533271149195,1.0518054139031192,0.7575941093148347,1.493122370785548,1.1694899357384336,0.6984516327802508
163,8.175,0.9935220317071096,1.1083902154382252,1.1011141308729846,0.7322240401840039,0.8895525315259674,0.9261906733453288,1.169312098585571,1.1250479181974735,1.243085732565733,1.2781282087063095,1.2836612312548226,0.8282767087772759,1.0971033598716549,1.2642118186600528,1.4385858626131622,1.0898377747069417,0.900932560424405,1.3150709148130433,1.2060871373423483,0.787797020002446
164,8.225,0.9944590090191316,1.1076197268484658,1.1048814827771474,0.7494297122113769,0.8915445795128243,0.9170933197018484,1.280855791191248,1.2826777766694717,1.1897565172800642,1.2061543865840776,1.235306154235656,0.7177518550578137,0.861302226069376,1.2919533391040643,1.248888227800595,1.162758005193658,0.9904975599797826,1.2345331906994388,1.1053378567890326,0.734743531626529
165,8.275,0.9967170682305468,1.0976566402408088,1.1287670564152246,0.7735292661762496,0.9118285163491612,0.9454830867334444,1.1538218664981656,1.1304214230278444,1.2618239132842652,1.1862224805339958,1.0692202631823873,0.7729237388681997,0.9289266953370108,1.361480347364168,1.3402072169366033,1.2196594778470682,0.9572908692404308,1.3118430430331829,1.2054773908953575,0.7067889048178767
166,8.325000000000001,0.996293029391187,1.117921906340846,1.1119079809630417,0.7897237539813132,0.935199182346292,0.8972716599511364,1.2146998439590608,1.1969150731836715,1.1595670545553554,1.1791303024082829,1.0813140631436444,0.8127101311904978,0.8547468621141446,1.352181511377293,1.1349917349384533,1.0999611258354147,0.9668448112438682,1.1279856131178456,1.0719366385529836,0.7974110488475382
167,8.375,0.99845505617947,1.1254116319106178,1.1320142228869194,0.8095844821328514,0.8552744116888591,0.924065991020376,1.293376467431597,1.191452778422042,1.2301134880463562,1.1440055438831112,1.221326963131739,0.8307259919274093,0.9899484737134954,1.1284028057013968,1.4191569028759912,1.1353255223007923,0.8514941417255943,1.4053114696772,1.128402805701397,0.8205538369242156
168,8.425,0.9995352908899198,1.1192702076165812,1.1479778083948562,0.8248611525768139,0.9598015379307088,0.9344368038416306,1.2172926116026772,1.1964545069818038,1.1096290710614989,1.168670367487306,1.1339401931191844,0.8824621578081931,1.1492530427269492,1.203979378094899,1.4502478872506728,1.176616210410924,0.9782332447021056,1.1629346265689366,1.1082082912009867,0.9628763648794662
169,8.475,1.000142722076848,1.140275271403563,1.1090039393916478,0.8327034465534577,0.939987334309291,0.9550271316582402,1.2767631041769034,1.189243052680906,1.173798337711024,1.1017230011849075,1.094858683420516,1.0478485072158918,1.1086913237639116,1.3385419640564296,1.358822902905769,1.1560135144123709,0.8247581798731538,1.2033357050608309,1.0208072554167722,0.8536619668727228
170,8.525,1.0016932005179695,1.097626353442532,1.128213328748913,0.8185051680395606,0.9418754990576296,0.9517847625932176,1.2533503307676,1.1736379281342064,1.1787259538342103,1.19568603950089,1.278790459267618,0.9086494381420892,1.075680584859385,1.1491742894149952,1.322886682000983,0.962099405091624,0.8886057005360137,1.1224493059402283,1.0222306179098506,0.821179658044829
