,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EEE),O (EEE),O (EEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
67,3.375,0.7841148948948717,0.1001014505781098,0.0980994215665476,0.0153933786222337,1.4161908332455082,1.523944483601143,0.2131390886155446,0.1705112708924357,0.2770808152002081,0.2131390886155446,0.2557669063386536,0.0419819416970012,6.171345429459182,1.2174763092130343,1.1335124258190323,6.7590926132172005,0.0,0.2518916501820072,0.209909708485006,0.0
68,3.4250000000000003,0.7681909526775667,0.1088641852174785,0.1030321752951135,0.0049824084768846,1.47479290915784,1.280478978559342,0.2690500577517684,0.3000942951846647,0.2069615828859757,0.238005820318872,0.1655692663087805,0.0,5.78865275768956,1.345250288758841,1.100659327166325,4.97334955238117,0.0,0.1222954807962583,0.1630606410616778,0.0
69,3.475,0.7707523624493617,0.113307851324451,0.139746349966823,0.0096801275452493,1.2632566446550446,1.2874569635181683,0.4121500458688881,0.281468324008021,0.2513110035785902,0.3015732042943083,0.3417829648668827,0.0396005217760202,5.62327409219488,1.42561878393673,1.188015653280608,4.593660526018352,0.0,0.2772036524321418,0.1188015653280608,0.0133348695776394
70,3.5250000000000004,0.7963783189702259,0.1651744423790442,0.1541628128871079,0.0188149323664689,1.1194884758049006,1.0959698103468152,0.5275417575059942,0.3516945050039959,0.3810023804209956,0.4493874230606615,0.3419252131983293,0.0,5.272457183603684,1.654858824050789,1.847284268707858,4.310329960318337,0.0384850889314137,0.500306156108378,0.2693956225198959,0.0129592646401699
71,3.575,0.8390341696371317,0.1998410556570967,0.1819981042591415,0.0045730823582907,1.10211284834806,0.951201130524467,0.7028475809126787,0.332427909891132,0.4369052529997732,0.370419671021547,0.3989134918693582,0.0,4.639599919865843,1.3469806218965337,1.6463096489846527,5.200841845656064,0.0374161283860148,0.3741612838601484,0.1122483851580445,0.0125993085381478
72,3.625,0.8957843525961326,0.2655182565497924,0.2794015640818078,0.0044478003759974,0.9918594838474418,0.9206946778314818,0.7759700963663321,0.3602718304557973,0.3233208734859719,0.3602718304557973,0.3048453950010593,0.0727821879708681,5.167535345931636,1.7467725113008348,2.2198567331114774,4.257757996295785,0.0,0.4003020338397746,0.2183465639126043,0.0735248633583259
73,3.675,0.9484019883358302,0.3410796804422055,0.3596533264068801,0.0216379848612033,0.9174505581150216,0.9390885429762248,0.8448800858112927,0.4404162149441848,0.5123209030983372,0.3595234407707632,0.4134519568863776,0.0,4.602989506837798,1.52252729841558,1.9474186375083,4.461359060473558,0.03540761159106,0.3186685043195401,0.3186685043195401,0.0715378275003049
74,3.725,0.9709689939000752,0.4683943516501982,0.4503159731654537,0.0,0.7918938475930364,0.783469444959068,0.7611123764304591,0.6036408502724332,0.5424019234332008,0.621137686512214,0.5598987596729816,0.0,4.273469699776734,2.1367348498883656,2.240125245850706,3.756517719965031,0.0344634653207801,0.4480250491701417,0.2412442572454608,0.1392605333370299
75,3.775,0.966842897440552,0.5344807521618962,0.5808877635771507,0.0246081623749854,0.7546503128328884,0.6111026989788069,1.0051487862397923,0.5366472333314144,0.7155296444418857,0.5536836534371735,0.6899750142832471,0.0,4.261686302213395,2.114064858578299,2.147621443635097,4.026790206815806,0.0335565850567984,0.3020092655111858,0.2348960953975889,0.1355959967601242
76,3.825,0.957880209770381,0.7029644179602834,0.7091991356362061,0.0199741881099004,0.7949726867740395,0.6231946690288951,1.327515271304155,0.672054606097729,0.6056788425325207,0.8545879559020502,0.6554606652064268,0.0,4.445164772094212,1.7976769298910436,1.993787140424612,3.464613719426372,0.0,0.3595353859782084,0.3595353859782083,0.2971670026962743
77,3.875,0.976630871527663,0.8322560929216898,0.9051544368272396,0.0194620578636729,0.5099059160282309,0.6266782632102685,1.341983743768956,0.7680027449280167,0.7356657872468371,0.7760869843483116,0.7922554631889015,0.0318470037769193,2.961771351253496,1.847126219061321,1.9745142341689983,3.089159366361173,0.0318470037769193,0.2547760302153547,0.2229290264384353,0.2680997766934536
78,3.925,1.000078424386311,1.0583923951812744,1.071714816938801,0.0189693741897291,0.5652873508539278,0.4780282295811738,1.6783518610020365,0.787958620188749,0.8273565511981865,0.8667544822076241,0.8667544822076241,0.0,3.166161001122062,2.483263530291814,2.4832635302918136,3.04199782460747,0.0310407941286476,0.4966527060583627,0.4345711178010674,0.5226256154313129
79,3.975,1.0189095638986587,1.2484236271068387,1.2137852836957823,0.0406893626612599,0.4882723519351187,0.540058813503995,1.7209039536734267,0.7836259074762921,0.7682606936042081,0.968008473941302,0.8066737282844183,0.06052963040518,3.359394487487492,2.421185216207202,2.511979661814971,2.602774107422741,0.03026481520259,0.5145018584440307,0.4539722280388505,0.6318552235152982
80,4.025,1.026055601158716,1.2837585472891238,1.2879814372473113,0.0324693316785114,0.5267247138958518,0.4581783470189944,2.038074973051178,0.914136568795014,0.9665870276603012,1.108952558866082,0.8991507234049312,0.0295175742531922,2.686099257040488,2.951757425319218,2.71561683129368,2.3023707917489893,0.0885527227595766,0.5313163365574597,0.4132460395446908,0.8548048543934647
81,4.075,1.0196881914452331,1.2469557374221727,1.296394511152568,0.0246380061676986,0.5490755660229991,0.4153263896840635,2.156502407974945,1.14769789170192,0.8699111408441305,1.118457181085311,0.9430129173856544,0.0287976695466607,2.5053972505594904,2.706980937386115,2.419004241919508,1.8142531814396303,0.0575953390933215,0.4895603822932333,0.4895603822932333,1.1539637582626223
82,4.125,1.0093563143740816,1.0024765879898463,1.0493839149679804,0.0412188828811035,0.4946265945732428,0.3400557837691046,2.3256961994838083,1.0701056132594209,0.9559610145117492,1.2841267359113044,0.9916312016203964,0.0,1.601915675606527,2.726067026909352,2.7260670269093525,1.4051891891285324,0.0281037837825706,0.5339718918688418,0.3653491891734181,1.315429145006648
83,4.175,0.9971169962467858,0.8242297065639196,0.7404984347859979,0.026825018551075,0.4124346602227786,0.382256514352819,2.500143315534327,0.9540936886579476,1.1212341888608,1.2187328139791305,1.0655206887931823,0.0274346780635994,1.0425177664167788,3.0178145869959376,3.31959604569553,0.9053443760987816,0.0823040341907983,0.4115201709539917,0.4389548490175911,1.3395401483094238
84,4.2250000000000005,0.997578031929996,0.5914912982978023,0.6298168683818928,0.0491135083299831,0.340520324421216,0.3437945583098816,2.828938079807024,1.0676521118502469,0.9452461372432124,1.162856758766829,1.0880531076180855,0.0267891863618089,1.0715674544723588,2.9468104997989863,2.544972704371852,0.8304647772160779,0.0803675590854268,0.5625729135979881,0.857253963577887,1.3441064218470868
85,4.275,1.0002588288583436,0.4092818811438747,0.3868212901054914,0.0639618477307049,0.3965634559303705,0.3869691787707648,3.2546740210662533,1.0959616601549624,1.142457003313052,1.1490991951927787,1.122530427673871,0.0523324208705767,0.8373187339292287,3.087612831364027,3.4801059878933525,0.7326538921880751,0.0784986313058651,0.8373187339292286,0.5233242087057679,1.2423609913816007
86,4.325,1.0140286429343894,0.3547658376033193,0.3084390271946384,0.0624915259313979,0.3030839007672802,0.3218313585466996,2.907298067946884,0.9020411416174484,0.9279991600812596,0.9604466831610236,0.8566146093057782,0.0511294303075074,0.4857295879213207,3.0422011032966934,3.400107115449246,0.2556471515375372,0.0766941454612611,0.6391178788438432,0.562423733382582,1.274061926642175
87,4.375,1.0359114866713233,0.2335183932070422,0.2811752081472549,0.0946605550090225,0.3419994245487269,0.2534460021209316,2.9236722784052245,0.843488965353351,0.8561730099451308,1.1225379463725045,0.9386192997916988,0.0499674483918594,0.2498372419592972,2.923095730923776,3.297851593862721,0.174886069371508,0.0749511725877891,0.624593104898243,0.7744954500738214,0.8160500117466428
88,4.425,1.0599729789398062,0.2527286206457199,0.2340942523031784,0.0805936430814921,0.2984949743758967,0.2776003261695839,2.597595111626557,0.9175276289277572,0.7935374088023843,0.9113281179214884,0.8431334968525336,0.1221115804265033,0.0976892643412026,3.0527895106625818,3.1260564589184847,0.1221115804265033,0.0976892643412026,0.6105579021325164,0.634980218217817,0.6825788138534546
89,4.4750000000000005,1.0817236123393903,0.2277536062506237,0.2357249824693957,0.0904772289127476,0.2976992693258152,0.2918620287507993,2.0852419407980154,0.818336226766663,0.8668302253898725,0.7213482295202437,0.7152864796923428,0.0477592410683125,0.1193981026707814,3.1043506694403176,3.008832187303692,0.0716388616024688,0.1432777232049377,0.6686293749563762,0.7880274776271573,0.5628767697336844
90,4.525,1.092892311675551,0.2427955774641455,0.2238619773866661,0.0827798445217545,0.3225559458951124,0.2797387849355842,1.529560734584993,0.7351377173974383,0.6462097677122641,0.8477797869986586,0.5632103480061016,0.0700644452065007,0.1401288904130014,3.059480774017201,3.199609664430202,0.0700644452065007,0.1634837054818349,0.9108377876845094,0.9341926027533428,0.4639982136634583
91,4.575,1.0925047063686228,0.2364280924996008,0.2342490317392359,0.1312440225372422,0.2708653231087766,0.3267138433373904,1.0671363403682796,0.6553609046826939,0.6263626345639907,0.4349740517805492,0.7307564069913222,0.0913884876468224,0.1599298533819392,3.381374042932429,3.038667214256845,0.0456942438234112,0.1599298533819392,1.14235609558528,0.8453435107331072,0.2692696511022446
92,4.625,1.0953066111451184,0.2409387202596078,0.2601285298378066,0.1420835612884581,0.3634060317570181,0.2814347463982922,0.7434165033687524,0.6185679302839238,0.6526175411252407,0.6469426059850212,0.6412676708448017,0.067067415293503,0.1564906356848403,3.9122658921210087,3.040389493305472,0.2235580509783433,0.1788464407826747,1.0954344497938822,0.6706741529350302,0.188199379650136
93,4.675,1.0954684058399202,0.3015479196081756,0.3005045012012269,0.1444091075217005,0.2834697295796344,0.3797424679274348,0.5831906265299456,0.6109616087456576,0.7775875020399269,0.5831906265299455,0.638732590961369,0.153161174644228,0.1312810068379097,2.6256201367581924,3.3257855065603774,0.153161174644228,0.153161174644228,1.1377687259285505,1.115888558122232,0.1105171741237505
94,4.7250000000000005,1.0946625439712787,0.2880496116475796,0.3135859247369041,0.1649305341395835,0.3272431232928246,0.311535453374769,0.3969207360062504,0.6742215241750007,0.7449060388062507,0.6470351723937506,0.6198488206125006,0.1499368492178032,0.0856781995530304,3.212932483238641,2.9130587848030345,0.0642586496647728,0.2784541485473488,0.8996210953068198,0.8567819955303043,0.0865524668954083
95,4.775,1.096941241455576,0.3610624675930985,0.3510607371888575,0.184565265059593,0.3665671236600248,0.3998914076291178,0.239579911375433,0.6282317676066909,0.6335557656372561,0.660175755790082,0.7560077203402554,0.1258399534497225,0.2516799068994449,2.453879092269589,3.104052185093153,0.16778660459963,0.2097332557495375,1.258399534497226,1.1954795577723647,0.0635620173036864
96,4.825,1.0900329139471523,0.3545976987641411,0.3781069384612112,0.1807599318930282,0.3765831914438083,0.3489670907379292,0.1824980081612302,0.7039208886218885,0.6934924310126754,0.7612774054725611,0.6048505413343636,0.3081135202722068,0.2464908162177654,2.7935625838013465,2.773021682449863,0.2054090135148046,0.1848681121633241,1.5200267000095546,1.170831377034386,0.0968356777998364
