,r ($\AA$),g_full(r),O (DOL),O (DOL),O (EEE),O (EEE),O (EEE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
173,8.675,1.0089293547256004,0.959696162517759,0.9421204197245704,0.995671440901724,0.9576153561870716,0.9482954987059324,1.2323719238521995,1.2355980283649024,1.164623729085456,1.0759058549861489,1.0355795485773722,0.984939483802229,1.0357750700629895,1.3407885876275507,1.17557293228008,1.12473734601932,0.9785850355196344,0.889622759563304,0.915040552693684,1.2688795759398186
174,8.725,1.0100651689431217,0.9487283264385872,0.9493274602096244,0.902907907037984,0.9958091457723351,0.9735435596293914,1.1704493002144678,1.1497192717365543,1.1210161553825209,1.0891238038780402,1.1879900935419323,0.9736831557807564,1.124446999256487,1.1935470941828632,1.0741923847645771,1.105601518822021,1.049065077518622,0.8166374854935384,0.942274021723314,1.220533309362831
175,8.775,1.0118064211877391,0.914846744655208,0.912477442629555,0.9366728426674484,1.0057467719079176,0.9867704177209752,1.2091732887919342,1.090936005011758,1.1524193925774495,1.1555723868115877,1.0262996232119286,1.0185126829064055,0.9067247055142392,1.2482990808791927,1.192405092183109,0.9501978078334148,1.0930380011678504,1.0433544556602212,1.0185126829064055,1.2610368266024503
176,8.825000000000001,1.0117461681615192,0.9203216850431136,0.9373050314422549,1.0026377743398955,0.98837870419584,0.9883787041958404,1.2064212464391486,1.1066654844596844,1.156543365449417,1.0739331250601722,1.1066654844596844,1.000863918723888,1.240334426884819,1.1298095769643897,1.2526149657648666,0.8534974521633156,0.9763028409637936,0.7061309856027435,0.933320954883626,1.2922760938825724
177,8.875,1.0125277115924671,0.9096915750750132,0.9111392064802888,0.9423973216386412,0.9965666165044846,0.9898882102881472,1.1928660949487784,1.038749028417928,1.0988546843649596,1.1666661936385336,1.0726547830547155,1.050331159478429,1.0139034892075007,1.1474716135342375,1.3417525216458548,1.1535428919127255,1.0989013865063333,0.7346246837970511,0.8256938594743718,1.3861100249009295
178,8.925,1.013180764855259,0.9252937543267292,0.8952331589664861,0.9714905803815824,1.0030420116175405,0.9868994188921671,1.0881010579012411,1.101816617454618,1.072861547286378,1.0378106728721928,1.0713375962248917,1.0145819642683258,1.1286473922038185,1.3447713609236975,1.176674940808236,0.91852686705949,0.9965716335416692,0.7984579955484453,0.8464855441528634,1.356471949933191
179,8.975,1.0137371776419748,0.8861355579789854,0.9116154941509048,0.9737571788131528,0.9643243596443228,0.9715803743895772,1.0850532819057492,1.1332778722126715,1.065462042093562,1.0910813556941144,1.059433968305197,1.0745498200017805,1.169537649394203,1.1992213460793344,1.2051580854163615,1.169537649394203,1.0448661233166483,0.8905109005539619,0.8667639432058557,1.301418073238146
180,9.025,1.0143773384867727,0.905462247817674,0.8881033550023686,0.9558217024582032,0.9687382119508816,0.9608447894831332,1.02537213818801,1.0045070074690678,1.1326785247425692,1.0909482633046854,1.03878543650733,1.0920321661991748,0.9922227746648414,1.074418744163704,1.1331301509486058,1.0685476034852135,1.039191900092763,0.7632482882037241,0.8395731170240966,1.2811068598860635
181,9.075,1.0149107721310324,0.9229258531099052,0.9082498644465912,0.92402732144145,0.968738320866036,0.9786740985159446,1.0317922944135287,1.081907920142185,1.1158096669586297,1.106965733006514,1.0509541513097802,1.120678297265603,1.0916451807561314,1.0684186875485542,1.231004140001594,1.0858385574542369,0.9755127147182449,0.6967947962273182,0.865186871982253,1.2592077388965113
182,9.125,1.0144237728203946,0.8777827966826627,0.8906551185060904,0.9841229847076586,0.9279676075488766,1.0311531130781388,1.0321790286223853,1.0423841885098943,1.0132265888312963,0.9767795892330478,1.0890363479956515,1.0624852610155964,1.1199168967461692,1.0854579153078252,1.1428895510383985,1.09694424245394,1.2175506774881428,0.8327587180933048,0.7638407552166172,1.405961604910376
183,9.175,1.0149708282547485,0.9007500461191696,0.8996664370411317,0.9984213510364822,0.9678716017697192,0.988006663786449,0.9834669283184864,1.0339381049917225,1.0829672480457233,0.9791408274607803,1.1204601221458417,0.9941292375031346,0.9600448065030276,1.113424746003511,1.1191054845035286,1.1645513925036726,1.1361477000035822,0.7896226515024899,0.7896226515024899,1.3505086283001777
184,9.225,1.0152238362975643,0.901463274513792,0.9076266678888868,0.9807596476372265,0.9409248720329136,0.9299359684179306,0.975687845968774,1.0227605052041089,1.1525669291560952,1.025613393642614,1.0099225072308355,1.0620525596071582,1.1575810967146805,1.050813908182744,1.3317801937931024,1.1912970509879235,1.1912970509879235,0.8035635768456277,0.7473703197235557,1.3851064480007829
185,9.275,1.0145087244263495,0.897072059243869,0.884347632871615,0.9967113868643748,0.9844817992954872,0.957984359562896,0.9412078740517296,0.9920076993378794,1.0343408870763386,1.1133628375214608,1.0569185872035158,1.150693012163556,1.1117806880807304,1.078427267438308,1.1729286259251703,1.145134108723152,1.150693012163556,0.8338355160605472,0.8004820954181256,1.340262964182218
186,9.325,1.0145883017508246,0.8921984241987457,0.8720046327045359,1.0404960341155352,0.9309347592054368,0.9974781102244532,0.9646459207162372,1.0679509831373677,1.044218739067649,1.0567828682810294,1.0218825093549715,1.209879109436668,1.209879109436668,1.0228977925237286,1.127387351975077,1.1768824064520316,1.3583642728675318,0.8194181241184707,1.0118988915288492,1.2796323438072523
187,9.375,1.0147599760648918,0.8827070415938951,0.9021670733750664,1.040067105006395,0.9715716370935694,1.0088118914927753,0.91709241877605,1.046921767217238,1.085594339093336,1.0869755023746257,1.069020379717865,1.0827483056652254,1.0881892519248493,1.2187719621558315,1.0773073594056009,1.3003861560501957,1.1806853383384623,0.7617324763473942,0.7834962613858913,1.3118232471673643
188,9.425,1.014099771050056,0.914185021761912,0.9036594430221648,1.085646414186351,0.9520790068652428,0.9744499026727186,0.9060212802027924,1.0139785669841204,1.0768397719454,1.008512375248357,1.0426760735968787,1.0766741297715885,0.9905401993898614,1.1735748014510312,1.0605240178250146,1.2489419905350423,1.28124221442819,0.8344224505729809,0.7859721147332593,1.4538396693130022
189,9.475,1.012918249725174,0.8862727337210587,0.9238675645008566,1.0455728322520146,0.9609374224184152,1.025390542214772,0.8924278125649434,1.0222354943925724,1.0317006378591702,1.0073616975164896,1.046574434735252,1.2464487630039307,1.1399146806959024,0.9694601490030572,1.0014203736954657,1.2038351300807193,1.187855017734515,0.8096590255410147,0.7191050555791907,1.3362961293586086
190,9.525,1.0127571506278554,0.8835278170958154,0.908161025083124,1.059749281189454,0.9933941590237914,0.999836403894244,0.7787187376484024,1.0730797724983137,0.9713914150047084,0.9486453350390333,1.0837838101292192,1.0647273794984378,1.1227075833325113,1.1068948004686727,1.0963529452261145,1.1490622214389077,1.3019191224560107,0.6852205907663211,0.7273880117365565,1.2992298736696453
191,9.575,1.0127662624217129,0.9049196244744072,0.9101431847036436,1.1507125467249024,0.9537207589476197,0.9492581618135064,0.8725603385414953,1.028800277764404,1.0340965468906047,0.9877541920363516,1.042040950579905,1.2883575881991738,1.0484205474819188,1.095364751100512,0.9753962307418844,1.1944691809619865,1.3457338370663434,0.7041630542789007,0.8815078235046981,1.382299220157018
192,9.625,1.011880527697958,0.9036656942695294,0.8935729965127739,1.0902082884175677,0.973490387169159,0.9381595630074788,0.8451734928237153,0.9788288358749078,1.0142081913884584,0.9644150243693868,1.0456565074005033,1.1356336337682995,1.1459575758934657,1.0065843572037207,1.0169082993288865,1.3163026209587103,1.3834082447722915,0.7536477751371448,0.8310773410758923,1.3853571522142882
193,9.675,1.0114066651091236,0.9050691631294988,0.9201739513163176,1.1201797541785452,0.9871818234984838,0.976566965181296,0.8688813889499141,0.955769527844905,1.0504386941036272,0.9453948246932647,1.021908260436615,1.3487114097132995,1.2005575048584298,0.8531621417504587,1.0115335572849748,1.2618625689363072,1.3589289203929455,0.8531621417504587,0.7356607689345273,1.302263440246132
194,9.725,1.0111322375377665,0.8996445148936214,0.8984388803252834,1.0944768472622857,0.9789109689799328,0.9993049475003484,0.8432838810574504,0.9356985529541576,0.9562351467089812,1.0473662814960123,1.0281132248508644,1.289371369265924,1.2236387112249156,0.9455390041283446,0.9758771539934246,1.0820606785212068,1.3702731022394716,0.8444118379114084,0.7584537466270137,1.353607758010866
195,9.775,1.0095062835540831,0.9038298704450368,0.9124218628759908,1.148148302128266,0.9866612740185902,0.9615818491985269,0.7736979030324613,1.017622365072253,1.0011066462883078,1.0061884059141373,1.0913078796467728,1.3362717925191174,1.0209717066438204,0.9158716780187208,1.0459955229831297,1.2962336863762225,1.276214633304775,0.8408002290007932,0.7907525963221748,1.333054444704065
196,9.825,1.009973763026417,0.9253656626792306,0.91260851542759,1.1449688404234972,0.960296446806804,0.9960199590146231,0.8337504459350376,1.008548804886727,0.9745951668169744,0.973337624666243,0.9456716973501484,1.1839949885827332,1.119593587530116,0.9065735686637668,1.0056526472062544,1.1344554493114891,1.4416005927932012,0.7183233194330387,0.6638298262346704,1.2277717651224234
197,9.875,1.0075709988443422,0.9314531892143236,0.9351949042601252,1.1393972706092832,0.9511959329073814,1.027914949550195,0.8166149175345614,1.0095650885983678,0.951057617372568,0.9921373312119592,1.0232583265448312,1.333864721176188,1.1524198877808982,0.9268398246408072,1.039629856210852,1.2701138337670324,1.3976156085853435,0.8091458786546728,0.7601067344937837,1.3127979051642131
198,9.925,1.008273969246872,0.9387604256678714,0.9558919352854852,1.1077724570375536,0.9837636495812876,1.0460647250975943,0.775134919775402,0.9698428964439452,1.022833041992979,1.049944279250624,0.943963988152556,1.3156045297339412,1.179674910425638,0.9466527058971166,0.8883971547649864,1.179674910425638,1.301040641950909,0.8155777158498232,0.7961591988057799,1.3241248994573458
199,9.975,1.007057212834093,0.9433536021057092,0.9277685571729618,1.150736562750025,0.983912068711737,1.032667114504617,0.7954437684317526,1.0077247741175277,1.0333448954933966,1.0113847914569367,1.0004047394387074,1.2639999276204512,1.0861748427460918,0.9419923414966104,0.970828841746506,1.201520843745676,1.3937641787449837,0.7593611732472673,0.8314524238720077,1.2849897611356815
200,10.025,1.0062011762087384,0.9255713573381572,0.964146285199762,1.150336284503186,1.0171578167826458,1.0415835619540983,0.7066019138884588,0.9711246816518294,1.0037370776774508,0.97112468165183,0.9590460164571548,1.3180385868491775,1.3941707795913687,0.8802784785815814,0.9326193610918376,1.284730752524469,1.394170779591369,0.899311526767129,0.7755967135610691,1.2289425577153
201,10.075,1.005026980208083,0.92988724243994,0.9606663079664614,1.1366436805015498,1.0738806809196508,1.0422112774608947,0.8502902632136332,0.937591513867072,0.9627055722742262,0.9758605552494022,0.9627055722742262,1.300277656058696,1.1165427698764891,0.9657859401885242,0.89982982720004,1.248454995853458,1.3615226181194324,0.8056068086450622,0.8385848651393037,1.281817636096904
202,10.125,1.004171452971536,0.9500894357918332,0.9665508308395026,1.2035537248436392,1.0729929465446368,1.0804046937843186,0.7507354393423981,0.9484843642164996,1.000585877356981,0.9816398725786244,1.0100588797461605,1.2734729348179767,1.0635598136941349,0.9376119410198286,0.9516061490947516,1.1895076863684406,1.3854265994173598,0.6810514596462436,0.8396524844953689,1.2032162983602004
203,10.175,1.003427966730101,0.9586168114246,0.9537708624697876,1.2013515367139775,1.006019003018941,1.0686834863719734,0.7656531573092882,0.988431258210918,0.9638084154796852,0.9473931869921972,1.0282968131091048,1.4226531355823415,1.1732269364867365,0.8545156820867961,0.896086715269397,1.3949391134606075,1.3995581171475633,0.8545156820867961,0.6882315493563925,1.1587572004469875
204,10.225,1.0026784418814816,0.9418483977168246,0.9645330279536362,1.260069812507485,1.0442814595226186,1.0168886375115862,0.7581834299474256,0.9509222498115488,1.0066539567602115,0.984593489426366,0.9288617824777036,1.3035730697272316,1.0428584557817857,0.9879711686353756,0.8644747725559538,1.2075203172210145,1.2486857825808222,0.8324571883872147,0.7318304952854634,1.1936584768447542
205,10.275,1.0019612183014073,0.9759050661669678,0.9219041218239524,1.16091950161205,1.03580371364623,1.0933791204977574,0.7393244366489411,0.9796336236779128,0.9646861622837664,0.96698577172902,0.9313418253275928,1.2592103841129507,1.0825585676366736,0.8787295486255847,0.9149658186720008,1.1142653039272876,1.4856870719030504,0.7790798059979412,0.7383140021957234,1.2324029394357563
206,10.325,1.00165182546497,0.9438009245468172,0.956635932586892,1.2089151461745795,1.0970699353720328,1.0723981976950008,0.7560938685022806,0.9451173356278504,0.9508108135533192,0.990665159031602,0.9952199413719778,1.1932149494710147,1.1618145560638815,0.7446379007977004,0.8253817695588964,1.229101113364879,1.3995603918607382,0.6414651796028377,0.7311805893375005,1.078507389881696
207,10.375,1.0004194874347008,0.99616536395438,0.98345376849771,1.2157526828036522,1.0419961582403792,1.0973810504449224,0.80633887180144,0.9991835530294768,0.88640888564466,0.9845228462694504,0.976628619552514,1.283922501105324,1.1017743262080295,0.9196261513107346,0.8441012983045385,1.226168201747646,1.3594473541115202,0.7641338068862138,0.7419206148255679,1.1369527691448875
208,10.425,0.9997190393536896,0.98936057757724,1.0017406993327131,1.1643220848471538,1.0820397388972165,1.09494677355603,0.8142601384276618,0.9851542415544547,0.929306495434588,0.959464278339316,0.952762548804932,1.3024371337530194,1.2628360046862044,0.783222330432559,0.9372267212479496,1.2496356283305998,1.4300407718572008,0.7788222049806905,0.8624245885661883,1.077177650160945
209,10.475,0.9995080329710636,1.0027999274508868,1.0007215856323357,1.252310251061545,1.0786594038280009,1.1026296128019564,0.7832726747797175,0.9237749766116728,0.9204560245998938,0.8762033311095144,0.9304128806352296,1.3423317025415122,1.237734427018797,0.9021515013834188,0.9588083589582228,1.2420926468322435,1.2595255260860294,0.8934350617565255,0.8106288853010427,1.1652456688971866
210,10.525,0.9974489697534922,0.9671500324107036,0.987118860240384,1.2520477923010047,1.1222526987881325,1.053661795712224,0.7977649650059508,0.9478938114425108,0.9566604594096084,0.9183063745535536,0.9183063745535536,1.1439811457065838,1.0964951358848014,0.8288467168892986,0.8633819967596861,1.2432700753339478,1.5325030442484424,0.8676989067434852,0.7640930671323227,1.1571080760654815
211,10.575,0.9981992520793912,1.0006457631782175,1.0065595041874231,1.2067868415396934,1.0902370513000443,1.1215957392569,0.809777811316671,0.9107286644700896,0.9411224697205812,0.9454644418992229,0.9443789488545626,1.3769314802874255,1.2058840914318445,0.7397799568003871,0.8979987914917982,1.1845031678248972,1.3683791108446457,0.8039227276212295,0.8466845748351249,1.1461920434842865
212,10.625,0.9974887245388616,0.9940782006588508,1.0041785684769655,1.2591372901695752,1.096050017799749,1.1312561591367278,0.8774453687062271,0.9355116063411988,0.9494905154014692,0.9064784875237132,0.902177284735937,1.3131702450557396,1.2708099145700702,0.9827596672675212,0.8726228080047814,1.1394928900644967,1.245393716278669,0.7201256182563729,0.8217904114219785,1.122591982697256
213,10.675,0.996411606246878,1.026412663921951,1.0178075275311056,1.1765897117462594,1.1017064955671163,1.1201708502414256,0.8053299307948714,0.9629871130139734,0.981096383944546,0.9672481179388144,0.9864226401005968,1.187593721097614,1.162415055632647,0.877056847029687,0.8392888488322363,1.2547368290041931,1.3008977156899666,0.8686639585413641,0.6630381905774666,1.171450257015486
214,10.725,0.99639573686963,0.9988232404928028,1.0101239401172744,1.2073112356699025,1.133124602501634,1.1371896234971557,0.7746210200889063,0.9519184742781924,0.9170921886338684,0.8959853488494297,0.9698592880949656,1.201490864699042,1.2264353117170153,0.8273241594294443,0.9437315788466524,1.2555371665713175,1.3262130997889077,0.8772130534653906,0.7815926732298267,1.0835562342399174
215,10.775,0.9957564336586956,1.0139312938737404,1.0208060701785795,1.1890845893508135,1.1181019783861803,1.1070266773846058,0.801952477068522,0.8730512625191857,0.9462411887183996,0.919056358987263,0.9399677664727526,1.3180523506005484,1.2974577826224154,0.8114259783384629,0.8732096822728631,1.3262901777918017,1.392192795321829,0.7661179287865687,0.8073070647428362,1.090167151462916
216,10.825,0.995542098663316,1.0341673726985936,1.0365027149026549,1.2160328676245171,1.1117872280291428,1.1621643074508303,0.8422142196386,0.9364841999425512,0.8929749782638048,0.9603106784809128,0.9458076045879972,1.2854997314175225,1.142666427926687,0.852918869416705,0.979428366794302,1.2569330707193556,1.2324473615494975,0.8284331602468473,0.844756966360086,1.1117261525640931
217,10.875,0.9947931083389078,1.013110079504615,1.0125316002053166,1.2379885508170638,1.1297572164342542,1.1608922578320484,0.806773929846145,0.914549073146203,0.90223191391191,0.9094169234652476,0.927892662316686,1.3869245713562954,1.184748977864124,0.8733985638861798,0.804658862098842,1.1685749303847506,1.3060543339594268,0.8006153502289981,0.8572245164068061,1.0157466858347506
218,10.925,0.994541388162144,1.0472298597200131,1.0328999492148134,1.2354972854121844,1.1204192584316597,1.1062181402085316,0.75262159707721,0.8899241857331877,0.9285723217993144,0.9143335348275836,0.9316234904361144,1.242041374373939,1.0216791950495303,0.8854553023762598,0.8614157919045062,1.169922842958678,1.3542257565754554,0.9295277382411417,0.8453894515900037,1.0186129309587448
219,10.975,0.9947367270359732,1.0096890322011038,1.0422535387712508,1.224750811616495,1.1160566032955377,1.1417744293714782,0.8344669372332795,0.8929199352520357,0.9302089167467592,0.9372635889214372,0.9523807435814596,1.2386904909303849,1.1195856360332312,0.8496146315996864,0.9687194864968384,1.195018710801428,1.2744219473995295,0.921077544537978,0.7583009095118697,1.037427593267441
220,11.025,0.993265935784653,1.0262549141852098,1.023628301973401,1.2319394964984862,1.0997055536659015,1.1155736268058114,0.8768497479130813,0.9078091353678712,0.9118038950394568,0.9018169958604924,0.9447606623300396,1.2746914952060138,1.0976510097607342,0.8970051262560839,0.9088078252857688,1.0307690485925176,1.3533761554039156,0.8852024272263981,0.759306970909755,1.029363965374697
221,11.075,0.9941099683691748,1.0162657374614106,1.0378330308286858,1.2089280493218693,1.1293494193507403,1.1541283939525293,0.8867647242107478,0.8738987181675122,0.881816260347965,0.9243730495679008,0.9491153688818164,1.2476127072229142,1.1072562776603363,0.8577337362157536,0.935709530417186,1.1891308615718406,1.173535702731554,0.853834946505682,0.7368712552035338,1.0187776213827924
222,11.125,0.9938523302845784,1.0373695322983312,1.03331586805134,1.2382265484315935,1.1083591568150075,1.12772120429239,0.8640994809464996,0.9258909307758176,0.9288333807676896,0.9180443974641578,0.9366799140793488,1.2673340167013616,1.0664152091755357,0.9234537499744672,0.9002708106445647,1.2209681380415554,1.2982446024745653,0.9814110982992242,0.7998114068816513,1.06949049704583
223,11.175,0.9937391732265228,1.0531252540889309,1.0193419747397974,1.202833540053508,1.0947189300331353,1.193004939142566,0.8029210898016563,0.9370652912455169,0.8583284773545558,0.9137358649074546,0.8836020225541236,1.2292133347062555,1.0454057332548523,0.8118169064103614,0.873086106894162,1.2828238851295808,1.4015329610669458,0.9228673322872506,0.7658650060475107,1.0522047389207856
224,11.225,0.9929497307040532,1.03598167086174,1.0624060810549292,1.21116036098367,1.14250783956445,1.1629180486350283,0.8449184275913246,0.871894158460831,0.8757478342993319,0.9258456201998438,0.9518579321097248,1.2790116551873094,1.0740661674124885,0.7894196566141257,0.8880971136908914,1.0512944465486194,1.195515345353123,0.8653253928270223,0.8046008038567051,0.9763956231630364
225,11.275,0.9937804098847808,1.0384739356825186,1.069866739058653,1.170097814557564,1.1549256228560318,1.1737759216367232,0.8412608951150314,0.902374058891833,0.8918702338676953,0.9615774363006095,0.922426815756096,1.2375994387944107,1.0720846202322398,0.8764761982951296,0.9065698016700698,1.1886973333101334,1.2375994387944107,0.8087655907015143,0.8012421898577794,1.096957904654384
226,11.325,0.993235594839698,1.022745587813545,1.0538618044107924,1.156598661267306,1.1014574327356497,1.139281581232571,0.8177587915997963,0.848046154251641,0.9029419990581083,0.901995518975238,0.9247110409641214,1.0961960232514132,1.10738169695806,0.9321394755539228,0.8724825491184719,1.1558529496868644,1.3422808447976482,0.8463826438029617,0.7009688856165499,1.0408383523562708
227,11.375,0.9936289458312167,1.0736982587232096,1.0081342810073477,1.1252225109042973,1.1347085296634265,1.1609080100457825,0.8621852874368753,0.9269195473206014,0.8565562213600288,0.9119087044490128,0.9072178160516416,1.3342023787190465,1.105059587914113,0.779824659029692,0.8943960544321583,1.119842993772496,1.2935480126084942,0.8056956192818617,0.7539536987775216,1.0615767640500444
228,11.425,0.9933840395091312,1.0725323164895209,1.0421331271966103,1.1767398056097005,1.1427092785068322,1.075991534581473,0.8676751095631057,0.892784678650141,0.9234741519787394,0.9485837210657746,0.8974345988514436,1.0917449005967967,0.9378748139355028,0.8975755055242117,0.8792576380645343,1.0917449005967963,1.2712600017016389,0.8646033440967914,0.7656868598145314,1.0695765426302872
229,11.475,0.9937763951530276,1.028395059911027,1.0334175349425896,1.1634002150634002,1.18071139720284,1.1025891393428024,0.8988498418555463,0.8490673890758542,0.9062250200451298,0.8914746636659621,0.9200534791506002,1.1258321251524002,1.0314074953009087,0.795345920672179,0.9224559993184184,0.9733000307769136,1.1803078731436454,0.7517653222791832,0.886138833990921,1.0480466863540168
230,11.525,0.9942359193560328,1.07151313049665,1.038033710460302,1.1572878497502674,1.1467270480795422,1.1234052777233583,0.8837563167338327,0.9175711913141346,0.8508553576827286,0.9212268534309236,0.8938093875550035,1.1304858152071398,1.000875976520971,0.8748664111316401,0.9144694173968584,1.080081989051407,1.1340860885039772,0.9396713304747246,0.7632579389296611,1.0692811691608937
231,11.575,0.9939376358948332,1.0510421944811426,1.0643185169377458,1.152982412865169,1.1359690514948546,1.1032510488596337,0.8960705890956843,0.891540404115423,0.8761377751825348,0.911473218028573,0.9341241429298796,1.1243095451012135,0.9851093157077296,0.7638166433386019,0.8851706894765105,1.0743402319856037,1.2492328278902367,0.7959397731986363,0.8173551931053264,1.1441952921574243
232,11.625,0.9945054013413924,1.0410079392161289,1.0723951132628466,1.1465455932160644,1.1201633671933644,1.1478430797417714,0.8542451671940609,0.8874807835833145,0.8686173256326566,0.8650242860230082,0.918919880167744,1.171276472751502,0.9624990954332584,1.0509640858223444,0.9624990954332582,1.0297324881289638,1.351745053145238,0.8952657027375525,0.8457253081196642,1.1176919642872578
233,11.675,0.9947359227245952,1.0593813619364814,1.0364604449141672,1.1251685454570313,1.1427493039797962,1.1303141333173528,0.8442722235435676,0.8522874661721451,0.8798955241150266,0.8576309612578645,0.8816766891435991,1.1051319381827474,0.9858478559661968,0.9016473273427494,0.8841055505461979,1.0279481202779206,1.1156570042606782,0.8525303523124051,0.7999050219227505,1.1045949450155066
234,11.725,0.9948513758717188,1.0384218943912165,1.0414077720428208,1.1559819184404234,1.1172932996180338,1.127496891395367,0.8494490154630255,0.8556300374050647,0.8997801941339115,0.8962481815956038,0.859162049943372,1.1409470805563977,1.0818126282104863,0.9044092711727538,0.9913717010932112,1.0435491590454855,1.283565465625947,0.8104898468586604,0.8244038356459337,1.1022221780897787
235,11.775,0.9954255730727568,1.0439312015569693,1.07583960759164,1.1449208802366122,1.11077559625312,1.1251081845918702,0.8693914614258468,0.8685159413237059,0.8930305041836494,0.9192961072478744,0.9455617103120992,1.114033002693746,1.0209095009205846,0.9174389433948492,0.8898467947213202,0.9519291292367618,1.1243800584463195,0.7449880141852916,0.8346624973742613,1.1312077074803295
236,11.825,0.9956510528169256,1.055344662488434,1.0442546552176548,1.11226974229305,1.1055819122003443,1.1578305847996049,0.9349779387777762,0.8672636590891354,0.9497361792227365,0.8794175041614549,0.8559779458076949,1.1114717625660802,1.0122942822140304,0.8754977575905124,0.8686579313593367,1.025973934676382,0.9815150641737386,0.7421211460825833,0.9404761067866833,1.1596646198377842
237,11.875,0.9959302243295728,1.0348325864313133,1.054077011776731,1.1170152070863,1.1178441608577931,1.0681069345682357,0.9503636161789196,0.8272639811122655,0.9288427009574768,0.8909658901677372,0.9064609491271756,1.0071788323635296,0.9970053088043018,0.8037083611789779,0.9698759126463616,1.166564034791428,1.08856702083735,0.8342289318566608,0.8511848044553733,1.1442099660184304
238,11.925,0.9962391937247504,1.0354740959275286,1.031304616835982,1.096570625305167,1.10068071010766,1.0961596168249184,0.8698520243922572,0.893753748320602,0.917655472248946,0.8903392163308386,0.8843637853487522,1.0861833200770472,0.9852994203794886,0.9146806905911978,0.9247690805609536,1.0054762003190003,0.9684854370965624,0.8608759440858336,0.87768992736876,1.1006639342513245
239,11.975,0.996141325401374,1.0416348194265264,0.9963117776652192,1.122077181370545,1.1465321871396088,1.11881651393467,0.9201666209182736,0.8939245185737786,0.8499055081894639,0.9108549071831306,0.8812267271167649,0.9970972806750108,0.8870497547142233,0.8803802076862971,0.9470756779655616,0.9837581866191576,1.0904709390659812,0.8403629255187378,0.7970108698372163,1.030853355428598
240,12.025,0.9969935196432372,1.034094556299522,1.0074418218150591,1.0990225567339695,1.105085571942138,1.083258717192732,0.920085877128798,0.8940615503121996,0.8344574469580522,0.9133699218212888,0.8403339078521233,1.031814951790092,1.0218936541767256,0.9061451820207856,0.8499244955450442,1.008665257358904,1.0681930430391018,0.8333889995227668,0.879688388385143,1.0913427374702904
241,12.075,0.9972447208440204,1.011628313498514,1.0247663435439494,1.121206898838669,1.0879354749546466,1.1111853856205895,0.9266353652815068,0.8716866374211483,0.8925005494894656,0.8941656624549311,0.911649348592318,1.0987222673639248,0.96753154887271,0.8560194381551773,0.9380136372121866,0.9675315488727098,0.9839303886841114,0.8133824546455322,0.8068229187209718,1.0966807791425044
242,12.125,0.9976497222958852,1.040375365961183,1.016952571826676,1.0781862017023758,1.1390130781258505,1.0885227950815284,0.9181830757860256,0.8917605412310322,0.8942376538455628,0.900843287484311,0.892586245435876,1.0538988214548553,0.8749962437387533,0.8099407609328977,0.8359629540552397,0.9693266938072432,1.0538988214548553,0.8066879867926053,0.7676546971090918,1.1303722053245966
243,12.175,0.9976141318326798,1.0341554428391055,1.0472323861061872,1.11390485371757,1.1277054448255748,1.0918239079447614,0.8893646867449038,0.8508746864898292,0.918027452892299,0.8910025590961831,0.91147596348718,0.9484769888774556,0.916215866806793,0.9162158668067932,0.929120315635058,1.0355820184682416,1.0968781504024994,0.8291108372160066,0.8742764081149329,1.1797694824167104
244,12.225,0.9985937557703304,1.0049610953761925,1.0229667754937737,1.049668984351133,1.0950347079669052,1.1028563844523829,0.957643952162376,0.9064721379246916,0.8772311012174434,0.900786380787171,0.908908890983629,0.9791316836820972,0.9471339162415058,0.85754016740785,0.927935255777151,0.9983303441464522,1.065525655771694,0.9151361488009142,0.9119363720568552,1.0904055524959078
245,12.275,0.999300190535689,1.0266066639418692,1.0365957601854434,1.0597545436987432,1.0884594617930723,1.0713916726559034,0.8894347178334316,0.8821838913293544,0.9289114399111836,0.8700991804892265,0.958720393316833,1.107643092558816,0.9362599206442715,0.8410470473584135,0.9806925948443392,0.9330861582014096,1.03147279393013,0.8537420971298609,0.8093094229297939,1.1381824597385997
246,12.325,0.9994936117598616,1.0247494560776804,1.0188946027540609,1.0292420690743425,1.0884956311817997,1.1138900149421378,0.9277829227684656,0.8886258485086426,0.8734424931834046,0.9325776665553828,0.8638530056095705,1.1144146922925582,0.8940502051160638,0.9223827820387565,0.9475672948589268,0.9034943974236284,1.0042324487043108,0.8216447307580728,0.8531253717832863,1.1777293284769417
247,12.375,0.9999999799686372,1.0160386512216697,1.0200593230057795,1.0633060878803566,1.0678860135998691,1.0778091859921486,0.8988984979491068,0.924264240395642,0.949629982842178,0.8624352431822122,0.9306056760072764,1.0336059635174513,0.8618587490356998,0.9024535451859318,0.9305576348284004,0.989888490740278,1.005501873874983,0.7775464801082937,0.8774721321704044,1.1314285884634585
248,12.425,1.000081098346138,1.0173316738807918,1.001673599620393,1.0418932946301385,1.1020898912312256,1.053251143045438,0.9451477242823824,0.9144815335610744,0.9011142196569144,0.913695220978476,0.9231309719696484,1.1275245881370028,1.0160111673322447,0.8456434411027522,0.9664496469745744,0.9416688867957388,1.084158257824041,0.8580338211921698,0.8208626809239171,1.1317284670959116
