,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TFEG),O (TFEG),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
43,2.1750000000000003,1.5895984724366776,0.8780868314492332,0.9954781190761356,4.738694977205973,2.5917760283493902,0.0,3.5243392973329657,3.424358040671039,2.9244517573614,3.349372098174593,80.4470399247227,1.280063058777717,0.0,0.2953991674102423,1.870861393598202,78.08384658544077,0.0,0.0,0.0
44,2.225,1.2937057723779282,0.574334849364178,0.6192047594707545,3.169685233112068,1.4416061118527206,0.0,2.412344428591413,2.555652018408725,2.101844650653905,2.054075454048135,59.93586622611917,3.2931794629735798,0.0940908417992451,0.1881816835984902,2.540452728579619,49.77405531180069,0.0,0.0,0.0
45,2.275,0.9998650378248972,0.3948580986438848,0.4120258420631841,2.0772458592607594,0.875095064114106,0.0,1.941935899852285,1.7820117669232742,1.71347285281084,1.6677802434025508,35.01023117844207,4.770031497319869,0.0900005942890541,0.9000059428905414,3.9600261487183817,33.03021810408288,0.0,0.0,0.0
46,2.325,0.8497983998153863,0.2342317211154728,0.3410742605716534,1.4979969783368627,0.5162588456415169,0.0218742713916204,1.4218276404553267,1.334330554888845,1.1374621123642616,1.1812106551475028,18.526845011993665,5.084110956779653,0.3446854885952305,0.8617137214880761,6.376681539011771,16.114046591827048,0.0,0.0,0.0
47,2.375,0.8130776685841471,0.2717310884928169,0.2047828492989344,1.1273839691143497,0.3082056893981671,0.0,1.02718592515211,1.0271859251521098,1.0900748593450964,1.1529637935380828,11.396237165880567,8.34072430256476,0.8258142873826491,0.7432328586443843,6.02844429789334,8.918794303732613,0.0825814287382649,0.0825814287382649,0.0
48,2.4250000000000003,0.7938557485848126,0.1510965769835174,0.177538477955633,0.9180016436135494,0.217830898484571,0.0,0.7439762994396116,0.9651584425162528,0.62333149412508,1.1059107153832066,6.257687629193124,8.317179760319975,0.950534829750855,0.4752674148754273,7.208222458943979,5.227941563629702,0.0,0.0,0.0
49,2.475,0.8251425891698649,0.0979111368584628,0.1051638136627934,0.694573316100445,0.134433545051699,0.0,0.5984016261788446,0.579098347915011,0.637008182706512,0.7335245740256807,3.72611765274608,9.27727252316372,0.3041728696119251,0.912518608835775,8.516840349133908,3.5740312179401177,0.0760432174029812,0.0760432174029812,0.0
50,2.5250000000000004,0.8802051908481386,0.0905878386423008,0.0801353957220353,0.5238250065080663,0.0861082202479013,0.0,0.5563915769864392,0.649123506484179,0.5749379628859872,0.5749379628859872,1.972661045679193,9.644120667764952,0.5114306414723835,0.8767382425240862,8.840443945451206,1.8265380052585125,0.146123040420681,0.0,0.0
51,2.575,0.9368425548879472,0.0770536524656644,0.0770536524656644,0.4346831046704337,0.0758970500218216,0.0,0.4279956722908882,0.570660896387851,0.4814951313272493,0.7668255795211746,1.475288112820864,10.25676497484982,0.6322663340660848,0.5620145191698531,8.35996597265157,1.194280853235938,0.0,0.1405036297924632,0.0
52,2.625,0.9463336056089008,0.0773700721083092,0.0612513070857448,0.3186910113032739,0.0597545646193638,0.0,0.4976482714966506,0.3260454192564264,0.3946865601525161,0.3432057044804488,0.2028033708293561,10.88378090117545,1.0140168541467809,0.8112134833174245,9.39655618176017,0.3380056180489268,0.0,0.0,0.0
53,2.6750000000000003,0.8914712860185258,0.0465655297443525,0.0745048475909641,0.3196760573719443,0.0255740845897555,0.0330495862390687,0.4792190004664967,0.2974462761516185,0.3470206555102216,0.3800702417492903,0.4556836890538264,9.439162130400684,0.4556836890538263,0.5207813589186588,8.007013393374368,0.2603906794593293,0.0650976698648323,0.0,0.0
54,2.725,0.8242807430840526,0.0508554181464919,0.0568384085166675,0.2526032779503274,0.0616105555976408,0.0159239589852364,0.3662510566604374,0.5414146054980374,0.3662510566604372,0.3503270976752009,0.3763844851055877,9.4096121276397,0.8782304652463714,0.8782304652463714,9.284150632604502,0.1881922425527938,0.1254614950351958,0.0,0.0
55,2.7750000000000004,0.7917898099660011,0.0576933526551608,0.0490393497568866,0.2673468752502541,0.0118820833444557,0.0307106154133625,0.3685273849603505,0.4145933080803942,0.3378167695469879,0.4606592312004381,0.1209812122344584,8.83162849311546,0.5444154550550628,0.5444154550550628,8.710647280881,0.2419624244689168,0.1814718183516876,0.0,0.0
56,2.825,0.7807860243015072,0.0528857740724678,0.0445353886926044,0.2808976859726251,0.0458608466894081,0.0296331624762329,0.3852311121910284,0.4000476934291449,0.2074321373336308,0.5037637620959603,0.058368350331974,9.397304403447816,0.9338936053115844,1.1673670066394806,8.463410798136229,0.2918417516598701,0.116736700663948,0.175105050995922,0.0
57,2.875,0.7763025430123586,0.0510623105446137,0.0752497208025887,0.2103280886718614,0.0110698994037821,0.01430571615258,0.3290314715093412,0.2575028907464409,0.4434772007299818,0.4720886330351417,0.2254234060406554,9.749562311258348,0.8453377726524577,0.6762702181219662,8.791512835585563,0.2254234060406554,0.2254234060406554,0.0563558515101638,0.0
58,2.9250000000000003,0.7912712053183694,0.0493315533546336,0.064909938624518,0.2192410450779555,0.0160420276886308,0.0414624715644613,0.3455205963705112,0.3455205963705112,0.2902373009512293,0.3316997725156907,0.1633370091933326,9.14687251482663,0.9800220551599956,1.1433590643533285,8.765752826708853,0.1633370091933326,0.0544456697311108,0.1633370091933326,0.0
59,2.975,0.8222469915315771,0.03011830930532,0.0853352096984069,0.2171028129091821,0.020676458372303,0.0,0.2672034620420704,0.3340043275525881,0.2939238082462775,0.3874450199610023,0.1052619698953611,9.63147024542555,0.6315718193721666,1.1578816688489728,7.94727872709977,0.0526309849476805,0.3684168946337638,0.2105239397907222,0.0
60,3.0250000000000004,0.8634375973560541,0.0752548603427582,0.0825375887630252,0.1099923189187934,0.0,0.0387665235909593,0.3101321887276747,0.3618208868489539,0.3230543632579946,0.3488987123186341,0.0509055360285325,9.11209094910732,1.2726384007133127,1.0690162565991828,7.941263620451069,0.0,0.101811072057065,0.0,0.0
61,3.075,0.905130313046276,0.0775260464098407,0.0798753205434722,0.1741818964792525,0.0145151580399377,0.1250536692671557,0.2376019716075958,0.2876234393144582,0.3626556408747515,0.3626556408747516,0.0,8.62112416917512,1.33011630038702,1.1330620336630168,8.47333346913212,0.0492635666810007,0.1477907000430021,0.2463178334050036,0.0
62,3.125,0.94422920927624,0.0864386139247416,0.0614169098938953,0.1639679847475911,0.0140543986926506,0.0726504301650865,0.3753605558529471,0.3874689608804615,0.3027101256878606,0.4480109860180337,0.0,9.587655253604591,1.2878939892901708,1.3832935440524057,6.630269055975318,0.0,0.0476997773811174,0.0,0.0
63,3.1750000000000003,0.9398447856387928,0.0947557398161224,0.0881448742475557,0.1270755270402262,0.0136152350400242,0.1407605837984045,0.4105517027453463,0.2346009729973408,0.3636315081458782,0.3870916054456123,0.0,8.548717273615221,1.2476506291222218,1.3400691942423864,7.301066644492999,0.0462092825600822,0.1386278476802468,0.184837130240329,0.0
64,3.225,0.8970169071545314,0.0897045886516557,0.1046553534269317,0.1231658241010829,0.0175951177287261,0.1364298359273535,0.3751820488002221,0.3410745898183838,0.3979203547881144,0.4206586607760066,0.0895751448007876,7.748250025268127,1.7019277512149658,1.612352606414178,6.673348287658679,0.0447875724003938,0.223937862001969,0.223937862001969,0.0
65,3.2750000000000004,0.8507397902007252,0.1201241852591398,0.0931997989079533,0.1279648032625073,0.0127964803262507,0.2315178594410902,0.3307397992015576,0.5402083386958777,0.4299617389620249,0.4299617389620249,0.0,6.8620156319191885,1.6503581899552455,1.6937886686382786,6.992307067968286,0.0,0.1302914360490984,0.1302914360490984,0.0
66,3.325,0.8073157313818217,0.1245758078576662,0.1486872545397952,0.0827634975398473,0.0165526995079694,0.4064324371495274,0.4385192085034375,0.5454751130164711,0.4813015703086509,0.4385192085034375,0.0421341442021041,7.289206946964007,2.401646219519936,1.6010974796799569,6.867865504942966,0.0,0.3370731536168329,0.3370731536168329,0.0141880281496881
67,3.375,0.7783978254767328,0.1813681223404406,0.1365136404712994,0.1285271281716181,0.0080329455107261,0.529432901045396,0.4879087519437962,0.5501949755961958,0.4879087519437962,0.4567656401175964,0.0,7.11572918695595,1.9629597757119848,1.7993797944026528,6.870359214991954,0.081789990654666,0.2044749766366651,0.122684985981999,0.0413122911980201
68,3.4250000000000003,0.7702749491422638,0.1893671492101803,0.1780051202575694,0.1521023994906053,0.0195003076270006,0.8164928805791558,0.5846492231307535,0.5140881099942833,0.6048095411697448,0.685450813325711,0.0,6.830071384118929,2.3428733236221926,2.0649053021754917,5.321102124836842,0.0,0.2779680214467007,0.357387456145758,0.1069731161252609
69,3.475,0.7872205613507873,0.2281067204261482,0.2005131655358885,0.1401796387718678,0.0151545555429046,0.9596330863783932,0.5385695892939958,0.6364913328019952,0.6266991584511952,0.5189852405923959,0.0385752322910299,6.9821170446764285,2.5845405634990075,1.890186382260468,5.554833449908318,0.0,0.4243275552013296,0.1543009291641198,0.0389688571103261
70,3.5250000000000004,0.8227587019967509,0.2574367083080713,0.2842530320901623,0.1435950290141005,0.0110457714626231,1.2656754746710317,0.5900141310496527,0.5329159893351703,0.5900141310496527,0.6185632019068941,0.0374886789034481,5.473347119903423,2.736673559951712,2.2868094131103347,4.911016936351701,0.0,0.2249320734206888,0.1499547156137925,0.1009899105154113
71,3.575,0.8654616085375263,0.3389291680831863,0.298952907232349,0.1038099900044776,0.0071593096554812,1.3878046409086675,0.6568941966967696,0.6476421657573785,0.7956746607876358,0.6661462276361607,0.0364473946097225,5.394214402238944,3.025133752606976,2.1868436765833565,5.102635245361165,0.0364473946097225,0.4373687353166711,0.1093421838291677,0.0736386135992354
72,3.625,0.9087436742613618,0.3431678838002643,0.365144152220971,0.107929237674221,0.0104447649362149,1.7457219425698296,0.85486383785636,0.7918738708564178,0.872860971284915,0.7828753041421403,0.0708977983549134,5.281885977441053,4.076623405407525,2.8004630350190824,4.112072304584982,0.0708977983549134,0.1772444958872836,0.3190400925971106,0.1432424905538047
73,3.675,0.9499295191536414,0.4440950003372374,0.4605429633126906,0.118562399781392,0.0203249828196672,1.7423200657105504,0.7091855543846959,0.8667823442479616,0.9368253619649692,0.7704731948870774,0.0689817598728099,4.104414712432192,2.759270394912398,2.8627430347216127,4.035432952559382,0.1034726398092148,0.2759270394912397,0.2414361595548347,0.1625998625573376
74,3.725,0.9673952928229383,0.4850841222195706,0.5955488233190769,0.1055094177513571,0.0131886772189196,1.7214267311586804,0.9544544251968932,0.8181037930259086,0.9970639977503258,0.7414065624297296,0.0,3.8271143347992247,2.98783487541343,2.3835536646556577,3.659258442922065,0.0671423567508636,0.4028541405051817,0.3021406053788864,0.2487007704139132
75,3.775,0.9606623527513832,0.6609355338278714,0.7014645995814673,0.1316266773764908,0.0288936608875223,1.9997376786564196,1.145078006865501,1.1367803401490852,1.0206130061192515,0.9044456720894176,0.0653755559475253,3.6283433550876567,3.69371891103518,3.1380266854812144,3.2360900194025017,0.1307511118950506,0.4249411136589145,0.2615022237901013,0.4622985742003573
76,3.825,0.941732883548384,0.8259682289291156,0.9352875533462044,0.1031918027607737,0.0281432189347564,2.3519071577476507,1.2608162082770895,1.2123232771895094,1.179994656464456,1.0345158632017144,0.0318387931383103,3.1520405206927267,3.088362934416106,3.2475569001076576,2.674458623618071,0.0318387931383103,0.3183879313831037,0.3183879313831037,0.7183221594775943
77,3.875,0.9461230268530744,0.9601271781292958,0.9497714150369916,0.1066397032719362,0.0152342433245623,2.354604648244357,1.1576149942873593,1.0079912875427344,1.2757389732962732,1.1654899262212866,0.0620449182673084,2.357706894157722,3.6296277186375434,3.5365603412365822,3.3504255864346573,0.0620449182673084,0.4343144278711589,0.4963593461384673,0.8357070623759913
78,3.925,0.9615108405735636,1.2170005016283656,1.218442445350674,0.0831520879864562,0.0267274568527895,2.7555322695819515,1.3201993046465057,1.2971725725887175,1.1743633349471827,1.166687757594586,0.0,2.4794440781416043,4.535568435624892,3.4167948881707506,2.5096812010457707,0.0604742458083318,0.4837939664666547,0.3023712290416592,1.1607352690354302
79,3.975,0.974333663901837,1.3173255175294063,1.4382326621479011,0.0868643522383699,0.0492231329350762,2.963544423443218,1.3246145529026514,1.3470656470196452,1.4443537215266191,1.2722286666296654,0.1179249387963325,2.2110926024312336,4.068410388473473,3.3313795209963946,1.7688740819449875,0.0884437040972493,0.3537748163889974,0.6485871633798286,1.2012098995248863
80,4.025,0.982586569368568,1.4479716864152463,1.4918496163066175,0.0705997197842931,0.0536557870360627,3.2772172693961883,1.4524860503559929,1.5984645478792083,1.4597849752321534,1.3940946513467067,0.1725200425274363,1.6964470848531257,4.226741041922195,3.2778808080212958,1.6676937444318864,0.0575066808424787,0.5175601275823091,0.4313001063185909,2.004225187933534
81,4.075,0.97752289046253,1.3966041547883272,1.4153325629943012,0.0936738920642326,0.0495920605045937,3.531971980963064,1.5808422979310488,1.666293232954349,1.5523586529232831,1.4882704516558078,0.1122082985154444,1.1220829851544445,4.516384015246635,3.3101448062056087,1.2903954329276113,0.0841562238865833,0.8135101642369719,0.5610414925772218,2.3615266906949395
82,4.125,0.9732315739915128,1.15276554208247,1.2310961564935097,0.0537745884647217,0.0752844238506105,4.037561562203516,1.772079515252832,1.7025862009291926,1.4802075950935434,1.6330928866055507,0.1095046165099789,0.7117800073148636,3.6684046530842993,3.7779092695942778,0.8760369320798321,0.1916330788924632,0.7117800073148637,0.8486607779523376,2.8392982709373142
83,4.175,0.9711684188301608,0.8768065665673913,0.9609188244067046,0.0866155988464361,0.0603684476808494,4.097462958576021,1.7909440746093888,1.8452151071733096,1.689185888552037,1.8045118327503695,0.1336218604793505,0.6948336744926228,4.67676511677727,3.9284826980929046,0.9620773954513244,0.0267243720958701,0.8284555349719737,1.0689748838348048,2.8616893956536846
84,4.2250000000000005,0.9732654667271022,0.7640880046174631,0.7242658284810484,0.066636959918748,0.066636959918748,4.206408807178719,1.8018003079568683,1.8746672321757123,1.98065548558494,1.801800307956868,0.1565735561727226,0.4697206685181676,4.4884419436180485,3.444618235799898,0.5480074466045289,0.0521911853909075,0.7567721881681588,0.8872501516454275,2.6449747167749225
85,4.275,0.9831236150073616,0.5396836822706116,0.520235621648247,0.0600806158512327,0.1176578727086641,4.522683897847414,1.915185169903912,1.6757870236659231,1.753429665689055,1.7922509867006204,0.0509774922374096,0.4587974301366865,4.435041824654641,3.7213569333309047,0.3568424456618673,0.2039099689496384,0.7391736374424394,1.1215048292230114,2.5663005913597985
86,4.325,0.9969708462293504,0.4156468462605676,0.441773219454089,0.0978325229973854,0.1076157752971239,4.437683243161399,1.8964458304108545,1.8585169138026365,1.7257657056738775,1.7953020527889425,0.1743197682498867,0.2490282403569809,4.233480086068681,3.735423605354719,0.4482508326425657,0.1245141201784905,1.1953355537135093,0.8965016652851316,2.2808953933104714
87,4.375,1.017914797410508,0.4178064736799224,0.4166459001419229,0.0740970938606291,0.1362430435501891,4.083540485873519,1.7112567542919286,1.606233776591702,1.6680119987683062,1.6865454654212864,0.0973475016116183,0.170358127820332,4.112931943090874,3.772215687450212,0.3163793802377595,0.2433687540290458,1.0464856423248958,1.0708225177278008,1.5078929331269049
88,4.425,1.0343802766560295,0.3630381899894228,0.3845935825200449,0.1191624237454119,0.1658927859985147,3.677751402184188,1.5157891657606426,1.527867167081444,1.413126154533825,1.3527361479298157,0.1903200208126365,0.1665300182110569,4.234620463081166,3.99672043706537,0.0475800052031591,0.1427400156094774,0.9991801092663424,1.4036101534931953,1.1695942095348002
89,4.4750000000000005,1.0502656595026914,0.3638452856283962,0.3605174324061854,0.141645054212042,0.127937468320554,2.686686834731633,1.1986756647264205,1.2872477581791115,1.4171534952430596,1.228199695877318,0.1628295051352505,0.3256590102705011,4.047476270504805,3.372896892087338,0.2093522208881792,0.1395681472587862,1.0932838201938249,1.372420114711398,0.8067893410418612
90,4.525,1.0603149198735182,0.3536792003478636,0.3699527831859557,0.1184226040019559,0.1653447678517874,2.044362584964972,1.1203568968452098,1.1838822879034436,1.1492320745989524,1.183882287903443,0.2730016805808385,0.2047512604356288,4.231526049003002,3.02576862643763,0.113750700242016,0.1592509803388224,1.5470095232914196,1.5470095232914196,0.5285925396960625
91,4.575,1.063902518838062,0.3534200791060869,0.3852597258724007,0.1245915701438981,0.1661220935251975,1.5705599708503708,1.050806311432262,1.2993841485452706,1.1073012744124917,0.8982699113856436,0.2448115062476596,0.2003003232935397,4.050517648824918,3.71668377666902,0.2448115062476596,0.1335335488623598,1.4911246289630185,1.3798466715777182,0.3896999487207644
92,4.625,1.0693172938538,0.3935908665022467,0.3915138698452429,0.1967707071004447,0.2523798199766574,1.077961264985044,0.9950411676785016,1.0226812001140153,0.8900090444235486,0.9784571482171932,0.3266549287833467,0.1742159620177849,3.854528159643496,3.571427221364595,0.1524389667655618,0.5226478860533547,1.4155046913945022,1.437281686646726,0.2859897233633791
93,4.675,1.0718776565949817,0.4126598055169382,0.3872497189703287,0.1800244131621217,0.3077161480794406,0.7574551337340071,0.9792812800418234,0.8115590718578644,0.9359981295427372,0.9197669481055798,0.2344503985367166,0.2131367259424696,3.2609919069197835,3.0904825261658075,0.3836461066964453,0.2770777437252105,1.3214477008433114,1.6411527897570155,0.1722492723943224
94,4.7250000000000005,1.074704449922543,0.4507378507045516,0.4497428444116056,0.2377117415100106,0.295090437736565,0.715026829900139,0.8739216809890589,0.9374796214246266,0.9427761164609242,0.9427761164609236,0.3755696480283556,0.166919843568158,3.192342008241021,2.858502321104706,0.250379765352237,0.4172996089203951,1.4814136116674017,1.919578201033816,0.1053894420487732
95,4.775,1.074610730263838,0.4773960988712166,0.4881131541519989,0.278910203827895,0.3591721329870014,0.4771262988781335,0.9335079760659146,1.037231084517683,1.156512659237216,0.9646249086014452,0.3881758755694964,0.4698971125314958,2.594649273543473,2.655940201264973,0.2043030924049981,0.3064546386074972,1.511842883796986,2.1656127794929785,0.068795939279234
96,4.825,1.0703934141284108,0.4942705602554401,0.4999957018800203,0.2672641510776338,0.4008962266164509,0.4012590286314885,1.0310833267366086,1.0107664138945078,1.005687185683983,0.9498156753682064,0.3401543740988067,0.3401543740988066,2.961343962742553,2.9013167202545285,0.2000908082934156,0.3001362124401235,1.9608899212754745,2.2210079720569147,0.067377517078395
97,4.875,1.0691592662015366,0.557091738918369,0.5645694803803606,0.2906860717434591,0.3465131981047858,0.4776551161567516,0.965261380566769,0.9403835099336048,1.114528604365754,0.9403835099336048,0.3920149311892529,0.2352089587135517,2.371690333694983,2.724503771765312,0.3724141846297902,0.4508171708676408,1.7836679369111026,2.3324888405760573,0.0792030167096654
98,4.925000000000001,1.0655945028309235,0.563238614783557,0.5797236474113682,0.3357408034000165,0.3960987006404686,0.3315041433052541,1.0725134048111158,1.1017637703968728,0.970137125260964,1.14076425784455,0.4225052806831668,0.2496622113127803,2.419802971185407,2.1893455453582247,0.2496622113127803,0.4033004951975683,2.150935974387028,2.5350316840989984,0.0388015053688622
99,4.9750000000000005,1.064466454514029,0.6605740279929081,0.5986452128685728,0.345662370270422,0.425146230813888,0.4060928545834326,1.1561702448140083,0.9841779769904376,1.0653965479071243,1.1466151188238114,0.3199519460354317,0.3199519460354317,2.013815189752425,2.013815189752425,0.3199519460354317,0.3575933514513648,2.465512054743624,2.559615568283456,0.0950637534739128
