,r ($\AA$),g_full(r),O (DOL),O (DOL),O (FDE),O (FDE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
102,5.125,1.0810908481997177,0.8771240180120713,0.902560614534422,0.1116824469654409,0.082547895583152,0.8450887500311383,2.110387375768368,1.9329654282480184,2.045021395102977,2.04035239648402,1.4346559392793798,1.232332665791262,3.3475305249852187,3.365923549847777,1.4346559392793798,2.1335908840565145,3.82574917141168,3.605032873061005,1.2572946281047324
103,5.175000000000001,1.0790630325272232,0.966068356422203,0.9660683564222036,0.0785792947008278,0.0785792947008278,0.7967830581552492,1.9370070896532765,1.9003733858300476,2.056066627078774,1.9965368583660248,1.7317750898254085,1.136477402697925,3.048645731046811,2.832173844818634,0.8658875449127047,1.89412900449654,4.293359076858823,3.6259040943219465,1.166297509474253
104,5.2250000000000005,1.0749865378939665,0.9535747160894468,1.020240559072691,0.1167918059352031,0.1167918059352031,0.7007508356112196,2.1651404023372303,1.998936678506364,2.2055683351609545,1.95850874568264,1.557224079136042,1.1148308748360294,2.672054953972073,2.8844036920360785,1.5749198073080428,2.2119660215000594,3.8576687414961057,3.9815388387001103,1.5314027614973067
105,5.275,1.0707495238882223,1.0043031129189113,1.0043031129189113,0.1283388433036558,0.093962367418748,0.6610860747097654,2.005294426619623,2.044959591102208,2.0714030340905984,2.181584046542227,1.5104815161550391,1.024349533944223,2.274403202486323,2.5348310500992595,1.3195010945722194,1.7361856507529183,4.097398135776885,4.045312566254299,1.6252823632660516
106,5.325,1.0672471321199557,1.000156185914196,1.0529670324490652,0.1169443385668121,0.1191932681546354,0.7784756265542239,2.1451328376160848,2.041336087408854,2.2792036399670903,2.0586355457767263,1.635585154780591,1.2607635568100386,2.402265696083992,2.300041623910205,1.4311370104330177,2.4022656960839925,3.918589433328498,3.816365361154712,1.7039083866926614
107,5.375,1.0645575769744604,1.0366579220871448,1.05898593887056,0.1302297527476121,0.1258151848578625,0.69614339799897,2.2115287216918493,2.130877962167579,2.1436122926187795,2.2879347043990523,1.6889066547905534,1.2708604531097234,2.157118400673081,1.9062906796645835,1.4046352376475884,2.224005792942015,4.0466872322704335,3.6620847267240704,2.100298243465036
108,5.425000000000001,1.0606682550156683,1.013723225110304,1.032510373683777,0.1343406370660461,0.1993441711302619,0.8625468943136355,2.0251100996928826,2.037610779320615,2.220954080527377,1.9001033034155408,1.9041439271335976,1.2803726406587983,2.298104739643997,2.478670112044597,1.2311275390949985,2.248859638080197,3.742627718848801,4.2514937683414,2.205477048607326
109,5.4750000000000005,1.057344357494754,1.0352578154973218,1.0214236353347743,0.1361529268975363,0.1340255374147623,0.8018621896609718,2.221485556050551,2.0619313448425,2.11102494829113,1.89419486639301,1.643891873052643,1.4988425901362337,2.4013714616161166,2.0790397218018724,1.466609416154809,2.111272895783297,4.41594483545514,4.141962856613033,2.301053930347395
110,5.525,1.0549662586486486,1.0716994384997929,1.0784918997297208,0.1880153268444144,0.1629466165984925,0.8958849975706076,2.0689720795913127,2.0448675505086964,2.1975295680319387,2.1372682453253957,1.6934040380767974,1.1394868293600882,2.041580569270158,2.057406775233493,2.1523640110135,2.3581046885368497,4.494642493587016,4.035682520650313,2.6059947513298947
111,5.575,1.0507806775957442,0.97769710345041,1.016982885469266,0.1702957113988712,0.162088689162781,0.8364849586784214,2.126723550602214,2.3595188928759265,2.122777866834863,2.1267235506022133,2.020668353582808,1.259031820309287,2.207191586221221,2.253822394380824,1.600991080146378,2.378171216139766,3.963618693566277,4.4765575833219104,2.643205503332615
112,5.625,1.0479632817069822,1.0062648844737674,1.025196061750408,0.203559668033692,0.1531736115897088,0.8604388100434042,2.236365736013713,2.092959267673145,2.015442257759325,2.135593623125746,2.0765162655702114,1.5726557011303812,1.8016832304212131,2.2444697870501558,1.6489982108939918,2.1681272772865445,4.656893095580262,4.076690021376817,2.7146773267778688
113,5.675000000000001,1.045535251675074,1.0043492374804357,1.0322478274104474,0.1999885381936825,0.1524665093159758,0.9329244451152344,2.155245860960096,2.219979393886458,2.0867044731557103,2.1552458609600955,2.025086457856818,1.39505955985692,1.8300781322854212,1.8900806939996977,1.7700755705711455,2.1900935025710777,4.6351978924278265,4.875208139284935,2.924665680292538
114,5.7250000000000005,1.042374329017706,1.005861252519562,1.0121874239190565,0.2042931617276626,0.2354235482766397,0.8755421216899826,2.267429597197135,2.185113671226281,2.076606314264702,2.117764277250128,1.7245526639348154,1.7245526639348154,1.886690093877405,1.6213742994258948,1.75403219665165,2.3141433182715043,4.819903599202428,4.215573178507322,2.9184737389666098
115,5.775,1.0393765507759865,0.9608876851127646,0.9622692633803605,0.2294525186822832,0.2428372489387497,0.9781149033571698,2.011386662166812,2.239368331370362,2.2062742180988786,2.0886062598002724,1.8686474059352605,1.6658484626554644,1.752762295489663,1.8251904895181612,1.651362823849765,1.9990181551865585,4.490548029766908,4.113921420818712,3.082780438078296
116,5.825,1.036633725248107,0.9845225406930168,0.9254511882514352,0.2198920909921915,0.2480833847091393,0.8240532009569318,1.987847633887336,2.186632397276068,2.136032639322573,2.0926614182195764,1.7512773369618988,1.5661829842748685,1.8082294454809849,1.7512773369618986,1.537706930015326,2.335036449282531,4.613120790045978,4.5846447357864335,3.12117894723349
117,5.875,1.0346402213321275,0.9952025215063184,0.9431396129365722,0.2254030252867859,0.2124700648195113,0.891805790463167,2.1247006481951143,2.131806670429881,2.092723548138667,2.1069355926082003,1.8895559124264825,1.6656085450277882,1.875559201964064,2.057516437975503,1.5256414404036047,2.225476963524524,4.534934189823562,4.352976953812124,3.1248370225229807
118,5.925000000000001,1.0338710749118185,0.9745392932496466,0.987664401576241,0.2325139190272882,0.2343304340196889,0.971136861321906,2.106458731572338,2.123925221883883,2.302083423061644,2.0820056451361744,1.7889920379703754,1.692661697464279,1.788992037970376,1.9678912417674137,1.5963313569581814,1.9128453329067872,4.940370320241273,4.1697275961924944,2.747942322687775
119,5.9750000000000005,1.03329801891566,0.9344205818153206,0.9395831264662334,0.2625773460347559,0.2536461437886758,1.0511338028078916,2.074786983320152,2.201884861437446,1.9717346497115356,2.012955583154982,1.8539010722923897,1.4750015830647478,2.0433508169062105,1.7185798261396608,1.5967907046022054,1.8268368230618444,4.438536873809517,4.303215627656788,2.8115060131793066
120,6.025,1.0310871912432638,1.001480716595902,0.9697481210130146,0.2916149375837881,0.2529671747714788,1.0337600892103689,1.9999541595180996,2.114816391652585,2.081033382201266,2.121572993542849,1.623631908781586,1.6369403670502884,1.9696518237678255,2.0228856568426323,1.8232587828121103,1.863184157618213,4.684577310582936,4.20547281290968,2.6305933175818126
121,6.075,1.0279365248801162,1.037500204060486,0.9557237138487388,0.3213928429964702,0.2626436136315241,1.026782345801378,1.9007103618070824,2.14328353735239,2.0303042501121107,2.007043808621464,1.5446544262619504,1.518473842765985,1.9111825952054649,1.9373631787014285,1.754099094229672,1.714828218985725,4.633963278785852,4.149622484110496,2.459639104564821
122,6.125,1.0242343720332947,1.0089627972783943,0.962905457171346,0.2838704241136464,0.3365649339790538,0.9872048374288488,2.052863039421581,2.111703062844493,2.026711917900287,2.026711917900286,1.3778867437924225,1.7899650223097812,1.8157199147171168,1.8285973609207848,1.9058620381427895,1.5195386520327647,4.700267864338638,3.992008323136927,2.4153095782613527
123,6.175000000000001,1.0216830341406236,1.034378895762678,0.9769805341403328,0.3361538069379029,0.2993608529446995,1.0130927017359297,1.9522135554086024,1.987591395786681,1.971510559251192,1.820350695817576,1.634397749698082,1.799104499667655,1.8624532496559527,2.153857499602123,1.7230859996816985,1.444351499733188,4.573779749155095,4.066989749248713,2.1758356373531647
124,6.2250000000000005,1.0183100730004164,1.0190182421294236,1.0059386614253123,0.3044450766800671,0.3719166882686228,1.1804367318260391,1.845025776553836,2.1203555236553524,1.841861066817038,2.009590682867387,1.4711105261362791,1.8825227919201537,1.8700557535630675,2.0321272522052007,1.7329183316351089,1.5833138713500634,4.326062309909228,3.939584120839527,2.0276747385062373
125,6.275,1.0146962633143004,1.0730544519292076,1.0929475006563572,0.3239056404514777,0.3255251686537351,1.0651512407154355,1.8749153418441296,1.899831160340397,1.818854750227528,1.896716683028364,1.5704515900677685,1.6072590492099816,2.257524160722416,1.963064487584709,1.729950579684026,1.6686048144470036,4.196050342212319,3.840244903837591,1.83023212653067
126,6.325,1.0114878894366015,1.0705532048701247,1.0930123630142534,0.3570614549338531,0.3427152357624037,1.0882281636462727,1.8699131826034552,1.857651456815892,1.716641610258909,1.768753944856054,1.763087541272409,1.8476191357169776,1.8959229039710148,2.221973339685776,1.787239425399428,1.4008092793671194,4.009212765085207,3.5624029087353493,1.7160160120044416
127,6.375,1.008188731022938,1.0373866927845998,1.033985424939404,0.3640354299593676,0.365604548191951,1.143645788748345,1.735082661029811,1.913117229726784,1.692837170152564,1.8497489934109104,1.5810054919212346,2.0089468280803664,2.1397066807956566,1.913848753378337,1.7830889006630466,1.378922083179423,3.9584573594719648,4.112991730862763,1.673192401071161
128,6.425000000000001,1.0042043997453034,1.0475337020979691,1.1005521899505568,0.4325415665817848,0.3769290794498409,1.1021491840785862,1.7527439854619034,1.7052119451781895,1.5893525969866398,1.7794807581214904,1.5564942736844518,1.7905535629603089,1.767147634032723,2.0012069233085805,1.813959491887894,1.4043557356551457,3.826869379660271,3.721542699486134,1.556613691689185
129,6.4750000000000005,0.9999538921310976,1.155605916312305,1.0671358485394653,0.3756933630808642,0.3832984918881695,1.1670947669671825,1.7199291302674262,1.9188324990738632,1.623402495405479,1.6146273467816656,1.6247320633787852,1.636254985814095,1.981942658873411,2.016511426179343,1.705392520425958,1.2444756230135374,3.7795185587818527,3.641243489558125,1.358058715590168
130,6.525,0.9966787313746208,1.1520323956392549,1.1157777359361876,0.3954203744378473,0.4343632901021804,1.123353336471157,1.581335850570936,1.7023123637293684,1.5870966369118138,1.5928574232526915,1.3956814180399213,2.01976660496834,1.997072598170943,2.292094686537105,1.6680094996086852,1.2708643806542372,3.3019779890212737,3.040996910851208,1.3640719085721202
131,6.575,0.9938512377390252,1.146834758753413,1.1079319068068514,0.41008082444228,0.4469585964244992,1.239660488940759,1.5914176986173132,1.710561269636791,1.4297228522337353,1.5517031749441534,1.3521849726813775,2.078565329906912,1.7880131870166978,2.0226899178126394,2.167965989257746,1.3745351375190864,3.207248654211201,3.508975879520269,1.264380753676092
132,6.625,0.987509477671106,1.1642329933512396,1.140612396101102,0.4445963296809955,0.4445963296809955,1.3132244529290331,1.5451343031271376,1.6848390321621425,1.5451343031271387,1.6205748568060414,1.585013653051676,2.058316341115717,1.7611262811685278,1.8491825952269536,2.0473093018584145,1.5189714175078557,2.8838442854134634,3.445203287535932,1.200890446317214
133,6.675000000000001,0.986999992809689,1.1882221422693298,1.1499591141892902,0.4751730336875975,0.4322357113664292,1.3156435941999054,1.5303302058057473,1.549596953001144,1.406472545263916,1.6404259040651552,1.7023130314200623,1.9191681946582877,1.7998978548772635,1.962539227305932,2.0275957762773986,1.0625902998673007,3.404626062840128,3.1118715924685216,1.0734330580292115
134,6.7250000000000005,0.9833204302641808,1.2027118684363427,1.1553369409629926,0.5132548701680534,0.4667235220484219,1.3151342562949382,1.5049474479251357,1.6242585969498309,1.4588499585292307,1.4480034904360763,1.4100408521100365,1.976193618487552,1.9014187248150491,1.9655114908200504,1.8052795758075464,1.399358724442537,3.343505959927588,3.0123600022350794,1.2122034876558243
135,6.775,0.9814577693245704,1.2101210836421803,1.2111249169757694,0.4334632641106283,0.4723638134538899,1.3919770747142342,1.4774727875565667,1.5015184567934727,1.2984661387929326,1.4721293055039204,1.420880454908091,1.9155573540242412,1.747156707516616,1.810306949956976,1.989232636871327,1.2314297275870123,2.93648627347672,2.747035546155642,1.1164060717134996
136,6.825,0.9790230489952012,1.2453764800245668,1.2063039057902774,0.4942176159299399,0.5120149261988851,1.4032494635129866,1.532253635580785,1.5427845884026463,1.2874089824725157,1.326900055554494,1.6594228688993198,1.9601932638873207,1.7112798335524233,1.6801656547605612,1.8253651557892507,1.3379096880500765,2.9454755922962925,3.0699323074637404,1.1874186600159655
137,6.875,0.9771922612758474,1.3019033852547246,1.2668090221928232,0.5248323002170704,0.516737200470792,1.4322099551108518,1.4192370388507884,1.5230203689312851,1.3336157915343791,1.4659395373870123,1.676258028269838,2.1668701341049124,1.911342995649145,2.187312305181373,1.9522273378020676,1.4718363175052236,2.790356351936986,2.749472009784063,1.2115115266539582
138,6.925000000000001,0.973597338122488,1.262513719490897,1.2663569880433816,0.4920152400889645,0.534567909502064,1.378358702744031,1.455076255772456,1.493435032286668,1.316984660321291,1.342557177997433,1.5211773393413928,2.2062108431507617,1.893916157590608,2.276728997954667,1.8838421354757644,1.4204371181929565,2.629319771974196,3.012132612338255,1.0753504626875463
139,6.9750000000000005,0.972455652280856,1.2899385060245634,1.2662612206716888,0.6016455033650071,0.5229990323369014,1.4040411654697054,1.4443726890738622,1.494787093579058,1.1292826609163875,1.388916844118146,1.7079789162669397,1.8569305659413824,1.8470004559630864,1.986021995659232,2.025742435572418,1.300844407156797,2.641409254226779,2.601688814313594,1.1569591401243406
140,7.025,0.9725567231866296,1.2665066974394068,1.3089881237081074,0.5608071115791845,0.5194572784673552,1.3443665693208906,1.4387952747445387,1.428855411015734,1.2499378638972414,1.331941739659884,1.6348063753966582,1.9774304660486528,1.811013050589113,1.7816452713903694,1.869748608986597,1.2921822847446651,2.7997282836134376,2.603943088955156,1.2031799334994977
141,7.075,0.9709131191953264,1.2739828372461384,1.330594068814518,0.5299768602943935,0.5185110147591783,1.4062810549601603,1.3597316820607828,1.3474818470872614,1.293582573203771,1.2984825071931796,1.7082951681255052,1.737249323517463,1.5442216209044115,1.862717330215947,1.8723687153465984,1.4380563844672325,2.712039221713373,2.7023878365827207,1.208983712896846
142,7.125,0.9720497518613608,1.2933781740115404,1.276586948594549,0.5941661339014194,0.5828606472098492,1.4614998821367646,1.229592462822502,1.4035230273081991,1.2609965925213082,1.3382990656260627,1.6748869172696836,1.931829796623555,1.7319853349038767,1.817632961355168,1.9223133936845231,1.379878426159682,2.7216912405632336,2.369584331819039,1.1440075818850954
143,7.175000000000001,0.9721275140932776,1.3398568939836033,1.3130060544248146,0.5561847105088286,0.5958237099214845,1.5341055061148074,1.2768331541576663,1.3125654252628247,1.2696866999366343,1.3768835132521096,1.745467303682288,1.811156933390761,1.876846563099234,1.7923884677597697,1.7454673036822883,1.463940319217403,2.421132066398012,2.4962059289219822,1.2734786960539162
144,7.225,0.971857723310879,1.292247866296186,1.3399127466103895,0.5998219153376881,0.632806012515117,1.4025289184419556,1.397830329100442,1.3790359717343843,1.3062078369409171,1.2874134795748604,2.017545786947109,1.8602142347539856,1.897233423505308,1.8787238291296464,1.739901871312185,1.591825116306893,2.02680058413494,2.4617760519629845,1.1437229463450869
145,7.275,0.972500649237872,1.3063227132794506,1.333311053240572,0.6542600432536254,0.5904004073559418,1.4157560788637384,1.3531940262789257,1.316120217339776,1.1377025118201234,1.2697779561658409,1.880372354906064,1.9351404817479871,1.852988291485101,1.7982201646431772,1.8347322492044589,1.3692031710481034,2.3550294542027395,2.601486024991398,1.1526455266476403
146,7.325,0.972683163759638,1.3057248314106893,1.3340634827994116,0.6441701784521126,0.6215885670303595,1.570199093800034,1.2227896873115258,1.339354685541223,1.1633643940963867,1.293642921529577,1.6386974795689992,1.881800951812752,1.8637932872021024,2.1068967594458554,1.7197319703169156,1.4136016719358948,2.277969573247016,2.2869734055523385,1.1915377670178493
147,7.375,0.9700830440894797,1.3134944466050256,1.3143415891052548,0.6178786311070068,0.6577417685977814,1.5331975957990234,1.3370384916306186,1.3032179564291702,1.2581239094939034,1.2175392672521652,1.652081901355634,1.7320213481954232,1.9718396887147909,1.971839688714789,1.6698462228755868,1.4211457215962435,1.9629575279548133,2.2294223507541098,1.2143182638996488
148,7.425000000000001,0.970458797193384,1.3305484378846126,1.2912671711882715,0.624622286769751,0.6199954550159013,1.5215158267468318,1.327989690888682,1.2568076639063746,1.0721792814210134,1.1166680482849558,1.489699617716861,1.6824842741272794,1.7788766023324878,1.86650599160995,1.7701136634047412,1.5335143123555928,2.3309417547805014,2.2871270601417697,1.1921173651501302
149,7.475,0.9716243706472848,1.2715766478167383,1.2443639179996482,0.7121620870822957,0.6334133947606958,1.413438067310768,1.2663878335998648,1.2093235638016042,1.1939601065482262,1.0930002445974571,1.668697586524902,1.4871294553486174,2.144233168177077,1.988603341454548,1.6427592820711472,1.366084034564427,2.308509096384193,2.559246039437157,1.22571722372795
150,7.525,0.970138282689162,1.2897241835764048,1.2807734163717734,0.6644398607830598,0.6711968763164469,1.5484827264011969,1.251780441762086,1.282100383258054,1.1846434284495864,1.186809138556442,1.4503694958027733,1.7063170538856156,1.706317053885616,1.996390953046171,1.8001644918493245,1.2797377904142118,2.013454123585027,2.235275340590157,1.2324658434621787
151,7.575,0.9700808617119966,1.2807843710396134,1.3028668601954685,0.6790357385429484,0.6456951949156351,1.43834524751166,1.2673681007049256,1.2524076003593356,1.0130395948299065,1.0728815962122633,1.3049960258165585,1.6838658397633004,1.7680591317514651,2.205864250089924,1.6417691937692178,1.2965766966177414,2.138509616499392,2.079574312107677,1.2984667501113532
152,7.625,0.9702877941570472,1.2485885225766389,1.2763261286002392,0.6734500541803152,0.6800309993351717,1.522898205707177,1.2908777034526204,1.311970476384852,1.039873705559055,1.189632393377905,1.238081853628304,1.6950919338266726,2.027462901243667,2.093937094727067,1.902823788462294,1.4624322566347756,2.110555643097916,2.1105556430979173,1.1919569030479875
153,7.675000000000001,0.968966543958914,1.3090299875323486,1.276177128568286,0.6668692331585173,0.6538782740710136,1.5260213158878408,1.1408726890948655,1.1908379163544958,1.051351656921364,1.1804284940087393,1.443439898611509,1.6976821534805826,2.074944854254045,1.9519244083496552,1.5664603445159004,1.2794126374056556,1.9437230452893637,2.0913475803746318,1.237234198809867
154,7.725,0.9716426394711604,1.2543057306862682,1.302563107213132,0.7031462655435675,0.6700193138234297,1.4529004259390397,1.3049388549806071,1.2062978076749868,1.1919126549429162,1.1569772840221764,1.246713236779373,1.5948214782177697,1.9024520171633283,2.048171746137541,1.578630397220634,1.1414712102979974,2.040076205638974,2.1129360701260804,1.2866952939355636
155,7.775,0.9708761766372476,1.274049412621886,1.2618539052321462,0.6656490865930865,0.6550999727009614,1.456589187412642,1.2861804245398536,1.2111194218458878,1.1888039886125457,1.16851723112769,1.318639236515621,1.5983505897159047,2.1577732961164697,2.1657650490650497,1.5344165661272682,1.2626969658755645,1.806136166378972,2.149781543167891,1.3590057437558978
156,7.825,0.9727424172959338,1.2755036789936876,1.2803949910370265,0.6852893724817346,0.6998699974281541,1.377949170760561,1.2758046828117395,1.2738018497147037,1.1516290307955264,1.199697025124382,1.3886309472780822,1.6411093013286424,1.672669095584962,2.146066009429763,1.420190741534402,1.1045927989712017,1.862027861122883,2.1539559579938428,1.299184693658768
157,7.875,0.972569137294608,1.2422696423349944,1.2214660837312985,0.7156899669582397,0.6745583596617887,1.435651293135725,1.295250133614187,1.2655879168138624,1.196376077613104,1.1825337097729522,1.113981030945536,1.6748665849880422,1.8929887448934617,1.955309362009296,1.8851986677539825,1.1607214937824115,1.9007788220329411,2.0955307505199228,1.3089714311816851
158,7.925000000000001,0.9752040725758102,1.225543358461353,1.2578234588937385,0.7178566116337217,0.6772423761806114,1.4800764650700735,1.306294399910131,1.265289642962279,1.1559436244346744,1.163754054329504,1.2538106778138174,1.469189199156068,1.846101611505007,2.069172222895195,1.7999490712173818,1.1538135071906297,1.86917788164882,2.015327592559633,1.401294730875805
159,7.975,0.9756689454006776,1.264559388447677,1.2489833203573737,0.7038702010400075,0.660755644566047,1.5271345584694438,1.251401929856905,1.2668275314576063,1.199340524454538,1.1453509188520823,1.192562608599684,1.4888042757040638,1.7926418829906074,2.164842951916625,1.549571797161372,1.3596732926072823,1.9217728660873885,1.9369647464517168,1.2610035798328525
160,8.025,0.9785328740098058,1.200198901464642,1.2527858578030335,0.682253870439968,0.6723517823348889,1.4186645458238705,1.2072930497346757,1.277750215097741,1.1787293340469471,1.2320482699973747,1.1327388665658973,1.6428464356154384,1.9279065477313595,1.8979002201402095,1.6503480175132264,1.0127135562012988,1.470310051966329,1.7478685821844626,1.3514329429126155
161,8.075000000000001,0.9788933833781768,1.2323731116840773,1.2376728813730855,0.6865448849613969,0.6601393124628813,1.470737727481405,1.277021632941016,1.2638564614673968,1.196149865317358,1.1228010528214822,1.2965699178563883,1.6299736110194605,1.918923478427456,2.000422158978429,1.674427436774537,1.222480208264595,1.7707440592438692,1.6596094948561784,1.3472230866589414
162,8.125,0.9812746481260918,1.2378421478867894,1.2196950399955824,0.7544339041552995,0.707100663049525,1.396962217878421,1.2167689530722945,1.2855024664519514,1.1387471270737666,1.157323752311511,1.163572253527845,1.5587477358580568,1.7636535415107588,2.01246773408904,1.6246103162464254,1.3026154787921789,1.6465645097092143,1.5221574134200742,1.3134432272687249
163,8.175,0.9817107086907232,1.265837576267303,1.2423961396697611,0.7509588315745954,0.7089738397203614,1.4202964901738284,1.2533107271172144,1.2973509283629148,1.244135685191027,1.207435517486277,1.0481790321735436,1.4096200777506271,1.886722257912376,1.915637541558544,1.575882958716084,1.0987807785543358,1.351789510458293,1.5758829587160843,1.48242463121687
164,8.225,0.984177950592278,1.2603701874785591,1.2453860512318535,0.6937818545529097,0.6966097697209246,1.354136301606981,1.2598724626731612,1.3033788498733858,1.2036767125395391,1.2272426722729934,1.1854391865919705,1.4925107831188058,1.9852535775455893,1.935265178110988,1.5567815823918645,1.1925803865111992,1.6210523816649232,1.4925107831188065,1.4091482044698498
165,8.275,0.987051770626066,1.22903580018934,1.2371104947430067,0.7599256538346724,0.7226743962937573,1.389758454411071,1.2554390161625784,1.2429025352593857,1.1999203150198678,1.1461925397204709,1.1852672853927604,1.354591183306012,1.8696180394588184,1.9401696635893388,1.502749593980107,1.305205046414647,1.488639269154003,1.580356380523681,1.5347137991984237
166,8.325000000000001,0.9870578753033457,1.248223454898913,1.2369212984497615,0.7434638292179594,0.6910165046320389,1.3483421502858062,1.272254601122697,1.2492513885850125,1.189089140409531,1.2510208664725273,1.1222779450203595,1.7008435936954491,1.7635796278891336,1.9587584009361527,1.3801927522610622,1.1850139792140444,1.5056648206484315,1.6032542071719404,1.4646943493382698
167,8.375,0.9887133496898066,1.189678771373342,1.2790196399027591,0.7473416205937824,0.7218847284081057,1.4074724044965248,1.241373176636686,1.3165549324048236,1.244870002486367,1.2186438086137608,1.2466713976210515,1.591055761604767,1.81834944183402,1.9216647510291345,1.770135630876298,1.0951422774682156,1.3706497686551888,1.4257512668925834,1.4287031328695865
168,8.425,0.99182928675423,1.2395405881481634,1.2320754314245692,0.7546689217897504,0.6693194603968624,1.3338012995001995,1.2232270985053642,1.2543260925351618,1.2664201457689723,1.1040142880578074,1.2659489488897322,1.5926454518290174,1.97379137192485,2.0622716748042405,1.4905527946604902,1.2455304174560269,1.5586145661061752,1.3272045431908484,1.455341245555429
169,8.475,0.9933847972418745,1.245806909674306,1.226882448379048,0.7502297964603025,0.7102767303766175,1.2703026139427969,1.3778685610911785,1.3164023055778176,1.22761771428074,1.1627366667944146,1.002189704792766,1.40575602887039,1.7218829827311957,1.9640227771777703,1.466290977482034,1.2308772884367534,1.553730347698853,1.365399396462628,1.4201004781445763
170,8.525,0.99399746069444,1.23599126750747,1.216971140282425,0.6765231012421598,0.7186412709692982,1.3566910440953228,1.2014477902933696,1.2807568438661068,1.20144779029337,1.2301340437132957,1.0901798982403237,1.7416288618229558,1.934404575536184,1.8479878762854265,1.4159043800316395,1.2696607351457423,1.3294876807808822,1.2031863511066985,1.6631483900544115
171,8.575000000000001,0.9961820736037796,1.1996873125325351,1.1959275194402426,0.7475772062417423,0.6886035983247604,1.3259054947398383,1.3158986608172734,1.2675322968582108,1.262528879896928,1.219165932899147,1.222046688119278,1.6950970190041623,1.9119117539930657,1.865920749601481,1.4914225709842812,1.176055683727692,1.4257211361391584,1.412580849170134,1.5221279354323087
172,8.625,0.9965423988577978,1.2062580531080105,1.23227234744975,0.6694989240753082,0.6832146510730096,1.2825523562754588,1.2363936596485785,1.3122258041070247,1.2100172615760754,1.2479333338052985,1.3118261617119873,1.422227373341214,1.844349653100021,2.0651520763584754,1.532628584970441,1.3442971063088192,1.3767680509056506,1.1624598165665638,1.6313667634383546
173,8.675,0.999498215644672,1.2113734993097969,1.2285170211600245,0.7101042676328059,0.6923092919522699,1.2971429159071832,1.3118091046548774,1.3590668239530037,1.3069203750723124,1.2955133393796612,1.2389719719853511,1.6947595886224496,1.8873459055113644,1.7140182203113412,1.4636560083557526,1.4251387449779696,1.303167410948323,1.4636560083557515,1.4526510759621
174,8.725,1.000765501885834,1.1884503119227832,1.200555739087772,0.7170673992035487,0.7262820503615387,1.2645981047240884,1.282318587720222,1.3048719297153015,1.2500995277272515,1.2823185877202228,1.3771207309116589,1.56115990693211,1.8911611880722323,1.7832761538533453,1.6055831563163576,1.5357751929982555,1.4215439802959051,1.243850982758916,1.4403234880530935
175,8.775,1.0030434972025692,1.2273047589431887,1.1866140112064083,0.720513463748569,0.715544405377889,1.2725248840298553,1.2773028247708946,1.278895471684573,1.3887881087284526,1.2215601827921143,1.40539024625287,1.4806790094449878,1.9324115885976965,1.894767207001637,1.5245974546403895,1.4618568186469585,1.3677458646568106,1.26736084706732,1.5887465538908156
176,8.825000000000001,1.0032622247463872,1.1740935346229235,1.181193117598723,0.671431227297991,0.7131909743616464,1.343177384815165,1.231377157005227,1.327430873856018,1.3258562227601038,1.2313771570052263,1.3833071294110473,1.4143229843305771,1.7430910464775975,1.8857639791074363,1.588011771879947,1.451542010234014,1.0979612641513694,1.290259564652457,1.5603506931047764
177,8.875,1.0045109076301677,1.180791082809463,1.1863484349455489,0.7237989019548262,0.7318950865404507,1.2190985635661442,1.2222124807144623,1.4152753439101218,1.279819947958328,1.3280856637572422,1.3064297854075826,1.594703024441181,1.6928385951760228,1.7848406927399365,1.5824360780993254,1.2634954732110892,1.3738979902877857,1.2634954732110897,1.470531485960361
178,8.925,1.006772167307754,1.147641555790335,1.18205923349675,0.675683221145397,0.6820878014406138,1.2978512473240285,1.27629737133051,1.3871458764400355,1.3147864356046508,1.3563546250207226,1.364612278810447,1.5586904695745991,1.7648985472615109,1.7224439430318523,1.5768852999587384,1.328222618042168,1.2433134095828513,1.2615082399669904,1.5153694448504589
179,8.975,1.0063018410127496,1.1666372929812854,1.146902560641076,0.7457600905633266,0.6768841586323185,1.278863457604921,1.2408020451762034,1.2864757400906648,1.3062676745535982,1.2316673061933108,1.3974305242010487,1.6253376483196742,1.7272960985832702,1.871237440131876,1.5593645334432304,1.277479406243877,1.4334158595882,1.3254598534267457,1.6802948442000507
180,9.025,1.008381162637637,1.169020321674067,1.150917901982042,0.701504967905362,0.7343880132759254,1.2587099784703,1.2933395592176886,1.3460367473115402,1.2948451931632277,1.3490480152026187,1.5599280181201816,1.6073783000401871,1.4175771723601651,1.6251721557601893,1.5777218738401837,1.4828213100001717,1.4768900247601726,1.3819894609201613,1.5299084520075232
181,9.075,1.0083910902851556,1.1586917533473498,1.1536563956553516,0.7224462664067304,0.6860529389457265,1.319332574895628,1.2389217859065031,1.2672144709211952,1.3267780183205464,1.3342234617454654,1.5310539115605946,1.5721166601465106,1.8302253655436989,1.7070371197859502,1.6307777295549637,1.331606275571859,1.3316062755718585,1.407865665802846,1.673097501056775
