,r ($\AA$),g_full(r),O (DOL),O (DOL),S (DMDS),S (DMDS),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
259,12.975,1.0007234964099034,1.0043744702829838,1.003417141675688,0.9860805267553916,1.0034136349774936,1.011178867460996,1.029378631094203,1.0046269525530414,0.9856991983745056,0.9893391511011468,0.917709293504754,0.9980088566864196,1.1041189937479066,0.9865374905176104,0.9521233920111818,0.9033700857937424,0.9865374905176104,0.9607269166377898,1.0835173565467806
260,13.025,1.0015145334871354,1.004956660609163,1.0027852485133155,0.9685482241421908,0.9983047225930162,1.0366613651047758,0.9954838753410318,0.9615305065884716,1.0576113160372065,1.046052722419314,0.9647485241298156,0.9249064021893514,1.0444327680107446,0.9476733290124736,0.9932071826587192,0.9789778533942676,0.9362898656009124,0.9704402558355965,1.018674778097339
261,13.075,1.0007562150226252,0.9976893049597472,1.0090021966466562,0.9870996253438754,0.9905134231143884,1.016560700103404,1.0007889544036337,1.0402183186530607,0.9864510037674784,1.0323324458031755,1.0421083212369175,0.9573840674778186,1.0731738809485871,0.994097910773428,0.9234943659741788,0.9743289182296384,1.002570336149338,1.0279876122770677,1.0213595243979536
262,13.125,1.000855991137196,1.0018638257583612,0.989567738249054,0.9878934023961384,1.0041550221886677,1.0088302378790202,1.0123874672086353,0.9953127664264804,1.0109645754767889,1.0557856650299475,0.9781302708161532,1.00055159507555,0.9192742946352394,0.9473009499594844,1.00055159507555,1.0229729193349455,0.8996556359082671,0.9501036154919088,0.9805611541861136
263,13.175,1.00150981352829,1.0001101714048952,0.9839280174378662,1.0020954077319622,0.9686417948920588,1.0153087442606878,1.0061300143056184,0.9941270597489904,1.07602957319422,0.9743574875380728,0.9790645285406728,1.0068788617378506,1.0402560615744636,0.9957531284589792,1.0402560615744647,0.9679387952618004,0.8566814624730883,0.9901902618195436,1.0452512887608958
264,13.225,1.0015281968644778,0.9901926941767254,0.9815044838848264,0.9698401589341636,0.982353149114804,1.0020402536656785,0.9922300693640562,1.009047528166837,1.0335729889208916,1.025164259519502,1.037925992777672,1.076572173359819,0.8916225948595433,1.08485349777028,0.9799567219044512,0.877820387508776,0.9716753974939908,0.9468314242626108,1.012265154213287
265,13.275,1.002091579791483,1.034354336016672,0.9713811403668,0.9853989528527822,0.988379490771006,1.01119716438941,1.0098062466942386,1.0146744586273375,0.9687741746866904,1.0209335882556076,0.9232743064461664,0.9150552473383378,0.928753679184719,0.9314933655539962,0.9643696019853136,0.9725886610931428,0.9287536791847198,0.934233051923272,1.0950638241931447
266,13.325,1.0017620267205851,0.996911709216154,0.989001769795994,0.9970817541517458,0.9893575342003476,1.0181179276364043,1.061603642511722,1.0194984265213352,1.0505596514322764,1.033303415370642,1.0577549789537326,1.0414399921318245,0.9979333606067348,1.000652525077053,0.951707564611328,1.0115291829583255,0.9217967554378292,0.9680225514332363,0.9998756209426768
267,13.375,1.0026468767722112,1.012252614456009,0.9737702836585064,0.9881728123054452,0.989803998855966,0.979005543891519,0.9865416257549248,1.0269624284768282,1.0351836086914523,1.011890264750016,0.9311109409745024,0.9607985361939794,0.9931850037061364,1.0336680880963316,0.9958838759988156,1.003980492876855,0.9392075578525414,0.9446053024379004,1.00059313275441
268,13.425,1.003057782025906,0.982881947640132,1.0006387179445226,0.9965307071267432,0.9824448953444486,1.0200070600972355,1.0234070836308935,1.0050469565491431,0.9866868294673924,1.0499272671934212,0.9670491177851164,0.9349034407396272,1.0420556975579232,0.9509762792623716,1.0393768911374657,1.031340471876094,1.0045524076715195,1.020625246194264,1.0833585189998731
269,13.475,1.0024697951072723,1.0085694475007685,1.0040046373285243,0.9725962537848258,0.999916373273163,1.0192011635002256,0.9760032333916066,1.0273007753955914,1.021901034132014,0.9928774248402864,1.0369957653915602,0.9093655173433678,0.8694810648283081,1.007747166880516,0.9332961888524038,1.0077471668805162,1.0024292398785075,0.959885823862444,1.0422051632710778
270,13.525,1.002527994012352,1.0273059786611596,1.0022589448761103,0.9816895518980346,0.9871132510797916,1.026419118091114,1.0244091589825806,1.030439036308181,1.006319527005779,0.9882298950289772,0.9501624876703876,1.0636541181421273,0.9554411681574444,0.9264084254786276,0.9448838071833292,0.9396051266962716,0.9739165498621468,0.926408425478627,0.9980745927034266
271,13.575,1.0029994334531664,0.9966385734356936,0.992390646709254,0.9944230796538917,0.9770048409975336,1.0162117127367536,1.0308430332080938,1.0461394137008593,0.9783032915155528,1.0414839935508873,1.0086743658272754,0.8933972954470153,1.0479733670932732,1.0322537665868745,0.9746152313967432,1.0139142326627415,0.9824750316499434,0.977235164814477,1.0048514017585408
272,13.625,1.0021500044075045,0.9805315405093884,0.9861126079673864,0.983837022546376,0.978178269900318,1.004805844851485,1.0041456570427785,1.0081067838950184,0.9790585203119267,1.014048474173378,0.9674752251228028,1.0376952011397806,0.9752774446802454,0.988281143942648,1.0741055590745097,1.0376952011397806,0.9284641273355928,0.9778781845327256,0.9983656454114506
273,13.675,1.0025070142758543,0.979776566893462,0.9913497005059252,0.9946003881794752,0.9747832797234364,1.0027144798307668,0.9869856252451862,0.9902624699505156,0.99747152830224,1.0289292374734011,1.0223755480627426,0.9061965085101584,0.9320140728551768,1.0559383817112664,0.9552498807656942,1.0249573044972444,0.9655769065037016,1.0146302787592374,1.0206368141374664
274,13.725,1.0028211657902957,0.9710620511392551,1.0024733723655344,0.9878316789833956,0.9861277196814012,1.0071328907132582,1.0494220624809336,1.010385903926156,1.0012774669300415,1.02144614885001,1.0149401224242145,0.9047319778175442,1.0251920428527417,0.9457396595316536,0.9969992616742912,1.0046882019956866,0.973932440710104,0.9969992616742912,1.0408314520778923
275,13.775,1.0031066824317676,0.979677921175245,0.989384910733583,1.0018955491075794,0.9762138059454976,0.9985430820361232,1.00500196354994,1.0108149569123757,1.0353587066648802,0.9927300886736876,1.0152187397627046,1.0610180814061352,0.9516085430357184,0.9261644643449242,0.9872302532028312,0.9795970295955924,0.9821414374646722,1.0075855161554663,0.987879336842902
276,13.825,1.0024706650813633,0.992721500852144,0.9945284202202768,0.9676386360214948,0.9740508832150744,0.9958219891627972,0.9708142251078392,0.9656844273529764,1.0214709779371127,0.9874860678111436,1.0483052608896342,0.9497898267337416,1.020518856384126,1.0508312976628624,1.030623003477039,0.9674720841463376,0.9422117164140568,0.8588525028975315,0.982447873587618
277,13.875,1.003179070378583,0.9987350638319872,0.9909614104792056,0.99144679835832,0.9876574435258852,0.9428217971485136,0.9931141144845924,0.9670130383987788,1.017305355734858,1.04404304343252,0.958004019528066,1.0583185765467114,0.96803547522993,0.9730512030808628,0.920386060646074,0.990606250559126,1.0959365354287034,1.0332399372920502,0.9483564205494868
278,13.925,1.0019715336123838,0.9959689858264964,0.9997685813852056,0.9996894231443992,0.992917479136948,0.9973719134174044,0.9784104701965408,1.0296063668928717,1.0428793771474754,1.0100128755646458,1.0009343663861727,0.998444479902626,0.9511366367152196,0.9038287935278132,0.9386872042974808,1.000934366386173,0.9909748204519822,0.9461568637481234,0.992702496787504
279,13.975,1.0022803909073084,0.9852003855317591,0.9928631861850512,0.9898593856021092,0.9897099728646604,0.9864826577357542,0.9927579927086276,0.9544784493740982,1.0034260621625135,1.044215739486193,1.0209779839199766,0.9641196458324234,1.0481711021357631,0.9517591375525206,0.939398629272618,1.0382826955118407,0.9715359508003648,0.90478920608889,1.016412163514542
280,14.025,1.00282166835852,0.9821680188022992,0.9742086068992416,0.9884514265505924,0.990676666142106,1.0367836304782798,1.0336682950501597,0.9626386472890278,1.0124840141389455,1.023699221680177,0.9719846535733868,0.9842571870781012,1.03334732109696,0.9793481736762156,0.9204400128535865,1.0578923881063884,0.9008039592460434,0.9008039592460434,0.9686785833231376
281,14.075,1.0029886557517322,0.976248297792946,0.9841512602036508,0.9746654915958436,0.9865965638067044,1.0034473620896978,0.99973547295743,1.019532214996191,0.9780827863525354,0.9923116946928948,0.9699653722400502,0.9431572840625612,0.9187862948102988,0.948031481913014,0.8602959206048684,1.065012230323874,0.9358459872868826,1.016270251819349,0.9995587163320822
282,14.125,1.002865386894246,0.9796195292861336,0.9917363923530484,0.9977599506542368,0.9980524630994588,1.014169898831224,0.985913196622722,1.0147841749661912,0.9920559579723964,1.0178555556410285,1.001828532846878,0.9413316407667524,0.996988781480468,1.0405465437781585,0.9558508948659824,0.9969887814804675,1.0381266680949537,0.9655303975988024,0.9794570290817374
283,14.175,1.002932217642114,0.997700583875606,0.983262743796552,0.9706922782890334,0.9997375289858924,0.9716507715620306,1.0149572403510485,0.9747005228852014,1.008247787440074,0.9655512689156904,0.9106742284399794,0.9106742284399792,1.0188017753523777,0.9827592597149116,0.9779535909632496,0.9899677628424052,1.074066965996492,0.9635365847082628,0.9579953544129785
284,14.225,1.002513624745044,0.9787521031694822,0.9850101089442234,1.020409624127548,1.0002206264766351,1.0350899095622832,0.9793682760457644,1.0459919682937762,1.0429636186461386,1.0508373277299947,0.961546897210277,0.913827448217211,0.952003007411664,0.9329152278144374,0.9758627319081966,0.9209853655661708,0.9782487043578496,1.0498278778474492,1.0123340250671833
285,14.275,1.002745669237669,0.987273840673519,0.9832063357222433,0.9748966730836884,0.9996700462393108,0.9821425267349864,1.0519089278992595,1.0086056444179867,0.9640994919511224,0.9899611751413268,0.961930682719526,1.030640017199493,1.063810040741545,1.042486454178798,0.9429763835526398,0.9785156944905534,1.0472250289705194,1.0259014424077713,0.9765332295266692
286,14.325,1.0026971135684133,0.9880234361382906,0.9879112372470642,0.9870157010420026,0.977061645563982,0.9555893258899668,1.0290502553177585,1.0553289617797317,0.9985908455550156,1.0744407482975318,0.9575801369855697,1.0446328767115305,0.9858134579777736,1.058749537207632,0.992871788225824,0.9411106997401176,0.9646384672336212,1.0258106627167278,0.9911192096268198
287,14.375,1.0022880416538391,0.9692402782581389,0.9758140426468304,0.9866572643689868,0.9767723339974632,1.00648361042844,1.0118214728290629,1.0070767062507322,1.0035181313169836,1.0052974187838577,0.997659063496773,0.9112108542476384,1.0654157680433924,1.109808091711867,1.0280327586383613,1.0654157680433922,0.9999955015845876,0.976631120706443,1.000758420143873
288,14.425,1.001496138648326,0.9887564941771751,1.007345470343443,0.9951149421559043,0.9777256731554348,0.9635898802905364,1.070197318146641,1.0266119568132064,1.0713753008853824,1.0112981812095674,1.0069967593908289,1.0185981045451014,1.0116372974525378,0.9953954142365564,1.0580426780696266,1.0766048303164624,0.9814738000514296,0.953630571681177,1.0071151404638323
289,14.475,1.0021821856102449,1.0127054723941722,0.9995192032223728,0.9804530494333074,0.995772628330703,0.9622088236555008,0.9850210693227132,1.007833314989926,1.0230414787680662,1.018362043759408,1.0668757317090265,0.965487973188083,1.0484415937961276,0.8871428870582617,0.9954434472965428,0.9747050421445312,1.018486119687667,0.9009684904929356,0.9520620895806018
290,14.525,1.0015987852059929,1.004544890945224,0.986210991794893,0.980215218348272,0.9926632738938268,0.986383921429736,0.9631475510780346,0.9933548325352466,1.0427321195326122,0.9933548325352464,0.9382564695043168,0.9565639128117184,1.0160631035607726,1.05038955976215,1.0778507247232516,1.0503895597621498,1.006909381907072,0.9085068741297904,0.994066149994993
291,14.575,1.002131560968866,1.0060099557652609,0.9944129868720394,1.005095251841055,0.9932819141810398,0.9888587807781034,1.0055897636500786,1.0488595469396695,0.984820267671076,1.0298208422922497,1.0431951389453953,0.9909217441834258,0.9818307190074304,1.0295586011814035,1.029558601181403,1.0704682144733797,0.9636486686554412,0.9431938620094534,0.9826656090746144
292,14.625,1.0013435593445674,0.9829965591428836,0.9984971619151762,1.0095579807228774,0.9890939676001166,0.9855468719921708,1.0376891774289656,1.0136234979965988,0.9866928567270452,0.976951986480611,0.9841577995862628,1.0586468073531126,1.0654185353319172,0.934498461075029,1.0631612926723155,0.9819005569266612,1.0293026527782936,1.0428461087359018,0.9706373767170168
293,14.675,1.001355478817018,1.018432393455612,0.992666887805517,0.9796554895530524,0.9969993211799948,0.9868098200991672,1.011849977010565,1.0533938737044743,1.0243700554662636,0.9583550963362149,1.020058733683997,0.9707372124948804,0.9146900293254304,0.8608847334827581,0.9797047618019924,0.9864304237823271,0.9258994659593196,0.9595277758609904,0.9602598207023878
294,14.725,1.001051645717033,0.987954502584272,0.994113290326092,0.985798887978666,1.0085429169299835,0.9874676806354494,0.9789891372985684,0.9914243341926604,0.9456402001735016,1.0145990193134695,1.0309566130240189,1.0198231722786193,0.9841961618933398,1.1111173863908976,1.0443167419184989,0.9507958396571404,0.9641559685516206,1.055450182663898,1.054973035203381
295,14.775,1.0014259296434238,0.965775286580214,0.99984162026651,0.9890297442581096,0.9967826466999228,0.9897783003559396,1.039744419886103,0.9869712149890766,1.0195334052446892,1.000445224750019,0.9709112841629024,0.968699641146586,0.9731229271792184,0.9753345701955356,1.02177907353818,1.0416838606850276,0.981969499244484,1.0837050779950397,0.983052752966762
296,14.825,1.001362192321409,0.9953086299395189,1.000651303355676,0.9927257430068054,0.9838301131042436,0.9641535108421588,1.002072792934274,1.0288393449992963,0.954116053817776,0.9847860613922804,0.9336186878740428,1.0764074283724263,0.9402089374355072,0.8940771905052607,1.0039146831963244,1.0324724312960007,1.04784968027275,0.9907341840733968,0.9941862195579728
297,14.875,1.0004561215386916,0.993415271943918,0.9972653154195562,0.9988554927663906,0.9836893478405732,0.9803923598132216,0.9731917379614864,0.9947936035166924,1.0197188330034697,0.9216795970221474,1.0146330791081877,0.9338988341038804,0.9775389665386416,0.8662566288300013,0.9993590327560214,1.021179098973402,0.9120787678865,0.9404448539690944,0.943428414043716
298,14.925,1.0010127417583083,0.9821192141422654,1.009612764022484,0.9871963094064392,0.9938771761500332,0.9969425150088588,0.9941915698791436,1.0519614176031673,0.9914406247494284,0.9936413808532008,0.9796699140731908,0.9644980348729424,0.992674381959118,0.9124801633292332,0.992674381959118,0.97750250275887,1.0056788498450453,1.0165159064166511,0.9692309534572772
299,14.975,1.000397218218897,0.9986725610736448,1.0128410419442282,0.9945383011009764,0.9703352232513384,0.990842777386301,0.9700749751024184,1.0099710163319822,0.9892032140480996,1.0148897063465865,1.061410245912315,0.9839036153791644,0.8676436695794382,0.8116666586388294,0.9063969848460138,1.04849247415679,1.0161980447679773,1.0075861969309607,0.9924934942165984
300,15.025,1.000247395625171,1.000195924293015,1.0247750226670955,0.9954271466001732,0.9914201031584636,0.9766586721570694,1.0021744907181482,1.0135751756071418,0.9848020185063496,0.9967455931519614,0.9345929416214918,1.07788293495934,0.973088760727182,0.970950104110199,1.0629123386404602,0.9388702548554574,0.9238996585365772,1.0265551761517528,0.967894880371652
301,15.075,0.9999544052412446,0.9970167610637306,1.0195081461827376,1.0187529409436988,0.9919166207196972,0.9788194692228156,0.9701907576483996,0.9831338250100236,0.978819469222816,1.0003912481588555,0.9645199945493044,0.8349258983653676,0.9453995541287236,1.0431262496116924,1.0622466900322731,0.905034179907497,0.9730179680695624,0.9708934746894976,0.9343001601430804
302,15.125,1.0002177065581228,1.004123375611255,1.0091555665284202,0.9944258091587966,1.0106254086666435,0.9450361640451126,1.0328966690923913,1.0216462385680445,1.0178960950599285,0.9948594992243625,1.032020012168415,1.0868922418542608,0.939159315776983,0.985589663972699,1.0277990714233505,1.0172467195606871,0.956043078757243,1.0404618936585446,1.0389974856449515
303,15.175,0.999548586812002,0.9965175077740156,1.0156140106319311,1.010946001015548,1.0044834482389382,1.023440269716995,0.9569139911342474,0.9478664172469936,1.0117316446864308,0.9750091389087546,1.0000714024039272,0.926690901179321,1.0482928746372402,1.0923211753720046,0.9665260304155356,1.0378099458908678,0.974912373412634,1.0294236028937704,0.9523847734740007
304,15.225,0.9996445381211824,1.0092522487951192,1.012530009272458,0.995378979313334,1.006205157664282,0.9781326254286848,0.94693812548258,0.9897644728662148,0.9945229559088408,1.008269684698649,1.020590470758512,0.9372769629414908,1.055998711580746,0.9247799367689378,0.9581053398957458,1.0789099262304274,0.9955964184134058,1.0580815492761717,0.9805064718445062
305,15.275,0.9996858767152786,1.0069976354714327,1.0067016048093635,0.9868722493501376,0.997877794647668,0.9938007403669922,1.012185003534457,0.985921770438078,1.0458019418978226,0.9239405403306232,0.9663278068370827,0.9518432358566554,1.1235888631960085,0.955981684708206,0.98081237781751,1.0904812723836033,0.9787431533917345,1.0801351502547258,0.972007616740486
306,15.325,0.999680986303346,1.0010256178275634,0.9860264091773214,1.0031805712885058,1.0076535091837728,0.9737585797996376,1.038988924105616,0.9732367370451898,1.0233336414721808,0.9852391203974898,1.0258163479100073,0.9620882782001674,1.0340393246467612,0.9764784874894868,1.0011474176997472,1.005258906068124,1.0525410223044571,0.994980185147182,0.9795201498028266
307,15.375,0.9998890253075228,1.0100116706935438,1.0044600154158652,1.0139482406012568,1.0083933744182694,0.980396848856014,1.005801103532875,0.9715831278456744,0.9767676696164624,1.0322422665638946,1.0007736690884743,1.080427083566945,0.9435866022834188,1.0130280405467005,0.9395018117973432,0.9987312738454373,0.9456289975264562,0.9966888786023989,0.9765983784566
308,15.425,0.9994632666694748,1.017408857710499,1.00086169063151,1.019649741764081,1.0067722793049485,1.0023816778188828,0.9519020249790824,0.9982608898319594,1.0065024658058048,0.983323033379366,0.9780627850778776,0.9882086645911335,0.9841503127858308,1.0328505344494598,1.0389380621574138,1.047054765768018,1.0064712477149942,1.0511131175733206,0.979843490461837
309,15.475,0.999409367183112,0.9990193932640749,0.9997885353241376,1.0218446699760029,1.013071379224957,0.9503667206070638,0.9851674405862134,1.004103126457221,0.9826085641171584,0.981585013529536,0.9838492314960944,1.0019939919130303,0.9898974849684056,1.0604604421453805,1.1229590613592713,0.9636883865883874,0.977800978023782,0.9737688090422404,0.9735219415535742
310,15.525,0.9984226823293167,1.0007144341130534,0.9967024060266896,1.0003820229250149,1.0061932703049496,0.99103560005562,1.013917386614113,0.994086504930086,1.0057816402822044,0.9528992891247984,1.0015596810114793,0.9975534422874331,1.0536407844240765,0.9174286678065146,0.9895409648393412,0.973516009943158,1.0015596810114793,1.0376158295278923,0.9726575302165764
311,15.575,0.9989472001824518,1.0030315372772285,1.0059738137397172,1.0075622884126605,0.9925258406987664,1.0038813660122998,1.0018604674395517,0.9771044599233956,1.008933612444168,1.0458150113968088,0.8717421570624251,1.0230033532650376,0.9772269386247736,0.9851880542143848,0.98120749641958,0.991158890906593,0.9891686120091904,1.0369353055468575,0.9744649189304192
312,15.625,0.9987649272704092,0.9898324030880684,1.0081277047457553,1.0007656438543873,1.0056660847236143,0.9964628177253112,0.9668450312035008,0.9462631795527516,0.9874268828542502,0.9809009298918177,0.98284806737245,0.9887807518837533,0.9769153828611477,1.026354420455336,1.0500851585005455,1.012511489928963,0.9828480673724502,0.961094890831008,0.9515904880935128
313,15.675,0.9983098158076446,1.0087344065201371,1.0117329667624635,1.0347703257121252,1.008405237647384,0.9851279526893246,0.9936075350669038,0.9941063340302908,0.9432288397648168,0.9741543754948108,0.9353236319511372,0.8920943884575966,0.9824828066713625,0.9923076347380758,0.9608681849245924,1.0198171533248743,1.0375018438449577,0.9431834944045072,0.9620712250960264
314,15.725,0.998543134618862,1.0084750289774826,1.0065197177773606,1.017697699509929,1.0104992347986457,0.9907683610326372,0.9605348092452484,1.004646056935045,0.946161481346325,0.9957246809977832,0.933290068588356,0.9567199447872264,1.0231045940173604,0.9625774138369442,0.99967471781849,0.9645299035201834,0.939147537638073,1.0309145527503178,0.9296640163194826
315,15.775,0.998603395994626,1.0065332932418394,1.008846312115913,1.0051590380719684,0.9958954398442872,1.026852274427932,1.037194671436558,0.9643053972805228,0.9899151422542654,0.9923776177325098,0.9467845111504686,1.006928609194863,0.9526049077354096,1.003048344804902,1.0127490057798048,0.9797667584651364,0.9778266262701558,0.9758864940751756,0.9668985347229186
316,15.825,0.9989389734649222,1.0173751711548689,0.9934715434212468,1.022238067526714,1.0068573055395336,0.9787757628205168,1.0007982174839782,1.0027557690096194,1.0433749631666709,1.000798217483979,1.0603404097222249,1.0198546849873766,0.94081112717172,0.9716573936363664,1.064196193030306,0.996719985138892,0.9851526352146492,1.002503660101013,0.9783263249702416
317,15.875,0.9988474940898416,1.0209347167672551,1.0063173069522435,1.0014511953194574,1.0173141637272236,0.9935312899246328,0.9959628398265524,0.9896408100815604,1.0217372687869075,0.999367009689241,0.9866197935367496,1.017272058967017,0.967462127642832,0.9866197935367492,1.0689977568805942,1.0460085578078937,1.0172720589670174,0.9885355601261412,0.9624967734213468
318,15.925,0.9987587351088804,1.0196179109005536,0.9983739797144852,0.9906851012674568,1.0085197343332473,0.9752207484671844,0.9645890059169976,1.0283794612181218,1.0119485863678324,1.038044681718292,0.9956641542523936,1.029931754207542,1.0470655541851168,1.0032791764646491,1.0280279986544785,1.037546776419798,1.0166054653360956,1.031835509760607,0.995567023867032
319,15.975,0.9978189761382478,0.98933738550086,1.000524494364813,1.022798248867661,1.0195966445112283,1.0013017624744678,0.999861040514072,1.003222725088327,0.9878550241774476,0.9888155054843776,0.961063416812932,0.962955273932642,0.9951168449677208,1.0216028446436678,0.9516041312143791,0.9951168449677208,1.0405214158407723,0.9610634168129316,0.9562179460267356
320,16.025000000000002,0.9988033910249472,1.0143737757897962,1.0066633157652314,1.0319930866475295,1.0086988141565871,0.9964948879832838,0.9602240012559228,0.973586959523898,0.9559287646697882,0.9893361603397252,0.8986734055973704,0.9889167601343452,0.9625957817277276,1.050959066378515,0.9287545237763628,1.005837389110028,0.947555222638232,1.0340384374028329,0.98571296757319
321,16.075,0.9986370953994848,1.011904622434911,1.0155577077144595,1.0095478879755515,1.0131614822054409,0.9737055502078285,0.9936254884000978,0.9808198138479244,0.9732312659651552,0.955208464743578,1.0238790741827284,0.9921164021734106,0.9958531871156836,0.9921164021734106,1.03882621395182,0.9696956925197738,1.0089319344136385,1.0220106817115922,0.9003173231068632
322,16.125,0.998283393643127,1.016441828163812,1.0067015545251663,0.9961143992857704,1.0438102780257943,1.0058555811084386,1.0001994110178574,0.9497652277101708,0.9426950150969436,0.9686191280121096,0.9339822278361994,0.9878301097591604,0.995257403817501,1.07881446197382,0.982259639215406,0.958120933525803,0.9971142273320852,1.013825638963349,0.982278586394127
323,16.175,0.998593000611385,1.018439642933321,1.0114875361510058,0.987734907581354,1.0119375357368594,0.9720087759227084,1.0183841343884183,1.0108891269596163,1.0165103825312174,1.0015203676736142,0.90238186031992,0.9835777741319373,1.0463200711684968,0.9632787956789332,0.9725056040666624,0.9946499441972124,0.9964953058747584,0.957742710646296,0.9383099223684648
324,16.225,0.9982823943164192,0.9973916345762128,1.0104231457610482,1.005821094032303,1.0068187124857184,0.9627683154426911,0.973476086842682,0.9688205340600772,0.98139052657311,1.025152722729596,0.9555169392903904,0.9885290408397704,0.9995330746895636,0.9536829336487578,0.9811930182732416,0.9445129054405972,1.0270431593140472,1.00503509161446,0.9992336451970526
325,16.275000000000002,0.9980967330706022,0.9882303731666336,1.011525802844588,1.0146330700556094,1.0031757585153498,1.01932616112883,0.996191205134077,1.0068332848916632,1.0012808954529229,0.9638022667414232,0.9259590872081864,1.0535518748156136,0.8913267591433134,0.9842872186858674,1.0626656453590015,0.9897554810118996,0.9296045954255414,1.0043375138813198,0.9881931203473197
326,16.325,0.998701419223858,1.004475203970761,0.9949721273012168,1.0122596256488865,0.998244565391119,0.9900983116162918,0.9602068159102732,0.9854996199692122,0.9671048533808928,0.9873390966280444,0.913049323383854,0.9529046509918798,1.0181224598050111,0.9492814393911496,0.9529046509918792,1.0742822396163203,1.000006401801364,0.9112377175834891,0.9510375878710956
327,16.375,0.9989475878211564,0.997835185223158,1.0071085868240617,1.0008637289762132,1.0036931795528556,1.0320529803325895,0.9648644116395466,1.0251970039353406,0.9740057135025456,0.985889405924445,0.9236870018839464,0.995709380198484,1.0191166531507083,1.031720569355753,1.0263188909821623,0.9831054639934398,1.0299200098978896,0.9813049045355764,0.981010935644498
328,16.425,0.9986613246138242,0.9968045651123288,1.010459422168662,1.015438693304039,1.0155468567779744,1.00488193824796,0.9876190478078956,1.0053362248384876,0.9717190171394148,0.9848933282647274,0.8912276930540426,1.0147110481157475,1.0308175726890134,1.0111318204327993,1.061241007994071,0.968181088237424,1.000394137383956,0.9556537913471056,0.982278862580465
329,16.475,0.9982691226816072,1.007473992736581,1.001451373094895,1.0026190460357944,0.9998238396024972,1.0182076972984138,0.9703451625251844,0.996534096646386,0.9942764299117992,1.0263352975429243,0.9658708775420944,0.924959219745652,0.9445256647787332,0.9712071807329348,1.0210126771807773,0.921401684285092,0.996109928956856,0.9978886966871362,0.9954928054585972
330,16.525000000000002,0.9988288202972008,1.0099864902171212,1.0026512514952834,1.0045753194181946,1.0161160208858218,0.9945520064768664,0.9967960317622384,0.995449616591015,0.9958984216480896,0.9680725081094772,0.968874917150913,0.967106897229104,1.020147494883351,0.9706429370727208,0.9971632358998443,0.9441226382455966,1.007771355430694,0.995395215978036,0.9745939203673744
331,16.575,0.9987815501203808,0.9916666964090356,0.99459987771338,1.016792594533509,1.0048965566574248,0.9881146460822352,1.0206800497680153,0.9970366744892974,0.9675939807459903,0.9979288773300048,0.957766231273362,0.896258308164063,1.0438773236263794,1.0069725697608003,0.96128096973675,0.970067815895221,1.017516785150966,0.9841267697487752,1.0012700859273431
332,16.625,0.9985567010916696,1.013283669663971,0.995373772510259,1.0103690204159557,0.9937934784927268,0.9883879514451516,0.9826234636170724,1.003020882085658,0.927639118180016,0.9795195086327224,1.0009247046936292,0.953760713372987,1.0271269220939858,1.0131524061471298,0.9485202698929158,0.938039382932773,0.9939374467202008,1.0236332931072718,0.9705515220744396
333,16.675,0.9986097085369025,0.9915663472991564,0.9905727108759752,1.0191161000323472,1.0255177149125836,1.019934667180968,0.9736541399320476,0.9811471776771108,0.9912848169792552,0.9212028757166044,0.967149488627509,1.053967216511487,0.9567313612814318,1.010558352569498,0.9862493887619838,0.9358951065892774,0.9411041702623164,0.9688858431851886,0.986958104907976
334,16.725,0.9989852570434514,1.006059121030649,1.0013675256859105,0.9947761975304774,1.024506820044759,1.0234845039021627,0.9590785869185928,0.99150061315522,1.016036200577532,0.9809853614028002,0.9803613502508248,1.0027991980558617,0.9872653034216058,0.97863536195813,0.9613754790311788,0.9441155961042274,1.007977162933947,1.0010732097631667,0.9723478331775984
335,16.775000000000002,0.9983879109220528,1.0001525103747229,0.98927061542382,1.0083499708031871,1.0184085832227587,1.0221831553059788,0.9577250781925214,0.98995411674925,0.963822463865416,0.9947449197779532,0.9642315958045068,0.9779573124707632,0.9470744499716864,1.001977316636712,0.9710944541376352,0.921338731222456,1.007124460386558,0.9693787395543532,0.9833145437206016
336,16.825,0.998982317455382,0.9986902300464096,1.0053595515598723,1.0062828173228593,1.0121584699132504,1.0070250050184877,0.9706578079326958,0.9892743492980414,1.0005308626817393,1.0026955767939885,0.9568036376142978,1.0335525925031457,1.048902383480915,0.9550981052834352,0.9687423639303409,0.967036831599478,1.025024930848829,0.9363372496439388,0.9631210685949452
337,16.875,0.9987883047434948,1.001674549897816,0.9978745092290624,1.0085262326093458,0.9923357078428072,1.000205532539454,0.9993447704632584,1.0109650584919003,0.9326357095580878,0.9571674287296668,0.9324922492120548,0.9426648919307316,0.9884417841647776,0.9257104873996036,0.9731828200867624,0.9138424042278138,0.9731828200867622,0.9664010582743112,0.9374401672690996
338,16.925,0.9997675591106996,0.9883704893502931,0.9988996049154631,1.0167357729989326,1.0157171017505613,0.9870313193964388,0.9789023228344396,0.9575102266186524,0.957510226618652,1.0011501028988588,1.0095772923171995,1.0196899196192075,1.0028355407825262,0.9118218950644488,0.9606995936908236,1.0062064165498632,0.9455306527378108,0.9893520377131814,0.9937720125713728
